"d_year","lo_partkey","lo_revenue"
1997,693675,2302723
1995,778199,632194
1996,338791,1613865
1996,521533,590713
1996,250092,3682710
1998,701124,4243839
1993,217563,2559870
1995,183931,1686496
1995,468624,1629229
1995,149414,4536571
1997,787393,1435949
1995,645286,4795718
1993,195610,8442769
1996,426790,7991564
1996,252066,2082930
1994,671331,5860350
1992,761446,3934340
1995,484239,4276342
1995,66303,2685838
1992,666113,1845226
1992,121603,4782822
1994,506183,228318
1994,209319,5070422
1994,417835,4590609
1994,279447,5871185
1994,660199,106642
1992,187425,2395673
1993,525553,1049722
1995,244370,1912393
1992,388206,621211
1994,167710,1393724
1994,291239,5597501
1993,228472,4380638
1997,31377,5841872
1995,570661,7324837
1993,613709,5549531
1993,193440,728384
1996,246385,1033143
1996,570248,2106515
1998,73267,4063091
1995,149655,7183395
1993,361419,1866784
1995,436261,5345676
1995,227018,782460
1993,338202,4514291
1993,149691,174069
1993,626583,4226740
1993,471633,933883
1997,148741,2920855
1992,214162,4147482
1992,217253,217664
1995,472975,2121317
1995,487097,2276547
1995,752269,6344546
1995,446229,3676025
1995,178012,3710394
1995,292986,7361768
1992,166620,5707522
1993,517142,2361127
1997,761369,407644
1997,323632,7003272
1997,521943,8753718
1997,14324,3042552
1995,97389,2634122
1995,3524,276938
1998,121245,1980399
1994,426508,5663327
1996,199629,8383807
1996,398468,4418955
1994,408817,1553211
1994,347364,2520671
1994,716287,651625
1994,223777,7917037
1998,619026,3553162
1992,620211,1683195
1993,64905,3298503
1994,255992,8327614
1993,522273,1748587
1993,720942,7419799
1996,777820,2497491
1996,17072,890163
1996,291868,2473600
1998,169718,4335196
1996,479801,2617746
1996,153279,4088736
1993,138253,2330706
1997,627334,5685940
1996,235292,721640
1998,299497,5088032
1992,678380,1064946
1994,72249,4383030
1994,299282,576571
1997,119656,8210685
1996,239189,1026634
1996,555690,2765141
1996,632521,2014537
1998,226064,2881045
1998,248789,8428184
1992,653468,1080286
1998,480931,688287
1992,363048,2555369
1996,12826,1797939
1995,671330,5483678
1998,30813,2484929
1994,401093,1192884
1998,484277,2436735
1998,28609,1918924
1995,577817,3819896
1995,162618,3493988
1994,395370,4061977
1994,178332,6064419
1997,288812,7293240
1997,461326,6307770
1997,562236,1181371
1997,97928,3012138
1997,271061,1532594
1996,794179,114582
1992,759097,339881
1995,735987,3004080
1995,466763,6272037
1992,761012,1769344
1997,375994,3146369
1997,334005,3971019
1997,14720,2197063
1993,149026,2223141
1993,368515,5985630
1995,561870,7725468
1996,232584,7127879
1998,622067,94946
1994,78298,4594644
1994,36029,538481
1995,781413,1075953
1993,543786,8416896
1993,200195,4249298
1993,665401,2705412
1998,1893,8443162
1994,142419,5012636
1994,742014,3176387
1998,766550,7274340
1998,200992,3373290
1993,763109,5010599
1997,58905,8588851
1993,630724,6949698
1993,570575,908343
1993,52521,2001040
1998,241382,4817066
1993,707146,5650239
1993,610940,4072002
1995,700320,2307866
1992,27099,4525056
1995,251873,1886905
1997,547700,803932
1997,354012,1344226
1997,269698,3682237
1994,475633,2219881
1993,435418,1258652
1996,651697,4855303
1997,702503,2002275
1996,799855,7827099
1997,419848,2828512
1996,622899,5365377
1992,623971,7401635
1992,489178,566067
1994,53944,3644044
1998,3406,361394
1998,434990,1120332
1998,472319,5642937
1995,774788,4746287
1994,375673,3053160
1995,741330,128902
1993,466940,8771832
1993,187222,1047376
1996,532693,1159650
1996,354510,6195420
1996,635905,7775834
1993,164655,7678237
1995,522118,114009
1995,252193,5038792
1993,612016,2273551
1993,145176,3595124
1994,582016,326103
1994,171281,3313086
1994,641887,2483578
1995,273850,8143445
1998,683480,6052829
1998,435280,595477
1993,41127,3004621
1993,206316,1541320
1995,703674,6281084
1995,245933,1249481
1993,61584,1908791
1993,632107,509144
1993,701893,6234089
1996,722267,4873289
1995,554688,5071140
1997,332458,578290
1996,482467,6045614
1996,785607,5529626
1996,481242,2397511
1996,219446,2838728
1996,498646,7252774
1996,739602,4732646
1994,597045,4991769
1994,702969,8873685
1994,391276,125787
1996,125111,1022499
1992,438030,1781138
1992,242516,5968182
1992,754371,5530319
1995,146229,4927450
1995,669209,2540134
1993,505803,1481390
1993,221681,2724539
1996,334233,3064137
1998,989,1020589
1993,133500,1873937
1997,216417,924046
1998,136466,5048265
1996,311492,6916008
1993,127925,4312047
1993,430930,1263557
1998,122575,5367835
1998,103500,2300355
1995,176874,9176892
1995,716521,3228729
1995,241247,237646
1996,309437,4295867
1996,65233,4097946
1996,338488,6663041
1996,156128,5275254
1997,344221,1978788
1997,439773,5086867
1997,216331,2056830
1992,459754,925414
1997,610450,3128966
1997,770455,2663383
1997,622172,4396254
1998,453727,6951375
1994,480414,5647279
1993,766148,1282100
1997,486966,5323714
1992,97246,3200099
1994,176333,1409330
1998,515330,1065485
1998,591752,1696231
1997,419193,2502382
1997,354365,933932
1997,420015,4398192
1997,580770,7817568
1993,444376,4489190
1993,371767,3063357
1993,158287,5693224
1993,326842,672778
1997,257231,994540
1993,39622,4263222
1993,316665,3829117
1993,300626,7026955
1994,237451,3598836
1994,148520,3282912
1994,161121,851126
1994,374384,3797595
1994,457848,2546206
1994,644412,5171876
1994,454508,4826184
1994,509002,2945995
1996,570889,8554788
1998,88315,912317
1998,340562,6259560
1995,326393,6671086
1995,272967,3879900
1997,546465,1496325
1992,133300,123996
1992,217028,1421295
1995,603544,5419477
1998,237505,4725597
1994,577849,4111833
1994,699344,124927
1994,266823,2303485
1994,155107,4415980
1992,475420,2666609
1997,205360,2945734
1993,282802,4997412
1998,243036,4053142
1994,382808,7033738
1992,140429,2327561
1997,437249,2135196
1997,38506,840699
1992,305910,6345460
1993,286926,7161935
1997,516393,3538928
1997,747285,1278960
1993,240886,2919338
1996,419408,796428
1994,599654,1262613
1994,76573,6529887
1994,55460,4557781
1994,104682,4034538
1994,142530,5802635
1993,72701,1004220
1993,271474,394610
1992,791753,1846564
1994,208529,3703025
1997,607706,1908971
1994,203741,3124987
1992,498564,1039089
1994,131449,4767016
1994,458138,2735890
1993,539454,6357531
1994,525146,2287197
1995,743687,5371937
1998,574179,225567
1992,731485,900771
1992,519633,1844312
1996,777738,7989080
1997,25540,4088856
1994,687711,4844635
1994,760569,1319919
1996,300588,301828
1997,271787,2194944
1994,601668,3917796
1994,257748,4451955
1995,263739,1108470
1995,645821,3155486
1996,734537,4312196
1997,628965,7143903
1997,601238,307584
1997,190567,5627416
1992,294904,4462391
1997,402629,5127796
1997,33906,7418476
1998,606283,3050426
1998,784914,6012631
1995,610727,1146383
1997,427294,1000220
1997,51298,6183985
1996,737799,6942952
1996,176379,691300
1994,275988,7148850
1997,20796,2860172
1998,437624,3232512
1998,738671,5754648
1998,548816,1187871
1993,685296,2167891
1993,550890,2371743
1997,348526,2317678
1997,464032,1685248
1997,111562,6585348
1997,766172,1151470
1994,719426,6382842
1994,548245,3421860
1992,510268,2939952
1994,530763,6134590
1992,661523,6214075
1992,526526,5812560
1995,781522,5483935
1992,586027,3906630
1994,716121,3456753
1994,425902,3125674
1997,718661,4353600
1997,496288,4791574
1993,186388,268337
1993,615469,4612920
1993,172276,1601744
1998,382208,4109255
1998,647420,6030189
1992,520682,1685633
1995,338631,7012404
1997,272036,3677256
1998,208060,2391083
1998,82038,581417
1997,606008,4112865
1997,373799,7448046
1997,349699,7309482
1997,574327,4213709
1996,105491,5117995
1994,671272,2411885
1994,63874,836230
1994,719505,6174103
1997,723383,6075432
1992,221805,1353803
1995,654702,1043702
1996,179655,478763
1992,681353,1801332
1992,284941,7796164
1992,192735,5729933
1998,38400,397504
1998,667218,4859238
1992,16508,4421648
1992,551134,111400
1998,38773,7471876
1995,472062,2978035
1994,561239,1911308
1994,727581,7412198
1996,271475,6870685
1996,485358,5371976
1998,278249,4565295
1992,352129,999219
1992,203920,3428950
1996,272152,104545
1997,571498,5480589
1994,266341,1647235
1994,230639,2285366
1994,61336,254276
1994,762525,1033455
1994,555441,1481455
1992,462674,5999958
1995,222346,4667454
1995,57673,6418317
1993,729925,8005274
1993,640858,5295726
1993,498423,1810863
1997,32550,4109628
1994,268359,864098
1994,157059,3901710
1994,478707,5765025
1992,538437,2003606
1992,158266,3374214
1997,557548,4360592
1994,165972,2421108
1994,689678,2608188
1997,26908,8807520
1995,310341,4426957
1997,407594,2913045
1992,145514,851492
1992,189481,706716
1995,20657,6294823
1996,97389,6446667
1997,379466,2055448
1994,290786,4875456
1994,27782,3351168
1997,148711,1780826
1996,797960,6256107
1996,156218,6243629
1994,394292,5364903
1997,688123,4339917
1993,280400,1015967
1996,306368,2251185
1997,766183,4367028
1994,585397,2401439
1994,366668,3790210
1995,465145,499554
1995,90968,3455605
1993,661626,6758370
1996,766720,5025958
1997,41983,8956931
1997,266538,5213161
1992,749400,281177
1997,326705,1932566
1996,86103,4504517
1995,95301,248889
1995,439560,1673486
1992,23362,5920368
1992,92804,4671680
1992,215295,1408765
1993,254621,2977902
1993,198749,1613077
1993,706498,1010997
1994,358734,5937488
1997,222987,7028689
1997,737840,8027637
1993,443514,1837894
1997,200530,5164177
1997,525236,494394
1994,431975,3947386
1997,675620,6449374
1993,14101,1847482
1992,145200,1737054
1997,281787,162726
1997,566653,7222446
1998,688169,448966
1998,409237,4268486
1997,127256,2148160
1997,374833,351038
1993,398740,8469190
1993,361371,5798193
1997,311856,4863855
1992,190643,329391
1996,768600,6225434
1994,551278,4665667
1994,39664,3245807
1994,370813,4408092
1996,413183,425310
1995,89965,3753523
1997,791250,854357
1997,133500,1873937
1997,524028,2419600
1993,628297,2095194
1992,320754,3466067
1995,154693,8651065
1995,435014,4050289
1995,207180,1687287
1995,465880,2491911
1995,439070,1065556
1996,422247,5261490
1994,57629,7853769
1992,592818,7566728
1994,370021,4338946
1994,209041,1678703
1992,787491,2935935
1992,150006,304128
1993,179053,2884463
1994,569981,1845864
1997,196486,474744
1994,449503,4457661
1993,83821,1804820
1996,70781,2417456
1994,596481,3213286
1994,248701,613684
1992,36651,5167800
1994,693316,384928
1994,183763,1990807
1998,96833,3787748
1994,645864,2497565
1994,101616,4362694
1997,379405,2182053
1997,156752,716265
1994,50748,652316
1994,578189,3535376
1994,98948,3210504
1995,126388,132951
1992,152300,5659375
1994,94095,2104121
1994,682758,4118543
1993,158729,7315350
1993,543460,5863416
1994,114275,3626716
1994,476075,2522520
1994,583137,1976578
1995,48581,7045245
1998,674841,7729903
1997,282337,3443425
1997,437878,2696537
1996,561306,6631308
1996,61254,3418498
1993,247043,4752144
1993,718848,177346
1993,603509,1220374
1993,764266,3538411
1993,443892,3546900
1992,590691,2244904
1996,734445,3461819
1996,614543,6704546
1996,481213,3477481
1994,688531,5713320
1998,592303,5089981
1992,741446,3108686
1997,212211,2505859
1997,263043,1985903
1997,163156,2548023
1996,262825,7866364
1996,663880,3285740
1997,349993,800848
1993,517289,6074109
1993,502687,3771321
1996,413215,1641516
1994,537402,5469644
1994,296212,4591160
1994,288946,8002870
1994,307657,1794481
1996,400675,7035277
1996,286721,2612796
1996,509001,391872
1993,626500,804529
1996,174268,130199
1996,119482,5621541
1992,797144,2683279
1996,413388,6311596
1996,431251,2872818
1993,395125,4358232
1998,317778,6793360
1997,271213,5106270
1995,662297,1775556
1996,259447,129391
1997,485444,2924593
1998,406442,5644486
1998,367207,3282313
1993,602805,7464662
1993,142347,4306954
1993,418401,1810189
1993,59586,1016991
1992,495408,808346
1992,741394,266976
1996,236023,939829
1993,494912,8390316
1992,235903,1881184
1992,12634,6681441
1994,189897,9248972
1994,721175,3156613
1994,703006,2086549
1998,782885,4435533
1994,305244,3485351
1996,23943,6424140
1996,624429,1312788
1994,682573,6775932
1994,648281,5180059
1992,387656,2270219
1992,349576,5361096
1995,114946,5051381
1995,684824,709045
1997,683801,7308633
1996,481583,4030306
1996,653620,147917
1992,666563,908540
1994,675466,1798904
1994,545634,151164
1995,508985,6560128
1993,435840,5341666
1993,347172,2329814
1993,142151,4617490
1994,753312,524267
1994,138744,1572376
1994,660523,146865
1994,599329,4936204
1994,108595,2644319
1992,150779,3743709
1992,765022,2271809
1992,502260,229727
1992,70296,1240964
1996,464044,907218
1998,46439,394847
1998,490091,4926435
1996,461114,1685741
1994,762477,700445
1994,786868,2228506
1995,617411,5798378
1995,17502,6068362
1995,214515,3813906
1995,550856,7367991
1994,672684,3462398
1994,184417,5555217
1998,408196,3215343
1995,717317,3437105
1995,737828,4754032
1992,522428,574358
1992,193346,1833719
1997,444728,5503183
1997,377853,1513778
1997,96676,1490348
1995,481037,3090678
1995,493724,1597461
1995,406345,4259493
1995,87037,1751091
1996,263599,995363
1994,170187,2438929
1995,536391,5481100
1996,408865,4243025
1998,658530,1369420
1995,718610,7348152
1997,384259,4040465
1997,120432,422657
1994,61150,826695
1994,709798,6019840
1994,357963,3839805
1994,267995,176668
1997,366352,2614000
1997,33192,2969376
1996,103988,386444
1996,551352,3087326
1993,253547,1764623
1993,316051,2039113
1996,227026,1683968
1996,654041,286562
1996,489955,6807255
1996,719736,6931503
1996,183408,1121532
1996,662221,3336595
