"lo_custkey","lo_orderdate","lo_revenue","lo_suppkey"
7195,19930517,2857766,11913
7195,19930517,2251566,9348
46801,19930217,2403840,10236
209224,19930722,2575259,17716
213590,19930705,2049426,4976
66766,19931003,2379079,12699
197686,19930621,1155861,19884
5210,19930308,2453714,17044
5210,19930308,2039479,3176
140092,19930503,2214755,16649
140092,19930503,2014097,16293
140092,19930503,1825624,3104
155983,19931220,2392324,16020
159517,19930528,3340895,15655
180424,19930912,3505757,10091
180424,19930912,3629206,4929
53450,19930919,1629274,8356
176072,19931124,3093124,19917
176072,19931124,2358166,9015
208568,19930610,3639456,14308
11035,19930308,3224427,2677
164614,19931106,1712642,4950
164614,19931106,1402735,14029
164614,19931106,3268473,2048
164614,19931106,2318778,6954
139373,19930719,2211679,1022
256432,19930117,3859275,8505
177886,19930301,1878328,2339
177886,19930301,3101069,11342
123506,19930129,2242348,9834
59504,19931224,2854048,4824
192898,19930902,2228601,10431
84473,19930727,2497847,1968
219799,19930928,3267602,1394
219799,19930928,2490190,416
219799,19930928,2890134,11496
78229,19930408,1864619,11925
217063,19930314,2508329,6126
62512,19930424,2611360,18137
110114,19930611,1230748,4948
110114,19930611,1447470,12615
261917,19930529,1283653,12040
261917,19930529,2099102,3027
242162,19930606,3421539,3830
200035,19931225,1851746,15686
124001,19930224,1708007,9881
124001,19930224,1727704,2243
124001,19930224,1484500,504
169435,19930331,3316496,15521
38942,19930321,1448385,12506
173237,19930112,2597616,9132
173237,19930112,2311848,15040
223235,19930615,3811075,13823
36758,19930512,2755368,15951
36758,19930512,2270736,4392
254050,19931230,3559722,3929
17684,19930919,2685314,15664
192424,19931019,2116283,10078
278402,19930322,2588999,3976
99527,19931013,3454704,1990
99527,19931013,2300518,12862
99527,19931013,2576808,3761
207547,19930329,2393664,11341
207547,19930329,2342894,2484
92926,19930328,2644747,18544
92926,19930328,1881000,15455
263204,19930930,1524522,8401
263204,19930930,2532347,6073
263204,19930930,2842864,11433
111184,19930322,1119365,3892
244924,19930713,2482257,5592
109807,19930925,2046592,1454
194008,19931219,3152942,10979
114380,19930305,1819965,2331
114380,19930305,2411960,13399
128641,19930927,2223942,18599
126106,19930328,3657832,15069
126106,19930328,2832845,15372
118903,19931028,2006211,13809
129046,19930602,3088868,12848
10247,19930402,2619113,1023
66482,19931025,2293008,5896
66482,19931025,2403475,16766
66482,19931025,1857192,1888
30778,19930626,1490812,9886
30778,19930626,3396950,4329
129068,19930823,2880054,1908
189305,19930412,2605963,13342
99371,19931001,2425977,8986
181015,19930802,2373751,292
181015,19930802,3820848,2673
271856,19930409,3147584,17010
292906,19930216,2986927,13847
292906,19930216,2875791,19035
292906,19930216,2167348,5511
31894,19930218,2603007,5696
275884,19930123,2026265,17661
10480,19930928,2434046,16749
187792,19930413,2223273,17017
187792,19930413,2454781,4596
187792,19930413,1589155,9733
187792,19930413,1982008,1704
157019,19930804,1894858,6700
289135,19931115,2334885,6219
289135,19931115,2721631,16621
289135,19931115,1853184,14116
261529,19931006,3001035,3061
2074,19931108,2320625,19895
158113,19930729,4122745,17913
158500,19930410,2818432,6694
118504,19930827,1724269,5491
118504,19930827,2632429,19393
231497,19930911,2158119,6079
3368,19930706,2742105,6149
3368,19930706,2425087,5471
67907,19930401,2198376,14434
67907,19930401,3446096,7313
172636,19930719,3049016,5130
172636,19930719,3365394,6121
242599,19930918,2207104,10180
196631,19931228,3626532,14983
46825,19930806,2775877,104
206956,19930704,1519107,6423
46921,19930618,3539646,6623
46921,19930618,2027509,12350
46921,19930618,3769306,18000
217609,19930505,2133690,4372
39424,19930127,3410054,15849
116197,19931223,3800184,12516
116197,19931223,3654410,10942
116197,19931223,1623660,16239
162236,19930530,2328138,19345
107990,19930825,1994470,8340
236692,19931228,1344548,4580
90133,19930225,3392859,16269
90133,19930225,2155999,753
129578,19930227,3560774,9285
129578,19930227,2237762,14627
208900,19931216,1655504,2174
261604,19930305,2537453,3099
43093,19930106,3467753,10899
154993,19930131,3143329,14333
37042,19930814,2376318,2502
35627,19931105,2513099,14352
281038,19930921,3485758,19916
74180,19931208,1333117,18731
217850,19930124,2057035,14874
161143,19930831,1487850,16901
222532,19930411,3096249,3075
16973,19931022,2778688,17732
114166,19930609,2199583,4420
259831,19931125,2155050,14746
259831,19931125,2064722,4480
24377,19931019,1291941,943
56803,19930506,1269816,15469
56803,19930506,2761495,93
65525,19930121,1868622,17673
65525,19930121,2017648,2847
71395,19931125,1863938,5624
71395,19931125,1614420,10198
71395,19931125,2541591,12674
8177,19930311,2504565,12229
8177,19930311,2603552,17266
294257,19930402,2851264,17862
104566,19930423,2380593,11215
104566,19930423,3412767,16501
72010,19931218,2000584,4277
40634,19930312,2403880,6807
287917,19930911,2116604,1828
287917,19930911,2849213,1043
283421,19930613,3373744,14137
283421,19930613,3626301,12081
203537,19930918,3460426,2161
72256,19930711,2950163,6675
298808,19930324,1924365,4255
64987,19930221,2242576,14871
71677,19930223,1402228,15652
269645,19930318,2357992,10666
269645,19930318,2743625,5764
269645,19930318,3325744,4242
158543,19930817,3170194,19200
158543,19930817,2763750,8062
166906,19930711,3699549,13656
171451,19931202,3145325,6549
183143,19930216,2778318,10906
183143,19930216,3604476,6661
179239,19930418,3199221,19064
154360,19930528,1307659,4430
154360,19930528,2310489,3953
208180,19930627,1709212,5213
208180,19930627,2514996,8526
208180,19930627,2358635,15548
46970,19930228,2593803,2548
46970,19930228,1694877,11427
295738,19930118,2374592,7283
64567,19930420,1690942,17084
76355,19931021,2323512,15741
63568,19930417,2022017,793
63568,19930417,2613700,16236
63568,19930417,2017521,6190
227936,19930504,2099690,12841
207922,19930323,1998844,14351
87655,19930629,3459368,12
87655,19930629,2692711,8588
176602,19931102,1401645,2959
207308,19931124,1808028,13085
244352,19930123,1884022,8424
17401,19930206,2427455,13746
82040,19930920,1368640,3495
82040,19930920,3662873,199
82040,19930920,1504284,16885
81683,19930821,2378475,19758
111359,19930811,2189416,2513
86261,19930106,3909037,9816
86261,19930106,2584151,18230
194149,19931202,1376081,10768
194149,19931202,2638504,11407
32806,19930810,2925112,9761
203776,19931208,1571544,7297
203776,19931208,3192611,7474
35854,19930916,2337163,897
114889,19930911,3545213,1464
59608,19930406,2914686,11370
59608,19930406,3008016,18362
35875,19930103,2815265,18182
104447,19931026,1217214,12267
104447,19931026,2234569,19286
199624,19930805,1447036,8242
191540,19930722,2150611,6019
191540,19930722,2147077,17359
196360,19930117,2600775,4966
196360,19930117,3488344,15823
162788,19930920,3715637,6974
196232,19931219,3401418,12301
196232,19931219,2767665,18581
196232,19931219,2060362,8256
196232,19931219,2284920,2546
266564,19930915,3056729,4070
101735,19931024,1331744,8272
101735,19931024,2237176,15477
255640,19930208,1527764,18872
234169,19930709,3341625,14083
234169,19930709,2340993,16703
245620,19931212,2431469,12831
125287,19931011,2404926,10608
227074,19930220,1419607,2413
269108,19931231,1690156,11313
20645,19930207,2582672,10350
30581,19930514,2549600,13283
68374,19930702,1815485,7357
68374,19930702,3631461,15343
249947,19930210,1591433,2250
249947,19930210,2129882,18946
249947,19930210,2110992,14246
249947,19930210,1823658,9093
192853,19930523,2257814,3002
283366,19930411,1611041,7450
166771,19930123,1925990,5117
166771,19930123,2172968,8376
132398,19931122,2509709,768
132398,19931122,2711824,12459
155912,19930523,2227390,19551
248170,19930914,1974092,16222
248170,19930914,3029292,19277
87472,19930712,3017032,9372
126634,19931224,3665402,1805
126634,19931224,2371469,2470
71927,19930201,2175134,3860
71927,19930201,2268907,9694
170858,19930204,1711062,8938
101411,19930406,1604374,8108
101411,19930406,3102343,17060
115984,19930516,2792840,6072
115984,19930516,1101654,11659
115984,19930516,1512735,16093
175999,19930101,1949984,8442
175999,19930101,1332804,2479
283771,19931122,2209753,246
250825,19930620,3609677,7013
157714,19930806,2424244,6905
213361,19930112,1879394,8511
17662,19930720,2008795,5041
144775,19931215,2433672,10107
97528,19930914,2275677,4934
168935,19930302,2076756,16401
75859,19930910,2955466,8712
106901,19930525,2577139,19789
229906,19930207,2119135,15498
229906,19930207,2437295,12888
265448,19930801,1979679,14278
265448,19930801,2996349,7251
75208,19930329,1757733,5215
109664,19931031,2545813,1722
92740,19931231,2665371,18949
153428,19931225,1343382,2158
176335,19930318,2872712,13457
176335,19930318,2219053,2562
158498,19930729,2647528,2609
158498,19930729,1795957,8378
270184,19930130,1667406,11148
270184,19930130,2973291,17909
270184,19930130,2718503,4703
172645,19930926,3410370,8716
172645,19930926,1655530,5036
11629,19931024,2540594,15065
11335,19930306,1516200,9374
11335,19930306,1592992,6083
266269,19930611,2221751,14020
185635,19930627,2244456,9466
59939,19930604,2115499,15640
59939,19930604,1565582,14493
84874,19930102,3392207,4960
57659,19931018,1772271,19979
57659,19931018,3654938,13441
80707,19930113,3757900,2822
80707,19930113,1368120,10551
42745,19930821,2555848,3501
159541,19930630,2770704,3032
115025,19930720,1566773,19189
254027,19931228,2436540,10755
254027,19931228,2498916,19887
264430,19930806,2141634,15885
234445,19931128,2733469,13250
63376,19930625,2603549,2662
63376,19930625,1895289,13346
42526,19931020,2902866,10225
142450,19931212,1633006,15161
149776,19931114,2028361,18091
90586,19931023,2821335,6728
90586,19931023,2675799,7337
245947,19930624,3757380,13272
245947,19930624,3083412,6449
245947,19930624,2255715,14564
99043,19930303,1846891,279
97012,19930510,2227014,19254
55036,19930919,2327961,14637
203605,19930416,3625732,942
96617,19930703,2214862,16162
96617,19930703,1937627,1287
96617,19930703,1503028,1774
10543,19930212,2204293,16195
190705,19930910,1707615,6056
190705,19930910,1321236,10581
89017,19931216,1161239,13978
210862,19930102,2999768,6884
39871,19930131,2529494,9496
239128,19930729,1770874,16707
239128,19930729,3803382,3066
202864,19930413,2277580,9009
187063,19931111,1859215,10303
187063,19931111,1788838,15984
84199,19930831,3701078,18611
9410,19930309,2230372,4339
52592,19931125,2223387,5816
52592,19931125,1508064,8872
52592,19931125,2488032,4322
283081,19930909,3628760,4728
283081,19930909,2809324,427
269728,19930824,2877719,10926
194465,19930613,3124560,7382
230596,19930819,1529470,6528
230596,19930819,3507405,10679
230596,19930819,2192868,15197
155137,19930217,2933622,1156
138634,19930106,2484718,15582
211822,19930427,1287720,10444
211822,19930427,1831240,11168
208358,19930204,1902524,10577
264968,19930405,1991857,14164
264968,19930405,2330319,1680
264968,19930405,3309401,7131
94381,19930820,3305863,2874
94381,19930820,1610595,18959
228055,19931014,2893789,11885
237934,19930702,1378583,8540
277147,19930302,2572868,2589
277147,19930302,2939917,12649
155005,19930328,2113146,839
142907,19930322,2060795,19562
142907,19930322,3063712,4342
142907,19930322,1895227,10912
126140,19930427,2171347,19442
10621,19930417,2275917,17897
140258,19930521,1768859,5242
230420,19930308,1727657,1912
55885,19931210,2882125,14728
55885,19931210,2131174,3772
155182,19931202,2295112,5720
233254,19931109,1215421,6945
110389,19931021,3779036,6370
110389,19931021,2306901,3524
77074,19930211,1879815,11590
77074,19930211,1852718,15487
105277,19930405,1605075,8967
105277,19930405,1897646,11151
186685,19931007,2814117,9321
156067,19930512,2648700,9859
145148,19930303,3142706,17130
278842,19930428,1907606,19910
278842,19930428,2848264,18499
141844,19930409,3268356,4713
153388,19930719,2661001,164
268502,19930705,2400224,965
268502,19930705,4051887,17849
2176,19931115,1585828,16118
224749,19930704,3018814,19460
261464,19930210,1929260,2040
152320,19930216,1897678,5170
138037,19930513,1732050,7328
138037,19930513,2644002,19040
8800,19930614,2556978,4691
228274,19931202,1755210,15820
272338,19931216,3928764,16651
87115,19930927,2260908,927
87115,19930927,3202792,14792
211739,19930317,2367072,1473
211739,19930317,2211076,11120
207424,19930923,3575572,14325
207424,19930923,1661625,17501
207424,19930923,1935825,2896
174805,19930407,3038276,6703
57454,19931211,3408460,6418
198937,19930120,2088755,5632
181558,19931220,3348013,14639
136624,19930610,2319636,16567
81559,19930816,2075317,10802
187774,19930119,2214536,2059
185308,19931102,2522281,17488
185308,19931102,2365660,5124
212839,19930117,2038344,13297
212839,19930117,1587398,15787
121883,19930430,1791036,17139
138467,19930120,3929721,4734
296393,19931008,3535691,16411
296393,19931008,1571341,1898
114682,19931024,3486336,3457
114682,19931024,2357489,10197
211501,19930429,2266644,19325
211501,19930429,2286680,12749
275230,19930228,2118780,10363
8714,19931117,3503125,14994
99980,19930401,2508549,8251
49538,19930929,3322699,8224
198460,19930720,2452222,6275
74264,19931008,2340698,9766
74264,19931008,2133854,12322
27752,19930121,2571559,16530
100456,19930924,1837717,541
54685,19930418,1388482,17974
178453,19930708,1993005,2294
191974,19931023,1606498,4314
191974,19931023,2516864,717
76396,19930119,4238126,17168
51640,19930407,2247300,5191
51640,19930407,2487839,12474
129337,19931023,3275568,8642
129337,19931023,3316108,5009
129337,19931023,2607762,2941
148709,19930608,3550323,3768
148709,19930608,1759578,12073
92783,19930728,3397236,6400
92783,19930728,1746160,11648
83039,19931119,2541015,8404
180617,19930914,1627361,14568
180617,19930914,3336175,1234
171059,19930611,1696968,3141
200383,19930406,2771645,12629
1675,19930122,1586229,4614
55264,19931121,3295061,6544
55264,19931121,1943598,11407
91276,19930517,2756465,11813
159526,19931012,2442716,36
159526,19931012,3850519,18034
243919,19930324,1938751,8425
118393,19930327,1368276,18918
214343,19931013,2940198,10615
214343,19931013,1987852,19858
268304,19930706,2972560,15384
17162,19930506,2656573,12854
17162,19930506,2859221,2054
17162,19930506,3085731,877
128468,19930620,1432920,1444
103336,19930222,3451990,15761
103336,19930222,3577213,19437
103336,19930222,1532151,15094
185356,19930714,1501375,45
13690,19930201,3394176,10593
79969,19930303,1290842,17445
11062,19930119,1392168,19722
222181,19931117,2120309,3424
117343,19930424,1769105,9298
19321,19931217,1251153,10395
19321,19931217,3294068,13552
108305,19930221,1486705,11828
108305,19930221,2175406,7458
103159,19930903,2578356,4895
103159,19930903,3460248,15034
169580,19930910,2917682,1010
169580,19930910,1726594,13634
169580,19930910,2128089,11862
169580,19930910,1255533,15840
214339,19930303,2999502,5049
214339,19930303,2811793,2318
134665,19930824,2967084,12009
138091,19930205,2620134,16279
141595,19930205,2437164,10846
141595,19930205,3562120,19110
141595,19930205,1477750,9909
141595,19930205,2253762,13939
146932,19931214,2150567,6428
146932,19931214,2719170,12168
162446,19930106,2006372,11793
175436,19931003,1579682,5646
175436,19931003,3712874,9041
175436,19931003,3427941,1825
86776,19930521,2051255,15054
157585,19931002,2351553,16547
157585,19931002,3214094,10733
285056,19930321,2954772,14448
285056,19930321,2206111,11061
167008,19930723,2470163,2101
167008,19930723,3477394,9258
133753,19931206,2396479,12480
135911,19930203,1352043,10560
131291,19931102,2725628,13086
131291,19931102,2750940,13664
96286,19931013,1993740,10957
176143,19930215,3459358,15926
176143,19930215,2120629,9124
49222,19930201,2001339,6112
49222,19930201,2238651,4282
150544,19930830,1811408,1502
81911,19930911,1586100,10792
78448,19930203,1793696,11382
78448,19930203,1279433,4537
242659,19930110,1377216,19387
80179,19930808,2080589,16922
80179,19930808,1584739,6375
161342,19930710,2960226,9332
161342,19930710,2632127,9866
264019,19930512,2782814,3240
91717,19931108,2152429,5397
91717,19931108,2404941,15491
200744,19930522,2703136,11704
200744,19930522,3315744,13894
23810,19930118,2393871,3784
60787,19930105,2190661,18384
100465,19930619,3434286,4138
100465,19930619,2146154,1533
17114,19931203,2074015,15734
17114,19931203,2668364,16126
124582,19930203,2837650,10236
214033,19931006,3737205,13856
240325,19931122,2415974,9832
240325,19931122,2996102,11189
162830,19930517,2767335,4835
51136,19930902,2597198,14532
228247,19931107,1796488,12717
26479,19930202,2303522,18300
170390,19930323,2595152,11483
32026,19930428,2855239,14744
32026,19930428,1496125,9649
52285,19930307,2567079,8002
125338,19930205,3376936,1027
110530,19931217,2490136,13586
289975,19930611,2923116,17119
95636,19930625,2062076,3124
165376,19930711,2609813,13485
99895,19930810,2580344,8373
175957,19930803,1462230,11146
19598,19930309,2278868,9493
19598,19930309,2370480,3438
29086,19931108,2891684,13064
29086,19931108,2457789,17385
198376,19930104,2563000,11165
198376,19930104,3553743,1164
198376,19930104,3654887,10456
268057,19930506,1954334,11818
143788,19930802,2647692,16332
215371,19930915,2041853,9890
238802,19930924,2755767,18809
299074,19930418,2081254,13109
70663,19931016,2075440,13634
242545,19931206,3138959,2543
242545,19931206,1643281,786
94948,19930615,1985880,7442
58192,19930422,2180490,5641
6127,19931107,2051136,18318
33310,19931214,2166315,13931
82184,19930813,1670779,2993
68776,19931124,1090800,666
68776,19931124,1270283,16798
68776,19931124,1654448,17981
229867,19930628,2516229,1
57217,19931225,1964236,19265
210643,19930318,2216959,19680
57766,19931022,3275164,19022
73984,19930603,1993973,10503
173138,19930719,1732334,3486
43942,19930621,2407993,10184
210712,19930211,2719961,5508
184667,19931010,2089805,17549
184667,19931010,2326062,6714
184667,19931010,3413961,14230
224027,19930917,2254472,9443
224027,19930917,2175481,17557
240238,19931101,2723448,6130
240238,19931101,1838052,3797
162376,19930509,2279322,15701
168577,19931005,3466811,3676
100627,19930202,1711881,16442
118349,19931126,1406853,2268
80905,19931209,2135820,15630
129829,19931227,1350463,6509
129829,19931227,1837908,6118
82888,19930620,2799405,1751
137824,19930822,1924884,10469
137824,19930822,3069208,2713
80464,19930711,1813806,14458
51050,19930116,3395125,16461
69878,19930328,1994359,5477
115672,19930105,1984247,17341
115672,19930105,1981261,6315
115672,19930105,2676540,9706
188678,19930119,2366515,16569
188678,19930119,2589560,1680
188678,19930119,2308788,66
188678,19930119,2558859,1559
68044,19930702,1414290,4417
212980,19931130,3524828,17336
286687,19930526,2443276,19686
40688,19931030,2638031,11067
175024,19930324,2590805,9814
175024,19930324,2133076,2481
175024,19930324,1248683,10775
222178,19930428,4099349,4688
222178,19930428,2695911,3433
222178,19930428,3335320,10728
253703,19931111,1431054,9651
299530,19931002,2197609,963
193231,19931128,2167791,893
111601,19930330,1621894,378
111601,19930330,2580504,15032
44725,19930829,3841433,11920
44725,19930829,4054744,303
44725,19930829,1815004,8184
268577,19930704,2351746,5552
148801,19930316,3527884,10104
120055,19930718,1947567,4324
258356,19930929,2995254,2353
258356,19930929,1961967,11571
165010,19930802,2421958,785
133361,19931119,2229040,15072
71554,19930208,1931523,1759
71554,19930208,2069670,18241
104486,19930117,3105802,11601
104486,19930117,2525417,3026
194000,19931008,2163450,19723
56422,19930609,2215216,8935
56422,19930609,2312643,1936
183844,19930709,1477854,17509
183844,19930709,2186480,16708
49946,19930313,2382120,1529
205255,19930605,2580489,10722
74954,19930605,2841318,3950
65377,19930430,1583849,10421
93466,19930228,3490718,3929
61135,19930819,2707824,14032
130279,19930701,1561824,2233
130279,19930701,1777251,9923
195085,19931210,3217635,9703
195085,19931210,2040448,4463
148750,19930911,2205811,12419
180727,19930205,2634154,12143
180727,19930205,1883392,12161
120509,19930516,2518247,17817
120509,19930516,2272329,18206
120509,19930516,3419606,5782
57694,19931203,3332125,17719
57694,19931203,2711292,2086
268589,19931011,2413344,4594
268589,19931011,2749115,8708
244018,19931022,2198563,18420
