"d_yearmonthnum","lo_custkey","lo_revenue","lo_suppkey"
199302,6587,1930306,13326
199302,6587,2441484,9478
199312,197548,1600487,15502
199304,19409,2512187,6803
199304,19409,3413790,7731
199302,251389,1991317,10850
199307,232574,2100957,12276
199307,232574,3177573,17584
199307,232574,1719732,1885
199307,232574,2887748,5643
199307,232574,1890820,8267
199304,38240,2557433,19732
199301,49444,2087902,13300
199302,283423,2911082,3493
199310,66580,2341827,1013
199307,108371,1718669,18667
199307,108371,1839443,15673
199307,108371,1974767,1531
199303,196813,2145906,19333
199303,77567,2341397,12238
199303,77567,2229644,19743
199303,126431,1650687,6631
199312,75085,3484081,5570
199311,35728,2111960,1297
199311,35728,1913948,13106
199303,254210,3430212,7030
199303,254210,1582380,18120
199309,241036,2519567,13370
199303,191261,3395548,10730
199311,246196,2115308,19380
199311,246196,3412922,12275
199310,110839,1425087,3500
199307,289328,3564797,10049
199307,289328,3257872,6786
199307,289328,2145395,3700
199310,61543,2248045,19915
199310,61543,2820802,5247
199307,115205,3577081,7623
199303,194285,2707767,7495
199306,4375,1558080,16619
199305,99982,3059049,13572
199304,200054,3354871,5715
199304,200054,3761030,441
199304,9955,3572731,17595
199307,45037,1975075,4534
199304,16709,2471728,3049
199304,16709,1560058,17492
199309,237145,2328766,14294
199306,217271,3339200,757
199306,274618,2059506,11703
199310,280271,2094950,484
199310,280271,2424177,19469
199303,255475,2482461,12245
199303,255475,2327521,7932
199305,290038,2888774,16298
199310,209680,3183729,10474
199301,156325,2488621,3311
199311,101776,1690063,14529
199304,178684,3250985,3599
199307,13147,2835658,1020
199307,264386,2308287,5944
199303,53012,2892936,256
199304,192709,1648319,3692
199304,192709,2970326,17444
199304,192709,3260218,1261
199304,192709,2346941,2354
199310,287566,1576300,6281
199311,156478,3954768,8279
199303,12130,3056416,3220
199303,12130,3396864,3246
199304,288313,2391152,10264
199307,267400,2324167,9745
199312,169915,3125231,5080
199303,139912,3321531,8901
199312,291433,1857856,11598
199312,291433,2149738,19984
199312,291433,3939985,2880
199310,289438,1694369,14701
199310,289438,2465013,11422
199307,223591,2012697,13934
199302,222737,2274689,15481
199308,199654,1320582,11951
199308,199654,1975369,1243
199308,199654,1725838,14163
199307,48142,3254671,15493
199307,48142,2699708,18390
199302,293188,3324626,10008
199302,293188,2896753,16492
199301,1774,3149469,17297
199308,151510,2240329,12048
199307,222397,2501283,7595
199307,222397,2366891,4070
199307,40871,2175886,9481
199307,288050,2124651,694
199307,288050,2968224,1438
199303,182716,2105395,8060
199309,109213,3387959,12241
199309,109213,2258605,14911
199309,109213,2612110,3635
199309,109213,1701997,8224
199305,113207,2339920,9583
199305,113207,3274009,9001
199306,74218,3055260,15956
199301,223255,3374242,16558
199301,223255,2280280,9910
199303,116012,3753333,16503
199307,217819,2075414,15087
199301,9230,1684152,3213
199301,9230,3297765,1008
199311,128285,3684612,13481
199303,225496,2145018,15230
199303,203908,1916289,17401
199303,203908,2053116,12865
199303,203908,2042686,13122
199303,203908,1510978,1331
199312,208004,3210770,12299
199307,203906,1866860,1818
199307,203906,2822748,12696
199307,203906,2564062,8329
199307,203906,1962058,2433
199309,158543,4216898,6783
199309,158543,2123380,5682
199309,158543,2898117,1585
199309,158543,2759172,4404
199309,158543,2435258,4234
199303,24464,3791735,10503
199303,24464,1666812,12473
199310,197906,2570592,8396
199310,197906,1440419,8742
199304,13231,2291419,3663
199304,194854,2850533,4248
199304,194854,1803474,680
199302,61625,3838380,4779
199308,229546,1739766,7891
199304,190868,3076141,16964
199311,255400,2180142,11394
199311,255400,1971936,11404
199311,82102,1510150,17138
199305,5470,3167307,6887
199311,218702,1292338,2953
199311,218702,1683779,287
199311,218702,3200987,7257
199303,214072,2236316,4939
199309,159575,2544824,15311
199310,8980,2580404,15728
199307,285217,2477993,9725
199307,213856,1739468,10981
199307,213856,3179139,12683
199307,213856,3473416,1830
199310,17939,2301314,10854
199307,223210,2165037,7653
199307,223210,2741116,14442
199307,223210,2822965,15702
199307,223210,2015458,18313
199307,206542,3741437,4930
199302,50449,2955952,13066
199308,139549,2989296,11366
199304,290147,1595360,8160
199310,219758,2388499,17250
199310,219758,2143909,7752
199301,296860,1680196,14581
199312,270433,2164854,11247
199312,7999,2560289,4188
199309,174785,2235483,5566
199303,74885,4040679,18090
199311,232348,2733363,14680
199304,196564,1682074,4154
199309,139421,2450141,3961
199309,139421,2917860,18861
199309,139421,4152614,1353
199309,126466,3216210,6475
199309,126466,3219507,17269
199305,7195,3026518,8814
199305,7195,1655766,10513
199305,7195,2857766,11913
199305,7195,2251566,9348
199302,46801,2403840,10236
199307,209224,2575259,17716
199307,213590,2049426,4976
199310,66766,2379079,12699
199306,197686,1155861,19884
199303,5210,2453714,17044
199303,5210,2039479,3176
199305,140092,2214755,16649
199305,140092,2014097,16293
199305,140092,1825624,3104
199312,155983,2392324,16020
199305,159517,3340895,15655
199309,180424,3505757,10091
199309,180424,3629206,4929
199309,53450,1629274,8356
199311,176072,3093124,19917
199311,176072,2358166,9015
199306,208568,3639456,14308
199303,11035,3224427,2677
199311,164614,1712642,4950
199311,164614,1402735,14029
199311,164614,3268473,2048
199311,164614,2318778,6954
199307,139373,2211679,1022
199301,256432,3859275,8505
199303,177886,1878328,2339
199303,177886,3101069,11342
199301,123506,2242348,9834
199312,59504,2854048,4824
199309,192898,2228601,10431
199307,84473,2497847,1968
199309,219799,3267602,1394
199309,219799,2490190,416
199309,219799,2890134,11496
199304,78229,1864619,11925
199303,217063,2508329,6126
199304,62512,2611360,18137
199306,110114,1230748,4948
199306,110114,1447470,12615
199305,261917,1283653,12040
199305,261917,2099102,3027
199306,242162,3421539,3830
199312,200035,1851746,15686
199302,124001,1708007,9881
199302,124001,1727704,2243
199302,124001,1484500,504
199303,169435,3316496,15521
199303,38942,1448385,12506
199301,173237,2597616,9132
199301,173237,2311848,15040
199306,223235,3811075,13823
199305,36758,2755368,15951
199305,36758,2270736,4392
199312,254050,3559722,3929
199309,17684,2685314,15664
199310,192424,2116283,10078
199303,278402,2588999,3976
199310,99527,3454704,1990
199310,99527,2300518,12862
199310,99527,2576808,3761
199303,207547,2393664,11341
199303,207547,2342894,2484
199303,92926,2644747,18544
199303,92926,1881000,15455
199309,263204,1524522,8401
199309,263204,2532347,6073
199309,263204,2842864,11433
199303,111184,1119365,3892
199307,244924,2482257,5592
199309,109807,2046592,1454
199312,194008,3152942,10979
199303,114380,1819965,2331
199303,114380,2411960,13399
199309,128641,2223942,18599
199303,126106,3657832,15069
199303,126106,2832845,15372
199310,118903,2006211,13809
199306,129046,3088868,12848
199304,10247,2619113,1023
199310,66482,2293008,5896
199310,66482,2403475,16766
199310,66482,1857192,1888
199306,30778,1490812,9886
199306,30778,3396950,4329
199308,129068,2880054,1908
199304,189305,2605963,13342
199310,99371,2425977,8986
199308,181015,2373751,292
199308,181015,3820848,2673
199304,271856,3147584,17010
199302,292906,2986927,13847
199302,292906,2875791,19035
199302,292906,2167348,5511
199302,31894,2603007,5696
199301,275884,2026265,17661
199309,10480,2434046,16749
199304,187792,2223273,17017
199304,187792,2454781,4596
199304,187792,1589155,9733
199304,187792,1982008,1704
199308,157019,1894858,6700
199311,289135,2334885,6219
199311,289135,2721631,16621
199311,289135,1853184,14116
199310,261529,3001035,3061
199311,2074,2320625,19895
199307,158113,4122745,17913
199304,158500,2818432,6694
199308,118504,1724269,5491
199308,118504,2632429,19393
199309,231497,2158119,6079
199307,3368,2742105,6149
199307,3368,2425087,5471
199304,67907,2198376,14434
199304,67907,3446096,7313
199307,172636,3049016,5130
199307,172636,3365394,6121
199309,242599,2207104,10180
199312,196631,3626532,14983
199308,46825,2775877,104
199307,206956,1519107,6423
199306,46921,3539646,6623
199306,46921,2027509,12350
199306,46921,3769306,18000
199305,217609,2133690,4372
199301,39424,3410054,15849
199312,116197,3800184,12516
199312,116197,3654410,10942
199312,116197,1623660,16239
199305,162236,2328138,19345
199308,107990,1994470,8340
199312,236692,1344548,4580
199302,90133,3392859,16269
199302,90133,2155999,753
199302,129578,3560774,9285
199302,129578,2237762,14627
199312,208900,1655504,2174
199303,261604,2537453,3099
199301,43093,3467753,10899
199301,154993,3143329,14333
199308,37042,2376318,2502
199311,35627,2513099,14352
199309,281038,3485758,19916
199312,74180,1333117,18731
199301,217850,2057035,14874
199308,161143,1487850,16901
199304,222532,3096249,3075
199310,16973,2778688,17732
199306,114166,2199583,4420
199311,259831,2155050,14746
199311,259831,2064722,4480
199310,24377,1291941,943
199305,56803,1269816,15469
199305,56803,2761495,93
199301,65525,1868622,17673
199301,65525,2017648,2847
199311,71395,1863938,5624
199311,71395,1614420,10198
199311,71395,2541591,12674
199303,8177,2504565,12229
199303,8177,2603552,17266
199304,294257,2851264,17862
199304,104566,2380593,11215
199304,104566,3412767,16501
199312,72010,2000584,4277
199303,40634,2403880,6807
199309,287917,2116604,1828
199309,287917,2849213,1043
199306,283421,3373744,14137
199306,283421,3626301,12081
199309,203537,3460426,2161
199307,72256,2950163,6675
199303,298808,1924365,4255
199302,64987,2242576,14871
199302,71677,1402228,15652
199303,269645,2357992,10666
199303,269645,2743625,5764
199303,269645,3325744,4242
199308,158543,3170194,19200
199308,158543,2763750,8062
199307,166906,3699549,13656
199312,171451,3145325,6549
199302,183143,2778318,10906
199302,183143,3604476,6661
199304,179239,3199221,19064
199305,154360,1307659,4430
199305,154360,2310489,3953
199306,208180,1709212,5213
199306,208180,2514996,8526
199306,208180,2358635,15548
199302,46970,2593803,2548
199302,46970,1694877,11427
199301,295738,2374592,7283
199304,64567,1690942,17084
199310,76355,2323512,15741
199304,63568,2022017,793
199304,63568,2613700,16236
199304,63568,2017521,6190
199305,227936,2099690,12841
199303,207922,1998844,14351
199306,87655,3459368,12
199306,87655,2692711,8588
199311,176602,1401645,2959
199311,207308,1808028,13085
199301,244352,1884022,8424
199302,17401,2427455,13746
199309,82040,1368640,3495
199309,82040,3662873,199
199309,82040,1504284,16885
199308,81683,2378475,19758
199308,111359,2189416,2513
199301,86261,3909037,9816
199301,86261,2584151,18230
199312,194149,1376081,10768
199312,194149,2638504,11407
199308,32806,2925112,9761
199312,203776,1571544,7297
199312,203776,3192611,7474
199309,35854,2337163,897
199309,114889,3545213,1464
199304,59608,2914686,11370
199304,59608,3008016,18362
199301,35875,2815265,18182
199310,104447,1217214,12267
199310,104447,2234569,19286
199308,199624,1447036,8242
199307,191540,2150611,6019
199307,191540,2147077,17359
199301,196360,2600775,4966
199301,196360,3488344,15823
199309,162788,3715637,6974
199312,196232,3401418,12301
199312,196232,2767665,18581
199312,196232,2060362,8256
199312,196232,2284920,2546
199309,266564,3056729,4070
199310,101735,1331744,8272
199310,101735,2237176,15477
199302,255640,1527764,18872
199307,234169,3341625,14083
199307,234169,2340993,16703
199312,245620,2431469,12831
199310,125287,2404926,10608
199302,227074,1419607,2413
199312,269108,1690156,11313
199302,20645,2582672,10350
199305,30581,2549600,13283
199307,68374,1815485,7357
199307,68374,3631461,15343
199302,249947,1591433,2250
199302,249947,2129882,18946
199302,249947,2110992,14246
199302,249947,1823658,9093
199305,192853,2257814,3002
199304,283366,1611041,7450
199301,166771,1925990,5117
199301,166771,2172968,8376
199311,132398,2509709,768
199311,132398,2711824,12459
199305,155912,2227390,19551
199309,248170,1974092,16222
199309,248170,3029292,19277
199307,87472,3017032,9372
199312,126634,3665402,1805
199312,126634,2371469,2470
199302,71927,2175134,3860
199302,71927,2268907,9694
199302,170858,1711062,8938
199304,101411,1604374,8108
199304,101411,3102343,17060
199305,115984,2792840,6072
199305,115984,1101654,11659
199305,115984,1512735,16093
199301,175999,1949984,8442
199301,175999,1332804,2479
199311,283771,2209753,246
199306,250825,3609677,7013
199308,157714,2424244,6905
199301,213361,1879394,8511
199307,17662,2008795,5041
199312,144775,2433672,10107
199309,97528,2275677,4934
199303,168935,2076756,16401
199309,75859,2955466,8712
199305,106901,2577139,19789
199302,229906,2119135,15498
199302,229906,2437295,12888
199308,265448,1979679,14278
199308,265448,2996349,7251
199303,75208,1757733,5215
199310,109664,2545813,1722
199312,92740,2665371,18949
199312,153428,1343382,2158
199303,176335,2872712,13457
199303,176335,2219053,2562
199307,158498,2647528,2609
199307,158498,1795957,8378
199301,270184,1667406,11148
199301,270184,2973291,17909
199301,270184,2718503,4703
199309,172645,3410370,8716
199309,172645,1655530,5036
199310,11629,2540594,15065
199303,11335,1516200,9374
199303,11335,1592992,6083
199306,266269,2221751,14020
199306,185635,2244456,9466
199306,59939,2115499,15640
199306,59939,1565582,14493
199301,84874,3392207,4960
199310,57659,1772271,19979
199310,57659,3654938,13441
199301,80707,3757900,2822
199301,80707,1368120,10551
199308,42745,2555848,3501
199306,159541,2770704,3032
199307,115025,1566773,19189
199312,254027,2436540,10755
199312,254027,2498916,19887
199308,264430,2141634,15885
199311,234445,2733469,13250
199306,63376,2603549,2662
199306,63376,1895289,13346
199310,42526,2902866,10225
199312,142450,1633006,15161
199311,149776,2028361,18091
199310,90586,2821335,6728
199310,90586,2675799,7337
199306,245947,3757380,13272
199306,245947,3083412,6449
199306,245947,2255715,14564
199303,99043,1846891,279
199305,97012,2227014,19254
199309,55036,2327961,14637
199304,203605,3625732,942
199307,96617,2214862,16162
199307,96617,1937627,1287
199307,96617,1503028,1774
199302,10543,2204293,16195
199309,190705,1707615,6056
199309,190705,1321236,10581
199312,89017,1161239,13978
199301,210862,2999768,6884
199301,39871,2529494,9496
199307,239128,1770874,16707
199307,239128,3803382,3066
199304,202864,2277580,9009
199311,187063,1859215,10303
199311,187063,1788838,15984
199308,84199,3701078,18611
199303,9410,2230372,4339
199311,52592,2223387,5816
199311,52592,1508064,8872
199311,52592,2488032,4322
199309,283081,3628760,4728
199309,283081,2809324,427
199308,269728,2877719,10926
199306,194465,3124560,7382
199308,230596,1529470,6528
199308,230596,3507405,10679
199308,230596,2192868,15197
199302,155137,2933622,1156
199301,138634,2484718,15582
199304,211822,1287720,10444
199304,211822,1831240,11168
199302,208358,1902524,10577
199304,264968,1991857,14164
199304,264968,2330319,1680
199304,264968,3309401,7131
199308,94381,3305863,2874
199308,94381,1610595,18959
199310,228055,2893789,11885
199307,237934,1378583,8540
199303,277147,2572868,2589
199303,277147,2939917,12649
199303,155005,2113146,839
199303,142907,2060795,19562
199303,142907,3063712,4342
199303,142907,1895227,10912
199304,126140,2171347,19442
199304,10621,2275917,17897
199305,140258,1768859,5242
199303,230420,1727657,1912
199312,55885,2882125,14728
199312,55885,2131174,3772
199312,155182,2295112,5720
199311,233254,1215421,6945
199310,110389,3779036,6370
199310,110389,2306901,3524
199302,77074,1879815,11590
199302,77074,1852718,15487
199304,105277,1605075,8967
199304,105277,1897646,11151
199310,186685,2814117,9321
199305,156067,2648700,9859
199303,145148,3142706,17130
199304,278842,1907606,19910
199304,278842,2848264,18499
199304,141844,3268356,4713
199307,153388,2661001,164
199307,268502,2400224,965
199307,268502,4051887,17849
199311,2176,1585828,16118
199307,224749,3018814,19460
199302,261464,1929260,2040
199302,152320,1897678,5170
199305,138037,1732050,7328
199305,138037,2644002,19040
199306,8800,2556978,4691
199312,228274,1755210,15820
199312,272338,3928764,16651
199309,87115,2260908,927
199309,87115,3202792,14792
199303,211739,2367072,1473
199303,211739,2211076,11120
199309,207424,3575572,14325
199309,207424,1661625,17501
199309,207424,1935825,2896
199304,174805,3038276,6703
199312,57454,3408460,6418
199301,198937,2088755,5632
199312,181558,3348013,14639
199306,136624,2319636,16567
199308,81559,2075317,10802
199301,187774,2214536,2059
199311,185308,2522281,17488
199311,185308,2365660,5124
199301,212839,2038344,13297
199301,212839,1587398,15787
199304,121883,1791036,17139
199301,138467,3929721,4734
199310,296393,3535691,16411
199310,296393,1571341,1898
199310,114682,3486336,3457
199310,114682,2357489,10197
199304,211501,2266644,19325
199304,211501,2286680,12749
199302,275230,2118780,10363
199311,8714,3503125,14994
199304,99980,2508549,8251
199309,49538,3322699,8224
199307,198460,2452222,6275
199310,74264,2340698,9766
199310,74264,2133854,12322
199301,27752,2571559,16530
199309,100456,1837717,541
199304,54685,1388482,17974
199307,178453,1993005,2294
199310,191974,1606498,4314
199310,191974,2516864,717
199301,76396,4238126,17168
199304,51640,2247300,5191
199304,51640,2487839,12474
199310,129337,3275568,8642
199310,129337,3316108,5009
199310,129337,2607762,2941
199306,148709,3550323,3768
199306,148709,1759578,12073
199307,92783,3397236,6400
199307,92783,1746160,11648
199311,83039,2541015,8404
199309,180617,1627361,14568
199309,180617,3336175,1234
199306,171059,1696968,3141
199304,200383,2771645,12629
199301,1675,1586229,4614
199311,55264,3295061,6544
199311,55264,1943598,11407
199305,91276,2756465,11813
199310,159526,2442716,36
199310,159526,3850519,18034
199303,243919,1938751,8425
199303,118393,1368276,18918
199310,214343,2940198,10615
199310,214343,1987852,19858
199307,268304,2972560,15384
199305,17162,2656573,12854
199305,17162,2859221,2054
199305,17162,3085731,877
199306,128468,1432920,1444
199302,103336,3451990,15761
199302,103336,3577213,19437
199302,103336,1532151,15094
199307,185356,1501375,45
199302,13690,3394176,10593
199303,79969,1290842,17445
199301,11062,1392168,19722
199311,222181,2120309,3424
199304,117343,1769105,9298
199312,19321,1251153,10395
199312,19321,3294068,13552
199302,108305,1486705,11828
199302,108305,2175406,7458
199309,103159,2578356,4895
199309,103159,3460248,15034
199309,169580,2917682,1010
199309,169580,1726594,13634
199309,169580,2128089,11862
199309,169580,1255533,15840
199303,214339,2999502,5049
199303,214339,2811793,2318
199308,134665,2967084,12009
199302,138091,2620134,16279
199302,141595,2437164,10846
199302,141595,3562120,19110
199302,141595,1477750,9909
199302,141595,2253762,13939
199312,146932,2150567,6428
199312,146932,2719170,12168
199301,162446,2006372,11793
199310,175436,1579682,5646
199310,175436,3712874,9041
199310,175436,3427941,1825
199305,86776,2051255,15054
199310,157585,2351553,16547
199310,157585,3214094,10733
199303,285056,2954772,14448
199303,285056,2206111,11061
199307,167008,2470163,2101
199307,167008,3477394,9258
199312,133753,2396479,12480
199302,135911,1352043,10560
199311,131291,2725628,13086
199311,131291,2750940,13664
199310,96286,1993740,10957
199302,176143,3459358,15926
199302,176143,2120629,9124
199302,49222,2001339,6112
199302,49222,2238651,4282
199308,150544,1811408,1502
199309,81911,1586100,10792
199302,78448,1793696,11382
199302,78448,1279433,4537
199301,242659,1377216,19387
199308,80179,2080589,16922
199308,80179,1584739,6375
199307,161342,2960226,9332
199307,161342,2632127,9866
199305,264019,2782814,3240
199311,91717,2152429,5397
199311,91717,2404941,15491
199305,200744,2703136,11704
199305,200744,3315744,13894
199301,23810,2393871,3784
199301,60787,2190661,18384
199306,100465,3434286,4138
199306,100465,2146154,1533
199312,17114,2074015,15734
199312,17114,2668364,16126
199302,124582,2837650,10236
199310,214033,3737205,13856
199311,240325,2415974,9832
199311,240325,2996102,11189
199305,162830,2767335,4835
199309,51136,2597198,14532
199311,228247,1796488,12717
199302,26479,2303522,18300
199303,170390,2595152,11483
199304,32026,2855239,14744
199304,32026,1496125,9649
199303,52285,2567079,8002
199302,125338,3376936,1027
199312,110530,2490136,13586
199306,289975,2923116,17119
199306,95636,2062076,3124
199307,165376,2609813,13485
199308,99895,2580344,8373
199308,175957,1462230,11146
199303,19598,2278868,9493
199303,19598,2370480,3438
199311,29086,2891684,13064
199311,29086,2457789,17385
199301,198376,2563000,11165
199301,198376,3553743,1164
199301,198376,3654887,10456
199305,268057,1954334,11818
199308,143788,2647692,16332
199309,215371,2041853,9890
199309,238802,2755767,18809
199304,299074,2081254,13109
199310,70663,2075440,13634
199312,242545,3138959,2543
199312,242545,1643281,786
199306,94948,1985880,7442
199304,58192,2180490,5641
199311,6127,2051136,18318
199312,33310,2166315,13931
199308,82184,1670779,2993
199311,68776,1090800,666
199311,68776,1270283,16798
199311,68776,1654448,17981
199306,229867,2516229,1
199312,57217,1964236,19265
199303,210643,2216959,19680
199310,57766,3275164,19022
199306,73984,1993973,10503
199307,173138,1732334,3486
199306,43942,2407993,10184
199302,210712,2719961,5508
199310,184667,2089805,17549
199310,184667,2326062,6714
199310,184667,3413961,14230
199309,224027,2254472,9443
199309,224027,2175481,17557
199311,240238,2723448,6130
199311,240238,1838052,3797
199305,162376,2279322,15701
199310,168577,3466811,3676
199302,100627,1711881,16442
199311,118349,1406853,2268
199312,80905,2135820,15630
199312,129829,1350463,6509
199312,129829,1837908,6118
199306,82888,2799405,1751
199308,137824,1924884,10469
199308,137824,3069208,2713
199307,80464,1813806,14458
199301,51050,3395125,16461
199303,69878,1994359,5477
199301,115672,1984247,17341
199301,115672,1981261,6315
199301,115672,2676540,9706
199301,188678,2366515,16569
199301,188678,2589560,1680
199301,188678,2308788,66
199301,188678,2558859,1559
199307,68044,1414290,4417
199311,212980,3524828,17336
199305,286687,2443276,19686
199310,40688,2638031,11067
199303,175024,2590805,9814
199303,175024,2133076,2481
199303,175024,1248683,10775
199304,222178,4099349,4688
199304,222178,2695911,3433
199304,222178,3335320,10728
199311,253703,1431054,9651
199310,299530,2197609,963
199311,193231,2167791,893
199303,111601,1621894,378
199303,111601,2580504,15032
199308,44725,3841433,11920
199308,44725,4054744,303
199308,44725,1815004,8184
199307,268577,2351746,5552
199303,148801,3527884,10104
199307,120055,1947567,4324
199309,258356,2995254,2353
199309,258356,1961967,11571
199308,165010,2421958,785
199311,133361,2229040,15072
199302,71554,1931523,1759
199302,71554,2069670,18241
199301,104486,3105802,11601
199301,104486,2525417,3026
199310,194000,2163450,19723
199306,56422,2215216,8935
199306,56422,2312643,1936
199307,183844,1477854,17509
199307,183844,2186480,16708
199303,49946,2382120,1529
199306,205255,2580489,10722
199306,74954,2841318,3950
199304,65377,1583849,10421
199302,93466,3490718,3929
199308,61135,2707824,14032
199307,130279,1561824,2233
199307,130279,1777251,9923
199312,195085,3217635,9703
199312,195085,2040448,4463
199309,148750,2205811,12419
199302,180727,2634154,12143
199302,180727,1883392,12161
199305,120509,2518247,17817
199305,120509,2272329,18206
199305,120509,3419606,5782
199312,57694,3332125,17719
199312,57694,2711292,2086
199310,268589,2413344,4594
199310,268589,2749115,8708
199310,244018,2198563,18420
199306,44675,2424214,3451
199306,44675,1554640,10417
199310,4945,2371468,667
199310,4945,2687852,3518
199310,102976,2549164,5295
199301,152633,2611385,3935
199301,287122,2894593,484
199301,287122,1689599,14224
199310,246835,2211800,10831
199308,46261,2300446,4523
199308,46261,1428131,17473
199306,95749,4054008,16854
199307,49573,2014956,8281
199306,259984,2794960,16716
199309,230704,1681877,17237
199310,287825,1546389,1499
199310,287825,3192376,13322
199310,287825,1970582,11724
199301,259649,2536444,18850
199307,104501,2300473,5645
199302,128776,3475140,493
199310,139169,2644782,13286
199310,272105,1811112,16428
199304,251174,2082242,9933
199303,278113,1610705,2143
199303,278113,2820951,16325
199311,179221,2378525,11748
199305,261286,1654443,14101
199305,261286,1506798,2761
199305,261286,2487033,17611
199305,261286,1676240,12515
199301,112768,2252651,216
199301,112768,2682316,2360
199310,95728,2324596,459
199311,271271,2360102,10889
199310,265589,2168167,11858
199310,265589,1875273,16672
199311,263131,1860686,11963
199307,115153,1388398,11971
199309,188917,3441096,6161
199304,261706,3029722,12749
199311,298901,1373355,19476
199302,217997,2091556,16785
199301,184405,4008428,7066
199307,95843,1317727,9057
199301,46108,1458273,8146
199310,275441,2065449,18583
199301,268264,3263294,3254
199301,268264,2636491,2454
199301,268264,1443943,11889
199304,281842,3335240,11492
199306,170986,2426426,3962
199306,170986,2454234,6804
199312,37613,2938161,19361
199312,37613,3660068,15283
199307,267521,3828992,17403
199307,267521,1967562,12496
199304,223646,3436873,16393
199304,223646,1858505,3669
199311,161194,2960342,12570
199305,134473,2038247,11816
199303,260579,2693535,7956
199303,260579,1996064,16445
199304,240470,1741236,6519
199306,44614,2313704,7679
199312,54653,2193886,12998
199305,222553,2699837,1818
199305,222553,2692081,2899
199305,222553,1970193,7666
199306,247597,2307062,11889
199301,61474,2094015,13881
199301,61474,3701073,8610
199301,61474,1788027,2223
199311,275953,3584127,12732
199303,124826,2386915,13934
199303,199208,2407693,4028
