"s_city","d_year","lo_custkey","lo_revenue"
"UNITED ST3",1992,177722,2270994
"UNITED ST1",1995,167296,2066050
"UNITED ST4",1992,55151,5509938
"UNITED ST4",1993,43939,134536
"UNITED ST6",1992,187240,7505406
"UNITED ST3",1995,218534,8163889
"UNITED ST0",1996,26071,6911827
"UNITED ST5",1992,30559,1109924
"UNITED ST6",1995,286591,4286700
"UNITED ST0",1992,297172,5264575
"UNITED ST3",1993,292834,7152298
"UNITED ST0",1996,299773,6486133
"UNITED ST3",1993,270331,4446926
"UNITED ST6",1995,62320,4919259
"UNITED ST7",1992,102286,1041896
"UNITED ST6",1994,158156,1602243
"UNITED ST7",1994,158156,2978259
"UNITED ST3",1992,126424,4175199
"UNITED ST9",1994,219769,4443910
"UNITED ST5",1994,251098,313907
"UNITED ST6",1994,98860,6197273
"UNITED ST0",1992,87047,6582072
"UNITED ST3",1993,188227,5863495
"UNITED ST4",1996,40774,3029284
"UNITED ST9",1995,198142,6007585
"UNITED ST4",1995,198142,499135
"UNITED ST3",1996,586,2108437
"UNITED ST2",1993,246965,3126497
"UNITED ST9",1992,95752,3268872
"UNITED ST0",1992,95752,5645323
"UNITED ST6",1992,283163,7469416
"UNITED ST0",1996,6355,6086564
"UNITED ST9",1993,140986,4075915
"UNITED ST4",1995,82765,4478797
"UNITED ST0",1994,265529,5894848
"UNITED ST1",1995,198571,2280276
"UNITED ST7",1992,170173,5342938
"UNITED ST6",1992,170173,2298462
"UNITED ST3",1996,195739,5138104
"UNITED ST3",1992,47581,6926155
"UNITED ST0",1997,10468,5864278
"UNITED ST1",1994,228440,7803985
"UNITED ST3",1994,36454,5781096
"UNITED ST8",1992,115999,1691082
"UNITED ST7",1995,290743,6568073
"UNITED ST4",1995,10559,237115
"UNITED ST9",1996,210163,3197635
"UNITED ST7",1997,170731,300003
"UNITED ST9",1993,266524,4716512
"UNITED ST3",1992,133414,8956180
"UNITED ST0",1994,84260,5044805
"UNITED ST0",1997,5801,4737492
"UNITED ST4",1995,190969,2855622
"UNITED ST7",1993,162988,107517
"UNITED ST4",1997,102175,3886195
"UNITED ST0",1996,134327,8569814
"UNITED ST5",1996,134327,5118728
"UNITED ST8",1997,171179,4888787
"UNITED ST8",1997,171179,3050578
"UNITED ST5",1997,18646,2239405
"UNITED ST9",1996,267079,3125588
"UNITED ST5",1996,173218,919042
"UNITED ST4",1995,201976,1545026
"UNITED ST1",1996,119761,1184105
"UNITED ST0",1995,255020,1339501
"UNITED ST1",1996,225680,1091923
"UNITED ST5",1996,225680,1417458
"UNITED ST7",1993,34063,4038919
"UNITED ST5",1997,80188,3055228
"UNITED ST0",1993,164398,1090271
"UNITED ST8",1997,35588,1313930
"UNITED ST3",1997,5434,3385739
"UNITED ST6",1993,155651,2708042
"UNITED ST0",1995,232417,4859164
"UNITED ST3",1992,96545,6814531
"UNITED ST5",1993,1021,3744973
"UNITED ST0",1997,95683,8619986
"UNITED ST6",1996,28723,5169501
"UNITED ST1",1993,37336,7276550
"UNITED ST3",1993,101329,2452602
"UNITED ST2",1997,267740,4670515
"UNITED ST9",1997,110749,3723879
"UNITED ST9",1995,49072,3294050
"UNITED ST4",1995,276940,2680970
"UNITED ST3",1993,201175,2321663
"UNITED ST8",1993,122551,2035781
"UNITED ST0",1994,257305,2377504
"UNITED ST0",1993,254200,527392
"UNITED ST4",1995,25465,8343631
"UNITED ST3",1993,162457,257644
"UNITED ST9",1993,103121,5914015
"UNITED ST9",1997,271780,429044
"UNITED ST6",1995,210518,1944217
"UNITED ST8",1993,102196,5212296
"UNITED ST6",1995,252640,5941273
"UNITED ST0",1994,291620,7987499
"UNITED ST4",1997,155665,4721942
"UNITED ST2",1992,109921,8245008
"UNITED ST2",1993,35116,138453
"UNITED ST6",1992,175213,6919335
"UNITED ST0",1992,175213,5027348
"UNITED ST7",1996,280817,334215
"UNITED ST9",1992,165406,350320
"UNITED ST2",1996,203947,7638337
"UNITED ST4",1992,164839,2799092
"UNITED ST3",1995,69784,8217843
"UNITED ST7",1993,149560,2036168
"UNITED ST3",1996,168439,3360742
"UNITED ST0",1995,31825,1168429
"UNITED ST4",1997,279310,4512880
"UNITED ST0",1995,49540,2338411
"UNITED ST5",1992,224707,3270269
"UNITED ST7",1994,218920,3031522
"UNITED ST8",1997,32941,2828520
"UNITED ST5",1994,73697,3340639
"UNITED ST9",1994,73697,137416
"UNITED ST5",1994,20005,250673
"UNITED ST5",1995,193126,5283527
"UNITED ST0",1992,275870,7044516
"UNITED ST9",1997,2443,7245349
"UNITED ST5",1997,258884,114409
"UNITED ST1",1997,258884,437639
"UNITED ST8",1996,242338,1177080
"UNITED ST9",1997,205814,2988938
"UNITED ST7",1996,75998,372960
"UNITED ST7",1993,83146,7611320
"UNITED ST3",1993,128395,4273831
"UNITED ST1",1992,285469,6704009
"UNITED ST1",1992,172309,4247210
"UNITED ST7",1996,39919,3941027
"UNITED ST0",1997,36349,2307075
"UNITED ST8",1997,202810,2072384
"UNITED ST0",1997,202810,954921
"UNITED ST1",1997,59863,7503602
"UNITED ST4",1997,59863,6020332
"UNITED ST2",1994,158492,5837895
"UNITED ST7",1997,214069,175609
"UNITED ST7",1996,54761,4817993
"UNITED ST1",1996,54761,1643521
"UNITED ST1",1995,195013,2751336
"UNITED ST6",1996,146900,2324081
"UNITED ST4",1995,280577,6839240
"UNITED ST4",1993,247867,371173
"UNITED ST4",1996,84239,3860317
"UNITED ST7",1993,144284,1486013
"UNITED ST5",1997,193510,8472372
"UNITED ST9",1993,214721,162803
"UNITED ST0",1996,179597,4168185
"UNITED ST6",1995,179563,109663
"UNITED ST7",1993,14548,3290948
"UNITED ST6",1995,15202,1489239
"UNITED ST5",1995,234908,8089392
"UNITED ST7",1997,170833,2493288
"UNITED ST1",1993,291289,248739
"UNITED ST8",1995,129130,4868433
"UNITED ST7",1997,83506,5943437
"UNITED ST6",1994,66361,4300407
"UNITED ST0",1994,66361,402534
"UNITED ST6",1994,93109,1166397
"UNITED ST8",1994,103126,4011435
"UNITED ST5",1996,103421,3523307
"UNITED ST4",1995,54550,5902833
"UNITED ST9",1996,53951,178235
"UNITED ST6",1997,253459,3583876
"UNITED ST0",1995,43639,1976506
"UNITED ST2",1995,43639,7585583
"UNITED ST9",1992,18127,3643666
"UNITED ST6",1997,257923,8390968
"UNITED ST2",1993,217093,3137542
"UNITED ST1",1996,281141,2495308
"UNITED ST1",1994,192833,5637523
"UNITED ST4",1994,42049,651989
"UNITED ST6",1997,136696,1246628
"UNITED ST9",1995,164050,6671114
"UNITED ST2",1993,171760,2518896
"UNITED ST7",1993,171760,837095
"UNITED ST7",1994,133693,365466
"UNITED ST6",1994,133693,776149
"UNITED ST5",1994,250399,1453319
"UNITED ST0",1994,191731,1476116
"UNITED ST6",1995,143011,3088200
"UNITED ST7",1992,194998,6752511
"UNITED ST6",1992,59914,7504990
"UNITED ST4",1996,104123,5053252
"UNITED ST0",1997,288754,5490403
"UNITED ST9",1996,172790,3012540
"UNITED ST8",1997,53821,4955560
"UNITED ST3",1995,93812,654239
"UNITED ST7",1992,118126,5763281
"UNITED ST0",1997,299189,408792
"UNITED ST7",1997,30434,4089906
"UNITED ST6",1994,177751,8516076
"UNITED ST3",1997,30268,6331977
"UNITED ST1",1997,122821,8013871
"UNITED ST2",1992,226312,3882533
"UNITED ST9",1996,253192,5322614
"UNITED ST9",1996,253192,664722
"UNITED ST7",1996,253192,3236005
"UNITED ST5",1993,183482,6375165
"UNITED ST2",1995,293264,3853494
"UNITED ST8",1996,99347,6226140
"UNITED ST5",1995,258101,5241740
"UNITED ST5",1992,28231,294767
"UNITED ST8",1996,142816,4504852
"UNITED ST5",1993,231415,323858
"UNITED ST7",1993,79736,5693550
"UNITED ST0",1997,270949,1411416
"UNITED ST7",1997,283579,2079021
"UNITED ST1",1993,11335,4561845
"UNITED ST2",1992,229654,348814
"UNITED ST3",1996,75085,8293638
"UNITED ST7",1995,229186,3690411
"UNITED ST8",1992,84217,2818432
"UNITED ST1",1995,164336,1432996
"UNITED ST6",1994,162434,1809515
"UNITED ST6",1992,291388,591518
"UNITED ST1",1996,161642,4440698
"UNITED ST9",1996,152093,4743992
"UNITED ST2",1997,67876,636887
"UNITED ST5",1997,126688,7328430
"UNITED ST3",1994,43109,4395384
"UNITED ST3",1993,174467,2301475
"UNITED ST6",1992,43745,2914942
"UNITED ST6",1992,150109,3194720
"UNITED ST7",1994,179611,5029601
"UNITED ST4",1995,157654,3705821
"UNITED ST0",1992,217777,4033341
"UNITED ST4",1993,24365,3820708
"UNITED ST8",1996,131845,5836046
"UNITED ST8",1994,260782,4709626
"UNITED ST0",1994,260782,308420
"UNITED ST9",1997,12227,5636381
"UNITED ST7",1997,76412,1444810
"UNITED ST2",1993,271360,7312189
"UNITED ST9",1995,162847,116828
"UNITED ST5",1995,162847,107736
"UNITED ST2",1995,162847,1510500
"UNITED ST7",1995,176738,4250292
"UNITED ST8",1994,221152,2936843
"UNITED ST2",1995,187445,5016106
"UNITED ST6",1995,198106,1632015
"UNITED ST4",1996,44965,3303673
"UNITED ST8",1995,153547,4694732
"UNITED ST4",1997,38915,6476742
"UNITED ST0",1997,38915,913948
"UNITED ST7",1997,38915,4472097
"UNITED ST3",1994,231787,4398440
"UNITED ST6",1997,296911,3587679
"UNITED ST8",1994,17246,963063
"UNITED ST3",1993,1852,1113340
"UNITED ST3",1992,280702,7238934
"UNITED ST2",1997,62083,5906798
"UNITED ST0",1997,62083,4103928
"UNITED ST7",1992,104689,1071182
"UNITED ST8",1993,206795,1198991
"UNITED ST0",1992,194929,1099101
"UNITED ST0",1994,152881,1920108
"UNITED ST4",1997,210325,4894874
"UNITED ST6",1996,26908,7710280
"UNITED ST7",1995,221299,2288231
"UNITED ST1",1995,204190,503945
"UNITED ST1",1995,7474,6006918
"UNITED ST5",1997,75511,665019
"UNITED ST7",1992,248171,1510905
"UNITED ST5",1993,173848,2238594
"UNITED ST2",1994,213437,1687742
"UNITED ST7",1994,291139,6768886
"UNITED ST1",1995,162709,4070266
"UNITED ST6",1997,115228,135499
"UNITED ST6",1995,73523,2045444
"UNITED ST1",1995,250360,395228
"UNITED ST7",1995,236081,4753373
"UNITED ST7",1995,980,3868360
"UNITED ST5",1994,243569,7703270
"UNITED ST3",1996,71554,530993
"UNITED ST1",1994,16061,6839240
"UNITED ST0",1993,287858,6829722
"UNITED ST0",1993,287858,5776731
"UNITED ST6",1997,145396,4498685
"UNITED ST2",1996,92717,8252142
"UNITED ST3",1996,92717,619292
"UNITED ST1",1992,176231,4508666
"UNITED ST1",1992,176231,489202
"UNITED ST0",1996,20624,308681
"UNITED ST1",1992,109169,301917
"UNITED ST0",1992,199726,7272450
"UNITED ST5",1997,258188,747152
"UNITED ST0",1997,152764,1512026
"UNITED ST4",1997,152764,9258213
"UNITED ST3",1995,212897,4742861
"UNITED ST3",1994,18980,792775
"UNITED ST7",1996,164536,6721211
"UNITED ST4",1993,55069,8661524
"UNITED ST9",1996,37970,4602470
"UNITED ST6",1997,56557,2888333
"UNITED ST0",1993,123601,1981412
"UNITED ST0",1995,210878,588872
"UNITED ST9",1995,149752,620406
"UNITED ST3",1993,260458,5528746
"UNITED ST4",1992,282106,1428757
"UNITED ST2",1993,147922,4610342
"UNITED ST0",1993,13343,391347
"UNITED ST6",1995,145285,1866219
"UNITED ST3",1992,93766,3795580
"UNITED ST7",1997,242878,4613584
"UNITED ST4",1997,51338,2988400
"UNITED ST7",1996,227432,2024762
"UNITED ST0",1994,40366,5724667
"UNITED ST3",1994,263197,7764467
"UNITED ST1",1994,263197,2780600
"UNITED ST0",1996,42271,630422
"UNITED ST8",1993,155131,5893675
"UNITED ST4",1993,265012,2296398
"UNITED ST2",1995,267118,6568689
"UNITED ST7",1992,208324,255106
"UNITED ST3",1993,57167,4777710
"UNITED ST0",1993,192310,2662357
"UNITED ST0",1994,172414,5426497
"UNITED ST6",1994,14531,6891102
"UNITED ST8",1995,62662,1666537
"UNITED ST4",1992,187481,2734064
"UNITED ST1",1996,175282,2895508
"UNITED ST8",1997,97388,4479679
"UNITED ST2",1993,21730,694687
"UNITED ST1",1993,50011,901843
"UNITED ST2",1997,230662,6498334
"UNITED ST2",1996,96310,5391334
"UNITED ST1",1997,271030,2455399
"UNITED ST1",1997,13436,2954426
"UNITED ST5",1994,142171,409966
"UNITED ST9",1995,225154,4687692
"UNITED ST4",1993,177757,2069343
"UNITED ST5",1993,177757,3665715
"UNITED ST0",1996,208180,1025942
"UNITED ST2",1993,268696,6015289
"UNITED ST7",1994,176656,3544992
"UNITED ST6",1992,106400,5128793
"UNITED ST7",1992,177605,4141392
"UNITED ST8",1997,249728,8028588
"UNITED ST3",1992,298232,5402789
"UNITED ST6",1993,169489,2203719
"UNITED ST1",1995,237556,1073343
"UNITED ST5",1995,237556,2247602
"UNITED ST0",1994,283522,1222073
"UNITED ST6",1992,283201,5481506
"UNITED ST5",1995,19213,5212574
"UNITED ST9",1994,68164,7018198
"UNITED ST1",1993,280966,1303820
"UNITED ST7",1992,179914,6238883
"UNITED ST7",1994,78001,7555929
"UNITED ST6",1992,177976,3989156
"UNITED ST0",1992,275569,808412
"UNITED ST9",1997,86683,5044921
"UNITED ST6",1995,158935,6630979
"UNITED ST1",1994,8305,1664431
"UNITED ST8",1995,196208,6633674
"UNITED ST2",1994,52904,2603491
"UNITED ST7",1996,119065,5541327
"UNITED ST8",1997,105026,2130973
"UNITED ST4",1993,64603,4453140
"UNITED ST0",1993,207403,1932822
"UNITED ST3",1994,237187,1366340
"UNITED ST5",1997,215923,4737295
"UNITED ST2",1995,87220,4208004
"UNITED ST7",1996,277120,2343978
"UNITED ST9",1993,95374,3251400
"UNITED ST9",1992,88258,1493588
"UNITED ST2",1992,171025,1169726
"UNITED ST6",1994,76081,5209331
"UNITED ST4",1997,262003,2987895
"UNITED ST5",1993,90425,3013264
"UNITED ST0",1994,262730,2972690
"UNITED ST6",1994,297341,5232474
"UNITED ST1",1992,235514,755533
"UNITED ST6",1992,89006,1239982
"UNITED ST7",1993,288266,4544607
"UNITED ST0",1992,141766,1708816
"UNITED ST8",1994,80236,6860913
"UNITED ST6",1996,147502,6408615
"UNITED ST1",1996,132593,3536820
"UNITED ST5",1993,98032,5704531
"UNITED ST6",1996,297616,4719930
"UNITED ST4",1993,198302,986256
"UNITED ST3",1995,1675,5529560
"UNITED ST4",1997,250186,1963421
"UNITED ST1",1997,250186,3906658
"UNITED ST8",1992,147016,3530413
"UNITED ST1",1992,170828,3083107
"UNITED ST5",1994,245786,3856824
"UNITED ST0",1992,154202,2906350
"UNITED ST6",1992,251386,1618672
"UNITED ST1",1997,136982,5547767
"UNITED ST4",1994,162229,6277032
"UNITED ST5",1992,54373,1437085
"UNITED ST4",1996,165811,6094331
"UNITED ST1",1996,67744,969435
"UNITED ST0",1997,224645,7150318
"UNITED ST6",1997,200369,4323018
"UNITED ST7",1997,200369,7014043
"UNITED ST6",1994,173956,271045
"UNITED ST1",1995,155713,1618755
"UNITED ST5",1994,16175,4223467
"UNITED ST6",1994,197998,2582409
"UNITED ST6",1995,32371,120904
"UNITED ST0",1993,265690,121897
"UNITED ST9",1997,56437,6293833
"UNITED ST9",1994,204611,2400098
