"d_year","lo_custkey","lo_revenue","lo_suppkey"
1992,829597,1776901,35184
1992,829597,1869858,26333
1992,829597,9918104,15265
1992,598829,2526192,43039
1992,598829,6032515,44870
1992,598829,2330638,48623
1992,598829,234594,59178
1992,598829,1191359,38840
1992,598829,3878349,37153
1992,598829,367160,54769
1992,896777,1571512,50175
1992,772573,756813,25154
1992,772573,7314644,53114
1992,772573,2189502,402
1992,718552,3867841,58495
1992,342466,449574,2837
1992,342466,6409151,32924
1992,624313,5710750,57256
1992,624313,6963064,15468
1992,624313,3070374,49394
1992,624313,807930,4091
1992,624313,532461,52100
1992,624313,2017398,49643
1992,754111,520361,45368
1992,754111,5372998,6398
1992,754111,1585836,9475
1992,754111,6618538,59273
1992,169048,2353584,7315
1992,169048,5157476,3161
1992,169048,4260305,24851
1992,169048,4485436,4040
1992,169048,569329,32490
1992,169048,5147583,59313
1992,169048,2116639,20231
1992,236671,1173870,12690
1992,236671,1318001,26666
1992,848473,3987962,11418
1992,848473,3443548,13972
1992,848473,5443206,33673
1992,848473,2159283,8628
1992,86671,1434115,51354
1992,86671,2551618,5692
1992,86671,8349306,11805
1992,86671,562590,36050
1992,86671,4145778,2637
1992,86671,812528,35645
1992,86671,3718627,34154
1992,114268,4929014,54802
1992,114268,6350683,41763
1992,114268,4454950,17632
1992,114268,1099997,51660
1992,114268,619601,42261
1992,114268,7518927,47307
1992,823054,5178539,25264
1992,821480,1454922,1617
1992,821480,3936994,50349
1992,821480,518274,18875
1992,821480,8354056,3929
1992,821480,3515652,33620
1992,523079,1790496,53471
1992,523079,4083701,59323
1992,523079,624528,8492
1992,523079,2739225,28455
1992,523079,5350950,29870
1992,523079,1935264,402
1992,163429,4844394,14923
1992,163429,1881293,3252
1992,163429,1214346,51348
1992,163429,2567539,11390
1992,325744,1206785,25336
1992,325744,2218471,1849
1992,325744,7723480,47578
1992,325744,8672763,6858
1992,325744,4739403,52457
1992,325744,3812889,49558
1992,325744,3566066,56069
1992,64567,2298566,8597
1992,64567,7443202,1820
1992,64567,5804391,39979
1992,64567,1721505,36950
1992,64567,2897794,14561
1992,883000,4210855,21135
1992,883000,4856411,3870
1992,883000,7206948,679
1992,883000,4936291,5011
1992,883000,7679037,30015
1992,883000,7402789,39984
1992,278882,1958713,58815
1992,278882,6659316,47648
1992,278882,7045785,46186
1992,278882,3933014,24000
1992,278882,7272574,46053
1992,278882,6833586,8347
1992,278882,1776563,51351
1992,803215,4544078,7272
1992,803215,7430679,47260
1992,627911,4251843,29502
1992,627911,5062852,58204
1992,627911,550612,40548
1992,627911,141641,9740
1992,627911,4692666,17147
1992,295898,4528231,19506
1992,295898,4042711,43338
1992,295898,7836681,30858
1992,295898,4350334,49885
1992,295898,3661592,35972
1992,603442,2355945,34464
1992,603442,4704571,52735
1992,603442,6546009,50775
1992,603442,5246361,43658
1992,251902,6218709,34889
1992,251902,1466605,44410
1992,251902,2998272,48137
1992,251902,4151201,48845
1992,251902,325459,16984
1992,896597,4873755,21164
1992,896597,1917123,7163
1992,896597,2257874,18496
1992,896597,1539366,48858
1992,860578,7900660,19053
1992,860578,5427815,58816
1992,860578,5838075,19166
1992,860578,3893271,27274
1992,308870,668627,55198
1992,308870,2241117,45530
1992,308870,4385871,39423
1992,308870,6179904,52167
1992,308870,7412325,38142
1992,308870,2205613,4538
1992,308870,1254361,4481
1992,301352,2986937,39979
1992,301352,5723715,30488
1992,311365,4521725,10408
1992,311365,7106360,25666
1992,311365,8606234,20749
1992,311365,5005946,7200
1992,311365,593895,46513
1992,311365,1783953,55561
1992,88621,4124436,22488
1992,88621,2546261,12443
1992,88621,1806656,22288
1992,88621,6606981,10240
1992,88621,6209021,7425
1992,595609,3808442,11460
1992,595609,4913128,2936
1992,595609,1691694,9411
1992,803005,2763400,6821
1992,729796,6138601,29678
1992,729796,3703547,16033
1992,729796,5023563,59928
1992,149446,7764129,14264
1992,149446,650078,22126
1992,149446,4684972,46957
1992,149446,5934545,25602
1992,433178,3026667,57418
1992,433178,3340827,37749
1992,433178,7100438,57011
1992,433178,5179167,27974
1992,433178,4821111,45547
1992,433178,7571403,22008
1992,464732,2925159,10829
1992,464732,3650368,10703
1992,464732,727956,2245
1992,464732,4556823,45984
1992,887911,354965,54313
1992,887911,3309939,57110
1992,887911,7395402,13637
1992,887911,3787701,48907
1992,887911,3189150,36363
1992,887911,1156252,41202
1992,887911,358932,18511
1992,863932,4865023,5416
1992,622063,2566951,41251
1992,622063,1732032,58861
1992,622063,4176121,55083
1992,622063,2837997,38711
1992,622063,3119900,23179
1992,622063,6754020,45160
1992,866908,3444700,21174
1992,566678,165242,12768
1992,566678,1013480,18176
1992,566678,4994554,14851
1992,566678,5488304,52548
1992,566678,543117,30073
1992,566678,1119910,43382
1992,586507,3759024,47527
1992,586507,615484,3126
1992,375478,148321,10053
1992,202747,7859497,44564
1992,202747,3090638,56207
1992,202747,6078553,15440
1992,770126,178877,41071
1992,770126,1981101,24670
1992,770126,3750195,18874
1992,770126,4278452,46102
1992,770126,7150512,51585
1992,770126,3136740,41903
1992,145348,3520634,30760
1992,145348,3722236,6662
1992,460348,478015,33418
1992,284245,2844364,38122
1992,284245,1970125,26964
1992,284245,6653500,55588
1992,844675,683420,36627
1992,844675,4267611,43278
1992,844675,7551941,38491
1992,844675,5536391,57653
1992,120475,174427,10268
1992,120475,2707224,57598
1992,120475,1476419,8733
1992,120475,3954368,9034
1992,396574,1094940,48197
1992,396574,3121362,46566
1992,536099,1068756,19345
1992,536099,2848130,36187
1992,248503,4221607,4690
1992,248503,3333723,35548
1992,477730,1990629,56092
1992,477730,6979178,2284
1992,477730,3093330,46169
1992,477730,3604642,33322
1992,728545,5430283,34628
1992,728545,4036490,43427
1992,728545,2254821,32131
1992,728545,4312273,16205
1992,728545,1861425,16991
1992,728545,3256404,26639
1992,728545,3833327,195
1992,45743,3959544,41906
1992,45743,7035165,24407
1992,45743,4814532,35377
1992,332518,6927535,10399
1992,332518,3158873,43714
1992,332518,2369221,56146
1992,332518,4253954,10708
1992,332518,3892655,13468
1992,415097,1616173,43706
1992,415097,7902700,40294
1992,781811,2653840,17795
1992,781811,1744540,34169
1992,781811,4241643,5075
1992,781811,1741926,23817
1992,781811,1447933,21762
1992,781811,306092,38248
1992,781811,673355,41497
1992,870898,1964442,15418
1992,870898,746627,48329
1992,870898,3663898,31504
1992,870898,1169642,42563
1992,870898,3078150,19679
1992,864244,1251408,7007
1992,864244,5311020,38122
1992,864244,1949940,21628
1992,543476,2416792,32285
1992,1033,2808126,30074
1992,1033,4920787,58851
1992,522142,3262516,25274
1992,522142,3083533,37072
1992,798986,4115540,6593
1992,798986,4383455,38891
1992,798986,1753622,53690
1992,798986,644655,13887
1992,798986,6997155,44848
1992,798986,344192,37090
1992,755854,811490,32895
1992,755854,3938061,25378
1992,755854,4666914,35779
1992,755854,6821393,4486
1992,755854,5535726,26114
1992,221563,3690360,17533
1992,221563,986664,3330
1992,221563,1439143,38715
1992,221563,4302953,27994
1992,221563,4599645,23245
1992,833033,1334194,43752
1992,127849,5024742,10646
1992,127849,112321,53313
1992,127849,800215,44799
1992,127849,293725,44015
1992,127849,180082,7425
1992,127849,660755,41594
1992,127849,5592164,59084
1992,329035,2417854,13429
1992,329035,4844545,26519
1992,329035,470077,22946
1992,329035,4733280,16740
1992,329035,4832724,7594
1992,339238,752880,19380
1992,339238,5564416,32436
1992,339238,4163802,35346
1992,339238,389918,50993
1992,339238,6210701,45108
1992,496448,324657,26959
1992,496448,215272,32207
1992,496448,3870604,37862
1992,736810,3315269,59798
1992,420475,6620152,34330
1992,420475,4066180,16851
1992,420475,5202229,1414
1992,420475,2946257,52181
1992,420475,3001044,31488
1992,420475,632920,13676
1992,420475,3177697,44292
1992,270097,372952,45883
1992,270097,3623583,19330
1992,270097,7837789,24376
1992,270097,3465871,3222
1992,270097,1102677,27652
1992,270097,3784467,34559
1992,667409,642125,44954
1992,667409,5844999,5647
1992,667409,920114,46376
1992,667409,1542985,26296
1992,667409,5518622,43904
1992,667409,4918125,9391
1992,667409,4464944,20447
1992,198085,4973011,43672
1992,198085,1294473,10552
1992,198085,8018846,37772
1992,198085,1033040,25377
1992,198085,1798921,16066
1992,198085,4046981,7105
1992,198085,7493400,7428
1992,578909,3603420,54318
1992,578909,1477775,9680
1992,578909,1420350,28301
1992,578909,8739043,19706
1992,578909,354924,46403
1992,578909,3434912,8033
1992,578909,1730411,55083
1992,365888,5064831,6673
1992,365888,3950466,11727
1992,365888,4460400,50643
1992,365888,8581365,48357
1992,491287,4235387,45375
1992,491287,3575053,4459
1992,491287,7589862,59640
1992,491287,2274395,671
1992,398647,2531590,14659
1992,398647,1087721,13577
1992,398647,4114800,2470
1992,398647,3898243,39789
1992,398647,3718972,30759
1992,452968,7159211,8553
1992,452968,7642750,46819
1992,452968,5784962,33804
1992,452968,1655455,1861
1992,452968,1159161,2916
1992,452968,6667150,35881
1992,452968,4538701,50581
1992,410459,563707,31087
1992,410459,4065737,50718
1992,410459,7873780,42653
1992,410459,4856851,41668
1992,410459,4968782,45127
1992,543682,1884246,20830
1992,104101,6900964,39307
1992,104101,7940368,19824
1992,104101,8116254,45602
1992,104101,5680686,47231
1992,897533,2462035,32169
1992,897533,7008659,129
1992,897533,2113716,58464
1992,897533,1193253,35913
1992,897533,2512824,42660
1992,651302,3527345,50211
1992,329390,141224,51203
1992,329390,5918513,33520
1992,329390,2391228,25368
1992,329390,6006276,45863
1992,209986,584255,24686
1992,209986,3025296,44331
1992,654595,4637338,8180
1992,654595,1854028,13996
1992,654595,5289811,24437
1992,654595,2222231,9978
1992,332768,2809564,48933
1992,332768,95162,51451
1992,332768,2661837,6213
1992,332768,7296639,7834
1992,332768,141728,14019
1992,332768,157666,46168
1992,332768,4846304,20333
1992,295168,7244677,44769
1992,295168,2143084,17689
1992,295168,1485600,46005
1992,295168,7106413,45947
1992,295168,3774162,23838
1992,295168,2883847,9848
1992,295168,2225730,23436
1992,45724,4100257,33407
1992,45724,4224179,38945
1992,45724,991828,58142
1992,45724,227321,16281
1992,45724,7017208,32114
1992,891565,4503305,11131
1992,891565,770296,48766
1992,891565,4604472,4381
1992,395573,2431269,6088
1992,395573,5512536,7652
1992,13945,4145009,37463
1992,13945,990283,56370
1992,13945,5278677,6860
1992,13945,2264515,35038
1992,13945,3509982,32464
1992,13945,7326847,28170
1992,13945,497648,46495
1992,147998,4010788,16914
1992,147998,601931,51784
1992,147998,742880,25161
1992,168802,1460812,19069
1992,168802,2485745,24924
1992,107897,6960424,2887
1992,107897,1892286,35611
1992,107897,2934395,59505
1992,107897,4859365,4396
1992,107897,2965644,7319
1992,107897,5717842,3212
1992,489880,846561,13459
1992,489880,5167975,1340
1992,489880,1053595,7588
1992,489880,4398878,21068
1992,489880,6101483,14175
1992,489880,4472453,30219
1992,489880,6270424,36124
1992,393581,1342218,43093
1992,393581,1162220,58417
1992,393581,2293970,28451
1992,393581,4742322,20277
1992,146938,6839547,1510
1992,146938,2695750,55187
1992,146938,1863576,33396
1992,806515,1187208,13430
1992,806515,6107097,45922
1992,806515,4839357,23538
1992,806515,5052980,8119
1992,806515,7795160,5482
1992,806515,4238383,28702
1992,806515,2741096,43153
1992,318521,2688432,12725
1992,318521,2473438,28634
1992,479384,155568,58342
1992,479384,400439,23046
1992,479384,5459346,24570
1992,479384,3044725,17539
1992,404623,8378496,28206
1992,404623,4074416,56566
1992,307085,1665322,24810
1992,307085,2758098,29418
1992,307085,789170,22380
1992,280802,3698942,52613
1992,280802,4021343,38786
1992,280802,3156213,32000
1992,280802,906336,29220
1992,569500,7436815,54227
1992,39346,2639211,32468
1992,39346,6012851,49167
1992,41062,3139456,8797
1992,41062,3483198,1373
1992,41062,7174287,22994
1992,41062,2628482,46479
1992,41062,4899321,31246
1992,41062,3088224,17135
1992,41062,7265516,34583
1992,598570,1866455,17990
1992,306877,4320084,40058
1992,306877,3883929,47190
1992,306877,4427763,27720
1992,306877,3611554,45314
1992,306877,1786517,59397
1992,167011,4273837,10683
1992,13813,3022763,22975
1992,63980,4582769,6751
1992,63980,158707,52154
1992,379840,5712197,22915
1992,286555,1016265,50868
1992,286555,2033556,50794
1992,408703,2864832,55414
1992,408703,448384,19862
1992,22448,3242068,32380
1992,22448,1437557,5219
1992,22448,5280002,50992
1992,22448,1653860,29246
1992,435905,7175090,43759
1992,435905,2904960,34798
1992,769834,3272974,2373
1992,769834,7155848,34470
1992,769834,2654950,31543
1992,769834,5268220,30089
1992,769834,3018470,10627
1992,135977,2993493,56260
1992,135977,4200307,16817
1992,135977,8196346,28711
1992,135977,6914648,22995
1992,135977,1031566,16431
1992,135977,6889728,31622
1992,135977,2726948,48927
1992,377857,5454387,29269
1992,377857,3348294,43157
1992,377857,6028093,48376
1992,377857,6443042,39912
1992,377857,253212,59973
1992,377857,6299297,10376
1992,377857,6863623,14516
1992,786164,4004406,49402
1992,786164,1124352,7099
1992,786164,1136523,27300
1992,786164,2472484,9164
1992,786164,4378905,54844
1992,786164,2833478,33801
1992,786164,8385331,11936
1992,876646,1749950,10371
1992,876646,3244545,51165
1992,876646,2324894,57620
1992,876646,3887148,11174
1992,876646,1995744,52942
1992,876646,6206721,42225
1992,876646,6545111,50830
1992,38027,1722160,55917
1992,38027,5080000,7667
1992,867511,9029377,54072
1992,867511,3687433,19304
1992,867511,640908,17501
1992,867511,6855750,13967
1992,867511,353439,10554
1992,867511,5341188,17857
1992,867511,2433148,52989
1992,283297,1638636,29953
1992,283297,1166940,4454
1992,283297,4774713,32457
1992,345005,1897121,8908
1992,345005,3301009,8726
1992,345005,3246445,6185
1992,345005,622732,18014
1992,345005,131726,1135
1992,345005,1343050,51995
1992,119555,4022120,18793
1992,119555,4649768,1773
1992,418915,5262285,51209
1992,418915,7034826,27928
1992,418915,3814674,53693
1992,418915,1259283,10696
1992,418915,4922321,3453
1992,418915,4636739,59667
1992,85451,506534,31463
1992,85451,2875771,9389
1992,61682,8021678,11745
1992,61682,3264486,56966
1992,61682,6774067,58969
1992,596417,1232134,6191
1992,596417,1704064,8888
1992,422515,3737059,54705
1992,422515,3325760,39259
1992,422515,468562,52558
1992,422515,3334076,18415
1992,422515,8357861,5959
1992,323851,3750639,53547
1992,323851,6556017,20881
1992,323851,5477851,6085
1992,323851,1679683,28350
1992,323851,1095246,7766
1992,457870,3480925,603
1992,457870,6950425,49664
1992,457870,1943255,39225
1992,457870,2089062,34257
1992,457870,3003518,57175
1992,457870,5216166,30480
1992,457870,2439487,48456
1992,879071,2194581,18150
1992,879071,5088635,50958
1992,600526,3679237,24676
1992,600526,4271275,55539
1992,600526,7778166,13000
1992,600526,1162879,28928
1992,600526,2688477,12240
1992,14210,1473759,50324
1992,14210,5171366,19451
1992,477250,6370942,13060
1992,477250,1654951,9843
1992,477250,1298741,7857
1992,569497,5828333,10660
1992,569497,3052980,48687
1992,450886,5416044,772
1992,450886,5260131,236
1992,450886,6359400,6278
1992,450886,1618853,22750
1992,554851,9016108,4468
1992,554851,6521880,16933
1992,554851,4324285,58642
1992,222350,880667,35267
1992,222350,2595846,39332
1992,222350,2748679,29948
1992,222350,2863395,41455
1992,222350,1193085,6322
1992,222350,8219920,42548
1992,810811,168705,23235
1992,810811,4661232,19758
1992,705779,5695536,26138
1992,705779,4666680,29936
1992,876197,3106023,28107
1992,417853,311877,54314
1992,417853,8042874,4442
1992,417853,488458,11391
1992,417853,1825296,35534
1992,417853,1093583,25671
1992,417853,362119,50827
1992,417853,2175100,21373
1992,339800,1193322,38657
1992,484078,5385496,41607
1992,484078,4958323,47636
1992,514531,2840652,20757
1992,514531,4926966,12763
1992,514531,6094935,3540
1992,514531,6607207,29996
1992,514531,2666887,12617
1992,514531,3354377,11436
1992,220372,2001342,33147
1992,220372,3202867,56807
1992,220372,1527904,26714
1992,220372,6180659,55472
1992,32830,4430778,31082
1992,32830,995432,32205
1992,617980,5885156,366
1992,617980,1541263,19758
1992,30952,6356259,15890
1992,136909,4208209,19596
1992,136909,4889479,2151
1992,136909,2967889,17039
1992,136909,6089483,38441
1992,136909,2449540,55021
1992,136909,2285109,10525
1992,136909,4726387,12475
1992,456346,1509292,14995
1992,456346,8851185,20799
1992,456346,1618793,6634
1992,456346,263609,5579
1992,493349,806935,18702
1992,493349,3377536,41390
1992,493349,3414589,45576
1992,493349,3013759,22473
1992,493349,7049836,59251
1992,493349,4674908,2258
1992,493349,3263851,21564
1992,581413,3358523,21204
1992,581413,3364849,29686
1992,848980,2644726,34351
1992,848980,1693093,6619
1992,848980,5946006,48811
1992,848980,3282017,44299
1992,848980,1399620,37015
1992,848980,7987204,22317
1992,848980,5404393,16150
1992,887107,4073157,1593
1992,887107,2445808,1969
1992,887107,3411602,22351
1992,887107,6842690,48442
1992,887107,8422849,8083
1992,887107,494915,56793
1992,516382,457646,16061
1992,516382,5022864,47636
1992,516382,5858520,35358
1992,504800,1271047,14695
1992,504800,1897564,15212
1992,339523,6241901,7524
1992,339523,4027140,20592
1992,339523,201989,59603
1992,339523,4464545,32979
1992,254983,1591098,19948
1992,354295,5951070,29916
1992,354295,3200755,49509
1992,37618,353239,8467
1992,37618,5218834,43503
1992,108709,7791284,38965
1992,108709,3244819,28155
1992,108709,1210325,31779
1992,108709,1646535,35950
1992,108709,6752403,8720
1992,108709,7823520,22010
1992,108709,3495907,17978
1992,775573,1735792,37981
1992,775573,4816810,53617
1992,775573,2911169,50810
1992,737074,7554145,17114
1992,737074,7057705,44462
1992,737074,2522475,17490
1992,737074,1185564,11614
1992,737074,2482475,6398
1992,737074,3702854,4971
1992,413233,4323205,4251
1992,867932,5436761,3848
1992,867932,889067,50185
1992,867932,5886677,36612
1992,241348,805237,36232
1992,241348,180863,59735
1992,241348,2014502,44545
1992,241348,4261811,37756
1992,241348,5013546,59132
1992,776701,4467479,25952
1992,367435,448211,26054
1992,367435,6351016,8605
1992,367435,2352951,14285
1992,367435,4889280,25443
1992,367435,3831652,49943
1992,367435,5407615,46542
1992,840592,3675768,43049
1992,840592,3910137,28338
1992,840592,4631051,49466
1992,794762,3055275,21544
1992,794762,6202606,40456
1992,794762,3766620,21143
1992,640522,3966167,28098
1992,640522,359332,40541
1992,640522,1854131,11181
1992,640522,5001818,53286
1992,640522,640703,12486
1992,640522,4343885,22748
1992,640522,4258575,56573
1992,402484,4146987,15190
1992,421927,5348286,49640
1992,67252,381810,59202
1992,67252,2718809,16858
1992,67252,1237758,2906
1992,67252,4200749,59035
1992,351731,378653,40042
1992,351731,4711479,24429
1992,351731,3637645,46959
1992,351731,3761931,58460
1992,351731,5055357,20771
1992,129197,5328832,38219
1992,129197,1158296,38827
1992,129197,589996,53548
1992,129197,6261656,38609
1992,129197,4479036,47068
1992,129197,6044448,19741
1992,783050,6595974,19636
1992,783050,886129,13801
1992,783050,2054998,53218
1992,783050,1647756,1363
1992,783050,2409075,32347
1992,783050,6461557,40762
1992,75991,2770328,51079
1992,75991,4696330,55207
1992,75991,3866010,21097
1992,75991,1365112,32868
1992,75991,979817,50726
1992,75991,2478542,55236
1992,75991,5784280,28091
1992,136126,3348740,43291
1992,136126,9050751,15180
1992,5491,4457443,5828
1992,5491,3790943,25871
1992,5491,2057897,37772
1992,5491,4428361,24903
1992,5491,8024583,40660
1992,5491,6408644,28095
1992,5491,5957766,48268
1992,756659,9734112,19118
1992,756659,139794,8331
1992,756659,5832066,24099
1992,756659,2696371,17989
1992,756659,9177947,49165
1992,770809,2102931,42868
1992,290344,6636569,24855
1992,290344,6172265,15333
1992,290344,3146545,52295
1992,290344,5984051,29986
1992,290344,7036293,31051
1992,290344,333934,46383
1992,290344,836549,34559
1992,780556,123778,43807
1992,780556,1597293,57033
1992,780556,3066750,51929
1992,780556,4467672,1572
1992,780556,4716075,19518
1992,780556,2120256,12262
1992,780556,4296964,46851
1992,761,4757486,23594
1992,761,5875867,3484
1992,761,2714388,51173
1992,761,3845438,15718
1992,761,5545187,52276
1992,761,2481592,20421
1992,761,1439255,12225
1992,548794,3111760,3022
1992,548794,1693543,27082
1992,548794,4964816,56894
1992,548794,1746479,44321
1992,548794,4242047,47750
1992,548794,5799163,19449
1992,884050,539662,10218
1992,884050,1368456,58404
1992,884050,4556709,54724
1992,884050,5469594,50066
1992,884050,274415,14324
1992,884050,181478,6790
1992,89372,6630489,4963
1992,89372,7102332,12635
1992,89372,6044620,5023
1992,89372,6375830,54365
1992,89372,5185152,21617
1992,89372,3983738,8207
1992,780940,4438591,48544
1992,780940,7016750,54688
1992,780940,2560676,58602
1992,780940,4395454,9599
1992,780940,7830950,39094
1992,494710,7943611,53368
1992,494710,1537593,9227
1992,494710,482986,31352
1992,494710,2703508,7051
1992,494710,2906572,3437
1992,494710,3083811,41453
1992,494710,4041683,35206
1992,552140,718296,49980
1992,552140,1889918,8423
1992,552140,193239,12952
1992,552140,2735600,56184
1992,552140,2012453,58077
1992,552140,456798,16290
1992,552140,4176777,2362
1992,371269,8401420,4615
1992,371269,2403856,34546
1992,371269,893392,50341
1992,371269,2663133,9043
1992,406135,732322,11768
1992,406135,2127470,20916
1992,406135,5434507,48180
1992,406135,3243307,50773
1992,406135,3103614,14545
1992,406135,4529730,16594
1992,542182,2284253,29765
1992,542182,1961526,38042
1992,542182,2756178,10104
1992,542182,1976954,1460
1992,542182,1650921,44969
1992,542182,2935974,20519
1992,542182,1098231,37046
1992,322211,7657907,19794
1992,186781,633468,6565
1992,186781,3594003,47907
1992,186781,3187195,20091
1992,355601,3193378,10886
1992,355601,4342463,20124
1992,355601,1530980,51388
1992,664090,1932311,17513
1992,664090,3868446,25076
1992,664090,224243,9711
1992,664090,4760655,2426
1992,664090,2814002,23793
1992,495943,3342195,13648
1992,495943,5759422,54495
1992,495943,6974236,42456
1992,316721,4667536,34882
1992,316721,1159536,865
1992,660179,3615274,20043
1992,660179,4878393,6701
1992,307576,103296,18031
1992,318040,3956420,16215
1992,318040,5873904,55273
1992,514145,6060627,58180
1992,514145,90183,856
1992,514145,7995437,40161
1992,514145,3813630,43566
1992,514145,5070526,31827
1992,856181,7460016,32563
1992,856181,2486840,24312
1992,856181,7940913,5799
1992,125603,3865109,23469
1992,125603,2783682,59605
1992,10307,1372301,38191
1992,10307,6307424,53796
1992,10307,3852039,58114
1992,10307,927266,38884
1992,118211,1061972,35207
1992,367372,3619445,17274
1992,367372,5945736,34337
1992,886813,8953420,16144
1992,886813,6890702,9345
1992,886813,6755211,27922
1992,886813,1471505,9553
1992,886813,5741936,46795
1992,415318,4004538,4307
1992,415318,1628516,16226
1992,415318,3495423,5462
1992,415318,3250998,55595
1992,415318,5463335,53399
1992,415318,2190805,52276
1992,415318,4549965,20086
1992,100252,6820291,551
1992,100252,4824568,18726
1992,100252,6613265,20055
1992,100252,150014,34766
1992,659080,4359808,18514
1992,659080,911638,56595
1992,659080,4851417,56742
1992,659080,1650250,15378
1992,685330,409259,7455
1992,685330,8446604,8934
1992,685330,905360,27801
1992,685330,1145111,24437
1992,685330,7676381,58024
1992,391552,2143129,33636
1992,200566,2491027,40587
1992,770977,4825171,58966
1992,770977,3170186,16588
1992,758414,5475055,13236
1992,758414,631392,35040
1992,758414,3428358,1126
1992,758414,7481279,24273
1992,758414,5158610,10090
1992,557240,3590111,47296
1992,557240,5272960,14068
1992,557240,3345183,40828
1992,557240,4637655,34502
1992,557240,6612729,23017
1992,557240,5750727,21883
1992,557240,9052110,32855
1992,13028,4027164,18869
1992,13028,3404048,25945
1992,13028,6407006,29451
1992,13028,6300198,37530
1992,706472,5937369,10916
1992,706472,5073336,38309
1992,706472,6086484,52462
1992,774571,1954897,20024
1992,845383,4044429,13926
1992,845383,6062938,42319
1992,845383,4123048,2582
1992,845383,4977161,1942
1992,845383,8051455,46646
1992,845383,1992000,5544
1992,659371,3804757,40277
1992,659371,5127045,59176
1992,659371,7375320,55530
1992,659371,5100875,37556
1992,659371,3187847,55365
1992,659371,7743185,26460
1992,176537,2642428,43283
1992,176537,915022,7958
1992,176537,4765922,3986
1992,176537,8529160,20728
1992,836242,5886688,36989
1992,836242,1550348,58869
1992,836242,3033910,57213
1992,253579,6484597,40531
1992,253579,2766319,12132
1992,253579,4864108,19123
1992,253579,2726892,25943
1992,253579,2790846,50144
1992,637201,1824305,45249
1992,637201,3653638,50625
1992,637201,3322063,52703
1992,637201,1948232,47136
1992,637201,6822168,30572
1992,299860,4304689,19556
1992,299860,808684,48576
1992,299860,5847916,46240
1992,299860,5570382,32620
1992,145174,1568998,27431
1992,145174,1275558,50975
1992,117392,2828226,58425
1992,117392,7510842,46979
1992,117392,2889250,22804
1992,117392,4449690,32925
1992,732487,5943302,22691
1992,732487,3188998,55831
1992,253273,5291742,19873
1992,253273,1027694,32270
1992,602291,6560451,30488
1992,602291,2128618,59877
1992,602291,8827078,31967
1992,602291,3222515,17461
1992,602291,5569959,59036
1992,255815,4809360,49998
1992,255815,7396981,8117
1992,255815,4627362,28427
1992,780131,1511298,47525
1992,780131,2854904,27147
1992,780131,4788914,9949
1992,780131,3365138,36949
1992,780131,1086378,54312
1992,780131,2346025,29516
1992,780131,615390,48227
1992,555757,1885175,17300
1992,555757,116705,50685
1992,555757,3871739,27597
1992,555757,7708122,8103
1992,555757,112866,38278
1992,555757,3772199,3416
1992,612373,5331348,35213
1992,612373,931222,41759
1992,612373,547255,13484
1992,612373,734116,595
1992,50413,1779720,29395
1992,846301,4635628,7808
1992,846301,2790579,54219
1992,846301,1893752,30148
1992,846301,3393030,46382
1992,846301,450334,16336
1992,734425,3466815,653
1992,734425,5287493,47169
1992,734425,1039680,36857
1992,734425,1671996,13149
1992,734425,1546754,2982
