"d_year","lo_partkey","lo_revenue"
1998,113682,3744061
1996,60918,3827339
1992,189888,5219625
1992,124499,6873986
1992,186043,3353248
1997,184871,4363545
1997,152357,2782056
1998,94296,1660603
1998,153593,773897
1998,120024,4071678
1996,155233,1089842
1998,117107,5227065
1993,180829,5095399
1993,180589,1763076
1993,156162,3511955
1993,192894,2586930
1993,160122,2111266
1997,172326,929882
1992,64412,4509119
1997,178206,2242213
1994,199946,4050961
1993,166155,1276101
1997,177936,3335068
1997,164292,6180613
1997,41545,856247
1995,106423,560332
1994,148235,3015590
1997,24329,1710781
1994,25080,763860
1996,33679,7276367
1995,99368,3248847
1995,191125,766155
1995,167046,4210630
1998,71867,5130419
1996,567,810093
1995,91052,1764840
1997,117282,2174994
1997,186972,9986004
1997,111789,4058958
1997,68931,8751077
1992,114073,1043587
1992,132024,4663384
1993,67094,2626197
1993,39977,6072960
1998,50350,2038948
1998,92173,4960128
1998,134671,4847514
1993,89534,5580690
1996,83096,2460325
1992,12480,5820566
1995,127205,4761220
1995,67462,910566
1992,59905,6396607
1992,24603,834069
1993,154955,9245770
1997,114492,822543
1996,47706,6373359
1995,28443,5472045
1995,1887,2125189
1995,177660,2238106
1994,166156,733290
1998,179691,2868517
1998,182574,3892939
1995,177903,6863818
1997,152367,5737053
1997,148976,6074910
1997,154436,6376059
1995,42945,7102430
1996,172152,3452103
1994,46402,528572
1995,133479,4454224
1995,168802,7210063
1997,20267,683861
1997,94941,8827886
1997,945,4568701
1997,9920,6466937
1996,126590,1804114
1998,15419,1024826
1996,74452,813076
1996,103417,3408984
1995,29762,6428688
1996,125205,114408
1996,104383,3031425
1992,156948,2213453
1998,140291,5495565
1996,138267,877134
1993,151257,1130328
1996,145889,2465037
1996,7256,348975
1994,144131,2735702
1994,93430,4732904
1994,72971,8862559
1996,11731,3288745
1996,156496,6408678
1996,146555,2019554
1996,142048,310661
1992,77176,2895609
1993,198786,6200926
1994,113154,3650845
1994,167545,3749155
1994,124863,5859917
1996,30639,2641687
1994,26318,5121579
1994,68198,4198284
1992,26601,574377
1992,67102,894836
1994,149926,2252548
1994,114621,5358291
1992,129838,7531090
1997,45333,1321793
1998,103981,5057729
1996,67265,4821833
1994,196964,2712223
1997,98266,4892686
1994,139685,3549391
1994,70822,4840614
1997,36955,9175957
1996,35419,2210397
1992,183718,8918464
1996,177645,1688187
1996,39928,5091949
1994,52059,679425
1993,127615,3819068
1997,176272,1752751
1992,17074,192267
1992,154900,2877612
1998,78284,5743374
1998,118027,2915605
1994,100961,8934765
1996,121423,1051537
1998,83446,1493764
1995,84701,1085590
1992,54766,6211943
1992,77154,1382265
1992,126248,1089475
1993,34296,809530
1995,5410,5027497
1995,83083,1685472
1996,129342,6516607
1992,42203,1813996
1992,120984,6030979
1992,10356,506540
1993,134333,1640796
1997,112141,2147146
1995,74452,5135220
1993,93773,1558291
1993,26853,4634729
1993,114964,2701280
1994,140912,5999339
1994,104938,8377914
1994,83891,4960958
1998,126684,162514
1998,167256,5478255
1998,61740,166770
1998,58738,987496
1995,185076,2958406
1998,195180,3236406
1998,48123,4732208
1998,198956,2564577
1997,146773,535012
1997,179,2651520
1996,101751,6057504
1992,153894,1110297
1992,70175,3408025
1992,28768,8144448
1992,43483,4365028
1995,115933,3724405
1993,98974,1854591
1994,182496,5469467
1992,94137,1583582
1997,128562,7014369
1997,80066,2237522
1997,121616,1765343
1996,5267,2700887
1996,54140,4779203
1994,93343,4452684
1992,180897,7096669
1992,123364,3063290
1992,77764,5643302
1993,69541,143501
1993,63836,529150
1998,112406,5718988
1996,145112,2267935
1992,52103,3785698
1992,85867,1686102
1992,80721,5118773
1996,162721,2133329
1993,55426,4823918
1996,84638,5679205
1996,161026,1819671
1993,128795,3184337
1996,134871,2279420
1996,170995,5187700
1995,158467,4634347
1998,44868,8883014
1993,59018,3543615
1993,101013,3147487
1993,111463,2506582
1996,57879,6414350
1995,46446,132281
1993,70364,4591532
1993,13052,2995515
1997,188437,1644413
1993,117116,4320548
1996,167272,393745
1996,46470,3609165
1996,151328,3244160
1998,82868,6041207
1998,192434,3915292
1997,56668,2809037
1996,26169,2956932
1996,16135,5150537
1996,169075,1915173
1996,186950,4684985
1998,70290,2177781
1996,49371,3842276
1996,108837,2231608
1994,133323,2577008
1994,156347,4906076
1997,129445,4045863
1997,167173,6076833
1993,11457,3054380
1995,116509,2608605
1995,163647,964800
1993,93699,7241327
1993,16697,4586106
1993,12785,4842068
1997,100451,2873871
1994,104696,1700690
1994,13198,2900205
1995,132883,1341116
1997,81607,730756
1996,103013,4878880
1996,126264,1011563
1994,22609,5794042
1994,23236,3338582
1992,33578,4147748
1995,45085,4499389
1997,83413,502707
1993,45308,5702515
1993,90061,2582454
1994,174348,4480371
1995,159799,5765966
1995,149281,2421109
1992,147205,123967
1993,166759,4907616
1998,16224,2565495
1998,75465,3445580
1998,157535,7564517
1998,99455,4607697
1993,65700,299826
1992,125492,3532716
1995,87061,2986971
1996,6983,2267976
1995,174354,271386
1993,105425,1982562
1992,28480,6155057
1992,161536,4262210
1993,180671,1716636
1993,136884,6788389
1995,114332,2902687
1995,164877,2679780
1995,77611,6271832
1995,193153,3824434
1995,28573,3039177
1995,146785,4698515
1993,42253,2510025
1997,102402,2842505
1996,29760,5400472
1992,24410,400323
1992,148297,5593715
1996,8670,3940360
1994,145739,2543240
1994,117595,3338061
1992,655,7778250
1998,150928,575865
1993,125934,4182490
1993,198918,7051117
1993,88608,4789800
1993,30853,1161286
1992,91404,2386134
1992,115039,4806376
1995,147369,3424758
1995,21865,1994135
1998,120880,3725724
1993,112674,6240679
1992,155318,5405348
1994,176196,1913373
1994,72637,1925117
1994,132300,5393150
1994,28635,3821511
1994,160884,777952
1994,120379,1511319
1994,140013,3881394
1995,185277,1393602
1995,85076,1247818
1992,124948,6573836
1996,153805,2706412
1996,27255,3192075
1996,68651,4567413
1993,99183,1305126
1994,180193,5856674
1994,159170,2261672
1994,101316,894453
1992,138854,4576911
1992,114490,6255669
1995,3763,2123452
1995,86425,6235653
1997,25106,758889
1992,111966,735801
1994,62934,364210
1997,65504,1519463
1993,65685,3449921
1997,20711,3067614
1997,166826,899089
1996,77412,3001125
1993,101323,256918
1997,119834,7504303
1996,187861,6096034
1996,2968,6351909
1994,91710,8004843
1997,52680,2262894
1997,186367,6016910
1993,3059,2308920
1993,81070,2312354
1996,69769,4216493
1996,10662,7021926
1996,24644,7455745
1998,13505,2339106
1995,111936,4090653
1995,69479,3011369
1995,23054,3869118
1995,59018,4361372
1996,173015,2178196
1996,57050,2320243
1993,194274,6704523
1992,37443,3975667
1992,2643,703266
1992,90543,3421327
1992,65123,1919443
1992,45387,2849960
1992,90453,649552
1995,1537,4325659
1994,107152,3880834
1994,96715,1150269
1994,146763,6422838
1994,43770,1734335
1993,105266,2573030
1997,71785,4128433
1993,131450,3666588
1993,77158,2169271
1997,16662,6188347
1997,187516,288631
1993,47520,6759397
1997,64580,2248908
1995,57194,3246355
1994,43554,3679480
1992,6539,2792763
1993,89831,3925709
1992,127053,1277699
1997,40846,5771493
1992,63775,5120677
1995,91355,2601148
1996,197667,2682283
1996,174336,3173242
1993,45786,1714462
1997,187707,3829889
1992,102663,5696557
1992,68994,6642758
1992,180226,376191
1994,153443,879906
1993,80096,107609
1996,199532,5981188
1996,124205,1230429
1992,71780,1115883
1994,95677,157230
1994,41914,6829748
1996,43059,3829835
1997,37156,4328874
1994,148438,4239298
1994,184182,3598483
1994,139691,7646188
1994,35755,994161
1996,190710,162063
1997,20879,2591812
1997,35272,2856400
1992,94005,4153842
1995,137884,6296078
1993,20445,4877351
1995,104399,1714942
1995,89353,5678140
1992,170012,3534926
1995,187847,8099240
1995,199176,510068
1997,89208,5690291
1997,110107,4160080
1994,125386,3353438
1997,135173,1087353
1995,126515,4717020
1995,123260,826419
1995,71005,4403712
1996,126483,4347302
1996,183447,2035485
1996,172957,200965
1995,133853,4807693
1995,66486,422671
1996,180866,7137188
1996,119527,1650136
1996,78421,4867182
1996,117436,4985264
1997,136768,8143077
1997,68561,1453082
1994,170718,2468419
1995,983,4205043
1994,132484,6842357
1994,129270,3741897
1995,10655,5636340
1993,99796,8271408
1993,38930,7483195
1997,128298,755985
1997,85447,6804090
1994,108869,6065487
1994,146899,5720916
1993,197161,4931987
1993,76076,3029961
1997,105258,625308
1992,130897,366299
1994,129818,1164120
1998,24474,1971842
1992,136119,571779
1995,45478,1691082
1995,183399,4026171
1997,127163,1982806
1997,196483,2814633
1997,89318,5694642
1996,78411,2021591
1992,30350,5395394
1997,23297,710208
1997,145596,1697404
1994,24543,1793333
1993,193699,347781
1993,83314,3611711
1996,150350,4789197
1996,123620,4942365
1995,109433,4910031
1995,55334,3318735
1995,190226,4870014
1993,28873,3670409
1993,163239,515683
1994,196546,4878343
1996,116065,4823689
1997,139641,5875517
1996,151951,8526558
1995,174754,7821563
1995,176517,1319426
1993,12026,1410782
1993,194110,5369126
1994,99669,3804544
1992,127935,8018569
1997,136489,5531390
1997,79671,163416
1994,42462,1200813
1992,172225,5779115
1992,29968,6576431
1992,176451,7331760
1993,134811,2351561
1992,57413,911322
1998,44727,4664098
1993,118039,3047417
1992,147022,4021653
1998,89165,4778222
1998,129891,2581676
1998,145675,2360759
1997,193081,4487333
1998,15272,756290
1996,162663,2705834
1993,136294,2370576
1994,143595,4312768
1996,153991,2633947
1996,117993,4625277
1998,196085,2131849
1995,165817,5964742
1995,112383,6492703
1994,64236,4968952
1992,140995,9876587
1994,165409,2388528
1994,97412,1894247
1993,97021,2821951
1996,29895,3071289
1996,152897,1891393
1996,116305,4402571
1993,166578,5683633
1993,26279,4013549
1992,181036,1155009
1998,170416,6837486
1995,131307,1445364
1997,76048,285707
1994,156889,182912
1994,151821,7041803
1994,49764,1388145
1994,175794,538499
1992,161893,5200007
1997,14732,1037439
1997,484,4111905
1994,134522,301964
1992,23875,2619154
1992,45398,128965
1992,195390,4010553
1992,104773,4853312
1996,168467,2570360
1996,69266,5032449
1997,80973,4595737
1996,126650,6736779
1993,144635,7499547
1993,122502,1024464
1997,199696,1001995
1995,125689,6944454
1995,44020,3374070
1993,100739,6957180
1992,152987,8567916
1992,175693,8065226
1995,112842,1725001
1996,83519,5153609
1997,47321,3766910
1997,2904,5082809
1996,177038,3311639
1996,122533,2807731
1996,95557,1397295
1996,16818,5551392
1997,104963,771440
1992,87268,248541
1992,4076,4147656
1996,60454,2284336
1992,74526,6008082
1997,39841,983023
1997,98186,435778
1996,14650,6976774
1995,54773,1805519
1995,113466,3698650
1998,1652,3817318
1993,109529,4112463
1993,27679,6947241
1993,195196,840564
1993,63703,5333440
1993,46766,623444
1996,196654,5377996
1994,14060,4346255
1994,109059,1623436
1997,75789,1369469
1997,108491,6531778
1992,140221,2079751
1992,89682,6218649
1992,124947,579750
1995,182612,308419
1996,17736,7772531
1992,26850,4957411
1992,56025,1550992
1996,199417,6487201
1992,74738,6508374
1996,177966,8363884
1998,177535,4747288
1995,14238,2464619
1995,120218,4125715
1995,95661,5576317
1996,121668,2027592
1996,62498,6729937
1993,121535,1718409
1993,137027,4334817
1993,147061,1957942
1992,89349,3881186
1993,23149,2536683
1998,120696,2472033
1998,134922,1287653
1994,116403,387496
1996,128035,4996241
1997,142247,5396758
1997,144524,1977903
1995,74624,1582633
1992,124748,8863700
1992,150384,2997854
1998,195562,4409109
1998,18148,2089634
1998,197901,2546598
1992,130292,737837
1996,76837,8978458
1992,104911,3531022
1992,86273,5183155
1992,174787,8575358
1994,90271,494417
1998,68766,6494941
1998,139800,1573029
1996,162728,1950094
1996,166954,5129171
1997,105786,3225204
1994,14218,3124899
1994,50734,303251
1994,107393,4890161
1996,30531,6576885
1993,77506,140932
1992,88921,1995866
1998,120458,2825317
1995,46843,1610856
1994,159554,734165
1994,184028,404775
1992,93919,6511545
1996,131738,1040601
1997,166181,5737028
1997,189912,6021745
1995,134519,706847
1995,79692,3109343
1998,31484,5350514
1997,173191,5006192
1994,158586,2968466
1997,146971,8273677
1997,132711,2706237
1994,150851,3423330
1994,51060,4853088
1994,159632,3044934
1993,69731,3367445
1992,8334,6211650
1996,35516,3830534
1994,140072,4910901
1994,5035,4064689
1996,191361,1737022
1994,163673,4407668
1994,77425,1276202
1992,102050,4944635
1997,130682,6371169
1993,116732,4343845
1993,8362,4115966
1995,76977,734692
1993,115181,753593
1993,147087,1616064
1996,176323,2863008
1994,149038,929410
1996,89514,684097
1992,168393,5769567
1995,174085,1590257
1993,963,7642236
1993,188804,7160462
1994,140441,2493263
1994,121705,2199815
1994,30557,5087421
1993,5989,3714160
1993,184664,1573794
1998,107883,4490840
1998,118713,6145838
1996,6014,1590697
1996,72044,2267801
1996,33149,3116563
1993,91296,1261544
1996,87422,683568
1995,20152,1029264
1995,93698,3045042
1996,190170,2963919
1994,146614,4349137
1995,162043,2546012
1994,188714,6183295
1994,12164,2214737
1993,33646,3983852
1995,164646,7798807
1995,110831,8564509
1995,45569,1114716
1998,21704,3514763
1996,77934,2569633
1992,30527,2040528
1992,55426,2055552
1992,121133,2574864
1992,67134,654071
1994,76824,5532119
1996,24334,3051450
1998,45160,1889823
1992,82750,4609115
1996,2282,2449091
1995,111623,2280294
1994,70799,2601591
1995,149461,2960501
1993,129151,3363427
1996,109282,495851
1997,39444,830064
1996,195742,7409767
1992,149235,818054
1992,188967,9066783
1992,135959,3375455
1997,144309,4325146
1997,151303,1354300
1996,35345,2262360
1996,182667,4440637
1996,22952,6183585
1994,85483,3766651
1996,75666,2229374
1994,59660,2740464
1992,30832,7541386
1997,49947,3824231
1997,101252,117805
1994,156025,2702550
1994,121042,3189120
1992,22746,767620
1992,54770,6592070
1992,103352,2497910
1993,33087,1342425
1992,115397,5084604
1997,140928,7285004
1997,119727,2655014
1993,99357,520838
1996,13595,3017180
1996,76404,4063897
1996,108935,5054218
1994,149123,2783785
1995,31326,5552325
1997,96074,5136336
1997,139725,1369422
1993,160733,2121982
1993,44935,8658957
1998,43748,5785750
1997,147067,4817195
1997,142559,2882790
1993,130042,2851626
1997,49975,2656458
1997,122478,135042
1992,146436,6270678
1996,80476,6262821
1996,109830,8036377
1992,153471,1756189
1992,62376,5661305
1992,96432,285686
1994,49942,2781151
1997,89040,2319456
1997,7083,4098931
1993,122882,3402115
1993,85245,3985977
1995,179246,1781122
1995,185660,7258454
1995,158325,6224940
1993,155669,6125992
1996,81957,7587111
1998,5424,4597134
1998,159077,522592
1992,23568,4823705
1992,100832,7171863
1995,34465,5701400
1994,47932,187993
1996,116520,3033090
1996,147020,3687621
1997,118468,2943190
1998,175958,5023856
1997,127706,1331481
1996,54412,4880816
1997,10977,8881010
1993,137325,5874323
1993,93195,5531024
1994,114713,7083611
1994,182828,1324198
1992,82747,7065987
1994,49720,4813802
1994,30026,3996163
1995,43529,270943
1996,140986,2582372
1996,138978,7394212
1996,2202,4436675
1995,30616,5304872
1995,165076,2738568
1992,19583,1230613
1998,57236,3240812
1995,43086,2395698
1997,185301,4899184
1995,1004,3696925
1997,196554,2429609
1997,71942,5397310
1992,34544,1632308
1994,107714,4493663
1996,43282,4348518
1998,18176,610546
1993,108881,1217082
1993,161238,4274466
1997,16638,2338163
1997,142875,2523916
1996,3482,748159
1994,60778,6572550
1997,78172,4600680
1997,172292,3388896
1995,198787,7467688
1993,43349,3846003
1992,54879,2169468
1992,403,1090945
1992,158141,4170608
1998,28027,3552674
1998,53078,200027
1993,67051,3787146
1992,160014,1181411
1994,143016,3180207
1998,157234,2521772
1998,15990,4574376
1996,82716,6590994
1995,170692,3553583
1993,12496,1971886
1993,177295,5804786
1992,47878,1593984
1992,183763,6947511
1996,182422,1369022
1997,79222,2330366
1996,118847,4244786
1993,159024,604325
1994,196663,512061
1994,99849,8319780
1994,155719,5963025
1993,19300,5496604
1993,23375,3426398
1998,8827,4947087
1993,120083,432407
1993,18521,5306070
1993,77667,1480194
1995,43012,1701827
1994,171660,4535217
1994,86234,2086593
1996,20138,3216715
1996,168653,6662785
1996,137649,6889924
1997,186280,4552444
1997,175324,1158636
1997,61015,2904605
1996,86747,7975204
1996,150710,1158547
1996,126750,7846128
1996,6317,2874778
1996,73859,7840932
1996,105591,3285782
1996,66291,2896796
1998,159226,3526643
1998,99323,6283664
1992,168511,5702031
1995,69821,3062302
1996,46670,2195437
1996,65175,1769543
1994,137834,7665143
1998,111779,7800594
1998,181490,1400197
1996,139680,4797907
1998,128097,1330981
1995,131928,6961635
1992,15283,4843447
1992,1884,4243250
1994,43599,6525155
1994,158786,7010164
1997,194960,3592070
1997,138287,3376813
1994,59754,6956111
1994,667,855942
1994,147375,1058243
1997,174993,1178754
1997,101749,4632458
1997,132375,6283907
1994,151733,7635074
1993,182806,5741952
1993,13894,2303251
1993,136244,6017128
1997,60967,2982554
1998,148631,1105196
1998,37444,1168698
1995,99882,5476270
1996,72131,1712057
1998,63777,3008050
1998,186619,4963325
1998,102134,2377920
1998,163706,514982
1998,111610,5977254
1996,190330,255659
1996,73475,4588752
1996,42828,6224432
1994,152739,6638359
1992,15003,3304800
1992,147996,1316329
1992,160181,2234124
1992,153937,1337904
1997,174988,9592857
1997,190867,6265152
1995,76129,1709620
1994,27331,3173508
1996,89515,4844522
1997,173158,5380125
1994,89216,944884
1994,189693,4059185
1997,70338,5569560
1992,128103,3949801
1993,1377,2151496
1992,4379,492814
1992,195254,3271931
1992,89590,4896729
1996,22049,96132
1993,171973,7713626
1995,150639,7865227
1995,76162,2692886
1993,198958,5759460
1997,192204,816606
1997,160711,1998488
1995,143448,5132045
1995,32704,3888799
1998,2031,4388973
1998,127959,5257469
1996,118781,1025874
1998,189394,6070031
1993,78060,1121104
1995,179638,6709062
1996,49343,4807504
1996,52412,777713
1998,195623,2629488
1995,23148,4820130
1994,12532,930277
1994,196113,3869152
1994,65054,2682139
1998,172113,5176560
1998,158867,2097261
1994,199424,4725648
1994,114241,4965729
1992,67926,2909061
1997,140766,650433
1994,10412,5596439
1994,39855,3672263
1998,197607,2290982
1995,154204,4359663
1995,68813,3848709
1992,27523,1969806
1992,50184,5165055
1993,114562,851342
1997,118226,915745
1994,124875,2918200
1992,126297,4573290
1992,118944,2322158
1992,81009,4752000
1996,61698,7319232
1994,63757,2973456
1997,18656,1303810
1994,159784,5240022
1994,38390,5077106
1993,976,4504728
1993,191241,2374051
1993,187206,3972710
1993,57216,1387907
1995,152742,2216503
1995,179432,3267711
1995,109048,2255723
1992,3476,376595
1992,15097,98172
1993,64161,5347885
1995,135500,3427236
1995,138431,3927786
1997,163040,3026741
1995,194268,2670029
1996,52816,2603688
1998,92220,5524086
1994,137391,6159217
1992,144311,805054
1995,118626,4558886
1995,135628,3440366
1997,149368,2525735
1995,154853,8507103
1996,143021,4692328
1997,35546,134820
1995,73204,5827140
1995,10003,3779820
1995,199675,2839472
1994,151842,7736336
1994,140124,3072112
1996,73535,1372762
1992,96438,913731
1994,67031,1670702
1995,126658,2425896
1994,101507,5412498
1994,12126,3122664
1994,195560,6158683
1994,166900,542864
1995,191730,4913205
1995,195376,582662
1997,82876,4554231
1996,174017,1963818
1995,151742,7339984
1995,115413,1576964
1998,170036,5202765
1998,168355,3589688
1995,189022,1616534
1995,84080,2349488
1995,130092,1279182
1997,189879,4943832
1992,100851,4311106
1992,82015,4586246
1992,170700,1450203
1993,28184,3002886
1993,188401,5489928
1996,176383,2689637
1996,81017,889226
1997,47434,2388492
1994,37634,3960507
1994,84118,2327656
1992,122718,8273594
1995,47185,3605993
1995,35673,2026924
1997,1933,2730375
1997,75606,2192097
1994,108364,6389708
1994,58278,4119251
1996,149854,1713465
1996,121740,6192516
1995,70841,1376998
1995,161803,8772019
1998,180616,5759990
1995,112953,3935831
1994,169069,788675
1996,92269,5927922
1996,157852,5372408
1995,77162,5300511
1995,8614,4135408
1994,8816,6488735
1994,157027,3295420
1996,136819,6183558
1998,16023,371851
1998,28371,5196180
1998,102339,965757
1995,88439,4646284
1994,145228,3231432
1996,76322,3330190
1992,18066,633734
1992,124723,4502126
1993,187829,8376503
1996,29613,3122242
1998,99466,6612155
1998,143420,6193193
1995,17354,5438835
1994,10726,4170362
1994,86655,7249526
1993,120921,5181042
1995,22435,6379921
1993,142165,4800875
1992,14977,8803336
1992,127834,3351294
1996,72530,6558543
1996,8790,6939557
1998,197475,2898062
1998,134453,3674001
1996,188317,1335044
1998,43216,2023980
1998,70056,4776262
1994,4714,3043174
1994,14722,7620568
1998,120548,4522100
1993,43767,6663410
1993,176520,3017422
1997,120953,1113307
1994,91964,9200835
1995,182641,5867270
1997,192322,3945952
1997,146299,5943491
1994,77652,6955346
1994,114599,293673
1992,183382,3619488
1992,96360,3390900
1992,80101,1643272
1992,114358,2717253
1995,69430,2379031
1995,99924,1846963
1996,53526,1225042
1998,82325,2329644
1995,114599,2202550
1998,154354,4816557
1995,128016,686958
1995,29633,3369030
1992,31044,477769
1994,110495,990612
1998,13949,350232
1995,103678,7037788
1998,44124,4668752
1995,123334,3909110
1997,141485,3056012
1996,150486,4818401
1993,42214,2705531
1992,152792,3757837
1997,40152,4621978
1997,29313,4914578
1996,70291,5864998
1996,177846,8680366
1996,65552,6555816
1992,179508,1676400
1997,25976,1506360
1997,176169,1725791
1997,20758,4112937
1995,184102,2118374
1995,9799,2176998
1995,77014,4564592
1995,161501,4243750
1993,74778,7887465
1992,106180,822022
1992,71009,2916480
1994,101439,1814941
1994,105549,5941451
1995,145099,2288180
1998,101427,4073853
1994,194380,1073348
1994,143540,1396682
1997,106876,2447731
1997,85878,1789315
1995,78154,1537459
1995,190997,8268440
1992,37775,308298
1992,8679,4921777
1993,24435,2149258
1994,103011,2504604
1994,134067,4505537
1994,69846,544752
1998,167650,7992225
1996,69644,3751713
1993,134086,2933489
1993,174315,5001516
1998,167979,9006668
1992,134091,4140331
1998,101955,9017625
1998,37664,2477768
1998,2131,4122188
1994,131321,4430200
1994,97727,1134865
1994,70681,2973024
1997,23024,89019
1992,33895,6496217
1992,58169,2359145
1994,26080,4627968
1993,33033,3087431
1998,59801,7247452
1996,42220,2556884
1996,170427,6438906
1996,117754,8858750
1996,169647,7261387
1994,189027,3499838
1993,21571,4395618
1994,185511,2972701
1995,192358,3446031
1995,98376,4521677
1995,71468,558510
1998,49267,113112
1998,152040,2293284
1998,40833,1548553
1997,151553,1078257
1997,108973,1458729
1992,188162,2415309
1992,20721,4833223
1992,841,4596715
1993,193102,4427845
1994,3674,3896844
1997,191113,4508187
1993,104411,2554815
1993,107124,5099088
1992,56480,1830075
1992,45423,2256524
1996,37389,3083833
1994,103296,3141683
1994,192252,1317365
1995,163281,645254
1997,76182,639315
1992,21347,1400247
1992,46146,4216752
1994,155831,6696359
1996,28284,4468464
1994,130281,5769632
1996,186541,458966
1997,71333,4366896
1992,125622,1898058
1992,128771,496736
1992,111087,3025210
1997,26658,1020514
1994,19112,395946
1994,197025,3141656
1992,121088,5380147
1992,113575,915016
1993,74760,6661478
1996,112212,225254
1996,144679,2061509
1993,144247,4276586
1993,160667,6516733
1997,47858,7078932
