"lo_orderdate","lo_partkey","lo_revenue"
19980703,179124,2148772
19980421,197250,1859205
19980621,97851,2433086
19920426,181815,2253410
19930302,197203,4420680
19930302,187016,441204
19930302,169700,3907497
19980531,84489,4125744
19980707,90396,2775552
19941223,95395,1918738
19980523,180119,4255641
19950617,6983,2041178
19950617,77402,1631830
19930926,99317,618665
19951204,119813,340902
19950318,31640,2263161
19950318,107093,2178178
19920218,25641,1706070
19950105,131708,3040995
19930312,198375,288780
19950705,56623,4260235
19950705,46414,1616167
19950705,75351,3172629
19960620,90335,508926
19920419,47411,3097174
19980129,133708,3135060
19980129,43152,1793855
19970817,129655,5555975
19970817,79304,4232323
19930504,168398,4537010
19920609,24498,3687094
19970112,46068,3504591
19951115,96392,5997844
19951115,54591,6755773
19951115,189917,5470836
19930309,108889,2066791
19950320,125704,2091207
19930603,160159,1020428
19980408,84976,713793
19980408,70776,656785
19940727,110509,428499
19940727,164836,4470752
19950707,8238,3706907
19921002,73036,1327883
19941217,17295,5241941
19941217,163239,6315815
19921207,146052,5217933
19920805,48267,2739196
19920805,12132,2762767
19950604,25276,4427881
19950604,196988,5691995
19940506,35276,2976090
19940526,193152,862888
19950515,107207,2331264
19980430,179337,2502655
19980430,116560,6489120
19980430,21218,4497601
19920621,58957,7462625
19950910,2145,2756072
19940420,30745,770840
19940420,130471,3378307
19950531,128707,4471163
19950531,65736,4211781
19970519,47438,2284574
19941126,141752,5112187
19971223,43565,4055009
19971223,20829,8402635
19920603,155942,7989762
19940101,127811,334663
19940901,164788,4928394
19940901,186928,5059464
19920220,84143,2295984
19930426,139555,3520766
19930221,163141,1311308
19930221,109815,2832105
19930221,71383,3486174
19920521,106899,5317433
19971115,21522,707324
19970731,60434,4693651
19970113,199422,7150674
19980730,197704,163954
19941027,121039,2618274
19980128,146694,2266378
19950919,174304,897273
19940814,8646,3361131
19960418,168992,10304950
19960418,135360,3555377
19920215,142724,5148222
19920215,574,5160995
19920215,35462,2465119
19961019,32488,2923347
19961019,194006,4527600
19961019,46115,1952442
19980114,159850,2593576
19960630,156084,2622184
19920918,97431,1414145
19971026,163940,1332620
19921120,130451,2155509
19940409,104889,5514978
19921207,74067,4497379
19920426,59148,4633380
19920419,80049,4203628
19920419,68229,323249
19930205,71266,1351087
19930205,7554,3724029
19920102,55368,3131069
19971030,77902,6293905
19971030,98778,5982384
19930126,113918,3487097
19941211,137813,5680135
19941211,151357,1775929
19941211,77886,7213215
19920229,22493,1902418
19920229,58316,2421189
19960107,177427,7371658
19920601,142274,5863982
19940513,109303,5066790
19980627,113682,3744061
19960927,60918,3827339
19920416,189888,5219625
19920618,124499,6873986
19920618,186043,3353248
19970620,184871,4363545
19970620,152357,2782056
19980418,94296,1660603
19980424,153593,773897
19980424,120024,4071678
19960309,155233,1089842
19980525,117107,5227065
19930817,180829,5095399
19930817,180589,1763076
19930817,156162,3511955
19930427,192894,2586930
19930427,160122,2111266
19971226,172326,929882
19921231,64412,4509119
19970412,178206,2242213
19941221,199946,4050961
19930313,166155,1276101
19970614,177936,3335068
19970614,164292,6180613
19970614,41545,856247
19950816,106423,560332
19940529,148235,3015590
19970306,24329,1710781
19940705,25080,763860
19961216,33679,7276367
19950110,99368,3248847
19950110,191125,766155
19950110,167046,4210630
19980216,71867,5130419
19961006,567,810093
19950109,91052,1764840
19971112,117282,2174994
19971112,186972,9986004
19971112,111789,4058958
19970824,68931,8751077
19920828,114073,1043587
19920921,132024,4663384
19931014,67094,2626197
19931014,39977,6072960
19980410,50350,2038948
19980410,92173,4960128
19980410,134671,4847514
19930708,89534,5580690
19960917,83096,2460325
19920215,12480,5820566
19950618,127205,4761220
19950310,67462,910566
19920805,59905,6396607
19920805,24603,834069
19930915,154955,9245770
19970220,114492,822543
19961212,47706,6373359
19950913,28443,5472045
19950913,1887,2125189
19950913,177660,2238106
19940827,166156,733290
19980424,179691,2868517
19980424,182574,3892939
19951014,177903,6863818
19970617,152367,5737053
19970813,148976,6074910
19970813,154436,6376059
19950820,42945,7102430
19960303,172152,3452103
19940508,46402,528572
19951018,133479,4454224
19951018,168802,7210063
19971010,20267,683861
19971010,94941,8827886
19970712,945,4568701
19970712,9920,6466937
19960727,126590,1804114
19980108,15419,1024826
19961007,74452,813076
19961007,103417,3408984
19950507,29762,6428688
19960522,125205,114408
19960522,104383,3031425
19920519,156948,2213453
19980724,140291,5495565
19960106,138267,877134
19931129,151257,1130328
19960512,145889,2465037
19960517,7256,348975
19940820,144131,2735702
19940820,93430,4732904
19940820,72971,8862559
19961029,11731,3288745
19961029,156496,6408678
19961029,146555,2019554
19961029,142048,310661
19920325,77176,2895609
19931109,198786,6200926
19940319,113154,3650845
19940319,167545,3749155
19940319,124863,5859917
19960507,30639,2641687
19940307,26318,5121579
19940505,68198,4198284
19920416,26601,574377
19920416,67102,894836
19940508,149926,2252548
19940508,114621,5358291
19920320,129838,7531090
19970411,45333,1321793
19980224,103981,5057729
19961218,67265,4821833
19940326,196964,2712223
19971030,98266,4892686
19940118,139685,3549391
19940118,70822,4840614
19970707,36955,9175957
19960907,35419,2210397
19920305,183718,8918464
19960131,177645,1688187
19960131,39928,5091949
19940316,52059,679425
19931130,127615,3819068
19970531,176272,1752751
19920420,17074,192267
19920920,154900,2877612
19980721,78284,5743374
19980721,118027,2915605
19941216,100961,8934765
19960816,121423,1051537
19980513,83446,1493764
19950715,84701,1085590
19920315,54766,6211943
19920315,77154,1382265
19920506,126248,1089475
19931115,34296,809530
19951207,5410,5027497
19951207,83083,1685472
19960318,129342,6516607
19920413,42203,1813996
19920608,120984,6030979
19920608,10356,506540
19930904,134333,1640796
19970705,112141,2147146
19950110,74452,5135220
19930317,93773,1558291
19930317,26853,4634729
19930317,114964,2701280
19941019,140912,5999339
19941019,104938,8377914
19941019,83891,4960958
19980131,126684,162514
19980131,167256,5478255
19980131,61740,166770
19980131,58738,987496
19950116,185076,2958406
19980523,195180,3236406
19980523,48123,4732208
19980523,198956,2564577
19970426,146773,535012
19970426,179,2651520
19960820,101751,6057504
19921003,153894,1110297
19920914,70175,3408025
19920906,28768,8144448
19920906,43483,4365028
19950419,115933,3724405
19930313,98974,1854591
19940603,182496,5469467
19921110,94137,1583582
19970120,128562,7014369
19970120,80066,2237522
19970120,121616,1765343
19960907,5267,2700887
19960914,54140,4779203
19940405,93343,4452684
19920710,180897,7096669
19920710,123364,3063290
19920116,77764,5643302
19930115,69541,143501
19930115,63836,529150
19980505,112406,5718988
19960616,145112,2267935
19920306,52103,3785698
19920306,85867,1686102
19920306,80721,5118773
19960527,162721,2133329
19930413,55426,4823918
19961214,84638,5679205
19961214,161026,1819671
19930904,128795,3184337
19960429,134871,2279420
19960429,170995,5187700
19950102,158467,4634347
19980425,44868,8883014
19930126,59018,3543615
19930126,101013,3147487
19930126,111463,2506582
19960920,57879,6414350
19950502,46446,132281
19930530,70364,4591532
19930820,13052,2995515
19971121,188437,1644413
19931029,117116,4320548
19961120,167272,393745
19961120,46470,3609165
19960906,151328,3244160
19980411,82868,6041207
19980411,192434,3915292
19970313,56668,2809037
19961223,26169,2956932
19961223,16135,5150537
19961028,169075,1915173
19961028,186950,4684985
19980619,70290,2177781
19960713,49371,3842276
19960713,108837,2231608
19940822,133323,2577008
19940822,156347,4906076
19970427,129445,4045863
19970427,167173,6076833
19930221,11457,3054380
19950911,116509,2608605
19950911,163647,964800
19930421,93699,7241327
19930421,16697,4586106
19930715,12785,4842068
19971123,100451,2873871
19940306,104696,1700690
19940306,13198,2900205
19950716,132883,1341116
19970609,81607,730756
19961126,103013,4878880
19961126,126264,1011563
19940109,22609,5794042
19940109,23236,3338582
19920827,33578,4147748
19950924,45085,4499389
19970525,83413,502707
19930620,45308,5702515
19930620,90061,2582454
19941120,174348,4480371
19951011,159799,5765966
19951011,149281,2421109
19920801,147205,123967
19931119,166759,4907616
19980228,16224,2565495
19980228,75465,3445580
19980227,157535,7564517
19980227,99455,4607697
19930305,65700,299826
19921217,125492,3532716
19951214,87061,2986971
19960305,6983,2267976
19950908,174354,271386
19931022,105425,1982562
19921024,28480,6155057
19921024,161536,4262210
19930504,180671,1716636
19930504,136884,6788389
19951017,114332,2902687
19951017,164877,2679780
19951017,77611,6271832
19951017,193153,3824434
19950923,28573,3039177
19950923,146785,4698515
19931218,42253,2510025
19970104,102402,2842505
19960821,29760,5400472
19920124,24410,400323
19920124,148297,5593715
19960904,8670,3940360
19940409,145739,2543240
19940521,117595,3338061
19921127,655,7778250
19980419,150928,575865
19931119,125934,4182490
19931119,198918,7051117
19931130,88608,4789800
19931130,30853,1161286
19920207,91404,2386134
19920207,115039,4806376
19950720,147369,3424758
19950720,21865,1994135
19980712,120880,3725724
19931125,112674,6240679
19920322,155318,5405348
19940922,176196,1913373
19940819,72637,1925117
19941010,132300,5393150
19941010,28635,3821511
19940419,160884,777952
19941212,120379,1511319
19940520,140013,3881394
19950909,185277,1393602
19950909,85076,1247818
19920310,124948,6573836
19960430,153805,2706412
19960430,27255,3192075
19960430,68651,4567413
19930116,99183,1305126
19940627,180193,5856674
19940627,159170,2261672
19940627,101316,894453
19920315,138854,4576911
19920315,114490,6255669
19950822,3763,2123452
19950822,86425,6235653
19971012,25106,758889
19920919,111966,735801
19941113,62934,364210
19970526,65504,1519463
19930303,65685,3449921
19971209,20711,3067614
19971209,166826,899089
19960908,77412,3001125
19931210,101323,256918
19970924,119834,7504303
19960103,187861,6096034
19960205,2968,6351909
19940823,91710,8004843
19970706,52680,2262894
19970706,186367,6016910
19931210,3059,2308920
19931210,81070,2312354
19960827,69769,4216493
19960323,10662,7021926
19960914,24644,7455745
19980729,13505,2339106
19950319,111936,4090653
19950319,69479,3011369
19951108,23054,3869118
19951108,59018,4361372
19960126,173015,2178196
19960126,57050,2320243
19930505,194274,6704523
19921030,37443,3975667
19920927,2643,703266
19920927,90543,3421327
19920927,65123,1919443
19920425,45387,2849960
19920425,90453,649552
19951130,1537,4325659
19940130,107152,3880834
19940130,96715,1150269
19940108,146763,6422838
19940108,43770,1734335
19930723,105266,2573030
19970806,71785,4128433
19930212,131450,3666588
19930212,77158,2169271
19970912,16662,6188347
19970912,187516,288631
19930916,47520,6759397
19970112,64580,2248908
19950825,57194,3246355
19940209,43554,3679480
19920409,6539,2792763
19930217,89831,3925709
19920130,127053,1277699
19971109,40846,5771493
19920603,63775,5120677
19951115,91355,2601148
19960207,197667,2682283
19960207,174336,3173242
19930702,45786,1714462
19971105,187707,3829889
19920411,102663,5696557
19920411,68994,6642758
19921009,180226,376191
19941024,153443,879906
19930221,80096,107609
19961102,199532,5981188
19961102,124205,1230429
19920627,71780,1115883
19940625,95677,157230
19940625,41914,6829748
19960301,43059,3829835
19970528,37156,4328874
19941019,148438,4239298
19941019,184182,3598483
19941019,139691,7646188
19941019,35755,994161
19960417,190710,162063
19971214,20879,2591812
19971214,35272,2856400
19921119,94005,4153842
19950703,137884,6296078
19930521,20445,4877351
19951015,104399,1714942
19951015,89353,5678140
19920823,170012,3534926
19950729,187847,8099240
19950923,199176,510068
19970621,89208,5690291
19970621,110107,4160080
19941109,125386,3353438
19970518,135173,1087353
19951028,126515,4717020
19951028,123260,826419
19950704,71005,4403712
19960505,126483,4347302
19960505,183447,2035485
19960923,172957,200965
19950228,133853,4807693
19950228,66486,422671
19960821,180866,7137188
19960331,119527,1650136
19960331,78421,4867182
19960407,117436,4985264
19970106,136768,8143077
19970106,68561,1453082
19941212,170718,2468419
19950427,983,4205043
19941222,132484,6842357
19940728,129270,3741897
19951003,10655,5636340
19930131,99796,8271408
19930131,38930,7483195
19970517,128298,755985
19970526,85447,6804090
19941124,108869,6065487
19941124,146899,5720916
19930404,197161,4931987
19930404,76076,3029961
19970804,105258,625308
19921026,130897,366299
19940926,129818,1164120
19980407,24474,1971842
19920503,136119,571779
19951222,45478,1691082
19951222,183399,4026171
19970621,127163,1982806
19970423,196483,2814633
19970423,89318,5694642
19960707,78411,2021591
19920923,30350,5395394
19970811,23297,710208
19970811,145596,1697404
19941123,24543,1793333
19931205,193699,347781
19931205,83314,3611711
19960510,150350,4789197
19960510,123620,4942365
19950319,109433,4910031
19950513,55334,3318735
19950513,190226,4870014
19931208,28873,3670409
19931208,163239,515683
19940216,196546,4878343
19960319,116065,4823689
19971213,139641,5875517
19961120,151951,8526558
19951127,174754,7821563
19951127,176517,1319426
19930617,12026,1410782
19930617,194110,5369126
19940706,99669,3804544
19920528,127935,8018569
19970225,136489,5531390
19970225,79671,163416
19940327,42462,1200813
19920603,172225,5779115
19921006,29968,6576431
19921210,176451,7331760
19930720,134811,2351561
19920117,57413,911322
19980707,44727,4664098
19930203,118039,3047417
19920102,147022,4021653
19980507,89165,4778222
19980507,129891,2581676
19980501,145675,2360759
19970819,193081,4487333
19980603,15272,756290
19961023,162663,2705834
19930929,136294,2370576
19940911,143595,4312768
19960820,153991,2633947
19960820,117993,4625277
19980228,196085,2131849
19950430,165817,5964742
19950430,112383,6492703
19940427,64236,4968952
19921120,140995,9876587
19940408,165409,2388528
19940408,97412,1894247
19930526,97021,2821951
19960620,29895,3071289
19960824,152897,1891393
19960824,116305,4402571
19931206,166578,5683633
19931206,26279,4013549
19920917,181036,1155009
19980416,170416,6837486
19950222,131307,1445364
19970826,76048,285707
19941005,156889,182912
19941005,151821,7041803
19941005,49764,1388145
19941005,175794,538499
19920409,161893,5200007
19970104,14732,1037439
19970104,484,4111905
19941229,134522,301964
19920426,23875,2619154
19920426,45398,128965
19920426,195390,4010553
19920426,104773,4853312
19960906,168467,2570360
19960906,69266,5032449
19970910,80973,4595737
19960802,126650,6736779
19930521,144635,7499547
19930521,122502,1024464
19970323,199696,1001995
19951123,125689,6944454
19951123,44020,3374070
19931221,100739,6957180
19920528,152987,8567916
19920819,175693,8065226
19950317,112842,1725001
19961107,83519,5153609
19971130,47321,3766910
19971130,2904,5082809
19960214,177038,3311639
19960829,122533,2807731
19961009,95557,1397295
19961009,16818,5551392
19970514,104963,771440
19920327,87268,248541
19920327,4076,4147656
19960305,60454,2284336
19920104,74526,6008082
19970408,39841,983023
19970408,98186,435778
19961120,14650,6976774
19950104,54773,1805519
19950104,113466,3698650
19980226,1652,3817318
19930602,109529,4112463
19931114,27679,6947241
19931114,195196,840564
19930324,63703,5333440
19930324,46766,623444
19961010,196654,5377996
19940609,14060,4346255
19940609,109059,1623436
19970127,75789,1369469
19970127,108491,6531778
19921007,140221,2079751
19921007,89682,6218649
19920513,124947,579750
19950612,182612,308419
19960915,17736,7772531
19920703,26850,4957411
19920703,56025,1550992
19961105,199417,6487201
19920703,74738,6508374
19960310,177966,8363884
19980130,177535,4747288
19950529,14238,2464619
19950112,120218,4125715
19950112,95661,5576317
19960820,121668,2027592
19960820,62498,6729937
19930821,121535,1718409
19930821,137027,4334817
19930821,147061,1957942
19920210,89349,3881186
19930228,23149,2536683
19980419,120696,2472033
19980419,134922,1287653
19940109,116403,387496
19960813,128035,4996241
19970616,142247,5396758
19970616,144524,1977903
19950224,74624,1582633
19920304,124748,8863700
19920405,150384,2997854
19980316,195562,4409109
19980316,18148,2089634
19980316,197901,2546598
19920109,130292,737837
19960820,76837,8978458
19920815,104911,3531022
19920815,86273,5183155
19920815,174787,8575358
19940718,90271,494417
19980313,68766,6494941
19980313,139800,1573029
19961027,162728,1950094
19961027,166954,5129171
19971126,105786,3225204
19940930,14218,3124899
19940930,50734,303251
19940930,107393,4890161
19961116,30531,6576885
19930303,77506,140932
19920713,88921,1995866
19980206,120458,2825317
19951023,46843,1610856
19940505,159554,734165
19940505,184028,404775
19920630,93919,6511545
19960612,131738,1040601
19970404,166181,5737028
19970404,189912,6021745
19950522,134519,706847
19950522,79692,3109343
19980208,31484,5350514
19970715,173191,5006192
19941001,158586,2968466
19970401,146971,8273677
19970401,132711,2706237
19940202,150851,3423330
19940202,51060,4853088
19940202,159632,3044934
19931011,69731,3367445
19920307,8334,6211650
19961224,35516,3830534
19941113,140072,4910901
19941113,5035,4064689
19960315,191361,1737022
19940430,163673,4407668
19940430,77425,1276202
19920317,102050,4944635
19970807,130682,6371169
19930117,116732,4343845
19930117,8362,4115966
19950729,76977,734692
19930823,115181,753593
19930823,147087,1616064
19960628,176323,2863008
19941229,149038,929410
19960814,89514,684097
19920913,168393,5769567
19951201,174085,1590257
19931115,963,7642236
19931115,188804,7160462
19940925,140441,2493263
19940925,121705,2199815
19940617,30557,5087421
19930920,5989,3714160
19930920,184664,1573794
19980305,107883,4490840
19980305,118713,6145838
19960422,6014,1590697
19960422,72044,2267801
19960422,33149,3116563
19930827,91296,1261544
19960101,87422,683568
19950227,20152,1029264
19950227,93698,3045042
19960618,190170,2963919
19940514,146614,4349137
19951107,162043,2546012
19940419,188714,6183295
19940419,12164,2214737
19931125,33646,3983852
19950901,164646,7798807
19950901,110831,8564509
19950901,45569,1114716
19980802,21704,3514763
19960816,77934,2569633
19920322,30527,2040528
19920322,55426,2055552
19921229,121133,2574864
19921229,67134,654071
19941001,76824,5532119
19960108,24334,3051450
19980506,45160,1889823
19920408,82750,4609115
19960705,2282,2449091
19950414,111623,2280294
19940914,70799,2601591
19951223,149461,2960501
19930420,129151,3363427
19960125,109282,495851
19970123,39444,830064
19960208,195742,7409767
19920425,149235,818054
19920425,188967,9066783
19920425,135959,3375455
19970109,144309,4325146
19971204,151303,1354300
19960512,35345,2262360
19960912,182667,4440637
19960912,22952,6183585
19941025,85483,3766651
19961218,75666,2229374
19940510,59660,2740464
19921111,30832,7541386
19970607,49947,3824231
19970807,101252,117805
19940926,156025,2702550
19940926,121042,3189120
19920822,22746,767620
19920917,54770,6592070
19920917,103352,2497910
19931018,33087,1342425
19920630,115397,5084604
19971231,140928,7285004
19971231,119727,2655014
19931004,99357,520838
19960229,13595,3017180
19960229,76404,4063897
19960229,108935,5054218
19941117,149123,2783785
19950714,31326,5552325
19970217,96074,5136336
19970217,139725,1369422
19930525,160733,2121982
19930525,44935,8658957
19980406,43748,5785750
19970728,147067,4817195
19970728,142559,2882790
19931021,130042,2851626
19970217,49975,2656458
19970217,122478,135042
19920510,146436,6270678
19960106,80476,6262821
19960106,109830,8036377
19920111,153471,1756189
19920111,62376,5661305
19921114,96432,285686
19941202,49942,2781151
19970215,89040,2319456
19970803,7083,4098931
19931110,122882,3402115
19930106,85245,3985977
19951030,179246,1781122
19951030,185660,7258454
19951030,158325,6224940
19930903,155669,6125992
19960210,81957,7587111
19980207,5424,4597134
19980207,159077,522592
19921012,23568,4823705
19921012,100832,7171863
19950826,34465,5701400
19940612,47932,187993
19961104,116520,3033090
19961104,147020,3687621
19970121,118468,2943190
19980720,175958,5023856
19970725,127706,1331481
19960803,54412,4880816
19970716,10977,8881010
19931126,137325,5874323
19931126,93195,5531024
19941211,114713,7083611
19941211,182828,1324198
19920730,82747,7065987
19940906,49720,4813802
19940906,30026,3996163
19950716,43529,270943
19960217,140986,2582372
19960217,138978,7394212
19960217,2202,4436675
19950411,30616,5304872
19950411,165076,2738568
19920726,19583,1230613
19980130,57236,3240812
19950709,43086,2395698
19970926,185301,4899184
19950224,1004,3696925
19970617,196554,2429609
19970617,71942,5397310
19921029,34544,1632308
19940131,107714,4493663
19960121,43282,4348518
19980621,18176,610546
19931226,108881,1217082
19931226,161238,4274466
19971108,16638,2338163
19971108,142875,2523916
19960901,3482,748159
19940704,60778,6572550
19970424,78172,4600680
19970424,172292,3388896
19950808,198787,7467688
19930129,43349,3846003
19920113,54879,2169468
19920109,403,1090945
19920109,158141,4170608
19980728,28027,3552674
19980120,53078,200027
19930325,67051,3787146
19920805,160014,1181411
19940721,143016,3180207
19980113,157234,2521772
19980113,15990,4574376
19961010,82716,6590994
19950318,170692,3553583
19930726,12496,1971886
19930411,177295,5804786
19920325,47878,1593984
19920601,183763,6947511
19960707,182422,1369022
19971230,79222,2330366
19960517,118847,4244786
19931108,159024,604325
19940408,196663,512061
19940408,99849,8319780
19940408,155719,5963025
19930108,19300,5496604
19930108,23375,3426398
19980316,8827,4947087
19931225,120083,432407
19931225,18521,5306070
19931225,77667,1480194
19950607,43012,1701827
19940717,171660,4535217
19940717,86234,2086593
19960815,20138,3216715
19960815,168653,6662785
19960815,137649,6889924
19970208,186280,4552444
19970730,175324,1158636
19970730,61015,2904605
19960822,86747,7975204
19960822,150710,1158547
19961112,126750,7846128
19961112,6317,2874778
19961112,73859,7840932
19960205,105591,3285782
19960205,66291,2896796
19980531,159226,3526643
19980531,99323,6283664
19920816,168511,5702031
19950216,69821,3062302
19960617,46670,2195437
19960617,65175,1769543
19940117,137834,7665143
19980723,111779,7800594
19980723,181490,1400197
19960506,139680,4797907
19980206,128097,1330981
19950504,131928,6961635
19921005,15283,4843447
19920730,1884,4243250
19941211,43599,6525155
19941211,158786,7010164
19970517,194960,3592070
19970803,138287,3376813
19941211,59754,6956111
19940525,667,855942
19940525,147375,1058243
19970214,174993,1178754
19970214,101749,4632458
19970214,132375,6283907
19941215,151733,7635074
19930404,182806,5741952
19930404,13894,2303251
19930405,136244,6017128
19971015,60967,2982554
19980330,148631,1105196
19980330,37444,1168698
19950803,99882,5476270
19961203,72131,1712057
19980613,63777,3008050
19980723,186619,4963325
19980723,102134,2377920
19980723,163706,514982
19980723,111610,5977254
19961117,190330,255659
19961117,73475,4588752
19961117,42828,6224432
19941106,152739,6638359
19920714,15003,3304800
19920714,147996,1316329
19920714,160181,2234124
19920714,153937,1337904
19970423,174988,9592857
19970410,190867,6265152
19950523,76129,1709620
19940407,27331,3173508
19961114,89515,4844522
19970527,173158,5380125
19940520,89216,944884
19940520,189693,4059185
19970414,70338,5569560
19920328,128103,3949801
19931227,1377,2151496
19920515,4379,492814
19920422,195254,3271931
19920422,89590,4896729
19960803,22049,96132
19931122,171973,7713626
19951015,150639,7865227
19951015,76162,2692886
19930408,198958,5759460
19971106,192204,816606
19971106,160711,1998488
19950213,143448,5132045
19950213,32704,3888799
19980410,2031,4388973
19980410,127959,5257469
19960413,118781,1025874
19980513,189394,6070031
19930416,78060,1121104
19950909,179638,6709062
19961111,49343,4807504
19961111,52412,777713
19980209,195623,2629488
19950923,23148,4820130
19940824,12532,930277
19940824,196113,3869152
19940824,65054,2682139
19980716,172113,5176560
19980716,158867,2097261
19940321,199424,4725648
19940321,114241,4965729
19921222,67926,2909061
19970326,140766,650433
19940622,10412,5596439
19940622,39855,3672263
19980412,197607,2290982
19951201,154204,4359663
19951225,68813,3848709
19921002,27523,1969806
19921002,50184,5165055
19930712,114562,851342
19970630,118226,915745
19940603,124875,2918200
19920722,126297,4573290
19920616,118944,2322158
19920616,81009,4752000
19961124,61698,7319232
19941230,63757,2973456
19971202,18656,1303810
19941022,159784,5240022
19941022,38390,5077106
19930228,976,4504728
19930228,191241,2374051
19930228,187206,3972710
19930228,57216,1387907
19950715,152742,2216503
19950715,179432,3267711
19950715,109048,2255723
19920105,3476,376595
19920105,15097,98172
19930130,64161,5347885
19950812,135500,3427236
19950812,138431,3927786
19970116,163040,3026741
19950901,194268,2670029
19960608,52816,2603688
19980318,92220,5524086
19940223,137391,6159217
19921230,144311,805054
19950808,118626,4558886
19950808,135628,3440366
19970423,149368,2525735
19950212,154853,8507103
19960707,143021,4692328
19970512,35546,134820
19951123,73204,5827140
19951123,10003,3779820
19951123,199675,2839472
19940608,151842,7736336
19940608,140124,3072112
19960601,73535,1372762
19920302,96438,913731
19940204,67031,1670702
19950703,126658,2425896
19940529,101507,5412498
19940529,12126,3122664
19940529,195560,6158683
19940529,166900,542864
19950813,191730,4913205
19950813,195376,582662
19970406,82876,4554231
19960909,174017,1963818
19950911,151742,7339984
19950911,115413,1576964
19980301,170036,5202765
19980301,168355,3589688
19950630,189022,1616534
19950630,84080,2349488
19950630,130092,1279182
19971002,189879,4943832
19920114,100851,4311106
19921127,82015,4586246
19921127,170700,1450203
19930718,28184,3002886
19930718,188401,5489928
19960218,176383,2689637
19960218,81017,889226
19970420,47434,2388492
19940519,37634,3960507
19941221,84118,2327656
19921106,122718,8273594
19950122,47185,3605993
19950122,35673,2026924
19970225,1933,2730375
19970225,75606,2192097
19941202,108364,6389708
19941202,58278,4119251
19960823,149854,1713465
19960823,121740,6192516
19950722,70841,1376998
19950722,161803,8772019
19980417,180616,5759990
19950326,112953,3935831
19940428,169069,788675
19961205,92269,5927922
19961205,157852,5372408
19950906,77162,5300511
19950906,8614,4135408
19940516,8816,6488735
19940516,157027,3295420
19960629,136819,6183558
19980112,16023,371851
19980506,28371,5196180
19980506,102339,965757
19950203,88439,4646284
19940610,145228,3231432
19960923,76322,3330190
19920525,18066,633734
19920901,124723,4502126
19930910,187829,8376503
19960626,29613,3122242
19980602,99466,6612155
19980602,143420,6193193
19951025,17354,5438835
19940830,10726,4170362
19940830,86655,7249526
19930927,120921,5181042
19950812,22435,6379921
19930825,142165,4800875
19920202,14977,8803336
19920202,127834,3351294
19960630,72530,6558543
19960630,8790,6939557
19980423,197475,2898062
19980423,134453,3674001
19960227,188317,1335044
19980301,43216,2023980
19980301,70056,4776262
19940722,4714,3043174
19940722,14722,7620568
19980126,120548,4522100
19930212,43767,6663410
