"d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1994,168796,407283,5541850,71415
1996,129022,799978,5236408,124676
1996,129022,416903,1981849,109192
1996,129022,456836,5502133,107568
1994,581207,674350,6099817,79459
1994,581207,187417,1504410,90264
1997,519827,197882,7056292,118792
1997,420512,409277,4782960,71175
1994,731092,556510,5169417,93989
1994,490753,514897,1271393,114712
1998,482360,187993,5681102,124859
1998,482360,156709,174804,105942
1993,716731,207653,6014706,93638
1993,716731,409031,4197144,56400
1996,466124,450200,1163982,69010
1997,532178,344015,4047498,63540
1992,101846,390804,1045924,113687
1992,101846,785318,131908,84196
1992,101846,530224,1824861,75252
1993,295294,277129,1234418,66366
1997,324712,214858,6775794,106370
1996,721180,358969,596217,121677
1997,557383,320109,2409478,67745
1993,523729,101110,3134441,66666
1993,523729,141035,4338552,64561
1993,523729,666493,2282595,87567
1997,148061,87636,3307334,97417
1997,148061,86043,4116160,61742
1997,148061,625444,2731972,82164
1995,844711,455376,5165638,79881
1994,484804,422644,1228230,93997
1994,484804,290242,687584,73933
1997,385084,742946,1495660,119334
1995,201604,260283,915046,74596
1997,739324,27928,4884781,111355
1992,631769,131673,3365018,102280
1992,631769,425414,909445,80363
1996,652162,598556,7154187,99271
1996,652162,728775,1212113,108224
1996,652162,760909,3585163,118192
1995,678559,569791,4789621,111646
1995,678559,699888,5776821,113271
1992,585047,259443,5923864,84145
1992,585047,734936,7615557,118254
1998,380767,308995,4923778,120238
1998,380767,76056,2658560,61923
1992,546434,296292,3362410,77296
1993,559675,15647,612554,93758
1993,559675,150555,5760713,96333
1992,614999,512980,4932576,119577
1992,683083,551334,5859861,83118
1992,683083,175638,2035792,102817
1995,149614,431852,1298628,107029
1995,672148,319301,3135688,79217
1997,461809,337716,7253303,105222
1995,6613,208910,1014946,109134
1995,6613,740560,7452067,96031
1995,6613,403111,381297,60845
1995,6613,745355,4789094,84019
1996,804091,168261,5562953,79755
1996,804091,525308,5119795,79996
1998,562165,392981,4106460,124438
1994,280681,293950,7581366,116636
1995,475423,662328,3959900,77417
1995,475423,537880,7813361,115071
1995,475423,722606,4695167,97714
1997,481297,186520,5229222,96391
1998,831694,673485,2187675,87507
1996,355909,395688,2910949,107020
1996,355909,724562,6663426,95191
1995,269902,672179,1917799,69068
1996,220777,219733,6386110,99163
1996,220777,35361,3938341,77781
1993,775631,517257,5172099,76453
1994,427669,793244,1397384,80232
1994,427669,38844,1556419,106970
1994,427669,44243,3276782,71234
1994,427669,389304,2507922,83597
1997,690122,457494,142244,87088
1995,567116,390555,7424676,98732
1995,567116,47469,3461828,84987
1995,567116,784525,2723257,96569
1992,505931,467420,6390364,83244
1994,874360,240544,405276,89071
1994,874360,454419,5680341,82403
1996,152834,655849,7637955,108288
1995,75646,608439,6002667,80844
1996,314264,644732,3274595,100602
1996,314264,603226,2459375,67751
1992,628012,726087,779135,66783
1997,46663,325618,6281839,98616
1997,46663,650703,3110553,99220
1992,344756,777251,4521260,79693
1993,108670,44158,2094085,66129
1993,108670,606573,3947412,88772
1993,108670,192973,9710059,123958
1994,287882,82323,2822101,78319
1996,210553,505045,2028638,63001
1996,149794,478116,3188178,65645
1993,557032,651133,1168659,65046
1996,207733,352265,4705217,79035
1992,160703,747596,6401666,98613
1992,160703,40765,818764,102345
1995,859316,706916,4499539,115372
1994,854027,110894,1108645,114293
1994,854027,632552,3488622,89071
1995,420659,604191,3587744,65709
1992,720169,212992,1790681,114298
1992,720169,541191,1170561,73930
1993,661427,49669,4467501,97119
1993,661427,371446,5708571,91045
1993,689363,223953,1604783,112616
1994,413002,384879,2095438,117831
1994,413002,130836,1433725,112009
1994,506704,551599,1980684,99034
1994,506704,437405,2320975,80542
1996,352972,97127,3887206,67447
1996,352972,405630,6062588,92136
1997,487207,760104,1382915,69844
1994,328325,582201,3349099,76990
1994,328325,240202,3844611,68531
1992,253303,677070,857525,62822
1992,253303,66373,4022128,80362
1997,261802,252891,5162864,110632
1992,531838,641739,6521116,100842
1994,674545,718350,6362688,82099
1994,235730,476163,1676814,68348
1997,111103,368090,1980316,69484
1997,111103,78372,243066,81022
1997,111103,504806,6147598,108646
1997,323642,210771,2186288,100905
1997,323642,436641,3691630,94657
1995,822557,756200,2135489,75370
1995,700945,634218,3871324,69130
1995,700945,88293,5717115,76877
1997,667531,508474,4991409,88947
1997,667531,305758,3841425,105824
1997,667531,738634,5352320,100356
1997,678268,260650,7175401,96638
1997,678268,585397,6479439,88942
1996,133258,275843,7562695,109129
1993,458549,415896,1703157,108712
1993,458549,373455,7336512,91706
1998,704347,303424,5652543,85644
1995,316096,488653,3286543,98497
1995,316096,775477,3955617,93146
1994,703763,485665,495192,99038
1996,494542,174316,408751,83418
1998,333509,587849,6771122,116209
1998,333509,113410,661885,85404
1994,84491,619509,2216985,85708
1993,727103,182882,6159898,117892
1994,846880,143381,1353161,85462
1998,421157,360132,548375,71527
1993,768952,689170,1147548,69548
1993,768952,379840,7871303,115189
1997,649651,678086,5320250,63843
1996,784279,712637,1760123,98976
1994,772009,112224,367157,74173
1995,509303,659454,5427532,84805
1998,855127,432820,8413440,105168
1993,895700,743881,6929460,115491
1993,895700,799499,6764682,95907
1993,615134,709726,6595622,104141
1993,254602,477309,4594592,77176
1993,254602,711115,5239650,67564
1996,472015,632935,7643446,112074
1996,472015,500998,4857497,119938
1998,527188,469920,3116445,113394
1993,819517,107959,3841453,118017
1993,819517,715708,4222991,103420
1992,298388,589567,7543883,99392
1992,298388,50621,7700938,94297
1992,298388,310029,4675545,62340
1998,190412,97908,5488992,114354
1992,398335,535999,549441,122098
1992,398335,231981,1652806,114778
1998,691582,149072,3919260,67264
1996,788878,375529,6787077,96270
1996,788878,309886,2786928,113752
1997,324344,288400,1786857,83303
1997,324344,737612,6581824,98974
1997,324344,244848,3904783,107569
1994,90829,659466,4150852,85525
1993,318839,113702,7303734,102942
1994,126931,670598,1087012,94113
1994,126931,552422,2879503,88464
1995,822145,761165,2758792,73567
1996,62495,338467,6322890,90327
1996,62495,609620,4457225,91775
1994,43990,533337,254877,82218
1994,43990,426555,1635609,88891
1993,417769,507401,2298476,84502
1997,95516,72973,3010415,116758
1997,95516,677412,1482468,83362
1997,95516,646911,8026041,111472
1997,95516,616805,5860905,103306
1994,623639,675056,1422807,61861
1993,99754,622620,7404432,92555
1993,99754,157748,328644,108344
1995,192712,28720,4494410,98923
1993,2326,477496,5834941,88408
1993,2326,113354,2948006,82041
1993,2326,36096,1328299,61925
1997,378691,410530,2823399,86430
1997,385262,105436,6025177,86485
1995,482743,239216,2823308,69312
1996,858745,531181,3532234,72729
1996,503072,342613,2384064,99336
1994,197029,230839,849513,106189
1997,569144,29138,4078570,64027
1994,395933,347470,6009141,91047
1995,740885,102253,3389175,75315
1995,740885,165003,211464,64080
1997,545746,30204,4525458,68052
1993,433018,742080,908860,67323
1994,849301,62249,5156248,72674
1995,170218,383172,5648220,75309
1992,643825,404263,3202906,70034
1992,643825,45274,2809198,73156
1997,471640,468772,6653146,104445
1997,158224,41348,257868,77360
1997,158224,566508,573110,94468
1994,144400,124478,294484,90148
1992,513835,788673,3440482,105698
1992,513835,5144,1254771,62948
1997,828376,285336,5348703,79279
1994,165379,531602,1671152,98014
1997,209911,770013,797073,64978
1992,864595,447108,3272858,63304
1994,366703,275793,8490144,106126
1993,857425,156009,3466575,63900
1993,857425,500218,3946935,73091
1993,824761,74865,331174,110391
1993,824761,640384,6423097,79461
1992,839495,213937,6642951,111055
1992,839495,427256,1306285,70993
1994,90665,663517,3637539,88828
1994,90665,341436,7094570,88645
1995,100531,476486,4211884,87747
1992,118649,540840,6364694,112849
1997,628219,517130,1634631,68826
1992,304720,481489,3529104,88227
1994,737648,101589,5582935,95434
1997,141034,106786,3999692,107566
1992,657715,267489,4194633,87388
1995,390883,240887,6945906,109672
1996,448345,510092,2700071,66124
1995,504673,250555,6937528,90332
1995,504673,662879,4740896,110510
1995,504673,200532,1925306,85951
1996,285529,758413,138309,88282
1996,285529,477747,2668141,103483
1992,109237,283897,6517249,112852
1992,109237,248476,6089566,85467
1993,825652,545642,6905741,101257
1996,421438,181223,5884640,78253
1996,421438,211992,3758456,114238
1992,85054,140092,4381188,67925
1992,85054,759454,6474410,90805
1992,85054,129485,6169991,90868
1992,277150,95210,4324293,72312
1996,227392,795896,2718888,119511
1996,227392,623103,2742685,61564
1996,681511,37750,4256505,101265
1992,748951,258732,1846266,101443
1992,208904,406776,4331398,100965
1992,208904,470224,2332272,71652
1997,134527,94692,1335858,101201
1994,493522,333936,1648823,118195
1992,208270,148003,382564,63060
1992,276991,452375,4205044,79641
1992,276991,707376,1195205,83000
1992,276991,421504,1995672,85528
1996,428303,584606,6887422,101434
1996,428303,542851,5681490,113629
1993,278393,659935,3899704,113694
1993,278393,324886,8988732,114652
1993,741367,588723,2174040,108702
1992,541150,234214,3857952,68892
1996,59188,627944,3066188,112314
1996,59188,671420,2590768,83483
1993,262969,290013,2828460,60180
1993,262969,644280,6060037,73455
1994,694523,239152,2540173,65468
1997,734696,378436,6814890,90865
1997,175564,97477,4202239,88468
1996,474100,280828,665642,108528
1992,475849,528947,6382221,118555
1998,168097,455443,6852258,83905
1998,168097,41635,5221798,94597
1993,506923,507489,1580261,89787
1993,506923,556149,3239362,72307
1997,313726,55385,1889935,80422
1995,587719,221700,3394197,97301
1998,287203,485707,5667092,101560
1992,560458,629153,5142234,64927
1992,560458,487919,3546815,114413
1997,186004,583953,6251338,122215
1994,463619,392796,6848716,113326
1997,731791,168864,966430,115971
1996,678088,12077,4895896,59344
1992,440638,481730,3389185,102702
1992,440638,421431,2518187,81144
1992,440638,577,3909650,88654
1992,440638,92364,1803958,81381
1995,592270,130978,3312791,120538
1995,592270,381791,6423635,112366
1992,117178,743871,6366843,114890
1992,117178,631157,391723,65287
1998,185932,60735,6326768,101743
1998,412450,484861,5550440,110750
1997,237166,758633,1231484,101496
1995,833464,765255,2614035,79213
1993,403690,470934,1462970,114294
1992,671315,651770,3205879,103304
1992,671315,738633,5558070,100296
1996,387143,12251,4373820,69795
1996,387143,485898,9325156,113032
1993,603037,428764,6271601,101564
1995,791498,293956,2901510,116996
1995,791498,637456,129588,83605
1995,791498,110060,4928696,64203
1995,691040,310070,1069259,64803
1995,691040,93793,1788576,107207
1995,691040,347682,2203599,103780
1992,475532,583003,98824,65158
1992,475532,123778,3387327,108106
1992,265624,412091,730234,60184
1995,868117,143422,2176148,87925
1997,515311,579284,2024441,81795
1994,104665,501305,1698164,78376
1994,104665,632252,660794,71053
1994,104665,710742,4337957,105162
1995,441730,268025,4245117,59580
1996,41594,764890,8542738,117291
1996,41594,276834,5160837,108649
1997,665887,76271,4692229,74836
1997,848980,236989,7185794,115558
1997,848980,410242,3110994,69133
1997,848980,23945,2780982,112136
1997,557402,600334,5060630,74058
1994,187921,273498,2648664,88288
1996,465647,298675,1218424,100419
1993,617516,307219,588576,73572
1997,618679,679645,308675,97476
1993,437441,302050,4839384,63122
1997,867934,635477,5178005,84746
1995,165008,510416,134080,85583
1997,372658,671164,3632416,68107
1997,372658,239699,4975032,98320
1996,137950,382006,2101996,65279
1996,137950,283284,1380057,76036
1997,115669,69259,4433982,73695
1996,197947,119636,2309603,99337
1996,477499,344606,7044718,99035
1994,745774,248906,7196973,111293
1994,745774,299744,2071551,104623
1995,368732,576096,2297257,70324
1993,875239,774446,1313634,91224
1993,875239,267385,1525473,81142
1998,42418,130820,5567266,111049
1998,105688,664216,1593243,70810
1992,777826,250966,7361088,115017
1993,647104,256893,6326589,110992
1995,274931,154168,2986959,73329
1995,274931,85900,6559160,113154
1992,159364,132145,423770,70628
1994,1852,435238,3273255,70392
1993,276089,564026,1002800,65400
1994,105410,430074,3084441,60243
1996,703363,155152,1459444,72429
1994,808852,571978,4337694,122997
1998,97433,421741,4988160,99763
1992,398176,599163,2385444,75728
1995,628510,395550,4837887,98732
1995,628510,794,7728242,101687
1997,36955,194732,1594735,109603
1994,102632,475578,5859990,93213
1994,522488,503758,1944949,105703
1992,153016,201189,4312712,65410
1995,551441,305997,5408046,120178
1996,174382,33002,1795200,56100
1994,410189,552316,636254,82097
1994,410189,78167,416838,68709
1994,410189,146842,3588796,113330
1992,580211,103010,1809235,60780
1992,580211,553158,3371785,72667
1998,92272,540441,2011768,88885
1995,566929,765101,1084445,69964
1994,240292,462627,3616340,95376
1994,240292,164805,8040140,112188
1994,240292,272607,6830147,94775
1992,272500,99741,1688517,104444
1992,272500,565397,6099545,87742
1992,272500,544057,3844796,66061
1994,341297,252193,1791061,68710
1993,184321,185329,5682737,84859
1994,71284,492615,3623507,96455
1994,71284,171334,681585,84319
1994,71284,395568,1264298,99813
1997,169807,348716,4312926,105882
1997,169807,37926,1927293,111835
1997,169807,615727,3121111,98561
1997,31627,235409,4125932,80663
1997,31627,502507,5533753,90568
1996,535672,430241,1236808,70273
1992,270943,251458,1457360,84566
1992,270943,534168,2626675,72128
1995,629629,794754,7993865,110923
1993,851060,6084,2673216,59404
1993,851060,533369,1695429,84140
1993,851060,329211,4792132,74412
1994,63677,239457,6099649,83786
1994,63677,668006,1772625,58438
1994,842122,678733,4138890,102702
1994,842122,593120,706024,72786
1998,10108,91093,3005097,65045
1998,10108,267743,7005439,102643
1998,10108,742178,3294378,73208
1995,682646,614729,7485364,98621
1997,158324,437849,3452136,107209
1997,550646,69130,3590857,65947
1997,550646,262090,515519,63124
1996,894421,712835,4516023,110868
1996,894421,612631,3667593,92616
1996,894421,476071,2921269,62823
1996,894421,447607,7073339,93274
1997,722657,456421,1002747,82644
1995,724765,487420,6275596,84444
1995,724765,54241,2689290,71714
1995,30568,232539,1618672,88291
1994,368233,381664,481799,104739
1994,477670,528864,8267925,113570
1994,513494,197476,305253,94408
1994,178849,112027,308588,62341
1992,352904,779507,1427823,95188
1992,352904,362366,6284740,85701
1996,256583,751422,3819026,88403
1996,256583,509398,4188333,84442
1996,256583,643474,687458,85046
1992,142000,470250,244046,73213
1998,201922,399451,3990832,93026
1998,201922,515373,4873108,83301
1998,201922,273085,3755090,63484
1995,438026,791144,1704451,74106
1992,789124,445307,4002286,75136
1996,4037,531342,3823322,82399
1996,4037,660787,1006704,104865
1997,333559,794544,3655515,98310
1992,382828,122677,2320049,101980
1992,78677,749604,3346825,99214
1992,78677,552057,306092,66541
1997,211898,426493,1467731,85168
1997,60607,651730,6427457,100902
1993,711404,465797,2319805,105766
1996,254353,756199,2771393,75309
1996,254353,126114,1436538,68406
1994,156323,83673,2438618,99400
1993,606773,759550,1966833,96571
1997,704765,565765,1010568,109844
1992,80731,264336,3250800,78019
1998,444829,259603,4795588,93755
1998,444829,30503,4115578,86010
1996,753895,625356,6090113,76879
1994,500489,759496,578631,93327
1997,492601,663461,5469811,85465
1994,22180,109774,4768017,107026
1994,22180,158656,2997208,102879
1994,22180,122189,1873695,72670
1997,363409,33149,1424096,64928
1997,853666,465041,573431,60361
1997,853666,731325,5393965,81377
1992,182404,518517,7072466,92129
1992,478789,25865,1450596,107451
1992,478789,455299,2731800,75256
1996,82753,621216,1114436,68230
1996,82753,465409,3655850,82462
1992,311174,547073,1195093,67203
1992,311174,248627,1528341,94536
1993,887422,30712,3400409,98562
1993,887422,213629,6284593,92556
1996,92455,356904,3725691,117653
1993,472979,551901,9280085,117172
1996,556792,618134,2613416,63126
1996,556792,175034,2772575,66541
1992,683092,64678,3121073,98560
1996,317663,761332,4915562,83598
1994,148652,604968,2517217,112375
1997,880747,23245,1285064,70094
1994,406774,734126,107888,69605
1994,246484,214019,3056508,55980
1994,246484,722956,6142567,118735
1997,842054,493954,7789772,116875
1997,517688,237761,6492622,101925
1992,474965,474741,1852977,102943
1994,586522,791823,1125896,114887
1994,586522,372789,6190385,111706
1992,861280,342010,918396,63120
1992,802912,754244,1849949,77892
1992,802912,248964,2226673,114777
1992,802912,166579,618734,98734
1994,809171,223096,407632,61144
1994,809171,765960,2633709,121555
1992,801206,168502,4144549,94230
1992,698249,71315,1420086,77178
1992,698249,187753,2761125,110445
1995,94172,429787,4357136,103005
1996,539278,691618,2163275,96574
1994,640339,372959,1737308,121916
1993,489812,773914,964121,119272
1993,365296,480529,6038000,90570
1993,365296,234463,2213560,83847
1993,365296,617225,3166150,68531
1994,621583,268420,4726147,83304
1992,42925,672534,5816596,90390
1992,42925,187070,5216071,69424
1994,325214,216002,979495,55079
1994,169870,651256,3177403,72433
1993,271669,791145,3137247,74166
1994,213116,632303,121056,74116
1993,724924,573120,4832055,71586
1994,496540,503447,5708853,87025
1993,535982,566131,3854694,71826
1993,535982,173085,1572672,69484
1995,147694,407346,2824983,75199
1996,86467,56992,8696393,116939
1996,86467,249731,5529568,100843
1996,86467,414991,7844972,114358
1996,86467,19261,1865991,70815
1997,636787,8706,1227172,96882
1994,521984,50553,2479353,90213
1994,521984,650517,5241838,88048
1993,94724,148344,5927191,83540
1997,338591,362254,1000342,78974
1997,338591,400247,454299,68833
1996,892894,592693,2792787,107140
1994,472561,670035,4727520,60300
1997,726442,183851,3378248,116091
1994,803381,146699,345646,104741
1994,803381,119839,5829290,111529
1996,612788,208947,2965776,111355
1997,899053,190517,152713,96450
1996,259288,372399,4661331,88282
1995,38185,498994,197304,119578
1994,55538,361140,1070206,72067
1995,241570,158769,7544993,109665
1996,167461,105084,5176397,65344
1996,167461,535434,6696101,88164
1996,167461,635978,711985,114836
1996,809137,145835,173036,112849
1996,809137,177954,3584359,121917
1998,132679,387891,2631910,118732
1998,622688,52997,183299,116999
1998,622688,50873,3038567,109432
1994,305479,170893,4825277,117833
1994,305479,322420,3425723,86544
1994,305479,345762,8948362,108465
1998,282836,79420,4075111,83965
1995,721799,393357,1213934,87020
1997,887660,89460,1391481,86967
1997,887660,344066,919121,66603
1997,887660,310440,4090212,87025
1992,498619,302199,2497253,72070
1992,383122,81369,5955087,81021
1992,383122,583525,6955154,96510
1992,569780,101917,3033796,115134
1993,289685,205342,1908414,74839
1996,633544,696817,5981846,108826
1996,633544,349032,2075558,64861
1995,419935,611343,1756034,75258
1993,38881,560273,970606,79995
1993,38881,125734,7742812,105583
1993,49789,382623,2084255,102336
1993,49789,335819,8194506,111288
1995,138097,470404,2857336,82462
1995,138097,524588,3370250,96753
1994,311917,225772,6587308,101865
1995,734188,356140,3875461,71767
1995,734188,42341,4827925,77000
1996,363928,606635,3545680,92496
1996,363928,506007,3502884,60778
1996,363928,342325,4873092,82038
1993,611692,568287,5919775,81315
1992,890171,665868,7316981,110029
1998,656464,437449,5229576,83185
1998,227246,689699,5133526,101319
1996,242768,615920,2871331,110153
1993,500128,520447,3081582,88045
1997,604768,144054,1414288,65883
1993,142934,232850,1941512,106970
1993,142934,109893,5137803,114173
1992,188791,259141,4356514,66007
1994,284797,466621,4143636,95256
1994,360320,161629,2461542,101437
1995,691954,159521,3641518,94831
1995,691954,63784,3055119,104866
1993,539965,344132,4156408,70567
1995,463750,442996,4605053,116338
1995,463750,326336,125333,81739
1995,463750,310161,2451216,70269
1992,237733,434630,4753285,93876
1992,237733,29369,5057112,77901
1996,445361,186577,3633236,99814
1996,445361,594477,597151,94287
1995,558553,700884,6446187,113091
1998,572360,772893,3019560,117951
1998,422113,426486,3875790,84747
1992,630802,318550,1587362,94112
1993,779660,334305,3816976,80357
1993,779660,194721,7117622,108943
1993,779660,396779,5582261,112545
1996,639038,787399,1536896,89181
1996,639038,214986,5834076,114058
1992,609427,337332,2928975,82159
1992,609427,727705,6514839,103960
1992,609427,121806,6876183,109668
1994,635977,194426,4424422,91225
1994,635977,750383,5959869,86001
