"d_year","lo_partkey","lo_revenue"
1995,179419,5693958
1995,82470,1321747
1995,61732,3082588
1993,182145,1349854
1998,24974,2067978
1997,44551,4061913
1998,83164,2506544
1998,70019,1566591
1998,196358,5161488
1998,185956,9507319
1997,150926,569352
1993,138474,6539920
1996,70789,7123589
1992,65213,3902231
1992,23480,5013230
1995,190307,4158364
1995,161089,1711319
1997,33096,580406
1997,155542,6262356
1997,144364,130977
1997,119625,6956742
1997,188537,2028661
1996,153579,2853732
1996,197310,5460362
1995,110792,7950303
1995,189280,3475232
1993,80676,152413
1992,87737,158675
1992,194109,2526510
1993,416,4791732
1993,125192,2169032
1993,70043,2456622
1993,3794,6473673
1995,12260,3282328
1995,44743,6055611
1994,4703,6498323
1994,29744,3775957
1994,98738,5845833
1997,156455,145099
1997,136633,5376208
1997,4669,6587340
1996,50972,1574912
1996,77668,3060927
1996,165127,3658616
1993,167361,5570604
1993,147638,158449
1993,145537,3006807
1993,97451,2178468
1995,196629,3770479
1994,154736,6027597
1994,42642,3486208
1998,142490,5075606
1998,22352,802840
1993,192916,7099487
1993,127682,3111617
1998,168002,3287040
1998,48733,1917172
1996,195813,6997697
1996,46500,6390637
1996,111635,6372458
1993,159077,449883
1993,83007,940500
1993,10005,2779770
1998,71833,6858354
1995,142568,5926860
1995,132751,5579570
1993,79226,1096750
1994,144119,3935964
1998,94785,3684144
1992,28659,1960747
1992,124220,2316737
1997,62275,3106784
1993,185850,909849
1995,107967,2336377
1995,127480,1205984
1995,142499,4007874
1995,173371,577748
1993,197621,1667061
1993,151663,1735235
1993,187481,5332832
1995,183170,3095329
1993,178512,5708340
1993,192166,4348200
1998,60085,1805898
1998,179704,2372321
1998,13423,1440660
1998,21113,3685568
1995,41041,94275
1995,168148,3279929
1992,174218,5572009
1992,101639,1079534
1994,44804,5666112
1994,166196,3521510
1997,57192,1374431
1997,12130,817029
1994,106999,186557
1995,96938,7639103
1995,33476,4087463
1994,79649,454390
1994,151996,2408436
1995,54514,6138371
1998,4189,2098905
1992,131550,1581550
1997,74101,3967119
1997,172396,6124654
1994,9924,3873239
1993,18337,365301
1997,198068,5542283
1997,125344,4655756
1995,149335,4834080
1995,68247,2571447
1997,37213,3726680
1992,112414,2824291
1994,99556,1207106
1994,28550,3992085
1994,25111,3919604
1994,45551,2020342
1994,87154,774840
1992,168078,1260677
1993,4119,2327575
1994,177583,2470943
1994,28839,1150857
1994,122187,1556214
1993,195479,1171405
1993,7614,3718814
1998,143492,4890535
1992,180349,693229
1996,150036,4849123
1997,112475,3831722
1996,37233,4212828
1997,114492,1260932
1995,111798,6587635
1995,180389,5056136
1997,156826,1882820
1997,29726,7081514
1997,299,4557302
1996,11173,1029961
1998,5301,1489780
1998,92298,4064413
1998,49104,2422130
1998,26745,7116597
1998,94195,108216
1994,137772,3909103
1995,109765,6137120
1996,43393,3340975
1996,91126,4755579
1992,147409,6772260
1992,96103,500090
1997,69329,472588
1997,195749,6618927
1997,146710,3717198
1997,139205,1478109
1996,11149,2797709
1998,47985,1515456
1992,108033,4019416
1992,30749,4374042
1996,100774,3301072
1992,177779,5330786
1996,178737,6923378
1992,96917,1485194
1994,93393,5343147
1996,5144,3512520
1992,119731,6747313
1996,99460,3677839
1992,155169,5878416
1992,61457,3829815
1997,187484,154005
1997,91193,1172348
1997,78748,4265047
1993,128696,2902653
1993,32176,1397402
1993,51971,4292069
1993,65229,1074798
1994,153005,3859584
1996,105334,133933
1996,123473,6370472
1996,58252,119814
1992,188148,449954
1993,48230,5598948
1993,183767,6847812
1994,178903,3912270
1994,20481,3534532
1994,80689,1442603
1994,40911,2016729
1993,126429,6360185
1993,197244,3983482
1993,40746,6679490
1993,162096,833824
1996,36685,1770874
1998,21908,6977408
1998,198221,4907498
1993,43604,4803750
1998,32599,413529
1998,153755,2982628
1996,123358,2362108
1996,170689,2069383
1998,72894,2329878
1996,148197,747114
1996,60776,5502087
1993,161373,2375316
1993,177866,7522738
1993,9855,6236979
1993,22788,795512
1997,120271,1820690
1997,187510,3163069
1994,106434,3670215
1995,37241,4135622
1995,192213,368069
1997,176636,839188
1994,154729,5943355
1994,81925,2288304
1992,31049,582143
1996,132029,2675892
1997,53482,6890304
1995,122645,4802803
1997,167997,2849686
1997,71965,6004576
1997,109605,1175428
1997,106201,3669888
1992,119898,698111
1992,122702,8623500
1992,190697,4504978
1998,2673,740564
1997,193719,833846
1992,17492,2372171
1995,191738,4693257
1995,129762,5934309
1992,86906,4599747
1997,188591,6701564
1997,39868,1496908
1998,38749,2673380
1992,185330,672281
1992,82204,1822003
1992,136810,1292767
1996,4733,6396973
1995,35236,4567797
1995,110162,4251424
1995,116986,8845159
1993,68481,3623700
1993,146041,3163286
1994,174374,7024594
1994,89887,2522526
1993,38191,103885
1993,41563,2053724
1993,140413,5054959
1997,114082,2209697
1997,190513,6933577
1995,4124,1542180
1996,171632,7121173
1997,70167,320679
1997,168925,8703460
1997,107869,4189151
1995,85755,8359081
1997,142867,4535917
1996,56747,1426030
1997,21164,2958146
1997,58119,2481661
1996,123591,1669486
1996,177303,690150
1998,138312,1614970
1998,192712,3600396
1996,34808,3211980
1997,92106,606151
1993,37350,6436750
1992,53004,189486
1992,34683,3785371
1995,194425,6989332
1993,165404,4813754
1998,161312,1915767
1993,4397,6376811
1993,98183,4209725
1993,160895,8019149
1996,135517,5840542
1994,117726,655638
1993,51042,2982099
1993,48901,6433952
1993,811,2158592
1994,7408,5929823
1995,41434,125164
1995,22387,6481431
1993,190135,5513085
1992,117679,678668
1997,167389,4771100
1997,94575,461453
1997,116160,2488754
1997,116434,6135318
1994,119669,7371000
1993,177840,6075717
1992,175212,1711989
1996,126488,581560
1994,12436,4962222
1993,135126,1024107
1993,47035,821959
1992,116508,2927040
1993,173807,2539080
1993,166343,5073624
1993,99627,6202302
1997,187741,6451794
1994,67093,682697
1994,115108,3841002
1993,62472,6265764
1993,18538,1297768
1993,159509,608578
1996,58873,4132698
1996,120205,1212948
1994,183091,1986560
1994,42003,3175200
1997,147335,6570214
1997,52070,551917
1994,20643,1294693
1996,72567,1013030
1996,75709,2476509
1992,134273,4300918
1992,115014,3786756
1997,151270,3850180
1997,169702,4726895
1992,176350,1118258
1992,28284,1200157
1997,168675,7700046
1994,19676,312751
1995,53790,1311330
1994,9871,7533080
1992,59310,5846441
1995,194201,253859
1995,128111,2488955
1993,60852,4649960
1992,168410,5617958
1992,128142,2153057
1993,100536,1825397
1994,167826,2818004
1994,48412,3945189
1995,32300,3896532
1995,64279,5661851
1992,119303,3894173
1992,133446,2313844
1993,133702,2721577
1993,196959,7456930
1993,181162,5064633
1993,40196,5112855
1994,155067,3554686
1995,167477,7336232
1995,161760,4235592
1998,183023,4470532
1998,50851,524338
1994,130050,216010
1996,159552,3480948
1996,183278,500947
1996,144382,1490567
1994,3496,4058521
1994,157171,1228170
1992,77370,1681517
1992,56891,6985024
1992,24361,1745518
1992,25952,5705212
1992,24278,4360633
1992,100604,635421
1994,6331,1351164
1996,164838,8671196
1992,159466,3737377
1997,54933,6098013
1996,156127,1597212
1996,15804,4597025
1996,103363,662684
1996,15125,3030909
1996,196985,4846849
1995,177848,731819
1994,6068,1122117
1996,70665,4506243
1995,96798,1816327
1992,22676,6074946
1992,177413,949391
1994,84711,3783129
1994,186189,2180557
1998,75623,4143623
1993,194616,6240305
1993,96673,7373262
1997,122099,1530287
1993,50086,304607
1993,73630,4265655
1993,188474,2143708
1993,33466,5205991
1993,137602,4476108
1996,183596,5596393
1996,154366,2045318
1992,33183,3080656
1996,108060,3815110
1996,152402,7053840
1995,197832,733335
1998,44247,4116925
1993,173979,615891
1993,154380,3505624
1993,50969,1263333
1995,177684,6104221
1995,175400,2607031
1993,141367,3042057
1993,33306,806784
1995,138046,4587657
1995,89740,7192258
1997,44792,7999654
1997,51054,2804089
1993,191542,3485974
1996,137788,1511745
1996,41169,1332192
1996,35809,167500
1995,109899,5154003
1995,178754,3848775
1993,155900,2992527
1996,168416,6279054
1994,45041,286937
1994,60844,5486713
1998,100521,1589988
1998,164508,3390310
1997,2319,1930891
1994,140804,5082424
1994,90692,757210
1996,131282,1075576
1998,52503,3280697
1996,85533,6333788
1996,88560,2536541
1996,49072,1519352
1996,59491,4046867
1998,165166,1030480
1998,130261,4935195
1998,160877,1261553
1993,1745,3749626
1993,148426,3085961
1997,194676,5375754
1995,50636,5286651
1995,147716,7698594
1994,185322,2251712
1994,10394,3631421
1996,120671,4618259
1997,161046,3188275
1998,83845,6428372
1994,140193,4592399
1992,76887,2544196
1993,142210,5409547
1992,36252,3797647
1992,68182,1935752
1997,57411,3237658
1993,127722,6482712
1994,73433,1828359
1994,107824,1318910
1996,85917,3577470
1995,77534,7406497
1996,26716,7405336
1996,802,7662600
1996,74217,4661204
1996,172536,2679810
1993,198027,528759
1992,45914,5708063
1997,24579,4715195
1997,107536,5538185
1993,89071,5247346
1993,120830,832873
1998,114394,4501214
1992,127422,134796
1993,89634,1022886
1993,160005,4592280
1993,174570,151300
1995,158785,4972674
1996,147005,3913440
1996,100735,1756558
1996,98819,4797200
1995,21431,5538200
1995,153317,5207178
1992,130582,4108853
1993,89996,9234853
1998,117875,1067578
1998,127428,3883060
1998,69303,3946674
1993,66551,564528
1993,1209,2046098
1993,41783,4443033
1993,134547,3643868
1993,6161,883608
1997,177159,3717103
1997,136127,4482664
1992,14500,6441633
1992,5731,7217979
1996,50963,9282706
1996,194436,1763055
1996,85190,3490314
1996,78616,5302078
1992,161253,1913548
1997,16131,282725
1996,156889,6333839
1993,16655,6006846
1993,119065,4878270
1996,182460,7558054
1994,123803,3491014
1994,34495,132942
1993,30702,6560188
1993,6810,4879174
1993,55050,369858
1993,47010,3713198
1993,136899,6690435
1993,147138,2346557
1994,71763,5204280
1995,69696,2238687
1998,25560,139642
1993,22777,5163901
1995,109744,5969730
1995,47167,3788144
1992,161228,2490773
1994,196404,3348892
1994,3931,5402033
1994,58694,7288362
1994,74435,1167008
1994,59597,3619071
1994,44234,1283092
1994,90636,1070322
1993,180834,765932
1995,159624,3030516
1996,96931,8124297
1996,104731,7739620
1996,198372,564622
1993,176179,745570
1992,17656,7094014
1992,9181,99206
1995,133878,5689725
1995,91,3008949
1995,124341,3686418
1997,70492,5816322
1992,189615,843781
1994,183832,7134550
1994,129991,9017657
1997,111534,2627401
1997,142502,695025
1997,14885,2269648
1993,34588,609032
1994,93386,1655256
1995,82501,2928429
1997,40412,4803760
1993,120203,5574122
1993,45595,6304094
1997,169657,324610
1997,74247,1978408
1996,58944,7040878
1996,126197,3219436
1996,172280,1230574
1996,51230,5163156
1994,179465,5751569
1997,60950,8614562
1996,2079,475818
1993,8521,4299996
1995,167063,415862
1996,186048,2585611
1998,175430,1132083
1995,98071,1361995
1995,131565,1149523
1997,44862,7805635
1997,184598,6393842
1993,160226,4473473
1993,125608,4851792
1993,51516,6057881
1997,145837,1643710
1997,67448,1159245
1994,104915,5298951
1992,59231,4499069
1995,87670,6456624
1995,68109,5066678
1995,53645,7133131
1994,193992,3103953
1994,86050,1004968
1994,8905,6932725
1994,51164,207419
1997,116489,5263158
1993,50589,3048368
1996,89347,994236
1997,169733,4021890
1993,144736,8027530
1993,78107,2793047
1993,142097,5638495
1993,14933,1663137
1994,2097,3328967
1995,131080,3444348
1994,141341,4064079
1994,66751,316066
1994,79827,4820595
1995,78185,952644
1995,45956,8670990
1992,119225,1810340
1993,46382,4335832
1992,134555,4094680
1996,194121,4210390
1994,128833,2033118
1996,29905,1816551
1993,117792,4495518
1992,19748,3632337
1997,143488,3487179
1992,11924,1652328
1992,55351,1293286
1992,194388,2619365
1994,50584,3388352
1996,74096,1609415
1995,108187,1000365
1995,137620,4518672
1996,121623,3419164
1998,11739,4605536
1996,130251,4356250
1995,37805,7044397
1997,184283,4241302
1996,37202,5240320
1996,82008,3406590
1996,92446,5497717
1996,130091,1775806
1997,64294,2491414
1997,188091,3214199
1997,33740,5195288
1992,138924,8205005
1994,135964,3863922
1998,70055,4133001
1995,112620,3036673
1997,155969,2024960
1997,159356,891670
1994,114118,1339286
1995,122112,1341652
1995,116495,2394200
1995,124847,7577208
1995,177894,6785273
1996,80118,1414365
1994,125022,2770414
1994,38687,2633601
1994,183905,184967
1994,85592,4945744
1995,13659,3005334
1996,18914,6510496
1996,78322,5742213
1996,147931,4511960
1996,5263,956804
1997,188918,4720252
1997,58421,2007056
1997,164054,4528102
1993,110400,4315824
1995,105915,3972441
1995,143724,7318360
1995,166641,1475400
1994,15253,1700972
1994,141853,1034588
1994,178065,3330876
1995,34658,5860952
1995,129391,6141766
1993,62417,3500942
1997,150880,702840
1995,159702,169123
1993,28091,4687814
1998,121773,3632614
1994,121499,6503135
1993,116147,4419932
1996,198597,2495908
1997,27999,5549731
1992,58448,6143329
1994,156693,7324202
1998,132127,449738
1995,97645,1770765
1995,116383,3122016
1995,32541,2799726
1994,156020,3641251
1996,165543,1680924
1996,4429,2533498
1996,9567,4051680
1996,186452,447688
1996,90560,3206558
1996,28850,6556841
1994,111350,1482510
1993,57422,267607
1993,107949,1471618
1996,69585,1753566
1995,126284,2738485
1995,54948,5168385
1995,38463,5930978
1994,36519,5624090
1995,95583,6312741
1993,68232,2765329
1993,152523,7642847
1996,97942,2948708
1996,97724,5509504
1997,160418,3805427
1996,115622,4067848
1996,47022,4100892
1997,166574,2624912
1993,16475,3954557
1993,43242,2251956
1995,189480,6714235
1996,79831,5504923
1996,23025,1951025
1996,164747,7228842
1996,87761,4721652
1993,104769,5321280
1993,45851,5498361
1994,88968,4140927
1994,75499,5897960
1994,144753,6284934
1994,63021,2653901
1992,167246,1328998
1992,106597,3110964
1992,105232,4200395
1997,115598,2730194
1997,46639,2614703
1993,125106,5212108
1992,46199,4152458
1993,173664,1720283
1993,161643,3174039
1992,140013,2814695
1998,168912,8379249
1998,181492,4152440
1998,158877,3097392
1996,168955,3205936
1997,164383,2612520
1998,52014,286904
1998,105267,3455458
1996,20775,6715249
1997,21430,4446204
1997,181502,1805190
1994,164012,3702550
1994,187888,533487
1998,103539,1739973
1995,128102,935722
1995,198854,6053835
1995,130302,867327
1995,133299,4732294
1992,158157,1599137
1992,91553,6962831
1994,7436,1303127
1994,17130,3298459
1993,56669,3379747
1993,168841,5187125
1993,104793,8632987
1996,126173,2758091
1996,30810,2480654
1996,129239,4616357
1994,42716,4551500
1994,30291,5495805
1996,177249,5702832
1992,136788,6883070
1998,163383,3332459
1998,175506,5558972
1995,172629,2358445
1995,65004,1860480
1998,106112,3320786
1994,162372,6678426
1992,121783,3524735
1994,101965,885132
1996,180331,3556551
1996,16635,5660346
1998,67790,3206208
1993,4649,6178826
1997,87395,1779135
1997,183753,3175740
1993,169943,1123220
1992,61958,3843739
1992,109234,895125
1996,19716,942168
1996,102029,2653845
1996,942,7556054
1997,51062,3792896
1997,71513,5403616
1992,29048,2134832
1994,50440,264183
1992,29590,3127316
1992,114205,4195267
1992,39243,4350643
1995,56042,3754626
1992,195697,6909027
1997,105185,3094468
1993,73634,6655588
1993,154767,1574000
1996,16605,4175270
1996,71317,3499049
1995,158031,1862241
1998,153608,3477728
1997,126016,1917298
1997,93195,4379668
1997,121085,1692302
1997,63297,1020834
1997,27080,4287139
1996,198313,381053
1994,106463,1175568
1994,143199,1229768
1997,170234,5327779
1992,95338,1866662
1996,56989,5549934
1992,128033,3765595
1992,185023,312461
1995,154868,7153039
1992,179228,5652419
1996,175,3165300
1992,23646,5383865
1997,1947,3997408
1997,119317,3976858
1993,28343,5555755
1992,32870,2156232
1998,119658,1404193
1993,92165,870184
1993,6324,2049713
1993,85553,5206453
1998,10837,5914656
1998,23256,3433976
1994,130286,4431914
1994,178441,1428273
1994,196755,7325523
1993,193646,3272262
1998,8234,3222230
1998,177505,6915525
1998,113898,7708740
1997,145163,5277242
1992,8840,3147912
1997,198265,3496761
1997,84136,5376624
1993,187065,2923928
1997,140949,3979880
1992,34864,5126751
1997,42595,2044994
1992,81703,660402
1992,173239,4535066
1996,73333,5760915
1996,99103,2900727
1996,16420,3370451
1996,159435,5943348
1993,195619,3062293
1996,198566,7197557
1996,87832,4367592
1992,104405,4696120
1996,192627,495250
1996,79439,3957419
1994,53251,5419125
1994,185298,3149751
1998,7548,1589449
1998,45880,2824636
1995,81374,1764691
1995,49985,2654792
1995,83480,2994280
1995,153018,4926646
1995,105917,7153225
1995,189038,4351462
1995,151058,1109050
1996,193886,2660958
1996,121860,6586510
1997,83306,6188640
1997,125030,4760295
1993,152794,1433109
1993,192211,3753244
1998,117055,2911687
1998,19821,2590340
1995,121746,519715
1995,81324,372016
1995,5012,3594679
1996,83255,3293745
1996,51377,1605999
1994,78001,3665376
1994,10461,2775835
1995,151140,3877160
1995,195068,3158870
1992,8657,6411336
1993,78027,301506
1996,107398,6261012
1997,97523,5119590
1995,47451,5274953
1995,102348,5266326
1998,140638,1645057
1997,95500,6191370
1994,149,4881648
1997,101706,4173618
1994,191552,6878256
1992,61832,8879458
1996,94779,666937
1994,143072,4411216
1998,48748,2901425
1998,95192,5468197
1998,90018,2624858
1993,137105,4098996
1993,92846,4275303
1992,179908,4389283
1993,54680,4462676
1997,171088,2026071
1997,70629,3135255
1995,170327,2012140
1998,158023,4375968
1996,178094,2986485
1996,41350,1645179
1998,184089,4993801
1998,176990,8443654
1992,73111,986540
1995,41886,5015702
1995,119554,1195898
1994,86867,5695057
1994,172217,3558219
1996,46409,3415608
1993,158379,6008206
1993,74538,3696623
1993,34872,5377245
1993,49750,2600617
1998,173667,2349891
1996,7136,3379741
1996,125036,579322
1996,127060,4412376
1996,26265,2101382
1993,189796,7892031
1998,176873,733151
1998,114307,1294874
1994,49353,5333123
1994,65060,2952172
1994,30142,4052689
1996,33120,1876659
1995,60961,7880036
1995,140922,3847323
1996,100894,7837265
1993,170390,876234
1993,180963,970881
1995,145173,438541
1995,63244,1490941
1998,127864,4540464
1993,189136,771831
1996,63081,4502072
1992,162432,3765963
1992,88534,5602910
1994,74046,484519
1994,182634,6179868
1998,64012,726151
1995,195526,4089473
1992,186778,1611161
1992,186242,1657643
1996,152247,2868721
1992,72763,4165824
1992,155605,3786168
1992,50954,6760667
1993,72936,3688052
1995,46414,4407728
1995,156036,2981241
1995,118461,5366001
1992,25491,133150
1992,175228,4457012
1996,21312,2663949
1992,34942,6925908
1992,64829,5386841
1993,71151,666557
1997,14730,3669392
1996,106154,3308747
1994,90575,427400
1994,101125,2382869
1998,41768,2489410
1998,192758,2931588
1992,51200,2813532
1997,136210,463590
1997,64770,8153419
1997,10585,1332561
1992,159641,489784
1997,72576,7059930
1997,79046,3345730
1997,121574,3264536
1994,70598,5138700
1995,160509,2481379
1992,85033,1988212
1992,54403,3493947
1992,102405,6085597
1997,164332,1675596
1997,115677,6364439
1994,186572,5630845
1994,167762,5123328
1994,150506,1170488
1993,9508,1825740
1995,148041,970334
1995,97171,869118
1993,18377,5899114
1996,167840,6669808
1993,12001,2054250
1996,75766,1637254
1994,37231,3773382
1996,155833,6799788
1996,79276,5663778
1996,182034,2977568
1996,38154,4324914
1996,129748,5125224
1992,155848,7276476
1992,127777,2079095
1998,57193,2650037
1993,85996,5410832
1996,165411,2258907
1997,97261,724757
1997,25594,5510033
1997,142732,516446
1997,86493,3476801
1992,13876,2496868
1992,198686,2596709
1998,79762,8273360
1994,153067,443543
1993,69538,731152
1992,24932,4512339
1992,31033,2591312
1992,74681,649026
1997,128529,4442047
1997,134525,2582565
1997,160636,159483
1993,77900,4060019
1993,50009,3578029
1993,108479,1427971
1992,123570,7110509
1997,113646,321970
1993,107604,3521346
1993,91455,1527451
1992,64242,5160294
1992,105488,277787
1992,67014,941769
1997,69465,4647650
1995,52804,2336544
1995,172162,3554380
1997,143948,2778756
1994,78860,6526114
1997,148947,7265221
1997,149156,2820051
1997,48745,1829239
1998,15749,7433064
1998,87427,5350750
1998,79525,7224705
1997,195889,8138008
1997,145806,8981230
1996,90920,5390705
1996,88279,3196054
1996,89226,874958
1997,82848,164775
1994,167719,7003903
1994,42244,2978648
1997,118635,3141897
1994,150471,152147
1994,44573,3642168
1995,137103,5130450
1994,145318,3953599
1995,13981,1654317
1992,134265,1234297
1992,28653,3565039
1997,96078,1684141
1998,117371,4748225
1994,42130,1222228
1994,145672,161460
1997,39019,551813
1997,137943,4373915
1997,16090,3078635
1994,81001,2790844
1994,119181,4041006
1994,94765,3109495
1998,38164,2245099
1997,145618,299449
1997,191094,5124329
1993,148105,2252004
1993,191665,2192311
1993,32956,1042700
1995,82283,5830410
1995,39456,524689
1997,1818,5981499
1993,190829,8109319
1993,154932,1279582
1993,128746,4456372
1992,154773,6629321
1992,9760,2945456
1993,187310,4963245
1993,167208,2059448
1992,176212,1767424
1992,117718,5831985
1998,49503,1103900
1997,95432,2305299
1997,55057,455422
1997,189019,3474719
1993,122106,5089987
1993,97119,2812597
1992,101066,576212
1992,15099,4316981
1992,152967,2044199
1994,163452,454635
1996,177288,1873164
1996,71326,4907761
1995,42182,4271884
1993,148677,1587616
1994,189366,3732998
1993,74051,4018196
1993,14390,126525
1992,14473,4166572
1992,93631,1527152
1997,19679,2445965
1997,120319,2290220
1996,1079,4145696
1998,137601,7629321
1998,131412,6512665
1994,92611,4618396
1994,187419,692948
1998,61023,1810596
1996,71466,3104913
1995,88766,5650327
1993,28825,3946095
1992,153454,4582648
1992,91430,2302716
1992,184533,7291825
1992,84053,1871875
1995,30170,2429175
1992,163175,5014588
1992,115704,7920938
1996,165991,5488049
1996,81657,4522674
1998,101711,1558566
1998,45872,4761001
1998,10697,6144591
1996,184279,3190051
1996,174875,4203919
1996,108573,2328071
1996,181044,3262616
1992,71392,647610
1992,71245,1328134
1995,89315,2656879
1995,108256,1839483
1995,46791,2033214
1995,133257,2786940
1996,128281,3499705
1994,161923,3834865
1994,46609,1557155
1993,100935,6194976
1993,157104,4332064
1994,192178,4953663
1995,3645,2253271
1996,190847,1275098
1993,141383,1472808
1998,119482,3753700
1998,171340,1651267
1995,136316,3672873
1994,57104,1480234
1992,190036,3107842
1992,128219,5107324
1997,125320,3001408
1993,76997,8164422
1993,85532,5053374
1993,130640,7350816
1997,199690,1449648
1997,104178,1300387
1997,13471,805761
1994,122293,2249145
1998,197395,7020202
1997,24527,3982970
1998,135695,3622334
1998,12360,3149091
1994,161940,6206014
1994,173421,6527626
1994,82052,4070020
1993,148529,6029281
1993,117751,650900
1992,152475,4881794
1992,45270,4243722
1993,101362,4141887
1998,133608,3539289
1996,91100,3386774
1997,106523,5873356
1997,17069,1525434
1997,77942,4769130
1997,92862,9088814
1992,10709,7612590
1997,8773,2773238
1997,45701,4890699
1997,92269,4590986
1997,1334,3474983
1993,159369,2729595
1996,111595,3740141
1992,185580,1454051
1992,133707,7110759
1992,1868,318574
1997,14728,5930219
1997,199172,2364376
1994,142246,5070512
1996,195631,1445189
1996,56428,5183268
1995,52349,6121503
1995,53309,3711162
1995,49812,8287554
1997,89541,6465000
1997,114570,1216949
1992,168308,2880595
1992,146706,1360095
1993,87262,4797158
1993,158431,4289558
1995,152606,6269508
1995,131786,5467882
1992,134156,5423513
1994,69454,1739455
1994,101208,2871850
1996,91171,4597544
1995,5922,5732357
1992,20650,7224990
1995,136695,7238464
1995,23683,2869530
1995,25261,3199343
1992,128378,2175654
1994,69755,6226347
1997,184982,6343561
1995,55963,8562399
1995,155815,7464531
1998,156590,3062657
1998,199418,1229102
1998,27603,275508
1996,73917,3413092
1996,112977,7295230
1996,199554,2106622
1998,166362,1314091
1998,105195,5355247
1993,198705,5367811
1993,26428,3488985
1998,83570,2403372
1998,153861,9095585
1998,130664,4209535
1996,96114,632762
1996,71810,7086258
1997,92001,4528080
1997,34758,622932
1996,97498,287134
1996,108386,1903328
1996,33119,2461937
1998,165720,2625008
1998,50257,4983528
1998,60375,5464334
1998,70101,2144342
1994,26610,1788614
1998,41068,1311778
1993,131966,8419403
1992,77170,2422823
1994,178050,2143295
1992,83623,2204282
1993,27389,5989529
1996,99988,7872400
1994,55844,7256954
1994,164503,4470510
1994,159894,5252056
1995,74579,5877155
1992,138241,6012428
1992,106909,2521324
1996,83476,4648411
1996,151529,3417084
1994,64297,119822
1994,37923,6894708
1994,161144,4097476
1995,111724,1832920
1996,144781,498437
1996,117244,5171084
1996,73186,4799005
1998,96449,5151548
1998,166043,2652823
1997,146993,6260729
1994,119796,2723685
1994,9438,5762958
1993,181815,2443091
1997,196219,3814109
1994,129670,3059406
1994,86467,7121954
1996,124474,1690274
1993,167077,3706786
1995,145814,5467841
1995,94334,3419121
1992,129242,976312
1995,7126,1359585
1997,5143,3857155
1997,23063,478239
1998,172162,1816683
1997,128883,7265144
1993,12152,1838851
1993,115596,3867816
1993,12275,5641907
1994,199393,2686302
1994,194225,1139806
1992,138263,2998103
1992,55632,2514805
1992,1333,1197300
1992,138838,1919997
1996,71770,5000621
1996,169980,2052029
1997,2419,1321410
1997,53882,6627526
1997,107131,2007661
1994,82441,5138618
1994,170747,6282109
1994,164700,6262920
1992,32472,5283616
1992,159150,979411
1992,5570,700895
1995,80426,136422
1997,64581,5687734
1997,1101,4910290
1997,39522,567069
1994,91864,3674602
1994,142214,6093874
1997,11314,683722
1995,71565,2655175
1994,17496,415566
1994,46038,1039135
1995,67615,5833500
1995,126873,3320972
