"lo_orderdate","lo_partkey","lo_revenue"
19931124,167361,5570604
19931124,147638,158449
19930227,145537,3006807
19930227,97451,2178468
19950909,196629,3770479
19941120,154736,6027597
19941120,42642,3486208
19980703,142490,5075606
19980703,22352,802840
19930102,192916,7099487
19930923,127682,3111617
19980621,168002,3287040
19980531,48733,1917172
19960820,195813,6997697
19960820,46500,6390637
19960820,111635,6372458
19930602,159077,449883
19930417,83007,940500
19930926,10005,2779770
19980714,71833,6858354
19950105,142568,5926860
19950105,132751,5579570
19931124,79226,1096750
19940523,144119,3935964
19980129,94785,3684144
19920609,28659,1960747
19920609,124220,2316737
19970112,62275,3106784
19930620,185850,909849
19951115,107967,2336377
19951115,127480,1205984
19951115,142499,4007874
19951115,173371,577748
19930309,197621,1667061
19930309,151663,1735235
19930309,187481,5332832
19950320,183170,3095329
19930603,178512,5708340
19930603,192166,4348200
19980408,60085,1805898
19980408,179704,2372321
19980408,13423,1440660
19980721,21113,3685568
19950707,41041,94275
19950302,168148,3279929
19921002,174218,5572009
19921002,101639,1079534
19941217,44804,5666112
19941217,166196,3521510
19970924,57192,1374431
19970924,12130,817029
19940921,106999,186557
19950604,96938,7639103
19950604,33476,4087463
19940506,79649,454390
19940506,151996,2408436
19950520,54514,6138371
19980430,4189,2098905
19920621,131550,1581550
19971111,74101,3967119
19971229,172396,6124654
19941126,9924,3873239
19930905,18337,365301
19971223,198068,5542283
19971223,125344,4655756
19950505,149335,4834080
19950505,68247,2571447
19970604,37213,3726680
19920603,112414,2824291
19940101,99556,1207106
19940101,28550,3992085
19940101,25111,3919604
19940901,45551,2020342
19940901,87154,774840
19920220,168078,1260677
19930426,4119,2327575
19940227,177583,2470943
19940227,28839,1150857
19940227,122187,1556214
19930221,195479,1171405
19930221,7614,3718814
19980515,143492,4890535
19920521,180349,693229
19960504,150036,4849123
19971115,112475,3831722
19960827,37233,4212828
19971224,114492,1260932
19950822,111798,6587635
19950822,180389,5056136
19970113,156826,1882820
19970113,29726,7081514
19970110,299,4557302
19960803,11173,1029961
19980730,5301,1489780
19980730,92298,4064413
19980730,49104,2422130
19980730,26745,7116597
19980730,94195,108216
19941027,137772,3909103
19950919,109765,6137120
19960418,43393,3340975
19960418,91126,4755579
19920215,147409,6772260
19920215,96103,500090
19971006,69329,472588
19971006,195749,6618927
19971006,146710,3717198
19971006,139205,1478109
19961019,11149,2797709
19980114,47985,1515456
19920918,108033,4019416
19920824,30749,4374042
19960815,100774,3301072
19921120,177779,5330786
19960411,178737,6923378
19921207,96917,1485194
19940620,93393,5343147
19960829,5144,3512520
19920419,119731,6747313
19960525,99460,3677839
19920102,155169,5878416
19920102,61457,3829815
19971030,187484,154005
19970804,91193,1172348
19970804,78748,4265047
19930111,128696,2902653
19930111,32176,1397402
19930111,51971,4292069
19930111,65229,1074798
19941211,153005,3859584
19960830,105334,133933
19960830,123473,6370472
19960107,58252,119814
19920601,188148,449954
19930514,48230,5598948
19930514,183767,6847812
19940705,178903,3912270
19940705,20481,3534532
19940519,80689,1442603
19940513,40911,2016729
19931203,126429,6360185
19931203,197244,3983482
19931203,40746,6679490
19931203,162096,833824
19960927,36685,1770874
19980418,21908,6977408
19980418,198221,4907498
19930824,43604,4803750
19980424,32599,413529
19980424,153755,2982628
19960309,123358,2362108
19960309,170689,2069383
19980525,72894,2329878
19960707,148197,747114
19960707,60776,5502087
19930817,161373,2375316
19930817,177866,7522738
19930817,9855,6236979
19930817,22788,795512
19970412,120271,1820690
19970412,187510,3163069
19941221,106434,3670215
19950816,37241,4135622
19950810,192213,368069
19970306,176636,839188
19941206,154729,5943355
19941206,81925,2288304
19921015,31049,582143
19961006,132029,2675892
19970317,53482,6890304
19950109,122645,4802803
19971112,167997,2849686
19970824,71965,6004576
19970824,109605,1175428
19970824,106201,3669888
19920821,119898,698111
19920821,122702,8623500
19920921,190697,4504978
19980410,2673,740564
19970126,193719,833846
19920215,17492,2372171
19950618,191738,4693257
19950618,129762,5934309
19920805,86906,4599747
19970220,188591,6701564
19970220,39868,1496908
19980402,38749,2673380
19921228,185330,672281
19921228,82204,1822003
19921228,136810,1292767
19961212,4733,6396973
19950913,35236,4567797
19950913,110162,4251424
19950913,116986,8845159
19930303,68481,3623700
19930303,146041,3163286
19940827,174374,7024594
19940827,89887,2522526
19930731,38191,103885
19930717,41563,2053724
19930717,140413,5054959
19970417,114082,2209697
19970108,190513,6933577
19951014,4124,1542180
19960910,171632,7121173
19970213,70167,320679
19970617,168925,8703460
19970617,107869,4189151
19950208,85755,8359081
19970813,142867,4535917
19960303,56747,1426030
19971010,21164,2958146
19971010,58119,2481661
19960727,123591,1669486
19960727,177303,690150
19980108,138312,1614970
19980108,192712,3600396
19961007,34808,3211980
19970423,92106,606151
19931230,37350,6436750
19920519,53004,189486
19920519,34683,3785371
19950507,194425,6989332
19930128,165404,4813754
19980724,161312,1915767
19931129,4397,6376811
19931129,98183,4209725
19931129,160895,8019149
19960512,135517,5840542
19940611,117726,655638
19931224,51042,2982099
19931224,48901,6433952
19931224,811,2158592
19940820,7408,5929823
19950314,41434,125164
19950314,22387,6481431
19931109,190135,5513085
19920712,117679,678668
19970928,167389,4771100
19970928,94575,461453
19970928,116160,2488754
19970928,116434,6135318
19940505,119669,7371000
19931205,177840,6075717
19920416,175212,1711989
19960622,126488,581560
19940418,12436,4962222
19931202,135126,1024107
19931202,47035,821959
19920320,116508,2927040
19930113,173807,2539080
19930113,166343,5073624
19930113,99627,6202302
19970411,187741,6451794
19940103,67093,682697
19940103,115108,3841002
19930923,62472,6265764
19931031,18538,1297768
19931031,159509,608578
19961218,58873,4132698
19961218,120205,1212948
19941215,183091,1986560
19940326,42003,3175200
19971030,147335,6570214
19971030,52070,551917
19940118,20643,1294693
19960907,72567,1013030
19960907,75709,2476509
19920305,134273,4300918
19920305,115014,3786756
19970531,151270,3850180
19970531,169702,4726895
19920920,176350,1118258
19920920,28284,1200157
19970113,168675,7700046
19940902,19676,312751
19951006,53790,1311330
19940316,9871,7533080
19920907,59310,5846441
19950405,194201,253859
19950405,128111,2488955
19930621,60852,4649960
19920315,168410,5617958
19920315,128142,2153057
19931115,100536,1825397
19940602,167826,2818004
19940602,48412,3945189
19950207,32300,3896532
19950207,64279,5661851
19920608,119303,3894173
19920608,133446,2313844
19930904,133702,2721577
19930618,196959,7456930
19930317,181162,5064633
19931121,40196,5112855
19941019,155067,3554686
19950116,167477,7336232
19950116,161760,4235592
19980523,183023,4470532
19980523,50851,524338
19940826,130050,216010
19961009,159552,3480948
19961009,183278,500947
19961009,144382,1490567
19940329,3496,4058521
19940329,157171,1228170
19921003,77370,1681517
19920914,56891,6985024
19920914,24361,1745518
19920914,25952,5705212
19920914,24278,4360633
19920906,100604,635421
19940603,6331,1351164
19961111,164838,8671196
19921110,159466,3737377
19970120,54933,6098013
19961212,156127,1597212
19961212,15804,4597025
19960907,103363,662684
19960914,15125,3030909
19960914,196985,4846849
19950913,177848,731819
19940405,6068,1122117
19960622,70665,4506243
19950501,96798,1816327
19920710,22676,6074946
19920710,177413,949391
19940630,84711,3783129
19940630,186189,2180557
19980505,75623,4143623
19930511,194616,6240305
19930511,96673,7373262
19970720,122099,1530287
19930109,50086,304607
19930428,73630,4265655
19930428,188474,2143708
19930413,33466,5205991
19930413,137602,4476108
19961214,183596,5596393
19961214,154366,2045318
19921022,33183,3080656
19960429,108060,3815110
19960429,152402,7053840
19950102,197832,733335
19980425,44247,4116925
19930126,173979,615891
19930126,154380,3505624
19930126,50969,1263333
19950726,177684,6104221
19950726,175400,2607031
19930629,141367,3042057
19930629,33306,806784
19950904,138046,4587657
19950502,89740,7192258
19970618,44792,7999654
19970915,51054,2804089
19931215,191542,3485974
19960112,137788,1511745
19960609,41169,1332192
19960609,35809,167500
19950821,109899,5154003
19950821,178754,3848775
19930820,155900,2992527
19961224,168416,6279054
19940117,45041,286937
19940117,60844,5486713
19980107,100521,1589988
19980107,164508,3390310
19971121,2319,1930891
19940312,140804,5082424
19940312,90692,757210
19961120,131282,1075576
19980725,52503,3280697
19960906,85533,6333788
19961223,88560,2536541
19961028,49072,1519352
19961028,59491,4046867
19980619,165166,1030480
19980619,130261,4935195
19980619,160877,1261553
19930421,1745,3749626
19930715,148426,3085961
19970315,194676,5375754
19950624,50636,5286651
19950624,147716,7698594
19940306,185322,2251712
19940306,10394,3631421
19961126,120671,4618259
19970419,161046,3188275
19980312,83845,6428372
19940109,140193,4592399
19920827,76887,2544196
19931108,142210,5409547
19920815,36252,3797647
19920815,68182,1935752
19970525,57411,3237658
19930620,127722,6482712
19941120,73433,1828359
19940321,107824,1318910
19960506,85917,3577470
19951011,77534,7406497
19960717,26716,7405336
19960717,802,7662600
19960717,74217,4661204
19960717,172536,2679810
19930525,198027,528759
19920905,45914,5708063
19971114,24579,4715195
19971114,107536,5538185
19931119,89071,5247346
19931119,120830,832873
19980228,114394,4501214
19921010,127422,134796
19930305,89634,1022886
19930904,160005,4592280
19930904,174570,151300
19951214,158785,4972674
19960305,147005,3913440
19961107,100735,1756558
19961107,98819,4797200
19950908,21431,5538200
19950908,153317,5207178
19920324,130582,4108853
19931022,89996,9234853
19980406,117875,1067578
19980406,127428,3883060
19980406,69303,3946674
19930924,66551,564528
19930504,1209,2046098
19931218,41783,4443033
19931218,134547,3643868
19931218,6161,883608
19970104,177159,3717103
19970104,136127,4482664
19920124,14500,6441633
19920409,5731,7217979
19960331,50963,9282706
19960331,194436,1763055
19960331,85190,3490314
19960331,78616,5302078
19920430,161253,1913548
19971202,16131,282725
19960314,156889,6333839
19930608,16655,6006846
19930608,119065,4878270
19960127,182460,7558054
19940409,123803,3491014
19940914,34495,132942
19931119,30702,6560188
19931119,6810,4879174
19931119,55050,369858
19931130,47010,3713198
19931130,136899,6690435
19931130,147138,2346557
19940418,71763,5204280
19950720,69696,2238687
19980712,25560,139642
19931125,22777,5163901
19950721,109744,5969730
19950721,47167,3788144
19920322,161228,2490773
19940819,196404,3348892
19940819,3931,5402033
19941010,58694,7288362
19941010,74435,1167008
19940419,59597,3619071
19941212,44234,1283092
19941212,90636,1070322
19930809,180834,765932
19950909,159624,3030516
19961002,96931,8124297
19961002,104731,7739620
19961002,198372,564622
19930116,176179,745570
19920315,17656,7094014
19920510,9181,99206
19950822,133878,5689725
19950123,91,3008949
19950123,124341,3686418
19971012,70492,5816322
19920919,189615,843781
19941113,183832,7134550
19941113,129991,9017657
19970526,111534,2627401
19970712,142502,695025
19970712,14885,2269648
19930303,34588,609032
19940331,93386,1655256
19951227,82501,2928429
19971209,40412,4803760
19931210,120203,5574122
19931210,45595,6304094
19970924,169657,324610
19970924,74247,1978408
19960103,58944,7040878
19960103,126197,3219436
19960103,172280,1230574
19960103,51230,5163156
19940412,179465,5751569
19970706,60950,8614562
19960206,2079,475818
19931210,8521,4299996
19950503,167063,415862
19960914,186048,2585611
19980729,175430,1132083
19950319,98071,1361995
19951108,131565,1149523
19970228,44862,7805635
19970228,184598,6393842
19930505,160226,4473473
19930412,125608,4851792
19930412,51516,6057881
19970603,145837,1643710
19970603,67448,1159245
19941121,104915,5298951
19920425,59231,4499069
19950927,87670,6456624
19950927,68109,5066678
19951130,53645,7133131
19940108,193992,3103953
19940108,86050,1004968
19940507,8905,6932725
19940507,51164,207419
19970912,116489,5263158
19930916,50589,3048368
19961113,89347,994236
19970821,169733,4021890
19930724,144736,8027530
19930724,78107,2793047
19930724,142097,5638495
19930724,14933,1663137
19941217,2097,3328967
19950825,131080,3444348
19940810,141341,4064079
19940810,66751,316066
19940810,79827,4820595
19951110,78185,952644
19951110,45956,8670990
19920628,119225,1810340
19930406,46382,4335832
19920603,134555,4094680
19960810,194121,4210390
19940715,128833,2033118
19960207,29905,1816551
19930702,117792,4495518
19921224,19748,3632337
19971105,143488,3487179
19921226,11924,1652328
19920411,55351,1293286
19920411,194388,2619365
19941024,50584,3388352
19960405,74096,1609415
19951115,108187,1000365
19951115,137620,4518672
19961106,121623,3419164
19980112,11739,4605536
19961102,130251,4356250
19950317,37805,7044397
19970107,184283,4241302
19960301,37202,5240320
19960301,82008,3406590
19960301,92446,5497717
19960301,130091,1775806
19970528,64294,2491414
19970528,188091,3214199
19970528,33740,5195288
19921119,138924,8205005
19941105,135964,3863922
19980123,70055,4133001
19950923,112620,3036673
19970621,155969,2024960
19970621,159356,891670
19941109,114118,1339286
19951028,122112,1341652
19950704,116495,2394200
19950704,124847,7577208
19950704,177894,6785273
19960505,80118,1414365
19940521,125022,2770414
19940521,38687,2633601
19940623,183905,184967
19940623,85592,4945744
19950228,13659,3005334
19960331,18914,6510496
19960331,78322,5742213
19960331,147931,4511960
19961016,5263,956804
19970529,188918,4720252
19970106,58421,2007056
19970106,164054,4528102
19930601,110400,4315824
19950427,105915,3972441
19950427,143724,7318360
19950427,166641,1475400
19941222,15253,1700972
19941222,141853,1034588
19940728,178065,3330876
19951003,34658,5860952
19951003,129391,6141766
19930131,62417,3500942
19970517,150880,702840
19950108,159702,169123
19930729,28091,4687814
19980624,121773,3632614
19941124,121499,6503135
19930404,116147,4419932
19960226,198597,2495908
19970804,27999,5549731
19921026,58448,6143329
19940926,156693,7324202
19980407,132127,449738
19950316,97645,1770765
19950316,116383,3122016
19950316,32541,2799726
19940518,156020,3641251
19960707,165543,1680924
19960707,4429,2533498
19960229,9567,4051680
19960229,186452,447688
19960229,90560,3206558
19960229,28850,6556841
19941123,111350,1482510
19931205,57422,267607
19931205,107949,1471618
19960510,69585,1753566
19950319,126284,2738485
19950319,54948,5168385
19950319,38463,5930978
19940526,36519,5624090
19950513,95583,6312741
19931208,68232,2765329
19931208,152523,7642847
19960319,97942,2948708
19960319,97724,5509504
19971213,160418,3805427
19961120,115622,4067848
19961120,47022,4100892
19970307,166574,2624912
19930506,16475,3954557
19930506,43242,2251956
19951127,189480,6714235
19961226,79831,5504923
19961226,23025,1951025
19961226,164747,7228842
19961226,87761,4721652
19930617,104769,5321280
19930617,45851,5498361
19940706,88968,4140927
19940706,75499,5897960
19940327,144753,6284934
19940327,63021,2653901
19920603,167246,1328998
19920603,106597,3110964
19920404,105232,4200395
19970122,115598,2730194
19970122,46639,2614703
19930720,125106,5212108
19920117,46199,4152458
19930203,173664,1720283
19930203,161643,3174039
19920102,140013,2814695
19980507,168912,8379249
19980507,181492,4152440
19980501,158877,3097392
19960318,168955,3205936
19970819,164383,2612520
19980603,52014,286904
19980603,105267,3455458
19961023,20775,6715249
19970216,21430,4446204
19970216,181502,1805190
19940911,164012,3702550
19940911,187888,533487
19980228,103539,1739973
19950224,128102,935722
19950224,198854,6053835
19950224,130302,867327
19950430,133299,4732294
19921120,158157,1599137
19921120,91553,6962831
19940408,7436,1303127
19940408,17130,3298459
19930526,56669,3379747
19930526,168841,5187125
19930526,104793,8632987
19960413,126173,2758091
19960620,30810,2480654
19960824,129239,4616357
19940424,42716,4551500
19940424,30291,5495805
19960501,177249,5702832
19920917,136788,6883070
19980416,163383,3332459
19980629,175506,5558972
19950222,172629,2358445
19950222,65004,1860480
19980717,106112,3320786
19941005,162372,6678426
19920409,121783,3524735
19941229,101965,885132
19960906,180331,3556551
19960906,16635,5660346
19980330,67790,3206208
19930521,4649,6178826
19970323,87395,1779135
19971115,183753,3175740
19931221,169943,1123220
19920819,61958,3843739
19920819,109234,895125
19960826,19716,942168
19961107,102029,2653845
19960214,942,7556054
19970514,51062,3792896
19970514,71513,5403616
19920327,29048,2134832
19940421,50440,264183
19920324,29590,3127316
19920324,114205,4195267
19920324,39243,4350643
19950411,56042,3754626
19920104,195697,6909027
19970515,105185,3094468
19930507,73634,6655588
19930507,154767,1574000
19961120,16605,4175270
19961120,71317,3499049
19950104,158031,1862241
19980226,153608,3477728
19970426,126016,1917298
19971116,93195,4379668
19971116,121085,1692302
19971116,63297,1020834
19971116,27080,4287139
19961010,198313,381053
19940609,106463,1175568
19940609,143199,1229768
19970127,170234,5327779
19921007,95338,1866662
19960918,56989,5549934
19920513,128033,3765595
19920513,185023,312461
19950612,154868,7153039
19920821,179228,5652419
19960317,175,3165300
19920807,23646,5383865
19970310,1947,3997408
19970310,119317,3976858
19930821,28343,5555755
19921221,32870,2156232
19980703,119658,1404193
19930228,92165,870184
19930228,6324,2049713
19930228,85553,5206453
19980419,10837,5914656
19980419,23256,3433976
19940109,130286,4431914
19940109,178441,1428273
19941016,196755,7325523
19930529,193646,3272262
19980515,8234,3222230
19980515,177505,6915525
19980515,113898,7708740
19970616,145163,5277242
19920213,8840,3147912
19970714,198265,3496761
19970714,84136,5376624
19930309,187065,2923928
19970328,140949,3979880
19920304,34864,5126751
19971009,42595,2044994
19921003,81703,660402
19921003,173239,4535066
19960804,73333,5760915
19960804,99103,2900727
19960804,16420,3370451
19960804,159435,5943348
19931007,195619,3062293
19960820,198566,7197557
19960820,87832,4367592
19920815,104405,4696120
19960210,192627,495250
19960210,79439,3957419
19940718,53251,5419125
19940718,185298,3149751
19980313,7548,1589449
19980313,45880,2824636
19950717,81374,1764691
19950717,49985,2654792
19950717,83480,2994280
19950717,153018,4926646
19950316,105917,7153225
19950316,189038,4351462
19950316,151058,1109050
19961116,193886,2660958
19961116,121860,6586510
19971023,83306,6188640
19970812,125030,4760295
19930303,152794,1433109
19930303,192211,3753244
19980206,117055,2911687
19980206,19821,2590340
19951023,121746,519715
19951023,81324,372016
19951023,5012,3594679
19960328,83255,3293745
19960328,51377,1605999
19940505,78001,3665376
19940505,10461,2775835
19950523,151140,3877160
19950523,195068,3158870
19920630,8657,6411336
19930325,78027,301506
19960612,107398,6261012
19970404,97523,5119590
19950522,47451,5274953
19950522,102348,5266326
19980208,140638,1645057
19970715,95500,6191370
19940621,149,4881648
19970401,101706,4173618
19940202,191552,6878256
19920307,61832,8879458
19961224,94779,666937
19941113,143072,4411216
19980303,48748,2901425
19980303,95192,5468197
19980303,90018,2624858
19930223,137105,4098996
19930223,92846,4275303
19920317,179908,4389283
19930330,54680,4462676
19970807,171088,2026071
19970807,70629,3135255
19950729,170327,2012140
19980305,158023,4375968
19960209,178094,2986485
19960814,41350,1645179
19980502,184089,4993801
19980502,176990,8443654
19920913,73111,986540
19951201,41886,5015702
19951201,119554,1195898
19940925,86867,5695057
19940617,172217,3558219
19961205,46409,3415608
19930618,158379,6008206
19930618,74538,3696623
19930110,34872,5377245
19930920,49750,2600617
19980305,173667,2349891
19960422,7136,3379741
19960422,125036,579322
19960422,127060,4412376
19960101,26265,2101382
19930120,189796,7892031
19980117,176873,733151
19980117,114307,1294874
19940920,49353,5333123
19940920,65060,2952172
19940920,30142,4052689
19960618,33120,1876659
19951107,60961,7880036
19951107,140922,3847323
19960813,100894,7837265
19931125,170390,876234
19931125,180963,970881
19950901,145173,438541
19950901,63244,1490941
19980221,127864,4540464
19930120,189136,771831
19960816,63081,4502072
19920322,162432,3765963
19920322,88534,5602910
19941001,74046,484519
19941208,182634,6179868
19980506,64012,726151
19951120,195526,4089473
19920408,186778,1611161
19920408,186242,1657643
19960705,152247,2868721
19920707,72763,4165824
19920707,155605,3786168
19920707,50954,6760667
19930331,72936,3688052
19950414,46414,4407728
19950620,156036,2981241
19950813,118461,5366001
19920106,25491,133150
19920106,175228,4457012
19960208,21312,2663949
19920128,34942,6925908
19920128,64829,5386841
19930421,71151,666557
19971204,14730,3669392
19960512,106154,3308747
19941025,90575,427400
19941025,101125,2382869
19980424,41768,2489410
19980424,192758,2931588
19920802,51200,2813532
19970607,136210,463590
19970607,64770,8153419
19970807,10585,1332561
19920521,159641,489784
19970302,72576,7059930
19970302,79046,3345730
19970302,121574,3264536
19940806,70598,5138700
19950612,160509,2481379
19920822,85033,1988212
19920917,54403,3493947
19920630,102405,6085597
19971231,164332,1675596
19971231,115677,6364439
19940506,186572,5630845
19940506,167762,5123328
19941117,150506,1170488
19930525,9508,1825740
19950226,148041,970334
19950226,97171,869118
19930728,18377,5899114
19961107,167840,6669808
19931021,12001,2054250
19960907,75766,1637254
19940804,37231,3773382
19960629,155833,6799788
19960629,79276,5663778
19960629,182034,2977568
19960629,38154,4324914
19960629,129748,5125224
19920914,155848,7276476
19920914,127777,2079095
19980318,57193,2650037
19930626,85996,5410832
19961025,165411,2258907
19970830,97261,724757
19970830,25594,5510033
19970830,142732,516446
19970830,86493,3476801
19920417,13876,2496868
19920417,198686,2596709
19980525,79762,8273360
19941202,153067,443543
19931110,69538,731152
19920707,24932,4512339
19920707,31033,2591312
19921008,74681,649026
19970517,128529,4442047
19970517,134525,2582565
19970517,160636,159483
19930106,77900,4060019
19930106,50009,3578029
19930106,108479,1427971
19920729,123570,7110509
19970309,113646,321970
19930329,107604,3521346
19930329,91455,1527451
19920422,64242,5160294
19920422,105488,277787
19920511,67014,941769
19970404,69465,4647650
19950826,52804,2336544
19950826,172162,3554380
19970413,143948,2778756
19940612,78860,6526114
19970706,148947,7265221
19970706,149156,2820051
19970706,48745,1829239
19980720,15749,7433064
19980720,87427,5350750
19980720,79525,7224705
19970725,195889,8138008
19970725,145806,8981230
19960803,90920,5390705
19960803,88279,3196054
19960803,89226,874958
19970716,82848,164775
19941211,167719,7003903
19941211,42244,2978648
19970227,118635,3141897
19940527,150471,152147
19940630,44573,3642168
19950415,137103,5130450
19940906,145318,3953599
19950411,13981,1654317
19920726,134265,1234297
19920726,28653,3565039
19971203,96078,1684141
19980130,117371,4748225
19940118,42130,1222228
19940118,145672,161460
19970926,39019,551813
19970926,137943,4373915
19970617,16090,3078635
19940909,81001,2790844
19940909,119181,4041006
19940909,94765,3109495
19980621,38164,2245099
19970824,145618,299449
19970824,191094,5124329
19931226,148105,2252004
19931226,191665,2192311
19931226,32956,1042700
19950222,82283,5830410
19950222,39456,524689
19971108,1818,5981499
19931010,190829,8109319
19931010,154932,1279582
19931010,128746,4456372
19921025,154773,6629321
19921025,9760,2945456
19930129,187310,4963245
19930129,167208,2059448
19920113,176212,1767424
19920721,117718,5831985
19980728,49503,1103900
19970516,95432,2305299
19970516,55057,455422
19971017,189019,3474719
19930325,122106,5089987
19930325,97119,2812597
19920805,101066,576212
19920805,15099,4316981
19920805,152967,2044199
19940721,163452,454635
19961010,177288,1873164
19961010,71326,4907761
19950318,42182,4271884
19930726,148677,1587616
19940621,189366,3732998
19930411,74051,4018196
19930411,14390,126525
19920325,14473,4166572
19920601,93631,1527152
19971106,19679,2445965
19971230,120319,2290220
19960517,1079,4145696
19980528,137601,7629321
19980528,131412,6512665
19940408,92611,4618396
19941129,187419,692948
19980316,61023,1810596
19961012,71466,3104913
19950607,88766,5650327
19930430,28825,3946095
19921219,153454,4582648
19921219,91430,2302716
19920310,184533,7291825
19920310,84053,1871875
19950724,30170,2429175
19920106,163175,5014588
19920620,115704,7920938
19960822,165991,5488049
19961112,81657,4522674
19980531,101711,1558566
19980531,45872,4761001
19980531,10697,6144591
19960731,184279,3190051
19960731,174875,4203919
19960731,108573,2328071
19960731,181044,3262616
19920816,71392,647610
19920816,71245,1328134
19950216,89315,2656879
19950216,108256,1839483
19950216,46791,2033214
19950216,133257,2786940
19960617,128281,3499705
19940117,161923,3834865
19940602,46609,1557155
19930628,100935,6194976
19930628,157104,4332064
19940202,192178,4953663
19950322,3645,2253271
19960506,190847,1275098
19930421,141383,1472808
19980206,119482,3753700
19980206,171340,1651267
19950504,136316,3672873
19940521,57104,1480234
19920730,190036,3107842
19920730,128219,5107324
19971225,125320,3001408
19930907,76997,8164422
19930907,85532,5053374
19930907,130640,7350816
19971218,199690,1449648
19970517,104178,1300387
19970517,13471,805761
19940525,122293,2249145
19980706,197395,7020202
19970214,24527,3982970
19980626,135695,3622334
19980626,12360,3149091
19941215,161940,6206014
19941215,173421,6527626
19941215,82052,4070020
19930927,148529,6029281
19930927,117751,650900
19920429,152475,4881794
19920429,45270,4243722
19930404,101362,4141887
19980330,133608,3539289
19961203,91100,3386774
19970111,106523,5873356
19970111,17069,1525434
19970111,77942,4769130
19971106,92862,9088814
19920714,10709,7612590
19970423,8773,2773238
19970423,45701,4890699
19970423,92269,4590986
19970220,1334,3474983
19931122,159369,2729595
19960928,111595,3740141
19921229,185580,1454051
