"d_yearmonthnum","lo_custkey","lo_revenue","lo_suppkey"
199202,894724,2220848,1440
199203,669509,2649442,41174
199203,669509,3745440,22803
199208,576064,4098632,48228
199208,576064,2002391,26564
199208,456565,2113862,38593
199208,456565,3146566,28826
199208,456565,2295569,34161
199208,851465,3154702,43364
199208,851465,1787151,17184
199201,694339,3406325,18100
199208,740647,1928614,44583
199202,239125,3662035,5942
199207,11474,3884469,59190
199212,621775,2885981,45159
199207,828877,2094741,31578
199209,542939,2594696,29911
199202,19144,2708979,42825
199202,19144,3558424,34133
199210,442444,2194397,59060
199205,873395,2947727,30715
199208,410489,3367428,18811
199212,622954,2231169,31962
199212,622954,2635140,35753
199209,671279,2784666,5961
199205,582796,2824738,59525
199205,485858,1829469,56562
199209,80060,2077000,11019
199209,80060,3177463,20664
199205,679558,2823704,52680
199211,62329,3442410,24590
199209,51974,2626525,11757
199209,51974,1611071,4380
199201,620105,4182245,11422
199201,620105,2258010,54513
199207,831817,2444196,454
199201,316760,2589282,20640
199205,361025,3764496,53574
199207,631871,1924346,41866
199202,249772,2844368,38286
199203,139843,4307379,36443
199203,139843,3283182,38377
199203,139843,2886853,57768
199211,61156,2396834,35053
199211,61156,3062647,54505
199207,881344,3534926,30428
199203,260378,3010176,12548
199203,260378,4179773,48369
199210,279391,3291057,3067
199209,725224,2771208,28979
199209,725224,2896352,17499
199209,725224,2975418,40162
199209,725224,3123675,54124
199210,478087,3244026,20334
199210,478087,1751355,24861
199206,489005,3433730,47553
199207,249823,1934649,27751
199208,879053,2245933,52255
199208,879053,2767544,9326
199208,879053,3519883,31753
199202,728849,2692763,8325
199202,617497,3343209,42575
199202,617497,2725668,44300
199202,617497,2262189,39255
199211,354979,2469530,43006
199210,441517,3215401,19434
199212,707476,3454712,9769
199212,707476,2951702,27316
199212,707476,3313617,1072
199202,511064,3729817,19887
199206,837616,3090766,53803
199205,574264,3949720,22400
199210,272374,2751225,30368
199207,232537,2596624,27103
199207,445864,3496216,16381
199207,445864,3569654,35012
199209,415876,2896721,48976
199209,155492,2655274,35450
199211,421477,2552004,21222
199211,421477,3507591,58257
199202,476174,3273116,57676
199211,245050,2418064,55363
199210,375955,1769096,26743
199210,375955,4575321,11148
199206,167494,3906133,11172
199204,572375,2580076,56867
199205,787942,2581412,4671
199205,787942,2117464,8937
199205,787942,3223188,20021
199205,787942,3579858,40458
199202,829861,2659214,266
199202,829861,4343405,14847
199210,457318,3747486,55997
199211,242621,1771986,1595
199202,725200,3946166,50385
199202,725200,2935051,38581
199202,367117,2472750,44712
199202,488764,2989599,17860
199202,488764,3052118,3165
199204,429829,4453493,17227
199206,898633,3618367,50313
199210,762892,1882800,41174
199212,686017,2320678,35430
199212,266953,3011008,21904
199201,688924,4127061,23395
199204,892129,4747105,18250
199203,5065,2035638,12028
199212,198121,3417792,3188
199212,198121,2838113,31350
199212,198121,3539332,29428
199204,719453,2470868,28364
199204,719453,3369125,7035
199209,92491,2563695,47159
199202,293104,2054185,31109
199204,402883,1812988,21970
199212,509791,2997700,52079
199204,40099,3779145,23772
199210,553999,2710837,24323
199204,801169,2616898,44598
199203,678565,2562987,37002
199212,667328,4490089,42675
199201,236881,2146357,3060
199202,511058,4487924,57355
199202,511058,3587580,51682
199212,799949,4288281,38211
199208,829904,4701840,14610
199201,374377,3380503,51922
199201,374377,3024018,46702
199202,571297,2713841,48273
199202,371869,2014733,3713
199208,237718,3816921,1291
199209,707273,1779354,17502
199209,707273,3151906,35793
199204,234505,1722833,6155
199205,269023,3402783,31457
199209,285271,3535197,46182
199210,409187,4028550,1744
199210,409187,2939231,15219
199204,86501,1992433,48413
199204,86501,3035715,16939
199204,799913,3403638,42452
199204,799913,1726745,51261
199212,27409,2992760,59794
199206,246002,2828550,44266
199212,686662,3095343,43234
199212,686662,3339364,28648
199208,555382,2624157,9615
199201,372235,3935271,40545
199203,581564,3034880,8326
199207,545923,4729605,36844
199204,799333,1704368,8004
199204,799333,1834912,44883
199212,171289,2432908,21046
199209,627989,2099406,58963
199209,627989,3785922,16009
199212,294817,4007700,39647
199212,294817,2465998,31979
199208,308401,1891520,45632
199210,61048,2488376,2168
199204,166360,4349185,30619
199205,789799,2834564,23899
199205,789799,2564942,29441
199212,145078,2716144,1505
199212,145078,2139845,13149
199212,145078,2892505,8364
199212,194269,4106572,44516
199209,224857,2651001,14784
199205,383599,3202479,5028
199209,491053,2852296,5882
199205,130456,3733226,5410
199209,27169,2270176,7881
199209,27169,3542260,26496
199207,382148,4309618,3855
199207,244643,2392123,53638
199207,244643,4804525,32510
199209,225238,2366346,32270
199209,225238,2771558,22244
199208,167615,3238333,47368
199206,302299,2656558,44957
199206,185102,2804867,28526
199204,278092,2444846,43827
199201,312844,1886958,5649
199201,312844,2518915,30853
199208,402056,3994879,43491
199210,195460,3204492,27744
199210,195460,2504911,24454
199201,83378,3387196,46080
199201,83378,4331188,15152
199201,83378,2445770,11967
199203,118060,3674802,31908
199205,600863,3078962,6933
199205,573227,2413137,6887
199207,18130,3190716,52698
199206,417211,3319074,48337
199207,310075,2165137,22808
199207,310075,2352991,48858
199207,310075,2228461,43799
199201,541067,3438939,48397
199210,892954,2825167,2034
199209,318031,2634408,5867
199208,193003,2535012,59045
199208,193003,3869506,14580
199208,193003,3387082,3877
199203,103418,2871159,19313
199203,103418,2660058,41142
199206,239876,2098621,20436
199206,239876,3152984,13835
199206,239876,1906844,55071
199206,239876,4412093,7874
199201,13082,3517711,52730
199210,538153,4398024,59399
199211,422161,3392083,32476
199211,422161,3628045,39786
199202,68830,3249375,50128
199209,84248,1579873,17894
199209,84248,4640407,15402
199209,84248,3147730,12785
199207,352729,2667867,37076
199212,657346,3113858,35817
199201,656533,3089508,14416
199211,804637,4041585,54308
199208,117383,4325303,20838
199208,543115,3191544,22233
199208,543115,2312775,56335
199208,543115,3419193,43193
199204,561556,2286237,33520
199202,736019,2614680,19315
199203,772201,2183488,38651
199210,655223,1780132,17650
199203,39316,3214200,57785
199208,274760,2590188,25771
199211,383722,2072933,12296
199211,383722,1917886,13025
199211,383722,2742053,22952
199204,51203,2891265,34230
199204,51203,3123952,57685
199207,828998,2380043,23752
199207,828998,4170445,2116
199207,828998,2012150,28365
199207,275248,4636139,34515
199208,895297,2684359,41769
199212,146425,3139361,49511
199205,798790,1732807,10162
199212,585923,4338697,15295
199204,697906,2208940,9952
199204,722002,2267131,15831
199212,504286,1774563,31781
199212,504286,4369789,11848
199201,604591,2857337,38844
199202,358597,3103758,14316
199202,358597,2756872,23515
199202,358597,2084257,43241
199210,840902,2343719,1711
199210,840902,2581530,7003
199210,840902,3033782,37019
199212,608662,3721273,26791
199202,432412,2274413,45636
199208,725236,4057040,41792
199211,313459,4245471,57875
199205,861664,3837626,53799
199205,861664,2225110,17968
199203,129865,2630655,33049
199201,120913,2251099,16140
199212,302,2516256,43360
199201,279722,2939643,11358
199206,430120,3433600,36183
199206,430120,3411422,34553
199210,29732,2621586,39995
199211,622222,2510626,59498
199211,622222,2249782,14464
199211,769093,3539221,5631
199208,486560,2846705,17810
199205,254144,1799546,5931
199209,28774,3858130,47819
199211,593957,2153729,3369
199212,686726,1709678,41592
199204,39983,2014832,4974
199204,39983,1925120,5127
199203,319066,3397399,32280
199201,729848,3560202,45866
199201,729848,3368907,38770
199204,837418,2329596,28092
199211,756403,4043982,52745
199211,756403,3249701,45093
199211,756403,3484218,57257
199206,707297,2429418,45687
199203,76288,3069475,30557
199203,76288,2169137,27848
199207,290405,3481933,43989
199208,454378,2858366,40714
199209,214795,2896608,13034
199209,214795,2984216,52969
199209,136841,3567712,4722
199209,136841,1998136,15918
199201,175013,3075751,22621
199201,175013,4280052,3406
199206,103864,3277040,50659
199206,103864,2206399,24642
199208,373075,2203729,52040
199205,197515,1672529,1574
199206,177355,2025824,27
199207,810292,3037475,26071
199211,610238,2428086,58310
199208,432478,3021323,30910
199208,432478,1841471,8173
199208,432478,1690221,18805
199204,398008,4076737,59326
199204,398008,2679204,55898
199210,333421,1726843,39587
199205,276019,4448829,37742
199205,276019,1705205,54342
199209,555322,2621826,10150
199209,555322,3637667,6652
199210,546458,3993566,54099
199206,707341,2306028,51214
199201,162508,3267206,35619
199201,162508,3494901,24520
199201,162508,3308749,53394
199204,804277,2168624,4287
199208,366413,3709088,30070
199203,171106,2750246,42857
199208,524530,3086514,21346
199208,524530,4179976,7368
199202,75098,2533402,17794
199203,370639,2861528,42705
199203,370639,2119961,36642
199211,222070,3788131,26438
199211,222070,3759328,8547
199202,897988,2801723,36547
199202,897988,2402921,11269
199201,90301,4997325,31848
199201,90301,2992656,4544
199211,706423,2692744,12788
199203,342607,4071010,17405
199203,111274,2518001,8578
199203,111274,3651519,49757
199208,849175,3509045,6674
199201,796579,3070620,40250
199201,796579,4256648,53831
199210,193046,3177639,41577
199202,747271,4073690,8211
199209,836212,2670520,9422
199209,836212,2038928,50843
199203,705256,2848578,43388
199203,159739,4940164,49521
199203,159739,3680115,32781
199203,159739,3117398,8312
199201,457381,2535761,7580
199210,316897,2644969,53250
199210,316897,2246032,1525
199201,380698,2229142,29884
199209,196933,2494667,55574
199209,331415,2215858,24933
199209,331415,4106891,55452
199205,129958,1702997,20268
199211,105710,2254301,40680
199203,519367,3114317,8446
199203,519367,1926555,7861
199202,38974,2748026,59090
199211,222046,2974917,53242
199206,501352,2895800,59905
199206,501352,2224804,51659
199212,531214,3573561,18114
199212,531214,2029542,50958
199212,531214,1908378,57167
199212,115801,2683690,18499
199204,117511,3771622,56307
199204,117511,2124961,15611
199203,448108,2868271,6539
199211,427021,3869523,18735
199204,488044,3775051,44461
199202,793384,1716214,50090
199202,793384,4044019,2345
199211,37265,3394654,34480
199212,22444,3725940,51637
199212,401065,2481571,29804
199203,574384,2541757,54516
199203,799744,2105415,45781
199203,799744,2176421,5260
199203,799744,2292012,16064
199211,742660,2817450,16545
199201,145424,2738530,28414
199201,145424,2925651,44508
199201,145424,4405184,13028
199207,661736,2759643,14073
199206,233227,2912272,2823
199212,733690,3574632,30433
199210,201382,2732327,19036
199210,201382,2509735,8519
199208,288242,3239688,31184
199201,665792,2943916,13845
199201,665792,1898253,28175
199205,150820,2106234,59239
199208,687817,2206828,57108
199207,408364,2282419,8819
199207,408364,3556884,14767
199201,194647,4526354,34048
199207,399452,4533880,50612
199207,399452,2836452,16053
199207,488437,4032541,30974
199207,488437,2202934,5451
199201,239224,3180972,51249
199201,239224,4024345,16428
199210,62821,4935246,2492
199203,550844,4081350,13555
199203,402863,1985681,15141
199203,402863,4240208,12956
199207,160309,2704014,431
199212,244273,2960793,13085
199212,244273,1729705,42617
199203,411373,2598780,32757
199211,475219,1749383,50692
199210,470383,2636023,40394
199210,470383,2830554,51386
199210,470383,3688395,49198
199210,3743,2450667,362
199204,40519,3829957,44587
199204,40519,2164798,17358
199204,40519,2320839,34187
199211,513947,2906410,49335
199209,798605,2431127,51950
199205,503707,4127328,13037
199206,134611,2705364,45033
199212,845356,2511216,28336
199206,200506,2521965,19497
199206,200506,3219976,19140
199208,290306,4302152,14434
199208,290306,2838904,49454
199212,118567,2371353,51190
199212,118567,2411947,52395
199210,74803,3988671,57082
199207,756059,4228977,14252
199207,756059,3536310,21933
199204,180940,3000085,27129
199201,235801,4102662,49571
199201,235801,4157758,45905
199204,374284,4878101,29456
199201,452719,3773305,40131
199205,346826,2903600,28155
199205,346826,2435098,14015
199205,785396,2719476,30494
199210,490801,4920245,8839
199210,490801,2426803,50160
199210,490801,2000312,30760
199211,522784,3783502,33945
199211,522784,5046828,30791
199204,826781,3719618,26829
199201,204163,4223567,34714
199210,544712,3029964,1936
199209,378856,3284927,22887
199202,507487,2575696,37993
199202,507487,3592425,57279
199212,530837,3447916,58260
199212,530837,2849232,38710
199211,341870,1948646,2979
199211,341870,3111781,14953
199211,341870,2898522,27718
199201,32116,2863947,18766
199209,23050,3442534,51395
199203,526048,2958722,25907
199203,526048,3357142,50162
199211,168067,3674096,3460
199211,168067,2371145,10866
199207,260533,2657256,42442
199207,260533,3084406,23493
199203,336895,2538681,27338
199203,336895,4787225,25592
199201,579856,2310868,41037
199211,566983,3915820,7745
199211,566983,4092199,19520
199205,732316,4812682,17457
199205,732316,2747492,50103
199208,283976,3990338,21535
199207,398575,3404382,54246
199212,656822,2757652,10345
199205,788605,2512438,32756
199202,708905,3896325,33840
199210,441893,3201654,24831
199204,488479,2693401,50806
199204,488479,1850218,47731
199201,744706,3834698,43656
199201,744706,3105299,11750
199209,863278,3838131,14438
199209,186469,1764321,36383
199209,338162,2422464,27059
199208,809533,2529743,51250
199203,506347,2462666,36714
199203,506347,3012594,18429
199203,506347,3213523,26599
199207,450677,2305644,26473
199206,106930,2888300,43525
199206,106930,3227978,58578
199201,580427,2744676,12254
199201,580427,3369736,2068
199211,213343,2222815,1175
199211,213343,3087023,3740
199201,255517,2341313,8831
199201,255517,2537776,29984
199203,570001,3147168,12475
199202,635744,3196162,33667
199210,323836,2344077,12086
199210,323836,1971303,22001
199210,323836,2402623,28602
199212,49210,2036754,55566
199208,215282,4151260,39527
199204,826919,3428854,16487
199204,826919,2724583,8541
199204,826919,2109388,27369
199209,377452,3147923,14196
199203,109805,1935548,10163
199203,109805,3698235,34914
199202,206090,1673195,31173
199210,233066,3489037,31255
199210,596861,3735534,48843
199212,179038,2382645,18643
199212,179038,2368847,14635
199208,285691,2108668,52373
199205,613601,3440172,28202
199206,52591,3903101,19314
199206,52591,2210080,14470
199209,598483,2375254,26316
199209,598483,3640248,17407
199211,634166,2528300,691
199211,634166,2631903,51952
199206,25687,3414354,19956
199206,25687,3080994,58305
199201,609179,3816626,19528
199201,609179,3821657,53077
199212,601333,3361842,47717
199201,157669,3340646,51686
199201,157669,2426531,243
199208,564643,2930127,19276
199210,867187,4089218,54669
199208,207808,2682329,11216
199204,475645,2503111,51212
199201,361402,1686042,34277
199201,361402,2050841,16045
199202,479278,4487100,34832
199202,479278,3200939,30838
199201,575902,2394854,4907
199201,575902,3858285,16704
199201,575902,2365286,37083
199207,173914,2492832,56508
199207,651688,3404439,43994
199201,648643,3652554,35893
199201,648643,2252334,15521
199201,648643,2557270,10010
199201,648643,2655829,47829
199207,591010,4067496,4075
199204,377842,2494016,58053
199207,131657,2754936,24508
199207,131657,3178609,38570
199212,178507,3001940,9596
199211,501964,3482145,59773
199203,374207,2122572,28683
199208,94259,4045040,58525
199210,209905,2517523,20343
199208,415024,3310926,31886
199208,415024,3550833,35112
199208,415024,3071426,23925
199207,364330,4141144,26219
199210,67102,2043594,31616
199208,251128,4324525,54989
199212,106496,2937063,56172
199209,870436,2625651,50353
199211,512635,2599176,46643
199211,512635,5100900,27463
199205,884635,4086575,23893
199205,884635,2465113,5146
199206,845435,4634597,9823
199207,638710,2928486,26026
199207,638710,3971301,40434
199201,207859,3086688,12667
199202,698863,3359202,43987
199202,698863,2252993,16292
199208,680084,3327825,36579
199209,466711,5121692,6320
199206,695902,4066700,36214
199210,279154,3713637,39522
199210,279154,2207971,42444
199202,118534,3486013,23031
199202,118534,3662032,14904
199202,118534,2393424,59109
199210,153434,1533329,38568
199211,253798,3408860,52368
199211,253798,3151575,16705
199211,377038,1684201,9661
199211,377038,2303008,29304
199211,690604,3346803,44139
199201,562592,3494284,33305
199204,282475,3290950,3299
199203,163093,2875748,35509
199202,304282,3027382,4925
199207,276397,2892118,29590
199207,276397,2928110,27659
199207,276397,2538875,38406
199207,276397,3001163,20793
199208,362449,4214019,43276
199201,533684,1927201,23735
199212,223085,2358760,10212
199201,817189,3890710,44270
199201,817189,3219264,18055
199203,4003,2319089,36591
199210,181723,2207354,6826
199207,417973,1622880,14542
199211,368480,3227364,59477
199212,133148,3463072,37703
199201,401737,2861187,49030
199202,129277,3394458,50931
199204,808141,2945433,43
199204,214639,3573126,6764
199204,214639,4463957,33034
199202,666385,3282714,52276
199201,601,3872811,54210
199212,198262,3418770,8915
199210,117347,2840845,55346
199210,117347,4904594,53538
199210,117347,3236468,50980
199208,65359,2605686,18877
199208,127387,2359305,23078
199208,127387,1839960,21404
199207,251347,2305750,45836
199207,251347,2798164,4741
199206,656863,3521149,55926
199202,76082,3940930,29042
199205,192748,2629580,19491
199206,544564,2421166,29466
199201,685501,2647844,20925
199211,213244,3191007,46588
199211,213244,4575010,51227
199210,531736,3228102,7751
199204,522967,3431892,46789
199202,762508,4221199,56816
199210,544583,4921024,38672
199207,19450,2751103,42885
199207,19450,2773149,45313
199207,19450,2638204,184
199207,19450,2958582,30101
199205,111037,2924850,35663
199205,111037,2842020,33289
199202,778027,3005860,32083
199202,778027,2603494,49049
199210,603193,3263057,26246
199209,861268,3393007,11731
199206,416332,2578865,58908
199212,254962,2819720,12351
199207,293683,3977540,41741
199203,771503,3337807,57867
199206,528823,2127351,27310
199212,198992,4153350,21760
199212,72896,3059011,30256
199212,829990,4550767,1823
199212,829990,2244039,23955
199202,227983,3978484,9531
199208,773140,2333097,13191
199208,773140,4572724,12100
199201,804758,2729635,6569
199209,491102,4106618,14630
199209,491102,4034316,56274
199211,433420,2795968,48003
199211,433420,2912904,47736
199206,367738,2389747,21787
199206,367738,1618785,45039
199210,271456,2890335,27918
199210,271456,3446928,16137
199210,271456,2966658,5581
199211,2144,3772570,54606
199211,2144,2877779,21415
199212,623335,2602850,17021
199211,657847,3390916,25030
199207,190024,2920900,21169
199207,190024,2918203,35988
199207,190024,3288070,46006
199202,283747,1866818,4545
199203,12085,3729887,57251
199203,12085,2624451,43891
199202,195253,2639606,55103
199202,195253,1860709,34163
199202,195253,2909545,23576
199211,697787,2656115,18479
199211,493928,3464549,4402
199209,288061,3357102,47475
199209,288061,4448418,24015
199202,640973,3218167,32450
199211,466342,3022821,59769
199209,236633,2452968,43649
199210,774653,2201220,19766
199210,774653,2767280,45644
199201,472492,1762051,57475
199205,454006,1811902,19801
199205,454006,3872095,20017
199211,323561,2585210,50308
199211,323561,4032331,59353
199209,315649,2583382,41865
199210,458695,3188013,22079
199210,458695,1648958,40289
199204,713518,2490143,27668
199209,74288,2398428,9252
199209,74288,1497661,32324
199209,74288,3971672,37664
199202,322492,2920417,16065
199211,171358,4509103,44436
199206,183349,3873301,36044
199206,183349,3238524,49244
199205,160051,2301147,24491
199205,160051,2721561,12152
199205,160051,3100211,22985
199212,397090,3468117,40566
199212,397090,3705410,57999
199212,397090,1940054,19376
199212,397090,4204864,30681
199212,397090,2363243,58803
199204,141740,3651012,4420
199204,141740,4739232,54714
199209,199601,2683095,8731
199205,732431,2663899,53939
199205,732431,4333032,2538
199205,732431,3411906,53911
199202,853267,2589552,35364
199208,626045,2724682,44489
199208,626045,2481913,55175
199205,172543,2605271,1282
199209,556462,3138708,55477
199209,81110,2495597,42185
199207,847513,2876463,45292
199207,847513,3975645,25512
199204,861493,3611537,38694
199204,861493,4011543,52758
199204,861493,3025769,19652
199201,625210,3885938,1429
199210,830012,1715872,51518
199210,830012,3642486,35665
199210,830012,2301221,11267
199208,516604,3049106,15110
199202,306785,1942468,27896
199202,306785,4786131,16937
199202,306785,3289148,8054
199205,203812,2619279,30137
199204,633076,2807600,58927
199204,633076,3193412,19426
199210,305764,2293423,58849
199203,146582,4435954,55333
199206,715609,4528464,19935
199206,715609,2433051,6212
199206,715609,2421955,49128
199209,366703,2768693,11526
199210,270520,2720270,49797
199208,448556,2537106,33770
199208,743665,4134863,333
199201,586207,3302496,36991
199201,586207,1842116,32635
199201,586207,3335130,26477
199209,426889,4022657,29203
199210,821800,2817229,18103
199210,821800,3154878,54435
199208,704851,3525149,6566
199206,823310,3392289,5332
199206,823310,2467180,29647
199201,250165,2606061,47319
199201,250165,2926366,41333
199205,593462,2241467,4158
199205,491780,3587974,2031
199205,772480,2542735,55358
199207,441641,3462806,57474
199202,149981,3284275,45070
199202,473479,2988394,2651
199202,473479,1925984,35071
199208,107638,3350722,8401
199205,887813,3716528,15339
199205,887813,4424556,42240
199208,177214,2544216,53219
199204,248540,3169756,58587
199206,455293,2686193,44308
199201,806132,1904487,42051
199201,806132,3491205,9639
199201,806132,3529194,47405
199209,76582,2347297,1239
199209,76582,1930288,25408
199208,783275,3050586,21729
199206,726511,3328755,37640
199212,139219,2209320,28000
199207,742250,3057679,28143
199209,480016,2231056,48744
199211,309352,2052694,22445
199211,309352,3354831,25104
199212,201736,3305559,23060
199203,597062,2643192,58576
199210,383225,3582043,5086
199204,802910,2501116,6088
199201,758432,4662165,20695
199201,758432,2484645,20257
199211,527786,3442998,39661
199211,527786,2773818,40144
199212,606238,3821291,11034
199212,606238,4705737,37236
199212,187249,1648327,38419
199210,748592,2994194,21002
199203,722930,3057454,59307
199203,556370,2327254,33655
199203,556370,2268372,11330
199207,668119,2411318,43966
199211,735577,4052437,1684
199201,543883,4399431,40439
199201,543883,3041602,36418
199212,441787,3839320,45493
199212,441787,2277000,15099
199212,441787,3060506,24918
199212,779708,2644859,13352
199207,509425,3191756,44770
199207,509425,2104632,42174
199206,180178,2843454,7261
199206,180178,2343281,37745
199202,456622,3001557,3242
199205,116770,3281933,26110
199202,813055,3284127,27301
199207,583603,3390307,40263
199210,40066,2835982,9144
199212,174599,1572890,44600
199212,174599,2106423,57753
199205,477142,2450284,39739
199212,74219,2099041,11229
199212,74219,3128126,16377
199205,156538,2974472,19521
199204,141386,2359356,51265
199202,92551,3547837,12117
199202,92551,3204720,4933
199205,834904,2443856,16575
199202,135947,2475322,26091
199202,135947,3558914,17730
199201,651713,3500184,43421
199209,489259,2940696,56608
199203,601990,3952935,33767
199206,891712,2127487,915
199206,891712,4171140,59156
199212,652892,4206212,58980
199212,389611,3184250,8883
199202,301928,2748195,59224
199202,301928,1993864,26361
199203,579034,3965230,6254
199202,58618,2064969,21573
199207,447626,4146890,31528
199209,136051,3770267,16875
199209,136051,3030476,15338
199208,720430,3148695,23542
199208,720430,2130242,18114
199208,720430,3268154,15125
199202,315802,2729410,12554
199201,351991,1983976,57829
199201,351991,2823585,29905
199209,857908,3989905,23190
199202,482833,3963160,38055
199202,482833,3857854,39615
199202,712051,3249100,33150
199206,163079,2417318,51766
199204,771236,4771732,53308
199203,654359,2291582,42666
199212,75113,4464968,19983
199212,212210,1911421,16828
199204,328850,4162128,22014
199204,328850,3158227,16133
199206,266983,3990909,29072
199201,284725,1957188,59329
199203,635041,2293882,31412
199201,690134,2088787,55589
199211,620417,2577890,39826
199203,334270,1983582,55973
199201,334702,4200638,48739
199201,334702,3314082,22715
199201,266827,4690506,36448
199205,21934,2239823,9054
199205,21934,3149630,37602
199207,724333,3411432,36664
199212,488509,2933507,52086
199211,444568,3393348,23496
199211,706651,3909970,53995
