"s_city","lo_custkey","lo_orderdate","lo_revenue"
"UNITED ST9",28412,19950818,7392637
"UNITED ST0",17293,19930909,7818248
"UNITED ST0",13291,19940518,2120614
"UNITED ST9",6158,19980120,3105160
"UNITED ST0",16456,19940410,4136392
"UNITED ST9",4039,19950309,8124029
"UNITED ST0",3361,19920226,279259
"UNITED ST9",9482,19980512,197021
"UNITED ST0",26785,19950429,156282
"UNITED ST9",11935,19931215,442618
"UNITED ST0",28735,19980223,377609
"UNITED ST0",13558,19971011,5305692
"UNITED ST9",6470,19940423,704066
"UNITED ST0",3280,19930123,4144948
"UNITED ST0",14084,19961115,920658
"UNITED ST0",27187,19960325,2341107
"UNITED ST0",17104,19950622,5946294
"UNITED ST0",13619,19950813,6020677
"UNITED ST9",11560,19940409,2609194
"UNITED ST9",6161,19970927,164868
"UNITED ST0",26180,19951110,3950412
"UNITED ST9",15020,19930413,3002659
"UNITED ST0",11998,19980801,2812671
"UNITED ST9",7348,19930718,4182330
"UNITED ST9",1442,19950909,1830113
"UNITED ST0",11641,19950913,2318425
"UNITED ST0",1531,19980707,5053866
"UNITED ST9",25391,19970523,2001337
"UNITED ST9",7057,19950604,305286
"UNITED ST0",119,19930923,556429
"UNITED ST9",28765,19960124,8965028
"UNITED ST9",4237,19930912,4239734
"UNITED ST9",12431,19960206,4166164
"UNITED ST0",6883,19941005,4368056
"UNITED ST0",22790,19930429,201492
"UNITED ST0",11204,19940903,5664274
"UNITED ST9",8686,19920213,3674281
"UNITED ST9",12070,19970323,3348035
"UNITED ST0",18361,19980122,3847336
"UNITED ST9",27080,19970930,1232056
"UNITED ST9",1201,19970113,1879970
"UNITED ST0",1201,19970113,4874719
"UNITED ST0",23920,19980716,5110197
"UNITED ST9",125,19980519,5883374
"UNITED ST9",22052,19970808,7547375
"UNITED ST9",2065,19961026,3380614
"UNITED ST0",18736,19960725,849590
"UNITED ST0",16993,19930515,354418
"UNITED ST9",9476,19950517,1565740
"UNITED ST0",25126,19921117,911537
"UNITED ST9",4975,19961214,3497941
"UNITED ST9",25556,19980109,4712512
"UNITED ST9",18394,19980520,1895053
"UNITED ST0",28775,19970223,513733
"UNITED ST9",14108,19951016,6120183
"UNITED ST9",22340,19920701,2733704
"UNITED ST0",22334,19980718,2295933
"UNITED ST0",20393,19960910,6248497
"UNITED ST9",29615,19980130,4790044
"UNITED ST0",24623,19950928,8572775
"UNITED ST0",3953,19950904,383671
"UNITED ST0",24983,19950520,2686993
"UNITED ST9",23323,19960924,867692
"UNITED ST0",17059,19920413,5301201
"UNITED ST9",20921,19941221,769952
"UNITED ST0",24811,19921019,4869532
"UNITED ST0",7930,19980105,1712755
"UNITED ST9",9346,19960211,3081624
"UNITED ST9",24991,19921023,140197
"UNITED ST9",5756,19940528,8588943
"UNITED ST0",12232,19920809,3761018
"UNITED ST9",14242,19920927,6825480
"UNITED ST9",9556,19971009,2925220
"UNITED ST0",4528,19931222,5860483
"UNITED ST0",24391,19980623,8175044
"UNITED ST0",24391,19980623,1273250
"UNITED ST0",9893,19970717,2120636
"UNITED ST9",13004,19941111,953104
"UNITED ST9",25927,19950628,8529092
"UNITED ST9",5317,19980411,4837023
"UNITED ST0",29564,19940118,3607139
"UNITED ST0",5446,19921026,7037171
"UNITED ST0",11276,19940128,4108204
"UNITED ST0",808,19920124,3341047
"UNITED ST0",9131,19940907,4096608
"UNITED ST9",2647,19940101,4067022
"UNITED ST0",26020,19940414,6031204
"UNITED ST0",18923,19970604,3033026
"UNITED ST9",6001,19931029,4130156
"UNITED ST0",8881,19951231,3101400
"UNITED ST0",20447,19950721,4402817
"UNITED ST0",10961,19970327,4541732
"UNITED ST0",20654,19971024,3493978
"UNITED ST0",20108,19920225,753016
"UNITED ST0",20108,19920225,942454
"UNITED ST0",22102,19960317,7284963
"UNITED ST0",301,19931129,4203477
"UNITED ST9",10705,19930713,6260354
"UNITED ST0",23443,19970626,510848
"UNITED ST9",18550,19940403,1441621
"UNITED ST0",24101,19980712,6246122
"UNITED ST9",1168,19941229,1641086
"UNITED ST0",8798,19971220,3743140
"UNITED ST9",21121,19950316,394703
"UNITED ST9",23299,19951225,2862918
"UNITED ST9",26333,19970209,237003
"UNITED ST0",4430,19961126,3694936
"UNITED ST0",5510,19940202,3522038
"UNITED ST9",10867,19980212,6344851
"UNITED ST9",9560,19930304,3867821
"UNITED ST0",25717,19940320,1330899
"UNITED ST9",13633,19940907,6550572
"UNITED ST0",10976,19971125,2149998
"UNITED ST0",20287,19950523,5381631
"UNITED ST9",5803,19970908,5311997
"UNITED ST0",28195,19950607,8313943
"UNITED ST0",445,19980710,3286778
"UNITED ST9",10097,19921014,7982450
"UNITED ST0",12094,19930802,3721912
"UNITED ST9",24307,19931227,3471617
"UNITED ST9",16036,19970405,8275319
"UNITED ST0",29200,19921101,7332667
"UNITED ST9",23812,19921204,893289
"UNITED ST9",4978,19931204,582560
"UNITED ST0",26798,19961022,3068439
"UNITED ST9",28577,19960726,7831440
"UNITED ST0",28888,19980402,877176
"UNITED ST9",10009,19970704,5906376
"UNITED ST0",21817,19960622,3287226
"UNITED ST0",2081,19950505,5239180
"UNITED ST9",25627,19931117,517774
"UNITED ST0",12107,19970915,3274514
"UNITED ST0",4642,19970729,1881399
"UNITED ST9",19939,19960822,6132475
"UNITED ST0",16481,19951128,4753997
"UNITED ST0",25937,19950908,6154286
"UNITED ST0",11669,19920704,4195757
"UNITED ST0",9442,19970210,4280976
"UNITED ST9",1348,19950201,680141
"UNITED ST9",22048,19970215,3846106
"UNITED ST9",25807,19940729,2237636
"UNITED ST0",21497,19971125,1206150
"UNITED ST0",19868,19941227,554170
"UNITED ST0",21287,19950324,2834166
"UNITED ST0",23944,19941005,5622622
"UNITED ST9",1486,19920219,1005194
"UNITED ST0",13823,19930526,5658475
"UNITED ST9",24473,19950614,787350
"UNITED ST0",27836,19941105,1473972
"UNITED ST9",6640,19960110,3072249
"UNITED ST0",14257,19931206,1687415
"UNITED ST9",5071,19940114,4417329
"UNITED ST0",22106,19980714,1875375
"UNITED ST0",4805,19980325,187290
"UNITED ST9",15814,19930328,1989220
"UNITED ST0",6808,19920906,2419003
"UNITED ST0",11383,19980402,4571976
"UNITED ST9",17501,19920814,2778624
"UNITED ST0",6809,19970113,252059
"UNITED ST0",22216,19960926,1311151
"UNITED ST9",17512,19971228,5627119
"UNITED ST0",13081,19920705,2120378
"UNITED ST9",22480,19920813,1768080
"UNITED ST0",26537,19970803,4354074
"UNITED ST9",2356,19930119,2730418
"UNITED ST9",4364,19940725,560658
"UNITED ST0",20396,19950624,1730949
"UNITED ST0",20944,19940620,1264351
"UNITED ST9",12715,19980129,1909203
"UNITED ST0",1084,19940404,3624656
"UNITED ST9",7334,19961021,4665633
"UNITED ST0",6346,19930608,1718287
"UNITED ST0",22303,19960716,3082495
"UNITED ST9",2875,19971202,1621374
"UNITED ST9",14810,19920322,5131615
"UNITED ST9",6181,19960707,999600
"UNITED ST9",8104,19971128,4839984
"UNITED ST0",25826,19940922,3306435
"UNITED ST0",18163,19971215,2313985
"UNITED ST0",5296,19950524,6446376
"UNITED ST0",20452,19970402,2617617
"UNITED ST0",6217,19980413,847941
"UNITED ST0",8495,19931216,5424445
"UNITED ST0",25924,19931028,299266
"UNITED ST9",28750,19930805,3803969
"UNITED ST0",17164,19971204,3508302
"UNITED ST0",23408,19950508,1020357
"UNITED ST9",21682,19960307,931133
"UNITED ST9",16472,19950621,4504048
"UNITED ST0",1981,19960927,4874546
"UNITED ST0",17734,19950804,2210945
"UNITED ST0",11266,19920229,1670080
"UNITED ST0",29257,19950609,7870305
"UNITED ST9",3413,19940618,674128
"UNITED ST9",16489,19960929,6394904
"UNITED ST9",4615,19920517,1555062
"UNITED ST0",24997,19920709,598388
"UNITED ST9",21535,19941019,2520136
"UNITED ST0",21535,19941019,2960710
"UNITED ST9",12664,19940103,7714426
"UNITED ST9",22936,19961217,5336280
"UNITED ST9",29194,19950524,132794
"UNITED ST9",91,19970924,1152459
"UNITED ST9",9044,19980219,2074619
"UNITED ST0",7613,19930430,4022272
"UNITED ST9",7438,19950705,6085923
"UNITED ST9",28603,19920627,2548483
"UNITED ST9",13130,19980611,1478121
"UNITED ST0",9058,19970504,7525832
"UNITED ST9",27445,19921105,2710006
"UNITED ST9",2488,19921024,3827716
"UNITED ST0",2332,19940601,136401
"UNITED ST0",20003,19940720,1700776
"UNITED ST9",13711,19971226,6621088
"UNITED ST0",25528,19960414,1050741
"UNITED ST9",23497,19970401,830318
"UNITED ST0",27727,19950706,3421516
"UNITED ST9",12766,19931211,4066076
"UNITED ST0",25906,19980529,4002118
"UNITED ST9",1906,19960408,2158447
"UNITED ST9",21439,19920123,2018540
"UNITED ST0",29258,19940326,8244264
"UNITED ST0",7078,19960721,1556200
"UNITED ST9",3391,19980120,2260636
"UNITED ST9",4864,19960401,4523520
"UNITED ST0",26254,19950124,5122367
"UNITED ST9",2449,19920805,7431849
"UNITED ST9",904,19931130,139089
"UNITED ST9",17024,19980218,3317519
"UNITED ST0",15107,19950814,2141559
"UNITED ST9",23992,19931104,5232605
"UNITED ST9",14719,19971026,4932240
"UNITED ST9",11057,19951005,3027373
"UNITED ST0",19783,19970820,1639188
"UNITED ST0",1913,19961207,2038004
"UNITED ST9",28981,19921021,6609240
"UNITED ST9",22870,19970530,7316363
"UNITED ST0",3122,19960613,6412373
"UNITED ST0",14129,19971008,3257641
"UNITED ST0",8974,19940111,5145504
"UNITED ST0",24829,19940606,6129180
"UNITED ST9",24737,19950107,3484849
"UNITED ST0",10034,19960221,3129290
"UNITED ST0",28634,19951023,3189186
"UNITED ST0",25993,19980305,2629744
"UNITED ST9",5699,19921223,7281721
"UNITED ST9",29102,19970406,2821888
"UNITED ST9",23557,19971002,5982397
"UNITED ST0",8419,19980623,2851389
"UNITED ST0",14330,19970216,1320064
"UNITED ST0",8263,19960807,5447906
"UNITED ST9",17842,19970527,4505599
"UNITED ST9",2113,19940407,2691273
"UNITED ST0",1276,19961231,2543359
"UNITED ST0",25579,19920105,222325
"UNITED ST0",28807,19930228,513477
"UNITED ST0",15349,19960108,7484686
"UNITED ST9",11612,19950527,1974138
"UNITED ST9",8549,19980208,1196834
"UNITED ST9",8317,19980702,4100129
"UNITED ST9",26114,19960625,1905209
"UNITED ST9",20437,19921125,5882499
"UNITED ST9",1592,19921005,3701734
"UNITED ST9",12013,19961219,4464487
"UNITED ST9",19757,19930721,2098529
"UNITED ST9",28109,19930101,2182875
"UNITED ST0",15529,19960915,1934042
"UNITED ST9",22249,19930126,4997892
"UNITED ST0",24848,19960517,3546511
"UNITED ST0",5518,19930818,5651056
"UNITED ST9",7165,19920813,2179683
"UNITED ST9",20720,19971031,6310027
"UNITED ST0",20545,19930822,5033105
"UNITED ST0",26819,19950608,1391049
"UNITED ST0",17068,19950305,788457
"UNITED ST9",16934,19950725,2745044
"UNITED ST9",17185,19930401,4794909
"UNITED ST9",21463,19970213,1472509
"UNITED ST9",4748,19930919,2843053
"UNITED ST9",13687,19941103,2819676
"UNITED ST9",15202,19920228,2599010
"UNITED ST0",4609,19920315,1098776
"UNITED ST9",8698,19951119,4909910
"UNITED ST9",9220,19930225,5142937
"UNITED ST9",19417,19930602,4690897
"UNITED ST0",19417,19930602,4044469
"UNITED ST9",4471,19980718,7475684
"UNITED ST9",16570,19951130,5366490
"UNITED ST9",8419,19960322,4302997
"UNITED ST0",25528,19980618,1017247
"UNITED ST9",25528,19980618,2147942
"UNITED ST9",23525,19950205,3934241
"UNITED ST9",18166,19960429,3015098
"UNITED ST0",18157,19980223,1284810
"UNITED ST0",12079,19920509,5544247
"UNITED ST9",18686,19940202,565519
"UNITED ST9",28978,19940808,4496263
"UNITED ST0",2336,19951206,4038036
"UNITED ST0",3254,19960301,4018253
"UNITED ST9",15620,19960905,718284
"UNITED ST0",10528,19980202,9083767
"UNITED ST0",1165,19951025,292882
"UNITED ST9",20635,19970225,925186
"UNITED ST0",19807,19940311,1766944
"UNITED ST0",11543,19920102,7005318
"UNITED ST9",12331,19920115,5240112
"UNITED ST0",12641,19970501,3691296
"UNITED ST9",6529,19921117,1792097
"UNITED ST0",6529,19921117,1153713
"UNITED ST9",28339,19950113,1148169
"UNITED ST9",5437,19940912,5547416
"UNITED ST9",8185,19970907,2196082
"UNITED ST0",8185,19970907,204979
"UNITED ST0",18658,19960617,1036951
"UNITED ST0",11920,19960725,174218
"UNITED ST9",9908,19950908,2448620
"UNITED ST9",18385,19940128,4198578
"UNITED ST0",29881,19960317,3652074
"UNITED ST0",13664,19921227,3977895
"UNITED ST0",14645,19950129,3122514
"UNITED ST0",14645,19950129,3458733
"UNITED ST0",18364,19970201,5153874
"UNITED ST9",5422,19980319,622306
"UNITED ST0",29458,19920129,3364396
"UNITED ST0",20600,19960527,962618
"UNITED ST0",16030,19950114,2306788
"UNITED ST0",25363,19940912,9112228
"UNITED ST0",8546,19931202,5988864
"UNITED ST0",28021,19920728,4086548
"UNITED ST9",4441,19960206,7342651
"UNITED ST0",9358,19970407,4812837
"UNITED ST0",1906,19931121,1557933
"UNITED ST9",27062,19950823,1082847
"UNITED ST0",23299,19970622,1789550
"UNITED ST0",2479,19920221,723592
"UNITED ST9",8801,19930604,5594316
"UNITED ST0",17474,19970209,3312960
"UNITED ST0",27074,19920406,578208
"UNITED ST0",26003,19950218,1521480
"UNITED ST0",15229,19930703,4210162
"UNITED ST0",25466,19930219,2892275
"UNITED ST0",22937,19960209,3909712
"UNITED ST0",21719,19941004,2782637
"UNITED ST9",17983,19950608,1998209
"UNITED ST0",2308,19930918,328306
"UNITED ST0",2308,19930918,7218936
"UNITED ST0",27907,19920601,7428351
"UNITED ST0",4189,19970713,869998
"UNITED ST0",15928,19930322,5918842
"UNITED ST0",19783,19920114,4295160
"UNITED ST9",19522,19940527,393218
"UNITED ST9",13739,19940923,5858353
"UNITED ST0",14273,19931227,4521797
"UNITED ST0",601,19950702,5483900
"UNITED ST0",14074,19951208,3722221
"UNITED ST9",11080,19940506,3755112
"UNITED ST0",20248,19970831,9397417
"UNITED ST9",24239,19971126,1433110
"UNITED ST0",21835,19920622,8011823
"UNITED ST9",19421,19921207,4086031
"UNITED ST0",16651,19980621,5549874
"UNITED ST0",9508,19930814,5165720
"UNITED ST0",19408,19961024,4432526
"UNITED ST9",5308,19960306,4455750
"UNITED ST9",21286,19960424,5543144
"UNITED ST0",400,19940218,1655675
"UNITED ST0",3758,19920912,4956437
"UNITED ST0",14953,19960108,1744958
"UNITED ST9",21265,19940330,1147449
"UNITED ST0",10853,19960721,4477161
"UNITED ST9",8807,19961207,3185721
"UNITED ST9",22975,19980304,206402
"UNITED ST9",15305,19960701,178113
"UNITED ST9",13318,19950115,4557368
"UNITED ST0",13721,19960912,304902
"UNITED ST0",22123,19940405,996671
"UNITED ST9",25427,19980419,4653360
"UNITED ST0",10373,19921212,4583867
"UNITED ST0",26155,19950528,2551806
"UNITED ST0",17459,19951107,1946250
"UNITED ST9",9271,19971118,5648352
"UNITED ST9",10510,19931117,7356076
"UNITED ST0",28156,19951223,573159
"UNITED ST0",21196,19980110,4905143
"UNITED ST9",18991,19951216,6522926
"UNITED ST9",862,19950202,4455264
"UNITED ST9",20528,19961127,683211
"UNITED ST0",9715,19921106,6554271
"UNITED ST0",13213,19950120,572836
"UNITED ST9",2731,19941223,4022936
"UNITED ST0",26950,19930122,6319172
"UNITED ST0",8183,19920322,5319601
"UNITED ST9",998,19941130,2348475
"UNITED ST9",29567,19950821,6570622
"UNITED ST9",13051,19950510,6164550
"UNITED ST0",28186,19960121,533659
"UNITED ST0",19300,19941020,7009165
"UNITED ST9",28402,19971027,4291450
"UNITED ST9",28402,19971027,2352264
"UNITED ST0",9382,19960416,3760247
"UNITED ST0",24469,19921009,1353317
"UNITED ST9",11872,19960610,5694595
"UNITED ST0",17306,19920202,6988987
"UNITED ST9",19946,19941110,2475118
"UNITED ST9",2041,19960914,5464576
"UNITED ST0",11560,19920812,2989612
"UNITED ST0",11560,19920812,2711830
"UNITED ST0",12406,19950129,4352417
"UNITED ST0",10865,19980302,8340596
"UNITED ST9",2627,19970929,2514763
"UNITED ST0",29426,19980624,5003481
"UNITED ST9",2515,19921107,7027922
"UNITED ST9",10550,19931023,2663474
"UNITED ST9",10240,19961101,5383528
"UNITED ST9",6388,19920702,7617254
"UNITED ST0",6569,19951111,6528935
"UNITED ST9",11008,19970114,1952771
"UNITED ST0",16256,19970907,3512770
"UNITED ST9",10180,19950311,632139
"UNITED ST9",10180,19950311,5133727
"UNITED ST9",25742,19940721,3921261
"UNITED ST0",5914,19950326,5526522
"UNITED ST0",24958,19960727,348658
"UNITED ST0",16019,19920623,360220
"UNITED ST9",16120,19941229,879781
"UNITED ST0",9577,19970618,219723
"UNITED ST0",20395,19930403,7808101
"UNITED ST0",14972,19940814,4677768
"UNITED ST0",18391,19970223,4833508
"UNITED ST0",7705,19980726,3289738
"UNITED ST9",25895,19951221,665023
"UNITED ST9",6976,19961110,8764777
"UNITED ST9",26080,19930702,174185
"UNITED ST9",6355,19980228,3391063
"UNITED ST0",8537,19920419,909028
"UNITED ST0",14785,19930213,3152932
"UNITED ST0",26734,19980610,703928
"UNITED ST9",12592,19930618,1346542
"UNITED ST9",12127,19971208,3758587
"UNITED ST9",24331,19930511,1073413
"UNITED ST0",4093,19980604,6321870
"UNITED ST9",22606,19970825,4391049
"UNITED ST9",14734,19951027,124765
"UNITED ST9",12437,19931113,3031061
"UNITED ST0",20212,19951209,2260021
"UNITED ST0",7669,19920626,1709678
"UNITED ST0",11545,19980627,3841606
"UNITED ST9",15724,19921030,3947731
"UNITED ST9",22189,19940814,1859323
"UNITED ST9",22081,19940403,1546592
"UNITED ST0",13801,19920805,1079202
"UNITED ST0",12949,19940210,3706908
"UNITED ST0",7046,19960719,4519433
"UNITED ST9",3242,19930303,2695562
"UNITED ST9",3826,19930625,5008521
"UNITED ST0",17095,19971012,772612
"UNITED ST0",17407,19960502,3365565
"UNITED ST0",5377,19960207,4930152
"UNITED ST0",19753,19931114,1734908
"UNITED ST9",12761,19941101,3371187
"UNITED ST9",8315,19961108,4574810
"UNITED ST0",14527,19930906,3355495
"UNITED ST9",8908,19930821,7439892
"UNITED ST9",8612,19921109,7049843
"UNITED ST0",13219,19960906,4530183
"UNITED ST9",2869,19970214,5487852
"UNITED ST9",9760,19920521,3716195
"UNITED ST9",15826,19960529,1428830
"UNITED ST0",22795,19950802,1069220
"UNITED ST0",21595,19921115,2661799
"UNITED ST0",16126,19931207,4888704
"UNITED ST0",3208,19920504,5139728
"UNITED ST0",16900,19960201,3118440
"UNITED ST9",4276,19921123,4826398
"UNITED ST0",17182,19950616,5426437
"UNITED ST9",17608,19980210,4031887
"UNITED ST0",3382,19970410,694379
"UNITED ST9",20389,19960928,4151227
"UNITED ST0",20230,19980415,1291782
"UNITED ST0",29788,19920615,8147174
"UNITED ST0",22843,19950918,3794422
"UNITED ST9",9302,19930923,4771795
"UNITED ST9",20284,19950804,3971890
"UNITED ST9",27427,19970122,3044426
"UNITED ST0",14944,19950516,2517060
"UNITED ST9",13789,19941125,8267428
"UNITED ST0",29371,19931223,1863072
"UNITED ST0",10208,19930105,1681903
"UNITED ST9",27179,19941128,1201651
"UNITED ST0",24722,19971110,2597911
"UNITED ST0",12457,19931126,8348391
"UNITED ST0",2810,19931008,1364004
"UNITED ST0",25270,19980323,2019850
"UNITED ST9",25265,19960807,4135266
"UNITED ST0",26239,19920527,3687872
"UNITED ST9",27356,19951130,5249691
"UNITED ST0",15049,19920104,1662319
"UNITED ST9",22105,19921231,4844610
"UNITED ST0",12796,19971110,619377
"UNITED ST0",4556,19940103,7738867
"UNITED ST9",13040,19950321,146555
"UNITED ST9",2320,19941009,2735664
"UNITED ST0",15260,19980119,2538619
"UNITED ST0",1009,19961013,513746
"UNITED ST0",26504,19980212,554671
"UNITED ST0",27625,19951006,6937179
"UNITED ST0",12434,19920906,4322401
"UNITED ST0",6791,19950612,2794104
"UNITED ST9",20632,19930222,4561817
"UNITED ST9",29954,19950514,1331477
"UNITED ST0",9038,19960216,969466
"UNITED ST9",28510,19950713,3893859
"UNITED ST9",5528,19980507,1434612
"UNITED ST9",23569,19941004,4100143
"UNITED ST9",2683,19921114,1404529
"UNITED ST0",18826,19940309,1973463
"UNITED ST9",23135,19930620,3731301
"UNITED ST9",8638,19961130,1600364
"UNITED ST9",685,19940803,7587831
"UNITED ST9",27130,19950405,6003686
"UNITED ST0",5491,19940822,4302508
"UNITED ST9",5855,19970803,9343908
"UNITED ST9",2183,19940908,886524
"UNITED ST0",10750,19980706,887329
"UNITED ST9",11237,19931028,2793047
"UNITED ST0",15418,19920606,8843378
"UNITED ST9",15418,19920606,5577984
"UNITED ST9",15307,19930427,3929276
"UNITED ST9",29686,19920911,3792054
"UNITED ST0",7528,19980214,7018056
"UNITED ST9",5401,19930616,7507698
"UNITED ST9",24547,19950402,4044988
"UNITED ST9",24916,19951021,1212377
"UNITED ST0",22396,19950114,4848258
"UNITED ST0",104,19930731,5907489
"UNITED ST9",20954,19950602,3362353
"UNITED ST0",26723,19920712,3465792
"UNITED ST0",1009,19950920,1924941
"UNITED ST9",10342,19930712,1017243
"UNITED ST9",16774,19950529,2505447
"UNITED ST9",17927,19920316,6527154
"UNITED ST0",27338,19980720,6944204
"UNITED ST0",7459,19931006,4214089
"UNITED ST0",5141,19960329,526586
"UNITED ST9",16018,19980506,4478514
"UNITED ST9",10364,19921019,2413432
"UNITED ST9",10364,19921019,4295686
"UNITED ST9",12407,19940927,3414917
"UNITED ST0",6754,19920612,3231068
"UNITED ST9",19681,19940716,1685791
"UNITED ST0",26392,19940703,5330128
"UNITED ST9",13559,19950814,2643754
"UNITED ST0",11569,19970212,4242334
"UNITED ST9",8248,19950712,2658917
"UNITED ST0",1684,19940312,8681364
"UNITED ST9",8884,19920718,6668173
"UNITED ST9",11363,19970706,379420
"UNITED ST0",29839,19940704,2380197
"UNITED ST0",18877,19971008,1764887
"UNITED ST9",26371,19921205,4229272
"UNITED ST0",14570,19930720,5731142
"UNITED ST9",25037,19980610,606743
"UNITED ST9",10648,19940914,1166591
"UNITED ST0",10648,19940914,6322268
"UNITED ST0",24394,19940131,6728085
"UNITED ST9",10285,19960804,6304702
"UNITED ST0",21877,19931119,4413339
"UNITED ST9",1630,19950820,2821033
"UNITED ST0",16066,19980606,3738458
"UNITED ST9",8608,19921126,7926987
"UNITED ST0",27910,19930613,7020619
"UNITED ST9",2714,19961006,1824848
"UNITED ST9",9031,19961024,4879813
"UNITED ST9",4588,19931222,110749
"UNITED ST9",26926,19920613,4053670
"UNITED ST0",4060,19941105,169232
"UNITED ST0",14111,19980715,2012424
"UNITED ST9",19543,19921014,2998915
"UNITED ST9",15652,19940613,4611196
"UNITED ST0",5657,19960420,2562230
"UNITED ST0",25376,19960616,8402754
"UNITED ST9",27427,19930222,6272262
"UNITED ST9",8044,19930214,1782831
"UNITED ST0",25010,19960612,306653
"UNITED ST9",21199,19961213,7724149
"UNITED ST9",23984,19960729,1016800
"UNITED ST0",883,19960914,5692659
"UNITED ST9",21758,19930407,1193400
"UNITED ST0",15893,19951020,3106303
"UNITED ST0",10885,19950508,178745
"UNITED ST0",16615,19941206,7775665
"UNITED ST9",15515,19940501,361522
"UNITED ST0",23845,19920123,5210659
"UNITED ST0",7882,19961208,5776851
"UNITED ST0",14086,19980701,538350
"UNITED ST0",29135,19970527,6213430
"UNITED ST0",26731,19930910,7124884
"UNITED ST0",985,19971108,1755164
"UNITED ST9",23257,19930205,2751547
"UNITED ST9",1900,19940401,164190
"UNITED ST9",13151,19980508,5389102
"UNITED ST9",14293,19961025,2934336
"UNITED ST0",19546,19960315,2889346
"UNITED ST9",22006,19960125,4480117
"UNITED ST9",21424,19970831,3542222
"UNITED ST9",15719,19950905,1742549
"UNITED ST9",22342,19971227,6157851
"UNITED ST0",199,19920127,2070750
"UNITED ST0",7564,19940823,5026774
"UNITED ST9",13327,19921017,345891
"UNITED ST9",4424,19941120,4464944
"UNITED ST9",28552,19980105,4109775
"UNITED ST0",25873,19961211,5791285
