"d_year","lo_partkey","lo_revenue"
1992,56666,4627826
1992,53819,2074187
1992,123555,928187
1997,64173,1013218
1993,53683,3299546
1998,107227,2900417
1998,32294,2096955
1996,193453,4260469
1996,140792,7184536
1998,143074,4830210
1997,169688,7062358
1997,133484,6054745
1992,98868,4250840
1994,16321,1046772
1994,76148,3068902
1995,113748,7941923
1997,143130,563102
1994,169552,6742404
1994,118714,977248
1994,32266,5032692
1992,166076,2039737
1992,38700,1415836
1992,21725,1198812
1992,129435,3300825
1997,31490,4644007
1997,49379,1530282
1997,124479,5935699
1997,114850,7340049
1992,102385,2930146
1992,177148,1025442
1992,113893,5320223
1992,194708,2568847
1993,106243,1996285
1993,19486,1499647
1996,181428,1195460
1996,97166,3339432
1992,139612,455844
1995,25684,1158969
1993,142665,3550225
1997,66020,3892806
1998,48818,6837554
1998,69193,3416838
1992,51371,6215139
1992,58030,1689531
1992,33276,2757135
1996,92330,1269436
1992,193749,1844582
1995,82215,1089461
1993,171408,2899624
1993,174239,1910749
1993,20091,2139466
1997,70181,1450486
1995,118923,6825848
1995,75587,5047133
1996,18568,2934469
1997,89018,773383
1997,76063,4114677
1997,18378,2709413
1997,113018,692838
1995,21652,1542177
1995,4005,2158875
1995,108780,6661416
1995,51705,3235535
1997,30158,500549
1995,186473,3480737
1995,170376,5692912
1996,117307,6102374
1996,154273,4645445
1996,140115,4204600
1997,194315,262131
1997,39956,3278097
1997,78373,3113556
1997,31411,5118609
1997,121378,1301414
1996,95111,420321
1996,196217,5557504
1996,123693,4356959
1997,96537,6410155
1997,20546,3129596
1995,66974,3614086
1995,88038,3453616
1995,41506,3647700
1996,164065,4570434
1996,198088,3345931
1996,52355,4353475
1996,110444,5486147
1996,119673,4417868
1996,33586,3142491
1996,65422,1173757
1994,154883,7143025
1992,138514,7379080
1993,156877,6940659
1994,49506,5108805
1996,24137,1595939
1996,60187,4845688
1992,120300,2402946
1996,86716,5012778
1996,33969,2169374
1993,87191,964937
1993,8139,829326
1992,125194,453538
1994,136200,5004137
1992,184834,1535064
1993,147333,5383287
1993,16370,864440
1992,134617,7217535
1996,89460,6812462
1996,199818,7024938
1996,5933,6638537
1994,99555,4873514
1994,4612,1601540
1994,165795,1094144
1995,24483,1203395
1993,94173,2523421
1992,96908,8326317
1992,149295,2720842
1993,118981,1583984
1997,104305,1445467
1996,112942,1689068
1994,26765,4720010
1998,29629,5751307
1993,156951,9252633
1993,79623,7303139
1993,52536,6573348
1997,151174,4520877
1996,140281,3332268
1996,99403,5608197
1994,197159,1827698
1994,112777,8419078
1997,100605,2687774
1992,168292,5277925
1994,160192,4899819
1998,17189,657070
1997,177330,3010278
1997,192622,7897539
1997,183057,2565112
1996,33179,3344295
1996,39531,2810182
1995,67893,558267
1995,72462,1979554
1995,64783,996234
1993,13880,5901865
1992,157697,6618690
1992,102954,3131120
1992,138920,7028604
1995,16175,4417056
1998,52054,4391408
1994,133207,2306772
1994,123819,7352811
1994,62714,2253498
1995,71007,3203928
1995,198445,2697933
1992,109006,3720990
1992,137375,762679
1996,146003,205604
1996,62672,2353924
1992,51852,3117052
1993,33521,6836244
1993,13808,4803822
1992,48896,7969924
1992,181336,2154341
1992,184818,1678278
1995,34609,4306644
1995,66556,2603560
1995,125275,3744777
1994,112099,4099922
1994,47268,2734335
1992,95911,8245478
1993,44447,2003673
1993,8279,1674050
1997,88449,3625223
1995,104536,1700745
1993,135354,4780753
1994,199165,2503036
1997,122730,6730483
1994,183247,1419366
1994,91477,4845951
1994,50884,8187234
1993,48678,7645349
1993,128105,1917205
1994,106769,4943715
1996,166944,4347652
1996,14480,4043992
1992,190213,4853154
1997,138448,3852852
1997,56437,5832897
1996,77639,451039
1994,189760,527181
1996,51094,2455961
1995,29570,6254706
1995,6106,4554450
1994,139773,6598482
1993,117158,2326797
1993,59646,584452
1996,72044,3352932
1996,32526,4331804
1996,56652,4488133
1993,141592,1337910
1993,75664,6998068
1996,94138,905704
1996,160895,3677073
1996,118185,559478
1995,136849,6951206
1993,40972,6687743
1993,51132,4458163
1993,118915,5879086
1994,47934,564579
1995,118936,3859031
1995,141746,7208167
1995,168253,130803
1995,14764,830986
1995,136205,1117080
1995,194880,3773995
1995,137744,8295781
1996,41031,4292484
1995,11993,6035008
1995,65555,5162267
1993,148805,6651434
1998,85027,3749534
1997,42661,6196542
1994,135214,344781
1993,159783,4113084
1993,309,2781390
1998,102546,7358662
1998,89966,187772
1997,181615,6616779
1997,3058,1729890
1996,161797,1382939
1996,12405,1844360
1994,86794,6875630
1997,94433,141315
1997,126777,6401579
1993,71676,459699
1995,154062,5142804
1993,115739,2042505
1993,18571,1340613
1993,160408,3925033
1995,67190,2968192
1995,31032,693381
1994,78716,4982447
1994,172628,2908060
1997,20527,6224336
1996,113359,2042056
1992,70598,2831304
1995,132086,3154103
1996,190889,6557362
1996,55891,5016153
1996,144342,5739447
1995,52631,446583
1995,134223,125722
1997,197072,526081
1997,29341,2030003
1997,125554,5462083
1997,183334,2692927
1996,115962,2326080
1993,159290,2538014
1992,107511,1914841
1992,52202,3102489
1994,111220,482638
1998,188845,4776584
1992,180474,6006472
1992,41449,396275
1998,25711,6191673
1998,111886,8920036
1998,51679,949049
1998,80318,5554170
1993,104022,3492572
1993,89185,3024687
1993,127040,614615
1993,3498,407833
1992,71490,961660
1996,138885,7693596
1993,105867,7663743
1998,123076,3134547
1995,54839,1894284
1995,6721,7104997
1992,17768,6979046
1996,139065,4614970
1992,47716,332742
1992,165770,168890
1996,101842,7690656
1996,152518,4617299
1996,57398,1995134
1996,85282,4967737
1995,31913,1734215
1994,49839,3778008
1994,148071,3083037
1994,4819,6996944
1994,188318,1961802
1993,23153,3917186
1993,49203,1939152
1994,148092,433234
1994,176662,3270419
1992,23483,1500714
1992,63720,3252947
1994,117254,4315893
1993,58995,1758591
1998,53524,3296347
1998,174715,6657721
1998,28004,268416
1995,99049,3278269
1995,64524,4519146
1992,135566,2330269
1992,49478,5769833
1998,162410,2285180
1994,116975,9959850
1994,62804,636048
1994,141342,525669
1994,120406,559148
1994,39711,4859690
1994,66461,1661563
1994,152830,941415
1994,125718,5293903
1993,71159,411374
1995,138806,8058086
1992,137332,1018781
1992,194197,2161452
1996,186843,6773738
1997,147452,1091599
1993,40065,2291536
1993,163403,3869829
1994,172674,6567479
1994,131257,2524970
1994,169448,4849738
1994,17762,2096340
1992,34078,3683934
1992,179343,2230229
1992,139814,1219806
1995,196935,5303337
1992,114577,2864826
1996,71252,3486262
1994,69423,6613995
1997,129486,4801040
1996,50131,1508176
1996,137099,1922264
1993,133261,1682538
1995,27039,676221
1996,8022,744016
1996,187872,6585163
1996,36367,237211
1996,9576,6845506
1996,108666,7129027
1996,137941,4369499
1996,23675,4073411
1996,91955,7028489
1997,180929,3382695
1992,17510,2353963
1993,17878,1652200
1994,82745,6401276
1994,28574,1914274
1996,24472,6568994
1996,90456,3193761
1997,148150,1821188
1997,141690,5757869
1993,108989,6948974
1993,165850,4582713
1994,88455,141458
1994,139664,6046289
1995,53483,1910518
1995,2357,740497
1992,88674,1546283
1995,9358,4220275
1993,182257,5196290
1992,59901,7875328
1993,191052,1357943
1993,199869,3179708
1997,89767,5509199
1997,83873,4345075
1992,95767,662797
1992,131989,2548455
1996,177060,517362
1995,185221,752382
1994,119225,3135434
1993,118958,9884750
1992,182676,4801169
1992,69090,1849171
1994,8532,3457272
1996,83220,2684383
1995,94886,7279005
1995,177363,3312828
1992,10711,1748203
1993,172398,3784783
1996,62126,626757
1992,190046,2894629
1995,63179,3222061
1992,94870,2480277
1992,63369,3593374
1994,83475,1645154
1992,133262,1165734
1996,185925,5103714
1996,28881,4072230
1993,182485,6081822
1995,128765,500459
1995,148043,2459204
1993,2546,3427245
1994,133508,4037188
1992,149926,5014884
1995,139710,2771540
1998,173707,5078556
1998,90182,3399322
1995,21372,1702074
1995,1127,299182
1995,137109,3878402
1995,9770,7055034
1997,80467,429895
1994,150138,4308159
1995,96369,3174462
1996,154659,5259191
1994,35345,4816639
1994,74334,3935456
1994,194289,1029160
1996,66426,2433950
1996,135307,5867193
1997,88366,3412987
1994,80604,4665062
1994,49179,4878207
1995,94647,8044036
1995,44512,4078228
1997,98093,198578
1995,159080,1215398
1993,185663,3023433
1996,27321,2246976
1994,3671,869217
1994,49144,2892448
1994,157970,3613842
1998,49146,2444352
1998,133109,5482080
1995,74397,4251309
1997,161298,6184769
1997,160455,5237395
1994,142076,424866
1995,174151,3881275
1996,42078,2320659
1992,141443,6345981
1992,174245,5354795
1992,128842,6714444
1997,159495,3575327
1994,47911,5643650
1994,93452,910633
1993,98598,1162317
1995,87759,985167
1995,175980,1891501
1996,136286,1338147
1997,143397,6637317
1996,119269,4650618
1997,58688,6548846
1993,92329,1563121
1996,116203,3701491
1996,139856,2390666
1992,135535,4240431
1992,1634,147420
1998,18097,2009878
1998,154336,3036480
1994,180579,2567354
1994,187794,7098111
1994,48442,261402
1992,92688,4532793
1992,96652,148378
1992,4228,4642102
1992,55001,2870868
1997,60637,891477
1997,56495,3962567
1993,45384,749770
1993,162500,2850000
1998,199146,4447640
1998,116078,689264
1998,111310,5038155
1997,31701,1485757
1998,152273,5546254
1998,195221,5626840
1998,68318,604565
1997,173998,406110
1997,141336,5744843
1996,125802,5381043
1998,164717,3934015
1995,182309,1908863
1997,45738,4525866
1997,109004,471045
1996,15001,1917188
1994,154755,4828413
1996,190322,2160849
1992,183458,7175449
1992,168724,3194627
1998,165958,400742
1998,1635,5163076
1996,172434,4672945
1995,130445,1012151
1995,167125,4034134
1995,106211,1771040
1995,82129,4752260
1998,186402,6563844
1998,72943,8449295
1998,172923,1271401
1992,87373,1897716
1992,67312,1513423
1998,170299,3779240
1996,139604,6114192
1993,169193,2412045
1993,18904,8224924
1997,112716,8131851
1993,147844,6401986
1997,37424,2875319
1992,58264,4048125
1992,111784,6920936
1996,138602,1640600
1996,152611,161370
1996,187641,3733862
1997,114474,3898302
1997,192002,656400
1993,158367,5900990
1996,159523,1228035
1996,9693,317332
1993,182281,777069
1993,155497,3725976
1996,49034,471854
1997,155118,4691266
1992,21600,4914768
1992,8771,7186056
1996,190223,252138
1997,93081,1798009
1993,51112,1837054
1993,63505,6418813
1993,113136,4033446
1995,23176,1632267
1993,101478,673158
1993,137992,2892735
1993,37321,3978807
1993,189949,9493304
1993,56730,7372696
1993,53884,7112595
1992,135094,420021
1992,117010,99619
1992,181284,1774864
1997,133273,5111434
1996,20658,1742829
1994,96443,4750152
1997,138329,1218282
1997,178139,5904297
1992,95501,1723968
1996,109101,4534758
1992,183483,7832400
1995,28495,6417092
1992,127636,3260714
1996,73230,4981372
1992,138940,1315995
1992,162936,9594864
1993,114376,2905873
1996,9762,2785152
1996,68535,691623
1996,136116,790347
1995,195824,921513
1998,49740,963151
1998,25254,2889162
1998,101926,8879999
1995,86626,2641471
1993,140721,1409376
1993,76379,623470
1998,72505,143317
1998,47037,4345476
1994,65248,2496847
1998,155079,3334165
1998,3066,290718
1996,69664,6243848
1996,31921,4876885
1996,120952,7080917
1996,30658,7015478
1992,69662,2349590
1997,159653,7706925
1997,48772,3957771
1997,95002,2247238
1995,32622,1131763
1995,199283,270926
1998,95318,5662992
1998,4570,4662590
1992,74334,3626690
1997,120334,3904533
1995,64416,372710
1995,34970,942960
1996,162806,1614643
1996,75546,4518973
1996,95696,828928
1996,161033,503253
1998,10259,4398718
1993,7976,4286031
1992,43509,2939860
1996,78993,7986559
1992,26561,2356295
1992,118956,6941949
1996,139168,666352
1998,101331,1332330
1995,50292,5192772
1995,47117,1225854
1997,93627,3387095
1994,85171,3954101
1996,194040,3266035
1993,173759,7288846
1998,129214,4412152
1995,176820,8558451
1995,1622,2285430
1996,64943,5609343
1994,152822,2437266
1995,100762,7033412
1992,186943,8495298
1996,31638,6592446
1994,7317,797025
1997,55380,5897038
1998,188627,2230306
1998,90140,4633574
1998,171401,1660867
1994,163032,4248716
1994,113429,2817046
1994,151032,2239706
1996,189040,2987439
1995,161210,3546675
1996,169018,3057759
1996,137348,4710156
1994,45129,1450062
1994,80738,1392171
1994,188706,6615264
1992,38003,1326810
1997,143741,1461702
1997,50571,5518734
1997,132280,3701941
1993,86195,956763
1995,132467,1364508
1993,187798,2545816
1996,13272,2240160
1996,44556,5185900
1996,197665,4759182
1992,138667,1086505
1993,91060,2289208
1993,31880,1721286
1993,177771,859678
1992,164947,7369736
1996,191457,2395452
1996,184318,382830
1996,22399,5774474
1993,146158,3212672
1993,70451,6686500
1993,136371,5179121
1998,7183,3767662
1998,110121,3800563
1996,87287,1112446
1996,22346,4292062
1993,35287,1815085
1995,193181,1345534
1995,179594,5462597
1995,184931,9273278
1996,39105,3650173
1996,25896,3968076
1994,138275,252147
1994,28488,3886821
1995,54022,4040722
1995,71853,6865085
1995,5043,2878249
1995,121096,3207165
1998,57388,4520476
1998,116672,2948417
1998,95355,1579909
1996,27671,1085496
1992,183715,3888811
1998,132347,936571
1995,3390,5227882
1995,155564,4664332
1995,99331,5687160
1993,59402,2483193
1993,158379,426898
1995,62918,6011388
1995,68431,5793640
1995,31961,7761136
1994,86830,163514
1994,94751,5303588
1993,83182,4718979
1993,38828,692593
1995,152242,4004378
1992,96498,1594620
1996,183937,6729696
1996,25246,3862749
1996,188148,2518017
1992,127009,4284896
1997,9767,6393485
1997,158706,345881
1996,70960,4970291
1992,147002,203506
1994,59762,774792
1994,9631,3774543
1997,161406,2183491
1997,67618,6279015
1997,53744,5602542
1997,190723,8087377
1994,126176,678023
1994,5978,730980
1995,176651,2249400
1992,76356,4132949
1992,104891,7356053
1997,35623,6198631
1998,195198,2845018
1996,66430,3049803
1994,165538,6734826
1994,143024,1941976
1993,50248,1495403
1997,137089,2971725
1993,39163,4037212
1993,187915,6489428
1995,17091,3592832
1995,44360,759137
1998,59997,180043
1998,161177,4974967
1998,99354,1326283
1997,192728,3845360
1997,172770,5159756
1996,193834,1133564
1996,164992,1439893
1994,157398,4060538
1996,41357,3084879
1998,78040,4389788
1998,39081,459036
1998,21826,8039972
1996,57578,5918086
1997,29421,1485462
1992,153597,2749882
1997,47302,795804
1997,196388,2707509
1997,86915,2449660
1997,36914,6892788
1993,76305,5650533
1993,164896,3423713
1992,158504,7109375
1997,173640,7073905
1997,128542,6863259
1997,1804,3415011
1997,79662,4826480
1995,44716,5420557
1995,139286,1619492
1993,167649,6523232
1993,150780,5675418
1993,114865,5301205
1993,78510,2844542
1992,96768,2620668
1992,168890,7443782
1992,79,187981
1996,182287,3718964
1998,25745,1998205
1997,31122,2085177
1997,104917,1660530
1995,67863,4998247
1995,135055,4578210
1994,105449,3868810
1997,87969,7021572
1997,90030,3488502
1998,152521,4829132
1997,196408,5566280
1992,55509,5730588
1992,124729,5440039
1997,134892,354547
1992,82721,4140039
1994,129873,7535365
1994,157742,2138091
1995,138965,6492830
1995,86431,6599554
1994,4165,2031404
1994,192958,5849309
1997,96223,802246
1995,117209,1140366
1994,135125,3596372
1994,170294,2308378
1994,114725,8267149
1994,168493,4356557
1993,60046,1177066
1993,141228,3895236
1996,149703,5216035
1998,78150,4048930
1997,113634,6035268
1997,33600,3306441
1993,120595,3837026
1993,79234,4725530
1995,123439,6735952
1995,130711,3364983
1996,155065,2000427
1993,121045,1984966
1993,53095,1131937
1998,32041,4390356
1994,90990,8280538
1997,29316,1926494
1997,181291,1729085
1992,179706,1049991
1992,104356,6203196
1992,182529,1250539
1992,140347,2193384
1992,63902,2533892
1998,104411,5745149
1997,112029,957738
1998,96319,3351409
1997,141805,6696496
1997,110854,6579190
1997,30016,2845598
1993,132077,1563788
1993,8372,2408375
1997,114100,327545
1994,66124,4764914
1995,19026,1845624
1993,130119,1254828
1992,89506,6672921
1993,103906,3447369
1993,139309,269660
1998,44676,622337
1994,98560,2570065
1994,164130,3368640
1994,127764,8340642
1998,196848,6330454
1998,140844,2031857
1996,44015,911059
1996,150896,7365084
1996,101022,192327
1996,63336,2444039
1993,54713,7844907
1996,59349,3718302
1996,49469,280855
1992,32304,2466418
1995,57026,681232
1995,62433,2232688
1992,97812,8777578
1998,135056,4811530
1996,54851,8126325
1996,69922,7378488
1992,7781,6552466
1992,136198,3830925
1995,69120,2746760
1994,167678,2052907
1993,4924,2509278
1994,108483,4993475
1993,89569,3787300
1993,6482,3032440
1998,113340,3694618
1995,58914,8529232
1995,97646,3024297
1992,54193,2477930
1992,55460,5766584
1994,162073,2610661
1994,154975,8860819
1997,122421,4330260
1994,142388,665126
1994,106136,4008876
1997,150009,194856
1997,182945,5586974
1994,165638,991512
1998,46273,4599086
1998,107289,4666608
1998,130799,5738221
1998,189104,987886
1993,199143,2235852
1993,187050,102334
1992,68555,2125352
1993,156410,6202914
1997,52084,1968552
1993,157144,4742100
1996,57971,4687397
1998,126015,189463
1998,145699,6420459
1995,94586,6221162
1996,76111,4087533
1995,158214,2633474
1994,157303,4982778
1997,89153,4701089
1997,190779,8703779
1993,159261,3445878
1997,67860,177302
1997,117998,2346612
1997,191260,1759340
1992,50168,1073433
1997,85611,862169
1993,160562,6790413
1992,84905,4157780
1995,149926,6652922
1994,78446,6563819
1994,186069,5428782
1994,116952,362286
1994,145670,4031824
1996,156595,6049774
1997,58535,5018260
1992,161015,500344
1992,192029,4197098
1995,61553,2090079
1995,111196,4683897
1998,174834,8612640
1993,14617,5270270
1993,5079,3631218
1992,146297,2078069
1992,39979,6816181
1992,42154,5048866
1994,321,879350
1992,29636,145603
1996,175290,2457522
1996,96095,3714070
1995,78617,6679223
1995,112010,4022631
1994,164968,764392
1994,11165,2905632
1995,156863,1693316
1992,115389,261214
1994,174025,3516864
1994,26850,5982653
1997,67787,6468119
1996,16976,2248848
1998,58212,117021
1993,88158,2425253
1995,174891,5602786
1997,83990,1468648
1997,17580,5175636
1996,34556,6103802
1996,79857,3245713
1996,6856,655780
1996,18546,1722299
1998,30727,314966
1998,19883,1427880
1995,81190,4116732
1995,148024,203683
1998,189197,5865026
1994,34142,102233
1998,98517,2352071
1998,65508,1474973
1998,182081,2099359
1993,149786,4141519
1994,181956,366831
1994,132100,4707271
1992,15771,6659367
1992,18206,310279
1997,22240,2486031
1997,182373,6070348
1992,182256,3131505
1995,166551,2355152
1995,137596,7204131
1992,129982,3585348
1992,13488,892742
1994,20,437009
1992,153250,1212022
1992,4984,527025
1992,156859,4483089
1992,161814,3492758
1996,193067,3061398
1996,5539,5184418
1994,147191,3718284
1994,43034,2022452
1997,143550,6670600
1997,105529,1298203
1994,177598,308308
1997,114036,4490978
1994,45515,2458038
1993,136646,2611457
1995,51,3012926
1995,160956,7315477
1996,59455,6182560
1996,121448,5304678
1995,41016,440224
1997,96426,6554511
1992,163436,5583877
1992,63962,1402098
1997,18308,3948686
1997,195369,3031225
1993,175685,2641020
1993,121647,2703196
1994,96052,628830
1994,184114,1984070
1993,94177,2670267
1995,52838,5673349
1995,170361,911776
1992,130371,420411
1992,185025,4095973
1996,24231,5375285
1996,62482,3380083
1997,135754,161077
1998,135928,5783744
1994,140669,7955047
1993,94648,4786652
1993,151456,3566626
1994,129851,7335315
1995,97451,3441517
1997,100850,7321962
1995,180746,6795472
1994,174667,3309154
1995,26065,3520245
1995,61816,4355634
1995,112147,2336826
1995,47588,300973
1995,48099,2945464
1996,165986,3859774
1993,87415,2967499
1993,173232,4491296
1995,45790,694316
1995,184415,6125089
1995,47533,1465724
1996,18187,848778
1995,156123,4824959
1995,37448,4972344
1995,184664,1558056
1995,122660,1278821
1992,63896,5535032
1995,45978,190473
1995,167617,6837831
1992,102206,1076506
1993,78686,2786674
1996,62710,4088103
1997,131627,995172
1992,166592,7131937
1995,61226,4808241
1992,171239,1650889
1995,165693,5620773
1995,152220,717532
1995,10157,1003121
1997,149477,296135
1997,44313,114415
1994,199848,3211988
1994,124440,5764035
1997,20002,1078740
1996,76988,5108948
1998,160311,5622371
1998,198834,7008441
1994,67083,378028
1994,94779,5333726
1994,177034,3968599
1994,183377,3417265
1992,111455,1173160
1992,20096,2828794
1998,7582,4866457
1995,75734,1313072
1995,127606,2973152
1997,161035,1753648
1997,50969,2495948
1996,109963,1686880
1994,93072,4294362
1994,57395,5544799
1996,26861,6865382
1996,140157,4051155
1996,4708,4031750
1992,13613,2543332
1992,80624,7086001
1993,69751,1669127
1993,146230,4674830
1996,10866,3304959
1996,22011,2689867
1998,110225,4672837
1995,102792,7595551
1995,80637,2911734
1994,51191,1809228
1996,197500,4473000
1993,150385,5310906
1993,113063,1829302
1995,154578,3008826
1992,144084,5527592
1996,130997,565809
1997,164453,5151742
1995,158723,1411122
1998,150279,598171
1998,121040,1097115
1995,169983,6109668
1998,44135,1588479
1996,161402,4491174
1998,120324,521596
1997,160761,7141299
1997,39516,558915
1993,48666,6510309
1993,117744,6881356
1993,107767,6197461
1997,154282,1322917
1997,1169,3425582
1994,151519,7067295
1997,48377,4999295
1997,42494,6278897
1994,148862,3993697
1994,93183,5302219
1994,49217,1583713
1992,131946,557779
1995,17710,4062764
1992,93188,4174290
1996,56171,2434687
1993,6752,935535
1993,73019,3124831
1998,20292,2257283
1998,19878,1323232
1998,148903,3907703
1998,4508,2988850
1993,40049,2616999
1994,182435,3603896
1994,170228,1063242
1994,66386,3313331
1994,11972,7274008
1993,74725,5440803
1998,25711,4198161
1995,158307,2648682
1998,70470,3457128
1997,124811,6410648
1993,57317,5095965
1996,34346,2408319
1992,157416,4795949
1994,199063,3569848
1997,53053,4879342
1996,65256,5146347
1996,113381,4919372
1996,118832,2539338
1993,72618,6799857
1995,175192,4866009
1995,180642,6408220
1995,38614,5920101
1995,191956,7470921
1995,137203,3651148
1993,90884,3877251
1996,26300,3060844
1993,119412,815903
1992,52643,5571974
1992,32410,5493141
1992,160627,7184198
1992,36949,3802055
1992,62733,2767431
1992,194197,5567611
1996,199110,3523346
1996,168377,5983831
1996,98542,2976323
1997,95827,3609183
1995,92464,6632718
1997,118537,4581035
1992,62873,367174
1993,118262,1843574
1993,13360,3024230
1993,78542,4056800
1993,137419,4139117
1996,58724,5263548
1998,22944,2281400
1998,14138,382975
1998,123602,3153664
1998,152714,7639254
1998,81046,1700778
1994,92407,4750963
1994,49601,3256260
1996,29869,1654951
1996,195968,3192946
1996,39812,2522606
1996,79871,170280
1997,9062,2188769
1997,180186,3927690
1994,161742,176766
1993,129352,2262651
1998,10795,2754850
1995,149141,1616210
1998,18227,3664704
1998,80219,436512
1998,21331,5400046
1994,157429,1230755
1994,53572,2526343
1994,172155,1104435
1994,197391,1750346
1998,158033,654618
1992,120018,2877363
1997,122208,5545741
1997,141207,4648296
1994,84198,5220551
1997,195288,3285290
1997,23796,639761
1994,181698,6424680
1994,122278,2392496
1995,13957,7917860
1997,186047,5274301
1992,173621,3690882
1998,148111,4852034
1996,35464,2260127
1996,52589,6308145
1992,87483,267627
1992,38289,3367656
1994,33642,1715871
1993,98095,4820526
1996,6445,1070340
1996,105947,9087029
1996,81888,6881158
1993,3290,4209927
1993,55926,7226572
1997,93293,3588749
1995,113892,8782341
1997,123690,6786212
1993,148786,7296920
