"lo_custkey","lo_orderdate","lo_revenue","lo_suppkey"
739909,19930220,2241756,57863
372475,19930715,2602769,40338
508552,19930701,2549172,19735
38234,19931126,1525095,46280
38234,19931126,2678653,1563
787105,19930405,3301604,16273
228824,19930109,2286501,37374
647447,19931106,1218824,49421
597463,19930514,2181466,19496
576697,19930621,1492159,6495
216565,19930811,1352620,45439
128887,19930412,3075814,24603
128887,19930412,1742700,39531
493693,19931008,1484109,48160
443344,19931226,3519885,48116
67615,19931124,1416363,28190
116041,19930713,1915792,45585
116041,19930713,2953011,11374
116041,19930713,2271677,48509
649348,19930310,1213093,53789
185186,19930713,2716140,11119
66931,19931026,2290181,14931
66931,19931026,2029257,616
389006,19930720,3068274,1747
389006,19930720,2261552,58026
580678,19930820,2460921,3896
240208,19931123,2044941,22301
643736,19931024,2696239,48369
192421,19930923,1393485,14216
192421,19930923,2172013,27238
118265,19930120,3394080,43016
118265,19930120,2681419,28737
831916,19931114,2335339,10032
326528,19930113,1735094,20719
326528,19930113,2253709,49446
326528,19930113,2073991,27749
645589,19930303,1675195,54839
645589,19930303,2153295,36458
645589,19930303,2309586,19096
645589,19930303,3316769,49856
721009,19930819,3546067,58027
327190,19931029,2229791,47787
76897,19930315,2287038,22619
76897,19930315,2407113,41504
519565,19930728,2456742,20315
79093,19930912,3032618,21938
400655,19930414,3102913,31161
718306,19930203,2468515,4773
425683,19930803,2915090,45738
372158,19930531,2270873,29888
491533,19930811,1817885,10485
727540,19930926,1707231,3570
615442,19930608,2219381,59320
26251,19930125,2711396,34770
26251,19930125,2453167,30866
26251,19930125,1912409,44098
179344,19931223,2683793,4409
179344,19931223,2501465,48860
386693,19930702,2323305,12882
553309,19931212,3707136,40308
553309,19931212,2056047,45549
641359,19930225,3652641,19850
459872,19931015,2226869,26946
760217,19930101,3932984,23365
313060,19931230,3389202,24583
80308,19931018,1805120,55836
80308,19931018,2659981,33863
246676,19930121,2138829,37112
246676,19930121,2498247,37662
656734,19930421,2829954,59399
656734,19930421,2263219,50825
572381,19931208,2271638,50287
101605,19930806,1896244,53843
101605,19930806,2112558,9866
535855,19930918,2320255,20809
33805,19930407,2993559,47133
236632,19930630,2275881,24393
583123,19930826,2013193,14226
434998,19931219,2289960,26828
390796,19930927,1384432,38868
390796,19930927,1802416,23319
71551,19930303,2386277,41312
287234,19930716,2092530,58425
287234,19930716,2101458,33933
130357,19930504,2161338,14857
130357,19930504,1143972,14092
460693,19930608,2157818,13565
359852,19930807,2465992,7271
740761,19930719,3124303,22417
740761,19930719,2765947,9587
792622,19931230,3416439,18933
792622,19931230,1726612,17634
668602,19931031,2631662,45376
668602,19931031,2247814,46739
115249,19930707,1660725,52202
370729,19931210,2794881,57904
97646,19931204,3478581,6916
390997,19931026,2552348,22743
417836,19931230,2663634,8223
92452,19930224,2105453,30659
723425,19930202,2738874,34123
723425,19930202,2711480,16169
275584,19930531,3386776,16895
275584,19930531,2611837,24388
275584,19930531,3620364,17280
275584,19930531,2428686,50430
766667,19931228,3542582,2535
766667,19931228,3945264,55856
766667,19931228,2951289,56497
69608,19931014,2366256,31614
203599,19930328,1943367,50495
63397,19930401,2577716,54698
63397,19930401,3400415,48492
63397,19930401,2433246,20873
299152,19931109,2021385,26583
80626,19930730,2591747,15112
419791,19930331,1626690,3202
419791,19930331,3564058,53981
243755,19930621,2255638,46957
243755,19930621,3527231,4866
874445,19930701,2053453,53535
874445,19930701,2836244,12147
762724,19930130,1855022,1204
77605,19930128,2448435,52418
164986,19931223,1707490,19782
109154,19930403,1330521,11113
665629,19930603,2130981,56878
511645,19931212,1665452,4359
601261,19930617,1966124,12452
601261,19930617,3167913,14695
115421,19930331,3143920,36767
374356,19930517,2532954,39245
96908,19930620,3907763,44048
188602,19930522,2489783,58195
166868,19930205,2149570,23899
886286,19930821,3328737,42893
886286,19930821,2328616,46175
593185,19931210,2189097,53064
693503,19930905,3369062,30675
121511,19930812,1460772,32531
256291,19931014,2298641,21412
421765,19930313,2439727,59414
69097,19931116,2725512,39404
421117,19930219,2840845,13659
439430,19930206,2051305,23267
439430,19930206,2532789,22378
439430,19930206,2046816,1746
108461,19930416,1872354,44568
87512,19931210,1466325,29436
87512,19931210,1366582,51622
87512,19931210,2439863,5856
726640,19930504,2565715,347
726640,19930504,3786375,49920
16118,19930326,2976891,46075
261638,19931029,2098638,25641
207493,19930116,1910324,35031
207493,19930116,3142117,22037
128710,19931212,3129472,37027
128710,19931212,2337952,43551
8612,19930701,1130100,56626
736057,19931205,2142142,50675
376310,19931205,1864227,21678
488017,19930416,2014823,12637
801634,19930427,2328313,24370
605398,19930418,1378595,59405
79303,19930228,2440642,14294
79303,19930228,2232726,55208
196322,19930212,3038828,45667
868094,19930514,1725330,59180
152825,19930306,2086596,10910
393949,19930808,2041968,2238
596005,19931120,1342118,42945
879085,19930927,1479081,17905
358471,19930618,2670578,18543
358471,19930618,2237114,25911
663040,19931112,2566969,43308
670844,19930223,1800320,59250
254017,19931008,2938396,39456
579407,19931112,3991458,56875
579407,19931112,2596354,29866
579407,19931112,1355650,47773
153745,19930112,2656403,42688
153745,19930112,2679400,22214
80356,19930317,1902696,31546
471343,19930609,2591098,8392
141481,19930223,2044795,21642
314611,19930526,3010493,52024
314611,19930526,3034706,49709
373660,19930607,1993606,27137
637079,19930601,2264268,8356
637079,19930601,1935041,37945
637079,19930601,2329873,48927
355949,19930911,3073041,45149
355949,19930911,3510656,56500
625069,19930313,3340841,57637
625069,19930313,4051742,25903
362987,19930615,3454463,5052
362987,19930615,1527864,53515
614495,19930202,1848304,47209
614495,19930202,2276097,33904
614495,19930202,3716115,46670
63025,19930916,2629237,54811
317200,19930225,2200842,712
56728,19930922,2210366,22206
56728,19930922,1771331,9078
551840,19930811,3326679,9298
717298,19930210,1633874,55444
319930,19930413,2860051,14778
319930,19930413,2760209,29258
319930,19930413,2995350,36813
195455,19931012,1452374,27710
732080,19930225,2352912,2954
193952,19930830,2444558,39908
539894,19930103,2289882,32262
539894,19930103,3713145,54565
539894,19930103,3247315,22990
539894,19930103,3787423,41169
555031,19930212,1907564,43189
405677,19930211,2926414,23634
405677,19930211,2965551,3177
481781,19930704,2767291,22496
886919,19930226,3297384,44213
558014,19930314,2875943,59390
558014,19930314,2058133,53123
795565,19930319,3416583,53610
420229,19930401,2079694,54654
832531,19930325,3570739,5882
601108,19930718,3785624,17051
601108,19930718,2432550,2773
601108,19930718,2104202,44640
843901,19930210,2030875,17015
339760,19930514,1879102,24467
438883,19930705,1236687,27047
438883,19930705,2519537,7865
832199,19931118,3006175,56612
560831,19930928,2896854,34099
289535,19930817,1957965,10914
289535,19930817,2756805,6478
265832,19930921,2221416,56516
529276,19930501,2365286,31505
529276,19930501,2299210,59340
727243,19930422,3416004,481
765968,19931128,3642734,34347
308099,19930822,2705435,1718
308099,19930822,1944103,33607
82768,19930916,2996532,5457
82768,19930916,3431511,55377
491665,19930215,2638435,26147
491665,19930215,2563928,1912
375917,19930814,1798200,5155
375917,19930814,2917440,14292
231553,19930706,2252976,34649
231553,19930706,3515379,31296
231553,19930706,1897908,42912
516214,19930316,1392548,39899
630832,19930525,2095288,54063
630832,19930525,1950727,57439
133544,19930713,3625375,36415
133544,19930713,2460816,19981
133544,19930713,2220579,46976
403027,19930420,1794750,3198
348569,19930427,3503251,52437
348569,19930427,2924350,23202
656569,19930419,2657874,11490
801997,19930718,2465618,38699
801997,19930718,2516799,14392
789587,19930718,2400923,43883
789587,19930718,1775709,10405
118609,19930622,2766010,4421
682600,19930208,3379682,55285
769391,19930604,2471131,16540
473632,19930524,3767724,51103
705536,19930309,2232738,4355
470920,19931030,2546831,6247
470920,19931030,2488122,38347
470920,19931030,1505182,37346
470920,19931030,3350143,7891
551744,19930520,1976384,29036
661741,19930119,2151142,44292
531884,19930727,1812316,20036
820009,19931220,1830621,35826
453946,19931007,2678338,51378
453946,19931007,1867516,30382
356701,19931207,1460427,7394
340741,19930708,2083008,42104
209414,19930209,2255860,22296
209414,19930209,3174913,17408
209414,19930209,2459078,21835
529903,19930727,3405186,39675
529903,19930727,2422330,21635
181130,19930926,1845847,37140
181130,19930926,3172942,12156
646471,19930412,2001834,43879
646471,19930412,1575936,7730
646471,19930412,1881300,6928
698809,19931025,2394662,18085
698809,19931025,2468488,27369
5185,19930227,2342289,43651
228226,19930417,2328812,10683
22063,19930104,2333860,30696
81245,19931024,2722457,6402
81245,19931024,1048341,2457
81245,19931024,1931134,115
175333,19930218,3646728,43881
690856,19930201,2349530,59204
482888,19930110,1783999,37990
197347,19931026,1565589,41985
203590,19930514,1785150,54389
31366,19930730,2993707,26230
555898,19930606,3771164,15286
555898,19930606,1622634,3937
365483,19930321,2772997,29286
781813,19931023,4024277,35871
171535,19930925,2851250,11044
171535,19930925,2089388,25304
171535,19930925,2463989,50720
20935,19930912,2528281,30751
96409,19930302,2083519,31687
334601,19931220,1491547,31160
334601,19931220,2135197,17027
334601,19931220,2575604,19755
90142,19931104,1442517,47999
90142,19931104,3113413,15057
90142,19931104,1928169,59804
626705,19931213,1359174,1316
807040,19930211,2445193,18272
529357,19930209,1667047,25474
529357,19930209,1844024,34148
376051,19930120,2309452,9064
376051,19930120,2127036,26649
376051,19930120,3410075,41859
376051,19930120,1403493,20893
538685,19931112,2050103,22697
599101,19931008,2378340,40431
717544,19930831,3704078,2788
786037,19930725,2064580,49749
481505,19930912,3327964,9905
150682,19930314,2093684,17628
150682,19930314,2381665,17843
786788,19930326,2973108,22603
544838,19930108,3124793,49989
544838,19930108,1220940,34747
69146,19930221,2372203,8522
69146,19930221,3550891,59263
288829,19930127,2375248,38177
801076,19930720,4344758,16079
801076,19930720,3155356,57804
801076,19930720,2654339,47855
842990,19931015,3248760,12876
41566,19930326,3661296,35089
830624,19931111,3510361,21393
160174,19930602,2206310,1919
160174,19930602,1839791,6838
468841,19931229,2655642,6191
125782,19930816,1525156,41628
125782,19930816,3937392,39449
148498,19930623,2046529,5685
574843,19930125,3473453,21837
497923,19931107,3780810,4223
583379,19930608,2138190,18083
583379,19930608,2526423,37114
716953,19931206,3054542,27766
716953,19931206,2285784,30616
716953,19931206,2747027,49943
751895,19931216,2623183,39708
324161,19931001,2492071,2994
695188,19930106,2398694,8215
695188,19930106,3193424,29233
719969,19930128,2096074,40629
512665,19930616,2535456,37139
606383,19930625,2203604,29762
606383,19930625,1699358,58953
606383,19930625,2623813,40055
155083,19930808,1813407,46604
155083,19930808,1660802,32754
155083,19930808,1211148,47840
155083,19930808,1923301,37289
744742,19930201,2477600,19706
7186,19930809,2214381,46876
153670,19930611,2721556,31645
282188,19931019,2457618,14409
425774,19931017,2161373,2128
425774,19931017,1939858,45753
600839,19931221,2265310,55449
600839,19931221,2000307,54558
448627,19930326,2638168,1848
246506,19931027,2628144,3479
76468,19931026,1623326,16790
696283,19930115,3144798,20394
696283,19930115,2498479,59837
696283,19930115,2489371,10966
262562,19930303,2002232,41433
640781,19930515,2630332,41040
1015,19930522,3330539,20019
406283,19931121,3261620,22315
406283,19931121,2899248,47387
439877,19931015,3690698,36599
726680,19930503,1468108,4050
762041,19930720,2025774,3817
257086,19930331,3434284,39972
87388,19930616,1715848,21188
87388,19930616,1991853,1043
562046,19930113,1967351,24499
562046,19930113,2758016,20117
562046,19930113,2005678,5611
562046,19930113,1488146,38030
562046,19930113,2092237,15528
299287,19931209,1941252,10415
299287,19931209,1984073,23561
133184,19930705,2101418,16703
556621,19930624,1805015,36590
752866,19930219,1591744,44711
752866,19930219,4033617,11139
571208,19930516,2274594,45900
571208,19930516,1691401,2751
316033,19931011,1689269,4764
129031,19931223,3703928,54702
129031,19931223,2646302,30577
129031,19931223,2531389,57039
869476,19930726,2042160,47958
869476,19930726,2595640,33505
869476,19930726,1849607,9582
869476,19930726,2108080,48226
302785,19930519,2437717,20263
121060,19931014,1718443,17806
823526,19930705,3305378,51989
352936,19930116,1959589,36367
194920,19930531,2522993,37641
194920,19930531,2035352,9054
82486,19931124,2643086,39294
82486,19931124,2414976,57815
308897,19931022,1979075,11629
885197,19931220,3613760,4554
885197,19931220,1431801,30618
885197,19931220,2203192,30488
602279,19930913,2283423,45367
602279,19930913,2223190,362
17008,19930625,2206631,54467
812972,19930913,2109970,31824
580928,19931125,3072252,1289
381871,19931102,2267656,50526
177937,19930613,2860907,4066
104363,19930821,2197788,18192
469106,19930410,3128407,22650
469106,19930410,2511063,36870
183259,19930521,2280142,56975
346070,19930129,2204212,22097
346070,19930129,2181552,36149
86426,19930801,1875287,59145
690179,19931202,1865904,12238
705430,19931105,2426065,15119
705430,19931105,2232794,31313
618196,19931205,1450028,4271
863425,19930725,2465935,48973
313870,19931028,3198148,57376
313870,19931028,3240545,25811
687067,19930328,3756815,42389
687067,19930328,2761297,58901
687067,19930328,2096878,52928
687067,19930328,2660524,8615
403684,19931125,3912031,217
403684,19931125,3330461,18272
403684,19931125,2855404,12477
525481,19930925,3432709,32109
525481,19930925,3015648,14225
74201,19931110,2343178,55125
738514,19930601,2078767,4782
738514,19930601,2201372,40247
517375,19930221,2117388,40819
764579,19930326,1383365,43207
702506,19930803,2564801,40092
860551,19930904,1747144,36930
199477,19930914,2568147,47254
43924,19930715,3165986,21193
43924,19930715,2744072,30000
203809,19931118,3105926,23355
839195,19931206,1965861,30378
486206,19930625,1397809,42546
389443,19930624,1885458,8228
548474,19931014,3456536,47776
644959,19930710,1790199,29589
644959,19930710,1561182,10635
207331,19930121,3183570,52646
484337,19930928,2270838,22984
484337,19930928,4063060,4832
169504,19931023,3473210,54742
570074,19930223,3398530,2533
401516,19930214,3403814,45633
401516,19930214,1847620,23626
384065,19930711,2342825,1377
412963,19930103,2588297,23363
412963,19930103,2977927,49912
774085,19931013,2496655,31017
479296,19930630,2563888,41495
786364,19931207,1564125,50112
786364,19931207,2488847,59058
687517,19930624,2067779,37661
48932,19930904,2076064,45403
468091,19930816,2164740,22657
468091,19930816,2540290,49832
678406,19930424,2341107,21176
678406,19930424,2599095,31433
398989,19931221,2871252,38964
666329,19930312,1539142,19476
53314,19930807,1581032,19402
91624,19930924,1676413,9986
26797,19931205,2946061,46889
328220,19930525,2491681,42192
477172,19931021,2341691,35997
800275,19930107,1954701,56328
420467,19930726,2840193,2257
563188,19931219,2063243,30338
594841,19931108,3761331,28936
594841,19931108,2375064,50436
326546,19930929,2106094,38376
55357,19930326,1991919,57988
55357,19930326,1942057,20341
251489,19930921,3509513,56240
208511,19931216,2477452,51732
89530,19931214,2998522,47735
89530,19931214,2463416,2328
532678,19931118,2283325,41416
735994,19930102,1780783,55034
227536,19930926,1902951,16365
899198,19930722,2506263,21220
899198,19930722,2175513,33714
495242,19930923,1718868,8689
495242,19930923,2467420,2551
711865,19930530,1730358,29365
711865,19930530,1678383,34644
847652,19930530,2237485,20223
463579,19930903,3464097,41849
621805,19930202,2037884,39404
510631,19930810,2169299,57559
818425,19930411,3393572,33998
250012,19931015,2235834,18013
197342,19930402,2364875,25891
197342,19930402,1577771,25026
882869,19930105,3140859,3834
783352,19930108,2344802,48526
341507,19930611,1435098,56204
450035,19930114,2327863,11852
450035,19930114,2458692,41424
497777,19930327,2364864,25145
257902,19930825,2901328,9143
257902,19930825,1667215,4445
125558,19930423,3454092,43428
639797,19930227,2148056,1620
826873,19931127,1883602,9771
826873,19931127,1901278,47617
826873,19931127,2920604,20830
53398,19930314,2577369,34035
743264,19930418,3819557,4806
585184,19930719,1897640,41440
585184,19930719,2289684,49137
159436,19931116,3514197,44325
159436,19931116,1396496,59824
159436,19931116,1889840,39879
159436,19931116,2872433,30572
159436,19931116,2539518,39120
104230,19930531,1958157,37010
733906,19930117,3870611,22546
733906,19930117,3044462,25136
683161,19930509,2212863,59579
683161,19930509,2659976,48045
90328,19930312,2973687,13179
90328,19930312,1781346,35914
90328,19930312,3110643,44011
90328,19930312,1991591,8752
162134,19930218,1424579,20509
162134,19930218,1752091,12691
326158,19930829,1551102,45296
378775,19931228,2320272,30091
378775,19931228,3321320,56883
230008,19930415,2403769,18659
230008,19930415,3292549,32634
345520,19930917,3852493,6077
345520,19930917,1614614,12542
345520,19930917,3570987,29949
223262,19930906,1813824,38564
215330,19931029,2263535,20495
350093,19930904,2651143,10734
350093,19930904,2697684,36906
697372,19930205,2614071,28877
697372,19930205,2854564,51083
697372,19930205,2521311,27296
774604,19930427,1667536,29318
52258,19930101,4023317,18750
52258,19930101,1975392,3644
52258,19930101,1980039,59881
52258,19930101,2372872,35691
52258,19930101,3206728,29701
677905,19930412,2184312,7456
520348,19931211,2196193,20234
520348,19931211,1984905,43423
520348,19931211,1292573,41313
169778,19931220,2322480,30287
169778,19931220,2173479,42632
473743,19930829,3293072,11418
332422,19930225,1943279,41652
75461,19931210,3049693,20875
75461,19931210,2500823,23324
94516,19930415,2693667,11589
716701,19930214,1698301,31663
191419,19930915,3287322,36434
326294,19930416,1891180,10192
855268,19931009,2222432,33136
158674,19930802,1879461,31261
111004,19930905,2497181,58936
356914,19930310,2216616,51615
393353,19930318,2617856,29861
227026,19931021,2298974,1317
184604,19930514,1478455,42670
450238,19930808,3618628,8865
306838,19930128,2276230,11615
306838,19930128,2858473,28237
610424,19930519,2836738,34205
610424,19930519,1645505,12787
493567,19931211,1842831,18952
882293,19930703,3059331,33961
882293,19930703,1857744,52886
882293,19930703,2158844,2553
387475,19930619,3083035,30182
833407,19930714,1728231,39423
833407,19930714,1722412,56864
82295,19931221,1533350,1646
82295,19931221,1751610,19558
266644,19930525,2263606,22955
377113,19930923,2174238,7096
511646,19930323,4037399,47998
511646,19930323,3156903,48048
140782,19930728,3226413,49903
626116,19930423,1327868,34289
545515,19931203,3859870,59962
696172,19931120,2431569,27472
615082,19930908,2324321,33760
64177,19931111,3207545,58714
129442,19931005,2591776,21759
638210,19931122,2500225,52435
37769,19930929,2642398,51793
503692,19931110,2934968,53242
893698,19931205,1790489,23508
400430,19930404,2586964,17138
191968,19931217,1588641,9153
112633,19930614,1909580,34190
112633,19930614,2541741,1391
756418,19930706,1502807,16439
759847,19930616,1997493,2844
336739,19930707,1821779,15436
336739,19930707,2406213,50059
748943,19930220,2119836,46166
748943,19930220,1956409,36767
377411,19930825,1722608,18142
637246,19930626,2753618,45864
644680,19930121,2611343,52298
390028,19931201,1655884,32519
846577,19930828,2692128,11916
27869,19930502,3944072,3291
893246,19930728,3397874,57191
578659,19930422,1807538,7301
578659,19930422,3356775,5471
578659,19930422,2198592,24349
224255,19930609,1090764,59728
224255,19930609,1806190,1739
224255,19930609,2103409,1235
816380,19930514,2086630,36117
696388,19930706,3151703,18251
696388,19930706,2622615,10698
811355,19931128,3131295,54378
811355,19931128,2898356,43394
457315,19930802,2266740,1997
457315,19930802,2668644,18639
570001,19930318,3587943,29219
570001,19930318,2845303,30212
776077,19930318,3831894,33623
725362,19930526,2249976,28902
103718,19930519,3845803,23332
688051,19930724,1485754,40717
67138,19930718,4214070,14277
67138,19930718,2721969,9402
67138,19930718,3699118,24864
67138,19930718,2902345,37477
435874,19930925,1778418,18616
61234,19931205,2568676,25168
517396,19930807,2703342,10843
517396,19930807,1741291,1610
517396,19930807,2595637,3616
753047,19930619,2427783,56684
753047,19930619,2439666,56243
753047,19930619,3198086,966
764120,19930308,2175091,21867
456691,19930618,3023395,11264
456691,19930618,1995458,1444
496661,19930128,2455972,58058
496661,19930128,2244343,51322
448067,19930410,3364657,4349
658915,19931217,2284329,55449
787622,19931221,1534479,53990
787622,19931221,2576322,40707
834415,19930301,2628138,8095
820687,19931117,3132241,2346
820687,19931117,3792467,53519
778601,19931127,2218766,39562
213442,19930517,1919503,30369
787550,19931223,2253273,19589
480470,19930610,2498521,10006
757205,19931122,2000882,52187
832048,19930719,1651191,50387
832048,19930719,2224080,6916
310282,19930823,1881079,23563
124762,19931011,2203591,52295
124762,19931011,1549807,1614
23042,19931011,2362532,27200
548440,19930413,2759186,52348
548440,19930413,2249287,17983
548440,19930413,1971288,5809
223855,19930205,2385432,20155
223855,19930205,2457507,24738
168827,19931010,1574212,3425
168827,19931010,1932457,16377
315467,19931023,1974166,2165
315467,19931023,2648548,4076
315467,19931023,1729051,29768
315467,19931023,1976551,14522
730316,19931221,2489072,15267
225299,19930325,2534374,34947
225299,19930325,3002808,28249
597065,19930207,1995419,56499
597065,19930207,2850800,12489
299320,19930526,3103475,28248
806248,19931128,1945010,16603
757954,19930813,2165952,49684
526339,19930613,3418272,4014
526339,19930613,2237198,3407
167227,19931103,2001945,59928
370106,19930206,3198354,44702
370106,19930206,1926638,14787
303986,19930722,2161906,48481
691000,19931125,3065026,25272
674672,19930207,1627451,26005
325222,19930316,1877055,288
325222,19930316,2180439,30571
458257,19930510,3288294,32108
616780,19930224,2851080,41457
184264,19931214,2869010,866
14359,19930702,2124218,14314
14359,19930702,1716161,23460
14359,19930702,3297451,18137
401731,19931017,2329605,20857
401731,19931017,2432850,55204
570502,19930417,2878361,40032
570502,19930417,2472249,58316
518363,19930827,2418687,34328
747251,19930413,1968091,48819
701957,19931019,2945515,55483
701957,19931019,1477992,54250
632719,19930213,3114992,34514
896311,19931224,2494637,27646
896311,19931224,3261146,43756
896311,19931224,2178566,42787
521743,19930321,2135461,55157
301735,19930426,2084104,54631
319249,19931218,1753109,20420
301549,19931106,3061818,1807
301549,19931106,2911750,4900
1687,19931222,2075177,16329
