"d_yearmonthnum","lo_custkey","lo_revenue","lo_suppkey"
199312,471991,1405687,40327
199311,669955,2997843,8164
199305,27569,3143314,41343
199307,748441,1291303,458
199303,95236,2461590,30183
199311,485864,2938250,54380
199307,740270,2749155,55369
199307,778240,2923005,57265
199307,778240,1887316,16226
199305,262576,1896772,30503
199305,262576,1661573,30888
199311,401428,2107727,30657
199308,384202,2453205,4077
199302,615577,2120877,2144
199303,588493,2430594,56826
199305,587446,1756822,43002
199309,331036,2384975,32462
199307,161936,2386393,20727
199306,523951,2481880,22523
199306,523951,2389791,53244
199302,844774,3424879,12465
199306,531904,1276637,10518
199310,290386,2246143,28886
199304,655570,4025634,19892
199304,655570,2638924,55736
199301,628297,3721961,33073
199309,366505,3067087,11703
199308,414860,3217951,17100
199308,414860,2781019,50689
199308,414860,2002453,34282
199308,414860,1286430,30211
199308,414860,2681824,23266
199301,157597,1706922,50141
199305,30143,1999648,12410
199310,234196,2055852,15850
199311,709813,3079248,21213
199311,709813,1679986,3103
199311,718678,1645724,16946
199312,861133,1600143,18873
199312,861133,2125012,24249
199307,156586,3969104,28931
199305,623510,3192454,5620
199301,710473,1459312,58037
199305,236189,3107236,58538
199301,385585,1843698,18186
199310,761843,2218557,13843
199306,485725,2952076,28684
199312,356122,1731655,54488
199312,356122,3017974,54142
199312,356122,2420167,7624
199302,739909,2775307,2136
199302,739909,2241756,57863
199307,372475,2602769,40338
199307,508552,2549172,19735
199311,38234,1525095,46280
199311,38234,2678653,1563
199304,787105,3301604,16273
199301,228824,2286501,37374
199311,647447,1218824,49421
199305,597463,2181466,19496
199306,576697,1492159,6495
199308,216565,1352620,45439
199304,128887,3075814,24603
199304,128887,1742700,39531
199310,493693,1484109,48160
199312,443344,3519885,48116
199311,67615,1416363,28190
199307,116041,1915792,45585
199307,116041,2953011,11374
199307,116041,2271677,48509
199303,649348,1213093,53789
199307,185186,2716140,11119
199310,66931,2290181,14931
199310,66931,2029257,616
199307,389006,3068274,1747
199307,389006,2261552,58026
199308,580678,2460921,3896
199311,240208,2044941,22301
199310,643736,2696239,48369
199309,192421,1393485,14216
199309,192421,2172013,27238
199301,118265,3394080,43016
199301,118265,2681419,28737
199311,831916,2335339,10032
199301,326528,1735094,20719
199301,326528,2253709,49446
199301,326528,2073991,27749
199303,645589,1675195,54839
199303,645589,2153295,36458
199303,645589,2309586,19096
199303,645589,3316769,49856
199308,721009,3546067,58027
199310,327190,2229791,47787
199303,76897,2287038,22619
199303,76897,2407113,41504
199307,519565,2456742,20315
199309,79093,3032618,21938
199304,400655,3102913,31161
199302,718306,2468515,4773
199308,425683,2915090,45738
199305,372158,2270873,29888
199308,491533,1817885,10485
199309,727540,1707231,3570
199306,615442,2219381,59320
199301,26251,2711396,34770
199301,26251,2453167,30866
199301,26251,1912409,44098
199312,179344,2683793,4409
199312,179344,2501465,48860
199307,386693,2323305,12882
199312,553309,3707136,40308
199312,553309,2056047,45549
199302,641359,3652641,19850
199310,459872,2226869,26946
199301,760217,3932984,23365
199312,313060,3389202,24583
199310,80308,1805120,55836
199310,80308,2659981,33863
199301,246676,2138829,37112
199301,246676,2498247,37662
199304,656734,2829954,59399
199304,656734,2263219,50825
199312,572381,2271638,50287
199308,101605,1896244,53843
199308,101605,2112558,9866
199309,535855,2320255,20809
199304,33805,2993559,47133
199306,236632,2275881,24393
199308,583123,2013193,14226
199312,434998,2289960,26828
199309,390796,1384432,38868
199309,390796,1802416,23319
199303,71551,2386277,41312
199307,287234,2092530,58425
199307,287234,2101458,33933
199305,130357,2161338,14857
199305,130357,1143972,14092
199306,460693,2157818,13565
199308,359852,2465992,7271
199307,740761,3124303,22417
199307,740761,2765947,9587
199312,792622,3416439,18933
199312,792622,1726612,17634
199310,668602,2631662,45376
199310,668602,2247814,46739
199307,115249,1660725,52202
199312,370729,2794881,57904
199312,97646,3478581,6916
199310,390997,2552348,22743
199312,417836,2663634,8223
199302,92452,2105453,30659
199302,723425,2738874,34123
199302,723425,2711480,16169
199305,275584,3386776,16895
199305,275584,2611837,24388
199305,275584,3620364,17280
199305,275584,2428686,50430
199312,766667,3542582,2535
199312,766667,3945264,55856
199312,766667,2951289,56497
199310,69608,2366256,31614
199303,203599,1943367,50495
199304,63397,2577716,54698
199304,63397,3400415,48492
199304,63397,2433246,20873
199311,299152,2021385,26583
199307,80626,2591747,15112
199303,419791,1626690,3202
199303,419791,3564058,53981
199306,243755,2255638,46957
199306,243755,3527231,4866
199307,874445,2053453,53535
199307,874445,2836244,12147
199301,762724,1855022,1204
199301,77605,2448435,52418
199312,164986,1707490,19782
199304,109154,1330521,11113
199306,665629,2130981,56878
199312,511645,1665452,4359
199306,601261,1966124,12452
199306,601261,3167913,14695
199303,115421,3143920,36767
199305,374356,2532954,39245
199306,96908,3907763,44048
199305,188602,2489783,58195
199302,166868,2149570,23899
199308,886286,3328737,42893
199308,886286,2328616,46175
199312,593185,2189097,53064
199309,693503,3369062,30675
199308,121511,1460772,32531
199310,256291,2298641,21412
199303,421765,2439727,59414
199311,69097,2725512,39404
199302,421117,2840845,13659
199302,439430,2051305,23267
199302,439430,2532789,22378
199302,439430,2046816,1746
199304,108461,1872354,44568
199312,87512,1466325,29436
199312,87512,1366582,51622
199312,87512,2439863,5856
199305,726640,2565715,347
199305,726640,3786375,49920
199303,16118,2976891,46075
199310,261638,2098638,25641
199301,207493,1910324,35031
199301,207493,3142117,22037
199312,128710,3129472,37027
199312,128710,2337952,43551
199307,8612,1130100,56626
199312,736057,2142142,50675
199312,376310,1864227,21678
199304,488017,2014823,12637
199304,801634,2328313,24370
199304,605398,1378595,59405
199302,79303,2440642,14294
199302,79303,2232726,55208
199302,196322,3038828,45667
199305,868094,1725330,59180
199303,152825,2086596,10910
199308,393949,2041968,2238
199311,596005,1342118,42945
199309,879085,1479081,17905
199306,358471,2670578,18543
199306,358471,2237114,25911
199311,663040,2566969,43308
199302,670844,1800320,59250
199310,254017,2938396,39456
199311,579407,3991458,56875
199311,579407,2596354,29866
199311,579407,1355650,47773
199301,153745,2656403,42688
199301,153745,2679400,22214
199303,80356,1902696,31546
199306,471343,2591098,8392
199302,141481,2044795,21642
199305,314611,3010493,52024
199305,314611,3034706,49709
199306,373660,1993606,27137
199306,637079,2264268,8356
199306,637079,1935041,37945
199306,637079,2329873,48927
199309,355949,3073041,45149
199309,355949,3510656,56500
199303,625069,3340841,57637
199303,625069,4051742,25903
199306,362987,3454463,5052
199306,362987,1527864,53515
199302,614495,1848304,47209
199302,614495,2276097,33904
199302,614495,3716115,46670
199309,63025,2629237,54811
199302,317200,2200842,712
199309,56728,2210366,22206
199309,56728,1771331,9078
199308,551840,3326679,9298
199302,717298,1633874,55444
199304,319930,2860051,14778
199304,319930,2760209,29258
199304,319930,2995350,36813
199310,195455,1452374,27710
199302,732080,2352912,2954
199308,193952,2444558,39908
199301,539894,2289882,32262
199301,539894,3713145,54565
199301,539894,3247315,22990
199301,539894,3787423,41169
199302,555031,1907564,43189
199302,405677,2926414,23634
199302,405677,2965551,3177
199307,481781,2767291,22496
199302,886919,3297384,44213
199303,558014,2875943,59390
199303,558014,2058133,53123
199303,795565,3416583,53610
199304,420229,2079694,54654
199303,832531,3570739,5882
199307,601108,3785624,17051
199307,601108,2432550,2773
199307,601108,2104202,44640
199302,843901,2030875,17015
199305,339760,1879102,24467
199307,438883,1236687,27047
199307,438883,2519537,7865
199311,832199,3006175,56612
199309,560831,2896854,34099
199308,289535,1957965,10914
199308,289535,2756805,6478
199309,265832,2221416,56516
199305,529276,2365286,31505
199305,529276,2299210,59340
199304,727243,3416004,481
199311,765968,3642734,34347
199308,308099,2705435,1718
199308,308099,1944103,33607
199309,82768,2996532,5457
199309,82768,3431511,55377
199302,491665,2638435,26147
199302,491665,2563928,1912
199308,375917,1798200,5155
199308,375917,2917440,14292
199307,231553,2252976,34649
199307,231553,3515379,31296
199307,231553,1897908,42912
199303,516214,1392548,39899
199305,630832,2095288,54063
199305,630832,1950727,57439
199307,133544,3625375,36415
199307,133544,2460816,19981
199307,133544,2220579,46976
199304,403027,1794750,3198
199304,348569,3503251,52437
199304,348569,2924350,23202
199304,656569,2657874,11490
199307,801997,2465618,38699
199307,801997,2516799,14392
199307,789587,2400923,43883
199307,789587,1775709,10405
199306,118609,2766010,4421
199302,682600,3379682,55285
199306,769391,2471131,16540
199305,473632,3767724,51103
199303,705536,2232738,4355
199310,470920,2546831,6247
199310,470920,2488122,38347
199310,470920,1505182,37346
199310,470920,3350143,7891
199305,551744,1976384,29036
199301,661741,2151142,44292
199307,531884,1812316,20036
199312,820009,1830621,35826
199310,453946,2678338,51378
199310,453946,1867516,30382
199312,356701,1460427,7394
199307,340741,2083008,42104
199302,209414,2255860,22296
199302,209414,3174913,17408
199302,209414,2459078,21835
199307,529903,3405186,39675
199307,529903,2422330,21635
199309,181130,1845847,37140
199309,181130,3172942,12156
199304,646471,2001834,43879
199304,646471,1575936,7730
199304,646471,1881300,6928
199310,698809,2394662,18085
199310,698809,2468488,27369
199302,5185,2342289,43651
199304,228226,2328812,10683
199301,22063,2333860,30696
199310,81245,2722457,6402
199310,81245,1048341,2457
199310,81245,1931134,115
199302,175333,3646728,43881
199302,690856,2349530,59204
199301,482888,1783999,37990
199310,197347,1565589,41985
199305,203590,1785150,54389
199307,31366,2993707,26230
199306,555898,3771164,15286
199306,555898,1622634,3937
199303,365483,2772997,29286
199310,781813,4024277,35871
199309,171535,2851250,11044
199309,171535,2089388,25304
199309,171535,2463989,50720
199309,20935,2528281,30751
199303,96409,2083519,31687
199312,334601,1491547,31160
199312,334601,2135197,17027
199312,334601,2575604,19755
199311,90142,1442517,47999
199311,90142,3113413,15057
199311,90142,1928169,59804
199312,626705,1359174,1316
199302,807040,2445193,18272
199302,529357,1667047,25474
199302,529357,1844024,34148
199301,376051,2309452,9064
199301,376051,2127036,26649
199301,376051,3410075,41859
199301,376051,1403493,20893
199311,538685,2050103,22697
199310,599101,2378340,40431
199308,717544,3704078,2788
199307,786037,2064580,49749
199309,481505,3327964,9905
199303,150682,2093684,17628
199303,150682,2381665,17843
199303,786788,2973108,22603
199301,544838,3124793,49989
199301,544838,1220940,34747
199302,69146,2372203,8522
199302,69146,3550891,59263
199301,288829,2375248,38177
199307,801076,4344758,16079
199307,801076,3155356,57804
199307,801076,2654339,47855
199310,842990,3248760,12876
199303,41566,3661296,35089
199311,830624,3510361,21393
199306,160174,2206310,1919
199306,160174,1839791,6838
199312,468841,2655642,6191
199308,125782,1525156,41628
199308,125782,3937392,39449
199306,148498,2046529,5685
199301,574843,3473453,21837
199311,497923,3780810,4223
199306,583379,2138190,18083
199306,583379,2526423,37114
199312,716953,3054542,27766
199312,716953,2285784,30616
199312,716953,2747027,49943
199312,751895,2623183,39708
199310,324161,2492071,2994
199301,695188,2398694,8215
199301,695188,3193424,29233
199301,719969,2096074,40629
199306,512665,2535456,37139
199306,606383,2203604,29762
199306,606383,1699358,58953
199306,606383,2623813,40055
199308,155083,1813407,46604
199308,155083,1660802,32754
199308,155083,1211148,47840
199308,155083,1923301,37289
199302,744742,2477600,19706
199308,7186,2214381,46876
199306,153670,2721556,31645
199310,282188,2457618,14409
199310,425774,2161373,2128
199310,425774,1939858,45753
199312,600839,2265310,55449
199312,600839,2000307,54558
199303,448627,2638168,1848
199310,246506,2628144,3479
199310,76468,1623326,16790
199301,696283,3144798,20394
199301,696283,2498479,59837
199301,696283,2489371,10966
199303,262562,2002232,41433
199305,640781,2630332,41040
199305,1015,3330539,20019
199311,406283,3261620,22315
199311,406283,2899248,47387
199310,439877,3690698,36599
199305,726680,1468108,4050
199307,762041,2025774,3817
199303,257086,3434284,39972
199306,87388,1715848,21188
199306,87388,1991853,1043
199301,562046,1967351,24499
199301,562046,2758016,20117
199301,562046,2005678,5611
199301,562046,1488146,38030
199301,562046,2092237,15528
199312,299287,1941252,10415
199312,299287,1984073,23561
199307,133184,2101418,16703
199306,556621,1805015,36590
199302,752866,1591744,44711
199302,752866,4033617,11139
199305,571208,2274594,45900
199305,571208,1691401,2751
199310,316033,1689269,4764
199312,129031,3703928,54702
199312,129031,2646302,30577
199312,129031,2531389,57039
199307,869476,2042160,47958
199307,869476,2595640,33505
199307,869476,1849607,9582
199307,869476,2108080,48226
199305,302785,2437717,20263
199310,121060,1718443,17806
199307,823526,3305378,51989
199301,352936,1959589,36367
199305,194920,2522993,37641
199305,194920,2035352,9054
199311,82486,2643086,39294
199311,82486,2414976,57815
199310,308897,1979075,11629
199312,885197,3613760,4554
199312,885197,1431801,30618
199312,885197,2203192,30488
199309,602279,2283423,45367
199309,602279,2223190,362
199306,17008,2206631,54467
199309,812972,2109970,31824
199311,580928,3072252,1289
199311,381871,2267656,50526
199306,177937,2860907,4066
199308,104363,2197788,18192
199304,469106,3128407,22650
199304,469106,2511063,36870
199305,183259,2280142,56975
199301,346070,2204212,22097
199301,346070,2181552,36149
199308,86426,1875287,59145
199312,690179,1865904,12238
199311,705430,2426065,15119
199311,705430,2232794,31313
199312,618196,1450028,4271
199307,863425,2465935,48973
199310,313870,3198148,57376
199310,313870,3240545,25811
199303,687067,3756815,42389
199303,687067,2761297,58901
199303,687067,2096878,52928
199303,687067,2660524,8615
199311,403684,3912031,217
199311,403684,3330461,18272
199311,403684,2855404,12477
199309,525481,3432709,32109
199309,525481,3015648,14225
199311,74201,2343178,55125
199306,738514,2078767,4782
199306,738514,2201372,40247
199302,517375,2117388,40819
199303,764579,1383365,43207
199308,702506,2564801,40092
199309,860551,1747144,36930
199309,199477,2568147,47254
199307,43924,3165986,21193
199307,43924,2744072,30000
199311,203809,3105926,23355
199312,839195,1965861,30378
199306,486206,1397809,42546
199306,389443,1885458,8228
199310,548474,3456536,47776
199307,644959,1790199,29589
199307,644959,1561182,10635
199301,207331,3183570,52646
199309,484337,2270838,22984
199309,484337,4063060,4832
199310,169504,3473210,54742
199302,570074,3398530,2533
199302,401516,3403814,45633
199302,401516,1847620,23626
199307,384065,2342825,1377
199301,412963,2588297,23363
199301,412963,2977927,49912
199310,774085,2496655,31017
199306,479296,2563888,41495
199312,786364,1564125,50112
199312,786364,2488847,59058
199306,687517,2067779,37661
199309,48932,2076064,45403
199308,468091,2164740,22657
199308,468091,2540290,49832
199304,678406,2341107,21176
199304,678406,2599095,31433
199312,398989,2871252,38964
199303,666329,1539142,19476
199308,53314,1581032,19402
199309,91624,1676413,9986
199312,26797,2946061,46889
199305,328220,2491681,42192
199310,477172,2341691,35997
199301,800275,1954701,56328
199307,420467,2840193,2257
199312,563188,2063243,30338
199311,594841,3761331,28936
199311,594841,2375064,50436
199309,326546,2106094,38376
199303,55357,1991919,57988
199303,55357,1942057,20341
199309,251489,3509513,56240
199312,208511,2477452,51732
199312,89530,2998522,47735
199312,89530,2463416,2328
199311,532678,2283325,41416
199301,735994,1780783,55034
199309,227536,1902951,16365
199307,899198,2506263,21220
199307,899198,2175513,33714
199309,495242,1718868,8689
199309,495242,2467420,2551
199305,711865,1730358,29365
199305,711865,1678383,34644
199305,847652,2237485,20223
199309,463579,3464097,41849
199302,621805,2037884,39404
199308,510631,2169299,57559
199304,818425,3393572,33998
199310,250012,2235834,18013
199304,197342,2364875,25891
199304,197342,1577771,25026
199301,882869,3140859,3834
199301,783352,2344802,48526
199306,341507,1435098,56204
199301,450035,2327863,11852
199301,450035,2458692,41424
199303,497777,2364864,25145
199308,257902,2901328,9143
199308,257902,1667215,4445
199304,125558,3454092,43428
199302,639797,2148056,1620
199311,826873,1883602,9771
199311,826873,1901278,47617
199311,826873,2920604,20830
199303,53398,2577369,34035
199304,743264,3819557,4806
199307,585184,1897640,41440
199307,585184,2289684,49137
199311,159436,3514197,44325
199311,159436,1396496,59824
199311,159436,1889840,39879
199311,159436,2872433,30572
199311,159436,2539518,39120
199305,104230,1958157,37010
199301,733906,3870611,22546
199301,733906,3044462,25136
199305,683161,2212863,59579
199305,683161,2659976,48045
199303,90328,2973687,13179
199303,90328,1781346,35914
199303,90328,3110643,44011
199303,90328,1991591,8752
199302,162134,1424579,20509
199302,162134,1752091,12691
199308,326158,1551102,45296
199312,378775,2320272,30091
199312,378775,3321320,56883
199304,230008,2403769,18659
199304,230008,3292549,32634
199309,345520,3852493,6077
199309,345520,1614614,12542
199309,345520,3570987,29949
199309,223262,1813824,38564
199310,215330,2263535,20495
199309,350093,2651143,10734
199309,350093,2697684,36906
199302,697372,2614071,28877
199302,697372,2854564,51083
199302,697372,2521311,27296
199304,774604,1667536,29318
199301,52258,4023317,18750
199301,52258,1975392,3644
199301,52258,1980039,59881
199301,52258,2372872,35691
199301,52258,3206728,29701
199304,677905,2184312,7456
199312,520348,2196193,20234
199312,520348,1984905,43423
199312,520348,1292573,41313
199312,169778,2322480,30287
199312,169778,2173479,42632
199308,473743,3293072,11418
199302,332422,1943279,41652
199312,75461,3049693,20875
199312,75461,2500823,23324
199304,94516,2693667,11589
199302,716701,1698301,31663
199309,191419,3287322,36434
199304,326294,1891180,10192
199310,855268,2222432,33136
199308,158674,1879461,31261
199309,111004,2497181,58936
199303,356914,2216616,51615
199303,393353,2617856,29861
199310,227026,2298974,1317
199305,184604,1478455,42670
199308,450238,3618628,8865
199301,306838,2276230,11615
199301,306838,2858473,28237
199305,610424,2836738,34205
199305,610424,1645505,12787
199312,493567,1842831,18952
199307,882293,3059331,33961
199307,882293,1857744,52886
199307,882293,2158844,2553
199306,387475,3083035,30182
199307,833407,1728231,39423
199307,833407,1722412,56864
199312,82295,1533350,1646
199312,82295,1751610,19558
199305,266644,2263606,22955
199309,377113,2174238,7096
199303,511646,4037399,47998
199303,511646,3156903,48048
199307,140782,3226413,49903
199304,626116,1327868,34289
199312,545515,3859870,59962
199311,696172,2431569,27472
199309,615082,2324321,33760
199311,64177,3207545,58714
199310,129442,2591776,21759
199311,638210,2500225,52435
199309,37769,2642398,51793
199311,503692,2934968,53242
199312,893698,1790489,23508
199304,400430,2586964,17138
199312,191968,1588641,9153
199306,112633,1909580,34190
199306,112633,2541741,1391
199307,756418,1502807,16439
199306,759847,1997493,2844
199307,336739,1821779,15436
199307,336739,2406213,50059
199302,748943,2119836,46166
199302,748943,1956409,36767
199308,377411,1722608,18142
199306,637246,2753618,45864
199301,644680,2611343,52298
199312,390028,1655884,32519
199308,846577,2692128,11916
199305,27869,3944072,3291
199307,893246,3397874,57191
199304,578659,1807538,7301
199304,578659,3356775,5471
199304,578659,2198592,24349
199306,224255,1090764,59728
199306,224255,1806190,1739
199306,224255,2103409,1235
199305,816380,2086630,36117
199307,696388,3151703,18251
199307,696388,2622615,10698
199311,811355,3131295,54378
199311,811355,2898356,43394
199308,457315,2266740,1997
199308,457315,2668644,18639
199303,570001,3587943,29219
199303,570001,2845303,30212
199303,776077,3831894,33623
199305,725362,2249976,28902
199305,103718,3845803,23332
199307,688051,1485754,40717
199307,67138,4214070,14277
199307,67138,2721969,9402
199307,67138,3699118,24864
199307,67138,2902345,37477
199309,435874,1778418,18616
199312,61234,2568676,25168
199308,517396,2703342,10843
199308,517396,1741291,1610
199308,517396,2595637,3616
199306,753047,2427783,56684
199306,753047,2439666,56243
199306,753047,3198086,966
199303,764120,2175091,21867
199306,456691,3023395,11264
199306,456691,1995458,1444
199301,496661,2455972,58058
199301,496661,2244343,51322
199304,448067,3364657,4349
199312,658915,2284329,55449
199312,787622,1534479,53990
199312,787622,2576322,40707
199303,834415,2628138,8095
199311,820687,3132241,2346
199311,820687,3792467,53519
199311,778601,2218766,39562
199305,213442,1919503,30369
199312,787550,2253273,19589
199306,480470,2498521,10006
199311,757205,2000882,52187
199307,832048,1651191,50387
199307,832048,2224080,6916
199308,310282,1881079,23563
199310,124762,2203591,52295
199310,124762,1549807,1614
199310,23042,2362532,27200
199304,548440,2759186,52348
199304,548440,2249287,17983
199304,548440,1971288,5809
199302,223855,2385432,20155
199302,223855,2457507,24738
199310,168827,1574212,3425
199310,168827,1932457,16377
199310,315467,1974166,2165
199310,315467,2648548,4076
199310,315467,1729051,29768
199310,315467,1976551,14522
199312,730316,2489072,15267
199303,225299,2534374,34947
199303,225299,3002808,28249
199302,597065,1995419,56499
199302,597065,2850800,12489
199305,299320,3103475,28248
199311,806248,1945010,16603
199308,757954,2165952,49684
199306,526339,3418272,4014
199306,526339,2237198,3407
199311,167227,2001945,59928
199302,370106,3198354,44702
199302,370106,1926638,14787
199307,303986,2161906,48481
199311,691000,3065026,25272
199302,674672,1627451,26005
199303,325222,1877055,288
199303,325222,2180439,30571
199305,458257,3288294,32108
199302,616780,2851080,41457
199312,184264,2869010,866
199307,14359,2124218,14314
199307,14359,1716161,23460
199307,14359,3297451,18137
199310,401731,2329605,20857
199310,401731,2432850,55204
199304,570502,2878361,40032
199304,570502,2472249,58316
199308,518363,2418687,34328
199304,747251,1968091,48819
199310,701957,2945515,55483
199310,701957,1477992,54250
199302,632719,3114992,34514
199312,896311,2494637,27646
199312,896311,3261146,43756
199312,896311,2178566,42787
199303,521743,2135461,55157
199304,301735,2084104,54631
199312,319249,1753109,20420
199311,301549,3061818,1807
199311,301549,2911750,4900
199312,1687,2075177,16329
199304,443881,1643511,47519
199307,214235,2131491,670
199303,630322,4320408,5996
199303,630322,2526058,23619
199312,701749,1153955,59096
199305,648964,1818089,39899
199305,648964,2103059,15303
199305,648964,2718752,26660
199312,216830,3147357,32083
199304,626633,2899394,4607
199312,236479,2641653,53596
199312,236479,2933605,57814
199312,236479,2784780,39272
199303,833480,1317069,31611
199304,813706,2740509,16969
199312,647710,1193739,32459
199312,647710,2889137,15994
199310,5947,2284142,11656
199310,5947,3296039,51555
199310,554062,2871663,39195
199301,814952,1485175,21847
199301,814952,3191114,26383
199309,299369,1268865,46513
199309,299369,1711656,31366
199303,665056,1643932,28290
199306,204952,2463644,18200
199303,364213,2784883,41742
199310,176350,1398495,21190
199310,176350,2759873,24192
199310,176350,2395931,30139
199307,209887,2394976,10066
199307,209887,2139127,22789
199303,873721,1198745,15408
199307,617359,2191862,51221
199310,333791,2332260,26181
199310,333791,2903436,34218
199303,52942,2844372,34311
199305,584950,1654323,34524
199310,332803,2945593,34271
199308,654745,1979556,5977
199303,466750,3966402,17078
199302,524089,1306936,9522
199307,113206,1943183,14346
199307,113206,1401017,20966
199307,113206,2119962,53996
199304,176162,2343203,14131
199312,650680,1986235,35722
199304,655493,2222849,31396
199302,822704,3426827,25593
199302,822704,2138785,45572
199302,822704,2701311,25551
199308,118906,1749762,46394
199308,118906,1744160,55043
199303,522476,3001777,27819
199307,71795,2758489,24700
199308,107731,1811128,12025
199308,107731,2814381,20026
199304,467071,3155376,57708
199309,617975,2563784,31076
199308,394733,1174656,53312
199308,394733,1687541,19667
199305,836468,2214144,48971
199310,153832,2251252,52946
199310,153832,1993729,53719
199310,153832,2492618,44812
199303,635602,2905891,17107
199303,635602,2062045,46989
199303,635602,2439983,16336
199303,635602,3076201,56625
199303,635602,2625549,53980
199307,236944,2038251,8242
199307,236944,2964686,24576
199312,270367,3024373,1396
199312,270367,2191230,52368
199312,270367,1892780,7162
199303,177851,2330586,2626
199305,150772,3254947,30771
