"lo_custkey","lo_orderdate","lo_revenue","lo_suppkey"
8219,19920812,2765536,1753
8219,19920812,4453784,867
9883,19920625,1504120,1223
4811,19920705,2351354,1897
16331,19920428,4161192,609
16331,19920428,2845477,301
15142,19920709,2898941,1280
15142,19920709,2840297,772
5023,19920904,2807165,990
29179,19920819,2610122,469
1318,19920114,3222601,1198
1318,19920114,4189110,513
1318,19920114,1906688,1820
9136,19921227,1777116,1755
454,19921230,2915531,1368
27230,19921227,2352992,328
27230,19921227,2936088,155
27230,19921227,1822423,845
19877,19921008,2750671,1189
6203,19921019,2792183,257
25633,19920901,3752481,1625
18404,19920616,2340078,1555
18404,19920616,3815340,145
21949,19920919,2626218,1664
6995,19920916,2365985,127
6995,19920916,2405575,1269
6995,19920916,2236687,1055
5161,19921231,3400728,337
5161,19921231,4804359,1360
11449,19920620,3488845,509
16396,19920208,3242271,1488
6707,19921028,3154659,1660
6707,19921028,3022156,1716
14137,19920423,3053573,887
6782,19920102,3818650,1297
5785,19920709,3253051,1832
21913,19920918,3499424,1650
21913,19920918,2320517,1382
21913,19920918,3143901,1401
12008,19921204,2676259,106
5312,19920415,4104634,302
18176,19920804,3573910,1036
20824,19921231,3541343,1994
271,19920603,4361382,1842
19486,19920207,2295420,515
6433,19921007,2428176,865
20168,19921108,3653858,476
18731,19920301,4073338,1608
15079,19920817,3001893,428
15079,19920817,2957352,1007
2158,19920920,3891795,841
2158,19920920,3823620,1948
2158,19920920,2573834,1552
19862,19921117,3513365,1482
19862,19921117,2443446,1141
19862,19921117,3335805,1128
19862,19921117,2618684,194
28873,19920728,3057624,1508
28873,19920728,3620800,135
28873,19920728,4045275,542
27928,19920809,3753096,520
27928,19920809,2570059,72
9169,19920306,1968991,767
21802,19920326,4642536,1654
14744,19920301,2213750,707
16366,19920127,2111618,1212
16366,19920127,2929752,1460
20740,19920501,4058219,460
20483,19920219,2753335,807
21787,19920515,2014801,1876
21787,19920515,3437928,499
21787,19920515,3024201,1751
2491,19920210,2163082,1681
2491,19920210,5024876,40
11056,19920116,2776000,1254
8905,19920808,2661107,571
28756,19920107,3386881,1549
28756,19920107,2389227,801
11135,19920225,1984789,628
11135,19920225,3970065,1882
11135,19920225,3011877,194
15587,19920925,1995601,327
15587,19920925,2551067,1492
15587,19920925,2229926,1212
15587,19920925,3960611,1479
18115,19920524,2998075,691
18115,19920524,2211105,216
18115,19920524,3082289,1483
12730,19920425,2642793,867
3217,19921021,3750358,818
16348,19921031,2129101,941
4855,19920121,2911580,878
4531,19920317,2361744,1104
6982,19920106,4357889,257
21640,19921119,4481955,1314
12442,19921202,4238595,1164
2897,19920731,3610414,145
23908,19920210,2038710,1032
22894,19920214,2027267,695
2368,19921001,4373271,1243
1057,19920420,2761149,1797
8812,19920109,2328123,715
12619,19921023,2238762,257
7567,19920307,1591364,1741
25999,19920327,2821812,1898
19294,19920906,3232049,360
16696,19920405,3338640,1480
16696,19920405,4121690,878
8033,19921223,2473874,1901
25819,19921108,3195126,108
25819,19921108,2496771,1222
26233,19920131,3450762,793
26233,19920131,3125913,924
17074,19920604,2307048,809
6431,19920818,2480642,1281
20816,19920920,2105029,1979
20816,19920920,2535174,572
353,19920510,2970621,1213
3107,19920214,4213968,1101
11608,19921021,3499613,109
5299,19920205,3934057,1384
5299,19920205,5023148,35
1414,19920912,2520050,1254
1414,19920912,3479805,425
6713,19921014,3519564,629
18172,19920712,1848840,855
12670,19920607,3116212,1383
23818,19920729,2980317,225
2866,19920201,2221474,239
2866,19920201,3613349,1102
21958,19920808,2304244,793
1606,19921129,3245333,429
1606,19921129,2117022,48
20521,19921121,3346078,1386
20521,19921121,1908363,1360
20521,19921121,3488263,692
20521,19921121,2321993,4
20087,19920910,3289021,1156
7924,19921023,3663508,1261
7924,19921023,2784023,1875
8341,19920119,1987332,1134
23944,19920518,3390166,337
21457,19920302,3073116,729
21457,19920302,2848825,141
23234,19920430,2591691,1879
23234,19920430,2823822,277
19574,19920530,3202022,1960
6715,19920622,3476406,520
4493,19920619,4085929,1860
10246,19920308,3689505,695
27790,19920621,2115066,1340
24439,19920402,2370562,1564
20768,19921225,3424826,1602
10322,19921002,4503285,692
10322,19921002,2693940,776
11056,19921216,3800842,3
11056,19921216,2536198,1128
5788,19920630,2737039,1297
14479,19921104,2232922,975
4690,19920911,2839294,362
7414,19920318,3421459,1492
4298,19920403,2337212,737
4298,19920403,2471487,285
18115,19920722,2497558,481
15290,19920906,3794148,1319
15290,19920906,2480734,1386
15290,19920906,3165942,572
20704,19921104,3392368,1831
20704,19921104,4560137,388
20704,19921104,3613396,1843
20704,19921104,2769533,630
29063,19920716,2492249,165
29063,19920716,3674580,841
25856,19921128,2234701,551
16585,19920123,3335059,292
16585,19920123,3857701,148
16585,19920123,3441947,1829
16585,19920123,2798814,1971
16585,19920123,2808465,1791
6943,19921224,3320960,10
23395,19920504,3915962,1995
4189,19921023,3947219,798
11998,19920118,2857305,303
11998,19920118,3195055,1951
11998,19920118,2152938,922
11434,19920227,1996245,1861
18437,19920726,3791705,508
19196,19920218,2641653,814
17438,19920604,3073178,1280
17438,19920604,1764477,1904
22924,19920530,3801618,118
22924,19920530,1945969,1971
15004,19920221,3925091,639
15004,19920221,2945283,169
20830,19920327,3299618,1484
26422,19921220,3639350,1874
7888,19920925,2569560,386
24097,19920716,4684625,1763
24097,19920716,3607936,1797
26662,19920407,3042594,45
26662,19920407,1906296,1185
26662,19920407,2406283,948
3244,19920807,2152861,1905
3244,19920807,3076254,1156
2083,19920509,3315476,1129
25525,19920622,2826199,1369
18295,19921103,2401643,23
18295,19921103,3022661,1054
7348,19920712,3927720,406
7348,19920712,2648268,465
23551,19920704,3469361,481
23551,19920704,2748824,1412
20773,19920908,3109468,1824
20773,19920908,2340746,220
20773,19920908,3505034,257
18245,19920415,3708545,699
22985,19920419,4220589,255
11536,19920227,2093514,1807
19967,19921116,3309535,827
10849,19920729,2021647,1210
10849,19920729,3155022,1722
29572,19921121,4249044,1626
29572,19921121,3346565,329
22732,19921114,1857846,1307
4247,19920401,3958818,1868
10411,19920522,2947758,1117
10411,19920522,3647034,605
17207,19920826,2284571,1245
17207,19920826,3150497,373
5728,19920303,3462829,353
1760,19920926,3142098,1955
15059,19921015,2940300,231
28466,19921130,3077874,1104
28466,19921130,4230726,1439
28711,19920905,3519286,1528
29807,19920609,3907358,45
17878,19920422,3474415,448
7526,19920903,5124900,580
24181,19921025,4208587,1591
13175,19921116,2727673,1985
11212,19920307,4084760,1040
7379,19921231,3437219,786
22993,19920822,3388105,789
16861,19921213,3582753,1162
25514,19920815,2830267,1081
25514,19920815,2683751,730
6386,19920611,1934424,1105
26434,19921225,3353245,618
26434,19921225,4059575,259
8546,19921227,3296638,110
5789,19921103,2688729,1476
5789,19921103,2526415,589
13813,19920913,2182736,675
13813,19920913,2198429,1098
2507,19920716,4432806,432
13717,19920407,2941595,590
10540,19920302,2309575,983
22381,19920616,2343946,1262
26168,19921118,4502205,1907
26168,19921118,3129364,64
3736,19921129,3865030,1282
3736,19921129,4011097,150
3736,19921129,1663055,342
10801,19920402,2516030,184
23960,19921006,3223774,709
23143,19920711,4677354,491
23143,19920711,3392887,146
9421,19920129,2628014,429
3472,19920413,3321231,1070
15683,19920601,2853532,1933
15683,19920601,2760909,1728
18121,19920222,2612332,1320
18121,19920222,4126475,1446
13480,19921130,2915808,1917
11516,19921210,2239459,1872
11516,19921210,3448085,1362
23815,19920214,3862960,1527
29165,19921002,2660810,547
2743,19920712,3597402,870
11113,19920624,3485413,1644
4666,19920423,2231983,886
13690,19920331,3750922,1877
25565,19921228,2466399,993
25565,19921228,1541538,599
18953,19921017,2061927,976
18953,19921017,4643688,392
5755,19920817,1605423,126
6446,19920127,2738832,1247
1129,19920326,3221652,1289
8474,19921105,3995459,847
20059,19920627,2410874,1741
3052,19920922,3941898,1051
12175,19920207,3220597,1893
12175,19920207,2831647,1675
4078,19920705,3185770,1492
29968,19921107,2883270,1584
29968,19921107,2739156,261
29968,19921107,3387449,1568
5074,19920930,4236200,448
5074,19920930,2600105,309
6400,19920812,1616012,239
7723,19920726,3729696,1812
10177,19920726,3659832,638
10177,19920726,2268634,951
10177,19920726,1764925,575
532,19921012,1800419,1412
28693,19920222,2023506,282
28693,19920222,3332160,836
313,19920102,2004721,511
16937,19920220,2903860,647
16937,19920220,4201872,880
4111,19920411,2436649,1932
11039,19920922,1939898,1701
11039,19920922,2156792,1265
14867,19920116,3727046,1100
21604,19920404,2626620,820
7175,19920103,4499250,1773
15388,19921023,3352580,1254
661,19920116,3418928,1280
28363,19921219,3780137,678
28363,19921219,2135005,1991
21080,19920528,1653765,164
7028,19920104,2509130,1497
2992,19920422,1819110,958
6289,19920614,1834913,127
26950,19920414,3025912,1219
26950,19920414,1787500,1889
23443,19920407,1878544,88
22399,19921014,3084656,190
22399,19921014,2864395,1463
28637,19920522,1949766,1257
28637,19920522,4761552,1249
880,19920517,2535648,1778
880,19920517,2944128,923
8203,19921225,2278744,795
8203,19921225,2947080,151
8203,19921225,3780226,1717
8203,19921225,2951017,771
14335,19920218,3710506,615
14335,19920218,2226175,1519
3461,19921116,2023085,254
3461,19921116,3406906,328
20620,19920907,2952639,401
12565,19920120,3632983,951
24730,19921210,3470661,1492
24730,19921210,4517815,1555
18077,19920801,3863014,1020
18077,19920801,3493617,1583
22159,19920115,2697108,640
22159,19920115,1736133,1030
14200,19920708,2479233,928
14200,19920708,3269044,1987
14200,19920708,2813016,1340
9760,19920124,3787502,961
26641,19920104,2235753,72
5368,19920202,4032787,531
5368,19920202,3313163,924
7282,19920504,2122035,419
7576,19920515,3113946,1210
505,19920820,2636349,489
6160,19920312,4060360,1257
6160,19920312,3005510,128
8864,19920706,2378544,740
24082,19921010,3603790,158
24082,19921010,3493891,667
24082,19921010,4300780,1616
6532,19920317,3351565,1701
22073,19921009,2392848,1682
2891,19920512,4331725,884
14251,19921206,2465361,1382
14251,19921206,2361260,1664
11344,19920714,2585093,1186
11209,19920722,1886482,1508
5986,19920618,2550384,333
5179,19920223,2346087,1151
29584,19920529,2103172,1358
7198,19920613,1986732,1599
7198,19920613,2820519,802
7198,19920613,1778824,1923
7198,19920613,3237363,975
3665,19921110,2625853,1691
3665,19921110,3310594,1736
5950,19920310,1722625,23
20860,19920509,3223320,1830
23195,19920704,5289492,1857
157,19920923,2053129,1673
29449,19920604,2634597,1655
26093,19920112,4510277,756
26093,19920112,2787904,1243
26515,19920416,3003939,377
26515,19920416,3849571,1245
15505,19920923,4481121,383
3859,19920829,1929063,1391
27091,19921004,3962778,416
27091,19921004,4493981,31
27091,19921004,4142259,860
7642,19921003,4170614,327
7642,19921003,2216820,697
7642,19921003,2807822,194
4378,19920729,4448645,474
6472,19920317,2652042,1721
27112,19921027,3513445,1666
15092,19920121,3792889,1282
15092,19920121,3262107,215
527,19920422,2238473,1985
527,19920422,2428473,1487
10378,19920426,2230272,284
9472,19921118,2988630,1348
4763,19921003,2390293,746
5744,19920826,3051296,1616
24893,19920708,2465784,741
13003,19920224,2794110,1099
20242,19921012,2346743,911
14185,19920128,2473241,525
7507,19920129,2566854,404
7507,19920129,3669971,108
17405,19920908,3853881,174
26260,19920511,3348938,1612
