"d_year","lo_partkey","lo_revenue"
1994,554399,1656841
1995,353157,4235490
1995,468393,5317511
1997,568141,5743320
1997,542922,1414728
1997,84853,2646504
1992,14379,5592531
1996,508936,3436655
1997,414738,1216394
1997,291187,3725373
1993,566387,802254
1996,253972,2804197
1996,100611,5395670
1997,36077,838821
1997,345409,6253877
1997,281381,6607494
1993,502319,1823380
1993,339580,476153
1993,557306,2672028
1994,392773,361957
1994,130716,6571123
1993,226149,2795338
1997,541510,6994116
1997,351540,6638271
1997,527152,3735483
1997,186456,149617
1992,561103,1641352
1992,475841,3802604
1995,135525,3370723
1998,551022,3811296
1994,473486,4648380
1992,459813,8509392
1992,155426,1005884
1992,328138,2769535
1994,50346,4778309
1992,38259,3674360
1992,16848,5591013
1996,568477,6058164
1995,322162,2863274
1995,393282,4428369
1997,447929,5150213
1997,136920,8277771
1997,19152,2988508
1992,204665,3249175
1992,414096,4030179
1992,548179,4417740
1998,364621,1533905
1997,467872,5769769
1997,486139,4860475
1997,557438,3267470
1992,140637,1150854
1996,586197,5847405
1993,419507,4112541
1994,196607,6286284
1996,207071,2183029
1997,331757,5208810
1998,255197,2433404
1998,182165,2383322
1997,19962,8491403
1992,18943,5161297
1995,569924,3868166
1995,299581,5690052
1995,110456,1847727
1996,239972,1498976
1995,25844,5210408
1997,576085,4412028
1997,47687,5435311
1992,282781,3979065
1995,462794,7838707
1997,252181,2740005
1997,178369,2107356
1994,263834,7475335
1996,502091,804499
1993,349609,829295
1997,442876,4787213
1997,415683,6423415
1997,298487,1503295
1997,57478,660316
1997,315528,4028561
1997,104278,4500767
1994,439243,3593948
1993,55634,4927853
1998,309726,2053344
1998,178003,3707830
1998,3310,1441412
1996,422570,4680636
1995,263807,7362944
1994,453359,3018359
1994,21534,1456985
1996,489690,3658321
1995,337227,2209839
1997,583072,2417519
1994,373447,3539561
1994,371049,1317155
1997,184165,4871724
1997,123789,3806838
1993,405886,7500725
1994,242116,2856870
1997,29812,3678702
1997,45889,1194506
1997,578324,645058
1993,79880,2856775
1995,286941,1098920
1995,279227,1910636
1993,496639,4252586
1993,411024,2840530
1992,518768,5145811
1992,320171,447876
1993,164048,5337792
1993,278894,5573690
1993,164630,610066
1997,295842,3344850
1997,7446,669952
1993,339109,3086065
1996,83284,5018428
1994,470978,1087514
1994,208268,3317025
1994,439554,3727850
1998,198544,312082
1998,71748,6338961
1996,114768,1657966
1996,105475,1347227
1998,112866,6854081
1995,384409,2538763
1997,54479,1290123
1997,19007,3568804
1997,35883,7522887
1993,500046,4763575
1993,58024,4426946
1996,532066,2305884
1995,385144,3166238
1995,315070,3161864
1994,480222,1081980
1994,371757,7735570
1994,313258,3381498
1994,525080,424343
1992,497409,5077031
1992,151102,4197284
1993,15423,2642041
1994,151335,4125718
1992,83870,8713189
1994,261943,2743099
1996,505394,5485530
1996,309236,5603490
1996,21710,4699324
1997,203520,2720327
1993,449930,2767227
1993,162839,1399746
1996,278123,621026
1994,395186,1153053
1996,247342,351987
1992,490209,1200379
1995,367665,2886594
1994,331105,2613007
1995,316958,3602290
1995,301524,2071642
1995,98480,2690833
1996,236985,6719207
1994,163476,443367
1994,22577,7125956
1992,71013,681918
1996,236374,3978252
1996,92575,6560280
1997,451690,1930603
1997,422781,4753490
1994,474236,237201
1993,311686,3697525
1995,339583,5029967
1998,319343,743832
1997,571138,232149
1993,543835,4321263
1992,18899,3664866
1994,489372,4835515
1996,49468,6531655
1996,33399,3506850
1997,397898,6067475
1993,385352,4892705
1994,454428,5363712
1992,302172,3275906
1992,269017,3809904
1997,241820,8202987
1992,178422,1092305
1997,298981,2209646
1997,595797,1298440
1995,526679,4298238
1997,445971,5045412
1997,44894,3458952
1992,64282,124628
1994,493217,4119486
1994,486514,297097
1992,11317,1324118
1992,393822,8019580
1992,92772,1136511
1995,409690,3759224
1992,137267,4919668
1994,545300,5311165
1995,122501,4765508
1997,487672,6945635
1997,260474,3563198
1998,438734,6720948
1993,394003,2119384
1992,453189,210157
1996,202713,1163304
1996,195515,7654754
1993,426560,288388
1998,255616,5291577
1994,129390,1937467
1994,27403,3665252
1992,249449,3119897
1997,159394,279050
1997,145503,2731554
1995,586513,4145878
1995,65875,7757426
1997,119907,9634500
1997,466218,3017316
1997,587364,3547074
1994,506439,4122309
1996,325415,6360806
1997,174551,6437178
1994,643,2414252
1996,356883,9220202
1996,526629,4670447
1996,494869,514419
1998,462805,3818404
1996,550932,5175395
1996,598797,1137462
1996,503868,4939785
1992,251636,298472
1996,320861,2890521
1992,318521,3079020
1992,210391,2550704
1996,182582,4494366
1997,213058,186439
1997,56111,3969649
1998,344867,2569526
1995,218455,4079116
1997,133320,121798
1997,471568,3722607
1996,310149,2179164
1997,180152,5033332
1996,114508,3822997
1996,459150,2166130
1992,254298,4102469
1994,135864,7760928
1994,408240,3380359
1998,584108,3776509
1994,170474,5458156
1994,35875,2535218
1998,580022,1090980
1997,378306,4208241
1995,80637,6696988
1996,426207,4090779
1998,290475,6396732
1998,589024,4690182
1995,139640,5717494
1996,94294,3282562
1997,477750,8206717
1992,110162,3306663
1995,68064,2745279
1996,260662,963854
1993,4741,599049
1993,353759,3828506
1995,272683,6692218
1995,167548,303721
1998,408231,773523
1996,349631,1331051
1995,115217,1552584
1997,391691,513411
1997,545551,2851402
1997,422501,3766528
1997,146963,9547310
1994,426077,1474483
1993,94550,3211119
1993,296585,5469069
1998,191549,5305506
1992,79009,1562028
1996,81102,4139608
1998,245783,1026889
1997,554268,2797859
1997,407640,7280004
1997,90849,2524260
1993,145354,6367042
1993,489514,583354
1993,59446,4452433
1996,47354,2272157
1996,437620,3255384
1993,546846,6426123
1993,349409,7074649
1996,444529,6224064
1998,548820,4567347
1996,304607,6607519
1996,15966,2450311
1993,278574,866328
1993,188445,6912747
1993,207799,4540034
1997,350715,7634886
1997,62381,3143509
1997,497045,3334464
1997,395377,4570205
1994,471258,3658188
1992,325779,1212798
1995,283172,4520141
1995,56602,2394009
1997,410752,1855606
1993,62122,815258
1993,594125,1828650
1993,249184,4442026
1998,596047,228604
1998,33793,2199930
1996,136111,1583011
1994,552043,3055105
1995,277058,1589821
1995,498545,861284
1995,441566,1646233
1993,394254,3597104
1993,345233,1840636
1995,83440,1380736
1995,552697,314940
1993,327756,6817454
1992,226095,2495519
1992,93618,2032240
1996,385098,2459623
1993,296445,6435984
1993,546960,5972653
1994,423302,588134
1998,120289,2566188
1998,190788,8300450
1997,319087,2521839
1994,551441,567119
1997,382967,8769686
1996,551056,5046949
1993,79034,4467462
1998,582884,4885680
1993,485057,4332760
1997,174881,5456905
1996,30239,2315075
1996,314632,7826384
1996,79004,2376894
1993,351360,3929198
1995,225117,94831
1998,580219,257239
1998,527974,1441404
1997,275554,5934615
1997,446443,3501338
1992,233554,288582
1998,437572,1358595
1997,482058,1230355
1997,345351,3594179
1997,396651,1730163
1992,24644,6635347
1992,180563,493068
1993,404195,3091965
1993,517089,2818240
1997,96423,3487514
1997,534980,2393772
1997,540217,362070
1994,420575,1645105
1995,442708,6338611
1995,41314,1669562
1997,598636,5438002
1995,292685,1207922
1995,511957,3246765
1995,449547,4839745
1994,388869,9495572
1996,246163,3586991
1994,586907,9474917
1994,132310,5243062
1994,242162,1165982
1994,362947,9358234
1995,504927,8625933
1992,440821,6976728
1992,273208,5270469
1995,390258,2534691
1992,98023,379819
1992,148876,2302144
1998,421250,674628
1994,163042,4879856
1994,43899,6634404
1995,272591,6319990
1998,178573,7684755
1997,430688,1748152
1997,325771,3209013
1994,276885,7875710
1994,2,3698200
1997,123816,9107059
1992,48229,2653453
1992,571680,2769374
1993,434920,352431
1993,192700,2608378
1996,181499,3053506
1996,577973,8324806
1997,220779,4895308
1995,120471,2944161
1993,132445,3693600
1993,590078,1518465
1998,571935,7128544
1998,21499,1321055
1992,498502,5385222
1992,380808,1065277
1992,596094,461747
1997,513549,2100026
1997,77255,3139773
1993,228875,692682
1993,177575,951880
1992,309078,1124020
1992,18,1266853
1994,113819,1077692
1996,538338,895977
1992,38356,5537229
1996,364527,5829701
1996,546721,2137149
1992,550516,4564751
1992,216393,4216203
1994,435122,4871116
1994,587031,1645710
1994,259697,5182095
1994,318981,4047939
1996,337285,2644540
1996,466846,500338
1992,243739,3251015
1998,299015,2793570
1998,536957,8890933
1997,339088,563535
1997,469111,3045853
1994,541385,1835725
1994,126100,1621584
1998,106629,6663515
1993,493027,1647300
1994,593826,6606031
1996,552558,4483715
1996,40405,395547
1996,124078,5076134
1994,9744,7531131
1995,507003,2205796
1995,364963,6625312
1997,152153,3586526
1998,106186,4146402
1997,97123,4534245
1997,331728,3755221
1993,191822,177985
1995,176908,7316341
1996,259547,2805158
1993,378662,3484781
1998,206057,4208484
1996,48448,6166679
1995,93540,6066684
1993,241411,5193216
1995,141008,975570
1995,334039,2678257
1995,153868,4497152
1994,64452,6232380
1995,58638,581173
1995,446487,4587072
1995,379402,2251712
1997,525983,8949916
1997,537790,7194102
1992,233130,684649
1992,143106,4228688
1997,499235,3481706
1998,9413,5961424
1995,339942,5575169
1995,200903,4065968
1994,366546,3486289
1994,328222,4664533
1994,354149,1130942
1994,177372,4220565
1994,275644,3385026
1992,426692,3768263
1997,559165,5937079
1995,130380,5579463
1995,204364,3150581
1996,323051,515539
1992,274494,540400
1992,39197,2266699
1996,53397,1490830
1995,543298,910722
1997,488268,4572713
1997,533874,358675
1992,245014,4373040
1996,307453,3023110
1997,286483,668608
1993,558938,6450019
1992,290802,6835908
1993,352353,1226861
1997,585680,5932617
1998,501382,6042516
1997,549742,3368433
1997,319866,2743911
1994,363888,8080741
1993,415534,6472062
1996,242352,2718114
1994,28482,6840828
1994,545913,7052004
1997,498340,529974
1992,31758,7867476
1994,431075,2489973
1994,7629,5932889
1994,376549,1775078
1996,248621,1398522
1996,164147,3416625
1997,187128,2619798
1993,246964,8891650
1993,105687,6777490
1995,446149,4520655
1995,575853,6943788
1997,190238,1195407
1995,68098,3628970
1995,54436,934368
1992,577380,5953315
1994,401836,3637236
1994,438837,5220881
1997,283871,7322987
1997,29406,2776296
1998,130399,268725
1992,197038,5056558
1992,183486,153809
1992,326399,2850760
1992,574015,3972635
1995,307801,2865123
1995,9984,5284204
1994,261139,4752518
1996,64163,5138722
1996,427458,1579390
1992,275351,389943
1997,311944,5558753
1997,144223,3353064
1993,68456,4187883
1993,142521,612899
1994,381949,8558339
1995,192768,7441179
1995,568825,2755479
1994,241808,4140003
1996,504787,1064305
1992,267132,1066146
1992,30395,6096794
1992,298122,1170514
1994,147325,5401451
1994,406719,1479377
1993,501409,138217
1994,157651,5843583
1995,16984,4197363
1992,153972,786076
1992,232334,4591676
1992,484323,3753258
1997,597962,2410129
1997,535774,2063115
1997,140953,179455
1992,559421,4543347
1992,180460,6160299
1995,242720,7984333
1995,340173,1048170
1994,190676,2491004
1994,556747,3690411
1992,242321,3021837
1992,198258,3390625
1992,308328,5171519
1994,541404,2124708
1994,82660,2597045
1995,183237,2138772
1995,267491,3961231
1995,519808,3333870
1993,434075,1917195
1998,190769,5231504
1998,207236,1131787
1992,592207,3767622
1996,237674,2199915
1996,121439,686402
1996,409721,7127789
1998,428377,1519427
1998,530751,6460552
1994,24099,1432326
1993,414757,7606371
1997,587974,569098
1995,587730,176317
1995,146766,6027427
1992,471872,9034865
1996,492570,435951
1998,356766,541356
1993,470359,978386
1993,375885,5764957
1993,351598,3566391
1992,358166,2071261
1992,482206,2678157
1996,529399,1594060
1996,378786,2834450
1996,60738,1467702
1997,223288,2834371
1997,394899,1284058
1997,88556,1686648
1993,181741,7961728
1997,549097,834338
1994,99386,4843288
1994,573249,1814085
1997,323623,1947939
1995,596697,1363189
1995,398023,4240780
1997,445308,1804723
1994,325862,169906
1994,562151,1917958
1994,407601,2413728
1996,36573,4830624
1996,267447,2057995
1996,186033,2470818
1998,557003,2690229
1998,578129,4538696
1996,108164,5105928
1996,166758,335754
1996,81083,3562539
1992,98571,5932974
1993,303799,3425282
1993,542801,2079783
1993,445232,1770523
1998,293836,5332095
1993,476803,3523964
1993,14775,6387330
1995,240028,2582650
1995,491372,5071662
1994,320497,3280791
1995,178862,2049548
1995,577796,3204146
1995,464478,3764794
1992,47652,627062
1993,477718,2160309
1993,291972,3499776
1992,446699,5331970
1992,467036,1489469
1992,270281,4659729
1992,127999,377020
1993,161355,2239249
1995,103908,3556134
1992,387474,1236676
1992,496932,532379
1992,336805,2799520
1997,528857,3394494
1997,87208,1398384
1997,305537,1645868
1996,597701,2820330
1998,489582,777922
1993,249696,6358907
1995,138858,1940477
1993,222474,6842654
1993,186039,1255533
1996,165519,3882049
1996,481499,1770642
1998,315107,3480723
1996,523540,5178378
1996,124155,1301781
1993,495720,3472576
1994,212697,3702264
1993,146556,4124963
1993,152198,3240492
1998,413259,2986842
1998,39261,4560988
1995,533443,5049356
1995,218517,3818430
1993,130845,2521128
1993,285477,2486182
1997,118400,2751696
1992,202177,1834572
1998,274672,156432
1998,3629,6551950
1992,448092,1697394
1992,473810,3938608
1993,415096,700671
1993,537813,3305510
1997,256981,6668554
1993,1807,4475347
1997,507078,2636671
1997,158021,5287198
1997,179520,4964910
1997,367223,2064336
1995,70240,4074878
1995,319359,2563712
1995,125724,6456466
1992,243909,5669843
1994,471127,2246712
1994,16338,376299
1998,245585,6405435
1994,191753,7889995
1996,115484,5594559
1997,89126,4282060
1997,457585,3517036
1996,217923,6494730
1996,217473,3629100
1996,468076,3006864
1996,349640,5906946
1996,310341,4864788
1995,102317,5246895
1997,521475,3061736
1997,25639,7197298
1995,116784,1746756
1995,36573,6735701
1994,29880,2660523
1997,312532,6962696
1995,375522,6182363
1996,507571,7261330
1995,49331,2335321
1992,218537,6918086
1997,165458,6014580
1997,72406,5701062
1997,243888,8078546
1993,220269,4110048
1997,276123,4293123
1994,188447,4716871
1995,458934,2082201
1995,296987,372986
1996,294950,7433560
1996,517477,3849703
1993,90860,6959233
1993,402168,1258484
1996,135788,6899359
1996,407458,2205169
1995,435811,7553119
1994,144386,815316
1994,290407,5533664
1994,463682,8228300
1992,530453,3035097
1997,142124,3820209
1994,37495,1804937
1994,29470,6248633
1992,367050,4830080
1993,204535,2841612
