"lo_discount","lo_extendedprice","lo_orderdate"
2,761215,19960320
3,1658784,19921109
2,751556,19920714
2,3149586,19970210
3,351351,19970115
2,1415713,19940809
1,2953376,19940809
3,1899885,19960516
3,379890,19980321
3,1614610,19960228
2,1618500,19960228
2,2291850,19960228
2,974160,19930928
3,126320,19950825
3,1444515,19971013
2,891880,19971013
2,1292802,19930616
1,176082,19940827
2,995535,19940827
1,732228,19970308
2,2867172,19970308
2,1658184,19960629
1,2141623,19950812
1,231428,19921007
2,2840948,19961230
2,3598410,19971016
2,3886894,19921013
2,1493775,19941231
2,2799629,19921211
3,3217032,19950425
3,1909336,19941014
1,2144016,19921002
3,2907058,19921002
3,2869350,19930518
1,1847655,19980104
1,3019704,19961208
3,1994016,19971012
2,2508589,19920229
3,2580754,19930704
2,3880360,19930704
2,2214944,19951024
3,1085934,19950225
1,4292002,19950225
1,3904274,19930422
2,331842,19970118
1,560564,19920221
1,2547870,19941221
1,3743838,19941221
3,109704,19941010
3,525565,19970723
1,1816620,19960811
1,759174,19960811
1,1604708,19920212
2,2187776,19920212
1,760998,19921020
2,2122416,19921020
3,2291951,19921020
3,2714055,19921020
1,1459440,19960819
3,3346413,19970110
1,1271223,19970110
3,2390609,19951229
1,893706,19930430
3,379966,19930129
3,2499486,19941009
1,339954,19940825
3,740704,19980210
2,3210746,19980210
3,2036991,19960214
2,1061292,19960214
2,1553028,19950810
2,1533570,19930728
3,675640,19940404
3,2265648,19921224
1,877954,19921224
1,1563312,19930312
2,1601610,19930312
2,343160,19930424
2,2383920,19930328
1,3910105,19930328
2,3114128,19930328
3,1295553,19940330
3,2689298,19940322
3,2507583,19940322
2,1785406,19970721
2,670292,19940406
1,281496,19930216
2,660648,19971226
1,1519064,19940922
2,1229760,19950829
3,3055872,19950829
3,1620880,19931225
1,500900,19930918
3,2134768,19960517
2,2756610,19980304
2,2328420,19930507
3,2938768,19930507
2,1172969,19921211
2,522050,19931129
3,1013929,19940317
3,1095913,19940619
2,1871246,19971225
2,1992615,19971225
2,3743859,19980526
2,2214400,19960826
1,1984308,19960826
2,2843236,19930525
2,371157,19930525
3,1917290,19980605
1,516222,19950214
1,2550522,19970214
1,1350290,19940524
3,2698008,19940524
1,2619134,19940901
1,709108,19940628
1,2350180,19940628
1,2367264,19920813
2,4051933,19920813
2,1280895,19930414
3,967572,19930414
2,1695210,19930705
2,166475,19920320
3,2955120,19930620
1,788800,19980610
2,1849940,19940128
3,110507,19940128
3,791580,19940319
1,570040,19940319
1,3728472,19920324
1,338445,19951231
3,905920,19920617
1,299512,19971211
1,855822,19980305
2,3141916,19980305
3,2953470,19930304
1,932936,19961023
2,3315400,19970316
3,233246,19940808
3,2331968,19940108
2,483272,19940115
3,961317,19930418
2,1713660,19920915
1,1057626,19920915
2,378702,19920915
2,2296572,19960123
3,2467533,19960123
3,1537480,19951221
3,2573680,19951221
1,1909063,19940128
1,378798,19940128
1,742326,19940128
3,1790451,19980213
2,1499120,19980319
1,3007485,19971022
3,1065750,19971015
3,1394200,19940129
2,1824511,19940627
1,334346,19940109
2,4535324,19940109
3,3568611,19961001
2,829392,19961107
1,1447380,19961107
2,813192,19940501
3,1220646,19961101
3,1972815,19970617
3,2078714,19970617
3,3809630,19940705
1,4365124,19930921
2,2255176,19960123
3,3319400,19920922
3,876336,19920922
2,2030598,19970220
2,1119520,19930607
2,1056713,19951017
3,339346,19941218
3,3509964,19940831
2,2141357,19940831
3,456774,19941024
2,1603548,19941024
3,1669525,19960715
3,2025360,19971005
2,1111140,19930108
3,2662812,19980131
1,2686794,19980131
2,1703196,19980609
1,1973070,19930620
1,3599600,19940309
1,1095516,19930909
2,743968,19930909
1,1901315,19960209
1,2837772,19980130
2,161459,19980307
3,639436,19930413
1,1159608,19960518
1,4317024,19920820
1,2931324,19980420
3,1360280,19980420
2,1254800,19980420
1,4396152,19960920
1,3432420,19960920
2,3898092,19970907
3,1129210,19970227
3,204498,19930121
3,4192152,19930121
1,2610738,19930524
3,2616460,19920724
1,616595,19920724
2,2854440,19930208
2,3025485,19930208
1,2117676,19951109
1,3863057,19940806
2,2977100,19980119
3,523392,19961123
2,763392,19961123
2,3189359,19940311
3,3427500,19970321
1,2600286,19970321
1,404220,19931023
3,1105716,19960926
3,3197736,19930824
1,1922525,19950930
1,1572530,19980114
2,994590,19940225
2,460674,19940225
2,2607120,19940225
1,2034064,19950311
1,947040,19940816
3,2732780,19950112
2,3801118,19930623
3,3621620,19930628
3,1924725,19931012
1,160363,19940127
2,1983086,19930312
3,2105257,19920129
1,898930,19970823
1,2839398,19970627
3,791646,19940606
2,681880,19941009
1,993848,19920731
1,3175370,19951204
3,2117034,19940707
1,647507,19970313
2,544164,19980702
1,1678922,19930121
3,1750491,19960916
1,1782720,19960916
1,561015,19931212
1,146552,19951103
2,2526846,19921229
2,188983,19970721
3,1943544,19920626
1,893745,19980717
2,905940,19970824
2,405384,19970824
3,2028400,19980228
3,510080,19980228
1,2076558,19970517
1,1459888,19950613
3,595008,19950613
3,3423732,19980708
3,2993248,19980708
1,1968719,19940316
3,3541098,19940316
3,3632610,19920927
2,1141248,19960515
2,645840,19960515
3,151747,19921009
1,1965040,19960724
2,2306368,19960502
2,1186182,19920607
3,2588760,19950524
3,1530240,19950524
3,3189060,19980409
1,694407,19921129
2,2520179,19921129
3,1794848,19921129
3,168775,19930528
2,167769,19970308
1,377978,19940303
3,942440,19940303
1,828275,19940303
1,2790062,19970109
2,3113080,19970109
1,1002378,19950427
2,1930332,19950427
3,946020,19950427
2,1969872,19960530
1,441216,19930906
3,911100,19930906
1,3387366,19950108
1,1398144,19940213
2,1196104,19940213
2,1859454,19980622
3,3812050,19980622
3,3096444,19980305
1,2032990,19950329
3,4017000,19920909
2,990752,19920729
3,1252160,19950921
1,1808976,19970704
2,1954064,19940424
3,3769920,19960702
3,885330,19960702
2,589368,19940316
2,857820,19980715
2,993970,19941120
3,170479,19930405
2,1090110,19930405
2,2483415,19921231
1,2894113,19940305
3,202802,19930225
3,4895976,19930811
1,3321108,19970926
3,2926260,19920525
1,212208,19920525
2,3742872,19920525
1,794563,19921202
2,2066010,19921202
2,1800160,19960307
3,1838804,19951203
3,1028678,19951203
1,542172,19980711
3,1749402,19920129
2,1351602,19960521
1,587055,19960702
2,1447460,19970611
2,1149127,19930722
1,569340,19920916
2,4211568,19930608
3,3077655,19930608
2,3256182,19930608
1,1287118,19921111
2,2181036,19930215
1,2355564,19930215
1,2704800,19921101
1,444056,19921101
1,493700,19940831
2,629444,19920815
2,1651606,19921226
1,3052390,19940413
3,967000,19940413
3,2496928,19940310
3,3863040,19940310
3,4012224,19930907
2,597115,19980427
1,351930,19970615
2,1310928,19930202
2,1794455,19930202
3,2270422,19971017
3,3022980,19961208
3,843880,19930308
3,4747152,19970222
3,1787346,19941218
1,3070034,19971112
3,2151420,19971112
2,1981980,19960320
2,920136,19960412
1,4104672,19970812
2,478089,19970812
2,167365,19970716
2,343726,19921023
3,1088898,19921023
3,3336020,19940624
3,2264073,19940624
2,1930258,19960928
1,1837108,19950222
2,2098954,19950222
3,184083,19980508
1,2120598,19980508
3,147556,19940326
2,3403422,19940910
2,2937090,19950803
3,635680,19950923
1,1783720,19950923
1,3299022,19960504
3,1081836,19921028
2,1446192,19970619
1,3004960,19971110
1,188389,19961225
1,1297332,19940601
2,1242346,19940228
2,219632,19980714
2,2900458,19980714
1,3260583,19930421
2,1567656,19950531
2,410390,19961209
1,103407,19920303
1,2540122,19920303
3,182575,19930326
1,564834,19940227
2,1694940,19940623
1,1339987,19971020
3,2989098,19971020
1,1280142,19971020
1,3020766,19940830
3,4401786,19970110
3,599454,19971224
3,2693921,19960815
1,599620,19920615
2,1567951,19970805
2,231044,19980304
2,4369776,19950926
1,2288576,19980309
1,3627540,19920621
2,1002654,19940802
1,1263015,19930813
1,1270224,19930813
2,1008970,19970720
2,210200,19960224
1,507789,19950219
1,171668,19940604
3,2739744,19940604
3,2896740,19961128
1,2876970,19960213
2,4353716,19950422
3,1512173,19950518
3,429644,19970227
3,1042044,19970227
3,3235104,19920921
2,2570460,19940221
3,2158180,19950401
2,3503300,19950401
3,3829440,19960502
3,799588,19940827
2,644145,19970508
2,2570120,19950503
1,2814660,19921122
1,2452310,19940201
1,1246824,19920912
1,2468576,19960121
1,2343365,19960121
3,3402300,19980704
1,1900875,19951127
1,610988,19980704
2,300486,19940516
3,511300,19930110
1,2909424,19950219
3,1343397,19930624
1,2303275,19960726
1,1410885,19970413
2,4059069,19971112
3,1419396,19930625
1,1606008,19980621
2,3653964,19950701
3,820840,19970916
1,2856726,19950419
2,2873940,19980114
3,1431072,19920625
1,535149,19951026
1,2700565,19930827
1,3660611,19980514
2,1059432,19921122
2,4282393,19960211
1,829340,19950112
3,1316580,19980507
3,2568120,19980507
2,1915947,19930811
2,1336260,19960724
1,2700416,19960724
3,200494,19970323
1,568179,19920714
3,832434,19920714
3,300682,19950524
3,814488,19940729
3,4201995,19940729
2,750407,19940729
1,3111776,19950930
3,3241505,19950930
2,2309636,19920520
3,4042185,19940424
1,311714,19950210
2,1265814,19950210
3,1377441,19931004
3,327316,19931004
2,377792,19951205
1,975627,19951205
2,1496484,19960926
3,1514784,19980315
3,1934371,19960611
3,2489551,19960611
2,4187520,19980614
3,1455864,19921027
1,155864,19950905
1,2574330,19950905
1,377166,19961108
2,1121346,19920516
2,1422015,19961114
2,471680,19961114
3,1613583,19960210
3,1835614,19960210
1,2178091,19950316
3,762776,19961220
1,748363,19980619
3,1957718,19980619
3,2928261,19950506
2,3707840,19930331
2,302520,19940510
2,2319564,19940510
1,2988576,19970318
1,1652928,19970318
2,1191564,19970729
2,2394340,19921229
2,1563573,19920524
2,2240728,19940830
1,598204,19940830
3,849636,19950501
2,287288,19950501
2,602082,19980307
2,2142624,19980307
1,1709340,19941213
2,899652,19941231
1,2183445,19941231
1,3217368,19940818
2,2845008,19940818
3,1290960,19980102
1,3913584,19940405
2,1025832,19921106
3,1471582,19960811
1,1341074,19950424
2,1017080,19960517
1,3692496,19970908
1,1232209,19961108
3,1440543,19961108
2,2522448,19961108
1,1198626,19951110
3,620625,19950430
1,3357018,19940417
2,2115023,19940417
3,2234414,19980305
1,3051120,19980305
1,1806266,19950512
3,2249940,19950512
3,1375272,19951018
3,2486500,19971216
3,563379,19920110
3,169063,19930415
1,313827,19970719
1,1811407,19970719
3,2717637,19970719
1,3851232,19940314
1,2841972,19940405
1,2065414,19980106
2,2008980,19980106
1,581400,19920622
1,1947690,19941030
1,1562784,19941030
1,1940890,19940206
1,189785,19960701
1,438832,19931027
1,681190,19920205
3,1088878,19960306
2,165964,19920123
3,2520210,19930718
3,2828808,19960523
3,3237087,19950314
1,3297754,19950507
3,1846791,19950527
2,1377876,19920421
1,1639668,19940511
1,536176,19950119
1,1805472,19921213
3,3725976,19921213
3,3077060,19950618
3,1834860,19950618
2,594045,19960211
2,3209328,19930930
1,3853224,19970213
1,2632484,19960106
1,3267145,19980723
1,3353928,19940914
3,2972892,19940914
3,667888,19940914
3,714744,19921015
1,426738,19960323
3,2453040,19971206
3,4437336,19920307
3,2858730,19920307
1,3129440,19970115
1,1181466,19960729
1,1083090,19970518
2,1614570,19970718
2,2947716,19950522
2,2509712,19950522
2,310310,19970713
3,287868,19920118
1,2226615,19920118
2,1404130,19960319
3,3209832,19941031
3,2381424,19970503
1,1074600,19970725
2,107212,19920201
2,2815704,19940621
3,1558312,19950118
1,1343895,19950729
3,3708386,19960521
1,2029920,19961014
3,1408043,19961014
1,404799,19970426
2,2325505,19970426
3,4422720,19980606
2,302906,19980403
2,526936,19970407
3,2980170,19940813
2,943096,19940222
2,343938,19930408
3,1210812,19930921
1,1140486,19930920
2,3654168,19930920
3,1977937,19930506
3,2794626,19940307
2,3877041,19920614
3,1753182,19961130
3,2586720,19961130
2,1357440,19920704
1,1056717,19931123
1,717535,19931123
3,2066192,19970816
1,270860,19960328
3,1707210,19931112
2,142944,19931112
3,1444450,19930819
2,406428,19930819
2,2386464,19971018
1,2462109,19971018
2,1107869,19971018
2,1392576,19980112
3,1801338,19980112
1,2698560,19941028
1,2746194,19960601
2,1472640,19920527
1,2045616,19971016
3,3059609,19960925
3,1177122,19960925
3,1802760,19920121
3,2133989,19930927
3,1626680,19930927
2,1785303,19930927
3,3369315,19950907
2,555344,19971006
3,1507330,19971006
3,3420142,19971006
3,1500075,19950314
3,2677928,19971010
2,2243052,19971010
2,940200,19971010
1,508377,19950622
1,1618838,19951019
3,632640,19930226
2,1998090,19940112
1,3513384,19960630
3,2437812,19980106
2,160761,19980710
3,296114,19980710
2,1888820,19920210
3,291618,19920210
1,1536021,19920210
3,1191130,19920210
1,2274363,19980703
3,1129182,19960924
2,2556022,19960924
3,3109673,19950714
2,793280,19970710
3,108002,19951214
1,1404430,19951214
3,1439768,19970525
3,318018,19970525
3,2713074,19960307
2,2400524,19960307
3,1722660,19960307
2,1324980,19940314
2,239632,19970203
3,363782,19960210
3,2542218,19920703
3,1167327,19970414
2,3360682,19970414
2,1006584,19970414
2,3059334,19930404
1,236240,19930404
3,2272842,19951004
1,2169414,19951004
1,1699620,19951004
2,3184503,19920919
1,2179645,19960917
2,2814850,19980730
2,816991,19971122
3,1488736,19960114
3,1314176,19921221
2,384994,19971209
2,3490164,19971209
1,316322,19971209
1,832380,19931121
2,2051630,19950503
2,716135,19960510
3,1800160,19930722
3,573591,19980306
3,212208,19920107
2,2663064,19961021
2,1235052,19961021
3,2601816,19971107
1,331144,19920726
2,782640,19931128
3,2367332,19951130
1,1248408,19951130
2,1168100,19931123
2,3079808,19930708
1,3131056,19921015
1,1431350,19961214
2,1372158,19970917
3,2683562,19941007
3,1382887,19980623
3,442665,19940829
2,2946096,19961212
2,2380510,19930106
3,3385382,19930221
2,2116989,19930221
1,435765,19920708
1,970466,19920726
1,2785640,19921029
3,3819840,19930826
2,2123145,19940525
3,2935632,19980705
1,2748880,19940215
2,4049748,19940215
2,2585136,19940215
2,2899056,19920321
3,3025020,19930202
3,4233978,19960318
3,1922816,19960318
2,1169208,19960318
2,1338786,19980103
3,1284310,19920917
2,801255,19960219
2,1030554,19960824
2,2516976,19961107
2,880530,19921208
1,3158294,19971107
2,3428040,19971107
1,663115,19930415
1,439648,19930415
2,2628580,19940818
3,1071990,19940818
3,3626891,19930104
3,155962,19961103
3,625230,19950428
2,3299094,19950428
2,1819456,19950428
1,2549760,19980318
1,1107504,19950718
2,1668926,19950718
2,3412674,19930713
3,3188768,19940628
1,616600,19970406
3,1630805,19970406
1,4691736,19941029
3,1303720,19941029
2,572544,19960619
2,3293532,19940617
3,1115340,19951029
2,3257766,19940224
2,461835,19940625
3,2900920,19940625
2,705932,19940528
3,97003,19980202
3,513219,19930924
3,1974006,19931103
3,1335217,19920930
1,2439957,19921110
3,2312420,19961006
3,4009488,19980511
1,1385408,19960510
3,2210832,19930921
3,3041280,19930205
3,107809,19940109
2,2196555,19960803
2,3088008,19960803
3,2487780,19930209
1,980163,19930329
2,1333343,19970902
2,2227875,19970116
3,567279,19970328
1,665472,19970328
3,1444167,19951210
1,2442784,19971231
3,1015608,19950515
3,305130,19950920
2,446550,19930711
3,2814486,19920810
3,3487640,19970322
3,1881072,19931219
1,3348912,19980611
2,2870970,19980611
1,2355282,19930826
1,2625525,19930826
3,1522440,19940310
3,117608,19931206
2,597105,19931206
1,1142958,19920315
3,1688740,19920315
2,1372998,19931122
2,1311728,19940421
1,2262667,19940730
1,2055971,19950919
1,2507161,19950919
1,584600,19970619
2,1725225,19930217
3,1314365,19930217
2,3543357,19980729
1,534546,19980729
1,376902,19970511
2,128322,19920204
1,3695234,19920204
1,1787344,19940512
3,849270,19970621
1,3684120,19970822
1,1824480,19920123
1,3889560,19921018
2,1975435,19930903
1,1328639,19920808
1,1825919,19941121
1,1113088,19951028
2,941796,19940922
1,1612982,19940922
2,774360,19930207
3,652120,19920924
3,2668626,19920924
2,1690293,19951219
1,3092112,19920222
3,458559,19920222
2,2652216,19931224
1,1134200,19951215
3,1113486,19940122
3,2413944,19940228
3,3582788,19950125
2,2661776,19930815
1,2107457,19930815
2,1358070,19950223
1,1775268,19950517
2,300096,19931103
2,1720928,19940620
2,2398142,19930504
2,229424,19920714
3,4247755,19920714
3,2874700,19930224
1,202208,19950413
1,4257001,19940903
2,717908,19930317
2,1622844,19961107
2,383592,19920501
2,2450448,19980414
1,2446535,19930225
3,333520,19930225
1,375776,19920203
2,2914485,19951223
2,2385250,19940301
1,948372,19931213
2,4040832,19940616
1,1364265,19940508
1,2940336,19970513
1,2990910,19921218
1,2677518,19970405
1,3252102,19960321
3,3271773,19960402
1,1567500,19960402
2,908360,19940826
1,204806,19940826
3,627816,19950718
3,351570,19950718
3,2604998,19960918
1,2596392,19961104
1,1328678,19961120
1,1666590,19930511
3,3746106,19930511
3,2592168,19971202
2,3219696,19980628
3,1758610,19980628
1,2017290,19950804
2,1008936,19960909
1,1750044,19930426
3,3132940,19980714
2,1805468,19980714
1,3429196,19980714
3,4254720,19970717
3,2132728,19960326
3,4223890,19921227
2,1125279,19950421
2,1673610,19950421
1,1730574,19940606
3,1771668,19931014
2,1343195,19931014
2,3483920,19920610
3,3331638,19950101
1,2392651,19960930
1,244262,19930513
2,3929740,19941019
3,2481974,19980414
2,2174742,19921020
1,3534564,19950103
2,3519360,19970421
2,2497118,19920526
2,3755095,19920303
2,4241512,19920303
2,172674,19921010
3,2798046,19940307
3,313098,19940713
2,896670,19941130
3,2115080,19920820
1,1982540,19920110
2,1081098,19980526
3,1799616,19920820
2,231442,19920820
3,1908844,19920820
2,2529630,19920820
1,2008890,19930905
3,3611652,19960918
1,232244,19960918
3,138841,19920624
2,1696794,19921231
2,3483266,19940920
2,3038970,19940920
2,1972020,19920912
2,588120,19920912
2,3394536,19940315
2,2426500,19930429
1,2586448,19980723
2,3953964,19960404
2,1689138,19970615
2,1299906,19970615
1,2082184,19980724
2,672710,19940516
2,2447520,19940516
2,510025,19970223
1,2056560,19951124
2,2462904,19980623
1,1519608,19980623
2,1631952,19950421
1,3457520,19931223
1,2237456,19960311
3,304530,19921204
3,2505608,19930525
1,4459516,19930525
2,2390479,19930525
2,3575488,19930311
3,3584688,19961114
3,2976729,19961029
2,1623590,19950130
3,321320,19930206
3,3269400,19970711
1,1564744,19950711
1,1975808,19960918
1,2014467,19960918
1,1212162,19940625
2,2018144,19970817
1,220816,19970817
1,3122640,19970817
3,449668,19971024
1,2116821,19920809
1,1382968,19920809
3,3501652,19920111
1,2005940,19950118
3,3085347,19940326
2,998945,19930417
1,4201776,19930417
2,1442268,19960710
3,645650,19941010
1,2844954,19941010
1,1567929,19920602
1,1565560,19931101
2,2970896,19920710
3,110000,19950304
3,2063600,19940228
3,3750208,19970726
2,280092,19970720
1,1904670,19970131
2,1046898,19950518
2,1845870,19950518
1,331221,19950518
3,2567565,19930108
2,1492517,19980509
2,1166840,19951026
3,3113360,19951026
1,1160379,19930608
1,687435,19940312
3,2552686,19921008
1,1757364,19940429
2,1256310,19940429
2,2234148,19940429
1,1753080,19980507
1,1447104,19920423
2,183874,19980305
2,2447928,19940818
3,1303296,19960922
1,2112022,19930526
2,538128,19950902
2,1919400,19940302
3,2128658,19980110
3,4107432,19940721
2,640635,19940721
3,3093643,19961004
1,365180,19980209
3,3477300,19920105
2,3085440,19930606
3,2788037,19970114
1,294476,19970517
1,3252810,19970517
1,598779,19970517
1,947905,19941124
1,2988321,19961012
1,349150,19961012
2,1702680,19971002
3,367950,19940524
2,2347176,19980504
1,1149555,19960708
3,1720303,19960708
2,641416,19930621
3,335148,19980414
1,1653750,19960314
2,1127868,19961213
2,1922900,19961213
3,1702720,19920919
2,782562,19930526
3,4289978,19941225
1,1264788,19941225
1,1201120,19980116
2,3656496,19980116
3,1214488,19960611
3,1009056,19960611
1,1189166,19960611
1,3193406,19920702
1,1409049,19930531
3,1923315,19930531
3,746316,19950513
1,2360295,19961104
3,110113,19960729
3,1786401,19920225
2,2564586,19970104
3,2717655,19970104
1,1502592,19980330
1,2516379,19980330
2,781416,19950311
1,1614294,19950311
3,3881480,19920301
3,3066324,19920513
2,3987879,19941205
1,2413383,19961111
2,2992860,19961111
2,540540,19950303
2,2878455,19941214
1,1024626,19951206
1,3381696,19960919
1,1772680,19980313
2,1338843,19920213
1,1401400,19960831
2,2214324,19940420
1,3635540,19920408
1,277864,19921213
1,4411101,19940103
2,873415,19930720
1,2070872,19970304
3,3924228,19960712
2,2050960,19950905
3,755192,19951102
1,1779850,19930711
1,510872,19950428
2,2792916,19950428
2,95503,19930214
3,3331920,19940406
3,784819,19960723
3,1983733,19960723
3,3274272,19970720
1,2930358,19961110
1,2425696,19950221
1,2069184,19920211
3,1299240,19930204
1,3066475,19970507
1,3253005,19970507
2,712716,19970507
3,2783690,19930728
2,1940026,19950304
2,1646560,19950304
3,2734056,19940423
2,3369300,19980126
3,4292134,19950101
3,348558,19950803
2,2605155,19930531
1,3513440,19970715
2,1598432,19950906
3,1224190,19971124
2,936082,19950501
3,1160610,19940808
2,239842,19940808
3,1598762,19970730
2,1523756,19930729
2,2872920,19960503
2,891430,19960503
1,563046,19931227
2,714740,19931227
1,1839936,19971026
1,3113406,19950914
1,798063,19931110
3,3472833,19980518
1,2988390,19940830
3,1897258,19940830
3,1527852,19951202
1,1746446,19950303
3,1101520,19960728
1,1318758,19920621
2,2160735,19950918
3,470836,19950918
2,778396,19930626
1,439347,19950221
3,3221140,19960221
1,2561016,19940423
2,1576620,19970210
1,2331295,19940317
3,522116,19931218
2,2382268,19940306
3,127625,19950519
1,3922182,19930717
2,1936453,19930802
2,1957019,19940511
2,856891,19940511
2,1807800,19930812
1,4194993,19940201
3,207602,19980329
3,1327898,19970116
3,252040,19970116
1,3048768,19920313
2,2959803,19920313
2,2370840,19930831
2,1855462,19931103
1,2743464,19931103
2,1568570,19950822
1,2398212,19970208
3,4338840,19941220
3,173264,19960614
3,2322400,19950331
3,1582308,19950829
3,4342078,19930803
3,1856959,19940524
1,3545001,19940524
2,1546848,19940923
1,3184120,19950326
2,3204648,19970106
1,575970,19980608
3,774290,19931113
2,3037734,19920616
2,1734656,19950610
3,1044981,19970505
1,202200,19950209
3,556105,19950103
3,1308424,19950103
