"lo_orderdate","lo_partkey","lo_revenue","lo_suppkey"
19970801,22493,2927233,566
19970121,63107,1655444,1259
19971002,25922,3584964,1531
19970630,103826,4614806,103
19970630,191147,2050359,652
19971205,190640,3218990,9
19971205,82194,2432360,919
19970109,74151,2150161,1917
19970810,131637,3597566,1560
19970412,95871,3511582,369
19970402,28982,4120072,1414
19971127,343,3222737,1721
19970904,78711,4173583,792
19971013,113215,2763472,270
19971019,101184,2346656,1699
19971204,79864,4425264,1742
19971204,117438,3169926,854
19971204,5253,2585214,1732
19970122,95772,3358763,1337
19970122,41056,1644135,290
19970122,190862,3515148,1395
19970516,20253,2562378,1740
19970228,185387,2327832,338
19970619,157450,2835513,1579
19970126,129667,2855478,520
19971204,58198,2691610,719
19971204,127163,2599309,941
19970720,80143,1880136,66
19970813,168943,5178733,695
19970813,173960,4983202,489
19970717,148161,2273220,397
19970728,187131,1987988,195
19971219,107197,2687752,78
19971001,44785,3056521,536
19970719,27852,3381715,85
19970805,158013,2214848,1089
19970301,10398,3045931,418
19970712,151619,4420434,51
19970904,93140,2165430,455
19970414,31818,4629997,200
19970930,32663,2584969,258
19970930,160300,3230712,1750
19970112,167603,4330195,426
19970702,51859,3259530,812
19970702,178589,2608095,1631
19970702,157840,3746336,1255
19970626,62806,2796472,1406
19970626,13334,2581973,738
19971204,143223,3133894,138
19971130,183615,4328058,611
19971130,6111,2315959,1524
19970521,120181,2762714,507
19970129,165397,2992049,1469
19970506,88938,3514720,1571
19970626,114654,3303927,1326
19970727,66232,2935663,1978
19970326,186395,2533176,1952
19970530,114756,3095271,1907
19970127,185295,2975905,49
19970907,182917,4223809,465
19970213,69009,2273850,1346
19970213,34035,1939998,163
19970920,43381,3540067,554
19970605,130837,3883218,1073
19971225,107691,2904759,19
19970419,142859,3765663,46
19970419,30148,2405330,1900
19970419,106986,4033791,621
19971130,123770,3035058,1401
19971130,54499,3109015,1680
19970930,31855,2991186,1712
19970930,181229,2641403,1188
19970930,70891,4574663,826
19970930,53935,3162068,499
19971208,72524,3516822,135
19971208,100833,3873048,669
19971124,5531,2246732,96
19970128,30716,3896115,255
19970402,161864,4556584,1156
19970402,70439,3281153,1300
19971117,180829,3265792,721
19971117,186500,4026537,1142
19970930,162953,4543951,535
19970706,197410,3084160,1944
19971218,161451,3144383,1315
19971218,94030,2555978,518
19970208,117390,2814780,909
19970629,133819,4817306,1971
19970629,84365,2512508,189
19970629,121032,1960741,396
19971225,149431,3701075,1094
19971225,77000,1582740,1115
19970329,2195,1974942,145
19970702,9771,4265794,1817
19970213,52705,3938695,1252
19970213,199260,2528223,442
19970410,90607,3904534,1000
19970717,107364,3517538,1759
19970717,104860,3222478,1453
19971017,125225,3173058,882
19970623,164171,2322119,1433
19970623,175766,3315168,1690
19970712,89559,3236469,1174
19971115,180206,2631565,706
19971115,128688,2918356,1624
19971230,43403,3130380,363
19970223,145168,2455435,326
19970223,163403,3299400,563
19970223,110260,3143893,1421
19970207,588,2518677,613
19970207,88155,2857875,627
19970318,64601,2974640,1356
19970216,67985,4976193,1388
19970216,21320,2580704,1596
19971224,194464,2524705,1383
19970527,165797,4016175,1634
19971215,129603,3877425,1121
19971215,15079,1868851,1835
19970317,6110,1658291,1025
19971009,194710,2853246,1402
19970215,118564,4073509,363
19970808,150026,2065958,941
19970808,152045,2413488,1550
19970808,15306,2198340,737
19970125,82698,4063908,1994
19970125,85829,3756677,1076
19971225,183881,3395312,1265
19970403,130517,3969363,528
19970908,108016,1671184,1853
19971027,192113,2125814,10
19970511,101482,2729603,905
19970511,195026,2550320,1452
19970806,86056,1718340,235
19970806,5531,2805543,1523
19970221,73555,3375038,1058
19971009,192539,2944911,1831
19971009,199260,3058335,1081
19971222,96858,3967524,1041
19970612,47524,3678800,1142
19970612,176367,3663247,541
19970927,38167,2181585,1507
19971116,75537,3235301,1309
19970325,105963,4479384,1352
19970325,113949,4593279,1296
19970325,108740,3819248,624
19971101,20093,1705030,1897
19970421,42701,3944880,1030
19970421,17561,2887627,808
19970319,36688,4342769,811
19970309,102179,2132011,1349
19970705,69522,2577346,1382
19970705,80197,2825256,216
19970705,65761,3589934,1559
19971104,155179,2962008,1859
19970405,110895,3815591,1043
19971208,2697,3090601,677
19970425,23590,2966636,84
19970124,139679,3232818,66
19970725,45622,2567761,157
19970725,160654,3864821,1894
19970721,74471,2554145,1578
19970721,133455,2572041,584
19970721,93646,3853154,666
19970117,103864,3844055,1975
19970206,81445,3012641,1477
19970818,138884,4430315,582
19970818,12934,2951394,211
19970818,8210,2703831,113
19970403,77258,2581672,366
19970403,86043,2461463,916
19970529,159800,4619743,896
19970525,36220,2719429,1441
19970430,87225,3076614,1682
19970430,187654,3276043,634
19970701,196905,5188924,1447
19970101,105163,2686768,384
19970327,86236,1980012,1450
19970221,96411,3686006,213
19970701,17340,2923315,1618
19971029,96955,3591588,88
19971029,68077,2581322,32
19970721,97237,2014263,1379
19970828,160385,2718759,1309
19970828,151911,3533238,148
19971213,112530,3054209,1383
19971213,186023,2550746,611
19970511,91312,3307800,176
19970206,86828,4537050,1983
19970206,104298,3481021,239
19970316,34503,2594687,1755
19970820,152255,3398850,1459
19970823,24905,3689078,157
19970711,122008,2549250,4
19970328,84683,3338695,1768
19971127,14795,2831412,891
19971127,142759,2983698,544
19971127,144287,3558511,533
19971103,67583,3172486,550
19970930,17406,2540928,1396
19970526,116733,4299086,627
19970526,123107,2287322,588
19971123,142229,2616170,153
19971123,5967,4135495,34
19970731,127097,1796295,7
19970112,46453,2605775,1510
19970226,43273,2919048,871
19970216,76072,2068890,82
19970505,46251,2252027,1133
19970603,151708,2850714,1
19970603,148880,4513579,1643
19970815,178745,2987286,48
19970827,125912,4028914,99
19970827,24045,2343138,405
19970326,185755,2972811,1787
19970326,89729,3440877,1177
19970326,197363,2987896,70
19970707,76356,3221622,636
19970707,108918,3013687,1418
19970707,168495,3752376,1606
19970707,131555,3940990,1129
19970825,108180,2186251,1390
19970613,43605,2824646,37
19970905,125453,3042650,258
19970115,17879,3311631,1861
19970115,78116,2113820,1710
19971212,118815,4217763,1442
19971212,116536,2375370,736
19970822,169389,2687794,1382
19970102,106040,2610915,712
19970831,13051,2498817,751
19971104,182508,3777437,1210
19970904,175974,4099940,718
19970202,136525,2951272,1075
19970212,14693,2733073,918
19971124,153851,4885940,1335
19971124,136546,4230129,1093
19970311,75054,2461487,402
19971024,132026,1762661,171
19971024,166937,4909628,407
19971210,163500,3883734,354
19971210,141366,2879458,1510
19970616,145615,3985464,1676
19970808,187417,3425541,955
19970808,115833,4575854,1975
19970515,25942,4167374,1216
19970515,195034,1804189,1426
19970920,157275,2404747,1399
19970920,50682,3232706,690
19970613,147099,1939184,1751
19970613,197015,1964921,441
19970303,33702,2752883,307
19970716,5175,1924862,677
19970716,168851,3574760,855
19970716,56412,2186719,359
19970729,56130,2346040,1165
19970607,42802,4239864,400
19970104,168448,2526389,1701
19970827,100445,2691409,1310
19971105,197854,4770321,1014
19970514,64790,4311519,685
19970106,102133,2240746,1799
19970704,194122,1970114,262
19971206,50501,2270146,998
19971206,160948,4331274,11
19970827,164626,3644976,332
19970701,48826,3068663,1762
19970701,3827,3271249,180
19970721,161302,3644100,1249
19970721,191094,3135748,1515
19970721,130809,4735645,1923
19970917,46653,3237691,302
19970917,87644,2551884,1750
19970513,79711,3347605,592
19970630,31098,1893525,1769
19970919,56319,2846491,386
19970919,148145,2455482,602
19970919,66323,3063424,295
19970824,138324,2458987,379
19970408,79996,4791775,1486
19970601,127091,2683416,1807
19970601,5718,3702058,1852
19971130,46682,3029344,1858
19970510,93217,2275194,1967
19970510,36089,2121915,1595
19970531,153133,2509851,1869
19970531,153161,2731860,1574
19970708,52731,3636856,164
19970620,12954,3993406,1044
19970704,116385,3424972,212
19970427,118366,2602596,486
19970903,12020,2097045,1685
19970427,139442,2893252,818
19970509,51896,3026843,606
19970509,24383,2796485,1201
19970503,35619,2891574,1939
19970503,156119,1937756,1189
19970503,78928,4385916,1207
19970820,83035,2271224,1047
19970820,142940,3727927,1496
19970429,97353,2203771,1316
19970429,162713,4084133,1741
19970315,160972,4395281,1959
19970315,53659,3597822,1846
19970315,171956,3447515,41
19970505,95432,3699898,214
19970509,73478,2987125,704
19970621,71379,2807419,1692
19971222,72701,4293040,549
19970325,94592,3420688,1046
19971130,198141,2565019,1100
19970707,83420,2681935,1725
19970707,40764,2884453,1813
19970707,119833,4005818,1441
19970314,93633,3933191,1899
19970515,24053,2020539,956
19970507,155518,3582882,440
19970507,77008,2526525,252
19971129,29667,2605749,1326
19970309,19068,2224833,560
19971213,55556,3518888,1352
19971213,125437,3473271,399
19970907,154455,2928333,44
19970907,30920,3083632,749
19970907,160934,3600848,597
19970601,151217,2771038,432
19970807,188279,3248633,1704
19970228,108975,3581065,1384
19970126,165537,2451870,1911
19970803,71731,3098968,200
19970803,73624,2789444,993
19970906,182781,4200960,1916
19970126,62344,2978455,1739
19970126,5862,4773222,612
19970126,4443,2304122,25
19970831,99398,2288924,932
19970831,40210,2594873,1630
19971213,185181,2130980,885
19971213,100209,2310781,1287
19971205,68122,2589035,972
19970319,97778,4217453,482
19970106,164587,3633476,51
19970106,40786,4569059,94
19970511,79356,3204840,1578
19970511,121237,2518976,1937
19970114,114351,2285595,1435
19970204,123287,2122653,164
19970913,54615,2401503,595
19970717,53387,2702206,1725
19970717,67387,3081214,763
19970612,882,3423129,1114
19971228,78113,2280419,1793
19971228,134399,3230861,739
19970526,130401,2962998,1428
19970526,101911,4590984,4
19970917,179753,3168824,425
19970322,151812,4383681,505
19970322,161727,4248210,221
19970515,86452,3272473,1134
19970804,41508,2841020,1510
19970804,173763,3454945,1190
19970804,67479,3027461,737
19970825,186443,2548047,1110
19970825,146349,2386031,1495
19970114,193217,3360688,350
19970114,70231,2882952,1180
19970114,167902,3047435,1495
19971202,39164,2359659,721
19970707,57407,2296285,1549
19971104,50589,3319334,875
19970503,22506,2687008,1527
19970510,75438,3625447,983
19970929,26246,3165048,1049
19971024,157814,4632729,206
19970314,120990,4758002,1616
19970314,141282,2823879,1973
19970727,38706,2628230,924
19970727,36671,3183186,1826
19971229,121969,4212871,1834
19971229,79083,2208064,1947
19970226,163040,2680387,1839
19970623,99893,3373129,381
19970623,97427,3110933,910
19970102,132086,2571584,907
19970510,64726,2951997,1225
19971219,24337,2436889,643
19971217,144348,2201289,1859
19970813,66537,2916848,1158
19970813,7473,3540905,435
19970903,65844,3438696,1718
19971025,151176,2473974,289
19971025,58310,2830867,1187
19970204,21443,2693404,1406
19970318,99523,3602282,1870
19971102,188171,2296726,582
19971102,195221,2692986,1443
19970821,133708,3885732,1640
19970821,17732,3919758,1230
19970201,6364,2286648,1056
19970609,159874,4641288,338
19970212,162435,3698652,1152
19970328,146204,2790446,216
19971012,35308,2610930,1659
19970603,97379,3530389,729
19970603,158517,3727656,383
19970705,180287,2827535,1370
19970902,82516,3446573,506
19971230,194493,2774932,889
19971128,185804,3866530,594
19970427,6365,3226711,626
19970823,196634,4066980,1293
19970208,138011,1604985,1503
19970220,62409,3591696,1081
19970418,47988,4704431,552
19970703,138840,2906565,1098
19970116,91633,2748873,145
19970422,157029,2235029,749
19970422,172263,3071098,1260
19970422,12119,1763198,1386
19970422,81822,3246876,453
19971214,70167,2867917,37
19971214,130801,3033460,910
19971214,165906,4294798,116
19971219,57208,2330400,114
19970821,40644,3831659,119
19970314,119904,3582301,968
19970905,92984,3736492,66
19970616,23429,2986143,400
19971205,190298,3470725,427
19970531,195369,3303596,1802
19970925,179014,2623224,1733
19970620,16648,3598672,1445
19970914,1731,2791968,873
19970914,96641,2831479,158
19970422,27296,2637413,1308
19971013,34665,4159116,755
19971013,6115,1823702,36
19971013,46446,3571608,1836
19970201,192920,5434884,1015
19970716,185633,4042217,1173
19971110,154593,4226068,1872
19971214,35608,3144313,1274
19971014,163428,3504837,1946
19971014,132425,3217983,1809
19971014,64213,2189610,629
19971014,22040,2356998,1390
19970515,76854,4439811,1471
19970124,142973,5388687,46
19970924,141579,3834268,1207
19970201,186831,3064692,1008
19971221,8333,2594379,1629
19971229,13205,2060842,650
19970915,150003,1743768,759
19970408,51766,3435520,1751
19971117,159200,2991859,1308
19970719,167880,3013370,1337
19970803,144646,3514840,1807
19970506,163803,4480320,624
19970506,34470,2997138,1017
19970409,34408,3479500,498
19970409,56533,2603698,1851
19970409,113890,4378947,1751
19970728,120937,4886993,1403
19970728,26192,2018332,1163
19970529,165100,2250973,1207
19970702,32973,3175346,1675
19970530,43382,2491714,796
19970204,193784,4412783,479
19970725,95840,3040151,1916
19971126,146373,2640028,796
19970721,25377,2844376,364
19970721,73367,3275839,1897
19971010,118513,2756718,1259
19970525,54838,4033867,1131
19970525,59782,3448724,46
19970121,114335,2606905,820
19970126,13620,4016550,1257
19970220,64667,3956775,425
19971117,31483,3666332,1842
19971117,15669,3651056,1200
19971117,140380,2505550,891
19970621,129511,3774249,138
19970707,165687,3312565,47
19970501,67739,3440767,1414
19970108,101328,2297064,118
19971125,112519,3637336,1449
19970129,164912,4602246,126
19970501,178308,2420479,413
19970216,25624,3626110,926
19970216,134394,3252444,1555
19970929,189683,3626903,1041
19971123,80480,3531440,1329
19970601,142847,5102568,135
19970601,44784,3537083,1827
19970916,146424,3492247,1183
19970916,141478,2376451,846
19970530,104586,3039598,1646
19970505,102589,2864844,251
19970217,65446,3285832,1369
19970928,27241,1913577,1082
19970621,92346,2364846,940
19970704,131824,4175595,1732
19970809,195602,3225440,685
19970506,142777,3348376,1684
19970611,32860,2804033,1540
19971203,61320,2636956,1720
19971210,130810,4721677,994
19971010,28662,3306982,1313
19971121,181670,3583916,1935
19971121,149556,3973736,1393
19971121,173880,5080088,690
19971121,39308,2322472,1879
19970206,159481,2523306,34
19970506,9029,2071148,1471
19970506,148459,3084242,1028
19970729,1857,3070952,510
19970729,198970,4096560,1871
19970517,135082,2627372,1070
19971001,14703,3953658,1913
19971001,96955,3486182,509
19971024,32898,3235182,974
19970725,54184,2162542,883
19970307,164212,2671107,1598
19970307,105064,2458838,1862
19970307,4507,2845584,108
19971204,141975,4392960,1310
19970318,190504,2965770,1321
19971009,164605,3806688,1926
19970925,5529,3543264,130
19970925,124460,3206433,47
19970508,186799,3326533,390
19970615,122074,2038690,149
19971210,56784,2882731,1707
19970605,80655,4151279,1456
19970409,36597,4016472,786
19970409,117557,3621465,1929
19971024,192719,3098024,1553
19971006,83770,3993334,1128
19971021,69381,2779082,502
19970410,94003,1559308,1508
19970604,175739,3963370,631
19970604,41494,2971464,1745
19971213,107307,2833630,944
19971213,105271,2297286,412
19970221,28862,2770460,997
19970224,50270,2196486,1092
19970729,92313,2699381,1624
19971122,167649,3701075,1897
19971122,70686,3498908,568
19970202,150371,3203767,888
19971018,192475,3761928,1831
19971018,174143,3121964,1916
19970625,88612,3058765,1108
19970519,49655,3167579,619
19971125,115663,3625905,326
19971125,7477,3455637,1985
19971211,7184,1928115,189
19970430,127363,2814088,1786
19970704,136122,2692629,665
19971105,33590,2538300,1981
19970910,130622,3490333,335
19970910,152429,3481337,1670
19970401,133917,3018057,30
19971125,155058,2226100,1587
19971125,54980,4316940,1061
19971209,190279,2674184,351
19970630,108095,2753312,1844
19970630,136811,3226276,1991
19970902,34677,3771307,163
19970902,320,2638331,490
19970902,83234,2890921,1401
19970115,12429,3138922,973
19970613,119178,1960964,1899
19970613,6364,2051631,1283
19970601,169925,3590856,105
19970601,106803,3045893,1087
19970215,18679,3099479,682
19970427,20313,2836613,1586
19971003,158075,2088248,2000
19971003,112574,2893903,1857
19971026,13220,2606406,1960
19970915,23920,3252674,446
19970915,14369,2983812,756
19970406,166232,2173237,1637
19970406,159746,2854874,944
19971128,52921,3489239,1459
19970509,109762,2870251,180
19970509,80901,3912470,1316
19970916,181271,2492233,1663
19970916,129265,3424611,1366
19971127,54125,2050328,907
19970508,195580,2706061,1679
19970508,25547,2948025,853
19970818,163641,4510477,212
19970818,171327,3453850,572
19970710,26081,1903381,1174
19970710,73225,2451558,1134
19971124,42841,4013640,1033
19971022,95224,2926128,1885
19970617,185603,2841913,615
19970617,26377,2426874,716
19970912,96832,4122182,1134
19970928,129509,3615475,417
19970802,183687,3187224,1890
19970802,24615,2605020,1307
19970227,114910,4704480,1750
19970928,127745,4307758,909
19970928,120045,1792462,1490
19970622,85324,2333208,1877
19970622,158516,3953594,1587
19971107,94170,2766067,726
19970311,84677,3630748,68
19970311,18434,2207165,325
19970409,22586,2956816,1337
19970906,68414,2598930,190
19971229,186575,3030703,372
19971229,168815,3679080,265
19971229,59423,3414577,1877
19970424,53993,3551309,694
19970610,46469,3422582,1367
19970818,13939,4313621,1072
19970907,114583,2444297,30
19971022,121875,3922727,556
19971022,148986,4069960,1850
19970404,109797,3794259,220
19970224,103594,3674457,1069
19970224,94094,2377476,1360
19970528,121426,2579302,1233
19970528,120278,2953564,1863
19970611,31752,3465157,282
19970119,88898,4528536,1067
19970119,167519,3609310,514
19970119,196408,3159240,193
19970119,16575,2663944,1799
19970306,192370,2886718,804
19970608,4245,2252510,1052
19970204,73521,3574891,470
19970604,197186,2181406,1025
19970619,19232,2647829,1343
19970619,156006,2442600,1489
19970314,68018,2267823,187
19970314,184811,4276947,1754
19970314,111435,3572682,1801
19970201,75566,3927894,70
19970606,162868,3232259,658
19970606,106301,2111289,331
19970523,187596,3333508,1541
19970323,61265,2851054,1084
19970108,56135,2509599,181
19970108,50996,3364398,837
19971010,10305,2543622,717
19971010,183167,2494069,75
19970216,47909,3782505,1348
19970112,138877,3678470,650
19970720,134476,3738413,1753
19971008,180140,2511048,1266
19970605,31222,2493261,1094
19971219,9887,3311649,566
19971219,170127,2873088,1340
19971101,166795,3219034,1649
19970416,3174,2279291,1427
19970214,49871,4370088,1893
19970214,181746,3684723,1448
19970812,117433,2863148,1470
19970325,26527,2645406,998
19970325,32388,3493725,974
19970325,19531,3263692,397
19970822,195515,3333755,1890
19970822,179773,3735184,1865
19970415,77287,3034272,1915
19970406,48045,1787472,527
19970617,174137,2877644,932
19970606,149688,3002711,402
19970816,158653,4049763,438
19970413,145955,5402565,718
19971115,173153,2259794,707
19970629,183679,4010074,687
19970629,125439,3587853,435
19970824,103540,2750588,1965
19970824,35369,3000028,774
19970225,109703,3702857,253
19970225,165360,2708184,544
19970225,162186,2246724,904
19970102,139318,2475733,1848
19970628,147980,4818480,890
19971229,103221,2815706,1126
19970116,159999,3520872,599
19970116,67258,2141737,1195
19970505,725,2779981,1737
19970505,142746,3364619,1068
19970505,116560,3121588,194
19970917,11562,2572835,260
19971118,62489,2482030,392
19971118,154721,3036481,901
19971103,150912,3285911,1698
19971103,33258,2973360,1876
19971103,51426,2355388,1847
19970602,20153,2650680,657
19970819,169181,2700388,72
19970819,14080,1628303,465
19970917,194060,2361206,387
19970805,54837,3476150,789
19970512,189162,3025304,1101
19970512,142642,3595021,2000
19970802,170206,2205273,56
19970802,45458,2610417,1751
19970809,146629,2677640,1554
19970809,16483,2603032,162
19970809,16720,3312721,865
19971111,90774,3571894,1886
19971111,197166,2789057,592
19970818,156227,2540775,1779
19970818,94313,3006813,1048
19970110,195292,2738510,187
19970824,5156,2294206,847
19971227,8128,1697164,435
19971227,4510,2659278,72
19970201,135235,3302598,1856
19970826,187376,2692600,1615
19970826,11804,3397284,453
19970131,131658,3886195,669
19970404,173816,4346563,790
19970906,65677,3613874,1474
19970906,33388,2636153,929
19971015,18539,2827608,1457
19970426,190330,3195742,1212
19970806,187859,3854763,1599
19970806,27052,2279228,13
19970806,57300,3080385,297
19970806,26445,2736022,1417
19970806,56700,3147730,591
19970823,176718,3797606,1546
19971010,119914,3790463,5
19970910,160236,2737637,999
19970910,19741,4483998,1473
19970910,173018,2376219,222
19970530,121747,3701972,1762
19970530,186946,4757079,969
19971109,137465,3110092,62
19971109,159107,3116985,797
19971027,192053,2443536,273
19970504,62934,3351875,933
19971218,92853,4020261,1448
19970717,86225,2507225,1669
19970223,131129,2668276,117
19970510,70298,2145946,1228
19970510,196729,4830855,968
19970430,11888,3275781,1729
19970909,63968,4694662,1382
19971227,62949,2957771,604
19970204,179903,3390759,1569
19971227,63947,4746774,634
19971227,68534,3123759,1811
19971015,154500,2510517,1967
19971015,71694,2661772,907
19971120,196566,3225366,385
19970625,32475,2837459,1132
19970625,70881,3133380,539
19971202,197311,2488483,810
19971202,5370,3092772,821
19971202,105485,3577152,1081
19970204,105856,4561532,1489
19970805,73144,2986115,1525
19970805,165911,4131741,1660
19970805,65095,2776375,1587
19970819,11981,3524728,1210
19971029,25917,3431498,1752
19970623,54241,2066569,1279
19971107,34380,3314866,24
19971023,141480,3324433,761
19971023,51852,4024389,1157
19970921,44472,2960422,1735
19970522,16302,2660767,1262
19970522,184023,2619209,1620
19970316,100630,3253106,738
19971230,90564,3503978,1312
19971230,105702,3073860,586
19970508,64606,3109788,198
19970508,32970,3796425,804
19970508,190558,4273041,525
19970508,104182,2775661,456
19970911,122553,3043962,1333
19970911,168729,3523531,422
19971023,118155,2536350,473
19970622,21199,1875198,217
19970622,89850,3385324,133
19970622,92624,2851717,946
19971004,154485,3434579,1050
19970726,183932,4451173,394
19970726,83362,2841400,1329
19970817,37563,2484927,1360
19970430,177637,4073960,352
19970918,92471,3614770,632
19970318,188883,5057872,979
19970318,152803,4225656,14
19971002,16528,2357456,1017
19971002,183679,3761537,1840
19970607,13737,3341077,1072
19970624,20706,2664534,1054
19970322,116962,4551608,554
19970322,75955,3784662,1708
19970726,90289,2605893,621
19970319,199586,3961113,399
19971025,168783,4525750,578
19971227,170853,3676477,334
19971209,30198,1898743,839
19970510,100480,2728524,1720
19970624,130461,2803944,426
19970531,79883,4979478,162
19970531,188559,3425256,388
19970622,75626,3241678,271
19970607,3701,3530340,242
19970607,95911,3901537,749
19971114,22236,2407960,462
19971123,168793,3831563,1134
19971123,102153,2465090,1489
19970224,131814,3261546,1898
19970123,140555,4135665,1384
19970304,133662,3391320,1136
19971205,114718,3773842,1999
19970906,131228,3093903,907
19970930,124416,3105523,1850
19970930,25074,2643539,394
19970915,190756,3859707,440
19970915,107141,1912801,594
19970327,20495,3092845,1507
19970414,33085,1649289,1514
19970414,45224,1915182,1123
19971230,118086,2802155,563
19970712,139544,3460034,269
19970712,108874,4330601,340
19970911,113074,2065433,423
19970911,22185,2170072,389
19970812,175160,2323335,822
19970906,53309,3183520,600
19970906,155494,2476085,911
19970906,172178,2250306,333
19970218,167892,4139287,1482
19970627,166973,4691931,882
19971229,166979,3731849,795
19971229,194826,3791698,387
19970628,171014,1874897,1161
19970628,24187,2193469,1636
19970628,68578,3860238,515
19970628,138743,4570163,76
19970527,174552,3108337,561
19970104,137541,3438060,1363
19971230,135814,4126926,155
19971024,156240,2566555,899
19970731,179877,3757190,923
19970129,63667,3321654,1846
19970214,144116,2454792,1619
19970511,59905,3815585,1876
