"lo_orderdate","lo_partkey","lo_revenue"
19970822,195515,3333755
19970406,48045,1787472
19970629,125439,3587853
19970225,109703,3702857
19971229,103221,2815706
19970505,116560,3121588
19971118,154721,3036481
19971103,33258,2973360
19970819,169181,2700388
19970809,146629,2677640
19970809,16483,2603032
19971111,90774,3571894
19971111,197166,2789057
19970818,94313,3006813
19970110,195292,2738510
19971227,8128,1697164
19971227,4510,2659278
19970826,11804,3397284
19971015,18539,2827608
19970530,186946,4757079
19971218,92853,4020261
19970223,131129,2668276
19970430,11888,3275781
19970204,179903,3390759
19971015,71694,2661772
19971120,196566,3225366
19971202,197311,2488483
19970805,73144,2986115
19970819,11981,3524728
19970921,44472,2960422
19970508,32970,3796425
19970726,183932,4451173
19971002,183679,3761537
19970531,79883,4979478
19970531,188559,3425256
19970224,131814,3261546
19971205,114718,3773842
19970906,131228,3093903
19970930,25074,2643539
19970327,20495,3092845
19970414,33085,1649289
19970906,53309,3183520
19971229,166979,3731849
19970511,59905,3815585
19970126,117268,3213150
19970524,106689,4056066
19970225,47045,1884876
19970511,124555,2701030
19970511,191468,2962974
19970511,192417,3405228
19970623,2683,3577294
19970617,34872,3577602
19970519,9150,2462523
19970730,29600,3147916
19970827,60182,2775497
19970930,86170,1914617
19970427,92264,2983617
19970610,48893,4501579
19970228,178331,3424671
19970129,113471,2961517
19970501,118924,3654632
19970408,133007,2246400
19970408,78159,1924057
19971118,190794,4161616
19971020,92284,2639347
19970811,66476,2887824
19970811,13000,1789480
19970806,164996,4550665
19970806,76745,2913184
19971010,167195,2665745
19971010,42667,2844269
19970219,3195,2399545
19970623,191949,4988057
19970619,158848,4462005
19970401,169744,4668566
19970331,45063,2346763
19970705,54857,3339239
19970901,151115,2326389
19970216,82135,2709040
19970622,36808,3140640
19970414,80465,3541377
19971221,68987,4600464
19970413,68551,3343010
19970414,78272,2363010
19970414,106128,1831603
19971102,48656,3321625
19970202,183323,3340010
19970428,177617,4026393
19970330,175121,3109912
19970402,31209,2770686
19970608,43850,2805581
19970419,175974,4620632
19970830,34301,2412540
19970829,21994,4782311
19970821,65501,2563442
19970808,120150,2522843
19970503,139178,3122041
19970302,173773,4343603
19970302,105172,2648632
19970409,99114,2749381
19970918,121255,2303631
19970918,106615,2674034
19970120,175838,3697519
19970324,24580,2557786
19971003,17046,1810515
19970524,130919,4350249
19970514,164752,2903166
19970320,52271,2782939
19970116,157339,2764733
19971115,88812,4096842
19971115,59861,4104218
19970624,73315,2906427
19970227,103448,2442773
19970329,66722,3728693
19970914,86233,3061486
19971119,48870,3310343
19971105,128594,2565314
19971114,65628,3518712
19970912,107625,3673395
19970613,77855,4527139
19970902,66548,3622779
19971124,165528,2782285
19970815,154371,3041739
19970713,5369,3180802
19970225,189462,2916744
19970528,109256,2000360
19970201,128436,3267143
19970609,154782,4362352
19970407,79493,2378071
19970328,66807,4079740
19970811,120162,2718968
19971018,157010,2483999
19970509,55664,3538957
19971007,65529,3228163
19970210,10856,4023117
19971231,134835,4618480
19971002,105699,3170723
19970130,161553,3753828
19970121,61920,3289596
19970419,90085,2021150
19970225,41362,3034222
19971016,109177,2206276
19970112,174415,3117335
19970626,70876,3606937
19970626,196244,2830586
19970609,17902,4447835
19970609,107193,2940465
19970925,146589,3562293
19970403,4349,2066757
19970221,45397,2499530
19970623,16104,2493124
19971220,18316,2753745
19970408,40649,3179280
19970215,159347,3234582
19970824,85972,3865032
19970209,137007,2255040
19970412,49058,2492448
19970412,155532,3457640
19970401,120918,4234579
19971024,92046,2169503
19970717,161695,3162042
19970529,72958,5020470
19970118,95375,2868184
19970726,66160,2184750
19970726,3514,2768397
19970603,139014,2316622
19970505,123335,3557466
19971110,75139,1985379
19971110,59206,2190576
19970726,175570,2876456
19971231,115620,2796910
19970907,29807,4361104
19970416,96656,3996107
19970416,9520,3323634
19970429,69267,2447794
19971027,23919,3085031
19970418,166197,2968496
19970303,173472,2760209
19970709,106769,3231883
19970128,58436,3207189
19970523,193784,3211003
19970930,36494,3347346
19971129,136835,3133443
19971129,9472,2624793
19970626,197750,3492247
19971121,36370,2914511
19971121,37570,2835739
19970813,85066,2417438
19970220,195747,3316932
19970328,14919,3205674
19970926,171734,3362269
19970415,198681,3381392
19970524,151662,2884089
19971018,15582,3031101
19970227,122163,2927345
19970227,177369,3401838
19970316,126305,3061990
19971128,14989,4832301
19970303,194530,2963142
19970717,140646,3673501
19970717,33511,2891909
19970104,29826,2907637
19970612,115393,2850581
19970304,111281,2704742
19970418,116015,2371323
19970527,62579,2594462
19970527,160495,2799882
19971003,77306,2463936
19971003,36713,3071760
19970217,161245,3294337
19970518,106081,2554638
19970904,113064,2035643
19970804,79640,3916289
19970521,170292,3400275
19970416,110992,3280897
19970217,174439,3620124
19971201,188144,2710708
19970420,156831,3209311
19970701,54054,1876989
19970523,95937,4724080
19971212,23438,2175565
19971212,86693,4157232
19970102,169642,4575213
19970102,157950,3433594
19970615,77561,3434065
19971018,185839,4475229
19970318,174088,2119633
19970710,17597,2791389
19971214,16968,3918831
19971214,173852,3273945
19970623,138923,5191240
19971112,41745,2609386
19971104,20195,2638539
19971104,22989,3097407
19970426,126375,3670188
19971009,33888,3181002
19970903,4934,3214449
19970708,8316,2618799
19970207,106094,2263985
19971006,125966,3047698
19971006,50801,3195283
19970225,532,3261870
19970402,67469,3447504
19971026,11515,2965714
19970812,74828,3731837
19970920,22095,2170470
19970206,138445,3104839
19970615,73210,2639741
19970215,49579,2846197
19970625,154405,3393105
19970219,157911,4479270
19970325,140136,1839467
19971127,95042,1848005
19970929,190384,3702168
19970407,5636,2411109
19970407,3857,3549873
19970805,176970,5215679
19970805,36044,1693509
19971102,53038,2344776
19970106,40862,3767977
19970701,159202,3371187
19970502,27746,2892222
19970626,94715,3893009
19971016,86449,3136436
19970110,122550,2956394
19970605,194586,2843541
19970922,142663,3766097
19970914,139521,3632890
19970816,187300,3029863
19970715,173791,3837737
19971112,21618,2434123
19971125,190313,3367944
19971001,40455,2324819
19970201,33021,2243855
19970327,56480,3734848
19971219,153390,3500220
19970213,96247,3088208
19970223,77280,3157030
19971014,74954,4947756
19970606,166401,3163714
19970206,198108,2836747
19970930,53122,2815739
19970513,182014,1844584
19970912,172973,3351298
19970827,17263,2578868
19970806,121805,3991558
19971002,26331,2269480
19970610,50305,3044102
19970813,92816,3661031
19970105,3603,3465180
19971013,29453,3583310
19970219,16886,4624387
19970416,82694,3204154
19970709,188586,2927165
19971008,72764,3299844
19970721,64571,3608589
19970307,162994,3217132
19971018,25927,3035082
19970208,181457,2563057
19970621,99062,2294011
19970621,126297,2388538
19970821,189391,3126583
19970219,163800,3977349
19970819,58785,3721226
19970718,42980,3357523
19970912,80892,2865521
19970112,138158,2486795
19971116,86550,2744278
19971104,162610,3512481
19971115,104871,4558364
19970529,95610,3582115
19970511,135879,3347192
19970511,154715,3256266
19970605,139349,3065454
19970120,26635,3560516
19970901,148785,4654133
19970912,127166,2661939
19970608,163343,2923780
19970402,82689,3109324
19971225,176205,2190852
19971203,68438,3063204
19970404,101639,3086025
19971018,27912,4327468
19970209,119240,2990695
19970106,69906,3564210
19971023,195779,5011260
19970916,185977,3645267
19970916,111952,3238553
19970423,110602,3217137
19970924,37464,2929051
19970422,130897,4723330
19970422,60295,3263754
19971031,112610,3271181
19970405,191879,4682787
19970501,165610,3815363
19971123,161923,5252098
19970418,74533,3693448
19970418,154152,2105937
19970925,89793,3726031
19971015,172468,4034464
19971015,97063,2014114
19970202,95311,2704061
19970412,91222,3013638
19970905,140273,3120329
19970316,7429,2381500
19970911,47665,3193066
19970113,58108,1964822
19971027,129328,3224992
19970929,168107,2393678
19971104,74427,2854692
19971226,174679,3588008
19971208,32409,2774015
19971124,192867,4868292
19971204,69449,2995745
19971225,17845,3215420
19970224,55489,2821069
19970114,62100,2602145
19970507,154625,3127452
19970410,192982,3174719
19970506,103792,3965104
19970817,36613,3037235
19970308,15255,3033288
19970331,102014,1849138
19970212,64795,4575454
19970313,51401,3614965
19970909,88095,1749190
19970918,156929,5040264
19970530,121409,2863660
19970530,195386,3168671
19970221,32318,1912974
19970414,63279,2171487
19970508,77675,2826065
19970417,44634,3157260
19971211,92792,3116243
19971207,179489,2980112
19971026,51135,2280873
19970529,159102,2612475
19970917,99726,3261610
19971126,105215,2132927
19970926,35857,4213197
19970729,24220,2290728
19970427,17812,4670487
19970801,19320,2793427
19970613,10789,4079472
19970504,192634,2952537
19970212,48647,3599763
19970103,112589,3997543
19970109,160870,3908080
19970128,44951,3386166
19970725,20687,3183206
19970518,57279,2299462
19970923,143750,3788400
19971021,108774,4813479
19971022,177241,3452470
19970104,57347,3486500
19971125,91680,2756600
19970126,47246,2244484
19971225,17631,4026438
19971002,40461,3352292
19970213,139984,3683643
19970902,127291,3417007
19970520,115043,1925632
19970712,148285,2743890
19971101,174093,2567598
19970531,69386,2590131
19970626,118230,3245398
19971024,72065,1657221
19971111,75579,3539755
19970503,96344,2702125
19971218,34832,3250967
19970627,51412,2317797
19970710,109053,2638132
19970710,51872,3151647
19970322,75133,2473346
19970525,21904,4699866
19970525,162919,4162011
19970219,49532,3774938
19970127,127208,2845900
19970120,186297,2365425
19970624,180209,2463661
19971218,128669,3473412
19970326,188820,3905445
19970410,140551,3186283
19971217,170879,4053779
19971017,143052,1971090
19971114,188208,3066809
19970508,182438,2599935
19970525,192459,2947755
19971021,70993,4713576
19970219,155867,3115033
19971008,67597,3794130
19971126,32448,3111511
19970226,104559,3821316
19971202,43712,2814707
19970104,25890,3965903
19970218,174596,4149745
19970321,8964,3067908
19971202,25156,2335284
19971102,173854,3406510
19970205,6116,1921566
19971017,122068,1905424
19970203,130676,3145392
19970416,47813,4578106
19970416,122873,4550088
19971024,15282,3103349
19970808,86227,2074606
19970910,55474,3716622
19970327,163951,3892883
19970728,116733,3058528
19970201,73511,3242169
19970616,80983,3464460
19970108,132238,2865638
19971218,29287,2324311
19970819,55362,2371248
19970131,189441,2644600
19970907,150757,3398570
19971104,148594,2764478
19970503,58609,2829518
19970831,187868,3324962
19970416,113101,2316213
19971022,69201,1830192
19970525,198544,2749611
19970709,7176,2058023
19971208,153912,4435092
19970927,41091,2064180
19971202,171235,2643809
19971227,3199,2010394
19970221,116263,2632717
19971116,107585,3478194
19970817,28940,3364092
19971112,174758,4622195
19970220,26607,3748118
19970319,125222,2723928
19970827,104014,1696004
19970206,146523,3197112
19970805,132336,2462994
19970115,108645,3968736
19970122,93872,4618028
19971003,56264,2635761
19971225,43429,3122255
19970427,30944,3562386
19970718,55059,1697519
19970922,36337,2870085
19970625,73596,3713649
19970531,5603,3285730
19971002,21500,2319888
19970408,29357,2395183
19970530,21306,2120774
19970124,41850,3956404
19970614,105080,2526066
19970703,150877,4008041
19970722,120310,3065034
19970905,160346,2151700
19970622,103093,2870659
19971031,126854,4282695
19971119,173780,2993854
19970106,130705,2874319
19970119,14245,1982300
19970215,162657,4299125
19970808,29063,1895826
19970103,79737,2966509
19970613,135056,2435223
19970915,150388,2356066
19971008,196640,3792821
19971222,59821,3761091
19970214,144610,3312529
19970827,43991,4963249
19970217,131823,4657453
19970911,137675,3221532
19970224,168907,5014834
19971015,5279,2813825
19970326,178366,3860774
19971010,181910,4099350
19970504,194539,3293196
19970501,150047,2580238
19971011,95091,2001663
19970610,71798,3744875
19971028,130291,2947797
19970513,80555,2948256
19971205,18771,3457269
19970114,127105,2447600
19970503,198505,2725950
19971110,142532,3008926
19971110,187674,4259718
19971108,3528,3149344
19970825,170377,2692108
19970512,150346,3147350
19970222,23536,2685535
19970504,136424,3005544
19971031,54811,3856529
19971009,28987,3531151
19970712,3241,2258729
19971121,18459,2479410
19970301,90816,4114106
19970423,110074,2343759
19970818,149792,3727782
19970406,115898,3938785
19970817,143129,2093406
19970817,164404,3277468
19970115,17065,2123213
19970617,38619,2647937
19971120,156507,3780543
19970509,169895,4067322
19970317,67178,1810513
19970214,81276,2776052
19971018,196779,3969129
19970129,188252,2546475
19970131,11586,2494968
19970215,130731,4214058
19970714,33379,3051260
19971208,167350,3673771
19970308,137208,3193938
19970929,99417,2311581
19970809,114078,2210349
19970122,33430,2356007
19970325,192442,3529212
19970605,54555,3660658
19970605,44319,2652951
19970325,34461,3390967
19970507,72210,1869074
19970602,59223,3012296
19970626,151271,2485867
19970321,19592,3576421
19970321,86368,2803525
19971026,11826,3357468
19970829,97356,2277688
19970805,8828,2893542
19970811,21236,2132774
19971222,26527,3343096
19970721,60883,4698206
19970309,14532,2864129
19970728,3127,2274504
19970710,19757,2764960
19970517,88520,2775676
19970303,28509,3475875
19970205,35059,1699825
19970531,90841,3747944
19970930,153904,4092011
19970713,17194,2613518
19971014,166450,2737192
19971014,122508,3367100
19970614,49843,3876120
19971216,39675,3996308
19970624,147408,3443476
19970104,131630,3190329
19971230,130368,2730997
19970920,95269,2973539
19970416,87098,2126776
19970618,134777,3514833
19970325,189608,3709256
19970325,90346,3307441
19970226,137563,3721302
19971106,136062,2391574
19970221,175501,3729999
19971010,183732,3235630
19970913,28559,2490158
19970913,56414,3563066
19970605,57321,2991268
19970312,149595,3509555
19970516,46713,2793291
19970516,97427,2652270
19970607,47467,2970366
19970913,55661,3867050
19970620,170899,4530747
19970620,93369,2882753
19970130,163040,2208286
19970417,143389,3063860
19970927,43307,1976724
19971002,23258,2315250
19970209,188452,3080900
19970213,63970,3272277
19970213,3744,3391048
19971230,129370,3638362
19970702,23964,3738160
19970702,162080,2230482
19970702,77298,2398820
19970730,95495,2629224
19971211,142759,4144025
19971120,86955,4981101
19971201,174218,2734316
19971229,65482,3295911
19970106,131773,2914703
19970521,18252,2583912
19970306,1219,2576483
19970512,64627,3667092
19970228,198324,2617068
19971005,82563,3709344
19971005,25731,2534796
19970728,94973,4199647
19970313,115358,2749446
19971015,35206,2738880
19971012,152214,2854037
19970405,151976,3344122
19970217,153293,2326389
19970925,158507,2795983
19971218,165220,3296589
19970506,170201,2712740
19970817,159960,4599448
19970713,70951,3103949
19970124,146114,2617208
19970124,121790,4393590
19970109,11576,2628536
19970907,31203,2558755
19970124,91438,2687328
19970813,59162,1917183
19970117,122164,3022335
19970525,125320,3378098
19970422,145948,3337855
19970808,186672,3598238
19970511,132717,2944761
19971127,89790,3888841
19971127,62155,2466667
19970504,104938,4748520
19970225,99477,3007569
19970330,18832,4632696
19970821,51914,3257878
19970102,62959,4547333
19970604,81728,2923621
19971207,189293,3041038
19970322,95173,2525583
19970626,191484,2517617
19970331,176326,2477899
19971226,155477,3754551
19971121,152436,3657072
19970327,77345,2286325
19970107,171644,4215327
19970209,36516,3195522
19970830,11888,3930937
19971231,17408,2361862
19970810,72744,3033479
19970525,1795,3122093
19971229,48511,3257626
19970801,140518,4081737
19970520,5298,2620765
19970520,32802,3740228
19970619,185763,4529462
19970306,193484,2583912
19970801,117674,3933132
19970801,157325,2626408
19970802,145760,4117132
19971208,32101,2405056
19971101,154341,2285566
19970929,157287,2375342
19970331,33291,2181684
19970619,78094,2444365
19970812,127560,2805218
19970322,104210,2032587
19971009,120980,4970434
19970615,38280,1946811
19970308,116222,2117356
19971108,119306,3280117
19970221,145950,3053803
19971031,17988,4208403
19970808,30491,2877095
19970808,175860,3060594
19970316,194681,4602562
19970220,733,2705456
19970226,154052,2818215
19971116,47877,3432580
19970910,47520,3274037
19970501,119916,4694581
19970904,64096,1766109
19970619,2862,4431563
19970115,84691,3921114
19970304,28823,3747142
19971214,15148,1716971
19970615,58997,3778972
19971026,152178,1944898
19971026,51702,2953508
19971026,158852,3651634
19970822,48463,3596400
19971209,186932,4112560
19970218,195463,3545496
19970501,78815,4080917
19970527,61347,3391217
19970214,180634,3127485
19970602,70742,3156579
19970602,159693,2997099
19970902,13352,2852098
19970313,25543,2271831
19971211,117933,3948682
19971022,72353,2743474
19971022,33806,3827560
19970828,196979,3967178
19970815,136920,3874701
19971104,83428,3246266
19970412,38061,2454690
19970412,86301,2471616
19970429,148158,2894760
19970804,183032,2542268
19970906,139210,3085548
19970428,149535,3802872
19970731,177527,3247548
19971010,7817,3566907
19970313,2930,4261562
19970830,52450,2776851
19970828,59801,3178244
19970628,87277,2041796
19970824,167377,2607087
19971112,41424,2609317
19970710,58035,1946338
19970225,58319,2702787
19970419,39125,1700463
19970317,165540,2867494
19970619,53487,2463220
19970629,120100,1875047
19970629,118080,2556330
19970702,25613,3500337
19971119,183755,3420075
19971119,85790,2898089
19970624,74114,2110933
19971211,72477,2452503
19970313,72460,3437904
19970313,192480,2971987
19971211,80066,2071198
19971206,151836,4304252
19970616,69001,2619000
19970616,86840,3156779
19971010,164921,5308364
19970113,1430,2995717
19970904,163606,3763278
19970927,49810,3362996
19970821,169313,2736973
19970714,150460,2413715
19970702,101032,1859454
19970312,27076,1986078
19971227,145942,4132927
19970914,90763,4559776
19971016,97995,4538038
19970807,110937,3895860
19970511,178490,2738583
19970502,30730,2653846
19970719,44086,1895347
19970222,191392,3779677
19970510,25385,2205369
19970313,113151,1959264
19970313,122587,3627993
19970716,138922,3211986
19970713,68637,2729571
19970630,76814,4400020
19971110,75154,2865782
19971110,112906,3281319
19970306,170599,2704735
19970220,77977,4316573
19970723,153638,4266290
19971018,18619,2483240
19970113,112344,2983948
19970315,168558,2516272
19971014,46024,2281487
19971119,84689,4518936
19971119,154389,2208371
19970118,16359,2089023
19970512,138273,2095409
19970512,167425,3432566
19971107,98530,3744898
19971118,99588,3581580
19971228,184966,4973578
19970414,81055,2142551
19971018,34340,2784432
19970515,59124,2016769
19970726,78807,4387710
19970706,19283,2827762
19971019,137020,1968171
19970406,102407,2693363
19970113,122429,3017502
19970704,98384,2797937
19970613,19501,3031347
19970815,22998,3004428
19970505,53280,2723082
19971106,48736,2941538
19971218,66683,3375245
19970316,137107,2872835
19970927,162568,3036102
19970827,127987,3481885
19970827,75322,3082432
19970827,100236,2254883
19970613,149828,3903987
19970613,141474,3087012
19971104,128336,3012440
19971104,47232,2146198
19970203,185487,2778572
19970203,76737,2709407
19971112,85661,2845428
19970418,107081,2772427
19971017,133038,2570472
19970628,115118,1752921
19971114,42773,3531054
19970824,7960,4034793
19970927,34834,4377854
19970927,43187,2461532
19970407,180199,3165995
19970602,168911,5131926
19971210,82897,2876231
19970119,118317,2673290
19970119,97766,3894382
19970323,197198,2331342
19970527,40148,2226334
19970918,147826,4530896
19970301,145090,2312178
19970901,19290,2297651
19970423,34992,3815440
19970111,78816,4135242
19970111,98076,2346842
19970528,70362,2206388
19970503,161670,3863355
19970809,64855,3439516
19970101,175847,3361124
19971123,123119,2655405
19971110,38218,2745998
19970920,86724,3859384
19971220,67288,3185900
19970907,76493,3041844
19970623,149227,2017703
19970412,86777,2968424
19970602,6640,3062347
19970602,184016,2200020
19971231,86622,3440838
19970401,30603,2826424
19970217,81110,2482275
19970217,27560,2842727
19971210,29601,3238749
19970306,87661,4121650
19970215,130672,3202722
19971109,128015,1689676
19970723,106892,3968680
19970617,40244,2449008
19970304,152060,2327541
19970329,136627,4087514
19970421,137747,2955529
19970523,16621,3536526
19970614,56415,3369554
19970520,80512,3841720
19970112,10525,2269557
19971229,111920,4872302
19971024,47142,2429871
19971108,179112,2687144
19970227,136237,2869860
19970514,189593,3129617
19971202,78463,3580586
19971202,163759,3005714
19970523,59996,4506600
19970723,161036,2902741
19970502,189424,3063162
19971118,98323,2525042
19970929,183991,4342954
19971003,107960,3843425
19970222,115265,3195528
19971028,9409,2842470
19970712,193674,3862358
19970622,15595,2950182
19971112,125,2386479
19970920,117558,3478814
19970912,130725,2716098
19970508,86580,3496606
19970917,44082,1709449
19970531,72436,3521075
19971022,33986,3709401
19970305,163168,2315811
19970117,13961,4657400
19970724,2865,4550471
19971018,45229,2231018
19970124,137359,3183678
19970124,188764,3372023
19970124,144443,2797874
19971007,86331,2753219
19970311,180648,3339732
19970530,139968,4202660
19970624,65942,4893866
19970216,85196,2608067
19970911,152786,3011921
19970701,49222,2178469
19971213,191610,3062898
19970127,71880,3888948
19970212,126818,4250442
19970825,35016,2250089
19971001,199327,2628707
19970329,83614,3601012
19970301,91312,2654842
19970601,4161,1821423
19970517,114384,2991134
19970517,11025,1550049
19970525,34498,2476775
19970928,14780,3742074
19971030,65119,2601864
19970601,2110,2327853
19970601,171387,3583239
19970601,89299,2227453
19970428,39299,3095725
19970915,72961,3167826
19970707,91462,3383654
19970321,20441,3104083
19970826,72822,3618357
19971029,16040,2294496
19970429,166219,2290244
19970903,34471,3302854
19970728,147923,3705329
19971116,159242,3180230
19970114,21786,2758064
19970221,61704,3637888
19970613,161962,3460971
19970510,136527,3086388
19971020,44153,2523445
19970819,83174,2494858
19970126,118116,1735188
19970917,112481,2513526
19970917,131410,2450397
19970812,120170,3001608
19970916,92490,2788563
19971128,15830,3854792
19970130,140458,3131760
19971021,81002,1592460
19971123,194753,3994835
19970202,19279,2875848
19970130,82499,3377797
19970707,3475,2514329
19970824,152165,2300432
19970829,6566,3790369
19971226,198379,2285491
19970812,155396,2509453
19970823,131212,2314857
19970906,144526,3943575
19970906,33295,2763652
19971015,140713,3367123
19970218,91142,2152966
19970520,80647,3556393
19971224,125597,3731957
19970714,165163,2947584
19970414,28293,2088405
19970502,126651,3469380
19970117,121210,2038883
19971227,163268,2104722
19970305,9129,2242339
19970305,116157,2275911
19971025,123114,2092282
19971021,94885,4699700
19971228,33868,4194730
19970126,165002,2005960
19970330,180700,2815286
19970929,11131,2181178
19970907,73729,4551370
19971206,199995,4332439
19970305,74223,3081644
19970220,81039,2154303
19970922,22978,4927314
19970502,156922,4798881
19970319,52085,2177868
19971110,155416,3749152
19970828,73842,4296277
19970615,63618,3886015
19970719,81130,2970050
19970726,19314,2460453
19970116,184677,2875045
19970613,92294,2315322
19970117,196141,2876350
19970529,90702,3046860
19970317,168730,4676698
19970317,34634,3195299
19970816,60662,3699664
19970502,81089,1906882
19970109,76200,3175740
19970412,87260,2409706
19971009,109360,2547009
19970407,20455,3068628
19970428,166103,2430558
19970423,163584,3677398
19970824,134137,2158392
19971119,133358,3172278
19970930,101583,3381493
19971117,160946,4154365
19970412,128775,3255804
19970712,107870,4459941
19970712,157517,2960078
19971203,19916,4222593
19970426,188899,4858403
19970619,199263,3303480
19971117,139842,3688406
19970821,186004,2511360
19970514,113953,4602663
19970823,35671,4135568
19970505,3693,3407336
19970518,58272,2220637
19970411,169172,2904337
19970624,56570,2692869
19970319,15936,5000211
19970206,114891,4608442
19971022,24562,2913657
19970806,124594,3127115
19970113,86621,3401723
19970706,145710,3994240
19970526,48529,2666923
19970809,89114,2426842
19970527,104900,4655575
19970208,160602,3782415
19970113,137832,3096438
19970822,35910,4075769
19970926,95314,2828109
19971104,23757,2906016
19970504,176788,3897390
19970927,63849,4046258
19970627,13284,2502315
19970116,162941,3540961
19970114,122078,1943823
19970103,148511,3274971
19970731,169799,3515193
19970416,74911,3173986
19970405,89140,1890180
19970703,75879,4358944
19970731,189586,4433584
19970708,5929,2869814
19970815,78968,3243635
19970309,113026,1895172
19970616,122652,3340926
19970219,121793,4340977
19971204,26073,2247907
19970220,161135,2285804
19971003,152814,4340333
19970223,28545,3739844
19970618,51259,3071614
19970612,64442,2894453
19970330,136255,2379773
19970323,132934,4484600
19970317,91896,2920565
19970829,111197,2783669
19970727,100537,3843825
19970905,173371,2339879
19970905,169250,3430050
19970103,33728,4441777
19971029,78796,2956800
19970825,104372,3530389
19970517,196461,3725444
19970101,151990,4900776
19970828,158106,2985916
19970324,139643,2725876
19970615,75511,3748978
19970208,36957,3791687
19970415,137347,2616402
19970126,108631,4017093
19970316,20895,3243179
19971120,12013,1531816
19970527,91487,3512868
19970215,55004,1872927
19970411,94003,2566278
19971126,65983,3547143
19971028,58056,2028100
19970324,189170,2368498
19970403,75956,3234084
19971221,172041,2025732
19970622,104519,3437038
19970712,9411,3398735
19970117,28594,2685848
19970827,151092,2674830
19971112,160103,2849595
19971121,121912,3446227
19970916,172385,2544585
