"d_yearmonthnum","lo_partkey","lo_revenue"
199705,72958,5020470
199701,95375,2868184
199707,66160,2184750
199707,3514,2768397
199706,139014,2316622
199705,123335,3557466
199711,75139,1985379
199711,59206,2190576
199707,175570,2876456
199712,115620,2796910
199709,29807,4361104
199704,96656,3996107
199704,9520,3323634
199704,69267,2447794
199710,23919,3085031
199704,166197,2968496
199703,173472,2760209
199707,106769,3231883
199701,58436,3207189
199705,193784,3211003
199709,36494,3347346
199711,136835,3133443
199711,9472,2624793
199706,197750,3492247
199711,36370,2914511
199711,37570,2835739
199708,85066,2417438
199702,195747,3316932
199703,14919,3205674
199709,171734,3362269
199704,198681,3381392
199705,151662,2884089
199710,15582,3031101
199702,122163,2927345
199702,177369,3401838
199703,126305,3061990
199711,14989,4832301
199703,194530,2963142
199707,140646,3673501
199707,33511,2891909
199701,29826,2907637
199706,115393,2850581
199703,111281,2704742
199704,116015,2371323
199705,62579,2594462
199705,160495,2799882
199710,77306,2463936
199710,36713,3071760
199702,161245,3294337
199705,106081,2554638
199709,113064,2035643
199708,79640,3916289
199705,170292,3400275
199704,110992,3280897
199702,174439,3620124
199712,188144,2710708
199704,156831,3209311
199707,54054,1876989
199705,95937,4724080
199712,23438,2175565
199712,86693,4157232
199701,169642,4575213
199701,157950,3433594
199706,77561,3434065
199710,185839,4475229
199703,174088,2119633
199707,17597,2791389
199712,16968,3918831
199712,173852,3273945
199706,138923,5191240
199711,41745,2609386
199711,20195,2638539
199711,22989,3097407
199704,126375,3670188
199710,33888,3181002
199709,4934,3214449
199707,8316,2618799
199702,106094,2263985
199710,125966,3047698
199710,50801,3195283
199702,532,3261870
199704,67469,3447504
199710,11515,2965714
199708,74828,3731837
199709,22095,2170470
199702,138445,3104839
199706,73210,2639741
199702,49579,2846197
199706,154405,3393105
199702,157911,4479270
199703,140136,1839467
199711,95042,1848005
199709,190384,3702168
199704,5636,2411109
199704,3857,3549873
199708,176970,5215679
199708,36044,1693509
199711,53038,2344776
199701,40862,3767977
199707,159202,3371187
199705,27746,2892222
199706,94715,3893009
199710,86449,3136436
199701,122550,2956394
199706,194586,2843541
199709,142663,3766097
199709,139521,3632890
199708,187300,3029863
199707,173791,3837737
199711,21618,2434123
199711,190313,3367944
199710,40455,2324819
199702,33021,2243855
199703,56480,3734848
199712,153390,3500220
199702,96247,3088208
199702,77280,3157030
199710,74954,4947756
199706,166401,3163714
199702,198108,2836747
199709,53122,2815739
199705,182014,1844584
199709,172973,3351298
199708,17263,2578868
199708,121805,3991558
199710,26331,2269480
199706,50305,3044102
199708,92816,3661031
199701,3603,3465180
199710,29453,3583310
199702,16886,4624387
199704,82694,3204154
199707,188586,2927165
199710,72764,3299844
199707,64571,3608589
199703,162994,3217132
199710,25927,3035082
199702,181457,2563057
199706,99062,2294011
199706,126297,2388538
199708,189391,3126583
199702,163800,3977349
199708,58785,3721226
199707,42980,3357523
199709,80892,2865521
199701,138158,2486795
199711,86550,2744278
199711,162610,3512481
199711,104871,4558364
199705,95610,3582115
199705,135879,3347192
199705,154715,3256266
199706,139349,3065454
199701,26635,3560516
199709,148785,4654133
199709,127166,2661939
199706,163343,2923780
199704,82689,3109324
199712,176205,2190852
199712,68438,3063204
199704,101639,3086025
199710,27912,4327468
199702,119240,2990695
199701,69906,3564210
199710,195779,5011260
199709,185977,3645267
199709,111952,3238553
199704,110602,3217137
199709,37464,2929051
199704,130897,4723330
199704,60295,3263754
199710,112610,3271181
199704,191879,4682787
199705,165610,3815363
199711,161923,5252098
199704,74533,3693448
199704,154152,2105937
199709,89793,3726031
199710,172468,4034464
199710,97063,2014114
199702,95311,2704061
199704,91222,3013638
199709,140273,3120329
199703,7429,2381500
199709,47665,3193066
199701,58108,1964822
199710,129328,3224992
199709,168107,2393678
199711,74427,2854692
199712,174679,3588008
199712,32409,2774015
199711,192867,4868292
199712,69449,2995745
199712,17845,3215420
199702,55489,2821069
199701,62100,2602145
199705,154625,3127452
199704,192982,3174719
199705,103792,3965104
199708,36613,3037235
199703,15255,3033288
199703,102014,1849138
199702,64795,4575454
199703,51401,3614965
199709,88095,1749190
199709,156929,5040264
199705,121409,2863660
199705,195386,3168671
199702,32318,1912974
199704,63279,2171487
199705,77675,2826065
199704,44634,3157260
199712,92792,3116243
199712,179489,2980112
199710,51135,2280873
199705,159102,2612475
199709,99726,3261610
199711,105215,2132927
199709,35857,4213197
199707,24220,2290728
199704,17812,4670487
199708,19320,2793427
199706,10789,4079472
199705,192634,2952537
199702,48647,3599763
199701,112589,3997543
199701,160870,3908080
199701,44951,3386166
199707,20687,3183206
199705,57279,2299462
199709,143750,3788400
199710,108774,4813479
199710,177241,3452470
199701,57347,3486500
199711,91680,2756600
199701,47246,2244484
199712,17631,4026438
199710,40461,3352292
199702,139984,3683643
199709,127291,3417007
199705,115043,1925632
199707,148285,2743890
199711,174093,2567598
199705,69386,2590131
199706,118230,3245398
199710,72065,1657221
199711,75579,3539755
199705,96344,2702125
199712,34832,3250967
199706,51412,2317797
199707,109053,2638132
199707,51872,3151647
199703,75133,2473346
199705,21904,4699866
199705,162919,4162011
199702,49532,3774938
199701,127208,2845900
199701,186297,2365425
199706,180209,2463661
199712,128669,3473412
199703,188820,3905445
199704,140551,3186283
199712,170879,4053779
199710,143052,1971090
199711,188208,3066809
199705,182438,2599935
199705,192459,2947755
199710,70993,4713576
199702,155867,3115033
199710,67597,3794130
199711,32448,3111511
199702,104559,3821316
199712,43712,2814707
199701,25890,3965903
199702,174596,4149745
199703,8964,3067908
199712,25156,2335284
199711,173854,3406510
199702,6116,1921566
199710,122068,1905424
199702,130676,3145392
199704,47813,4578106
199704,122873,4550088
199710,15282,3103349
199708,86227,2074606
199709,55474,3716622
199703,163951,3892883
199707,116733,3058528
199702,73511,3242169
199706,80983,3464460
199701,132238,2865638
199712,29287,2324311
199708,55362,2371248
199701,189441,2644600
199709,150757,3398570
199711,148594,2764478
199705,58609,2829518
199708,187868,3324962
199704,113101,2316213
199710,69201,1830192
199705,198544,2749611
199707,7176,2058023
199712,153912,4435092
199709,41091,2064180
199712,171235,2643809
199712,3199,2010394
199702,116263,2632717
199711,107585,3478194
199708,28940,3364092
199711,174758,4622195
199702,26607,3748118
199703,125222,2723928
199708,104014,1696004
199702,146523,3197112
199708,132336,2462994
199701,108645,3968736
199701,93872,4618028
199710,56264,2635761
199712,43429,3122255
199704,30944,3562386
199707,55059,1697519
199709,36337,2870085
199706,73596,3713649
199705,5603,3285730
199710,21500,2319888
199704,29357,2395183
199705,21306,2120774
199701,41850,3956404
199706,105080,2526066
199707,150877,4008041
199707,120310,3065034
199709,160346,2151700
199706,103093,2870659
199710,126854,4282695
199711,173780,2993854
199701,130705,2874319
199701,14245,1982300
199702,162657,4299125
199708,29063,1895826
199701,79737,2966509
199706,135056,2435223
199709,150388,2356066
199710,196640,3792821
199712,59821,3761091
199702,144610,3312529
199708,43991,4963249
199702,131823,4657453
199709,137675,3221532
199702,168907,5014834
199710,5279,2813825
199703,178366,3860774
199710,181910,4099350
199705,194539,3293196
199705,150047,2580238
199710,95091,2001663
199706,71798,3744875
199710,130291,2947797
199705,80555,2948256
199712,18771,3457269
199701,127105,2447600
199705,198505,2725950
199711,142532,3008926
199711,187674,4259718
199711,3528,3149344
199708,170377,2692108
199705,150346,3147350
199702,23536,2685535
199705,136424,3005544
199710,54811,3856529
199710,28987,3531151
199707,3241,2258729
199711,18459,2479410
199703,90816,4114106
199704,110074,2343759
199708,149792,3727782
199704,115898,3938785
199708,143129,2093406
199708,164404,3277468
199701,17065,2123213
199706,38619,2647937
199711,156507,3780543
199705,169895,4067322
199703,67178,1810513
199702,81276,2776052
199710,196779,3969129
199701,188252,2546475
199701,11586,2494968
199702,130731,4214058
199707,33379,3051260
199712,167350,3673771
199703,137208,3193938
199709,99417,2311581
199708,114078,2210349
199701,33430,2356007
199703,192442,3529212
199706,54555,3660658
199706,44319,2652951
199703,34461,3390967
199705,72210,1869074
199706,59223,3012296
199706,151271,2485867
199703,19592,3576421
199703,86368,2803525
199710,11826,3357468
199708,97356,2277688
199708,8828,2893542
199708,21236,2132774
199712,26527,3343096
199707,60883,4698206
199703,14532,2864129
199707,3127,2274504
199707,19757,2764960
199705,88520,2775676
199703,28509,3475875
199702,35059,1699825
199705,90841,3747944
199709,153904,4092011
199707,17194,2613518
199710,166450,2737192
199710,122508,3367100
199706,49843,3876120
199712,39675,3996308
199706,147408,3443476
199701,131630,3190329
199712,130368,2730997
199709,95269,2973539
199704,87098,2126776
199706,134777,3514833
199703,189608,3709256
199703,90346,3307441
199702,137563,3721302
199711,136062,2391574
199702,175501,3729999
199710,183732,3235630
199709,28559,2490158
199709,56414,3563066
199706,57321,2991268
199703,149595,3509555
199705,46713,2793291
199705,97427,2652270
199706,47467,2970366
199709,55661,3867050
199706,170899,4530747
199706,93369,2882753
199701,163040,2208286
199704,143389,3063860
199709,43307,1976724
199710,23258,2315250
199702,188452,3080900
199702,63970,3272277
199702,3744,3391048
199712,129370,3638362
199707,23964,3738160
199707,162080,2230482
199707,77298,2398820
199707,95495,2629224
199712,142759,4144025
199711,86955,4981101
199712,174218,2734316
199712,65482,3295911
199701,131773,2914703
199705,18252,2583912
199703,1219,2576483
199705,64627,3667092
199702,198324,2617068
199710,82563,3709344
199710,25731,2534796
199707,94973,4199647
199703,115358,2749446
199710,35206,2738880
199710,152214,2854037
199704,151976,3344122
199702,153293,2326389
199709,158507,2795983
199712,165220,3296589
199705,170201,2712740
199708,159960,4599448
199707,70951,3103949
199701,146114,2617208
199701,121790,4393590
199701,11576,2628536
199709,31203,2558755
199701,91438,2687328
199708,59162,1917183
199701,122164,3022335
199705,125320,3378098
199704,145948,3337855
199708,186672,3598238
199705,132717,2944761
199711,89790,3888841
199711,62155,2466667
199705,104938,4748520
199702,99477,3007569
199703,18832,4632696
199708,51914,3257878
199701,62959,4547333
199706,81728,2923621
199712,189293,3041038
199703,95173,2525583
199706,191484,2517617
199703,176326,2477899
199712,155477,3754551
199711,152436,3657072
199703,77345,2286325
199701,171644,4215327
199702,36516,3195522
199708,11888,3930937
199712,17408,2361862
199708,72744,3033479
199705,1795,3122093
199712,48511,3257626
199708,140518,4081737
199705,5298,2620765
199705,32802,3740228
199706,185763,4529462
199703,193484,2583912
199708,117674,3933132
199708,157325,2626408
199708,145760,4117132
199712,32101,2405056
199711,154341,2285566
199709,157287,2375342
199703,33291,2181684
199706,78094,2444365
199708,127560,2805218
199703,104210,2032587
199710,120980,4970434
199706,38280,1946811
199703,116222,2117356
199711,119306,3280117
199702,145950,3053803
199710,17988,4208403
199708,30491,2877095
199708,175860,3060594
199703,194681,4602562
199702,733,2705456
199702,154052,2818215
199711,47877,3432580
199709,47520,3274037
199705,119916,4694581
199709,64096,1766109
199706,2862,4431563
199701,84691,3921114
199703,28823,3747142
199712,15148,1716971
199706,58997,3778972
199710,152178,1944898
199710,51702,2953508
199710,158852,3651634
199708,48463,3596400
199712,186932,4112560
199702,195463,3545496
199705,78815,4080917
199705,61347,3391217
199702,180634,3127485
199706,70742,3156579
199706,159693,2997099
199709,13352,2852098
199703,25543,2271831
199712,117933,3948682
199710,72353,2743474
199710,33806,3827560
199708,196979,3967178
199708,136920,3874701
199711,83428,3246266
199704,38061,2454690
199704,86301,2471616
199704,148158,2894760
199708,183032,2542268
199709,139210,3085548
199704,149535,3802872
199707,177527,3247548
199710,7817,3566907
199703,2930,4261562
199708,52450,2776851
199708,59801,3178244
199706,87277,2041796
199708,167377,2607087
199711,41424,2609317
199707,58035,1946338
199702,58319,2702787
199704,39125,1700463
199703,165540,2867494
199706,53487,2463220
199706,120100,1875047
199706,118080,2556330
199707,25613,3500337
199711,183755,3420075
199711,85790,2898089
199706,74114,2110933
199712,72477,2452503
199703,72460,3437904
199703,192480,2971987
199712,80066,2071198
199712,151836,4304252
199706,69001,2619000
199706,86840,3156779
199710,164921,5308364
199701,1430,2995717
199709,163606,3763278
199709,49810,3362996
199708,169313,2736973
199707,150460,2413715
199707,101032,1859454
199703,27076,1986078
199712,145942,4132927
199709,90763,4559776
199710,97995,4538038
199708,110937,3895860
199705,178490,2738583
199705,30730,2653846
199707,44086,1895347
199702,191392,3779677
199705,25385,2205369
199703,113151,1959264
199703,122587,3627993
199707,138922,3211986
199707,68637,2729571
199706,76814,4400020
199711,75154,2865782
199711,112906,3281319
199703,170599,2704735
199702,77977,4316573
199707,153638,4266290
199710,18619,2483240
199701,112344,2983948
199703,168558,2516272
199710,46024,2281487
199711,84689,4518936
199711,154389,2208371
199701,16359,2089023
199705,138273,2095409
199705,167425,3432566
199711,98530,3744898
199711,99588,3581580
199712,184966,4973578
199704,81055,2142551
199710,34340,2784432
199705,59124,2016769
199707,78807,4387710
199707,19283,2827762
199710,137020,1968171
199704,102407,2693363
199701,122429,3017502
199707,98384,2797937
199706,19501,3031347
199708,22998,3004428
199705,53280,2723082
199711,48736,2941538
199712,66683,3375245
199703,137107,2872835
199709,162568,3036102
199708,127987,3481885
199708,75322,3082432
199708,100236,2254883
199706,149828,3903987
199706,141474,3087012
199711,128336,3012440
199711,47232,2146198
199702,185487,2778572
199702,76737,2709407
199711,85661,2845428
199704,107081,2772427
199710,133038,2570472
199706,115118,1752921
199711,42773,3531054
199708,7960,4034793
199709,34834,4377854
199709,43187,2461532
199704,180199,3165995
199706,168911,5131926
199712,82897,2876231
199701,118317,2673290
199701,97766,3894382
199703,197198,2331342
199705,40148,2226334
199709,147826,4530896
199703,145090,2312178
199709,19290,2297651
199704,34992,3815440
199701,78816,4135242
199701,98076,2346842
199705,70362,2206388
199705,161670,3863355
199708,64855,3439516
199701,175847,3361124
199711,123119,2655405
199711,38218,2745998
199709,86724,3859384
199712,67288,3185900
199709,76493,3041844
199706,149227,2017703
199704,86777,2968424
199706,6640,3062347
199706,184016,2200020
199712,86622,3440838
199704,30603,2826424
199702,81110,2482275
199702,27560,2842727
199712,29601,3238749
199703,87661,4121650
199702,130672,3202722
199711,128015,1689676
199707,106892,3968680
199706,40244,2449008
199703,152060,2327541
199703,136627,4087514
199704,137747,2955529
199705,16621,3536526
199706,56415,3369554
199705,80512,3841720
199701,10525,2269557
199712,111920,4872302
199710,47142,2429871
199711,179112,2687144
199702,136237,2869860
199705,189593,3129617
199712,78463,3580586
199712,163759,3005714
199705,59996,4506600
199707,161036,2902741
199705,189424,3063162
199711,98323,2525042
199709,183991,4342954
199710,107960,3843425
199702,115265,3195528
199710,9409,2842470
199707,193674,3862358
199706,15595,2950182
199711,125,2386479
199709,117558,3478814
199709,130725,2716098
199705,86580,3496606
199709,44082,1709449
199705,72436,3521075
199710,33986,3709401
199703,163168,2315811
199701,13961,4657400
199707,2865,4550471
199710,45229,2231018
199701,137359,3183678
199701,188764,3372023
199701,144443,2797874
199710,86331,2753219
199703,180648,3339732
199705,139968,4202660
199706,65942,4893866
199702,85196,2608067
199709,152786,3011921
199707,49222,2178469
199712,191610,3062898
199701,71880,3888948
199702,126818,4250442
199708,35016,2250089
199710,199327,2628707
199703,83614,3601012
199703,91312,2654842
199706,4161,1821423
199705,114384,2991134
199705,11025,1550049
199705,34498,2476775
199709,14780,3742074
199710,65119,2601864
199706,2110,2327853
199706,171387,3583239
199706,89299,2227453
199704,39299,3095725
199709,72961,3167826
199707,91462,3383654
199703,20441,3104083
199708,72822,3618357
199710,16040,2294496
199704,166219,2290244
199709,34471,3302854
199707,147923,3705329
199711,159242,3180230
199701,21786,2758064
199702,61704,3637888
199706,161962,3460971
199705,136527,3086388
199710,44153,2523445
199708,83174,2494858
199701,118116,1735188
199709,112481,2513526
199709,131410,2450397
199708,120170,3001608
199709,92490,2788563
199711,15830,3854792
199701,140458,3131760
199710,81002,1592460
199711,194753,3994835
199702,19279,2875848
199701,82499,3377797
199707,3475,2514329
199708,152165,2300432
199708,6566,3790369
199712,198379,2285491
199708,155396,2509453
199708,131212,2314857
199709,144526,3943575
199709,33295,2763652
199710,140713,3367123
199702,91142,2152966
199705,80647,3556393
199712,125597,3731957
199707,165163,2947584
199704,28293,2088405
199705,126651,3469380
199701,121210,2038883
199712,163268,2104722
199703,9129,2242339
199703,116157,2275911
199710,123114,2092282
199710,94885,4699700
199712,33868,4194730
199701,165002,2005960
199703,180700,2815286
199709,11131,2181178
199709,73729,4551370
199712,199995,4332439
199703,74223,3081644
199702,81039,2154303
199709,22978,4927314
199705,156922,4798881
199703,52085,2177868
199711,155416,3749152
199708,73842,4296277
199706,63618,3886015
199707,81130,2970050
199707,19314,2460453
199701,184677,2875045
199706,92294,2315322
199701,196141,2876350
199705,90702,3046860
199703,168730,4676698
199703,34634,3195299
199708,60662,3699664
199705,81089,1906882
199701,76200,3175740
199704,87260,2409706
199710,109360,2547009
199704,20455,3068628
199704,166103,2430558
199704,163584,3677398
199708,134137,2158392
199711,133358,3172278
199709,101583,3381493
199711,160946,4154365
199704,128775,3255804
199707,107870,4459941
199707,157517,2960078
199712,19916,4222593
199704,188899,4858403
199706,199263,3303480
199711,139842,3688406
199708,186004,2511360
199705,113953,4602663
199708,35671,4135568
199705,3693,3407336
199705,58272,2220637
199704,169172,2904337
199706,56570,2692869
199703,15936,5000211
199702,114891,4608442
199710,24562,2913657
199708,124594,3127115
199701,86621,3401723
199707,145710,3994240
199705,48529,2666923
199708,89114,2426842
199705,104900,4655575
199702,160602,3782415
199701,137832,3096438
199708,35910,4075769
199709,95314,2828109
199711,23757,2906016
199705,176788,3897390
199709,63849,4046258
199706,13284,2502315
199701,162941,3540961
199701,122078,1943823
199701,148511,3274971
199707,169799,3515193
199704,74911,3173986
199704,89140,1890180
199707,75879,4358944
199707,189586,4433584
199707,5929,2869814
199708,78968,3243635
199703,113026,1895172
199706,122652,3340926
199702,121793,4340977
199712,26073,2247907
199702,161135,2285804
199710,152814,4340333
199702,28545,3739844
199706,51259,3071614
199706,64442,2894453
199703,136255,2379773
199703,132934,4484600
199703,91896,2920565
199708,111197,2783669
199707,100537,3843825
199709,173371,2339879
199709,169250,3430050
199701,33728,4441777
199710,78796,2956800
199708,104372,3530389
199705,196461,3725444
199701,151990,4900776
199708,158106,2985916
199703,139643,2725876
199706,75511,3748978
199702,36957,3791687
199704,137347,2616402
199701,108631,4017093
199703,20895,3243179
199711,12013,1531816
199705,91487,3512868
199702,55004,1872927
199704,94003,2566278
199711,65983,3547143
199710,58056,2028100
199703,189170,2368498
199704,75956,3234084
199712,172041,2025732
199706,104519,3437038
199707,9411,3398735
199701,28594,2685848
199708,151092,2674830
199711,160103,2849595
199711,121912,3446227
199709,172385,2544585
199709,62800,4537447
199703,71003,1683072
199711,46097,1877562
199710,144864,4913405
199701,120532,2949807
199701,172168,2356304
199704,100015,2192421
199705,62204,2149306
199712,123447,3352603
199709,8474,2162183
199708,126250,2572920
199708,83313,2389099
199708,48920,4625577
199701,106256,3029400
199708,90350,2895156
199705,47371,2639376
199709,36375,2895504
199709,141128,2283291
199709,192720,3692510
199710,113281,2024253
199711,104344,2696680
199706,11754,2690186
199701,105177,2106626
199703,64371,3071351
199710,77164,2276614
199703,87548,3461107
199710,183291,2886009
199710,193198,2428728
199706,132418,2984943
199706,140638,2653914
199703,191626,3555473
199709,77493,3639462
199701,16045,2098911
199702,12309,2271618
199708,181655,3299635
199710,81098,2697725
199705,120436,2302615
199711,186795,4198273
199706,158462,3430157
199710,180642,3600317
199710,33676,2993986
199708,31123,1897416
199701,75261,2848343
199704,166276,3060375
199702,199416,2959595
199706,65586,3258318
199702,14090,2147748
199709,198285,3286673
199708,151971,4709474
199708,172032,1992774
199703,183184,2681352
199702,84658,2838499
199702,138182,2989441
199705,142707,2944745
199712,97067,2122799
199709,83624,4166951
199706,57072,1896576
199712,91858,3233537
199701,159977,5389822
199704,16667,3746939
199704,163023,2470695
199708,62521,2670336
199701,23215,2693004
199703,41037,2535053
199703,97475,3713569
199704,38464,2903092
199704,37872,4470378
199701,27392,2699471
199702,27098,2684710
199703,89589,3082966
199705,8547,2474418
199703,74150,2114526
199711,194198,2523647
199705,13593,2330694
199710,172024,2420012
199709,13382,3011758
199703,174012,2280621
199706,93638,3410106
199701,184372,3014685
199710,146836,3914403
199706,116105,2710819
199702,15646,3776045
199704,144908,4546351
199710,46572,2529937
199712,132294,2989457
199706,120684,4326477
199709,173076,2868078
199712,166837,3508758
199702,134672,3882674
199707,100073,2171893
199707,11018,2252849
199705,123032,1899054
199708,34889,3292103
199705,39700,4205830
199701,164864,4773928
199707,194943,5337364
199712,16788,3077127
199712,102255,2217789
199708,56762,2921892
199712,4056,2296439
199704,122720,2885944
199712,147180,2618802
199701,142805,3194846
199701,106882,4397312
199701,17232,2808718
199707,52983,3449916
199712,41142,2335249
199704,68629,2907668
199702,181083,2764690
199702,169543,3597576
199703,55135,2884483
199702,171890,4845868
199709,123684,3681758
199710,61146,2720242
199712,2503,2744941
199712,116014,2697596
199702,120906,4046490
199701,143758,3783675
199701,152551,3793999
199710,176473,2502394
199710,180753,4224960
199701,77851,3701592
199709,149591,3966946
199711,131034,2057637
199708,40682,4176778
199705,164224,2325237
199709,141497,2630817
