"d_yearmonthnum","lo_partkey","lo_revenue"
199312,163807,2750076
199310,184458,7482424
199308,155188,5415292
199310,74635,630974
199307,62958,8757611
199309,22216,4796416
199309,122052,4315532
199310,162123,464567
199310,55399,4466778
199307,157968,9825906
199312,105582,777914
199312,107320,780464
199310,122057,1374709
199312,94977,9372773
199307,177347,4144829
199307,44417,539118
199307,129403,5246881
199312,96072,3454138
199303,119993,3550914
199303,142550,4682097
199304,160255,6380277
199304,116355,2150276
199307,157373,5887402
199307,63807,5668330
199305,41067,1857854
199303,80327,258849
199312,171945,3162561
199303,194734,6918085
199303,90784,1032921
199309,147930,8811678
199311,188499,4714845
199302,112397,6976480
199305,122980,4711008
199303,116158,4832801
199310,28430,922373
199310,166181,488894
199309,147767,8801586
199310,158145,4168880
199301,185736,1983863
199311,82550,4655886
199311,102185,2303129
199303,15671,6440293
199308,128170,5401350
199308,138325,674843
199304,20300,2511377
199310,153430,6105797
199304,125219,3137897
199305,84858,3831285
199308,50508,577566
199308,12905,881681
199306,70082,2062076
199301,20707,6540098
199307,169532,4971149
199307,178512,6298419
199307,50948,930480
199312,980,8848129
199303,187658,7789090
199309,107453,3180860
199308,39742,5438747
199311,7806,5598984
199304,163849,4453091
199304,185441,2220970
199311,132767,8030529
199311,13777,6627818
199309,67717,7353759
199308,166347,6580511
199304,86764,8319611
199305,177978,7578305
199311,171212,1397415
199312,74479,1151148
199307,44832,1378820
199303,160912,3253328
199305,29289,119391
199302,95675,7292474
199305,126294,2614174
199309,105094,5277830
199306,147106,4680432
199306,5510,2358239
199302,20949,1282778
199312,123734,4002351
199310,113857,3483522
199307,137420,2968764
199311,117846,2374532
199303,146678,1878165
199309,129860,5132859
199302,191066,4040453
199308,124155,3466701
199312,156405,2835116
199309,186620,2196419
199306,196192,4873222
199308,89950,7106036
199308,91787,6556583
199302,66305,5108083
199302,105001,1095534
199309,6680,7382822
199312,174272,3003528
199312,187126,118885
199310,13258,4638150
199304,134303,4501351
199311,190082,2297276
199303,61643,5560077
199310,114544,5863227
199308,103564,152053
199310,144224,5535780
199310,14226,893932
199305,48036,97418
199312,39055,3896676
199312,54685,973969
199301,62483,5328039
199309,45970,5257421
199310,53398,1324362
199303,91900,4820561
199305,149348,2191029
199304,43045,96827
199312,119543,5607956
199309,88135,5114734
199303,189520,5258301
199302,175423,6540603
199308,29031,475214
199311,95321,1787562
199304,150746,7668486
199309,32065,2708014
199309,16478,3787380
199305,25288,2615831
199305,162376,2847972
199302,6150,3278289
199306,3695,2036731
199302,4049,3585336
199310,61847,1595396
199302,118697,3328438
199304,127716,6427315
199309,195163,5301886
199304,135465,6986141
199306,195143,4004144
199305,60014,4772649
199301,125102,3905401
199301,178689,5075009
199310,46436,5229732
199302,116762,6101146
199301,47498,2944463
199309,86669,6720323
199303,52500,704462
199312,159960,2547169
199309,55858,4046699
199311,134360,2569805
199306,114215,2742367
199308,58525,4506933
199304,79003,3429144
199304,187904,6507537
199306,14452,6627282
199312,103943,1734723
199306,102289,4985632
199307,180288,6370711
199311,196357,6694130
199311,171207,991883
199306,147050,212827
199312,24427,5767860
199312,125318,5342343
199307,95318,5477816
199305,59506,5401833
199311,861,4614311
199301,64289,5592135
199311,33202,2312402
199312,142664,2843295
199307,163717,5464998
199311,50830,6564139
199302,157978,1396675
199310,56784,2388350
199310,36053,4210385
199305,114479,5618434
199309,73777,4289386
199303,86404,3951516
199309,130804,177975
199307,3432,388610
199310,186720,885292
199309,18688,6455640
199308,120501,5516959
199308,43905,8070448
199310,122265,124864
199310,86569,1232003
199310,1544,3291494
199312,150756,3329840
199311,66532,6230887
199305,10027,1762534
199307,79870,5801192
199303,114564,1237591
199302,80771,1907677
199305,77638,5066615
199306,55164,3582431
199304,185216,4845706
199301,4093,3481838
199305,68195,3384882
199307,66804,3991383
199307,129303,2455428
199310,188216,6325418
199306,99411,5472390
199303,9143,1134206
199305,173453,4786947
199305,183398,5747793
199305,9723,5657374
199301,181643,4780702
199303,78051,1411856
199301,54380,4530220
199311,33811,7865603
199311,75453,5039571
199307,148812,3609971
199302,8847,7300782
199302,183554,4011997
199312,47571,5450147
199306,53168,4944315
199306,153771,1593024
199311,8983,7416561
199308,121012,5113399
199305,70927,2442623
199305,191448,1791908
199302,49866,3698906
199301,96766,3419754
199308,70314,3178667
199305,60257,3069904
199307,133234,1366073
199310,114792,4603700
199304,51688,3084238
199306,34084,1975075
199311,148449,5336876
199303,115593,3822009
199311,127565,5150339
199302,191514,7788329
199308,164451,4850955
199306,148823,6536395
199307,71786,1218141
199301,70315,4737652
199303,73932,6415360
199306,76232,2511910
199303,45271,3371500
199305,135127,5407344
199312,164591,1460230
199312,24626,6990194
199301,357,6098147
199306,105097,1282832
199310,189530,4712832
199301,84680,645895
199307,57965,3045968
199301,43078,4043437
199302,87427,5267300
199311,187269,4784885
199311,131844,1299957
199301,152516,4260073
199312,71248,473065
199311,148924,1546769
199303,115219,241905
199311,69502,2739933
199307,50741,3647391
199306,139583,7389229
199311,173333,1531493
199312,96582,312558
199301,2610,2347570
199312,96804,6812426
199302,84342,4419364
199308,158211,248765
199302,70347,3961241
199308,177540,8006823
199312,77438,6165613
199310,64563,6223279
199310,65293,5795683
199302,6455,5282426
199302,123889,2999395
199302,40765,6519414
199309,194559,1944574
199301,92919,4122077
199310,181971,3621439
199302,47956,6903722
199308,182739,2677943
199303,125273,508921
199312,163197,4990352
199305,90333,2489183
199305,39229,1272191
199304,50415,3443564
199312,81769,7132596
199312,89632,7384903
199303,130726,695661
199311,112526,150774
199310,180509,7400712
199301,104177,1489455
199308,102607,7887040
199308,148233,4058936
199305,20142,4018075
199307,83470,6409802
199304,135793,8064963
199301,198442,3202574
199309,39554,1303869
199309,78762,344670
199306,134375,414354
199306,32824,3443367
199301,178313,3994451
199309,120008,1309672
199302,99802,176576
199309,13100,4765622
199310,95097,5297728
199301,30389,2742991
199305,77586,773972
199304,45700,6191123
199304,10802,4028505
199312,148265,1019089
199312,33317,3517122
199309,108252,5988708
199303,55149,2295507
199303,162401,6310180
199310,169116,2581169
199311,3839,8539867
199311,51301,4858924
199309,186357,7144582
199305,101915,8265715
199304,122189,1079161
199308,27920,6632184
199309,110576,7853521
199302,72148,4237489
199301,117629,1452318
199310,177001,2091320
199309,174947,588384
199309,80663,3905336
199304,90070,3290457
199302,156306,1888147
199302,138399,1849920
199309,166326,6478464
199303,158954,8967692
199307,10724,7209115
199309,111754,1557391
199306,192796,6848752
199302,180917,9494068
199311,58881,3245548
199312,31840,6945612
199309,27624,7680519
199310,165667,2744533
199307,49781,3222712
199306,86953,752700
199304,78405,6710873
199301,64882,5016126
199305,69753,5969328
199304,183880,190496
199305,164234,1511139
199305,12865,2787684
199304,162883,7437153
199304,163911,7038579
199310,20016,3521269
199303,18169,107628
199312,81155,1462225
199310,19030,2348849
199307,162957,5344787
199302,41097,513854
199302,196433,4946176
199307,1147,4778470
199309,182550,6239606
199301,93962,1328096
199303,170168,1941434
199312,138093,3510903
199307,120922,3580801
199304,179742,180352
199311,171229,1656480
199304,16171,4007308
199306,60250,5152034
199312,63201,2371475
199304,22339,367047
199310,61990,5112261
199304,169109,4665276
199311,167834,4659483
199304,26200,891950
199309,21481,3436076
199302,77494,3605150
199305,177427,4021314
199305,541,3673043
199303,160712,7470199
199312,142536,5205991
199312,179982,8689183
199304,25739,5490279
199304,188910,4265673
199308,126234,2869543
199303,26839,6992686
199312,97251,6055260
199312,111663,3248840
199309,163170,3708142
199309,187798,4854023
199304,30630,2141184
199304,186549,7853863
199301,48010,3066590
199309,185023,4191639
199302,5182,1065436
199309,123626,7113161
199310,64689,5238858
199308,64083,615683
199308,32349,2982959
199309,97743,3714739
199312,106234,3969976
199311,158676,7235308
199308,22797,3876406
199305,167429,2962911
199308,158852,8052321
199301,195291,137242
199304,81739,3372630
199304,49920,2591709
199311,154970,9624682
199302,98172,5160449
199308,95514,6881856
199307,74368,2213551
199303,118010,1396037
199301,161373,2782677
199309,199507,5089392
199309,29535,4204665
199309,81894,8006298
199312,186122,4735830
199312,174559,5821972
199301,40119,2516445
199309,3250,4633758
199305,5839,4400461
199309,3525,3779863
199306,100162,5292476
199311,94785,6627900
199304,33442,2995708
199311,132236,2485730
199311,81874,7716707
199301,115399,1801932
199310,163235,5912139
199307,28627,4620191
199305,25219,4106569
199305,42923,7420763
199305,99585,3571643
199312,92735,3217033
199312,64118,3393496
199310,70230,2495278
199301,84347,1054421
199307,126277,4902901
199303,18064,2406047
199309,190982,1407553
199307,147891,1919501
199305,122674,997641
199307,102195,1066696
199311,112178,4948726
199308,166463,1514165
199303,106226,3107658
199310,89132,2856639
199303,17049,1874117
199303,127126,4697810
199303,29389,3197071
199303,131401,3790130
199307,142143,4341167
199303,32227,1574220
199311,138872,9458806
199312,88108,3083329
199306,147707,687842
199306,51152,1310542
199308,141514,4828303
199307,122080,2836753
199302,182029,2263147
199310,107197,4530162
199301,25694,2670868
199307,43423,937364
199311,48203,2707622
199309,27850,1568063
199305,51426,4409121
199302,46937,8206399
199312,41489,6372788
199305,84609,4841356
199306,186826,1312194
199311,53191,4883402
199312,79769,6954818
199307,25713,6676104
199307,47557,4021662
199302,44509,1691874
199306,163179,2434653
199311,84963,4199801
199301,162278,3449854
199305,116182,118619
199302,101728,7885793
199302,168921,5018578
199310,3715,7692109
199310,150995,7089355
199307,153379,561489
199308,171612,4289838
199303,10881,5854071
199310,119790,7166768
199306,48061,2397526
199312,137163,2211894
199312,21697,7931581
199310,85687,331190
199309,11522,3973717
199305,148598,6683508
199304,47826,6538300
199301,97855,6786989
199310,51747,4994295
199310,48753,4002516
199310,187669,5623068
199310,65951,7623710
199303,33867,7412339
199309,82999,3845060
199309,108218,4044040
199306,48859,2505680
199304,167718,1060711
199308,127394,5628704
199308,47693,2251026
199301,77902,4237294
199309,99847,548511
199307,163929,5129776
199312,178255,258650
199311,1423,2697843
199308,76145,1318460
199312,41821,5873716
199309,186385,1284514
199312,29100,4991135
199307,90288,2277894
199312,150292,2367799
199310,84977,4948088
199312,22192,2426705
199312,54830,8395840
199312,189245,1438310
199304,16845,7861330
199309,139984,6545551
199303,160049,3733028
199302,158996,8055560
199311,13637,1519617
199306,150912,2284827
199305,56983,2304696
199307,46795,4483367
199307,128937,2697255
199305,56345,5175429
199301,149249,2518585
199305,125314,2728174
199311,41376,2683482
199301,94265,1246667
199307,48531,2899878
199301,79074,4540837
199301,122584,2544822
199301,17364,3425075
199305,18921,7212486
199305,4443,4835962
199305,72798,2920032
199306,158802,2553017
199309,18155,4311916
199309,154238,626731
199310,7912,529593
199307,164300,2779079
199307,61931,1298549
199307,84660,5802360
199306,43950,551139
199305,52157,1398638
199306,149183,4541815
199301,111450,7234177
199301,170492,2296860
199309,112293,3798393
199303,7414,4402938
199312,17187,2164192
199303,170516,6753773
199310,9724,3169416
199310,131453,436428
199305,138905,7239083
199302,85959,4574522
199306,80712,2298700
199309,167616,3266203
199302,10604,749727
199306,54884,178371
199311,131725,7478357
199312,177352,3679146
199305,179066,2443558
199301,42316,3986326
199309,122489,3518725
199301,89092,104865
199312,52485,5494048
199310,5081,97621
199309,40331,2491806
199302,96383,535199
199307,96965,4229985
199301,40093,3707760
199304,112930,9232803
199301,23809,168081
199312,41910,898176
199305,101782,8476522
199311,18430,5606771
199311,130230,488969
199301,70497,3273970
199309,108987,2542878
199303,140406,1417472
199308,59295,491681
199306,118403,2206012
199306,180821,4330444
199311,1379,3353289
199302,191179,3485346
199312,97740,5677196
199305,93443,1266940
199307,145168,840719
199311,116448,6669059
199311,46470,4719678
199302,25776,3369504
199305,139013,2653169
199303,180003,1501038
199301,166191,4312161
199307,171602,7787260
199309,76472,3122901
199302,76197,4096779
199302,3300,1429520
199310,197969,5524984
199301,10134,4961705
199308,37846,2295802
199310,68749,1999449
199311,169411,2198408
199306,175272,132032
199302,110843,5574496
199302,124595,6912410
199303,136298,4141636
199308,6060,286919
199310,148437,3746254
199303,78104,2439053
199301,175637,4747410
199302,124296,2222048
199304,190673,3111113
199308,77345,4874145
199305,60770,5708079
199311,26930,8640295
199311,198825,6221633
199302,160091,2507074
199306,158788,1809844
199304,16515,5693115
199310,190089,1155498
199304,166731,6870924
199304,39890,8152159
199310,41046,4595658
199302,40738,830971
199311,23618,747680
199307,143039,3642112
199301,80445,5221386
199303,73827,5647371
199306,108754,2094147
199311,140801,360992
199302,192180,4986945
199311,6099,2954964
199311,113757,5785040
199302,115741,344321
199309,11750,7898297
199303,90449,1710054
199308,88122,219803
199311,146693,3374998
199302,34203,1894575
199306,29758,6875893
199304,57332,1895315
199304,171491,1392178
199304,34526,3578274
199302,105899,6533772
199303,143034,5277447
199309,192491,2638094
199310,178778,2389662
199302,194114,4664512
199311,87231,2008861
199308,26490,4946383
199306,87531,148815
199302,31933,8224341
199309,91164,4116990
199309,7675,6294278
199309,68113,2648719
199310,10670,6660943
199306,68853,4689441
199311,144301,782964
199308,49560,4539246
199310,96141,2426656
199305,140078,2656534
199312,38108,4818336
199304,64228,1298327
199312,175845,4329573
199302,184971,1611880
199311,60785,8468778
199301,7905,1954306
199303,3714,4804598
199308,133404,4601117
199309,42879,5831805
199305,26553,5799836
199305,81368,3305932
199311,92321,3088928
199311,110578,2619551
199304,129098,874621
199309,166381,5445043
199302,155895,9463767
199312,166681,4068599
199307,188723,351473
199307,162393,1568910
199305,104454,3176504
199311,141903,4235992
199306,59541,4753710
199303,65221,5463729
199307,2789,663177
199312,18499,5973302
199303,93504,3081855
199308,162287,5877463
199306,100119,3907932
199307,191340,6108959
199302,153893,385484
199311,159881,2282474
199302,38434,6455910
199302,87577,7125051
199305,110280,2252828
199309,86719,8357979
199309,35686,642185
199302,39400,2519411
199307,61716,4152332
199310,53760,339324
199303,177190,6145871
199307,144526,2154753
199309,37918,180023
199309,74046,1918695
199305,20138,3142646
199304,98751,3733966
199307,84786,347072
199306,93544,4623382
199306,144006,4365900
