"lo_orderdate","lo_partkey","lo_revenue","lo_suppkey"
19930609,133311,6519903,1663
19930429,106405,6777542,810
19930722,57705,2419228,500
19930722,41098,3360417,1433
19930722,85141,4855915,1557
19930405,171507,618772,1933
19931209,141390,3506905,474
19931209,137149,3875119,551
19931105,50109,1660668,1268
19931105,173986,7065731,315
19930519,33638,3578601,809
19930519,153349,2312458,1973
19930519,42873,7926272,1074
19930105,137308,6394210,891
19930716,116718,2919516,582
19930411,76239,5413849,803
19930709,187773,1641199,237
19931118,3990,1500040,1147
19931118,11247,2584033,1395
19931118,21682,3175286,954
19930903,63502,6031998,110
19930826,93347,1690168,827
19930821,153065,2191397,791
19931202,31576,3802091,1377
19930429,98349,3868213,322
19930429,158676,4038311,1789
19931009,73905,8556510,605
19931009,109031,1441481,1922
19931009,134110,4372788,1661
19930121,143513,1358833,597
19930902,136435,5709148,476
19930211,115596,3439133,1734
19930829,192552,1790914,1403
19930829,18162,1152530,1879
19931112,18685,4977822,1104
19931112,95941,1534056,851
19931015,48496,3861121,1900
19931015,56395,3146035,819
19930323,132299,3783526,560
19930430,24302,4044337,187
19931114,96325,3793509,82
19930712,160013,4942284,1844
19930712,136242,5441467,1573
19931026,198785,3543390,1353
19930922,66448,2800591,1731
19930922,42803,3935033,788
19930922,128674,5731187,426
19930911,47017,4394921,960
19930106,113739,5899689,1197
19930106,5946,5029869,1802
19930117,174996,9636316,995
19930117,152309,5810028,409
19930711,52448,5215238,859
19930118,108713,2699641,12
19930118,30521,5316917,1106
19930706,56636,5833803,492
19931124,103125,2100559,543
19930405,157866,6475712,536
19931213,14692,7475928,1817
19931213,11819,7890762,131
19931213,39501,6352605,1891
19931224,105917,1142208,1523
19930310,34786,8006789,802
19930327,87239,4995661,1224
19930325,36885,4642150,1426
19930103,92560,2710769,643
19930103,46686,5859688,1593
19930509,111148,1590340,1867
19930509,32514,2104672,1191
19930708,196630,7521200,216
19930708,152239,2300971,1561
19930831,48953,7828426,153
19930324,87057,826887,1731
19930510,189651,6584878,1986
19930801,150377,3776821,284
19930801,174461,1504750,1804
19930801,156486,2393928,1385
19930801,159953,8981782,560
19931025,90448,2705705,69
19931025,150282,6199098,1597
19930825,113691,5062929,507
19931205,160242,5414713,1311
19931205,176055,2523372,891
19931205,153802,4225656,1592
19930315,28356,1121237,1807
19930315,176589,1142587,1621
19930604,155146,2354234,801
19931108,175660,3703898,1215
19930905,179341,3168778,667
19931003,176878,6826406,1807
19931213,2996,2578828,1436
19931213,128325,4725793,956
19931210,174010,210297,1726
19931206,94955,3860901,341
19931206,106938,7546328,1464
19931206,28410,131164,1858
19931125,38980,2089769,73
19931014,183710,695959,704
19930515,159103,4141724,171
19930515,160337,821630,1163
19931019,144147,583658,1747
19931019,33451,4070283,1035
19931019,83068,2369089,1247
19931019,108720,6036690,17
19930109,181395,429629,243
19930220,12731,5370065,287
19930105,82024,1561343,642
19930105,176506,2946615,113
19931226,87584,622345,1038
19930731,110248,4685685,736
19930731,165663,3388173,881
19930731,82166,3786631,719
19931001,111480,5208248,1234
19930111,109598,1247489,182
19930111,6200,216815,1679
19931109,12096,1877063,237
19931109,175846,1304929,1820
19930314,173344,6173933,1717
19930314,191175,5526832,752
19930314,98571,6242179,1237
19930124,14906,3568964,1866
19930225,82086,1374618,919
19930225,54863,8907514,70
19930225,75400,6200303,291
19930913,132469,6990797,1110
19930301,49914,2374621,1899
19931209,104483,3386991,528
19930801,75555,1336170,1770
19930801,84501,2593683,1466
19930530,19425,2216948,1256
19930519,74796,876541,2
19930519,63601,3833270,570
19930519,139598,4924233,191
19930223,188534,3462479,102
19930127,137087,330479,36
19930606,22320,3133131,978
19930606,106536,2267519,1804
19930129,92408,3939325,1966
19930129,172340,2656611,214
19930830,27809,6978462,1694
19930830,175740,6050045,1170
19930830,74785,8622922,1870
19931116,117031,2697629,1735
19931116,36904,3928480,1713
19930214,187541,2211557,770
19930607,103363,6626846,1301
19931203,49624,308429,728
19931203,190213,5688511,1136
19930902,176096,1250620,1174
19930902,35830,6749002,988
19930411,13756,3967326,55
19930411,192866,9502429,421
19930113,167387,5360844,1474
19930531,41670,2970307,1436
19930414,30188,1626951,107
19930414,154368,6336613,1679
19930508,164558,472162,1984
19930508,68429,2738943,885
19930508,74468,571214,1077
19930121,116356,3594184,177
19930828,32059,1165474,1815
19930909,40048,2808009,1276
19930310,110277,5424555,193
19930310,16962,5022460,894
19930310,76421,2304345,1585
19930929,35941,6736337,1909
19930929,191643,6057362,531
19930929,34977,3372715,595
19931006,7854,5468782,1538
19931006,42668,6378213,1374
19930930,192388,4062162,1606
19930930,55145,2987980,241
19930930,15074,4112553,26
19930930,143424,1281057,1245
19930723,80365,5594006,1050
19930227,95347,4687451,1504
19930227,87922,3592559,1128
19930608,42687,4194796,1576
19930608,33675,2388874,84
19930420,37406,1196969,1759
19931017,27318,5979978,625
19931224,181948,2586143,234
19931224,83956,6273798,699
19931224,35131,1044807,1727
19931027,97061,3142438,1559
19931027,97949,3243602,1887
19931213,96324,2717218,1743
19931125,142025,731975,799
19930910,3730,1921266,98
19931204,126240,1105427,750
19931204,110521,2274307,1706
19931204,124408,3403382,383
19931204,45001,3578718,628
19931115,99985,9039598,995
19931115,32239,1836488,1131
19931115,194337,4959558,540
19930210,26196,1979543,12
19930801,145015,4092698,1883
19930801,159933,8483903,269
19930729,89259,1235767,792
19930729,166218,508547,212
19930729,11538,6749011,362
19930703,40889,887491,1601
19930703,2655,2719656,1520
19930111,4334,5946460,1675
19930324,86801,4029701,1101
19930330,13500,419809,1122
19930330,179991,8638099,1749
19930607,51499,430795,907
19930607,15859,2238085,954
19930522,59648,318312,1332
19930610,96023,2075743,1047
19930520,161899,7878856,957
19930520,43991,187694,934
19931019,27931,8474861,1112
19930620,49666,2239304,1948
19930728,166843,8422394,217
19931119,22111,5062239,1883
19930618,27619,612457,528
19930618,186252,5452030,385
19930618,123787,6632887,1099
19930807,58902,1641313,311
19930705,109899,3367281,1819
19930715,104207,5036169,1904
19930715,191852,6667405,649
19930218,168691,6619953,1591
19931011,98752,4755037,294
19930518,103239,5422333,1891
19930211,84979,6416289,768
19930211,35218,4909214,1200
19930516,29538,142350,1252
19930125,64024,782511,423
19930509,112692,167059,11
19930509,163512,5196031,897
19930509,29248,2422759,631
19930617,151363,3429823,1219
19930617,189058,449643,522
19930227,112708,5962225,783
19931226,169975,6942673,1779
19931226,69278,4278136,119
19930927,175890,3082515,136
19930927,170439,6212813,1612
19930806,31018,276161,24
19930425,56320,2779824,314
19930425,66036,1669381,1506
19930425,61025,289889,1818
19931031,188037,1113779,1
19931031,132101,5165802,321
19931015,53035,4792933,1310
19931015,127518,2295082,1686
19930707,82132,4538965,1105
19930403,33242,4217936,907
19930107,173492,767090,1921
19930121,97100,3763053,203
19930121,156805,912282,1093
19930121,18955,2597294,593
19930502,138038,3374430,523
19930114,12324,4077383,878
19930328,28866,7834563,1233
19930328,138365,4219903,850
19930328,41322,2104691,53
19930313,78639,3012027,837
19930401,158302,4982778,1464
19930401,106341,5941769,1487
19930606,111002,1786932,519
19930606,56384,2123161,444
19930606,35484,4034162,832
19930606,179536,7517061,1139
19930425,57013,3457115,593
19931206,39206,3479117,1676
19930203,60362,6022027,416
19930524,134645,6679928,530
19930524,61260,3143523,833
19930715,128588,5488289,471
19930922,108774,2620671,1781
19930922,164581,478863,142
19930922,199408,738626,343
19930130,88820,1595379,760
19930130,157106,4673335,1405
19930305,8383,1127374,767
19930406,158166,4968865,1096
19930530,3945,717388,1663
19930530,65148,661205,1011
19930701,92080,4882252,1840
19930316,111432,5460495,455
19930924,18302,966477,1500
19930924,186529,6966122,1241
19930924,183456,3505327,1544
19930924,129453,6164027,1481
19930924,106474,3810729,90
19930924,104650,7371465,886
19930801,31398,2237363,891
19930424,76413,5930001,1179
19931208,85466,4167141,1815
19930430,26380,2304454,953
19930831,102515,5740740,1027
19930613,110968,5950732,1872
19931009,190848,5830091,765
19931018,13843,8436345,1591
19931018,52848,534849,722
19930809,79933,5249079,984
19930803,149486,1340474,1710
19931021,15439,402265,943
19930313,75559,3759647,306
19930424,150064,2292735,263
19930519,35599,601559,1490
19931116,94411,4226067,1486
19930316,67150,331793,94
19930118,176327,6261613,1747
19930118,115711,4738092,742
19930327,96543,2286216,269
19930131,17497,1680414,810
19931128,70766,7244025,682
19930319,34165,3985554,209
19930322,195308,5973848,1816
19931030,194181,5998446,661
19930819,115312,5793708,1728
19930123,92672,1957651,1803
19930419,105896,8849494,1650
19930802,167366,5978544,766
19930106,13145,4926699,1741
19931206,143960,5753369,1831
19930810,156077,4599131,1765
19930810,178414,590994,49
19930810,187644,4457241,735
19930920,124981,6752128,832
19930903,101835,1440074,578
19930916,103206,2133028,1349
19931108,128686,7484578,1942
19931108,14987,2071256,33
19931108,75243,3135749,1108
19931108,61339,1544792,1304
19931108,152825,2760395,1635
19930622,8402,6355440,808
19930622,8876,1749172,1456
19930622,174995,8925796,303
19930222,184106,2474217,1405
19930222,53710,3388977,1022
19930102,109653,2118216,29
19930904,58991,8217257,432
19930904,47376,1426592,1881
19930706,83087,3707827,894
19930716,111427,2371954,547
19930902,128395,2789844,818
19930902,165404,4752039,1011
19930921,8761,1457700,1992
19930202,196519,4907919,522
19931020,3840,2244322,590
19931020,22406,1822564,1712
19931204,3084,1723441,775
19931204,18625,6807364,1992
19930626,23427,1985117,1544
19930621,56157,2159511,1418
19930315,130187,4338029,866
19930315,39466,688675,1796
19930407,122543,7749423,1263
19930407,169740,5852699,491
19931030,24594,3977187,1817
19930402,185632,1870499,1220
19930125,46619,4909752,1276
19930210,91681,655690,866
19930210,73864,1091688,1863
19930403,152528,3442372,37
19930614,193268,6536770,1818
19930930,79490,6699404,18
19930930,47946,4825759,1092
19930930,12886,6522738,90
19931017,142176,2245087,229
19930330,9046,3612916,1967
19930330,138536,3970964,941
19930330,159342,4943927,1118
19930712,32829,4011664,1120
19930924,111299,648593,146
19930924,1828,5704946,1977
19930924,121496,6989558,536
19930327,101040,103062,387
19930526,169526,7265998,773
19930217,109539,2276339,1067
19930817,46813,1219548,1185
19930413,81231,831589,1612
19930322,165640,1323576,316
19930322,37453,6339061,641
19930322,141615,6427646,1742
19930505,153147,5763072,1993
19930505,135585,6096621,732
19930311,108691,4286618,1685
19930311,168172,4691563,484
19930725,30226,3172667,56
19930907,31266,5452322,835
19930907,43237,3091022,1192
19930907,4838,8109387,977
19931017,187604,1804937,436
19930711,7443,5161381,962
19930711,87754,682766,1708
19930711,22051,2215634,536
19930711,5404,1026569,1931
19930519,138433,1874601,552
19930621,87158,4194684,1539
19930503,9608,2103393,692
19930408,166005,4135131,1394
19931227,154598,1122108,1867
19931227,123403,4704267,597
19930117,143356,3324855,763
19930117,173829,8305809,622
19931212,160692,3263508,278
19931212,134458,6289184,1039
19931212,32733,161575,1187
19931121,147217,2697824,485
19931121,6940,7166127,1311
19930902,17726,7409889,1734
19930820,92528,147490,362
19930519,86965,4017133,1645
19930822,71138,215171,1138
19930822,8710,5608830,1296
19930822,99284,2862997,1212
19931121,128338,5623814,1040
19930917,180362,3251079,57
19930917,131506,3805312,1865
19930917,18628,5100752,1438
19930917,66853,3707034,19
19930917,193764,6253220,589
19930317,147278,5784803,1982
19930429,19299,835746,158
19930312,186645,2884912,81
19930312,59919,911271,707
19930312,42124,3826304,1884
19930825,199074,3716285,682
19930825,119889,4443872,670
19931024,141813,9088569,1980
19930513,143435,286815,330
19930831,11043,2868798,288
19930831,159260,914247,1793
19930228,36692,4628736,1420
19930701,98033,3839555,407
19930701,55315,1867355,1861
19930701,140701,7680897,1449
19931211,141607,5437082,1650
19931211,175310,2850967,277
19931211,24674,5697659,815
19930513,63287,1102746,282
19930513,114634,489643,1242
19930513,52746,166476,726
19930311,120563,7526660,1155
19931224,21505,6088302,1453
19930108,57978,6324813,674
19931109,148698,3423512,923
19930319,120630,7026731,1319
19930301,84798,3668981,1106
19930301,185460,1211640,512
19930504,147194,4378918,609
19930817,155288,4870733,886
19930817,114862,3862577,297
19930906,75937,5752180,1581
19930906,159336,6090615,1179
19930906,95168,3647669,270
19930901,49510,3756778,62
19930901,113650,978226,1514
19930901,83025,3457508,1557
19931110,151262,4940484,1445
19930503,97128,441047,541
19930503,95422,3437243,1313
19930503,116992,5456416,683
19930101,135839,4454596,1030
19930101,40913,6653682,954
19930530,60026,3347537,318
19930530,51301,3401246,188
19930717,39223,1252873,964
19930717,8961,7775293,1839
19930717,194540,7443695,1324
19931106,36194,4587441,263
19931223,38711,3680503,1574
19930325,196251,264061,1677
19930126,66629,6950520,996
19931123,65991,8137164,1938
19930123,148898,953976,991
19930814,48889,3387212,1194
19930814,77076,2270418,1976
19931102,181676,2067019,1334
19930619,104473,2006404,1745
19930713,177518,2630995,471
19930713,52602,4976274,608
19930828,70911,8197599,1616
19930713,107379,411751,449
19931106,182910,1381086,1944
19931106,153816,2221334,935
19931216,35283,5548047,1685
19930202,79457,4408465,1873
19930202,26075,3107321,1919
19930819,173477,153496,606
19931225,125256,1757875,1699
19930128,108586,4420175,1548
19930128,2114,5029744,426
19930903,75182,2693915,1870
19930607,12235,5224485,275
19931025,114390,4767904,1091
19930404,169774,8944128,498
19930404,1419,128079,1003
19930712,109610,6092972,1442
19930712,8152,2365194,178
19930712,3002,2721335,1062
19930306,191695,6065812,1819
19930306,16215,1975092,206
19931127,116991,7401451,808
19931127,60979,768228,721
19930629,199934,9262517,1663
19930629,81050,100011,633
19930212,172672,5008947,1928
19930213,6000,351528,4
19930902,32203,2113742,1822
19930902,30202,998600,1084
19931017,69097,949886,883
19930109,78546,1660224,146
19930412,196018,1323443,138
19930504,20488,5874770,348
19930504,24557,3592758,1831
19930918,165142,585462,1659
19930320,21546,2615156,597
19930807,108304,6236049,1905
19930207,145202,3145438,36
19930912,123748,1546729,671
19931113,152409,5811987,627
19930620,144765,3159840,101
19930818,56789,6265604,1745
19930818,180502,6668655,1409
19930417,61524,1470664,788
19930709,44570,4407398,733
19930709,93612,3933744,1889
19930205,100534,7068045,1625
19930205,25915,6314321,785
19930102,148499,7355219,945
19930322,7698,5086825,1162
19930322,179689,5603178,1926
19930816,85219,3540377,654
19930723,144172,842805,548
19930723,96460,7136654,532
19930403,154855,6669196,1494
19930422,60715,325087,1445
19931219,171147,827117,980
19931219,97162,2499148,382
19931219,172412,287975,545
19930830,44530,3941418,1357
19930830,4514,6950699,197
19930228,69012,95157,1839
19930228,74391,3211397,1289
19930331,79217,3248906,1047
19930331,199905,6153038,616
19930331,80595,3431635,1888
19930331,75679,4259120,1621
19930904,60397,5266673,1824
19930903,57001,3531188,868
19930903,6942,1793471,86
19930216,173271,395215,1572
19930701,191889,582378,1722
19930701,76142,2878092,1762
19930610,25028,3327945,1617
19930610,42698,3023791,1014
19930610,21278,4630381,1847
19930312,84664,4685491,813
19930926,60923,1119048,416
19930918,56185,5309910,1893
19930918,25349,3584718,717
19931107,71060,4900628,1531
19930227,57723,6358163,1942
19930629,160107,2859395,79
19930629,106426,2778894,1995
19930629,95598,5873972,1331
19930725,67971,950095,1530
19930725,179170,2786898,937
19930725,9841,6933326,1155
19930527,23851,4568463,1877
19930709,6751,1299676,568
19930907,191787,9206022,1127
19930907,2046,469279,628
19930616,29781,3353128,651
19930616,108440,3512467,73
19930616,125551,3364357,1047
19930913,82652,2219854,883
19931122,81221,4123614,772
19931122,161439,5093959,1521
19930120,118112,1901975,1631
19930120,56418,2399719,55
19930120,15566,3629822,1536
19930219,52383,4842087,1112
19930912,36252,235273,1094
19930722,28565,3252973,989
19930310,62192,5597821,372
19931215,199457,150975,1373
19931223,80705,834421,1518
19931211,123952,9200023,914
19931211,55363,2429737,708
19930528,75317,767632,1337
19931224,80019,2472549,452
19931224,21645,5220044,465
19931224,182724,1073191,150
19930414,42599,3172592,1080
19930414,155786,541483,1442
19931001,58457,840777,99
19931001,40321,4697155,1148
19931001,167379,1575096,1369
19930527,121114,112375,1189
19930527,156939,6259236,1477
19930728,134469,2652103,830
19930728,12453,3880608,54
19930515,77572,1214862,184
19930515,139273,2338465,1798
19931225,34647,1565823,109
19931225,92332,6099863,1419
19930703,26751,325483,1159
19930730,90453,990206,532
19931225,197131,3216472,752
19931114,89723,6881708,854
19931114,138156,2719079,1970
19931207,19707,3059822,927
19931207,4101,1871496,1184
19931207,114433,1276633,826
19931112,28775,826328,680
19931217,42459,1785447,1414
19931217,46912,5152898,822
19930918,185413,3263536,335
19930918,27159,3831937,806
19931012,88193,347269,1240
19930601,174566,4385216,1273
19930316,908,7977249,1136
19930316,57455,3737342,520
19931017,42722,6199417,1931
19931017,21750,5958117,1827
19931105,167336,6601264,1562
19930525,191835,9537808,544
19930829,138389,6368969,870
19930829,100401,2081079,1301
19930829,83082,2108858,1815
19930116,155363,3510441,244
19930116,15378,5450261,316
19930707,181035,1968676,1411
19930707,89506,6008919,1400
19930707,117415,2268937,1829
19930926,53362,1171985,1269
19930926,29013,2010249,1769
19931028,145754,1603577,419
19930221,150248,4452963,1309
19930802,7455,2967416,846
19930802,57649,2649349,1908
19930802,103967,4487875,1582
19931107,55880,8542349,1617
19931107,125842,6589739,277
19931005,39977,5823754,963
19931005,82409,5096698,486
19930515,71286,2738355,50
19930706,164023,852223,1414
19930713,185163,484286,216
19930414,185084,1020606,853
19930418,136322,5797309,550
19930418,46154,747001,1951
19930418,86137,5448303,1931
19930830,132669,5777135,1985
19930830,151442,3187000,449
19930709,163845,7559006,177
19930120,132933,3892541,1478
19931118,174621,822375,193
19931118,44877,8034446,856
19931118,35593,4643856,106
19930422,77601,7345225,58
19930424,123849,4635279,1524
19931110,33175,3181556,271
19931028,185997,6667650,1540
19931028,6017,913779,865
19930222,84525,585693,1273
19930222,190520,1893971,2
19930806,129606,1427878,1871
19930813,114043,2382568,1352
19930813,94080,1875343,1944
19930813,193525,3806759,1600
19930319,29336,3100058,1961
19930319,192628,337241,1379
19930319,87164,3796525,902
19930222,194194,3787278,1041
19930222,17166,743047,70
19930921,40582,5612229,584
19930728,100842,7480087,1756
19930424,120427,7164729,747
19931022,111903,2064262,440
19930802,129174,5479236,964
19930802,14949,2009327,854
19930924,26414,6502328,1564
19931202,114161,5357554,1125
19931202,66444,684063,814
19931009,38564,7068042,1723
19931213,143287,3389553,1103
19930121,95817,4127768,277
19930121,190794,2239130,248
19930429,169911,4611558,1241
19930429,86557,6570892,13
19930429,148521,5438386,503
19930429,186284,5715437,110
19930717,44828,1930600,491
19930717,14098,2905710,564
19930130,38267,4559498,1114
19930605,27477,137638,1481
19930221,96730,4273656,466
19930221,129514,4042452,637
19930221,22358,126754,1157
19930520,139196,2995335,1926
19930116,195209,6068442,341
19930117,16024,4103187,1233
19930117,101608,6940595,979
19930220,190973,6006152,180
19930117,165890,3604705,1953
19930630,27795,3342212,973
19930630,148686,5099959,1864
19930630,106541,1200891,547
19930911,115368,2169108,275
19930911,177758,3957877,792
19930927,90222,360029,697
19930927,153178,4875433,1939
19930306,148008,1862784,1066
19930306,77451,6080911,1929
19930726,52635,4667632,1122
19930726,22772,5536813,1395
19930726,29078,299099,1503
19930821,91835,8772437,553
19930820,39777,3909085,570
19930820,140330,1329220,195
19930820,115903,3949096,1843
19931004,136023,2283247,369
19931002,90742,3361515,1576
19930921,119584,5556404,1575
19930921,38621,1069899,1998
19930106,183332,2745740,756
19930619,57661,6662404,420
19930926,36136,2206443,1044
19930926,128138,5371194,65
19931103,48676,1733522,658
19931126,181082,1595745,625
19930119,34919,4955501,1165
19930119,181836,3227707,1868
19930828,133002,102465,15
19930806,151469,3725127,1639
19931105,25125,3972603,1920
19931105,198610,3851206,50
19931222,141967,7599895,1012
19931222,95357,1442957,361
19931209,55602,5551286,1237
19930831,37541,1883659,583
19930831,187359,2863773,715
19930104,72226,4462171,1481
19930104,71036,1562910,1931
19931009,40885,3010876,567
19931009,142011,1042479,1680
19931009,26941,7027190,778
19930706,103428,833086,1803
19930706,13799,5874869,457
19931111,197380,7094378,604
19930714,9890,5997233,808
19930714,14565,1304971,1898
19930714,96470,6823484,1433
19930715,138628,8166438,107
19930808,113390,6398055,1688
19930808,130581,4467299,629
19931220,21177,852179,635
19931108,76445,2343954,138
19930529,37508,1717254,797
19930529,182279,6206029,1104
19931019,89923,8535449,1812
19931019,182228,4702379,1445
19930824,68387,1062617,353
19930824,180158,980614,1368
19930919,2030,1370084,215
19930119,140474,6904468,644
19931206,99582,5369464,486
19930717,137052,4636085,1895
19930520,89106,4445010,162
19930520,1493,273320,1955
19930119,19834,6015636,1490
19930509,13362,4874425,1521
19930509,81519,2971009,1179
19930509,20846,2077803,1596
19930818,104338,4687416,1991
19930217,149819,7325735,145
19930611,103965,3246815,2000
19930611,198570,5341092,1235
19930611,160767,1266637,1922
19930123,42875,1068907,1289
19930218,112718,4626187,1803
19930921,175321,4008834,324
19930921,16246,5177779,822
19930427,111358,6173029,509
19930427,191922,394728,1430
19930303,104841,5426769,627
19930303,176902,4897777,403
19930303,126010,820519,1900
19930623,148194,5783636,670
19930623,53593,2550326,1439
19931202,85064,2035176,1316
19931202,153569,1416494,732
19930611,181263,1996226,848
19930531,158516,6079183,1669
19930531,99559,5554672,32
19930107,34451,4208997,1302
19930611,186551,5025640,955
19930611,155820,6550363,1736
19930122,168124,578178,1066
19930122,196476,1220236,502
19930605,1147,3558435,881
19930822,99461,2602539,1037
19930613,116152,2891171,1863
19930505,116894,6621233,920
19930924,153397,1435886,113
19930810,43448,2969332,1251
19931224,100945,7437382,479
19930530,181908,780040,987
19930112,39419,268965,191
19930112,95090,4104895,685
19930627,65075,4741679,1279
19931103,151529,7205590,1188
19930201,145284,6060187,598
19930201,182457,5582045,1438
19930916,48396,3390551,1722
19930628,194551,814547,421
19930628,79103,2938983,114
19930406,142118,2046434,1455
19931212,106530,745217,1051
19931219,78673,3044027,908
19931219,43413,2551407,421
19930707,5922,5141938,1368
19931224,41828,2575088,1812
19930519,49322,747536,1175
19931222,21516,3067646,968
19930325,76873,181287,1359
19930325,143762,2324013,1638
19930707,3620,1659222,486
19930707,27817,8123835,45
19930707,93551,6442318,1603
19930707,103674,4068349,1106
19931017,127064,4127479,68
19930211,143181,3359149,630
19931206,92498,4337325,1626
19931101,69002,2018709,197
19931101,185055,3240022,1367
19930817,148995,6610263,498
19930426,182633,8152673,16
19930426,105737,2028537,197
19930403,83367,6416910,65
19930127,114709,7601517,838
19930728,197261,922258,1937
19930208,78064,1314037,1933
19930208,12042,1402438,1356
19930404,61453,6930805,502
19930730,22615,6178116,1045
19930730,116333,2748585,417
19930227,191598,1324638,470
19930227,178135,5706563,630
19930227,182956,2997256,368
19930721,88804,4695343,1175
19930402,139286,6170503,458
19930402,174245,5093585,1915
19930402,80891,8709904,79
19930204,78384,5946788,1505
19930204,58588,2296671,460
19931121,147116,4061580,544
19930723,166633,7418884,1166
19931205,199492,5557483,1827
19930906,183306,3438517,1198
19930906,23662,6681971,317
19930402,121300,768996,288
19930621,98244,3494421,1995
19930621,122030,3571641,1994
19930621,111849,7294492,1791
19930808,153686,1193420,804
19930117,69121,2009091,1901
19930201,107262,376970,1129
19930727,120381,4078015,223
19931110,123957,588342,1134
19931004,168982,795780,477
19931004,62920,738104,1616
19930106,153019,3431504,675
19930106,184406,4481632,1757
19931229,124671,7477904,1663
19930227,118180,474479,1769
19930909,8367,3249617,39
19930909,93372,2516376,145
19930625,182734,6474825,805
19930711,185775,6678303,1181
19930802,8058,1405602,1160
19930802,173160,2296143,1483
19930510,16333,2448686,549
19930510,26654,6505955,599
19930510,165771,4182325,1818
19930111,147381,1819756,771
19930111,27078,398007,1479
19931224,123293,902974,648
19931004,50901,7985392,1975
19931004,114941,6517192,956
19931004,2031,554219,834
19930702,110541,3840061,1342
19930521,24156,5132872,1862
19930521,175819,1856913,1973
19930309,107808,5460110,387
19930914,157624,4661450,549
19930914,129308,3145329,1656
19930607,28897,8052174,1875
19930326,174664,2192450,167
19931205,173932,4475229,1054
19931109,45438,5752301,1297
19931109,78101,1779435,1935
19931109,42740,166591,314
19930225,96256,981764,1228
19931130,156808,3876919,1289
19931130,29470,6511733,1528
19930208,111125,556698,1750
19930112,180618,1331710,345
19930323,37028,3837884,1309
19930323,64037,3786896,1488
19930520,111999,9556224,1752
19930821,155689,1353871,77
19930821,60791,2231780,119
19930615,21525,1145643,1396
19930615,154069,4512455,513
19930615,24473,1936893,348
19930215,112333,4614481,1027
19930215,169972,5803278,1532
19930128,43382,1414180,223
19930119,180097,5708886,1990
19931106,157801,4736222,902
19931106,152129,701585,357
19930428,82320,505300,1114
19930120,31346,3920156,521
19930120,167016,4776074,1071
19930412,67388,1878556,662
19930412,67169,3747055,1167
19930730,24794,5274966,937
19930110,58904,4610677,112
19930110,83305,3873918,1116
19930422,129883,5195382,319
19930422,14570,3200732,1504
19930616,159292,5694336,1921
19930518,6032,2878814,1254
19930518,1683,3842849,784
19930818,101120,326245,607
19930410,18323,5418361,214
19930223,85268,4421501,1645
19930223,13469,3754761,1985
19930612,154413,2013286,1202
19930612,108766,5853158,1186
19930612,18854,2063597,1482
19930216,31068,1285790,1062
19930817,16511,6155423,346
19930319,159641,841816,1600
19930219,67552,4127097,394
19930219,138155,5786777,1681
19930219,163866,2865842,1580
19930715,144954,1163388,1554
19930715,134223,2926808,1276
19930611,38686,1103157,771
19930818,180337,412443,1764
19930818,180984,7811819,667
19930407,73038,3703402,1407
19930407,142383,1257185,1060
