"lo_orderdate","lo_partkey","lo_revenue"
19930412,35114,1119400
19931113,83320,2149174
19930510,98416,1247509
19930121,136931,1948250
19930209,26502,141421
19931014,42398,1970373
19931203,119471,1180452
19930316,181102,344282
19931221,149355,4222880
19931211,175829,746689
19930207,55812,5370606
19931228,180159,2944220
19931022,107928,7857899
19930328,149929,2350956
19930328,41474,2913037
19930128,84671,6584599
19931128,173417,4337093
19930810,147498,2423328
19930122,192024,541269
19931101,45071,2759646
19931228,96632,5687175
19931222,178432,5127909
19930324,13814,4357536
19930304,101098,107710
19930605,144098,1696003
19930605,35805,2757427
19930909,59641,155262
19930723,77573,921038
19930125,189151,3368247
19930629,166399,2466251
19931203,53587,6944934
19930112,149895,190599
19930128,87637,2090898
19930910,123652,492641
19931027,143100,3215540
19930809,64442,4316364
19931003,166543,3434758
19930714,185846,4497323
19930426,150735,7071490
19930313,146840,5307680
19931219,163807,2750076
19931031,184458,7482424
19930801,155188,5415292
19931027,74635,630974
19930722,62958,8757611
19930912,22216,4796416
19930912,122052,4315532
19931015,162123,464567
19931019,55399,4466778
19930726,157968,9825906
19931220,105582,777914
19931220,107320,780464
19931004,122057,1374709
19931229,94977,9372773
19930721,177347,4144829
19930721,44417,539118
19930722,129403,5246881
19931212,96072,3454138
19930319,119993,3550914
19930318,142550,4682097
19930425,160255,6380277
19930403,116355,2150276
19930721,157373,5887402
19930712,63807,5668330
19930505,41067,1857854
19930320,80327,258849
19931220,171945,3162561
19930307,194734,6918085
19930307,90784,1032921
19930919,147930,8811678
19931114,188499,4714845
19930216,112397,6976480
19930506,122980,4711008
19930303,116158,4832801
19931012,28430,922373
19931012,166181,488894
19930918,147767,8801586
19931015,158145,4168880
19930125,185736,1983863
19931128,82550,4655886
19931117,102185,2303129
19930313,15671,6440293
19930815,128170,5401350
19930815,138325,674843
19930403,20300,2511377
19931027,153430,6105797
19930406,125219,3137897
19930502,84858,3831285
19930813,50508,577566
19930813,12905,881681
19930611,70082,2062076
19930110,20707,6540098
19930703,169532,4971149
19930703,178512,6298419
19930723,50948,930480
19931213,980,8848129
19930316,187658,7789090
19930923,107453,3180860
19930815,39742,5438747
19931127,7806,5598984
19930425,163849,4453091
19930423,185441,2220970
19931125,132767,8030529
19931125,13777,6627818
19930914,67717,7353759
19930829,166347,6580511
19930401,86764,8319611
19930504,177978,7578305
19931127,171212,1397415
19931225,74479,1151148
19930708,44832,1378820
19930327,160912,3253328
19930505,29289,119391
19930207,95675,7292474
19930507,126294,2614174
19930903,105094,5277830
19930628,147106,4680432
19930628,5510,2358239
19930210,20949,1282778
19931207,123734,4002351
19931003,113857,3483522
19930719,137420,2968764
19931113,117846,2374532
19930313,146678,1878165
19930918,129860,5132859
19930220,191066,4040453
19930814,124155,3466701
19931225,156405,2835116
19930906,186620,2196419
19930614,196192,4873222
19930817,89950,7106036
19930817,91787,6556583
19930213,66305,5108083
19930213,105001,1095534
19930902,6680,7382822
19931219,174272,3003528
19931219,187126,118885
19931031,13258,4638150
19930425,134303,4501351
19931107,190082,2297276
19930316,61643,5560077
19931018,114544,5863227
19930827,103564,152053
19931030,144224,5535780
19931029,14226,893932
19930519,48036,97418
19931209,39055,3896676
19931209,54685,973969
19930114,62483,5328039
19930906,45970,5257421
19931029,53398,1324362
19930313,91900,4820561
19930523,149348,2191029
19930408,43045,96827
19931223,119543,5607956
19930920,88135,5114734
19930310,189520,5258301
19930220,175423,6540603
19930814,29031,475214
19931105,95321,1787562
19930409,150746,7668486
19930903,32065,2708014
19930925,16478,3787380
19930506,25288,2615831
19930521,162376,2847972
19930215,6150,3278289
19930614,3695,2036731
19930224,4049,3585336
19931012,61847,1595396
19930211,118697,3328438
19930402,127716,6427315
19930909,195163,5301886
19930411,135465,6986141
19930616,195143,4004144
19930510,60014,4772649
19930126,125102,3905401
19930126,178689,5075009
19931023,46436,5229732
19930213,116762,6101146
19930122,47498,2944463
19930923,86669,6720323
19930324,52500,704462
19931214,159960,2547169
19930913,55858,4046699
19931115,134360,2569805
19930612,114215,2742367
19930830,58525,4506933
19930421,79003,3429144
19930421,187904,6507537
19930606,14452,6627282
19931213,103943,1734723
19930601,102289,4985632
19930705,180288,6370711
19931101,196357,6694130
19931101,171207,991883
19930610,147050,212827
19931226,24427,5767860
19931226,125318,5342343
19930709,95318,5477816
19930525,59506,5401833
19931112,861,4614311
19930122,64289,5592135
19931129,33202,2312402
19931220,142664,2843295
19930728,163717,5464998
19931120,50830,6564139
19930228,157978,1396675
19931016,56784,2388350
19931030,36053,4210385
19930522,114479,5618434
19930904,73777,4289386
19930326,86404,3951516
19930929,130804,177975
19930709,3432,388610
19931009,186720,885292
19930909,18688,6455640
19930830,120501,5516959
19930830,43905,8070448
19931019,122265,124864
19931019,86569,1232003
19931002,1544,3291494
19931219,150756,3329840
19931127,66532,6230887
19930522,10027,1762534
19930709,79870,5801192
19930304,114564,1237591
19930215,80771,1907677
19930529,77638,5066615
19930601,55164,3582431
19930404,185216,4845706
19930107,4093,3481838
19930519,68195,3384882
19930703,66804,3991383
19930728,129303,2455428
19931009,188216,6325418
19930627,99411,5472390
19930317,9143,1134206
19930510,173453,4786947
19930528,183398,5747793
19930529,9723,5657374
19930103,181643,4780702
19930314,78051,1411856
19930103,54380,4530220
19931123,33811,7865603
19931123,75453,5039571
19930708,148812,3609971
19930213,8847,7300782
19930213,183554,4011997
19931213,47571,5450147
19930629,53168,4944315
19930614,153771,1593024
19931107,8983,7416561
19930814,121012,5113399
19930527,70927,2442623
19930527,191448,1791908
19930209,49866,3698906
19930119,96766,3419754
19930821,70314,3178667
19930518,60257,3069904
19930717,133234,1366073
19931028,114792,4603700
19930420,51688,3084238
19930622,34084,1975075
19931115,148449,5336876
19930323,115593,3822009
19931109,127565,5150339
19930218,191514,7788329
19930821,164451,4850955
19930624,148823,6536395
19930731,71786,1218141
19930123,70315,4737652
19930319,73932,6415360
19930617,76232,2511910
19930312,45271,3371500
19930522,135127,5407344
19931212,164591,1460230
19931212,24626,6990194
19930120,357,6098147
19930627,105097,1282832
19931022,189530,4712832
19930131,84680,645895
19930722,57965,3045968
19930118,43078,4043437
19930225,87427,5267300
19931129,187269,4784885
19931129,131844,1299957
19930120,152516,4260073
19931220,71248,473065
19931105,148924,1546769
19930326,115219,241905
19931112,69502,2739933
19930704,50741,3647391
19930625,139583,7389229
19931123,173333,1531493
19931205,96582,312558
19930117,2610,2347570
19931202,96804,6812426
19930226,84342,4419364
19930810,158211,248765
19930221,70347,3961241
19930808,177540,8006823
19931221,77438,6165613
19931004,64563,6223279
19931015,65293,5795683
19930201,6455,5282426
19930201,123889,2999395
19930215,40765,6519414
19930919,194559,1944574
19930125,92919,4122077
19931013,181971,3621439
19930208,47956,6903722
19930821,182739,2677943
19930324,125273,508921
19931219,163197,4990352
19930510,90333,2489183
19930510,39229,1272191
19930411,50415,3443564
19931213,81769,7132596
19931213,89632,7384903
19930301,130726,695661
19931105,112526,150774
19931006,180509,7400712
19930125,104177,1489455
19930817,102607,7887040
19930802,148233,4058936
19930517,20142,4018075
19930730,83470,6409802
19930420,135793,8064963
19930112,198442,3202574
19930913,39554,1303869
19930917,78762,344670
19930601,134375,414354
19930601,32824,3443367
19930110,178313,3994451
19930915,120008,1309672
19930209,99802,176576
19930923,13100,4765622
19931030,95097,5297728
19930108,30389,2742991
19930504,77586,773972
19930424,45700,6191123
19930418,10802,4028505
19931207,148265,1019089
19931207,33317,3517122
19930905,108252,5988708
19930325,55149,2295507
19930331,162401,6310180
19931030,169116,2581169
19931129,3839,8539867
19931120,51301,4858924
19930910,186357,7144582
19930529,101915,8265715
19930409,122189,1079161
19930816,27920,6632184
19930914,110576,7853521
19930223,72148,4237489
19930107,117629,1452318
19931010,177001,2091320
19930924,174947,588384
19930913,80663,3905336
19930401,90070,3290457
19930216,156306,1888147
19930228,138399,1849920
19930913,166326,6478464
19930307,158954,8967692
19930706,10724,7209115
19930914,111754,1557391
19930605,192796,6848752
19930205,180917,9494068
19931105,58881,3245548
19931202,31840,6945612
19930921,27624,7680519
19931002,165667,2744533
19930703,49781,3222712
19930616,86953,752700
19930420,78405,6710873
19930128,64882,5016126
19930512,69753,5969328
19930423,183880,190496
19930504,164234,1511139
19930504,12865,2787684
19930416,162883,7437153
19930416,163911,7038579
19931030,20016,3521269
19930328,18169,107628
19931216,81155,1462225
19931005,19030,2348849
19930701,162957,5344787
19930208,41097,513854
19930214,196433,4946176
19930717,1147,4778470
19930921,182550,6239606
19930124,93962,1328096
19930301,170168,1941434
19931216,138093,3510903
19930728,120922,3580801
19930411,179742,180352
19931118,171229,1656480
19930419,16171,4007308
19930630,60250,5152034
19931203,63201,2371475
19930417,22339,367047
19931007,61990,5112261
19930404,169109,4665276
19931120,167834,4659483
19930421,26200,891950
19930902,21481,3436076
19930223,77494,3605150
19930517,177427,4021314
19930517,541,3673043
19930325,160712,7470199
19931212,142536,5205991
19931212,179982,8689183
19930427,25739,5490279
19930427,188910,4265673
19930807,126234,2869543
19930309,26839,6992686
19931203,97251,6055260
19931203,111663,3248840
19930906,163170,3708142
19930906,187798,4854023
19930430,30630,2141184
19930411,186549,7853863
19930123,48010,3066590
19930919,185023,4191639
19930214,5182,1065436
19930901,123626,7113161
19931023,64689,5238858
19930814,64083,615683
19930814,32349,2982959
19930930,97743,3714739
19931211,106234,3969976
19931129,158676,7235308
19930808,22797,3876406
19930515,167429,2962911
19930826,158852,8052321
19930119,195291,137242
19930418,81739,3372630
19930418,49920,2591709
19931112,154970,9624682
19930218,98172,5160449
19930805,95514,6881856
19930705,74368,2213551
19930307,118010,1396037
19930121,161373,2782677
19930917,199507,5089392
19930917,29535,4204665
19930917,81894,8006298
19931211,186122,4735830
19931215,174559,5821972
19930104,40119,2516445
19930915,3250,4633758
19930522,5839,4400461
19930906,3525,3779863
19930619,100162,5292476
19931127,94785,6627900
19930403,33442,2995708
19931116,132236,2485730
19931116,81874,7716707
19930121,115399,1801932
19931005,163235,5912139
19930725,28627,4620191
19930514,25219,4106569
19930514,42923,7420763
19930505,99585,3571643
19931221,92735,3217033
19931230,64118,3393496
19931019,70230,2495278
19930116,84347,1054421
19930708,126277,4902901
19930312,18064,2406047
19930902,190982,1407553
19930704,147891,1919501
19930526,122674,997641
19930718,102195,1066696
19931114,112178,4948726
19930830,166463,1514165
19930326,106226,3107658
19931023,89132,2856639
19930305,17049,1874117
19930305,127126,4697810
19930305,29389,3197071
19930305,131401,3790130
19930710,142143,4341167
19930307,32227,1574220
19931106,138872,9458806
19931221,88108,3083329
19930612,147707,687842
19930626,51152,1310542
19930829,141514,4828303
19930701,122080,2836753
19930204,182029,2263147
19931014,107197,4530162
19930105,25694,2670868
19930719,43423,937364
19931117,48203,2707622
19930903,27850,1568063
19930508,51426,4409121
19930228,46937,8206399
19931211,41489,6372788
19930516,84609,4841356
19930627,186826,1312194
19931123,53191,4883402
19931223,79769,6954818
19930705,25713,6676104
19930722,47557,4021662
19930202,44509,1691874
19930616,163179,2434653
19931123,84963,4199801
19930109,162278,3449854
19930505,116182,118619
19930222,101728,7885793
19930222,168921,5018578
19931029,3715,7692109
19931008,150995,7089355
19930712,153379,561489
19930814,171612,4289838
19930329,10881,5854071
19931025,119790,7166768
19930626,48061,2397526
19931201,137163,2211894
19931204,21697,7931581
19931015,85687,331190
19930906,11522,3973717
19930526,148598,6683508
19930420,47826,6538300
19930103,97855,6786989
19931020,51747,4994295
19931007,48753,4002516
19931007,187669,5623068
19931026,65951,7623710
19930330,33867,7412339
19930921,82999,3845060
19930926,108218,4044040
19930615,48859,2505680
19930410,167718,1060711
19930824,127394,5628704
19930824,47693,2251026
19930102,77902,4237294
19930907,99847,548511
19930729,163929,5129776
19931223,178255,258650
19931125,1423,2697843
19930827,76145,1318460
19931227,41821,5873716
19930913,186385,1284514
19931206,29100,4991135
19930727,90288,2277894
19931207,150292,2367799
19931028,84977,4948088
19931226,22192,2426705
19931226,54830,8395840
19931231,189245,1438310
19930408,16845,7861330
19930918,139984,6545551
19930324,160049,3733028
19930214,158996,8055560
19931130,13637,1519617
19930609,150912,2284827
19930501,56983,2304696
19930726,46795,4483367
19930726,128937,2697255
19930508,56345,5175429
19930104,149249,2518585
19930511,125314,2728174
19931116,41376,2683482
19930112,94265,1246667
19930723,48531,2899878
19930101,79074,4540837
19930105,122584,2544822
19930105,17364,3425075
19930502,18921,7212486
19930503,4443,4835962
19930503,72798,2920032
19930612,158802,2553017
19930928,18155,4311916
19930908,154238,626731
19931029,7912,529593
19930703,164300,2779079
19930708,61931,1298549
19930715,84660,5802360
19930625,43950,551139
19930502,52157,1398638
19930617,149183,4541815
19930112,111450,7234177
19930107,170492,2296860
19930907,112293,3798393
19930316,7414,4402938
19931203,17187,2164192
19930312,170516,6753773
19931021,9724,3169416
19931021,131453,436428
19930510,138905,7239083
19930217,85959,4574522
19930628,80712,2298700
19930912,167616,3266203
19930209,10604,749727
19930605,54884,178371
19931101,131725,7478357
19931224,177352,3679146
19930528,179066,2443558
19930126,42316,3986326
19930923,122489,3518725
19930111,89092,104865
19931216,52485,5494048
19931002,5081,97621
19930904,40331,2491806
19930227,96383,535199
19930726,96965,4229985
19930107,40093,3707760
19930407,112930,9232803
19930108,23809,168081
19931213,41910,898176
19930530,101782,8476522
19931111,18430,5606771
19931111,130230,488969
19930103,70497,3273970
19930926,108987,2542878
19930303,140406,1417472
19930810,59295,491681
