"lo_discount","lo_extendedprice","lo_orderdate"
5,3194970,19970815
4,5609730,19920713
4,3682822,19930711
6,3749816,19970503
5,3138954,19960625
6,5235219,19940711
4,5354316,19970831
6,5153247,19941127
5,4393785,19941127
6,4855851,19950925
6,4979096,19950925
5,5343165,19920521
4,4148276,19960101
5,3124413,19951231
4,5567250,19970108
6,4008940,19940615
6,5060913,19940615
6,4278177,19940914
5,4810540,19940914
5,4365984,19920520
6,4537166,19950801
5,4200476,19950801
6,3485092,19931004
4,4074455,19931004
4,5405455,19931004
4,4862660,19950409
4,5677939,19960507
5,6660260,19970209
4,5019233,19950613
6,3151521,19960904
5,5711040,19931215
4,4387170,19950213
4,4996145,19930319
6,5199068,19930907
6,3555616,19930302
5,5408632,19920720
5,3007031,19950509
5,3873178,19940416
6,4612288,19971128
5,4715620,19971128
4,5380453,19921009
4,5506607,19950101
6,3485152,19941008
5,3480480,19960919
6,4771740,19920919
6,5931844,19970311
4,4748924,19920508
6,4562379,19980715
5,3802680,19920307
6,5873010,19950331
6,3500432,19921027
4,4240378,19931209
5,6089376,19970901
4,5390688,19920723
5,4928976,19970109
4,3784378,19920327
5,6111840,19980618
5,4773021,19971023
4,4204959,19941116
6,6320055,19931009
6,3587100,19960516
4,3182868,19950827
4,4094552,19960709
4,4346118,19930803
4,5353722,19970108
5,6005952,19930310
4,3303480,19960812
5,3907489,19950304
4,4360290,19930508
5,3196896,19950128
5,3850700,19940429
4,4006110,19930830
4,3321084,19930830
6,3821715,19970722
5,3888675,19980721
5,4405590,19980721
6,5286062,19980721
5,4545720,19980302
6,3349294,19980409
4,4905012,19960417
4,4093696,19980310
6,4829583,19930928
5,4782029,19920128
6,6401792,19980613
6,5399400,19960128
4,2972943,19940724
5,6162397,19940724
5,2810782,19920619
5,4324509,19951011
6,3651414,19930809
4,4762602,19930809
5,4515735,19941221
4,4389308,19960118
4,5531490,19970309
4,5061933,19980623
6,5070195,19940719
4,3956526,19930326
4,4862620,19950824
6,4319579,19930509
5,3907728,19921204
4,4822710,19960109
6,3692906,19970426
6,5349862,19980705
6,6583368,19980105
5,5176194,19930515
4,4778124,19950129
5,5675790,19970723
6,4276192,19920421
5,2581878,19921112
5,6044352,19920112
6,7094255,19921021
5,5489019,19920805
4,4867317,19940709
4,3593898,19961126
6,4171186,19961126
4,5027484,19960611
4,3953027,19920110
5,2829627,19940804
6,3256740,19950218
6,3472812,19970424
6,6483290,19970424
6,5157012,19941009
5,4854087,19950914
6,3472054,19930505
5,4743680,19961229
6,5177160,19960412
5,3785341,19960412
6,4249457,19920925
6,5732490,19970123
5,4884110,19970301
5,5803776,19930419
5,4641248,19960425
4,5108584,19940102
4,5359072,19940331
6,5068950,19950113
4,3622593,19940904
4,5338262,19961124
5,5664260,19940312
6,4865520,19930806
5,3285016,19940219
6,4271289,19960414
5,6438988,19941120
5,5272715,19940806
5,4719087,19970412
6,3219476,19930504
6,5337816,19970818
6,5163444,19971207
5,2955216,19960518
6,4403322,19970528
4,5744639,19970528
4,3614962,19921118
6,3957770,19930606
5,4929015,19930606
6,3025569,19930722
6,5654180,19930524
4,4261579,19930524
6,5483373,19980423
5,5275363,19940319
6,5249145,19921206
5,5103812,19921206
4,4039490,19960928
4,4032305,19970315
6,4516236,19941213
4,5315220,19920331
4,4284990,19941023
6,4035696,19941024
5,6527301,19980224
6,5748414,19920415
6,4006761,19920415
6,5418118,19940301
4,4354980,19940301
4,4840164,19920112
4,4046163,19970814
6,4874184,19931210
6,4162235,19950427
5,4744075,19950708
5,4947644,19940622
5,4624900,19970612
5,4406840,19950526
5,3273632,19951007
5,4397760,19921006
4,5910695,19930314
5,4700360,19970624
5,4420470,19960822
4,5385010,19980530
6,4947954,19960915
6,5500530,19930520
6,5431091,19940922
6,5207300,19940424
4,5626670,19970412
5,3579016,19960325
6,4697771,19930901
5,4785536,19960216
6,4155624,19920404
6,3224133,19920404
4,6803440,19920616
6,3411210,19951102
6,3096090,19950610
4,4908482,19960512
6,5721078,19930608
5,3338638,19950117
5,5233935,19960622
6,5694421,19920301
6,4158770,19920511
6,3683427,19970217
6,4080944,19940529
6,3673984,19931215
6,2931628,19970314
4,5976960,19970314
6,2789262,19980518
4,4067280,19950420
6,5314716,19970428
4,5809580,19960730
6,3890898,19960730
6,6323730,19920311
6,3762675,19970713
5,5751406,19921009
5,4513879,19931111
4,5123720,19960430
5,3917378,19940225
5,3196177,19920528
4,2842058,19950511
4,4832658,19960211
5,2702673,19920326
6,5050452,19920720
6,4987917,19940622
6,4401072,19950303
6,6684298,19940209
5,5245259,19980511
6,5332425,19940111
4,5540776,19920719
5,4928010,19980316
4,6454338,19920828
5,5688672,19951203
5,5309340,19960919
4,2931120,19960919
6,5823296,19930822
4,6604290,19930430
5,4843812,19930404
4,4611343,19931221
6,6943965,19980708
4,4501910,19970503
4,6348936,19940628
6,5497065,19980629
5,3582096,19950816
5,4263864,19940924
6,4890529,19980321
6,3527199,19980723
5,5662870,19971106
5,5074980,19941202
5,3396224,19920805
4,3084960,19980218
5,3119284,19970428
5,5883614,19930904
5,5251014,19930908
6,4134032,19961207
5,3805496,19970926
4,5307776,19950105
5,3031756,19970831
4,3972745,19960803
6,4130022,19920706
6,4452760,19940620
4,3570070,19960714
6,4114476,19920125
5,3335388,19970303
4,4177152,19930827
5,3825393,19960103
5,5036662,19960517
5,5774340,19930330
4,4086159,19980220
4,3247134,19960827
4,6229888,19930331
5,5193465,19970408
4,4014630,19970408
5,3391551,19970422
5,3531472,19920118
6,4988760,19920118
6,5761074,19930626
5,3898552,19931212
5,5290425,19931212
6,4441726,19950317
5,4268088,19950317
5,5714074,19950317
4,6345514,19980330
5,3048786,19980703
5,4480709,19960326
5,3506825,19971225
4,4481979,19980513
5,2883843,19930428
4,4595137,19930621
4,4904690,19921116
6,3379770,19950830
4,3584868,19980602
6,5345757,19931213
6,3608648,19960725
5,3360741,19960505
4,3011200,19940531
5,2724400,19931123
6,3615535,19940429
4,3851978,19961110
5,6015730,19961110
5,4570816,19950201
5,4935046,19960830
6,6084375,19970706
6,4609088,19980714
6,5264764,19930926
5,5184844,19920101
4,3357570,19930326
4,3996706,19950719
5,5129043,19941113
6,5599804,19920408
5,6165856,19951203
5,4083537,19960223
4,4509986,19970805
5,4414390,19930815
6,6908755,19930815
4,3443013,19940311
6,4819322,19940311
5,3852331,19930330
5,4176960,19950128
4,4510566,19940812
4,4943775,19930507
5,5750555,19980216
5,4899356,19920109
5,4833401,19940929
6,5234176,19920112
5,4145622,19931103
4,3747870,19940317
4,3332448,19940426
5,5307520,19960425
4,3599910,19970328
5,2662254,19920427
4,5374752,19961002
5,3667170,19960225
4,6891185,19920402
4,3026744,19961210
4,3775596,19941221
5,5016072,19970412
5,5477665,19930825
5,3654812,19960702
5,3535390,19970602
6,3391902,19970408
6,5346398,19970408
4,5398260,19941022
5,3651534,19950616
4,3205602,19950616
6,4081088,19950202
6,4426620,19970121
6,4683888,19940813
5,3744799,19961113
5,4564936,19960118
5,3844863,19970303
4,4827282,19960429
4,3205617,19920529
4,3841596,19920101
6,5813676,19920819
4,4081088,19951213
5,3774004,19920607
6,5002346,19961119
5,3251993,19971216
6,3282132,19980609
5,4159323,19960227
4,3794784,19960227
4,4115988,19961026
4,5390564,19961023
5,3099150,19920806
6,5849328,19970529
5,6214272,19950326
4,4980696,19980430
6,4010160,19980430
6,4967872,19980223
5,5428104,19980223
4,4169074,19951020
6,4764340,19921031
5,3192476,19950807
6,3597132,19950503
5,4729174,19970215
6,4714816,19920512
6,4883517,19921130
4,4137245,19940101
4,4556628,19950929
4,5358720,19950909
6,5987850,19960221
5,4462171,19930218
6,5238632,19930218
4,4042260,19980426
4,6033125,19941001
5,4039506,19970128
4,3117790,19940305
5,3785661,19940305
6,3087270,19970403
5,3891082,19970306
4,6609294,19940910
4,5153868,19960319
4,4492710,19980328
5,5011132,19960827
6,4855795,19950917
4,4294342,19950917
5,3602882,19931123
6,4309020,19950628
4,6222475,19960930
4,6721392,19950512
4,3664572,19950512
6,4151875,19920420
6,5044800,19950206
6,7059255,19950801
6,4676511,19921029
5,6857301,19930719
6,4016412,19980619
4,4691960,19960107
6,3105987,19980622
4,5006365,19930204
5,4054804,19920618
4,4156488,19930507
5,7083790,19970506
5,6642405,19970506
5,3873178,19930424
4,3427029,19941210
6,2995616,19931108
4,2969973,19960722
6,6150028,19970908
4,5641713,19960301
6,3353035,19970917
4,3632132,19970901
5,6187137,19971229
5,4617667,19940704
4,4124778,19930214
4,5951535,19950527
6,2727530,19970210
6,4264704,19950608
4,3201030,19970425
5,3118959,19950806
6,5845600,19970112
4,5381120,19960729
5,4659372,19930827
5,6388701,19951225
5,3744596,19950620
6,3593667,19930227
5,4375552,19960220
5,6754685,19950815
5,3494496,19931120
5,4936830,19970924
4,4833600,19960229
4,5198160,19950208
4,3738796,19970222
5,6071850,19970911
5,6616196,19950529
5,4673405,19950529
5,5619401,19920704
5,5098184,19920327
5,5116617,19920327
6,4288284,19920731
6,6493388,19961105
4,5376020,19961105
6,5768780,19940722
4,4189955,19970826
6,4592588,19940927
4,3970560,19930724
4,4644669,19961204
4,5876760,19961204
4,2570427,19931214
5,2789852,19980602
6,6754580,19980602
6,4013792,19950811
6,4450166,19950811
5,3687104,19931024
6,3304224,19970801
4,4936715,19980527
6,4440192,19960110
6,4708480,19961020
6,3405483,19961020
5,4116492,19940109
6,3808442,19940109
6,5480178,19971002
4,3584288,19961022
5,4611064,19920821
5,4321216,19971031
6,4437020,19940523
4,5486238,19950525
4,3212216,19920331
6,3811502,19931118
5,5557308,19960126
6,3955770,19950720
4,2889243,19931118
4,3800580,19960718
5,6344230,19950207
6,4269942,19951226
5,4393585,19970915
4,6029380,19950904
5,4161974,19941015
5,6035390,19950525
4,4232466,19971114
5,3968620,19940718
4,5785712,19960903
4,6816762,19960903
6,4324712,19940511
4,3254464,19920805
4,3127086,19960716
5,5397192,19980601
5,3702564,19950804
5,3090090,19950804
5,5633320,19960314
4,6051441,19961018
4,2618174,19970731
4,4500704,19970320
4,2943720,19920109
5,5928818,19950819
5,6506150,19950819
6,6271872,19921220
5,5745184,19950711
6,4789470,19960905
5,4052382,19950805
6,6236983,19971030
4,5105484,19920802
4,4009140,19940622
6,6807045,19960715
5,6106135,19960715
6,6327335,19950407
4,3571392,19961106
6,5139372,19980128
5,3564477,19980521
5,5285310,19940921
6,3278968,19941207
5,4162544,19940110
4,4918620,19980627
6,2743487,19931203
4,5243980,19931203
6,3612240,19951002
6,5108296,19960616
4,4304847,19921124
6,3970053,19950716
5,5332980,19980125
5,2656854,19980125
6,3519306,19921130
4,4216212,19971009
4,3432429,19980622
5,3167032,19971110
5,4746488,19980326
4,3501630,19950313
4,5166150,19980314
6,5782397,19920627
4,4302340,19960331
6,2727108,19960331
4,5533275,19960108
6,3874497,19941211
6,6371008,19941211
4,3621513,19950414
6,4759263,19920330
6,5189340,19930610
4,5146855,19930211
6,4587072,19960505
4,3073971,19920512
5,5203802,19960901
5,5318649,19930122
6,4343898,19951013
4,3973185,19970419
6,2856546,19970419
4,3251394,19961120
6,6645936,19921005
5,3011216,19921229
5,5311746,19960305
5,6140574,19960911
4,5054944,19960206
5,4867722,19930510
4,5282240,19960503
4,5569245,19940731
4,5456836,19950614
6,5063070,19960305
4,2769052,19920523
5,3488034,19920523
6,4775680,19980521
4,3814080,19940922
5,4634454,19940614
4,4676292,19970302
5,2621700,19980710
5,6027486,19960715
6,3877996,19930911
4,3732909,19960603
6,4868985,19950525
5,4364308,19940215
4,2928042,19960206
4,3899718,19940729
4,4871960,19920719
4,4686400,19920719
4,4769137,19920724
6,2872746,19920523
4,5694048,19960611
5,5738640,19931005
6,4274276,19971221
4,5489325,19930103
5,3990924,19940822
6,5374355,19950916
4,4379859,19920731
5,5299728,19920706
6,3589299,19950411
6,5801248,19950411
5,3967954,19920522
5,5318310,19940221
5,3301624,19960914
6,4883571,19920512
6,2905227,19920621
6,2862030,19970425
6,5555144,19970425
6,4897680,19921106
4,3570000,19961116
5,7045255,19971008
6,4092066,19921109
6,3912468,19921109
4,5677997,19920215
6,4952528,19940926
6,3438390,19961201
6,4407148,19980407
5,3472160,19970630
6,4097816,19941204
5,3347392,19941212
5,4005778,19961208
6,3328650,19960315
5,6503962,19970113
6,5693135,19950108
6,3524570,19941021
4,2854278,19930403
5,6206673,19941112
5,5146206,19940830
6,5134887,19941007
6,5521455,19980511
4,4657818,19931211
5,3937896,19930225
4,4031928,19960825
6,4329504,19960825
4,4263895,19920430
6,3588210,19970623
4,3202006,19960128
6,5300992,19930618
4,3599224,19921218
5,5687400,19920712
6,4848046,19950826
6,4513239,19950430
6,4113128,19980208
5,3119312,19920226
4,5244602,19920602
6,5321435,19940522
4,4696579,19941224
6,4121442,19961013
5,5897674,19961013
6,5546520,19961013
6,5682810,19950406
4,5335275,19931208
4,6534304,19940717
6,4695012,19940717
5,5486478,19960330
6,5160470,19970730
5,3292832,19930826
5,5225948,19980330
4,3180896,19930529
5,5597763,19960821
5,3677088,19960821
5,4990816,19930404
6,5367068,19980212
6,4658908,19980212
5,4000147,19960626
4,5555370,19960715
6,5711079,19970709
6,3683556,19940131
5,5136285,19930122
4,3878004,19930709
5,5820010,19930922
4,4210050,19921122
6,4238355,19930815
5,5378157,19940829
6,4043270,19970428
6,4955520,19940830
6,4417364,19940830
4,4314057,19930331
6,3137355,19920908
5,5732910,19940904
5,3833928,19970719
4,3955666,19920826
4,5114163,19931112
6,3289005,19931112
5,5763100,19970128
5,5412680,19970128
6,3487903,19980620
4,4316116,19950704
6,3700684,19940315
6,3570600,19940621
6,6102144,19950127
4,4434612,19960716
6,4641504,19940816
4,2965424,19980601
6,3372786,19920612
4,2973159,19950521
6,4495650,19980426
6,5594204,19960828
4,5954656,19960908
5,3652141,19950728
5,3340768,19980610
4,4534964,19970220
5,4774440,19950126
6,5327883,19970205
6,4558560,19971208
5,4938780,19941208
5,6652404,19980218
6,3768466,19941216
6,4022116,19971002
5,4114350,19920312
4,6702290,19930406
6,3363450,19930406
6,4930560,19961202
5,4430016,19960629
6,5218641,19931201
5,3679995,19931201
4,5972580,19920616
5,5193320,19970517
5,3360896,19971006
4,3937982,19970105
4,5044980,19970710
4,5143110,19961004
6,4100978,19930423
6,3660608,19950527
6,3253851,19950227
5,3978340,19950227
4,3747808,19970214
5,6039600,19930411
6,4809486,19930411
5,3475255,19970510
6,6333418,19950409
4,5129487,19930825
4,3082167,19960313
6,5579808,19960215
5,3932658,19930324
5,3331536,19941101
4,4705506,19970120
4,5131392,19941108
5,6081009,19960107
6,6137845,19960526
5,4881195,19980711
6,4198012,19960910
6,4650556,19930424
5,3950596,19941124
5,2591973,19960702
6,3885525,19931010
6,5402160,19950409
6,5647394,19920623
4,3616224,19920623
6,3194316,19920329
6,5892530,19920329
4,5296815,19940210
4,3643218,19940210
5,4261260,19960627
5,2865287,19950903
4,5377168,19960829
5,4430888,19951101
5,3689532,19920717
5,3347616,19970324
6,5105728,19970412
5,5286008,19940812
6,4049430,19930331
5,3798780,19940216
6,5053995,19940216
6,5777343,19920327
5,3426430,19940309
5,3533120,19951014
5,2796000,19941222
6,4302020,19920127
6,4188459,19950520
4,5265645,19950426
4,5554336,19940320
5,3357672,19961121
5,5843810,19971127
5,3344309,19971207
5,4325360,19930413
6,4393095,19950514
5,4650756,19921210
4,5678550,19980705
6,6364392,19920619
6,4638016,19950413
6,5288460,19950413
4,4298756,19950131
4,6013546,19950131
6,5948912,19941207
6,4299134,19950203
4,2832246,19941026
4,4540211,19921105
6,4098848,19921219
4,3454638,19930624
6,6213669,19930624
4,6291072,19920702
6,5384496,19920702
5,4981690,19950904
6,5791380,19920801
6,6008772,19920907
5,3786720,19930811
5,3658808,19970719
6,3654435,19970529
6,4929314,19940222
4,3526198,19930305
5,5602144,19971009
6,5414178,19950721
6,4726770,19950721
4,5407215,19960520
6,5369220,19950812
6,4455940,19950905
4,4825688,19950905
5,3641740,19961124
5,4670150,19970709
5,5065950,19930320
5,3315420,19960131
5,4597620,19960517
5,5153365,19970220
5,3732291,19931110
4,2886489,19921006
6,2774200,19970318
4,6114592,19920917
6,2972732,19971019
5,4058086,19930523
5,4926662,19960206
4,5619376,19940505
4,4714816,19931109
4,6687975,19930311
5,3630750,19921012
6,5637504,19960302
5,4294290,19951231
4,3758832,19940106
4,3766022,19980528
6,5426925,19980307
4,5065830,19980307
4,5418206,19941124
5,4929260,19950721
6,4895550,19940412
6,3832437,19940412
5,5067088,19951206
6,3262194,19961011
4,3271577,19920220
4,3016208,19970529
5,3065738,19950923
6,2878428,19971018
5,4415192,19971018
4,4505411,19921222
5,4882192,19961128
5,3584282,19960602
6,4598906,19931009
4,5679296,19951105
5,3783672,19951105
6,6431568,19941203
5,3297483,19960521
5,5067252,19950927
6,4859211,19970107
6,5712525,19970220
5,3848460,19971231
5,3892525,19940210
4,3948105,19950612
5,3360150,19950921
4,5618550,19920123
4,4597410,19930911
6,3342450,19920320
6,4859487,19950608
5,6983396,19950312
6,4193280,19960306
4,2979038,19940507
5,5535360,19940507
6,3515177,19940507
6,3924369,19920621
4,2862756,19931125
6,3995306,19961104
5,5498700,19920826
5,5983354,19950416
4,4046544,19960630
6,5824249,19960612
5,3891564,19971020
4,4010688,19951215
6,5823840,19961002
4,3785312,19930202
5,3186390,19980103
5,4536168,19940520
6,3859080,19930205
5,4868010,19950815
5,4975764,19920805
5,4487188,19920805
4,5484780,19971016
5,2553174,19971224
4,3934582,19940128
5,4779328,19940116
4,3486700,19950625
6,3367702,19920611
5,6602426,19950515
4,3594004,19940723
6,3631370,19930727
6,4423350,19930331
4,5324211,19930612
5,6023848,19951002
5,5083540,19960430
6,3906780,19980331
4,2802982,19980707
5,4931619,19970319
6,6873580,19970509
6,3692541,19970509
4,2902716,19970516
6,3414600,19970516
5,2839304,19951115
5,4582230,19960119
5,5212960,19970810
5,5264740,19930515
6,3850696,19950112
4,4399866,19960303
6,5496008,19920227
6,5020505,19931228
4,3606420,19971215
5,3138940,19960707
6,3313200,19941129
4,5627430,19930204
5,4174550,19960327
4,3730188,19960327
4,5775392,19940902
5,4304190,19960309
6,3393964,19921009
4,4413366,19970526
5,4343264,19970430
4,4535584,19980222
4,4650382,19950714
5,5680448,19920720
6,3699640,19940825
5,4903710,19960317
5,5105920,19960405
6,3568188,19941111
5,3325200,19931211
6,3407024,19930215
6,5581949,19971123
4,3943080,19970425
4,5753916,19960407
5,4627230,19971213
5,4064031,19950331
5,5723430,19950331
5,3109362,19930918
5,5569311,19930918
5,3122560,19960922
6,4026048,19971224
4,4718336,19950326
4,4673504,19930425
5,3443391,19940131
5,5062064,19940131
5,4135274,19930929
6,4548672,19930929
5,3757696,19960410
6,4863190,19980116
5,4700358,19971113
4,3540324,19960917
4,3141502,19960807
4,6222160,19920630
6,5489418,19920605
6,3669732,19940817
4,6214248,19930726
5,6092192,19951213
6,3181275,19930727
5,4317820,19920614
6,2992808,19920223
5,3184216,19920223
4,6439090,19970316
4,4158385,19921108
5,4697576,19960216
6,3225856,19930724
6,3959025,19921018
5,6378230,19970430
4,5329692,19940503
6,4753890,19950715
5,6001450,19951013
5,5977024,19951013
4,5378016,19961219
4,4156348,19920116
5,3750599,19920116
6,5700965,19920330
4,4839375,19920318
4,3812012,19931021
6,6092450,19950920
6,3747750,19950702
6,4286672,19950702
4,4270630,19920830
4,4267748,19980623
4,4725764,19950804
4,6561422,19931016
5,4971200,19940714
5,5939321,19920603
6,3174400,19920603
4,4181716,19940531
5,6418880,19930218
6,3475494,19980209
6,4318646,19960804
4,5143962,19920101
6,3216213,19930317
5,4609072,19920427
4,5463480,19980716
6,3509319,19940914
6,3545745,19971023
6,2381574,19920810
4,3278178,19980708
4,6642650,19961113
6,5942940,19940401
4,4955172,19940618
4,4865481,19980209
6,4716279,19960528
5,3675035,19950331
5,5236472,19940215
6,2575827,19951215
4,3050338,19970804
5,5149881,19920408
6,2991624,19940515
6,6313335,19961021
5,4533690,19951002
5,5762720,19960725
5,3996600,19950515
6,5077540,19930216
6,3051177,19921112
5,3951605,19960226
5,6233852,19930303
4,5189049,19940802
5,5117891,19920707
4,5414636,19930413
6,3915184,19940415
4,4812088,19950503
6,3375936,19960502
5,4167666,19960502
4,4498284,19970918
4,4965818,19920402
4,4983715,19971229
5,4788706,19940124
5,5805065,19940124
5,4896248,19980420
6,4671498,19921030
4,5704544,19920128
4,4426720,19921108
4,4974496,19940817
5,4740896,19931210
5,3348540,19941223
5,3086512,19930602
5,5335820,19920508
5,4056900,19930724
6,3590848,19950418
5,5412610,19930520
5,6264160,19961122
4,5310846,19970128
5,4358536,19940924
4,5408460,19970411
6,5091606,19930811
5,2901990,19930811
4,3290504,19951004
6,5083616,19940613
5,4270366,19920111
5,6423014,19920111
5,4228455,19960921
6,4918680,19950719
5,4494568,19970401
4,3698672,19920818
6,3264331,19960110
6,5254038,19950123
6,4147920,19960726
6,5200538,19920919
4,3992248,19940706
6,2983743,19920723
4,4328395,19920731
5,5445939,19920316
4,5276285,19920316
4,5218920,19940928
6,3271693,19930906
6,3159086,19930906
5,6377152,19960313
6,4637520,19930529
4,4145823,19970708
4,4029231,19950404
4,4576290,19950404
5,4461684,19920906
4,4629664,19961106
6,5435370,19961106
5,4192972,19930411
4,5187201,19940325
5,5335391,19971214
4,3335121,19930830
5,4298314,19951030
6,3392160,19970612
6,4176864,19980602
5,4060957,19960330
6,3030060,19951004
6,3692338,19930307
5,3510270,19940710
6,4750872,19961214
5,5100940,19970206
6,3619520,19950119
4,5486478,19950208
5,4264110,19930612
6,4955398,19951016
4,6456056,19920116
6,3593680,19950121
5,4360191,19920309
6,3864861,19971017
4,4862295,19940706
5,3334752,19970524
4,4515966,19970524
6,3519058,19940516
6,4913480,19940516
4,6050952,19920108
6,6517698,19970504
5,3729800,19970504
4,4298960,19930221
5,3984960,19930221
5,3578960,19920405
4,4674417,19950627
4,3916137,19930119
5,4762784,19980404
4,4101557,19950923
5,3451245,19971215
5,2692116,19971215
4,4856057,19940421
6,3064959,19930103
6,5548504,19950707
4,5041696,19961202
5,2881200,19960823
4,6379695,19960722
6,4383050,19930613
4,5955845,19980225
4,5107808,19960803
4,5316003,19971125
4,4376752,19950106
5,3672783,19980727
5,4501000,19920122
5,4172242,19941213
4,3668035,19980729
5,6926150,19940503
5,5759285,19920724
4,5333240,19941117
6,5612880,19970414
6,3792228,19920831
4,4794390,19940220
4,2795970,19921027
4,4492455,19921215
5,4392108,19950521
5,4419756,19951125
6,5353322,19931229
4,4056492,19931229
5,3400700,19970922
6,3874992,19920201
4,4565596,19980122
4,4747588,19960912
6,5874592,19950716
5,4459595,19970203
4,5142984,19980401
5,4255518,19951014
4,2605330,19951014
4,3811815,19960331
6,5374074,19960331
6,6208959,19931028
4,4066020,19961106
6,3929926,19970428
6,5618910,19950419
4,3026828,19950419
6,4199584,19930324
4,6396704,19920927
4,4526352,19970414
5,6068469,19940617
4,4339647,19940829
4,4031274,19951110
5,3529602,19960725
6,4945752,19960725
5,2818634,19980219
4,5660423,19980717
4,6276204,19970524
5,4763088,19920305
5,2763930,19920305
5,4403612,19960706
5,5287030,19960830
5,4957645,19960302
6,6131136,19980421
5,5156052,19930201
5,2802856,19930304
5,5515307,19940915
6,5188890,19940226
4,3444268,19941122
6,2959281,19960315
5,3804720,19970324
6,5414534,19950405
6,3042150,19920627
6,6246339,19920127
6,3169790,19920127
6,5015218,19940511
5,3905253,19921130
5,3484899,19950723
5,3549140,19921202
6,5924526,19921007
5,2889027,19950622
6,4814040,19921013
6,4756509,19970310
6,4882251,19971008
4,3901144,19961009
6,6243300,19960906
4,5726850,19960713
4,3745358,19931124
4,4536633,19930831
4,3552588,19920326
4,5996128,19951031
4,5531744,19971220
5,6256404,19920117
4,2759589,19950426
6,3609696,19940306
4,5190270,19930719
6,4627476,19921208
4,3587136,19970208
6,4138108,19970208
6,6330660,19931115
5,3924129,19960919
6,5121387,19960919
6,4705632,19950325
4,4616406,19940617
6,4473898,19950722
5,3977827,19970324
6,5468645,19961119
5,4396916,19961013
5,4014789,19970529
4,4259331,19970618
5,5242512,19930912
6,6457770,19920907
4,5061616,19940814
4,3510605,19940103
5,5309220,19940103
5,4931190,19970316
6,6287648,19951006
5,3455676,19920324
6,6368571,19980716
5,6041607,19980714
6,5408539,19970721
4,3893374,19970721
4,6217580,19940620
5,5600770,19980204
4,4264348,19920903
4,3185494,19950128
5,4134960,19930806
5,4154930,19960106
5,3516660,19950201
5,3303333,19950201
6,5259492,19930528
5,3251097,19970306
6,5207100,19941222
6,4898982,19930617
6,3289650,19920122
4,3777600,19961025
4,3976050,19960407
4,4644321,19930305
6,2632581,19930101
4,3745451,19951220
6,4999768,19921120
5,4465426,19950329
5,5136320,19970426
4,5433648,19950109
5,3384909,19960128
5,5183130,19940325
4,3622640,19930919
5,5358649,19930329
5,3518280,19950528
5,6054335,19921219
5,3537480,19940820
6,3120312,19950321
4,5205849,19951016
6,6645765,19951016
6,5359230,19951016
4,3773034,19970615
4,5840580,19941127
4,5605775,19940604
6,5560439,19940806
4,5013402,19940430
6,4078178,19930912
6,3964672,19921026
