"lo_custkey","lo_orderdate","lo_revenue","lo_suppkey"
12541,19930716,2919516,582
29975,19931118,3175286,954
1970,19930903,2062828,124
1970,19930903,2938483,1217
16811,19930826,2297313,1485
16811,19930826,1690168,827
12793,19930821,2191397,791
12793,19930821,2864894,1018
21400,19930601,1896265,1687
17419,19931009,1441481,1922
17419,19931009,3228434,931
20411,19930121,3773869,1466
5252,19930211,1494707,469
5252,19930211,3439133,1734
29218,19930323,1705161,250
7172,19930430,1417928,1444
15832,19931114,1539395,567
15995,19931026,3543390,1353
3292,19930922,2800591,1731
10970,19930911,1453805,1283
20716,19930709,1969689,1345
13852,19930711,2955926,525
8593,19930118,2699641,12
8593,19930118,1719754,8
3217,19931124,2100559,543
28540,19930919,1454916,345
23533,19930405,1952414,672
23533,19930405,1983971,1549
24908,19931213,3487440,1540
24908,19931213,2301818,1214
1417,19930816,1681343,434
1417,19930816,1707959,1098
2338,19930628,3399719,45
8686,19930609,1682342,1145
22747,19930815,2434938,797
22747,19930815,3047442,1230
8284,19930208,2504917,1372
13552,19930103,2710769,643
16505,19930509,1590340,1867
16505,19930509,2104672,1191
15064,19930708,2300971,1561
15064,19930708,1447824,1657
14615,19930831,2075531,272
10568,19930324,2679106,1535
12673,19931110,2080666,54
8251,19930510,2382696,1266
8251,19930510,2999690,845
13663,19930801,2393928,1385
22294,19931025,1407774,922
22294,19931025,2705705,69
22294,19931025,2098527,1842
6595,19930825,1808089,1363
6595,19930825,2204275,1047
17890,19930315,2557907,1380
7349,19930604,2071266,1715
7349,19930604,2354234,801
5752,19930315,3637588,298
25078,19931108,2400666,837
25078,19931108,3703898,1215
5875,19930905,1961694,909
5875,19930905,3559651,683
5875,19930905,3716485,302
23005,19931213,2578828,1436
21580,19931210,2104930,807
251,19931206,3860901,341
251,19931206,2264576,1103
15502,19931014,2841888,518
15502,19931014,3668874,1989
22393,19930515,1534107,1139
29267,19930402,2124252,622
17035,19931019,3087544,1933
24259,19930109,1424854,1404
23011,19930220,1809658,806
4288,19930214,3067847,74
5962,19930105,1561343,642
5962,19930105,2946615,113
16012,19930705,3179081,479
18736,19931226,3023869,183
7891,19930731,2171174,837
7891,19930731,3083357,1147
7891,19930731,3388173,881
3235,19931109,1877063,237
10660,19930124,3568964,1866
21469,19930225,1374618,919
21469,19930225,2153260,1123
21469,19930225,1857916,861
12799,19930913,1782585,1946
658,19930301,2374621,1899
17585,19931209,1284139,96
29317,19930801,1923180,797
29317,19930801,2593683,1466
2227,19931110,2006340,288
4870,19930530,2216948,1256
2323,19930223,3462479,102
949,19930606,2347785,1938
949,19930606,2267519,1804
15988,19930129,2315384,1744
15988,19930129,2259795,1693
15988,19930129,1539237,543
15988,19930129,2656611,214
15988,19931116,2157845,433
15988,19931116,1687807,1775
15988,19931116,3928480,1713
23615,19930214,2205910,428
23615,19930214,3142475,210
23615,19930214,3358815,1040
23615,19930214,2211557,770
12772,19931130,2320768,1877
12772,19931130,1626970,94
10253,19930809,1764919,1232
25211,19931203,2699337,686
17656,19930902,2796684,629
18658,19931209,1842791,63
18658,19931209,3046775,837
24457,19930113,2094219,469
21310,19930531,2970307,1436
6965,19930414,1626951,107
13673,19930508,2738943,885
25492,19930121,3155415,780
5969,19930828,2494308,1069
5969,19930828,1165474,1815
16205,19930310,2552747,1454
16205,19930310,2304345,1585
25990,19930929,3081154,284
25990,19930929,3372715,595
25990,19930929,1531316,882
17980,19931006,2571384,1384
20240,19930723,2286148,1532
20240,19930723,2612072,1485
20240,19930723,2010481,1844
17602,19930227,3592559,1128
29239,19930608,2388874,84
7717,19930420,2491923,1089
7717,19930420,4052801,1290
3263,19931017,1834849,521
28036,19931224,2586143,234
19136,19930624,1908690,1737
19136,19930624,2604382,1877
27055,19931027,3243602,1887
27055,19931027,1882234,1292
26737,19930629,3860707,453
26737,19930629,1869203,1527
11249,19931213,2717218,1743
29582,19930910,1921266,98
23366,19931204,2274307,1706
7477,19931115,1836488,1131
965,19930210,3784588,915
965,19930210,1979543,12
8683,19930729,2523752,1568
8683,19930729,1543947,541
1550,19930703,2307941,101
1550,19930703,2719656,1520
1550,19930703,2590387,906
2435,19930111,3440634,146
2435,19930111,1759275,199
19037,19930607,1761241,977
19037,19930607,2238085,954
4126,19930610,1538941,30
4126,19930610,2075743,1047
5471,19930620,1946934,1871
5471,19930620,2239304,1948
23483,19930618,1703590,881
23483,19930618,1943163,1446
1780,19930807,3620725,1012
22973,19930705,3367281,1819
6364,19931023,3627059,1172
16282,19931011,2990211,789
10016,19930211,3091312,574
28987,19930516,3050303,170
4432,19931122,2104242,1010
4432,19931122,2540537,172
4432,19931122,2173224,857
4432,19931122,1857965,952
3904,19930509,2422759,631
10126,19930617,1950480,178
13021,19930927,1404585,304
13021,19930927,3082515,136
13021,19930927,3358501,448
19862,19930806,3237499,1425
16934,19930425,2779824,314
16934,19930425,1669381,1506
8576,19931015,1944885,1676
8576,19931015,1937376,236
8576,19931015,2295082,1686
9008,19931111,2156763,1654
4633,19930707,2078226,324
27431,19930107,2485917,1617
27431,19930107,3446315,1352
9772,19930121,2597294,593
9772,19930121,2056282,975
27844,19930328,2010975,687
27844,19930328,2158632,1566
27844,19930328,2104691,53
23606,19930929,2310633,1774
14000,19930313,3012027,837
28867,19930606,1786932,519
28867,19930606,2136861,860
28867,19930606,2123161,444
26996,19930416,2257707,1116
26626,19930203,2107786,1758
13673,19930922,2620671,1781
13673,19930922,3350303,149
6934,19930305,2654529,419
18484,19930327,1552184,1159
20551,19930406,1964178,302
10939,19930701,2140688,1817
17684,19930316,3723984,1343
22667,19931102,2899308,1049
22667,19931102,2322378,39
64,19930801,2237363,891
14812,19930424,1548702,1361
47,19930504,2526940,675
10889,19930430,2304454,953
27089,19930831,2662155,1246
26251,19931018,2719111,1884
6295,19931021,2205116,1635
25513,19931204,2454747,319
21376,19930914,2265360,71
21376,19930914,2652935,1958
15998,19930424,2292735,263
26735,19931116,2017936,868
26735,19931116,3191445,198
8083,19931128,2270823,948
23278,19930118,2201204,1270
23278,19930118,1597596,1316
29836,19930327,2727616,741
29836,19930327,2286216,269
17155,19930131,2496410,1633
17155,19930131,1685802,125
17155,19930131,1680414,810
2524,19931030,3152663,514
548,19930123,1957651,1803
548,19930123,1952115,1391
548,19930123,3056389,1401
14704,19930226,3597126,1124
20077,19930920,1747027,612
24128,19931031,3067334,33
3106,19930916,2133028,1349
14909,19931108,2854460,1556
14909,19931108,1544792,1304
14909,19931108,2760395,1635
26135,19930222,2760607,1617
26135,19930222,1492530,1902
26135,19930222,2474217,1405
26135,19930222,3388977,1022
10826,19930911,2407070,1451
16667,19930102,3517375,612
16667,19930102,2118216,29
26872,19930904,1439098,894
23380,19930716,2073071,97
23380,19930716,2371954,547
11680,19930902,2789844,818
24893,19930921,2748753,144
20896,19931020,2244322,590
20896,19931020,1566527,748
20896,19931020,1822564,1712
3076,19931204,1723441,775
29396,19930626,1985117,1544
17578,19930621,2159511,1418
10666,19931004,3068532,843
20683,19930407,2951550,359
11815,19930403,3442372,37
11815,19930403,3172896,652
11815,19930403,3208908,1020
11863,19931017,2245087,229
9574,19930330,2363923,1597
329,19930924,1641996,295
6758,19930219,3722770,1623
12700,19930217,2276339,1067
18496,19930322,2590581,1332
29026,19930505,2005141,757
12866,19931017,2235785,873
12866,19931017,3342150,231
15427,19930711,2364654,1384
5569,19930519,1874601,552
28352,19930503,2103393,692
21305,19930117,1510046,954
22174,19931212,3263508,278
29323,19931121,2697824,485
29323,19931121,3272888,1466
29323,19931121,1798169,607
29323,19931121,1831204,1866
8917,19930805,2825121,853
23414,19930902,3189047,1671
6028,19930820,2904045,960
5921,19930322,2567413,1102
20233,19930519,4017133,1645
20233,19930519,2928579,513
22405,19931121,2269640,564
4360,19930917,3707034,19
4360,19930917,1149886,1365
15094,19930429,1275475,998
8371,19930312,2336486,1089
8371,19930312,2884912,81
8371,19930312,3060648,440
14923,19930825,1638469,461
14923,19930825,2169086,1186
18541,19930831,3319709,1838
12593,19930228,2113996,919
26903,19930701,1867355,1861
16189,19931211,2352378,404
16189,19931211,2850967,277
16189,19931211,2198890,1979
16189,19931211,2982080,462
5161,19930427,3310755,1339
3319,19930108,2319007,257
26176,19931109,3423512,923
29113,19930301,3668981,1106
29113,19930301,2922704,1796
20488,19930504,2575719,894
13930,19930817,3862577,297
13930,19930817,2627174,1713
10168,19930405,1819445,1984
10168,19930405,3591536,335
21746,19930906,2526560,1168
2311,19930101,2754194,1344
2311,19930101,2821459,228
10699,19931106,2191416,1191
10699,19931106,2327863,1165
28043,19930325,1746354,295
5519,19930126,2581943,903
5519,19930126,3329782,460
5519,19930126,2785034,997
5519,19930126,2123518,657
3082,19931123,3437280,1604
18416,19930814,1675575,589
18416,19930814,3387212,1194
18416,19930814,2270418,1976
18563,19931102,2067019,1334
11461,19930619,2515795,1604
11461,19930619,2006404,1745
25721,19930713,2630995,471
25721,19930713,2251840,307
29308,19930828,2097931,514
29308,19930828,3910480,1690
20872,19931106,3315849,569
20872,19931106,2166150,1578
20872,19931106,2221334,935
17965,19930501,2363551,1395
18961,19931225,1757875,1699
18961,19931225,2086994,1185
18961,19931225,3353748,405
5152,19930128,3233395,1994
11024,19930404,3455210,427
3544,19930712,3105408,1970
27076,19930306,1975092,206
27232,19930623,2048437,1261
2060,19930629,2028672,1949
18340,19930212,2172120,1709
9664,19930213,1786576,1764
3539,19930902,1849764,1116
3539,19930902,2113742,1822
8425,19931017,2187001,1335
9580,19930109,2024947,941
9283,19930929,1936332,1697
19676,19930412,2671360,857
19676,19930412,2455269,719
19676,19930412,1323443,138
19676,19930412,2811117,1838
23935,19930504,2135122,1921
19954,19930320,2615156,597
3994,19930912,1713618,37
20870,19931218,2149918,1698
20870,19931218,1900151,462
239,19930620,3159840,101
3379,19930818,2674914,403
3379,19930818,1670805,61
20353,19930909,2183085,1215
20353,19930909,2079565,706
25009,19930205,2795135,1356
25009,19930205,2583574,437
25009,19930205,3019788,1058
8344,19930403,1739092,301
8344,19930403,2915702,1901
14326,19930422,1892707,1587
14326,19930422,2495241,1146
29396,19931219,2499148,382
29396,19931219,1447547,1793
2192,19930228,2102060,1722
2192,19930228,1485948,183
2443,19930331,3431635,1888
2443,19930331,1865131,1099
26450,19931110,3225828,307
26336,19930610,3023791,1014
17362,19930926,1818984,390
16735,19930918,1752056,847
16735,19930918,2076525,969
19216,19931107,3253448,1411
2686,19930629,2778894,1995
23192,19931110,1960902,224
6200,19930725,2249396,644
15452,19930527,2348786,181
14251,19930709,1605937,1515
14926,19930519,3450824,1706
14926,19930519,2810646,211
4891,19930108,2889322,1131
20350,19930210,3263668,1824
8500,19930616,3353128,651
8500,19930616,3250628,84
8500,19930616,3213354,1340
8500,19930616,3364357,1047
3953,19930913,2219854,883
3953,19930913,1786832,1293
5071,19931122,2465154,1386
5071,19931122,2786047,1709
4412,19930120,2795258,1861
4412,19930120,1901975,1631
4412,19930120,2338954,1750
4412,19930120,2399719,55
21004,19931110,3332726,870
29186,19930912,3438918,221
29186,19930912,2330398,772
18676,19930722,3252973,989
10369,19930414,2365956,1547
10369,19930414,2022960,1784
20078,19931223,2178291,63
20078,19931223,3185860,571
1316,19931211,2429737,708
394,19930414,3172592,1080
11177,19931001,1246503,1160
27242,19930228,2473380,1181
14515,19930728,1156231,542
14515,19930728,1960380,1144
14515,19930728,2652103,830
21253,19930515,2338465,1798
25225,19931126,2506869,370
28831,19931225,3229919,84
18437,19931212,2564153,436
27689,19930901,1885301,1176
5692,19931207,3059822,927
5692,19931207,1871496,1184
13930,19931020,2915792,127
20782,19931217,1785447,1414
19310,19930918,3263536,335
17722,19930601,2723399,1459
19886,19930316,3339372,44
19886,19930316,1873280,269
19886,19930316,2212405,1805
8249,19930318,1882438,1173
7892,19931015,2071065,1091
8791,19931018,2411285,1562
24043,19931105,1408117,1566
1027,19930829,2081079,1301
1027,19930829,2108858,1815
26914,19930116,3892917,665
24029,19930707,3572641,502
24029,19930707,2386832,1849
24029,19930707,1968676,1411
24029,19930707,2569422,995
24029,19930707,2268937,1829
24029,19930707,1507194,93
26986,19930926,2010249,1769
26986,19930926,2300054,238
26986,19930926,3578256,203
26608,19930221,3560703,1443
20494,19930802,2967416,846
20494,19930802,2649349,1908
8698,19931107,1496188,661
13072,19931005,3120051,1377
18733,19930311,2329707,356
18733,19930311,2952216,700
23501,19930515,3015277,1903
23501,19930515,2738355,50
23501,19930515,1953881,1148
21796,19930519,2713977,1091
16600,19930414,1993704,1587
14572,19930418,2612640,1701
14572,19930418,3515040,1739
14572,19930418,3756240,1359
27935,19930830,3395007,287
27935,19930830,3187000,449
21998,19930120,3892541,1478
5702,19931016,1607798,1977
5702,19931016,3419878,1673
23623,19931110,2086155,314
13775,19930222,1893971,2
13775,19930222,2225776,571
17104,19930806,2203632,1729
17104,19930806,3540359,990
6176,19930813,3047073,1059
6176,19930813,1273422,1424
6176,19930813,1875343,1944
6107,19930222,2855862,424
21619,19931022,1963456,1094
15895,19931215,2887033,299
24131,19930802,2362514,1618
24131,19930802,1376654,1577
23507,19930924,1120907,1886
4534,19931213,3340060,1633
20251,19930121,1948911,1523
20251,19930121,1241713,707
20251,19930121,1964844,821
20251,19930121,2239130,248
22132,19931018,1751211,180
22132,19931018,1109619,61
2902,19930605,1628362,1943
2902,19930605,1906769,962
2902,19930605,2543349,1559
10418,19931027,1927800,1809
1538,19930221,2291803,654
20641,19930116,2101545,1244
28684,19930109,3479205,410
6823,19930117,3604705,1953
6823,19930117,3320193,413
29824,19930630,2928043,567
29824,19930630,3342212,973
29824,19930630,2862786,1793
988,19930911,2169108,275
988,19930911,3957877,792
988,19930911,2549867,562
988,19930911,2359152,600
526,19930306,1862784,1066
24946,19930726,2353678,968
24946,19930726,2645909,796
21661,19930821,1802081,724
15539,19930603,1496436,1862
15539,19930603,2407217,1569
23305,19930820,3949096,1843
7508,19931004,2283247,369
4510,19930126,1491868,716
23248,19931002,3361515,1576
23248,19931002,1272496,1524
23248,19931002,2674572,468
20825,19931207,4217268,1271
20377,19930106,2745740,756
20377,19930106,1562857,960
20377,19930106,2876329,156
20377,19930106,3482245,1310
17359,19930926,2206443,1044
9044,19931126,1595745,625
9044,19931126,2222000,658
25903,19930119,1431939,1657
25903,19930119,3227707,1868
25903,19930119,3304422,1302
29371,19931105,2158171,1300
29371,19931105,3020236,1050
29371,19931105,2248191,273
7285,19931222,1997328,1333
3331,19930827,1356746,1959
29612,19930831,2962711,621
29612,19930831,1883659,583
29612,19930831,2863773,715
7531,19930104,1562910,1931
8707,19930702,2070219,1445
8707,19930702,2745506,1171
8707,19930702,3791808,1083
12601,19931009,3123279,869
12601,19931009,3010876,567
1795,19931111,2940707,120
1795,19931111,2282321,1742
28624,19930808,1814095,1931
8872,19930616,3493009,1394
8872,19930616,2741745,1438
25246,19930425,2486784,1324
17239,19931108,2343954,138
3757,19930618,2341166,89
2209,19930529,3268483,701
2209,19930529,1717254,797
5539,19930104,1970677,1179
5539,19930104,2104802,1949
2521,19930919,2762797,1416
2521,19930919,1370084,215
26167,19931210,2172392,165
17476,19930717,3680759,1874
17476,19930717,2675285,120
15955,19930602,2781327,1491
6868,19930509,1219811,1005
6868,19930509,2971009,1179
6868,19930509,3334082,472
6868,19930509,2077803,1596
6868,19930509,3077370,187
24475,19930217,2001321,144
20470,19930611,2924451,1964
20470,19930611,3246815,2000
20470,19930611,1975403,846
19219,19930707,2481011,1116
2528,19930123,2133933,496
10991,19930921,1367987,1584
9325,19931104,2070557,1972
9325,19931104,3789028,344
23566,19930606,4080215,643
29932,19930303,2135864,528
5317,19930623,1719357,1002
5317,19930623,2550326,1439
23086,19931202,2035176,1316
19457,19930611,1996226,848
19457,19930611,1804381,1041
15968,19930919,1425705,741
7652,19931006,1915939,1378
1319,19930107,2078949,1098
1319,19930107,2214758,1871
15655,19930611,3223260,815
21796,19930122,1960992,85
101,19930831,2177914,17
101,19930831,3585141,721
24520,19930822,2602539,1037
21386,19930810,2969332,1251
21386,19930810,3695328,788
10370,19931224,2118080,1855
10370,19931224,2569240,958
12877,19930530,2266076,299
233,19931224,2658222,1587
18070,19930112,3562959,1870
18070,19930112,2195915,453
6931,19931103,2669278,1612
2035,19931222,2699879,281
7399,19930620,2589524,1385
23572,19930406,2046434,1455
23572,19930406,2033445,619
5053,19930119,3410916,1710
5053,19930119,2887088,179
21302,19931212,2409846,1214
21302,19931212,2194627,889
5924,19931219,2923220,519
5924,19931219,3044027,908
5924,19931219,2551407,421
15484,19931224,1585468,1940
15484,19931224,2786835,127
15484,19931224,2575088,1812
9725,19930519,2993697,887
6865,19931222,3067646,968
9907,19930325,2324013,1638
27730,19930707,2128695,9
13102,19931101,2018709,197
9559,19930817,1917156,595
9559,19930817,2878186,94
2539,19930426,2028537,197
4336,19931004,2079925,285
5636,19930127,2067874,531
5636,19930127,2277765,679
25009,19930728,1707724,1953
6710,19930208,1314037,1933
6710,19930208,1402438,1356
3892,19930730,2748585,417
19246,19930227,2735309,1305
19246,19930227,2144478,1571
19246,19930227,2997256,368
11950,19930730,3125222,61
11950,19930730,3464199,1513
6649,19930204,2296671,460
7075,19930723,2630690,596
7075,19930723,1908739,1934
2722,19931205,1914511,1219
11096,19930117,2009091,1901
11096,19930117,2197917,1717
11096,19930117,2794179,1133
5083,19930201,2224597,1974
8729,19930727,2169415,1490
25678,19930507,2965876,767
1805,19931002,4159932,1132
1805,19931002,2211292,191
17455,19931229,3826958,597
12001,19930909,2516376,145
3175,19930711,1617287,222
8473,19930802,1405602,1160
8473,19930802,2296143,1483
29147,19930510,2448686,549
29147,19930510,2521677,883
29147,19930510,2308363,1788
18158,19930111,1819756,771
8069,19931224,2466825,517
8069,19931224,2163143,1492
11582,19931004,1772787,1040
13474,19931218,2800551,522
13474,19931218,2095280,1466
19850,19930702,2751812,466
19850,19930702,3203058,1291
19850,19930702,2085837,563
13537,19930521,2814947,1110
13537,19930521,2028395,1514
26611,19930814,1646304,1951
4652,19930128,1699178,1612
4652,19930128,2032853,639
19219,19930901,2383289,1409
14455,19930309,3197546,355
23138,19930914,3282926,1094
23138,19930914,2456741,653
14275,19930607,2282212,397
20813,19930709,2995473,171
2347,19930326,2192450,167
22973,19931205,2194986,1318
769,19931109,1779435,1935
12310,19930125,2460714,1520
18353,19930225,2960304,768
19682,19931130,3876919,1289
19682,19931130,3468426,220
12625,19931130,1520996,998
13486,19930323,1646449,135
10967,19931108,2609509,1664
10967,19931108,1529708,988
10967,19931108,2119786,1991
10967,19931108,4105537,719
1993,19930520,2902590,1120
1993,19930520,3132656,540
1993,19930520,1833326,1039
13166,19930821,2692054,1998
13166,19930821,2231780,119
28174,19930615,1936893,348
3439,19930215,2639829,1747
12262,19930428,1621968,913
12262,19930428,2167063,782
9523,19930120,2250763,652
28681,19930413,1482083,501
14836,19930412,1878556,662
26941,19930730,1883668,1804
22462,19931221,2198358,408
29206,19930422,1898457,60
29206,19930422,2261450,35
29206,19930422,1883281,1922
29206,19930422,1546601,664
29206,19930422,3200732,1504
21407,19930616,3460644,1298
21407,19930616,3124447,1222
26818,19930518,2897460,1886
26818,19930518,2566680,245
7721,19930923,2613110,1853
3457,19930223,2190879,1146
25064,19930223,2685999,423
25064,19930223,2480544,359
10310,19930612,2013286,1202
10310,19930612,2860246,1371
10310,19930612,2063597,1482
12365,19930216,3398078,688
12365,19930216,1881849,51
12365,19930216,1285790,1062
16351,19930102,2168075,1010
16351,19930102,2220484,1150
7262,19930319,1326495,106
6523,19930119,2734572,986
3661,19930219,2865842,1580
10640,19931204,2558916,1525
26485,19930527,3836778,787
5414,19931203,2034995,356
23140,19930823,1725440,1686
28144,19930624,2993841,597
11768,19930715,2111175,581
13810,19930218,2372500,1145
5266,19930417,2508595,651
1831,19930820,3800152,1697
1831,19930820,2813773,516
1831,19930820,2084872,1018
16843,19930521,3975158,1476
16843,19930521,3408390,1476
16843,19930521,3123877,1710
15037,19931025,2508966,1265
25792,19931015,3055136,1256
25792,19931015,3590681,1354
20282,19930930,1795478,743
3907,19931013,1402086,525
1901,19930519,3690771,338
1901,19930519,2036514,1560
15382,19931117,2142354,1636
28768,19930702,1731440,496
6823,19931004,2909093,759
6823,19931004,1859961,1599
6823,19931004,2079974,1805
9494,19931008,2305900,1047
14980,19931220,2930136,1373
14980,19931220,1283101,737
14980,19931220,2170707,444
15571,19930811,2389790,1590
25756,19931202,2033170,766
14194,19930915,3227058,529
14194,19930915,2795302,1255
15448,19931122,1836249,402
15448,19931122,1507532,193
4793,19930429,2461844,1917
21839,19931225,2902604,891
25582,19930813,1793988,726
24196,19930516,3253512,1555
13894,19930423,2836488,757
28468,19930514,2711543,169
28468,19930514,2514165,180
26578,19930218,3143130,955
26578,19930218,2628312,14
26578,19930218,2061732,993
8842,19930426,2505402,1057
403,19930910,2047456,388
403,19930910,2530422,1713
2137,19931103,1499156,533
9442,19930815,2153894,1139
9442,19930815,2772341,1138
9442,19930815,2066478,1055
4093,19930425,1752195,1111
4093,19930425,2241423,1289
4093,19930425,2576243,268
4954,19931106,1912453,1698
18715,19930909,2201295,1218
26716,19930713,1438943,172
13151,19930424,2086487,1579
28838,19930512,2499459,19
28838,19930512,2475251,1447
4714,19930911,3262992,960
16091,19930703,2590110,674
27005,19930502,3811139,1940
27005,19930502,1866427,1226
23416,19931202,2279907,1955
23416,19931202,2254786,1525
17815,19930223,2515111,23
17815,19930223,2037333,1788
2986,19931108,2750022,368
2986,19931108,3273076,1121
16870,19930729,3275220,1781
868,19930703,1968350,735
21670,19930705,2136762,278
28729,19930425,1921670,256
10192,19930525,2923854,1728
19099,19930805,1679577,1513
28258,19930422,1684341,1987
23918,19930404,2336789,918
23918,19930404,1720414,75
23918,19930404,2011675,316
8041,19931209,2009605,1446
8041,19931209,2422376,86
8041,19931209,2320711,612
23677,19930608,1839409,799
3058,19931030,3545551,1845
3058,19931030,3720145,944
17123,19930712,2174233,6
20426,19931216,2991751,375
20426,19931216,2059220,1925
8095,19930804,1945307,749
10303,19930925,1523343,847
19450,19931026,2762426,1207
19450,19931026,1651843,207
21361,19930730,2461078,1374
21361,19930730,1544242,21
4933,19930716,1979611,1575
23885,19930623,3205428,1208
18611,19930505,1831784,729
5084,19930911,2384006,644
18064,19930527,2538419,901
21035,19931003,1294304,1007
1033,19931126,1679689,775
1033,19931126,1675264,488
9973,19931007,2214452,85
16567,19930215,2527004,113
16567,19930215,2925732,1068
11863,19930716,2667216,917
10034,19930201,2453495,1771
9353,19930402,2338983,1319
2701,19931020,1650731,1525
2701,19931020,3241048,945
20905,19930911,1856284,215
4180,19930413,3096363,1282
4180,19930413,3177463,1082
4180,19930413,1428489,7
2039,19931226,2308820,459
15749,19930506,3915965,472
15749,19930506,2204541,40
11585,19930622,1457803,1458
12220,19931021,2683247,1864
12043,19930325,2093150,1105
11752,19930508,1864619,804
11752,19930508,1767547,1807
11752,19930508,1177331,673
13033,19930906,1902571,580
2306,19930813,2365416,931
2306,19930813,2247923,722
119,19930605,2227046,1778
22421,19931015,1404126,26
25033,19930701,1927184,1742
20395,19930503,2626573,1904
29854,19930429,2351439,970
27418,19931026,2604242,488
20515,19931125,2407205,983
27671,19930326,2356500,1026
5959,19930710,2596961,1416
9625,19930123,1767982,1386
9625,19930123,2757474,1648
7892,19930419,2330954,1078
7892,19930419,1559976,1681
17554,19931217,1245756,1666
1268,19930328,3077830,1457
10981,19931227,3410926,1854
18538,19930407,1883749,329
3205,19930923,3168820,1307
26591,19930213,2105671,1913
26591,19930213,2712930,675
23312,19931211,1990825,1362
1615,19930330,2479494,1932
24280,19931228,2274319,1840
1885,19930807,1881390,719
1885,19930807,3548860,1595
15728,19930815,1807362,488
15728,19930815,3004263,290
4439,19930823,2693664,415
4439,19930823,3180752,1664
7903,19931027,1342320,830
7903,19931027,1922205,260
11165,19931030,3248331,1416
8231,19930712,2611846,44
8176,19930914,3255644,274
24170,19931120,2855117,877
24620,19930524,2017390,358
20258,19930609,1479029,1984
20258,19930609,1878091,868
24713,19930730,1905047,1977
24713,19930730,3202573,741
24713,19930730,2473409,1498
24713,19930730,2142678,1514
24442,19930514,2347570,1801
24715,19930813,1901963,867
24715,19930813,1625702,733
20980,19930226,3036376,1893
20980,19930226,1321232,1373
19166,19930416,2993600,1052
13825,19930225,3185816,65
18673,19931129,2179730,712
7259,19930310,2229108,965
7259,19930310,1945814,1019
7259,19930310,3900205,1056
3142,19931018,2068542,998
18190,19930617,3844743,1785
18190,19930617,2493010,391
21473,19931214,2138223,788
17375,19930624,2785697,522
6988,19930808,2777812,407
22612,19930527,3253140,1969
2456,19931230,1309380,690
2456,19931230,1456671,1496
14017,19930420,1926768,562
12490,19930217,2997762,1849
12490,19930217,3113209,500
14059,19930426,3467136,68
17884,19931028,2857843,688
29897,19930427,2944314,1244
29897,19930427,2736483,246
29897,19930427,2048529,1560
29897,19930427,2494109,27
18670,19930801,2431214,1024
12179,19930327,2605230,47
16597,19930624,2410848,1804
16597,19930624,1660631,1437
16597,19930624,3521440,1895
20770,19931121,1464867,635
23164,19930314,3083921,86
23164,19930314,2355480,965
19921,19930101,2136309,1428
6011,19930320,2459421,1580
6011,19930320,1515919,1809
27920,19930211,1526137,1322
27920,19930211,2236533,724
27920,19930211,2594390,1524
