"d_year","lo_partkey","lo_revenue"
1998,571409,1292371
1998,469128,3511817
1998,633305,5405048
1994,498736,780619
1992,639437,1772803
1993,342643,910240
1993,298232,852542
1997,656240,3081436
1994,594336,6088829
1994,551348,1880686
1997,382548,316322
1992,746996,2629289
1992,341190,3073025
1995,463402,2310222
1995,712842,3561235
1995,496847,3433192
1997,637692,1927887
1997,427251,111931
1992,58474,1042838
1995,723235,1170126
1996,752401,3740974
1996,610055,1158024
1995,512289,3547234
1995,131029,2114739
1995,589737,2493459
1995,33148,1626034
1995,301977,6593894
1996,692873,1175479
1996,316268,3038535
1995,530628,1642014
1993,722814,6171580
1993,659188,5286067
1994,243514,5627407
1995,504464,534512
1996,725114,883926
1996,590951,4492246
1996,70178,316894
1996,148984,390332
1996,256443,4343830
1996,355996,812584
1997,16135,4393723
1996,402226,507690
1994,392923,5531657
1995,399026,1836016
1995,21798,6535202
1995,271391,1907332
1995,376280,4736094
1998,316062,2150709
1998,785753,2620176
1993,158703,6694460
1993,525302,6039124
1993,156943,1115966
1994,493799,4078551
1994,757363,1045362
1995,544058,2972174
1993,771164,5928624
1997,203306,1777656
1994,64611,7411669
1993,195634,7638046
1993,11017,1091339
1996,229072,4132375
1997,202578,2065381
1994,101760,6969522
1998,747633,3865380
1998,124085,5212676
1995,661480,3113532
1995,142230,3277264
1992,114154,2219485
1992,627173,102313
1995,575616,1507206
1995,771033,5247312
1997,122715,7753662
1992,345717,3442553
1992,346219,2140718
1992,295937,8721335
1998,553866,698821
1995,137265,968881
1995,606566,4606073
1995,149501,155050
1994,672239,3106728
1998,478194,1308141
1996,660723,1532157
1996,390860,9754250
1995,514687,156552
1992,687899,2830290
1997,113330,488972
1997,727874,3575459
1997,572151,1067792
1997,128790,1247689
1995,253492,2023672
1995,141072,771357
1997,69651,7385302
1997,451246,3352216
1997,734354,6462629
1997,255634,286131
1994,636560,2729670
1994,262531,2061057
1994,350969,5399326
1995,777895,8078861
1995,498168,4617914
1996,677784,1902690
1996,720964,6613786
1994,427929,3548535
1994,199592,4201909
1995,70622,6399147
1995,255640,2758844
1996,240217,1721913
1993,618831,5756842
1993,269336,5820421
1996,744767,7732463
1996,144535,1720108
1997,582817,5957741
1997,474243,1734538
1997,185547,2171278
1993,378481,5076074
1993,323701,6717667
1994,696565,7192407
1994,757734,6331867
1995,62321,3778094
1995,546169,235737
1995,261206,1995894
1992,461861,3609223
1992,486254,1580053
1998,738407,4422832
1998,798882,9904250
1997,156364,6074879
1992,560419,665725
1994,154718,3536556
1994,328893,2348537
1994,180781,5864607
1998,171003,3395988
1993,333875,7036057
1993,792845,920459
1996,615568,1637817
1996,250055,1682436
1994,99544,4741754
1995,443935,5358651
1995,271000,2359505
1996,339609,7913232
1994,218236,1131135
1996,135642,7650038
1995,461794,3465889
1993,350992,1139982
1997,791649,323753
1997,599768,8076107
1996,97306,6322308
1998,21866,8849907
1998,598527,3088450
1995,793538,6069180
1992,262735,998259
1992,82518,1425484
1992,424018,1039956
1992,595945,3673656
1992,118823,5422318
1996,704596,7202520
1996,423612,3040468
1997,280479,5710866
1997,405499,4631942
1996,349553,1269211
1994,523499,1385447
1997,621980,3286569
1997,501296,4576768
1996,204698,4041958
1993,389553,1149778
1993,721205,698916
1996,512782,2422926
1996,718125,3600733
1995,497588,1826565
1995,26851,4743303
1995,645316,2111382
1995,225359,3433040
1995,394037,1426216
1993,86879,1847211
1994,2861,6032401
1994,457512,4546602
1996,782514,6226272
1994,474280,5600270
1994,22538,6315331
1992,760426,2299445
1994,368987,2343805
1993,505747,988534
1993,128498,4400870
1994,139357,4242111
1994,193958,3859717
1994,645423,4741471
1995,9904,6031217
1996,757382,1338595
1997,624373,1907089
1995,158021,5071394
1995,652225,4981868
1995,59468,3849859
1995,489233,4839951
1994,672748,5557893
1994,729417,5721879
1998,574512,288741
1992,788928,8269249
1992,350435,3784850
1996,334209,1909539
1992,140091,5374939
1992,251283,5569026
1995,530170,3864483
1995,682242,5408559
1993,317925,3617698
1993,155927,5000924
1997,201981,5460613
1995,626769,5707827
1995,113041,600802
1995,657573,6477245
1996,140534,5743885
1998,590080,2067496
1994,605248,109554
1992,167767,2179694
1995,31959,5861945
1994,304388,5158730
1993,561644,8023236
1993,668298,238056
1997,585746,1813402
1997,627748,4422198
1992,392114,4124862
1996,496661,6937223
1994,54893,1951371
1996,691059,4262031
1994,750693,7077515
1994,253422,2001221
1994,61977,3528925
1997,420332,2472059
1997,504182,3819435
1996,33335,1521996
1996,29044,2335296
1993,541378,5620626
1997,320190,2115394
1995,790695,4107018
1994,95158,2147165
1994,360056,4088054
1993,428090,2271314
1992,783938,7333431
1995,700938,1710109
1992,571597,3722579
1998,615594,1207648
1998,316254,1371859
1996,340230,4115512
1993,316462,5071083
1993,368273,1726201
1997,757037,3966844
1995,378063,924250
1997,96249,2634927
1995,87699,2732437
1995,342321,4817937
1993,164630,5033051
1993,93143,4294609
1996,775245,3226593
1992,102827,1515090
1992,201104,796031
1992,744841,1097541
1992,650412,5313282
1996,405438,2445006
1993,531560,2864772
1997,96429,2423214
1993,155200,1722134
1993,584485,144390
1997,758455,953454
1997,135438,4247898
1993,729990,7974802
1992,53913,7224941
1995,57985,3672232
1994,280766,7511025
1996,675876,6644401
1995,322294,5107166
1995,278072,411623
1994,168825,8908529
1994,629946,7850683
1994,637545,5956725
1996,708362,5640278
1997,64447,5513084
1993,628320,3285499
1993,170951,4751582
1993,368579,7346470
1993,729863,7682996
1992,239562,1366410
1994,641911,2751526
1994,572840,1453743
1994,616648,7431897
1994,544355,4886460
1994,162234,731073
1994,54769,2675275
1994,64392,3697519
1995,497832,4988062
1994,271794,7440996
1997,303732,1683648
1997,14553,3830305
1997,584001,3797430
1992,100771,4812127
1998,57366,2921978
1997,697531,5144931
1995,329612,1388793
1995,574516,3184160
1996,609155,293697
1996,578316,6625666
1993,468855,5416775
1993,490324,4668393
1992,113387,2554293
1993,402421,5690620
1997,255824,3171621
1994,473261,1758792
1994,489834,8668568
1994,530837,7560894
1994,138588,805157
1997,23304,2945520
1995,281262,4703214
1994,84574,6171937
1994,365870,1455766
1996,638593,5458479
1992,124596,2463296
1992,472566,2412430
1993,534141,1512379
1992,585117,4002959
1996,154069,3773481
1995,559619,8057232
1992,92600,3975129
1996,714482,417509
1993,205812,164908
1995,295418,664298
1998,424117,4351756
1995,100304,4851996
1997,100248,4991711
1997,59954,4226001
1995,658243,4153784
1994,267694,1595212
1994,720766,3527005
1998,743188,354571
1998,16615,735172
1997,594309,1375214
1995,93799,4033777
1995,463707,3565231
1993,655491,1210687
1993,27852,4138151
1996,538733,7653787
1996,174358,275011
1993,492448,1382803
1993,568010,418260
1995,496044,494009
1993,556279,1141638
1994,292864,8448667
1995,734027,2220652
1994,553712,4544886
1996,110212,351996
1996,595614,5754479
1996,636658,2755503
1996,95366,2508986
1994,235112,1625099
1998,59018,3127409
1993,216590,3215041
1995,114885,182388
1996,64577,3226506
1994,22807,1383840
1993,123009,3135216
1996,76946,5782280
1996,472710,7656239
1992,15006,524970
1992,10752,2903161
1995,195875,2731625
1992,389957,3655834
1992,712912,7969003
1992,474591,6044665
1998,740246,2963427
1994,238449,1123818
1997,120347,4402834
1992,573624,916704
1992,82243,1293853
1992,537215,4996238
1992,166024,3934972
1992,748900,567121
1995,356909,3715532
1993,788753,3036996
1993,754977,1970981
1992,453394,4001688
1993,555015,622734
1993,129746,495431
1995,719637,2410353
1995,646102,2773193
1995,632707,4879657
1992,744771,5572506
1992,659076,501994
1994,440128,5024342
1997,499422,639630
1994,601880,1135038
1997,611905,3141368
1998,90468,262522
1993,161589,3396893
1993,398691,6528752
1995,347912,2763459
1996,381190,1464399
1996,589360,3200142
1996,142074,1258926
1998,183716,6259391
1996,491485,6384213
1996,698803,5675575
1996,775205,4480595
1997,368786,1365110
1997,255169,1463643
1996,713416,7075431
1995,783250,2039826
1995,75549,2268515
1995,35160,4385020
1995,464326,4087670
1993,572552,7797744
1997,337102,4702163
1992,526552,1761639
1992,14786,6633042
1995,188498,3320523
1993,214176,3210521
1993,451750,5855652
1993,721877,2886236
1993,585420,3220050
1997,791214,391554
1997,68195,2983582
1997,285987,6560125
1997,177510,5257833
1997,204868,2802875
1993,332852,4335132
1993,633305,4975368
1993,396908,6928899
1992,6054,4416230
1998,289293,5962602
1998,156260,2764146
1996,276256,4879670
1996,624907,4334204
1996,240398,5432484
1992,119980,3947960
1992,231179,1878390
1992,293321,3911386
1994,523375,2517030
1994,542917,558568
1992,407560,4790050
1993,444858,3847239
1994,540746,503855
1994,329497,3109439
1993,230056,3502414
1996,524164,3111738
1996,619514,4727617
1996,14658,629060
1993,135904,7658725
1993,414980,7200848
1993,253547,4609628
1997,364348,3940400
1994,414406,3042155
1994,750622,5479404
1993,174342,2359622
1993,470089,1349242
1998,725250,3787403
1998,468876,2951760
1996,619165,4325678
1996,604817,5797233
1996,356708,3285852
1992,169496,6340234
1998,541930,6034044
1994,530546,290079
1994,429030,2232575
1996,366380,2017686
1994,554913,8601647
1994,438783,2617075
1994,214359,4889625
1992,238246,236846
1992,198004,601692
1994,711910,1278050
1996,329536,2191728
1992,73350,256729
1996,664634,5737375
1992,418955,3170689
1994,357692,1385746
1998,115906,8752332
1993,496789,4700120
1994,459921,7779402
1997,695888,2543197
1997,587480,6188332
1997,300227,2967393
1992,680339,5541060
1997,477869,2184811
1997,182566,2718475
1993,295410,1011888
1995,147782,8782944
1994,401826,1624132
1992,8238,444737
1998,240318,1830826
1996,331651,1514376
1996,645895,2485161
1998,333648,6255663
1994,728964,7306081
1995,448527,1735188
1995,788060,1542952
1995,147581,3908592
1994,30067,1312130
1994,118852,5277667
1997,610030,1750280
1998,372435,3224371
1993,769263,1115076
1993,445448,2508156
1997,170901,1952181
1997,321584,4829554
1996,18390,6280272
1993,189006,3686865
1995,636782,7835781
1995,787106,467683
1997,390064,775521
1997,571543,6458080
1994,362806,5075633
1993,70997,2715826
1996,750070,2550331
1997,664514,2608038
1997,10152,3193885
1996,222389,1133023
1996,536989,3047043
1992,674296,4390018
1998,745673,343728
1998,116647,6752714
1994,231904,2505989
1998,194660,2309132
1998,445471,3747926
1998,192905,7136498
1995,676098,107406
1995,261874,367172
1994,330970,7915797
1994,207849,3963408
1994,74740,8402226
1993,424171,604522
1992,519042,4341693
1993,504730,5662093
1996,509326,4518655
1996,226255,5163200
1996,91335,4586449
1996,666384,3916015
1993,149516,460259
1993,478932,5675402
1995,453128,432440
1995,30098,2364607
1993,206003,899900
1993,545715,6556809
1993,616371,3359957
1994,375625,3464142
1994,25470,6631273
1994,360339,1063483
1994,204486,4880549
1995,278243,3282666
1996,158543,1864192
1993,249842,7418176
1998,499259,585076
1997,453107,4726896
1995,364502,5373060
1998,790078,4305395
1997,137648,2300898
1997,644043,580361
1993,749929,4968992
1993,6207,4915891
1993,735706,4389008
1995,65917,1542103
1997,346157,3505949
1998,608227,1617645
1998,65422,665961
1994,74538,1149522
1993,509756,8652077
1995,108703,5631493
1995,212560,3180708
1996,719117,222671
1996,94484,3536524
1997,738440,2724709
1997,426243,4362359
1993,284100,4444769
1994,44030,1648058
1995,4477,994658
1996,329425,1396233
1992,43150,314827
1996,383241,1244776
1993,217107,2476249
1993,179132,4895387
1998,46818,169421
1998,461206,1302572
1998,619321,2619492
1993,193075,5050734
1993,91543,2556543
1996,236370,1562406
1996,664097,2635673
1997,18593,4788717
1997,131730,480952
1997,370796,2867374
1998,271464,2402943
1994,392624,5994402
1992,285703,1474226
1992,195511,3510224
1992,235138,2678507
1992,762675,8173858
1996,595438,5213594
1993,576421,5690120
1993,211701,7199048
1998,307960,2337924
1996,320235,3253530
1997,419205,4391047
1997,567248,3708920
1998,25190,529715
1997,700010,2021979
1997,225705,3372266
1994,433896,3440155
1998,475585,3854583
1993,570866,1441008
1993,642477,278210
1993,266055,3988182
1997,582859,2029212
1992,633933,6272784
1994,138719,8015157
1998,339028,2509607
1995,17299,4185253
1995,154999,9360032
1998,595756,4699690
1997,97822,993621
1997,445037,2356824
1997,744804,1075984
1997,305277,2158043
1997,265722,6804846
1997,198216,4971656
1993,622240,4497752
1992,677535,5390550
1992,122306,2789430
1992,787835,7198963
1992,328421,5797640
1997,579939,5511624
1997,620614,3211875
1994,359504,4534121
1994,576965,6387188
1994,445930,4185155
1994,701355,5864727
1993,728499,2529473
1996,526625,7610572
1996,517469,4659989
1998,467049,3186238
1998,307214,1572905
1998,621294,1924971
1996,781911,6504760
1995,576989,8646042
1995,237838,3196476
1995,226009,2666591
1994,580489,6786345
1992,328115,2471382
1992,382915,7246383
1996,551713,4792898
1998,186362,6662456
1992,227409,5904171
1997,448501,5539912
1997,350028,3629659
1997,88555,5865490
1997,63704,7191122
1997,233201,1651380
1993,245263,2936047
1998,189752,3037045
1994,40533,1473530
1994,425820,3734266
1992,236767,485568
1997,761873,4788729
1993,501750,5044982
1993,101032,3362512
1993,715122,409352
1992,364378,5261729
1994,507184,1661668
1997,607605,2347508
1997,16893,1596322
1997,59827,1429456
1997,543825,859648
1997,62362,1566717
1997,109350,2131460
1996,114760,5563872
1996,766768,2642011
1996,181668,2204571
1994,782189,854212
1994,643499,1696332
1994,687899,2928406
1994,267648,5816268
1994,749882,3129597
1997,409052,4612944
1992,597799,8450110
1992,682755,1470111
1997,425361,1996399
1997,239651,1943762
1997,275948,6599079
1997,103689,4020115
1992,306470,3531692
1993,388354,1938504
1993,732541,2291030
1994,325055,301331
1994,785567,7932144
1995,449390,2266214
1995,734570,3099971
1998,403269,2004530
1998,131837,6223203
1992,377596,6381360
1992,66873,2846278
1996,702668,6537175
1992,90584,4345840
1997,231287,4678156
1996,90624,3996184
1996,284252,3477543
1995,208344,4508388
1995,29374,1304673
1994,329117,3438300
1994,258135,1142310
1997,426430,5832563
1997,773837,7677594
1995,56540,5133132
1994,464033,4594222
1994,217925,3354096
1993,327605,2938662
1993,46790,479354
1997,641348,5021862
1996,489080,3492619
1996,68352,5017330
1996,775856,1124319
1992,754836,8130440
1992,6570,1591742
1997,582494,4193410
1993,321976,5194696
1993,239905,6619465
1998,380320,911601
1998,21644,1282259
1992,243652,2225917
1995,283151,3547589
1997,718752,4940308
1997,555261,3998737
1993,265951,1441538
1997,777129,1553443
1996,492982,7662844
1996,392645,7676849
1993,28265,1664597
1993,637492,2187073
1994,415606,5724183
1993,367911,6073244
1995,552896,8489277
1995,3389,3485548
1993,125787,7405206
1993,221648,1709327
1993,581887,1575088
1993,5364,4249817
1994,187756,5782000
1994,410005,2840097
1992,169962,3121090
1992,550373,1394883
1992,777275,4137854
1992,520796,3738912
1992,601678,625537
1992,397900,551417
1992,613062,1597099
1992,515993,5231357
1998,596060,4838027
1997,360732,5449868
1995,242776,6412693
1995,276728,1800173
1994,296748,3936110
1998,620129,2790579
1998,107364,3059504
1994,590083,557203
1997,499536,3390406
1994,300600,2196009
1994,179653,3087582
1993,599269,5176051
1993,699213,1800087
1998,557283,5042058
1998,406369,1608203
1998,167778,5378573
1997,405083,3776365
1997,223816,6028407
1997,68131,3168791
1998,547349,2160107
1996,365712,8362300
1994,284870,4095530
1994,457458,1316349
1997,251443,1352597
1992,459802,1057068
1992,94510,3045128
1998,584367,3840245
1997,38363,494516
1998,595667,5964773
1998,780630,2646298
1995,398908,1846338
1996,568999,2607710
1996,756648,6903670
1996,88761,1770757
1995,452420,1902146
1994,8792,6571852
1998,382400,1689924
1994,392232,3670737
1996,596283,4568109
1994,85915,7481981
1992,127927,7454109
1992,156014,2648274
1992,511607,7050534
1992,176973,6760801
1995,58357,2083514
1995,129722,8071925
1993,134089,3050285
1992,767223,3879601
1997,292911,365548
1992,278357,607579
1992,728350,2591241
1992,403427,5028912
1992,391742,6032971
1994,72542,284733
1997,120876,6919781
1994,612157,2539160
1994,507024,375284
1994,617233,3681790
1994,334266,4496264
1995,476150,4966233
1997,75353,3443083
1995,592898,2866852
1994,524647,7943538
1992,303361,955045
1994,461364,2027770
1994,510332,651020
1997,248129,2940510
1997,333363,3725461
1997,145449,2555492
1997,104146,2403792
1997,576194,955167
1995,192623,977903
1994,26537,5163333
1997,40154,4114004
1997,795550,2418914
1997,283795,3415257
1997,440082,2281237
1992,592037,3217678
1992,752600,2105374
1997,525243,3936554
1996,771247,4033722
1996,563342,6956334
1995,510555,5329064
1995,593066,220217
1995,577610,1412512
1992,633218,3046022
1992,509050,1849066
1993,397671,6690840
1994,526308,5577290
1994,677984,4520332
1997,9155,2085734
1997,533611,5874475
1998,450878,4755010
1998,295885,6263297
1998,734520,2518273
1993,21654,2007378
1993,735763,3489536
1994,132397,4575477
1994,175813,1511048
1994,252901,5322518
1992,76240,3853048
1992,450799,6449652
1995,583657,4276727
1992,606624,2066296
1994,192748,1943821
1992,305886,7646938
1998,385572,6592116
1998,430752,2019276
1996,700719,3404966
1996,176275,3918683
1992,524400,3669202
1994,604711,7037902
1994,389764,5516760
1994,349754,4242396
1994,704138,1610361
1994,304894,2631847
1996,89254,2058822
1992,528779,5884226
1992,787757,830124
1995,374669,3332115
1994,59059,3692467
1994,647908,6981782
1997,42291,1674807
1997,653071,1382454
1993,501377,5053031
1993,236117,2501112
1994,113634,5456950
1994,484595,4798733
1994,243632,7102894
1992,504064,3401707
1992,680607,4222936
1994,52936,878352
1993,699620,5692858
1993,107346,3897619
1992,164772,7266262
1992,643992,2466413
1995,490131,1530315
1995,20909,5672690
1997,330432,2152682
1993,16065,829976
1993,491353,5936561
1996,420785,5526662
1996,257039,4306790
1996,40559,2523742
1993,72803,1704768
1992,33289,119783
1993,365690,8251696
1993,484969,5936069
1992,578093,4623384
1992,5521,419396
1997,147753,7455105
1997,81866,8963968
1992,490788,7942163
1994,109309,5758334
1996,371118,1900181
1997,590878,7524944
1992,605244,1434214
1997,387343,6250542
1995,114221,1589728
1995,17646,7740018
1996,631541,5006534
1996,133543,618003
1996,544144,4640796
1992,621072,2478627
1994,615154,4374839
1992,304451,4376508
1997,588731,4541996
1995,21446,6164419
1996,510038,603653
1996,128760,6627355
1997,662055,3441595
1995,243522,6819018
1993,639268,3465957
1992,351404,2073930
1996,416460,130761
1993,385212,6096840
1993,747260,4740015
1992,326030,2509103
1992,378461,3399105
1994,485048,282014
1994,385264,4493002
1996,78774,2306645
1996,482898,6253892
1996,59150,4340103
1996,240803,6577575
1996,3846,7727293
1996,368826,7691033
1996,447591,456955
1994,257528,6484251
1996,682758,4435354
1995,278719,2967579
1993,22435,249767
1993,177761,4324763
1997,321521,5039380
1997,661958,8937227
1997,727962,1480507
1996,505493,5156235
1996,607453,4162885
1992,69380,1295404
1992,464888,2312369
1992,560081,5143898
1992,93953,6843529
1996,370890,3464874
1996,735613,593488
1994,347145,4930649
1998,76676,5652131
1993,34471,2365406
1993,329560,4291785
1994,349626,5454110
1995,513944,2819404
1995,3587,138623
1998,434783,7743662
1996,145169,1467919
1994,446252,2866166
1994,103100,943150
1995,625248,569006
1998,548298,1102595
1997,489764,1483664
1992,441352,1408436
1992,756871,3146234
1995,77343,4737379
1995,508940,6029958
1995,146171,547726
1995,688157,4874775
1995,699120,4874756
1993,446662,5892448
1998,52033,189125
1996,440199,5297140
1994,402081,626209
1993,757331,2610004
1995,773349,2248672
1996,49563,1887674
1996,610342,2825211
1998,288457,3260912
