"s_city","d_year","lo_custkey","lo_revenue"
"UNITED ST9",1992,470429,3799050
"UNITED ST0",1992,896449,3501520
"UNITED ST0",1995,35875,3635506
"UNITED ST0",1994,293542,727924
"UNITED ST9",1997,753337,4924108
"UNITED ST9",1995,423421,6909731
"UNITED ST0",1992,328870,6148931
"UNITED ST9",1994,674848,3991217
"UNITED ST9",1997,333394,3520682
"UNITED ST0",1993,283313,5628517
"UNITED ST9",1996,32513,2828860
"UNITED ST0",1996,363049,7547522
"UNITED ST0",1995,721114,4856374
"UNITED ST0",1994,198967,4020195
"UNITED ST9",1994,391147,5289271
"UNITED ST0",1993,561202,787516
"UNITED ST9",1994,154622,814117
"UNITED ST0",1992,811414,2597612
"UNITED ST9",1996,620147,1953558
"UNITED ST0",1997,485542,629005
"UNITED ST9",1997,262993,3274026
"UNITED ST9",1994,159262,3956190
"UNITED ST0",1992,123877,7018224
"UNITED ST9",1994,260203,2195257
"UNITED ST9",1997,77645,2328394
"UNITED ST0",1994,767314,236727
"UNITED ST9",1993,254468,4115504
"UNITED ST9",1993,607867,189911
"UNITED ST0",1994,415744,4856288
"UNITED ST0",1992,761008,3630813
"UNITED ST9",1996,308747,9556129
"UNITED ST9",1992,397802,5142132
"UNITED ST0",1992,340114,3507007
"UNITED ST9",1996,443570,4994748
"UNITED ST9",1994,750511,2160509
"UNITED ST9",1995,681650,5586133
"UNITED ST9",1993,412111,595244
"UNITED ST9",1993,335128,1911338
"UNITED ST9",1992,278456,5260783
"UNITED ST9",1996,355295,2065838
"UNITED ST0",1993,635456,6506452
"UNITED ST9",1995,854725,7660074
"UNITED ST0",1994,461413,1642736
"UNITED ST9",1996,59461,2229195
"UNITED ST0",1996,145505,4155936
"UNITED ST0",1994,351217,5398883
"UNITED ST0",1996,140230,3349495
"UNITED ST0",1997,63884,711685
"UNITED ST9",1995,782815,1416451
"UNITED ST0",1993,664273,2930552
"UNITED ST9",1997,887665,3641390
"UNITED ST0",1997,800572,3401096
"UNITED ST0",1994,552601,1659733
"UNITED ST0",1994,645844,1462652
"UNITED ST0",1997,313447,3775271
"UNITED ST9",1992,701698,3596254
"UNITED ST9",1992,167920,2641398
"UNITED ST9",1994,374843,2600653
"UNITED ST9",1993,465961,4200553
"UNITED ST0",1992,471914,3427767
"UNITED ST0",1997,567556,4262037
"UNITED ST9",1997,241963,3579256
"UNITED ST0",1994,456787,5987473
"UNITED ST0",1993,644974,6793605
"UNITED ST9",1992,111886,3883248
"UNITED ST9",1997,704801,4028936
"UNITED ST0",1995,729472,3959960
"UNITED ST9",1994,531793,2042342
"UNITED ST0",1993,495250,3433113
"UNITED ST9",1994,55699,6019797
"UNITED ST0",1995,196585,6008959
"UNITED ST9",1992,795199,8687335
"UNITED ST0",1993,561025,8343562
"UNITED ST9",1997,523750,1311664
"UNITED ST0",1996,194672,4475505
"UNITED ST9",1992,628634,3929302
"UNITED ST0",1995,820177,6636838
"UNITED ST9",1997,31690,3961320
"UNITED ST9",1994,697426,3047004
"UNITED ST0",1994,103003,201767
"UNITED ST0",1997,433264,5192595
"UNITED ST0",1994,746417,2433446
"UNITED ST9",1995,540337,2187991
"UNITED ST0",1994,614836,2574112
"UNITED ST0",1992,185902,5747880
"UNITED ST9",1996,861293,4355377
"UNITED ST9",1992,720436,3228587
"UNITED ST9",1997,169426,3060830
"UNITED ST0",1994,852637,3591644
"UNITED ST0",1994,584632,1040850
"UNITED ST0",1996,510361,283319
"UNITED ST9",1997,671345,542374
"UNITED ST9",1996,433753,4853360
"UNITED ST0",1996,128308,2149308
"UNITED ST0",1993,476470,3353766
"UNITED ST0",1997,790768,3123432
"UNITED ST9",1992,560695,580564
"UNITED ST0",1992,560695,3095967
"UNITED ST0",1994,20291,3899411
"UNITED ST9",1996,124265,178777
"UNITED ST9",1996,509140,4805256
"UNITED ST9",1994,378985,4024002
"UNITED ST0",1995,848410,806981
"UNITED ST0",1997,252860,5917130
"UNITED ST0",1993,450523,6194784
"UNITED ST0",1995,701014,3340943
"UNITED ST0",1995,299329,239052
"UNITED ST0",1992,573902,3480287
"UNITED ST9",1997,442315,7122280
"UNITED ST0",1997,863719,7709082
"UNITED ST9",1994,106790,4070763
"UNITED ST0",1993,790651,4196234
"UNITED ST9",1994,7240,3802920
"UNITED ST9",1992,363022,3817139
"UNITED ST0",1996,455248,3150416
"UNITED ST0",1997,305848,2427113
"UNITED ST0",1995,471806,3328301
"UNITED ST0",1995,216566,3357804
"UNITED ST9",1997,266851,5360397
"UNITED ST9",1997,496912,3889671
"UNITED ST0",1992,349235,3775383
"UNITED ST9",1995,288515,863397
"UNITED ST0",1997,538136,3584663
"UNITED ST0",1995,682555,5563481
"UNITED ST9",1992,82411,2038452
"UNITED ST9",1995,281503,7477816
"UNITED ST0",1994,159622,5527717
"UNITED ST9",1995,398944,1172012
"UNITED ST9",1997,200803,4214895
"UNITED ST0",1997,203060,3259340
"UNITED ST0",1992,546671,5876298
"UNITED ST9",1993,558139,2150547
"UNITED ST9",1997,143959,1427808
"UNITED ST0",1994,621760,3111024
"UNITED ST9",1995,264893,2272704
"UNITED ST0",1997,769819,1436472
"UNITED ST9",1997,439219,1804083
"UNITED ST9",1996,770923,281690
"UNITED ST0",1997,678985,1434883
"UNITED ST9",1992,152377,6987997
"UNITED ST0",1994,542773,182477
"UNITED ST9",1992,800476,1619739
"UNITED ST0",1993,470512,5069644
"UNITED ST0",1993,214096,5047804
"UNITED ST0",1996,298582,1327162
"UNITED ST0",1993,732422,2409107
"UNITED ST0",1997,557756,321225
"UNITED ST9",1995,521866,2972009
"UNITED ST9",1995,45797,3644928
"UNITED ST0",1992,162889,5131765
"UNITED ST9",1993,26483,5896766
"UNITED ST9",1994,749837,2794379
"UNITED ST9",1995,60317,227690
"UNITED ST0",1997,356404,2648577
"UNITED ST0",1993,180007,590880
"UNITED ST0",1993,763316,1716344
"UNITED ST0",1996,378440,124388
"UNITED ST9",1997,675226,4757047
"UNITED ST0",1992,745358,6635648
"UNITED ST9",1996,316477,5236102
"UNITED ST0",1997,602312,1792243
"UNITED ST9",1992,26780,948918
"UNITED ST0",1992,683792,2643058
"UNITED ST9",1995,64642,9483462
"UNITED ST9",1994,771841,5624617
"UNITED ST0",1993,233380,355806
"UNITED ST9",1994,845179,2393863
"UNITED ST9",1994,845179,3008544
"UNITED ST9",1996,297500,5325715
"UNITED ST9",1996,86752,1551388
"UNITED ST9",1993,586294,2430770
"UNITED ST0",1995,323926,1875144
"UNITED ST9",1996,169243,4468813
"UNITED ST0",1996,572470,944636
"UNITED ST9",1995,776036,2332617
"UNITED ST0",1997,304750,1074364
"UNITED ST0",1994,108554,5888484
"UNITED ST9",1996,154279,1483935
"UNITED ST9",1992,504437,1399545
"UNITED ST0",1995,68245,6580364
"UNITED ST9",1994,607930,6579088
"UNITED ST0",1992,655783,5632652
"UNITED ST0",1993,145111,4546768
"UNITED ST9",1997,312379,5608911
"UNITED ST0",1996,213076,2270453
"UNITED ST9",1992,3578,5981040
"UNITED ST0",1992,320420,2660457
"UNITED ST9",1997,494528,2502672
"UNITED ST9",1996,754529,305601
"UNITED ST9",1992,826115,4503100
"UNITED ST9",1993,818320,2221506
"UNITED ST9",1997,638095,8384774
"UNITED ST9",1994,253838,4838081
"UNITED ST9",1994,873979,2951413
"UNITED ST0",1992,362606,3700622
"UNITED ST9",1994,213839,947344
"UNITED ST9",1994,316153,5893331
"UNITED ST9",1993,336914,1640000
"UNITED ST9",1994,89698,6283375
"UNITED ST0",1996,478639,2221533
"UNITED ST9",1993,795560,6954620
"UNITED ST0",1993,880510,3762643
"UNITED ST0",1993,878080,1484441
"UNITED ST0",1993,878080,5904032
"UNITED ST0",1996,218920,4721356
"UNITED ST9",1996,235726,192201
"UNITED ST9",1995,136669,4893929
"UNITED ST9",1997,804587,542613
"UNITED ST0",1997,748744,5379881
"UNITED ST0",1993,205564,5477685
"UNITED ST0",1995,315697,6057399
"UNITED ST0",1996,79300,336795
"UNITED ST9",1992,532612,456120
"UNITED ST9",1994,5134,905269
"UNITED ST0",1995,277303,1106717
"UNITED ST0",1994,336368,7915026
"UNITED ST0",1992,372974,4115358
"UNITED ST0",1995,167068,2410492
"UNITED ST0",1992,793150,1620573
"UNITED ST0",1994,246203,1350984
"UNITED ST9",1992,22352,510120
"UNITED ST0",1996,261661,2142047
"UNITED ST9",1994,624056,4972257
"UNITED ST9",1994,624056,6646111
"UNITED ST9",1993,444563,2272104
"UNITED ST9",1994,753715,2159223
"UNITED ST0",1997,298513,6315650
"UNITED ST9",1997,40627,1881119
"UNITED ST9",1994,507721,408069
"UNITED ST9",1992,798949,3280024
"UNITED ST0",1993,315919,2371055
"UNITED ST0",1997,885566,7275060
"UNITED ST0",1995,395785,367067
"UNITED ST0",1994,823075,4550912
"UNITED ST0",1993,403696,176876
"UNITED ST0",1995,709744,4736504
"UNITED ST9",1996,600322,1731717
"UNITED ST9",1992,519457,7609219
"UNITED ST9",1992,484978,4225718
"UNITED ST0",1996,254278,2338302
"UNITED ST9",1997,824677,4824852
"UNITED ST0",1995,226444,5038876
"UNITED ST0",1995,226444,3988190
"UNITED ST0",1994,217948,5645188
"UNITED ST0",1992,875186,7482907
"UNITED ST0",1995,844720,1666205
"UNITED ST0",1994,132157,5048960
"UNITED ST9",1997,268091,5910498
"UNITED ST9",1997,807401,2277912
"UNITED ST9",1992,490343,979830
"UNITED ST9",1997,694921,5909085
"UNITED ST0",1996,539510,1349698
"UNITED ST9",1997,781540,2821732
"UNITED ST9",1994,535829,4950597
"UNITED ST0",1994,104194,2939706
"UNITED ST0",1996,595304,2794387
"UNITED ST9",1993,388183,2111300
"UNITED ST0",1996,232222,4669821
"UNITED ST0",1993,412847,3833516
"UNITED ST0",1992,188272,3867325
"UNITED ST0",1997,233924,2521416
"UNITED ST9",1996,230749,4353696
"UNITED ST0",1992,568544,941828
"UNITED ST0",1995,802721,1687651
"UNITED ST9",1992,12637,7490350
"UNITED ST9",1993,816779,5556122
"UNITED ST9",1992,457813,2422712
"UNITED ST9",1994,74239,2711132
"UNITED ST0",1994,21997,8202505
"UNITED ST9",1995,769159,7811962
"UNITED ST9",1996,169180,4064760
"UNITED ST0",1997,801016,395280
"UNITED ST9",1992,227068,7705001
"UNITED ST9",1997,818398,4004530
"UNITED ST9",1997,183946,5143297
"UNITED ST9",1995,261670,2438297
"UNITED ST9",1995,502723,4260784
"UNITED ST0",1993,726028,3492139
"UNITED ST0",1992,299051,5431302
"UNITED ST9",1997,64265,5381849
"UNITED ST0",1995,483181,7619375
"UNITED ST0",1995,172085,5273977
"UNITED ST0",1992,652498,2290602
"UNITED ST0",1994,359320,1815330
"UNITED ST0",1997,264650,3507867
"UNITED ST9",1993,165620,260344
"UNITED ST0",1993,691369,998593
"UNITED ST0",1997,797590,2150913
"UNITED ST0",1992,372019,321860
"UNITED ST0",1992,264655,1951169
"UNITED ST9",1997,241990,732663
"UNITED ST9",1993,492758,584568
"UNITED ST9",1996,158023,465002
"UNITED ST0",1992,80081,6906341
"UNITED ST9",1992,334604,517584
"UNITED ST9",1993,355214,1852715
"UNITED ST9",1992,840625,8842569
"UNITED ST0",1997,64012,1772595
"UNITED ST9",1993,486112,8173398
"UNITED ST9",1992,204356,1480457
"UNITED ST9",1995,699941,121526
"UNITED ST0",1997,377575,480265
"UNITED ST0",1997,579142,2005998
"UNITED ST9",1992,23219,4126955
"UNITED ST9",1994,558932,2447264
"UNITED ST0",1997,439565,1809829
"UNITED ST0",1993,899384,3824856
"UNITED ST9",1997,33313,3225568
"UNITED ST9",1997,33313,107808
"UNITED ST0",1992,178729,5763158
"UNITED ST9",1994,763724,1612980
"UNITED ST9",1992,289654,4209006
"UNITED ST0",1996,675961,3670974
"UNITED ST9",1993,650609,2396771
"UNITED ST0",1993,539149,1240760
"UNITED ST0",1996,256690,3750547
"UNITED ST0",1994,182510,297999
"UNITED ST9",1997,644017,3640007
"UNITED ST0",1992,569662,362675
"UNITED ST9",1993,262403,3006955
"UNITED ST0",1995,450476,352171
"UNITED ST0",1994,893152,5281357
"UNITED ST0",1993,564112,6606534
"UNITED ST9",1997,685666,6770240
"UNITED ST0",1995,873359,5856092
"UNITED ST9",1993,805114,3324272
"UNITED ST9",1992,156170,758036
"UNITED ST9",1993,437572,1532760
"UNITED ST0",1992,849631,6161852
"UNITED ST9",1996,878341,1837167
"UNITED ST9",1994,774691,6372335
"UNITED ST9",1995,892001,695735
"UNITED ST9",1992,786946,814348
"UNITED ST0",1996,32509,2023352
"UNITED ST0",1992,668089,3434991
"UNITED ST9",1994,23621,6671077
"UNITED ST0",1994,213853,2340465
"UNITED ST9",1994,355144,4682963
"UNITED ST0",1992,105188,5796645
"UNITED ST9",1997,791107,2665574
"UNITED ST0",1995,166925,4183990
"UNITED ST9",1992,743501,8248422
"UNITED ST0",1997,387188,4485698
"UNITED ST9",1996,397069,6945672
"UNITED ST9",1993,472712,5320067
"UNITED ST0",1993,661184,4550982
"UNITED ST9",1992,471286,2220611
"UNITED ST0",1992,798274,2816871
"UNITED ST9",1993,615901,8877172
"UNITED ST9",1994,259733,6313284
"UNITED ST9",1992,459839,7406868
"UNITED ST0",1992,94663,754023
"UNITED ST0",1992,431911,8460057
"UNITED ST0",1992,645358,3536773
"UNITED ST0",1995,135787,2375140
"UNITED ST9",1994,810292,1772332
"UNITED ST0",1996,781250,8625342
"UNITED ST9",1993,593926,1310234
"UNITED ST9",1993,243610,6044367
"UNITED ST0",1994,619309,3052802
"UNITED ST0",1994,627835,6634764
"UNITED ST0",1994,650119,4482706
"UNITED ST9",1992,195485,1999547
"UNITED ST9",1995,297533,4762128
"UNITED ST0",1997,762622,2532010
"UNITED ST0",1992,594100,1734456
"UNITED ST0",1997,46157,5085107
"UNITED ST9",1995,295750,5652502
"UNITED ST0",1995,624916,7476093
"UNITED ST9",1995,600874,5396428
"UNITED ST0",1995,813089,759162
"UNITED ST0",1993,372478,3867638
"UNITED ST9",1997,224500,8989728
"UNITED ST0",1996,711308,6649309
"UNITED ST9",1992,519934,3542752
"UNITED ST9",1997,177503,1431800
"UNITED ST0",1997,279227,5701798
"UNITED ST0",1996,201803,8291587
"UNITED ST0",1996,229543,3645985
"UNITED ST0",1992,580,2126116
"UNITED ST9",1993,833603,3931217
"UNITED ST9",1994,483688,845043
"UNITED ST9",1997,531448,355675
"UNITED ST0",1994,240784,1729131
"UNITED ST0",1997,669796,4301253
"UNITED ST9",1995,100228,1655067
"UNITED ST9",1992,530887,7193745
"UNITED ST9",1993,87959,6169196
"UNITED ST0",1997,516404,3249937
"UNITED ST0",1996,113938,4247027
"UNITED ST0",1995,220697,2037376
"UNITED ST9",1994,786928,5646975
"UNITED ST0",1994,345803,2554485
"UNITED ST9",1996,843932,4154813
"UNITED ST9",1996,373822,4475697
"UNITED ST9",1995,744244,2839267
"UNITED ST0",1995,744244,2673267
"UNITED ST9",1997,783698,5059002
"UNITED ST9",1997,845930,2572598
"UNITED ST0",1992,208531,4728967
"UNITED ST0",1995,467326,187902
"UNITED ST0",1993,857809,2655727
"UNITED ST0",1996,246430,3062957
"UNITED ST9",1995,256177,1129024
"UNITED ST9",1995,865400,8221169
"UNITED ST9",1997,819529,1578753
"UNITED ST9",1993,675862,1134199
"UNITED ST9",1994,311210,4177857
"UNITED ST9",1994,410227,5188151
"UNITED ST0",1992,745462,4060329
"UNITED ST9",1992,745462,3039545
"UNITED ST9",1996,716887,4773288
"UNITED ST0",1993,825488,4381017
"UNITED ST9",1992,775870,1248475
"UNITED ST9",1993,109654,5312668
"UNITED ST9",1992,433085,4516924
"UNITED ST0",1994,536485,4567943
"UNITED ST0",1997,506134,3302927
"UNITED ST0",1992,239188,238508
"UNITED ST0",1996,489230,1721664
"UNITED ST9",1997,600956,1809475
"UNITED ST9",1997,519745,3796289
"UNITED ST9",1995,665867,6800182
"UNITED ST0",1995,665867,6367727
"UNITED ST9",1992,64696,7947319
"UNITED ST9",1996,671129,2977024
"UNITED ST0",1997,96631,759474
"UNITED ST9",1994,736592,1652165
"UNITED ST9",1992,202208,5035661
"UNITED ST9",1995,883072,3022314
"UNITED ST0",1992,70450,1096495
"UNITED ST0",1995,736855,1287158
"UNITED ST9",1997,391417,1030458
"UNITED ST0",1994,493676,2062123
"UNITED ST9",1996,601595,1017172
"UNITED ST9",1996,469240,3903804
"UNITED ST0",1994,751039,2100935
"UNITED ST9",1997,593756,2331210
"UNITED ST0",1995,393172,3865332
"UNITED ST0",1992,283238,4741403
"UNITED ST9",1995,114670,2467820
"UNITED ST9",1992,274727,2413321
"UNITED ST9",1992,490616,6518128
"UNITED ST9",1996,394246,2050678
"UNITED ST9",1993,257459,4059488
"UNITED ST0",1994,183496,4344026
"UNITED ST9",1996,164168,3935770
"UNITED ST0",1996,421627,4720488
"UNITED ST0",1993,40399,1401120
"UNITED ST0",1993,666583,5548658
"UNITED ST9",1992,154859,4587073
"UNITED ST9",1995,772564,4137567
"UNITED ST0",1995,802066,107389
"UNITED ST0",1993,714133,584343
"UNITED ST9",1993,557347,2696803
"UNITED ST9",1996,103139,5560365
"UNITED ST9",1993,188672,3180282
"UNITED ST0",1995,683914,4846966
"UNITED ST0",1995,683914,6330365
"UNITED ST0",1994,541283,5932022
"UNITED ST0",1994,407263,2467974
"UNITED ST9",1995,481384,7061186
"UNITED ST0",1994,521629,5784214
"UNITED ST9",1997,871594,3055220
"UNITED ST0",1997,445532,4223951
"UNITED ST9",1996,721144,3997572
"UNITED ST0",1992,162161,5538823
"UNITED ST0",1997,437281,2666750
"UNITED ST0",1995,688619,1450580
"UNITED ST9",1993,474389,8182419
"UNITED ST0",1996,889030,2734691
"UNITED ST0",1995,52840,2851767
"UNITED ST0",1997,444460,1424145
"UNITED ST0",1992,299065,1951886
"UNITED ST0",1995,302026,5383057
"UNITED ST0",1997,9331,3632303
"UNITED ST9",1994,276082,5669266
"UNITED ST0",1992,120943,3271924
"UNITED ST0",1995,366313,4346108
"UNITED ST9",1997,434483,5076634
"UNITED ST9",1994,867466,708047
"UNITED ST0",1996,279122,3797102
"UNITED ST0",1994,427955,5873973
"UNITED ST0",1996,329251,4917998
"UNITED ST9",1995,283702,4832532
"UNITED ST9",1996,47188,5134143
"UNITED ST0",1996,47188,2865643
"UNITED ST0",1993,124550,6066721
"UNITED ST9",1993,229058,3122067
"UNITED ST9",1994,658360,2559313
"UNITED ST0",1993,464956,5578179
"UNITED ST0",1992,560557,2795177
"UNITED ST0",1992,666643,6908374
"UNITED ST9",1994,589114,1851360
"UNITED ST0",1997,164665,3062599
"UNITED ST0",1995,492344,3126746
"UNITED ST9",1996,560494,2305810
"UNITED ST9",1993,519958,3686860
"UNITED ST9",1993,312272,1908788
"UNITED ST9",1996,803200,8107342
"UNITED ST9",1995,725224,4231366
"UNITED ST9",1996,47392,5937667
"UNITED ST0",1992,150583,136568
"UNITED ST9",1992,367228,2589667
"UNITED ST0",1997,346393,3596233
"UNITED ST9",1996,520574,2432355
"UNITED ST9",1994,717679,2834953
"UNITED ST0",1994,655786,8206991
"UNITED ST9",1992,476009,3576651
"UNITED ST0",1994,885061,3907010
"UNITED ST9",1997,430543,3653296
"UNITED ST0",1995,42812,3481940
"UNITED ST0",1992,115628,2495645
"UNITED ST0",1995,377290,5560538
"UNITED ST0",1996,780511,1472895
"UNITED ST0",1997,662558,3752463
"UNITED ST9",1996,585284,5463466
"UNITED ST9",1993,525929,4693377
"UNITED ST9",1993,525929,8916711
"UNITED ST0",1994,582511,822374
"UNITED ST9",1992,175160,4489430
"UNITED ST9",1996,424916,7028687
"UNITED ST9",1997,27956,6305315
"UNITED ST9",1996,625441,7106002
"UNITED ST9",1992,794707,2968323
"UNITED ST0",1994,611840,184998
"UNITED ST9",1997,252224,2426783
"UNITED ST0",1993,555989,1922537
"UNITED ST0",1997,246781,1587569
"UNITED ST9",1992,412117,2179360
"UNITED ST0",1993,193300,6504773
"UNITED ST0",1992,539159,3204581
"UNITED ST9",1994,438835,3680208
"UNITED ST0",1994,128962,1266069
"UNITED ST0",1994,457942,1470749
"UNITED ST9",1995,271744,5787778
"UNITED ST0",1995,430175,3277336
"UNITED ST0",1992,698914,5968287
"UNITED ST0",1997,667117,2560986
"UNITED ST9",1994,609497,6538060
"UNITED ST0",1994,252781,7211160
"UNITED ST0",1994,561653,4696966
"UNITED ST0",1995,474478,3573803
"UNITED ST9",1992,556093,3964348
"UNITED ST0",1993,780550,4386746
"UNITED ST9",1996,783515,7659444
"UNITED ST9",1994,425257,4450631
"UNITED ST0",1996,417442,2100953
"UNITED ST9",1995,644977,2157690
"UNITED ST0",1994,614764,4655746
"UNITED ST9",1995,114853,5591415
"UNITED ST9",1992,194860,442217
"UNITED ST9",1994,396730,3687306
"UNITED ST0",1995,219154,3556868
"UNITED ST0",1996,733795,7592744
"UNITED ST0",1995,751096,7379030
"UNITED ST0",1992,624316,5836845
"UNITED ST0",1996,888878,2173288
"UNITED ST9",1997,574396,8252560
"UNITED ST0",1997,685010,3818963
"UNITED ST9",1996,682816,2076684
"UNITED ST9",1996,349039,3208209
"UNITED ST9",1996,768812,2354608
"UNITED ST0",1992,274855,3420138
"UNITED ST9",1993,302209,1823552
"UNITED ST0",1992,283580,165668
"UNITED ST0",1992,624079,7158413
"UNITED ST9",1992,152354,1067082
"UNITED ST9",1997,357026,2385105
"UNITED ST9",1996,703219,2260829
"UNITED ST0",1994,725620,1997736
"UNITED ST0",1994,485464,2254406
"UNITED ST0",1995,310802,168269
"UNITED ST0",1995,681508,3110764
"UNITED ST9",1994,390532,5026765
"UNITED ST0",1992,82829,4451374
"UNITED ST0",1996,406565,1860829
"UNITED ST0",1996,173740,2125597
"UNITED ST9",1995,37738,6754091
"UNITED ST0",1996,242020,8016289
"UNITED ST9",1997,43520,5374940
"UNITED ST9",1994,309943,3694785
"UNITED ST9",1992,291338,771148
"UNITED ST0",1994,100625,8020748
"UNITED ST0",1992,501475,358578
"UNITED ST0",1993,137699,4061823
"UNITED ST0",1995,449509,1537960
"UNITED ST0",1994,844340,112302
"UNITED ST9",1994,483292,1850785
"UNITED ST9",1992,317320,2789078
"UNITED ST9",1992,577924,1309787
"UNITED ST0",1996,470002,2136882
"UNITED ST9",1994,479239,4626096
"UNITED ST9",1992,194656,8228535
"UNITED ST0",1996,19,1526450
"UNITED ST9",1995,858439,964972
"UNITED ST0",1993,495352,7607745
"UNITED ST0",1993,620933,6623580
"UNITED ST0",1994,819496,4641170
"UNITED ST0",1994,408811,3823416
"UNITED ST0",1997,280741,7488767
"UNITED ST0",1993,741436,3491651
"UNITED ST9",1996,596537,3149840
"UNITED ST0",1995,885028,5063642
"UNITED ST9",1994,877858,5246389
"UNITED ST0",1996,69229,6479859
"UNITED ST9",1994,846997,6001402
"UNITED ST9",1995,674326,522369
"UNITED ST9",1994,825907,330782
"UNITED ST0",1993,59170,3059614
"UNITED ST0",1992,757904,2597504
"UNITED ST9",1992,374068,324881
"UNITED ST0",1996,302489,4589888
"UNITED ST0",1993,436453,4216637
"UNITED ST0",1993,588238,2508035
"UNITED ST0",1993,788564,7408424
"UNITED ST0",1996,192011,6108586
"UNITED ST0",1997,428071,2070775
"UNITED ST0",1993,654142,3313736
"UNITED ST0",1992,650005,4871858
"UNITED ST9",1996,698449,183931
"UNITED ST0",1995,240077,7767381
"UNITED ST9",1993,143806,9553966
"UNITED ST0",1994,527657,4281295
"UNITED ST0",1993,70960,1417576
"UNITED ST0",1996,57118,2623784
"UNITED ST0",1996,578602,2257039
"UNITED ST0",1993,412943,2233396
"UNITED ST0",1996,240398,2773508
"UNITED ST9",1997,214979,621471
"UNITED ST9",1992,154552,2277232
"UNITED ST9",1996,303784,1967636
"UNITED ST9",1993,799790,3044227
"UNITED ST9",1993,709513,3181259
"UNITED ST0",1994,517663,6690497
"UNITED ST9",1992,45650,735490
"UNITED ST0",1993,265957,3180240
"UNITED ST0",1994,105088,4700164
"UNITED ST9",1992,744493,5075601
"UNITED ST0",1995,682318,158263
"UNITED ST0",1992,641503,7793909
"UNITED ST0",1997,265231,2241307
"UNITED ST0",1995,6292,6274318
"UNITED ST0",1993,239398,2337936
"UNITED ST0",1997,128474,8351010
"UNITED ST9",1997,258892,2486537
