"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_suppkey","lo_supplycost"
80953,19921006,155989,400816,10211,122698
274459,19920617,58671,3748241,17691,97780
274459,19920617,487062,1869389,7797,62942
1046,19920912,249509,4764886,8604,87509
122131,19920113,311645,6068235,6201,99397
80320,19920315,299323,2115696,9958,79338
80320,19920315,248648,1738730,5980,95797
80320,19920315,16575,2805643,13163,89494
151778,19921216,369045,2183498,5318,66841
26741,19920420,80952,6630018,15646,115977
26741,19920420,344681,7420381,9803,103540
26741,19920420,40064,2409744,17882,60243
26741,19920420,154266,5822346,15158,79215
251452,19921111,296277,1909890,13551,76395
279476,19921121,274264,4732591,165,74295
266635,19920212,262250,1333464,16533,72734
266635,19920212,592727,534991,775,109182
266635,19920212,225306,4754010,1133,73877
259859,19920312,203534,3306296,17763,86251
46835,19921128,231618,4958720,11474,92976
284800,19920519,574481,2591396,7225,93327
284800,19920519,479236,952724,18607,72912
50629,19920121,402311,121329,7408,72797
50629,19920121,238170,877662,840,66489
50629,19920121,476866,6501539,18850,110570
50629,19920121,472067,5091296,6441,62342
50629,19920121,229245,4882448,8157,70453
218414,19920417,585890,4742088,5451,118552
25534,19920424,211910,8838036,16769,109314
25534,19920424,568150,2865041,16197,73087
25534,19920424,496239,4842023,7708,74112
120493,19920905,461710,5957903,6926,100301
65830,19920303,354018,3361792,8732,64320
65830,19920303,379671,7548845,17500,105039
65830,19920303,117661,7976992,10498,100719
65830,19920303,522674,1847651,16081,101799
294407,19920401,498261,863838,14141,75554
294407,19920401,67869,6061638,3528,110211
294407,19920401,62033,3781114,9006,59701
163996,19920623,589067,1030031,7425,69362
87010,19920108,192924,5534428,7291,121015
87010,19920108,68818,5306825,13373,107208
166819,19920303,52636,635452,4717,95317
166819,19920303,83748,7966004,18021,103904
9439,19920518,239609,2168026,1122,92915
9439,19920518,533965,3330234,7547,119936
85261,19921021,123696,2359414,11655,103181
85261,19921021,549531,2942909,18479,94830
183052,19920309,372550,7788192,4035,97352
299666,19920702,70103,2443448,15673,64386
82339,19920614,332634,1484958,13202,99997
63983,19920505,323393,140221,4535,84982
63983,19920505,458945,942440,4024,114235
161131,19920831,94655,6695929,19837,98979
161131,19920831,263571,2886507,11119,92073
74318,19920226,468067,5123448,887,62102
189223,19921102,550868,2256555,1260,115130
189223,19921102,432314,616913,11860,74777
284518,19920518,173537,2576848,8362,96631
101900,19920115,387608,3730298,7555,101735
8633,19921008,48057,1005050,7735,60303
24638,19920429,348216,4171860,6058,75852
195398,19920320,206454,6121980,6604,81626
242455,19920304,143377,142037,11385,85222
34679,19920817,17950,1464472,12816,112077
244541,19920528,32166,2905731,4128,65889
94186,19920403,533955,389830,19204,119335
94186,19920403,569342,1411320,8437,84679
94186,19920403,154726,7503954,13163,106843
107411,19921222,354410,3157246,18843,87864
97516,19920423,171597,5005770,7619,100115
97516,19920423,9298,4587702,7390,72437
29884,19921104,185733,4546825,4992,109123
73286,19921215,204168,5043393,19979,64329
215969,19920130,93841,3416472,365,110090
112930,19920314,150162,3326167,1079,72729
112930,19920314,349696,6843065,6788,104740
211678,19920701,566918,8646180,13928,119093
206806,19920321,130461,7161990,1675,89487
206806,19920321,64670,2751149,18601,98080
49820,19921002,591485,936417,5565,94587
49820,19921002,506649,2317868,16987,99337
72109,19920502,10834,3627501,18213,104689
263821,19920204,193295,3023695,9229,83297
263821,19920204,293341,6538217,17237,80059
263821,19920204,576721,5873085,9870,107862
263821,19920204,538471,4632502,2256,90567
6568,19920918,420041,856268,18973,57661
298849,19921126,371952,7614062,8457,121436
10009,19920210,402855,7309057,18380,105469
189448,19920806,366961,5272670,11508,121677
189448,19920806,97695,2488254,10179,101561
189448,19920806,240191,4988503,13440,67870
201562,19920716,141781,535897,16842,109366
264046,19920604,18549,3307835,12765,88052
264046,19920604,319695,6049391,10291,102880
208426,19920228,6131,2642607,13156,62227
208426,19920228,430970,6653325,18299,114057
208426,19920228,37574,1925740,3644,90694
112741,19920402,151606,1299558,8563,99456
112741,19920402,436034,3937270,17409,58200
276214,19920923,555937,8007512,397,119574
276214,19920923,417564,7259546,17753,88892
276214,19920923,392930,606876,19217,121375
183430,19920423,427371,4370246,19338,77901
183430,19920423,211867,2789236,16971,106731
271181,19920104,29284,840803,19262,72796
253102,19920512,112000,4462920,9095,60720
79667,19920417,113442,6275857,6617,87326
170597,19920427,38107,2403730,12760,62706
123485,19920319,112460,1731612,5980,88347
190291,19920217,523457,1465625,6890,88825
214777,19920820,394303,5671600,2807,83837
238903,19920221,220478,1258614,5081,83907
238903,19920221,557784,6077808,3117,110505
171790,19921205,238944,1118460,11419,112975
287441,19920427,18668,6911490,8365,95199
287441,19920427,552928,6988615,6239,118854
287441,19920427,259349,3497166,11223,78499
287441,19920427,465052,3254496,3792,61021
209317,19921126,372967,7472336,15627,122397
209317,19921126,289705,2711504,5712,101681
226412,19920523,541921,3497887,5117,117774
226412,19920523,53582,6536964,19072,92134
20575,19920918,69140,1195652,15493,66548
151753,19920514,197445,604636,5394,92546
79334,19920527,34840,8785458,14173,106490
79334,19920527,539374,2544030,11806,84801
254332,19920501,275567,152712,12440,92553
254332,19920501,45581,5037714,15765,91594
257365,19921009,163955,3997521,16690,121137
257365,19921009,374930,3207872,5028,120295
32332,19921228,575687,4582916,7398,105759
90493,19920729,158541,2508078,19394,95972
251173,19920807,144152,5023830,14231,71769
251173,19920807,555370,7126750,8883,85521
131395,19920102,565975,6400419,10432,122457
131395,19920102,591076,914967,11023,70023
131395,19920102,598602,6166303,2799,102034
78308,19920915,124148,3945423,16419,70328
78308,19920915,351756,3011694,8006,108464
78308,19920915,162764,904246,15016,109605
14465,19920707,11769,3459004,14643,100845
14465,19920707,174166,1458428,10104,74409
14465,19920707,397083,1888112,11610,70804
36970,19920808,89126,1226632,1969,66907
255076,19921203,359497,4468654,12933,93388
57869,19921019,592969,9594206,18198,123716
120496,19920110,400860,4930352,19965,105650
120496,19920110,458888,1846860,19810,110811
264871,19920408,310663,2651061,8809,100419
264871,19920408,27029,4497118,6402,57361
217162,19920318,458232,5773708,2163,71412
36044,19920625,41692,1293882,14167,98021
33934,19921115,566685,7532138,12916,105099
115408,19920920,520846,5359640,18777,112009
66442,19920903,382283,5136145,11201,81916
66442,19920903,139494,3833725,19440,92009
69869,19921230,246549,5832567,14221,89731
69869,19921230,480539,6837795,8638,91170
75119,19920204,17410,5575122,18176,79644
46637,19920125,167576,1771768,1079,98614
46637,19920125,87255,2981400,1843,74535
262453,19921030,383231,131422,11862,78853
262453,19921030,555031,322544,15943,65160
259678,19920411,328727,1042891,4759,105342
54499,19920306,54265,1911799,17252,73155
54499,19920306,15147,420607,2786,63728
54499,19920306,166376,5336769,13740,86542
84526,19921211,165993,1816029,3139,123539
63260,19921210,250709,985855,18176,99581
10585,19920425,471754,1183850,9826,103543
204214,19920710,16575,2067316,10755,89494
131995,19920917,413456,2875803,13222,82165
201355,19920406,12844,1756840,14174,105410
201355,19920406,455823,7495863,1008,106728
201355,19920406,230247,3807161,9406,70633
95209,19920211,424337,499478,9247,75678
95209,19920211,534146,1888192,11361,70807
95209,19920211,177222,5729560,17929,77953
44677,19920819,496093,1524698,16781,65344
44677,19920819,314114,3835540,12724,67686
233297,19920912,310452,3296339,5613,87746
233297,19920912,155604,5808600,5373,99576
252889,19920321,424171,433679,11944,65709
252889,19920321,415231,3667872,7522,68772
252889,19920321,523515,5277020,17034,92309
17971,19920918,45401,3166732,6731,80784
27356,19920504,279456,3694822,4292,86126
172807,19921019,11357,3853247,173,76101
213016,19921213,592942,8662654,7653,122095
138937,19920310,320491,5985460,18391,90688
214123,19920323,272636,6529388,4330,96517
107596,19920805,283827,2330512,517,108648
107596,19920805,24642,6979381,8307,93998
107596,19920805,384872,383544,17204,117411
107596,19920805,210502,1553739,9301,84749
47012,19921231,180947,9235238,15155,121676
47012,19921231,109865,4687150,13957,112491
89389,19920803,241206,3035464,3801,68831
89389,19920803,342758,3421406,10979,108044
89389,19920803,123571,5899909,19146,95674
89389,19920803,353183,2472340,6618,74170
237718,19921030,140874,7772457,7360,114892
298438,19920816,186151,727444,12721,74229
29690,19920513,545262,2690299,4068,78434
204152,19920108,557895,8420775,10050,117172
102388,19920127,332997,9134910,10254,121798
284881,19920825,160695,7126345,2028,105341
219106,19920602,454401,271076,3416,81322
219106,19920602,305376,1353732,18848,82881
117808,19920317,396643,6478382,9303,104377
117808,19920317,235138,2231016,990,64387
117808,19920317,357966,4608534,10377,121437
117808,19920317,129300,658003,17477,79758
117808,19920317,539893,1913541,3257,115972
36109,19920706,117756,8343720,4466,106425
82472,19921026,532298,3292418,8185,79816
82472,19921026,197934,9159940,13938,121915
132995,19920616,499753,2453822,5201,105163
132995,19920616,539550,6609265,10789,95371
182443,19920321,437441,2343314,9241,82705
182443,19920321,262569,1050643,11886,91893
13399,19920812,474601,5829646,5863,94534
36709,19920207,576923,9407529,7362,119994
36709,19920207,439165,5193874,2169,66248
24148,19920514,59949,5917714,19407,114536
277030,19921101,383048,4184811,15946,67861
277030,19921101,568828,9013593,17254,113808
174109,19921019,247393,6042433,10123,80422
174109,19921019,522391,1385102,15823,84802
174109,19921019,16355,4322590,11799,76281
107861,19920721,412003,4124729,6756,54898
132655,19920824,540231,4983143,3941,76272
33601,19920416,498064,1593060,6812,63722
56177,19920720,372451,1206564,2206,91406
56177,19920720,582047,4425758,1962,67741
66841,19920130,322495,1213984,2794,91048
172522,19920216,166356,3698110,4160,85341
93796,19920923,341032,4935892,9949,64381
122959,19920229,247721,6442889,763,100122
223414,19920125,481073,5113196,8178,63243
8272,19920727,567740,1431714,6755,108463
190984,19920125,385992,5701977,7352,124678
189850,19920523,36973,1909970,14175,114598
189850,19920523,241561,1177999,5943,90153
149024,19920123,197360,721393,17987,87441
265246,19920217,291022,694924,17303,60780
169667,19921028,489850,3278577,5309,110389
15644,19921223,565807,9084855,13193,112366
15644,19921223,12926,546159,14883,110335
125609,19920229,370355,3245499,19902,85520
125609,19920229,144343,4894535,5458,83240
178054,19920217,75747,7090797,331,103364
178054,19920217,468160,884461,19738,67688
178054,19920217,561937,1958931,569,119934
159403,19921213,438458,977501,211,83785
79229,19920103,568766,3669480,17605,110084
79229,19920103,43867,2330576,5813,108651
250459,19920609,569898,8572041,1411,118072
20356,19921023,548010,523705,9536,63479
134342,19921020,248249,5162455,19442,71833
134342,19921020,234235,2406254,1298,70153
134342,19921020,547211,1006552,6657,75491
20068,19920411,499942,9228003,12177,116515
8590,19920223,331212,1969228,17072,74592
8590,19920223,479898,6692728,16950,112672
48844,19920216,539353,4366346,8017,83539
225106,19920719,248744,2513704,7828,101563
61208,19920923,194652,1711717,17722,104799
61208,19920923,315889,5786995,1826,114292
140399,19920322,376233,3273050,19155,78553
2084,19920710,348389,6620526,3610,86242
2084,19920710,492682,7703436,18802,100479
30098,19920328,284677,7477470,4328,99699
30098,19920328,78486,1435190,18396,87868
237301,19920124,496181,5537360,13144,70629
61325,19920215,531141,1972677,18254,70327
61325,19920215,418455,6191422,1335,82405
263065,19921202,366904,7219370,8814,118253
167365,19920405,121661,4164583,8542,100959
167365,19920405,108265,381978,12696,76395
167365,19920405,407426,1584079,17148,80004
64591,19920207,441274,2916600,14473,72915
64591,19920207,484832,4136876,17423,109008
64591,19920207,559458,7060601,4064,91045
131855,19920626,208655,6129468,15759,93818
131855,19920626,579604,164990,14561,101014
73672,19920208,162480,2872097,14711,92548
73672,19920208,590230,5045842,13014,79212
162578,19920129,204787,5921195,5121,101506
162578,19920129,243207,3381558,3408,69011
162578,19920129,371903,9096343,13961,118493
128188,19920913,483804,8849511,4672,107266
39640,19920226,478112,218018,15593,65405
39640,19920226,113640,7694386,19695,99218
268142,19920401,366593,6970236,13139,99574
268142,19920401,84221,3661458,9970,72313
268142,19920401,147823,6783593,5901,112249
10604,19920903,141256,1271305,12712,77835
10604,19920903,37119,4967941,18159,63366
153319,19920903,324511,4864464,4216,92130
107566,19920914,115989,6415936,8031,120298
107566,19920914,15383,5323358,16764,77902
107566,19920914,409563,3975858,17583,88352
30325,19921218,360352,5033579,413,84740
221237,19921115,412997,2864955,9219,114598
81589,19920102,67173,5586833,10202,68410
240784,19920823,90108,3513920,18406,65886
133522,19920518,70021,1275442,9429,59461
65150,19920506,308443,3271523,17094,87085
263188,19920705,325367,4229959,12256,83541
263188,19920705,13625,3384964,14573,92317
31975,19921002,449529,3767218,8926,88710
31975,19921002,143576,3967946,5143,97174
236629,19920414,222922,8678456,12210,110694
195020,19921230,377482,4054622,19867,93568
299552,19920426,376922,2938397,19038,119934
61417,19921111,250677,2871192,18028,97659
61417,19921111,161204,3843677,4068,75912
250888,19920516,234691,2575077,6948,97540
107398,19920924,233649,2532208,7771,94957
107398,19920924,328951,3528253,3908,118796
85789,19920605,330442,2478099,1036,88345
58063,19921219,10552,5212528,5614,87753
35077,19920820,192319,1936317,14775,84678
35077,19920820,104962,6815516,6645,118017
174730,19920521,500716,5836746,2978,103001
77435,19920408,531397,2239684,13247,85702
273091,19920505,43785,518634,8749,103726
551,19920802,111479,5312035,4770,89428
551,19920802,210373,5030771,13699,77001
128983,19920326,336696,4924276,6023,103960
128983,19920326,491284,4999019,8312,76515
128983,19920326,401179,2160300,13974,64809
48350,19920913,478339,3688468,6875,79038
48350,19920913,40103,3407807,3486,62586
48350,19920913,204619,7167014,14287,91416
48350,19920913,416473,6669360,8899,83367
232897,19920807,495933,5155976,1527,115734
232897,19920807,191544,6215052,12315,98132
54704,19921028,411629,2868597,9252,92436
54704,19921028,445472,420982,14960,85047
54704,19921028,241753,5033377,6678,101684
131588,19920409,64754,510468,17776,103125
148627,19921206,112063,3299359,8670,64503
4874,19921013,216273,706420,2238,71355
108065,19921008,44645,4563856,3485,95378
295762,19920226,95575,3847896,14790,94234
179912,19920421,549690,521901,16877,104380
179912,19920421,426348,1623483,5889,76459
179912,19920421,531401,3828751,13834,85942
179912,19920421,323229,4462876,10584,75132
89683,19920907,67609,3277751,9681,94596
30541,19920629,576782,364316,4475,111525
108904,19920430,268482,4975112,6684,87028
108904,19920430,364533,7358177,3522,95851
108904,19920430,94574,2666569,2431,94114
35479,19920503,93493,4414875,7753,89189
92765,19921110,503624,2073562,1254,97656
92765,19921110,207699,642672,4537,96400
92765,19921110,405590,7178736,1,89734
42301,19921117,468336,2939914,14176,78258
42301,19921117,523075,2367395,3340,65883
290473,19921102,335991,1390508,10445,121618
290473,19921102,213223,890788,762,68172
212300,19920904,51677,5804579,19360,97720
63551,19921029,331258,4383416,19833,77354
178483,19921128,269663,4799991,12391,97959
178483,19921128,599149,2246616,14684,74887
177572,19921017,572669,1034534,3053,104498
177572,19921017,95312,5098509,6388,78438
172028,19920809,27554,3407565,8669,88893
172028,19920809,499419,4774300,14985,85103
142690,19921217,24205,4855560,3492,67752
142690,19921217,642,2313960,428,92558
142690,19921217,349028,5066255,2981,64620
142690,19921217,511514,457647,14559,91529
292274,19920907,35640,2339825,10814,94538
270170,19921027,45653,633065,16864,95919
270170,19921027,474102,2582592,1418,64564
268195,19921211,556192,247137,2322,74890
268195,19921211,518772,5850380,19145,107445
268195,19921211,384575,4480812,8103,99573
165937,19921203,59291,4876131,18128,75017
165937,19921203,571000,3568505,353,64258
165937,19921203,388365,5981988,1271,87201
165937,19921203,435338,4711247,16616,76398
288997,19920217,12255,4118058,10484,70035
115996,19920801,357127,1894576,9635,71046
115996,19920801,92612,1906276,7371,96276
149575,19920921,227777,8353324,5297,102285
149575,19920921,240142,4220307,17691,64927
149575,19920921,461595,7471536,17784,93394
149575,19920921,153053,3284968,18708,66363
25400,19920406,414211,5124115,2802,67511
79126,19920708,312767,6229125,14254,106785
79126,19920708,64487,5689801,11265,87088
251833,19920810,578901,2522367,8102,118792
251833,19920810,334649,4619880,8976,101017
136655,19920930,26816,2439934,6561,104568
136655,19920930,90659,5443845,14373,98979
136655,19920930,318607,7563870,15304,97535
19553,19920117,90276,3165675,2534,75976
178117,19920317,265748,5598755,15470,102823
284722,19920721,487040,3321382,4573,61621
284722,19920721,469470,4702683,6981,86367
171790,19920215,407048,1323657,9980,57301
171790,19920215,54416,4566206,8864,82224
264400,19920720,479154,4150655,7707,67987
222847,19920424,366152,5725258,2586,73088
222847,19920424,379877,9492727,2853,117411
222847,19920424,579125,4455170,1587,72246
193054,19921224,19477,5115269,7039,83788
127412,19921005,429530,3003671,12650,87570
170545,19920113,359460,2531403,5310,91167
172148,19920219,3664,7524768,17089,94059
146785,19920815,47624,1257296,8511,94297
94003,19920722,330991,8207216,5806,121318
94003,19920722,91719,7959933,1734,102642
215354,19921115,313539,4036552,6978,93151
215354,19921115,445489,4498466,8702,86067
240500,19920820,361805,6653239,16527,112007
240500,19920820,449978,8970751,19146,115677
299197,19921220,331012,2581425,2830,62580
299197,19921220,110068,3697745,2871,64683
280993,19921218,333682,7983012,4553,102940
280993,19921218,583907,9755312,7150,119452
101711,19921213,529986,2594540,5678,120957
101711,19921213,418001,2911328,1160,55138
54032,19920830,44394,1836271,7136,80303
95191,19920128,598700,3701683,9623,107920
219881,19921228,113416,4902876,8838,85764
219881,19921228,580221,4163840,16406,78072
219881,19921228,364035,215407,1198,65941
160000,19920213,241496,5265489,1444,86248
160000,19920213,556412,2158533,12370,88103
54971,19921001,275496,4326151,251,88288
137429,19920910,218241,3180927,6015,69553
142828,19920421,511286,5137149,5126,77835
142828,19920421,480877,8546110,5720,111471
142828,19920421,99472,6621615,12409,88288
224794,19920721,580438,303682,13636,91104
177625,19920621,270533,6314784,5875,90211
148414,19920213,466486,1138728,15491,87147
200638,19920412,539120,4316488,2759,69546
200638,19920412,18197,5136565,237,66911
249332,19920719,47140,968641,1629,65228
249332,19920719,276595,7238697,7326,94294
171319,19920404,172254,1050390,16362,79575
171319,19920404,400303,4050240,10989,72196
38438,19920626,123090,1745325,18247,66785
129361,19921125,396328,6486307,17058,85458
129361,19921125,467312,3510371,9640,76757
72334,19921020,182904,1752445,4153,119214
72334,19921020,251079,4690893,9640,61803
72334,19921020,242723,7495695,17237,99942
213758,19921225,446974,1694277,10628,115257
212444,19920904,454679,5391045,3984,98019
212444,19920904,187486,3582813,12208,94408
212444,19920904,461693,4378256,13247,99280
212444,19920904,183680,1555565,5647,105820
212444,19920904,96344,4113503,14136,80420
142735,19921231,331717,1904334,15997,104922
79234,19920303,161784,7674753,19188,110746
83518,19920823,142284,3413844,6295,79576
49234,19921230,381246,3381782,13466,79633
290812,19920420,268923,2039478,14941,113514
94973,19920129,310989,4507932,5917,119998
247975,19921004,461251,1080096,626,72733
9695,19920518,93586,4222217,14045,94774
9695,19920518,107276,2389448,14071,76996
9695,19920518,579987,1823058,3940,124017
259258,19920323,266344,5448352,7082,78619
45718,19920927,553682,7636904,17319,104139
182705,19920118,165189,6022572,7803,75250
182705,19920118,123892,2628601,13320,114953
286151,19920225,211279,5713248,19699,71415
286151,19920225,11242,339052,16077,69194
286151,19920225,315036,1441999,10242,63061
286151,19920225,249247,3908083,7264,71773
239218,19920323,27496,697510,10474,85409
156869,19920713,117909,5973390,8159,115614
156869,19920713,496146,452279,17712,68527
206668,19920113,432285,5725991,15278,73035
220018,19921216,75609,3571688,11491,95076
280345,19920724,557914,7887560,404,118313
85756,19921215,425301,5220273,13742,73576
85756,19921215,232372,2478284,17526,78261
129436,19920305,455585,1811698,10731,92433
215168,19921018,126081,4014272,14022,66424
218912,19920925,486157,4458207,7433,68587
218912,19920925,290934,7892172,7158,115495
136360,19921121,282266,748950,15899,74895
208282,19921221,152343,4420437,5683,83720
92810,19920811,371857,7829161,658,115730
9443,19920712,260650,6537587,11078,96638
9443,19920712,133601,5884560,19036,98076
122779,19921224,252519,1748142,18998,88290
122779,19921224,272849,4999101,17561,109309
122779,19921224,563041,1190133,17247,66241
122779,19921224,432399,1826639,7338,79882
122779,19921224,115913,7256559,15815,115734
128341,19920213,121344,270337,7017,81920
128341,19920213,332640,5245367,4599,100357
128341,19920213,476621,7189200,3784,95856
12358,19920403,547388,1136805,7429,86121
12358,19920403,140968,2756293,6260,120537
71599,19920110,45720,3664584,11257,99943
71599,19920110,405593,6893422,376,89914
111016,19920312,139796,6296759,7001,110147
111016,19920312,582364,5929994,13061,86780
168479,19921222,89475,1025129,1684,87868
168479,19921222,206049,2292072,13880,57301
168479,19921222,397228,4285729,18513,79512
51238,19920504,420977,3606105,7601,113877
282020,19920321,325703,2738244,835,103721
282020,19920321,531392,3945581,4196,85402
282020,19920321,412674,7457255,9014,95199
253232,19920112,73453,570580,14402,85587
253232,19920112,310939,6756472,19706,116995
20374,19921226,76227,5895778,15643,72193
20374,19921226,501016,2237378,17263,61019
218503,19921008,339016,1757630,4892,63300
33881,19920428,544853,6642405,13543,113869
33881,19920428,154780,1078850,12629,110086
84073,19920720,522044,1671519,19120,63961
230135,19920609,368774,2189198,384,110565
230135,19920609,568501,7690452,13160,94168
