"d_yearmonthnum","lo_partkey","lo_revenue"
199707,330659,3928413
199704,679559,3230892
199703,400271,2726670
199706,728272,2457453
199706,55814,3950215
199709,672498,3602627
199709,701081,2560130
199709,665115,2132077
199711,309934,3977260
199712,412584,3079920
199703,221025,1797419
199705,513123,2137004
199708,472833,3412980
199705,542401,2364256
199709,779155,1888203
199711,267759,3108132
199701,80497,3330262
199701,218777,3588228
199706,479477,2327407
199706,694159,2652176
199706,201422,2435074
199709,280115,2493542
199701,609670,2843352
199702,572052,2974183
199702,768780,4692127
199701,351569,3646237
199702,582985,4125580
199709,728226,2110801
199703,666217,2271705
199706,480887,3294905
199707,727070,2472728
199709,717464,3599874
199707,684600,3316505
199701,47106,1664951
199711,397394,3683708
199707,152754,4390402
199702,666163,2766368
199702,693764,3132274
199703,2523,3771925
199703,283391,2532982
199711,277576,2740479
199705,16350,2045155
199703,335217,2355388
199701,445257,3181100
199702,563048,2426467
199712,614204,1933315
199703,292256,3083152
199704,288343,2529527
199712,67434,3594667
199706,339389,2771037
199712,350456,2982751
199710,584608,3376697
199703,211276,2763941
199706,75720,3311741
199712,796107,2217258
199712,241278,1927650
199701,747410,2999288
199701,273635,2927688
199703,323507,2617137
199707,650003,1972647
199708,28688,3485562
199704,598515,2904282
199707,386008,1729598
199709,600297,2475933
199707,651107,2695962
199702,99872,3788664
199712,6750,3934781
199702,282956,4281179
199707,297922,3213929
199707,758171,2861437
199706,144176,3063846
199709,254736,4015460
199701,259688,3913216
199703,22734,2927441
199708,601073,2410749
199707,446141,2847167
199707,684962,4006781
199705,625176,1803667
199712,544183,2454320
199707,279262,3103125
199708,474258,2772517
199710,482890,3067761
199701,628697,4015380
199710,459053,1865171
199712,493365,2200510
199701,175415,2548601
199711,414182,2394013
199702,557008,2002162
199704,7998,3078173
199710,500630,3412866
199702,365167,2692247
199707,42430,2898572
199711,426861,3854583
199709,321007,2319145
199704,227787,3348945
199705,783688,4145661
199712,49085,2585200
199712,505003,2594540
199701,773807,4022967
199703,83691,2895539
199703,191523,2852856
199707,343962,4198453
199706,260469,3550753
199703,111646,3978336
199712,701564,3804237
199702,126995,4203717
199711,518673,3572764
199704,776722,4583062
199709,648267,2045232
199709,624673,4112325
199702,543227,2598829
199702,404776,2964843
199701,231898,4254471
199712,745959,3929643
199702,433671,2801718
199712,765589,3080772
199704,753171,2060227
199709,625608,3036468
199703,430567,2845326
199703,222439,2483230
199712,236110,1945746
199712,183454,2982653
199704,555029,2368540
199711,73869,4925964
199711,386153,2881000
199708,118244,2871596
199708,555296,3513302
199701,710144,2077398
199711,533179,2181870
199708,233017,2297100
199701,523965,4296110
199712,63762,3624096
199702,534576,2784640
199707,35578,3699165
199712,544312,3051652
199710,279320,2104882
199703,485891,3378366
199710,162224,3009754
199712,693995,4009743
199710,581499,3840542
199706,19376,2461203
199706,641108,1676413
199702,526082,2315845
199708,143139,2432823
199709,738395,3652201
199711,349275,2641898
199705,181230,3186288
199706,19857,2899819
199704,92550,3228557
199709,675711,3223245
199702,775887,3729415
199705,559713,4786263
199708,506971,5340465
199707,500513,2924062
199705,366016,2616276
199709,487870,3110040
199712,563891,3675155
199703,602382,3178766
199704,149148,2670819
199704,132125,2806016
199712,370012,1784218
199706,645190,1961556
199709,98781,4805406
199701,315578,3371972
199712,98002,2016000
199704,619775,3026805
199706,65801,3462928
199701,229404,3233470
199709,397754,4133083
199707,310135,2828446
199710,279733,3584722
199706,525705,3561739
199706,320693,2651062
199712,789273,2588256
199701,124729,3630200
199711,65789,3134037
199704,403170,2172055
199704,274652,3591621
199711,563551,2470230
199708,626793,3169517
199706,519985,4084103
199706,179598,3086765
199705,574532,3801002
199701,788371,3625000
199702,129166,1848912
199709,346550,3161149
199702,446690,3273340
199711,206173,2709770
199701,130373,2969530
199703,211510,3482675
199705,162504,3422802
199702,631014,1977843
199708,389023,1821472
199703,649003,1488881
199703,322126,2066598
199706,174463,3099519
199705,80331,2863944
199707,99446,2601792
199707,668388,2962268
199707,788997,4755988
199705,589368,2413355
199711,305186,2493118
199705,751996,3735479
199703,629287,2988326
199712,648634,3931178
199701,606391,2117291
199702,58309,2483908
199709,510441,3722892
199712,59097,2718375
199711,447104,1955008
199712,195948,4660183
199709,73770,3850244
199704,300850,4764062
199702,90183,1994406
199710,5787,3519289
199710,748949,3606227
199705,372912,3930102
199705,222080,2543253
199711,148889,4464875
199711,418222,2394420
199704,660624,3872737
199705,765146,2785553
199705,355215,2534049
199705,433126,2179627
199706,569919,3436801
199701,167161,3001623
199706,378475,3106920
199705,54299,2395037
199712,784304,2962568
199706,503704,2815964
199704,366548,4071844
199706,186905,4712835
199703,647620,2978421
199707,382245,3057937
199708,164450,3898194
199708,326350,2659088
199712,593677,4541717
199705,274906,3423219
199706,233501,3236209
199712,651330,3164811
199703,39314,3133275
199708,558270,3054975
199701,44560,2875214
199701,696024,2134839
199711,208473,3431546
199705,104195,1855146
199707,659191,2587860
199707,60510,2793969
199711,59240,2210199
199708,756832,4895769
199712,738594,3555715
199710,747295,3245584
199708,628527,3213721
199709,677017,1689766
199701,124843,3739415
199707,570705,3231737
199708,576394,2705480
199705,628665,3505986
199712,107987,3790462
199709,492643,3160017
199701,512290,2578494
199710,325896,3424790
199704,664951,4023432
199707,133826,3079861
199702,144561,2658807
199708,107858,4657161
199703,586485,3284351
199705,696723,2909715
199710,132744,4557338
199709,476286,2908247
199709,781414,2530182
199711,279545,3152728
199703,241876,3635720
199712,635343,2428789
199712,67607,3868792
199708,65626,3996557
199711,7752,3550205
199706,518995,4948324
199704,316122,2503842
199701,240922,3468738
199701,461600,3897703
199705,123494,3420422
199705,1372,2753025
199707,659623,3006921
199707,755907,4522452
199707,221516,3485937
199707,148469,3420354
199709,397109,2894616
199701,506522,3521664
199704,258393,3478452
199710,336726,4054233
199702,25032,2438512
199705,736402,3141400
199710,384703,4537157
199706,80613,2753758
199703,248362,2724217
199708,63488,3171483
199708,257512,2512845
199703,466534,2790948
199701,38761,3664682
199707,655317,2404609
199705,686641,3437512
199702,539661,3872357
199706,514692,3548166
199707,336097,2783977
199706,623582,4064985
199706,330297,2370522
199710,324180,2709382
199711,209931,3645021
199706,791394,2881598
199706,529882,4636260
199701,9979,5049216
199701,418237,2550703
199701,632191,2091323
199712,354458,3516423
199703,574473,3491047
199702,114099,2114871
199704,541141,1969411
199704,551245,2955381
199704,788573,2841233
199705,470904,4049740
199708,469182,2329947
199704,236793,3938709
199710,36499,3682031
199704,42478,2390651
199703,728492,3211211
199702,790179,3035782
199702,715867,4981968
199710,459351,2863071
199708,315361,2105815
199703,670093,2631073
199703,153798,4177638
199703,8437,3296303
199710,199189,3059427
199702,261496,2877065
199711,556287,3223824
199706,308265,2459919
199703,177530,3993104
199702,676813,4166607
199707,89844,3267902
199701,74145,2445320
199709,604944,3267023
199703,246761,3371098
199708,697391,2499048
199705,369330,3358368
199704,242718,3902645
199707,29376,2822209
199708,623944,3126881
199703,614888,3483106
199703,16556,3737331
199706,631273,2326591
199703,249398,2586969
199701,251041,2238019
199710,15388,2149273
199712,698893,4672894
199712,288154,2170066
199705,371410,2986502
199709,156918,3677282
199703,186905,5127150
199704,147944,3444064
199708,179009,1963840
199711,299442,3410423
199702,283578,2877955
199704,249208,1770500
199712,340520,4002708
199709,500310,3431649
199712,674388,2746497
199701,89462,2377491
199708,656030,1609152
199704,315583,3756639
199709,254333,2664752
199705,63471,2556225
199710,95504,2729090
199702,713460,3253333
199704,192442,2827972
199711,215314,3285918
199705,369797,4637081
199709,309208,2833618
199711,339848,3904032
199705,682164,2877932
199705,371052,2695296
199708,447636,3840254
199707,405893,4614101
199711,257686,2958606
199707,616366,3267376
199703,417304,2843139
199703,733597,3195897
199711,8473,2891416
199704,701508,2947994
199711,623759,3981315
199710,452996,4092837
199712,216607,2750079
199712,736724,3929860
199705,163622,4096056
199705,598995,4353363
199702,212332,2314435
199702,339226,3131394
199705,749886,4181436
199707,611137,1710499
199712,600406,2020954
199709,312353,3174415
199707,639318,2030507
199710,593080,2111508
199702,114992,4017993
199701,788444,3242579
199710,267942,4392839
199707,249430,3034724
199707,102666,3684401
199702,315115,2796997
199706,442497,3310781
199707,89725,3858120
199707,796982,3517583
199701,501515,3312014
199707,101089,2607471
199702,478467,3122150
199710,338445,3804997
199705,112487,3148908
199707,493579,2512934
199704,637035,2426112
199702,125003,2343840
199708,87537,2497180
199704,93461,2792563
199706,552637,3997617
199711,356073,2906200
199712,260645,3656019
199704,174590,3675414
199707,728654,2998428
199705,116938,4981161
199710,463944,3987552
199702,621305,2764012
199705,530364,3625284
199702,146843,3518882
199709,128533,3825748
199708,314526,3868220
199708,626186,3002805
199707,102928,4248024
199710,515615,3587298
199712,448290,2470348
199708,131947,3296914
199703,712398,2916624
199703,464540,3980959
199704,413327,2592227
199704,538951,4485302
199701,261577,3360215
199706,512006,1678649
199701,694151,2968151
199702,95918,3898634
199703,27898,3863583
199705,148323,2805720
199709,555482,3034946
199712,476831,3326370
199706,189418,3644917
199703,673041,2433624
199703,584494,3636794
199710,698492,2661961
199705,747591,2988733
199701,408173,2432587
199709,185252,2413736
199701,558454,3227525
199701,347796,3468150
199710,598646,2698927
199709,149725,4214960
199705,137043,2592096
199707,567046,2504295
199707,721855,4966065
199704,561493,2574202
199706,230845,3104150
199704,106014,1899258
199704,388350,3141334
199705,537203,2191398
199709,34671,3203311
199711,318027,2128685
199705,208227,2134194
199706,344622,3899867
199709,371676,4152440
199705,730686,4171459
199704,514734,3700270
199704,18190,2293953
199710,561343,3033331
199710,646864,2966139
199705,684896,3466424
199707,604331,2182775
199703,2763,4047796
199708,373070,3024536
199705,521722,3368828
199705,143894,4278861
199701,256986,4379454
199708,539534,3288635
199705,501842,4015839
199702,468991,2998754
199711,173505,4063059
199707,545830,4633250
199705,650359,3011436
199710,214118,2088970
199707,118488,3945471
199705,378015,2642874
199706,37421,2738574
199706,765274,2924900
199708,98551,3849082
199707,288837,4473259
199701,334886,4944319
199707,229117,2711491
199707,545871,4600440
199705,189449,2907651
199701,616314,1882328
199707,422424,2229638
199708,263138,1853184
199701,585072,1927645
199708,705704,3815983
199708,615449,3138143
199710,769196,2355727
199711,609855,4191447
199708,639036,1755000
199708,634939,3026348
199704,368493,3978651
199704,65666,4199892
199704,438843,3811312
199701,793755,3017111
199707,351548,3090291
199707,277548,3473631
199709,609205,2757570
199704,464135,2502673
199703,383876,4921208
199706,748545,2782268
199706,213392,2642089
199706,98933,3152909
199708,354590,4233148
199705,491765,4005367
199708,579255,2109417
199703,559056,2461986
199704,421771,4062600
199704,586594,3517433
199708,332256,3315929
199708,680325,2256846
199712,666163,2145347
199705,446129,2294263
199705,612482,3212812
199703,194888,4318712
199703,530528,4011579
199703,164246,3270359
199703,543180,2785135
199710,371978,4374614
199706,775798,4227202
199701,231904,4318013
199706,584630,2997138
199704,527449,3056189
199708,215874,4374417
199710,565186,3175444
199706,676708,4292539
199710,567649,2801523
199705,403204,2989386
199708,374422,2644156
199712,89453,2378600
199712,412580,2835864
199705,544373,2500205
199701,74757,3428865
199710,27297,2027424
199706,28071,2508664
199703,659763,3011332
199703,722830,3813062
199704,253725,4441866
199707,119036,2649180
199702,117466,3560304
199703,737363,2237727
199711,421977,4236557
199712,58571,3166209
199704,560160,2469563
199707,331939,4257187
199703,579403,2508186
199702,234937,4088273
199704,653696,3919592
199701,115209,2618563
199710,462130,2109956
199711,135366,3398298
199704,540740,3682528
199704,654506,3066987
199708,57586,2963673
199708,636190,2317637
199701,217690,3993477
199705,758362,2833558
199711,492656,3297260
199709,489338,2994411
199703,142925,3926000
199709,467631,3876629
199701,728090,2711295
199702,386477,3370819
199712,512524,3533950
199706,99217,2145394
199708,364743,3253914
199708,624533,2681800
199702,334751,2989328
199703,251090,1645947
199701,566244,3177283
199703,330534,3235427
199701,765202,3181863
199703,610602,3025140
199705,668367,2111156
199709,297673,3040601
199707,735266,3091722
199707,64082,2824416
199707,81637,3933270
199709,527531,3261961
199704,485795,4259601
199711,35371,2661075
199707,338797,4009343
199702,158009,2331395
199705,719654,3280295
199707,245176,2307347
199708,23731,3733070
199708,767763,4210679
199710,207979,3207832
199709,599967,3848642
199709,221418,2468514
199712,466023,2115471
199702,255115,2033190
199708,773155,2947488
199704,283969,4745668
199701,741835,4189017
199711,353584,3163785
199708,296854,4497541
199711,603818,4369877
199703,705925,3118387
199702,670657,3977903
199705,339977,3325967
199710,743101,1976952
199710,9455,3377013
199712,461626,3810240
199703,224655,3753224
199701,716378,2760793
199702,89048,1891560
199704,154342,3732416
199701,589663,4306236
199710,623184,1953012
199701,210789,3951965
199702,418223,2656713
199702,644364,3355866
199702,219670,4120398
199712,170763,3344778
199703,334615,3134240
199710,207038,1701036
199704,93203,2985715
199709,579919,5235092
199707,266238,2817874
199702,374590,2816469
199708,414433,2756800
199710,604400,3067878
199702,612320,2750471
199703,629925,3882284
199705,602403,3393962
199712,450336,3334115
199702,179199,2760890
199702,770185,2800239
199708,219868,2978558
199702,119255,2156031
199710,496064,2014076
199707,70811,3349802
199704,157415,2402973
199705,162758,3645141
199703,81912,4007513
199711,740837,3075836
199711,40289,2684747
199701,257434,2329237
199708,300060,2192183
199710,252333,2467814
199703,571296,3691629
199707,30799,3739805
199701,567683,4201584
199701,324570,2755399
199711,161891,3636281
199706,707147,2205504
199703,703662,4330638
199703,784290,3401293
199701,554029,2465991
199705,519313,3033624
199706,684277,2383743
199706,420153,1873684
199705,348005,2500851
199707,31712,3507677
199709,197629,4057557
199709,514535,4100003
199703,746336,3450220
199710,266305,3363833
199707,513347,3289253
199702,672203,2232823
199701,13822,2937007
199712,175173,2246706
199708,314720,2810230
199703,574337,3528275
199708,464468,3724344
199712,737395,3519308
199702,407875,4171869
199705,297053,1767217
199701,74365,3412689
199712,718651,2582902
199704,378728,4227701
199703,454818,3127201
199705,41366,2941560
199706,18082,2673213
199708,663520,2536767
199709,483369,2985966
199706,482503,2500062
199712,17184,1823554
199701,537048,2267691
199711,337611,2670732
199707,722105,2566338
199704,580357,2457834
199711,9209,1767874
199703,233064,1661085
199702,521905,4027179
199708,330834,4984663
199708,344523,3461062
199708,156776,4669897
199706,689357,2378947
199709,555196,2094458
199709,749489,3384590
199703,282961,4762677
199709,470923,2897667
199709,396013,2874528
199704,545568,4225861
199705,642736,2596948
199710,80558,3720213
199710,338103,2309566
199706,644071,1867673
199702,488524,2545537
199707,425422,2506164
199704,116750,3770244
199710,72991,4430761
199701,272197,2258855
199709,326362,2653136
199709,734405,3281763
199708,458643,3276914
199710,41479,2173319
199710,192216,2791720
199712,12244,2765726
199704,450819,3893538
199704,109838,3473920
199707,18685,2918697
199708,91418,2870968
199708,409055,1735254
199704,461647,2992033
199705,306155,2252611
199705,245485,3746400
199704,388708,4608509
199703,550503,3013751
199711,572665,4644711
199709,63731,3487754
199708,376692,4200615
199711,772571,3845883
199711,710597,4054266
199707,276486,2395525
199707,44169,1778829
199701,706660,3199929
199701,564944,4771185
199702,273358,2377773
199703,325666,3735163
199702,459365,3361174
199701,700340,3152409
199706,700167,2521000
199704,50131,2188207
199711,535019,1821294
199707,482124,2875860
199705,575845,4744425
199701,303310,2521536
199706,553195,2870791
199706,742473,2788409
199711,437590,3015423
199705,453356,2121114
199708,335036,2645419
199708,602662,3442186
199708,678245,2113706
199703,666741,3770623
199708,747543,4093972
199706,100452,3131482
199710,207414,3072255
199710,552172,2732302
199710,348109,2767759
199707,574673,3486561
199705,50530,3233477
199705,741541,2690267
199711,222051,1982082
199705,557307,3192415
199702,159774,4481733
199702,95404,2392974
199704,31347,2442907
199709,353662,3194540
199712,64130,2182789
199701,654940,3384309
199709,356549,3583542
199701,204437,2961855
199711,496203,2467912
199704,748147,2366317
199710,788884,3827329
199709,737873,3515945
199704,533250,2438137
199704,555885,3503252
199706,539514,3355538
199711,794205,2520389
199702,701285,2926218
199706,758507,2943083
199706,198960,4645013
199710,253361,3220157
199706,769243,2800256
199710,344683,4384826
199704,686918,4680290
199704,359720,3452637
199701,734357,2892554
199711,251743,3691121
199703,239071,1781745
199712,314751,3531480
199704,668630,2554562
199705,630752,3792850
199711,262228,2435169
199706,628169,2624334
199709,103276,2406306
199708,651473,3110976
199708,548741,3683243
199706,265979,5056896
199705,4575,2476800
199710,670235,2571896
199704,502298,3440514
199704,401557,3185429
199710,544495,3006584
199707,575612,2917843
199703,239984,5038877
199703,544625,3077072
199703,376323,2378827
199707,98663,3668945
199707,642724,2833373
199711,615305,2959154
199706,665601,2663169
199706,640002,1971543
199708,199350,2556653
199710,775481,3540923
199706,12825,3357468
199710,414242,3006172
199710,204250,2308480
199704,324508,3601351
199704,38386,3015613
199708,764336,2268486
199705,564870,4910649
199711,746512,3120076
199703,544500,2546847
199710,595372,2676446
199710,303157,2217027
199707,620785,2667793
199708,619444,2178729
199703,679638,3073440
199701,81572,3229872
199711,631797,4062586
199702,418920,3668605
199712,192231,3465539
199702,698512,2990750
199704,647861,3827484
199711,33820,2921864
199705,125681,4515875
199703,26342,2384479
199706,17061,1662702
199706,336056,2402488
199709,562541,3919002
199711,643286,2888737
199709,522117,3075543
199709,642132,2764733
199703,209500,2678031
199703,406860,2973591
199711,788013,2219575
199705,407539,2632648
199703,92038,2502972
199705,776622,3791252
199710,33929,4929286
199706,196333,3144526
199711,238291,3073200
199703,83217,2902107
199709,388775,3168392
199707,317812,3128958
199701,64101,2169608
199706,789057,3001426
199701,208686,3473191
199703,283175,2213243
199703,113665,2596887
199704,448317,3289754
199704,410289,2427302
199707,347255,2570621
199702,521178,2837188
199709,574405,3513527
199708,579490,3320998
199705,408115,1943871
199708,715843,3552185
199707,53919,4037993
199707,601723,2661242
199711,24939,4831306
199708,691220,2180142
199707,52260,2351784
199707,724027,2780919
199701,162937,3647872
199702,40732,4181825
199712,155973,4674746
199707,484054,1718977
199702,787925,4830936
199712,501150,2859406
199704,652216,2064174
199707,654188,2238614
199704,157144,2076771
199702,312041,2491468
199709,521722,4101182
199707,374492,3496383
199702,127931,4266549
199712,276853,3743852
199703,719104,2695368
199703,373994,4549556
199709,688033,2481030
199709,782793,4876976
199704,45323,2861329
199701,43330,2291994
199711,697746,4010533
199703,487360,3104271
199706,581590,3175983
199704,350335,2986749
199708,135331,3615309
199701,54076,2575175
199710,451593,3303835
199703,571053,2630230
199712,771995,3348475
199705,178507,2568510
199710,399122,2780467
199702,733789,3444997
199704,188960,4763832
199712,574694,3852163
199706,87745,4144714
199705,238800,3468886
199712,493060,1781743
199712,680157,2672232
199702,387577,3425664
199704,280575,2459340
199705,143404,2667558
199705,712640,3007750
199708,634671,2620404
199712,728502,3379277
199702,639555,2439056
199706,548946,5386284
199708,444137,1764371
199708,598866,3837332
199705,111559,4113270
199712,511555,3642182
199702,40596,2738203
199708,48358,2794282
199704,167408,3393420
199706,338873,3556059
199710,650566,3336366
199701,331037,2511983
199704,321994,4636754
199708,737322,2691394
199709,333782,3170334
199702,353778,3833873
199710,134383,2612231
199709,547318,2920355
199701,690409,3601978
199701,796217,3106983
199704,150637,3240249
199711,438665,3528008
199708,47714,4486617
199704,164460,3219659
199706,317905,4880294
199701,535297,2278181
199705,421300,2584228
199710,648253,2306342
199704,452959,3338229
199712,536273,2827980
199702,198380,3366271
199704,680464,2495975
199702,771900,4973056
199709,644213,2198642
199707,246206,2905823
199709,239360,2221888
199710,3032,1683054
199708,466002,2378326
199708,84488,2944960
199707,297750,3817064
199710,703736,3288033
199712,59446,2698444
199708,347275,3109955
199709,503634,2918221
199709,122263,3020361
199707,40491,2705516
199712,736843,3722023
199703,106030,2119717
199701,5780,3034404
199704,779085,2200054
199712,693003,2689119
199708,605009,2305032
199708,382524,3473274
199706,150158,2471874
199712,129474,3713570
199707,230277,2554562
199707,111532,3266109
199701,166855,3932105
199704,171554,2925990
199712,13853,3021313
199705,6455,3267480
199710,758463,3394310
199708,199700,4421862
199709,69382,2952765
199709,164948,4919625
199712,12756,2853562
199710,116660,3822784
199708,380818,3930516
199710,770262,2264791
199701,675845,4020348
199705,12993,4888864
199701,7914,3315876
199705,766963,4932729
199712,78656,2975063
199703,772338,3384720
199702,87908,3278011
199706,512887,3630632
199710,475956,4829825
199709,513395,2433663
199712,749942,4489765
199711,623715,3020087
199705,559837,3839143
199701,61763,3966948
199711,604811,2966583
199702,196399,2930964
199702,134553,3571987
199709,739983,3865857
199702,655333,2903828
199705,316050,2005221
199701,42042,2078292
199701,681043,1806353
199708,188998,3568752
199701,377155,2587494
199701,378936,3554318
199709,510191,2075621
199703,34994,4436677
199703,352207,3059831
199710,96007,1937796
199712,118651,3225763
199702,613924,3030680
199704,114028,2300780
199707,19946,3905412
199712,560767,3509260
199707,85686,4302904
199709,313094,1952889
199710,632761,3450128
199710,775912,3975760
199712,29117,2360024
199711,721077,2348707
199703,9193,2727920
199712,774403,2895645
199704,716737,4340407
199709,705082,2259976
199706,12179,2160516
199706,389613,4249689
199711,364507,3658428
199702,472094,1842168
199709,759244,2401816
199710,571644,3314577
199705,480990,4075965
199705,412691,4086151
199702,541967,3839084
199703,60800,3010968
199705,569083,2799505
199701,363905,3740891
199712,181342,2322890
199712,323380,3334407
199708,750312,2803572
199703,624329,2594310
199708,355057,1777039
199711,252112,2873070
199701,666433,3190632
199708,221480,3519091
199709,190309,2938530
199712,590899,4115051
199706,737460,2506697
199710,545279,3374189
199709,419973,4448432
199707,760818,4445193
199703,118375,3762099
199709,350313,2729326
199706,282966,4965924
199709,9827,3334694
199707,583221,2556232
199705,85008,1735764
199703,157809,3907212
199710,608228,3037035
199706,389639,2703561
199701,485615,3534102
199701,330265,2946693
199711,218929,3047203
199703,742534,3901837
199703,562960,3865838
199705,148290,2569516
199703,177818,3190648
199705,519409,3586662
199701,673889,3729425
199709,423618,3357583
199710,743680,3412827
199703,338279,2963835
199708,159130,1969199
199710,665253,2217160
199704,216874,4083160
199704,197752,3496027
199710,789149,2591364
199712,14097,2527725
199707,52808,4578080
199712,368019,2065300
199705,709160,2998818
199710,322154,2432257
199705,501532,3533207
199701,652402,2573303
199707,758838,4882363
199705,595232,3416238
199709,349336,2343961
199704,384962,4237186
199704,690946,4098501
199706,28672,2476236
199705,751810,3753348
199701,30706,3047535
199708,151089,2188953
199708,211573,3107184
199703,752645,3592142
199701,144592,4091475
199701,315687,3708415
199701,146510,2691205
199712,508890,3076169
199712,97818,4579472
199711,421661,2912057
199703,520321,2803317
199703,296167,2320484
199705,732443,3744590
199711,486883,3702322
199711,212515,3451695
199712,772161,1949578
199707,382606,2669660
199703,194430,3658632
199709,767629,3863135
199701,73422,2623389
199710,405120,2192688
199704,270176,2372551
199705,712379,2727026
199706,710127,2251438
199705,394873,4809449
199703,711241,2793680
199707,642183,2025270
199710,463065,1914210
199711,69045,2285646
199710,181723,3394678
199701,205733,2590816
199710,246590,3775377
199706,453049,1963959
199702,364114,2171238
199702,171725,3557505
199710,565785,4219732
199712,495976,4263355
199703,468300,2594900
199705,191509,3380256
199712,750614,3329160
199702,695789,4640350
199704,777469,3479467
199710,714049,1779478
199708,701808,3583344
199705,460960,4033974
199707,388373,3507264
199709,548211,1990779
199711,653138,1985802
199706,615374,2906172
199705,400105,2336811
199701,555123,1802493
199708,579811,3021482
199707,126967,3768584
199709,397291,3598421
199702,683845,2798079
199703,743195,2533275
199712,301025,2462424
199705,79931,4521260
199705,55698,3730724
199705,66685,3452011
199703,579154,3063094
199706,767276,2777820
199712,186922,4520070
199712,589252,2563090
199711,81037,2036060
199710,172102,2092246
199712,461407,3054224
199702,404684,3717464
199703,345502,3166164
199705,8059,1708777
199712,460448,2274598
199706,614555,2736246
199707,160486,3052751
199701,324177,3243132
199712,527992,4797428
199705,403804,3179886
199710,76419,2762911
199703,774838,3270888
199710,429233,1945539
199706,528933,4151401
199712,474599,3461854
199708,705826,4308370
199704,394110,2191462
199705,112434,3124288
199708,253341,2951072
199708,391352,2828946
199708,649895,4364938
199707,786047,2775874
199710,57086,2453324
199702,133064,2742650
199708,568452,2736774
199708,714290,2759814
199709,238277,2078094
199711,143825,3767541
199709,262118,2410783
199703,519472,2744268
199701,601510,3043150
199709,594455,2634031
199703,578407,2433052
199710,339407,2369186
199710,221082,1637010
199712,791245,2164660
199705,353473,3816150
199707,575165,3069346
199710,625521,3118632
199710,513389,2709359
199703,526173,2913934
199707,616046,1904779
199705,160534,4133021
199712,182808,3592520
199705,635168,2696049
199707,232605,2629278
199703,199784,4730171
199709,503499,2871220
199702,243939,3291344
199712,150665,3386712
199706,134733,4458215
199704,645068,2260069
199708,758869,3589619
199701,678712,3682301
199709,562285,3187617
199712,4955,4971646
199708,479553,3831325
199707,668887,4639625
199707,58146,2622332
199706,285498,2370601
199706,757061,2101896
199706,437828,4195540
199704,371659,3461280
199706,123838,4675055
199705,55453,2178872
199702,429778,3888546
199708,259216,2651251
199705,348525,3254018
199709,691482,2413511
199705,38137,2607190
199701,511455,3202683
199710,503651,3143797
199711,166134,2808304
199711,444004,2093139
199701,583226,2191600
199710,543044,2275132
199707,303627,3407974
199706,543170,2426300
199706,333775,3906921
199706,366831,3706442
199704,705706,3943687
199706,638752,2787997
199708,441593,2452242
199706,288942,3649457
199704,458175,2062333
199703,67320,2348071
199705,43160,2829605
199705,424313,3000428
199704,626467,3239724
199704,217681,3740887
199706,735664,4451330
199705,207568,2719438
199711,107774,3080680
199702,359654,3824844
199704,10410,2458603
199712,647093,1976114
199705,325204,2765677
199709,422530,3413398
199712,5250,2516134
199712,50323,2567013
199712,32534,2903729
199706,445949,3581398
199707,550809,4351885
199701,397197,3162975
199701,479695,3426374
199711,626194,1895310
199704,232394,3294727
199707,564352,2691027
