"d_yearmonthnum","lo_partkey","lo_revenue","lo_suppkey"
199707,116400,3297379,57559
199711,487239,2317536,12225
199707,322519,2552724,954
199710,530337,2338100,56957
199710,89272,2726865,32637
199710,195031,2979475,13725
199701,412169,2140657,7734
199705,41925,3142026,14332
199705,632550,3068816,31091
199705,53343,2743055,56606
199704,436146,2333050,24612
199704,230101,1900298,44525
199702,410457,2390267,14412
199702,139447,3246384,51806
199702,483669,2725203,38356
199707,252847,4319592,51142
199707,790970,4637115,28544
199703,10141,2320917,32228
199709,210144,2479313,42977
199701,733356,3431620,34589
199706,627196,2223856,41103
199711,358635,3810645,42667
199705,89025,2737854,6186
199708,463403,3082553,2067
199710,203763,4410220,56464
199712,680640,2742072,6104
199712,525341,3303761,48120
199711,480316,3302946,59055
199701,311985,3271036,56865
199712,262156,2790877,44401
199703,173085,2310369,59028
199705,86528,2471696,31245
199703,561117,3032403,21037
199709,721720,4138255,57739
199704,481694,3391556,14102
199711,281191,2240035,22065
199707,657362,2374794,22765
199707,657835,3133814,13184
199707,398161,3044624,16113
199707,330659,3928413,10907
199712,465774,3107193,27281
199708,707357,2941473,5291
199703,312334,2242969,31031
199712,737896,3867720,22694
199712,215139,1918498,56242
199705,547139,2016387,30407
199705,660642,4083450,58146
199705,207506,3511109,31253
199704,679559,3230892,57435
199704,753499,3713484,29722
199710,16276,2146086,46036
199710,738086,1796231,22830
199704,84041,2546199,56014
199709,288790,3561117,51528
199702,687945,4267865,16829
199703,400271,2726670,37280
199703,147343,3678839,39456
199706,178065,2194675,31190
199706,728272,2457453,35784
199706,55814,3950215,33610
199709,672498,3602627,35784
199709,701081,2560130,14972
199709,665115,2132077,49943
199708,291678,3673252,18419
199708,629492,3530906,23728
199710,121376,2924695,33244
199702,551757,3508936,44502
199711,309934,3977260,2761
199711,599702,4356462,31781
199712,412584,3079920,19676
199705,427293,3014066,3671
199705,700325,3411296,16485
199711,95974,3191351,54514
199709,471571,2693292,13471
199704,319364,3286839,28733
199704,336415,3338220,24797
199711,1151,2393641,2278
199711,164521,3646696,40738
199703,235569,2979009,59401
199703,729307,3011952,18120
199703,221025,1797419,58404
199705,513123,2137004,43034
199705,467926,4755582,59393
199711,81336,2878366,33111
199709,145933,3296897,20038
199702,574250,2738507,43926
199703,183734,3173756,30341
199708,472833,3412980,51904
199710,437012,1691100,11277
199710,53181,2245676,35883
199710,205086,2051514,20672
199705,542401,2364256,59572
199709,779155,1888203,58289
199709,42093,1927337,28800
199701,127112,2902452,33263
199701,323146,1888144,32564
199702,447867,3506270,23582
199702,95077,1731393,29828
199702,340904,3150721,53113
199705,225377,3125664,34738
199705,704982,4158686,24763
199705,389503,4084736,34907
199705,171932,3693242,57400
199705,245052,1814612,42035
199702,732728,3137549,52141
199705,207478,2448107,32279
199711,626559,3553363,53908
199711,192485,3435751,25075
199711,267759,3108132,36957
199702,255330,3074485,53843
199705,424371,2168415,52061
199710,645326,2656996,31929
199701,80497,3330262,16429
199701,218777,3588228,37018
199708,464822,2824930,41901
199712,465095,2747701,45353
199706,777824,4100259,16537
199705,443882,4557346,31797
199708,612966,4235108,51295
199709,703425,2819641,52601
199706,249877,4475807,38314
199706,479477,2327407,14591
199706,508315,2800081,486
199706,36522,3112481,982
199708,265425,2627874,59334
199709,84679,2994606,29416
199709,87206,2362536,24184
199704,24065,2326269,33370
199704,787517,4028849,2948
199706,694159,2652176,56717
199705,750926,4412418,26956
199710,531702,3786357,9217
199710,304159,2405373,37559
199710,23717,3215791,46316
199707,520472,2977437,24717
199707,95043,2698904,49198
199711,475919,3189099,47822
199707,17030,1513353,55452
199706,491481,3522124,13999
199706,317574,2570369,18696
199706,663297,2370549,49894
199706,206083,1620096,28156
199708,672250,1890774,10198
199708,104116,2000516,24391
199706,201422,2435074,8441
199709,280115,2493542,40700
199703,777665,3642096,53435
199703,484099,1832554,23048
199708,147245,2139949,41837
199707,216811,3763148,30463
199709,660305,2277486,27228
199708,305929,3026199,40894
199708,132063,2468265,49195
199708,53328,3075168,19602
199711,642286,2874105,16202
199710,104441,2211523,18509
199712,216715,2635195,47739
199705,120509,2954994,22344
199704,315315,3268547,8890
199712,507346,2988130,43212
199701,609670,2843352,57286
199706,783449,2526944,22676
199706,93275,2853607,8034
199706,607702,2694587,48945
199706,588229,2868861,56134
199702,467554,2804179,23347
199712,742450,3492262,19924
199701,239942,3039316,14506
199701,699550,3765333,16645
199707,116163,1964480,49186
199707,773158,3058102,43046
199702,577461,3779947,54024
199702,572052,2974183,57751
199702,768780,4692127,29020
199710,366830,4833097,58511
199710,406505,2766500,14095
199701,351569,3646237,24078
199710,50870,2982585,49878
199707,710997,4819104,1184
199707,55145,2264088,42768
199704,311783,3517749,33014
199702,582985,4125580,57031
199708,459162,1753462,17590
199708,322368,2802945,5904
199706,292269,2065927,36220
199706,92353,2752586,47920
199705,258620,2904642,36308
199705,140212,2141279,32936
199703,251734,3186010,21947
199703,595369,2372230,47173
199709,728226,2110801,52885
199709,543923,3438141,5760
199712,225547,2353102,13382
199703,698120,1996908,16915
199703,666217,2271705,10343
199703,304761,4290772,9265
199703,515769,3855038,7824
199706,333033,2134172,54587
199706,480887,3294905,38486
199704,373531,4171752,16948
199707,727070,2472728,33360
199707,650808,4368784,31562
199706,252617,3393475,15249
199709,717464,3599874,9858
199709,16884,4051980,18251
199707,233850,3389296,6911
199707,684600,3316505,9794
199707,642311,2357419,33051
199704,526055,1945854,27926
199701,47106,1664951,14418
199708,332533,2677039,54240
199712,231465,3083361,17497
199712,631029,2234856,7472
199711,397394,3683708,32318
199707,152754,4390402,25969
199707,31120,2809643,12929
199702,666163,2766368,58923
199702,188268,2685394,14696
199702,796207,3192766,14556
199712,32999,4080362,35861
199702,693764,3132274,32822
199702,307412,2503821,41115
199702,233857,3474229,50147
199703,2523,3771925,4957
199703,789025,1985130,31918
199705,313509,2834876,1424
199705,189035,1922091,22134
199703,665470,2784753,227
199703,283391,2532982,12272
199710,624719,3629245,40606
199702,251999,3373244,19319
199711,277576,2740479,5758
199711,406978,4205323,54664
199711,487886,4604074,22599
199705,16350,2045155,45808
199705,390149,3245281,23096
199705,424240,2905893,24650
199705,591368,3178442,36365
199702,159776,3524678,515
199711,178784,3040056,48874
199707,601078,1729963,2406
199711,251404,2548133,31573
199703,509908,5074710,6002
199703,335217,2355388,17575
199703,255200,2522934,54708
199701,700864,4382350,7509
199710,468607,4254066,8222
199702,239565,3310010,45415
199701,281805,3489600,41087
199701,445257,3181100,38532
199707,602083,2015412,56030
199711,258332,2402575,14754
199711,181267,3330202,39520
199702,563048,2426467,8252
199712,274399,2249596,24276
199712,614204,1933315,50387
199712,75876,4216707,34347
199701,65037,1893836,29651
199701,465675,3780057,55436
199701,676260,3204308,56810
199705,442486,2891203,7380
199703,556348,2906942,50784
199710,106138,2038839,20286
199703,292256,3083152,14990
199703,735912,5048904,55702
199703,95706,3097094,58154
199707,432682,3603921,24504
199707,528958,4828239,3348
199701,301126,2410888,11083
199701,348309,2931746,28630
199710,622103,2357661,19595
199711,707882,3651190,2391
199704,209092,1892041,3212
199704,288343,2529527,12008
199712,283562,3377026,49238
199701,766619,3101467,28831
199707,667871,3802721,38034
199709,290397,3596088,16529
199706,697631,3895611,11743
199712,67434,3594667,9063
199708,250467,2531565,28505
199707,66750,3131352,654
199703,138930,4607296,14365
199709,269292,1994083,31540
199709,382562,2999659,46767
199709,118854,3202573,1616
199706,339389,2771037,52766
199701,366731,3638585,15013
199711,342265,3262896,7529
199711,584129,2668820,12625
199707,63363,3024100,10563
199712,350456,2982751,26171
199712,503153,1976982,49945
199710,584608,3376697,28299
199710,694818,3806838,56877
199710,213544,3562203,38513
199703,354947,4119971,568
199703,211276,2763941,41004
199704,257590,2989924,46548
199704,525798,4825695,25113
199706,213345,2264994,59685
199706,75720,3311741,39496
199702,498819,4395416,12909
199702,435646,3479564,50088
199712,796107,2217258,51352
199712,241278,1927650,4675
199712,502775,2911954,7547
199705,440135,2128717,46343
199701,747410,2999288,59636
199701,273635,2927688,34069
199701,635156,2199697,40023
199710,3975,4565897,46809
199710,515321,3370148,12215
199706,386687,4549463,19046
199703,323507,2617137,19294
199707,69100,2828838,52823
199707,650003,1972647,34706
199708,182533,4200378,28995
199708,28688,3485562,31054
199704,598515,2904282,36727
199711,208359,3009932,22274
199708,293717,2733698,29395
199708,483915,4542144,11522
199702,185554,3374193,17347
199707,386008,1729598,27078
199709,600297,2475933,58970
199709,684573,2383036,30496
199709,3464,2208447,19776
199707,777323,2660551,28485
199707,408563,2656129,3440
199707,651107,2695962,52439
199702,384751,2933512,53714
199702,99872,3788664,9523
199702,135923,3349753,28471
199709,61220,2480562,31381
199710,363599,3790682,8101
199704,780983,5182578,2130
199712,274172,1773109,51271
199712,6750,3934781,37422
199701,516039,1793517,47001
199703,197273,2713134,18761
199708,644516,3020272,9399
199708,261119,2177481,49021
199711,222542,3303979,40638
199707,560405,3030405,48727
199707,72139,2200037,44093
199705,53084,2385284,2343
199702,282956,4281179,12085
199707,515986,5004900,51225
199707,122228,3000528,38123
199707,684638,3100788,37026
199706,295446,3387360,46851
199706,746265,2804720,32957
199706,75826,4234277,40117
199703,234545,2558107,34896
199707,297922,3213929,17912
199707,758171,2861437,33578
199707,174606,3633457,35006
199707,189299,2526687,44911
199706,144176,3063846,34114
199706,357146,2800886,5514
199706,494461,3347512,42411
199712,89749,3105389,50780
199703,626968,3456352,52718
199704,223981,5091984,20962
199712,740401,3215696,25869
199709,186829,3563425,11873
199709,254736,4015460,4402
199709,282690,2587635,52263
199708,419745,2906601,22249
199703,785509,4046764,30307
199712,210351,2569349,49026
199707,340360,2852512,20771
199710,316281,2988910,37908
199707,109631,3135243,28954
199707,190219,3322774,13197
199708,175503,2549277,40592
199701,259688,3913216,33928
199701,727838,3056180,2770
199706,628749,4152332,51293
199706,83109,2270475,42683
199703,22734,2927441,12158
199708,300918,3281319,146
199708,726353,2822088,43794
199708,601073,2410749,22717
199707,446141,2847167,42985
199707,684962,4006781,40419
199705,625176,1803667,23573
199702,216435,2735274,54632
199710,334694,3775437,29222
199705,134913,4285402,59873
199711,7401,2616800,38440
199704,32213,2858444,48794
199712,580155,2057726,16089
199712,544183,2454320,8968
199705,324088,1881622,41803
199706,767258,2316484,34953
199706,576145,2552140,47936
199704,591272,3331783,57360
199704,459571,3780458,37590
199704,190881,4685186,47006
199707,279262,3103125,29452
199708,250755,4179063,22162
199708,347075,1817737,33972
199708,474258,2772517,2892
199710,307457,3267165,22228
199710,482890,3067761,18683
199702,730340,3562806,19910
199712,722917,4510221,3399
199712,461251,2426884,51524
199703,600030,2208750,41082
199712,239943,3976748,28430
199712,159375,2966277,46949
199712,651160,3000051,20293
199701,334463,2964951,50597
199701,628697,4015380,52546
199710,459053,1865171,46998
199710,275035,2454348,12301
199709,567912,4735896,11337
199712,493365,2200510,46608
199706,23106,1914126,17888
199706,335909,4764980,28566
199702,678562,3774298,32127
199701,175415,2548601,45111
199703,755051,2212040,30861
199711,691813,3891105,32222
199711,100269,2680677,52173
199711,414182,2394013,15588
199702,557008,2002162,8662
199702,30551,3169035,6160
199703,657968,4429639,51828
199703,328167,2810992,36780
199703,794701,3831959,25827
199708,697131,2233638,24530
199708,445417,2643036,45200
199708,397317,2316623,37419
199712,235482,2361505,20888
199712,131372,3508425,54308
199712,309844,4093256,42600
199704,7998,3078173,35089
199704,628723,3191065,9880
199710,481267,3018244,20661
199711,112387,2791763,12947
199711,71581,3012005,38803
199711,645194,2296546,48767
199710,500630,3412866,51827
199703,584585,3673032,38952
199701,620805,3454991,8137
199701,721824,3056628,36660
199710,583622,2916576,52422
199710,358989,5363633,4340
199704,771619,3693917,208
199709,585681,4388383,52671
199709,338030,2358188,58133
199702,365167,2692247,19909
199707,42430,2898572,15032
199704,799551,3720272,40519
199704,451924,5014280,47192
199704,332928,3568856,42000
199710,587763,3270257,55583
199710,122614,3682372,28699
199708,678471,2952509,21068
199709,531250,2075592,56467
199709,16895,4663804,11756
199711,276577,3691258,6669
199711,426861,3854583,53288
199709,321007,2319145,59989
199709,752880,4905573,46680
199709,449425,3573440,52040
199701,327945,4975729,55997
199701,219347,2256600,56196
199701,151954,4413090,24158
199706,413450,2155582,1074
199704,227787,3348945,9556
199704,414188,1742514,35469
199705,486695,2601543,41824
199705,748212,2226738,39680
199705,783688,4145661,56477
199712,49085,2585200,25801
199712,505003,2594540,55008
199701,773807,4022967,45142
199701,560168,2100119,54147
199703,83691,2895539,16894
199703,191523,2852856,5602
199705,178651,4249750,12362
199707,343962,4198453,57233
199704,444363,3039565,30946
199701,504911,3312573,9929
199701,168954,4786299,51462
199710,28699,3556502,48268
199706,716044,2597024,46928
199706,260469,3550753,41923
199706,21693,3713787,56215
199703,111646,3978336,48090
199705,26160,2498168,26016
199712,370276,2544431,11501
199712,701564,3804237,12558
199712,781267,3494612,26944
199712,346173,2316404,11023
199702,10090,1729155,41307
199702,126995,4203717,8047
199711,518673,3572764,54224
199711,215130,2163398,52688
199709,475477,3882398,51397
199705,714265,2974209,22306
199704,776722,4583062,31589
199703,149584,4083950,41119
199703,18501,2589168,1264
199708,538277,2651544,33127
199707,528106,2399713,15438
199707,233015,1939608,40534
199712,422383,2732118,13984
199705,543897,4464001,48163
199709,648267,2045232,40228
199711,473391,3315419,33041
199702,797172,2049661,3538
199709,624673,4112325,20091
199708,515799,4128601,16476
199712,439951,3573857,32241
199702,156539,3317106,12106
199702,543227,2598829,2563
199702,404776,2964843,46567
199702,516049,2658289,57006
199702,433786,3669967,7337
199712,478516,2839531,42667
199703,481490,2913510,47717
199712,442016,2266604,47985
199709,723472,2415135,46898
199710,37701,2646500,40591
199710,26512,2487183,6773
199710,703717,3269292,1885
199703,591151,2235834,27404
199703,75359,3170415,28481
199705,554407,2854075,46644
199711,390708,3561406,27176
199707,128364,2971296,55609
199707,605843,3056919,52533
199701,231898,4254471,11224
199701,338439,3160201,6216
199712,745959,3929643,50660
199712,165722,3657675,40142
199705,325703,2988905,11040
199707,525726,4493110,32813
199703,652227,2122542,50904
199702,433671,2801718,23810
199705,56539,2557356,156
199712,765589,3080772,42841
199704,279441,2812451,35202
199704,192203,3232819,52328
199704,753171,2060227,45479
199709,91855,4417665,37104
199710,602865,4073080,14007
199710,343522,3522397,36112
199710,59162,2610060,11891
199710,722627,3490532,46009
199701,68381,2356017,880
199701,757385,2653924,12647
199701,571173,2351443,55882
199701,696488,3491426,19331
199701,291598,3071068,46299
199701,84540,3225926,3965
199709,625608,3036468,52423
199703,577496,3618981,55277
199703,359474,2677421,44899
199709,571032,1762609,53811
199704,717111,2954441,20090
199711,328029,1796917,41917
199704,626906,4849774,9806
199710,62298,2666773,649
199710,581328,3444329,56152
199703,430567,2845326,31211
199703,222439,2483230,55068
199703,128237,3074508,17030
199703,71035,2689118,14633
199706,190749,3935203,18739
199706,302886,3018414,58858
199706,203106,2561070,52494
199706,523548,2836593,15848
199701,492827,3668716,14708
199701,647186,2131455,36011
199701,449277,3065625,7417
199712,236110,1945746,40664
199712,286872,4968732,34242
199702,738363,2662527,59208
199712,183454,2982653,47439
199710,105344,2948307,54896
199701,44734,2625533,38144
199711,189060,3009388,32300
199710,426039,2153902,1224
199703,533932,3275206,56488
199703,187628,3161887,7274
199704,119652,4179125,55074
199704,555029,2368540,32286
199711,766514,2552475,6616
199711,397566,2771474,8518
199709,688106,1811779,45222
199711,472760,3621426,32941
199711,73869,4925964,11267
199712,394891,4202122,57107
199712,256749,4605471,35701
199711,701060,1975637,11792
199711,386153,2881000,8723
199711,594111,2220980,25487
199710,83005,1600560,58808
199712,93895,3400002,54252
199701,219463,3695288,20574
199712,448170,2543791,16783
199712,647460,3439758,32172
199712,254131,2041110,48538
199712,675428,3297966,28211
199709,344214,2589375,58896
199709,118875,3484720,48206
199709,317705,3135295,10317
199701,498807,4583069,47828
199708,118244,2871596,28381
199708,110527,2613784,50580
199708,518838,3490802,19489
199708,555296,3513302,36621
199701,785729,4671012,51389
199701,616236,3110940,30793
199704,548482,2733401,2906
199703,559678,4291995,36
199706,271610,3783187,56789
199704,592708,4411666,12190
199706,402958,3556237,21484
199706,709811,3277404,46520
199702,315767,3000368,35309
199708,746709,2686175,10586
199708,334412,2777088,4433
199708,674532,3291702,33668
199708,421339,3080197,20844
199709,674131,2804743,31845
199709,20336,2243805,11810
199707,798393,3691116,2000
199707,555600,2920443,49835
199711,396202,2866403,36665
199711,552108,1900211,19021
199703,707057,1754568,35757
