"d_yearmonthnum","lo_partkey","lo_revenue"
199709,320968,3665634
199709,493809,3322523
199709,516274,3032087
199704,310847,3550313
199706,488726,3160192
199707,527193,2630686
199711,382546,3633250
199707,266575,3120117
199707,112597,3479933
199702,462225,2051481
199707,198905,5210140
199712,414950,4460912
199709,305924,3688058
199708,175506,3416040
199710,136459,3589080
199708,494734,4148904
199711,174703,3242524
199712,17784,4070657
199701,170995,3406817
199701,109271,2143171
199711,319734,3472365
199710,447395,2871329
199709,324760,4104925
199709,397687,3323055
199709,66321,2811506
199706,110721,4488618
199712,331600,3323548
199706,1095,2151554
199707,453389,2190731
199710,350145,2782262
199701,6464,3091757
199702,141874,4098045
199712,228224,2189199
199703,473066,2194452
199711,87114,2180197
199701,74198,2436983
199707,456722,4015450
199710,278229,2484438
199710,156930,4720945
199706,49383,2379630
199703,27838,3559913
199703,297461,2800224
199705,267503,2943920
199703,510924,4450270
199707,513783,3636642
199703,43407,3176140
199705,213517,3192876
199710,40045,1832174
199706,227586,3341962
199702,324385,3805299
199701,406057,1646781
199705,68358,3150081
199708,421668,3735654
199705,290074,2212180
199710,592895,4343495
199707,68938,4153293
199706,583876,4280312
199703,416620,3177688
199701,26810,2804948
199707,419004,2076705
199712,297679,4228536
199708,383757,4920298
199708,356742,3847483
199702,547094,2213675
199708,206220,2452885
199707,567722,3608035
199712,87720,4195868
199707,565976,3798027
199707,311140,2762712
199706,133563,3001532
199710,445469,3394656
199710,128973,4654580
199703,235905,4197229
199701,436557,3689019
199707,449255,2739623
199703,503318,2746961
199708,240763,3961218
199705,275355,3097031
199712,78488,3919901
199712,214434,3008325
199710,371906,3419771
199710,506876,4338086
199703,523110,2243518
199705,581704,3117797
199705,349752,4621463
199703,254494,2839020
199711,244326,2427562
199706,300584,3872689
199707,307434,3182655
199705,69287,2611806
199701,65493,3354527
199708,563415,3057310
199703,124604,2768620
199708,376061,2114913
199708,54611,3804432
199704,419106,2611903
199703,145886,3651253
199712,15586,2399524
199712,205948,4579207
199702,241636,2877578
199712,394991,5206606
199707,202348,3207096
199703,595794,3051978
199702,92292,2139627
199711,248665,4269717
199707,1180,2516987
199704,46907,4530931
199704,570789,4106350
199708,10826,2864016
199709,28915,2883875
199709,407075,2190953
199712,217112,1815332
199702,33566,2645223
199711,168105,2346200
199709,355007,2867373
199711,282661,4304719
199702,308626,2648068
199702,515930,4623482
199704,303564,3172721
199707,362618,3823365
199707,3217,2912546
199710,150267,2753073
199709,413993,4462309
199702,73771,4231067
199712,491030,2601533
199704,55384,2917169
199704,237648,3348850
199701,28978,3623243
199706,418349,3097330
199711,216763,3584586
199702,204089,1608773
199702,426147,1696602
199706,501257,2893929
199701,35707,2927291
199706,560072,2499566
199702,19686,2890224
199702,414993,4626827
199709,562603,2968063
199708,210231,2684149
199710,542147,2123768
199712,74222,2985765
199703,540231,2989885
199711,259706,4200870
199711,96586,2421347
199704,409162,2463622
199701,473011,2507206
199705,480330,3243017
199706,565804,4764199
199712,103318,2111453
199710,332071,2829348
199705,264011,2474550
199707,421558,2929469
199706,105717,4091436
199710,304290,3235700
199704,451825,3619341
199704,396246,3245512
199704,299374,2101240
199702,347632,3990777
199711,418283,2935879
199711,466831,2811774
199711,158768,3858117
199712,535115,2649807
199703,81631,3149466
199712,412942,4958201
199709,187679,3731207
199709,432176,2604152
199712,397896,4934853
199702,139811,4647383
199704,583799,4575131
199707,195130,2141527
199708,463351,3280567
199705,124458,2668410
199706,41131,1929834
199712,264312,2519416
199707,409834,3970655
199707,438003,1567672
199707,110976,4196480
199702,112125,2855308
199708,140360,2495441
199710,206355,2608451
199704,398394,3086241
199709,391369,3084259
199705,349806,4776803
199706,192731,4026795
199710,151613,3479034
199712,438380,2755372
199707,136448,3069821
199704,426520,3290787
199711,319353,2607446
199712,2587,3151951
199712,156757,3052541
199707,212732,2906220
199705,575928,3955698
199701,371418,3217104
199712,163065,2626123
199706,19347,2165441
199705,467768,3912357
199705,159615,3697538
199705,560064,2275056
199712,44105,2673106
199708,293590,2828273
199708,365521,3959928
199707,427716,3435312
199704,112996,3702568
199707,219527,2473532
199707,545933,3906368
199711,17389,2816555
199703,189044,2998023
199702,289099,1963984
199705,535510,3554627
199710,80506,2809485
199704,566358,3046641
199704,246974,4241479
199706,146098,2466658
199701,217723,2986092
199708,86473,2921858
199701,229970,5078593
199712,356442,3065787
199704,387539,2765084
199708,349771,4460862
199701,553027,2268000
199703,398379,3152686
199709,44671,3604559
199709,184659,4315533
199709,213767,3751434
199705,341093,2755814
199704,327668,3543908
199704,201767,2703375
199707,335611,2786047
199707,414108,2657408
199702,527124,2393136
199703,165435,2790799
199711,576171,3266285
199707,317305,3206553
199710,7162,1799396
199701,110619,3549290
199702,343253,2203608
199707,80941,4612656
199707,162943,3833351
199710,583793,4504248
199701,39911,4303365
199702,291722,4534476
199711,205761,3150157
199712,62831,2897035
199702,540104,2860200
199705,379597,2930661
199710,466454,2245699
199705,343583,3669541
199703,104005,2597166
199708,320526,3883286
199711,523902,4756923
199711,107495,3533856
199705,325566,4254213
199703,12126,1951665
199711,277055,2507857
199707,406441,2694840
199708,199158,2627443
199701,189453,3325522
199701,469891,4237200
199705,353341,3179072
199710,590397,2855750
199705,399231,3447930
199707,373566,3964431
199702,508183,3023164
199708,251175,2252320
199709,535328,3041522
199703,32715,4284046
199702,335170,2744149
199707,571912,3650357
199703,224367,2404493
199701,188534,3236947
199701,164708,4786290
199703,231817,3819379
199712,447376,2695663
199705,180012,2132695
199704,48167,2097615
199703,11390,2373735
199703,448894,3637825
199710,544649,3780159
199707,227545,2252970
199701,43232,2459756
199709,146961,5258847
199710,210866,4619810
199703,367504,2922971
199704,319097,2706494
199704,570145,2322094
199711,123583,2649250
199705,157761,3928521
199706,262660,3738585
199708,510306,2969527
199707,466966,3672586
199704,189348,3400746
199703,306676,4287417
199710,156540,4267551
199702,584003,2000043
199709,200957,3009862
199712,10368,2881423
199712,244897,4923345
199710,239885,2989137
199710,409625,2915740
199709,296238,3112702
199705,415724,2951460
199710,546203,2298491
199704,401853,4243178
199704,389002,2291079
199708,60778,2910700
199708,283674,4137519
199708,134861,3753802
199704,569954,4122745
199702,304005,2181436
199702,304356,2503025
199710,523376,2928839
199702,16786,3254012
199705,64482,2434425
199705,333069,1761075
199701,15257,2553160
199703,305546,3390093
199712,277761,4129531
199710,321091,1801569
199702,512624,3726538
199705,163319,3115726
199701,461506,2958439
199712,285212,3070818
199703,49227,2705306
199703,13601,2938324
199710,303494,3261511
199702,336102,1843705
199710,567478,2936355
199712,49324,2567013
199707,273465,2200828
199702,353645,3397260
199711,269225,2155549
199705,42483,2654243
199709,92632,2661143
199707,146981,4917851
199704,391198,2609300
199703,151219,3170444
199701,500524,3085588
199710,87261,2300543
199703,477551,3894694
199707,208318,2207340
199707,54704,3649140
199701,567296,2729266
199703,249242,1822581
199703,78040,2296698
199706,560943,4859506
199712,565815,3889473
199701,433895,4038144
199709,40547,2409814
199710,501137,2151027
199705,255960,2931403
199703,591738,4940217
199701,516278,1980202
199703,309482,2748779
199711,435251,2372460
199711,47559,3578056
199702,306828,4403544
199702,423466,2612147
199712,221644,2581723
199708,27716,4438017
199705,172243,2168830
199708,170098,2518402
199706,362979,4410633
199706,305073,2150729
199706,351986,4438698
199701,176543,3724942
199702,71363,2185681
199701,232437,2464956
199702,319269,3047999
199709,8044,2493392
199709,84382,3111247
199701,121220,2189512
199706,575218,2560516
199705,408685,3091700
199705,562834,4916531
199709,205158,2418643
199706,555447,3155082
199707,573659,3825647
199707,119741,3660578
199708,168755,4377000
199711,560275,2980278
199706,215651,4018431
199706,296860,3843679
199710,363963,5472765
199701,87601,3002454
199707,119411,3630380
199702,34204,2378838
199704,239680,4066991
199701,114538,3915480
199706,442686,2574911
199703,431743,4005930
199706,130944,5279014
199701,350830,3910224
199704,255305,2461346
199712,59992,3591661
199706,594277,2523100
199704,103463,2268613
199712,125339,2087424
199710,543907,3687163
199709,478847,3103894
199708,449277,3012896
199702,249646,3510386
199711,36792,4527701
199708,388575,4034133
199710,194582,3485609
199712,60704,3752233
199711,38413,3393390
199711,406840,3049947
199702,154370,3145008
199708,363330,2297584
199712,380935,3749611
199711,572525,3417052
199709,379678,3866852
199710,389365,3926745
199706,243322,2878580
199707,93840,3205552
199707,222659,4071141
199705,261955,4048577
199710,305451,3597406
199708,158651,2831180
199709,5161,2558784
199705,186495,3004831
199703,307572,4094219
199704,482639,2674034
199705,164404,3524160
199709,23832,4598518
199708,44171,2569351
199708,339773,3908310
199708,513077,2302185
199712,307480,2463250
199705,187608,4154220
199707,348249,2953792
199701,562460,2630776
199702,150058,1994490
199708,115826,3683640
199709,566987,3697128
199705,428772,3979755
199711,223234,2937024
199707,59515,2801569
199701,396559,3423656
199705,121445,2730511
199708,582058,1744245
199711,402400,2695926
199703,15228,2400762
199708,473665,2743083
199705,543408,3104501
199706,294387,2362142
199704,271804,3445032
199702,425653,3630849
199710,315690,3639921
199708,455815,4350831
199708,205056,1626079
199710,598485,3496279
199703,263706,3887038
199708,261182,2313776
199709,523721,3334121
199709,418840,2810594
199709,567074,2834368
199709,90242,2883441
199704,180205,2923830
199704,65893,3680602
199702,353016,2009720
199708,60144,1951015
199703,464423,2796998
199712,206430,2135599
199703,333165,1962569
199705,526658,3679231
199702,130972,3911800
199703,195212,3398746
199705,86945,3338392
199702,312379,3104124
199708,6951,3418628
199703,469748,2813625
199704,459408,2727923
199709,51208,2506190
199709,342140,3042802
199712,6462,2654812
199709,281383,2514533
199705,319134,2681004
199704,145004,2605716
199704,476381,2679428
199707,252173,1836261
199704,86079,2423034
199706,494557,3208564
199705,581619,3794016
199707,514273,2013259
199711,536078,1742374
199701,130147,2626199
199701,435461,2387912
199704,323948,3017052
199704,303844,3902616
199711,136667,4599882
199706,518957,4260105
199707,413144,2334120
199711,512368,2650252
199706,511636,2548852
199703,470805,2908727
199711,514757,4207858
199702,215758,3084702
199707,470755,3246098
199712,580658,3237329
199706,114954,4489206
199701,461332,2408143
199712,120222,2981328
199712,369383,3099357
199707,190851,5190565
199711,19475,2384543
199710,158345,2349191
199709,468053,2205424
199702,9692,3315498
199705,329404,2476897
199704,342215,1987633
199704,599557,3374351
199712,556412,2960274
199703,89510,3598824
199710,321785,2959489
199708,381177,3019584
199706,89182,2984166
199709,455273,2287001
199709,256610,4229820
199701,261812,3875753
199712,505593,4272977
199712,432024,1548720
199712,311108,2517952
199701,536233,3134948
199703,235832,3889204
199702,451574,2724632
199702,379637,4588525
199708,392881,4721497
199707,235027,1663315
199704,215456,2578307
199708,125909,4171644
199704,526156,2000163
199711,381735,3342764
199703,172174,2342799
199712,81358,2217963
199704,26743,4418132
199704,65214,2685061
199709,560120,2124180
199706,552628,3788072
199707,396545,2869394
199707,521297,2504713
199709,132209,3049628
199703,181885,4484486
199706,348591,3426722
199708,384370,3490464
199703,7319,2420735
199707,232428,2197062
199704,501536,3985225
199706,475503,2501588
199708,541711,4122326
199702,583322,2613858
199712,529298,2174068
199702,7236,2932384
199706,91927,4889408
199707,480170,2318702
199709,306692,3954527
199701,12556,2848987
199709,373217,3320974
199705,20565,3315769
199707,145829,4319585
199705,70910,4792558
199703,526694,3914524
199707,307264,2074680
199707,576318,2944740
199706,279097,2528788
199706,390082,1983142
199709,233093,1929030
199706,252732,2976900
199709,346706,3030401
199708,208271,2037761
199712,428754,2574576
199705,372974,5029380
199705,368248,2845689
199705,344990,3355682
199707,276349,3170189
199705,332530,2559407
199707,403479,3147838
199711,208049,1914060
199705,515577,2608596
199709,538459,2494718
199709,245778,4374902
199706,103353,2448211
199710,190655,2937928
199710,237864,3218104
199709,205442,2304105
199708,526257,2101930
199705,503300,2736888
199702,226540,3103177
199702,2576,2794497
199702,81172,2237149
199709,495524,3646800
199710,210654,3220029
199711,107960,4118940
199712,48661,3515497
199706,108550,2552904
199712,46404,2226809
199710,126695,4230192
199709,33891,3054865
199701,347400,2663197
199706,587258,3462622
199712,135345,2276180
199707,197492,2621069
199708,60053,1768785
199712,26370,3111288
199710,387815,3219537
199705,533443,3189067
199711,510634,3581960
199708,476279,2259450
199701,306983,4626680
199704,161256,2104965
199708,344281,2313921
199708,359618,3091816
199707,282121,2978397
199708,472714,3305912
199705,71766,2747398
199701,476646,3508104
199709,433577,2637420
199712,88947,3523410
199701,486948,4094290
199706,34603,2430945
199712,581330,2887540
199703,68529,3272081
199711,229345,3440691
199708,542608,4034017
199701,250603,3775223
199709,522783,3678333
199710,453994,4581625
199707,3583,3865108
199707,141613,2700323
199711,530329,2125945
199707,47641,2430619
199702,488355,3248171
199706,353276,3481331
199706,507456,2858078
199712,178886,3106475
199710,190909,4277786
199703,490027,2114343
199711,106487,3400653
199709,174912,5257363
199703,135137,2588063
199703,532004,2486352
199704,446694,3978624
199704,116415,2945841
199707,46612,2411169
199710,146723,4070356
199712,229730,4107807
199709,363052,2980501
199704,48854,3814830
199712,284405,2655124
199702,210395,3088529
199711,91857,4209831
199705,482682,3625629
199702,46095,2298726
199709,599484,2913566
199707,455651,2747337
199702,243090,2024836
199703,336439,2719199
199705,490130,2021798
199701,527273,3042585
199703,104197,2320699
199706,216553,3244744
199701,552941,4127414
199709,281163,2306606
199709,484079,2551320
199708,70591,3794663
199710,240549,2660300
199701,23925,3869789
199711,379362,3107550
199708,121821,3892035
199702,117064,2412925
199705,43396,3314990
199701,372299,3554357
199704,495333,2932908
199705,364135,2367062
199707,21693,3516794
199704,280079,2773678
199711,305474,3096509
199703,38191,1727660
199701,383032,2890131
199701,566785,4444224
199702,14951,4120017
199707,152963,3374717
199706,223237,2348285
199710,261339,3042748
199710,155424,2642244
199706,395730,4651934
199708,186674,4325966
199711,240154,2286752
199712,302789,4121071
199704,172225,3292344
199707,73820,3018999
199712,84675,3983208
199712,360311,3016860
199706,130538,3347243
199709,159506,3888702
199701,343444,3557932
199708,205751,4070610
199705,442965,4029569
199708,250374,2390469
199712,347363,2843265
199710,250843,3099738
199712,325705,3937319
199703,237375,2362248
199702,344413,3147984
199705,4132,2538518
199701,333954,3142933
199701,358356,2367605
199712,572505,2782674
199702,457072,1574446
199704,320125,2356636
199704,507251,3238684
199706,342584,3806173
199706,201236,2292635
199702,392270,2403026
199702,552243,2665562
199712,430808,3199355
199709,401902,3750266
199709,219141,1748154
199705,303145,2686624
199702,53404,3029716
199709,463647,3594903
199711,72068,1976114
199708,579076,2883004
199712,504074,2578695
199703,379556,2976682
199703,583415,3239519
199704,412800,3946245
199704,155351,3645259
199704,456247,2767406
199709,499383,3147633
199707,287167,2627999
199708,574867,3468126
199708,581507,2859264
199706,368812,2877624
199707,437510,3790976
199703,137295,2849768
199704,25358,2541033
199703,533758,3913138
199704,156971,3621954
199705,75513,2652524
199704,390466,4046770
199707,501670,3309867
199709,279217,2698627
199701,484041,2712202
199702,546214,2842988
199702,204369,2201622
199709,58334,2279670
199710,505897,4281457
199702,508163,2810736
199709,520890,4695007
199712,310864,3700953
199712,438577,3200841
199701,446241,2493162
199703,414832,3081372
199704,500764,3882428
199708,3964,3883488
199708,200534,2530493
199704,467529,2587448
199701,412388,2990828
199701,401746,4137424
199704,590777,3160233
199712,522921,3324069
199701,158679,2846303
199701,218096,2518974
199702,251679,2935188
199711,441520,2885001
199703,6265,2410453
199705,41098,1589807
199703,88466,2487126
199702,167633,3826417
199702,573372,2471548
199704,222661,3008935
199710,443643,3466764
199710,163707,3665349
199702,446942,3400056
199704,257883,3887917
199701,415669,2567116
199708,428380,2949043
199703,587870,3459520
199703,437064,1934009
199708,398601,2744837
199709,281845,3123879
199702,530128,2721535
199702,254756,3659272
199703,209238,2893288
199707,30414,3180874
199704,102486,3215116
199704,473873,4343791
199712,23816,2881125
199707,72372,3320593
199705,413924,3061941
199701,143137,1946034
199706,29653,2690505
199707,225383,2798603
199708,293818,3652588
199707,446930,4504584
199712,223907,4262311
199708,517577,3897080
199711,274492,3299580
199707,79460,3562663
199706,538894,4673679
199707,70433,2770370
199709,51445,2639271
199711,299250,1932574
199711,306569,3056567
199712,554097,2783287
199707,201394,3076527
199710,594361,3179917
199701,578283,3071002
199703,116415,2529301
199712,316797,4262383
199705,6847,3065712
199701,259203,2810175
199701,100199,2029029
199707,447787,3903210
199707,256323,2525357
199707,7314,2872521
199709,446015,1601009
199701,306022,2636845
199708,113035,2156845
199702,508465,3462584
199706,494004,1907139
199705,129406,2532045
199709,213084,2566458
199707,531470,2912813
199703,103635,3113397
199704,465040,2188933
199707,599815,5118233
199709,515410,3594833
199705,308649,3355043
199709,327961,3279778
199709,162528,3737722
199710,194772,3983687
199707,282194,2488796
199705,502686,4346610
199707,133435,3436126
199701,127035,2207960
199701,138537,2843831
199708,291825,3886156
199706,72641,3065916
199707,447369,2626098
199701,390029,1893364
199703,455786,3170003
199702,213189,2737790
199707,326120,1831483
199701,95719,2915007
199705,505485,3353535
199703,512957,4777080
199710,270459,3567882
199706,74739,3825045
199703,222096,1661506
199710,493736,3985251
199701,494812,4683199
199711,226890,3270384
199703,439439,2618979
199712,56387,2101046
199710,444995,3926499
199711,132317,3204611
199712,378697,4439200
199704,490125,2256962
199702,467660,3059963
199701,485047,2270444
199701,570010,1670744
199704,221488,3112109
199702,421309,3070778
199701,445298,2954009
199702,477211,3027508
199708,244183,2177692
199711,100355,3155254
199711,55457,2522635
199708,383919,3965742
199703,275454,3473539
199702,73454,2440939
199702,338836,4630805
199702,215687,2506575
199701,347393,2514903
199701,185017,2093819
199707,262350,2164048
199709,524653,3311641
199709,532545,3028838
199711,573282,2466573
199711,350301,2983648
199709,372719,4210495
199701,421391,3241553
199703,203810,4303351
199703,26263,2001524
199711,504719,4123066
199709,531538,3806061
199712,129635,3955160
199706,157487,3654239
199705,153891,4619113
199706,41681,2867275
199704,488289,2467666
199706,489131,2650180
199708,346409,2648809
199703,555220,3060480
199711,503986,4632626
199705,65946,3556208
199705,374377,2507950
199711,22192,2139244
199711,30544,2506718
199704,550695,3316773
199706,253969,4245873
199711,121273,2385339
199711,137109,2046934
199712,446360,3396484
199712,133365,3391023
199712,457269,2942976
199705,440993,4776905
199710,593218,3221593
199706,219442,3308274
199703,27018,2211323
199705,162821,4238595
199711,441012,2470150
199707,171497,2666433
199711,287460,3829952
199705,435079,2399242
199705,361090,1898130
199705,559365,2652121
199702,406119,1672946
199703,56321,2299176
199701,231506,3207040
199709,186729,4720872
199709,159681,4010526
199712,132784,4360272
199708,56396,2923867
199712,293542,2479880
199711,326739,3531440
199709,444197,2282340
199705,215813,3765326
199701,330573,3768366
199706,167999,4563913
199710,99717,3227414
199711,291704,4188354
199710,394554,3115740
199711,35130,1792613
199704,565653,4593897
199708,323491,3116799
199709,464075,1954453
199707,453649,2533742
199708,570596,3464799
199709,382331,3047117
199703,36289,2641703
199701,550516,2960666
199705,116794,3983738
199703,525101,1818619
199702,111838,3699660
199702,562746,3255696
199712,163740,3611087
199701,493397,2536034
199707,286768,4167531
199705,440673,3320891
199701,116965,4756704
199701,375206,2190834
199702,411612,4072556
199707,460935,3753901
199709,467482,2982988
199707,433093,1908490
199712,343084,2384880
199710,532445,3533988
199706,213050,1981936
199707,561923,4912627
199712,320106,2927834
199709,522106,2387017
199705,464741,2725740
199712,372731,3221443
199707,130621,4294212
199705,238542,2931449
199706,33203,2249676
199703,489280,2284668
199711,387111,2230862
199701,211070,1883635
199703,115028,2503248
199704,363421,3647195
199702,525178,2628882
199709,108854,3559906
199704,47584,3928502
199712,154472,4039039
199712,293283,3158768
199712,439312,3344698
199707,328077,2546058
199711,44818,3208314
199707,413863,3752686
199708,110679,3653066
199701,228368,3143648
199711,521982,5009900
199709,461075,1850385
199701,381155,2225052
199705,111317,2190383
199709,79230,2962613
199701,294421,2406197
199710,289045,2259355
199703,204860,3529700
199702,27590,2825752
199711,334826,3349458
199703,486420,3071577
199704,569526,3559560
199710,470296,2826314
199701,483325,3197485
199701,184944,4433233
199712,123724,4107142
199706,377085,2788968
199704,398960,5225615
199710,7012,1985061
199706,429887,3662789
199706,495556,2823784
199709,293499,3086448
199706,245088,1803740
199712,258898,3717473
199701,2932,3713898
199703,482899,3539797
199703,244003,2314443
199703,501955,3127174
199709,231290,2953055
199701,328256,2696904
199710,408944,4076424
199710,115157,2813160
199710,17186,2308955
199703,102069,1889349
199705,440303,2602185
199705,10310,2012291
199705,196587,3798156
199706,462058,2754081
199711,220064,1963179
199711,292923,4088551
199711,442537,3106971
199701,398888,5042676
199707,244455,2896840
199704,421215,2672318
199705,419178,1836629
199706,121073,2461657
199711,203904,4338936
199710,69984,3712562
199703,582711,4125487
199702,346711,2847474
199702,209247,2861669
199705,160202,2934615
199705,313991,3536784
199712,509083,2889590
199701,540752,3201815
199711,360112,1833164
199705,551588,3021709
199708,36326,2908385
199712,260924,4252356
199711,130566,3218664
199711,508012,2651974
199703,3489,2787744
199703,430592,3539975
199705,65083,2169525
199702,89142,2748670
199705,16055,2307214
199710,594259,2365446
199712,472376,2269273
199704,249808,3962058
199711,314824,3975507
199708,461291,2825121
199709,539424,2634120
199704,179927,3835224
199704,45086,2573575
199711,577634,4049669
199704,327685,2928665
199701,270817,2896236
199705,400735,4372252
199701,186770,4344841
199701,178683,3847509
199708,596310,3455254
199703,327667,3187636
199702,382628,2955934
199701,109238,3177942
199709,405050,2154547
199709,74906,3979984
199703,482845,3363188
199711,421423,2056932
199703,540588,3713116
199705,82086,2041100
199708,69156,2916388
199708,79711,3533583
199702,557873,3933141
199711,438306,3258769
199706,93796,4384985
199712,306629,3205795
199709,577865,4196534
199708,506918,4023020
199704,43630,3106345
199712,89273,2641931
199712,205130,2356968
199709,152629,4162009
199711,24398,2356498
199705,52467,2171773
199709,313276,3126455
199703,175584,3883417
199703,556631,3489977
199707,194933,3613771
199711,485198,2983954
199706,50819,4120117
199701,159311,2417226
199707,42097,2363929
199703,161388,2724834
199706,521023,2136024
199711,151869,4108719
199710,499788,3294841
199709,249707,3015175
199702,88677,3098146
199706,125353,2282547
199709,331352,3380882
199702,438666,2926863
199706,101363,3440915
199709,329384,3434489
199711,92970,4416682
199710,144531,2779234
199705,502619,3468581
199706,2280,2610474
199701,94667,3290086
199708,159638,3666880
199703,72310,2363297
199703,197726,3428593
199703,65369,2561971
199704,507415,3494812
199712,235513,3793621
199712,365696,4280882
199701,198643,3011295
199706,37322,3208747
199708,485103,2611392
199703,244855,2915740
199704,467962,4394473
199709,370197,2394970
199705,215524,3145329
199701,14481,3628248
199703,134642,3026335
199710,463464,2232516
199703,199681,3276451
199710,299693,3581710
199704,76720,4029710
199712,368119,2980808
199703,467384,2540556
199701,526968,4358943
199710,81892,3751527
199710,46074,2397164
199702,378350,3470866
199712,225187,2732601
199712,226767,3353625
199705,375253,3177150
199710,558184,2650769
199712,365750,3055890
199706,317070,2259997
199702,427036,1887499
199707,279657,3436944
199705,41324,2910236
199711,528225,2857296
199701,97986,4364756
199702,321140,2757683
199705,453228,2764008
199704,431696,3556458
199709,399390,2455987
199707,499706,3138451
199705,417489,3073115
199708,148251,3402735
199708,463328,2208123
199704,96309,2019299
199704,221503,2421633
199708,283973,4050907
199704,298811,3901928
199707,474746,3680620
199703,96459,2710047
199708,190376,3555947
199708,449110,2414725
199702,107508,3100713
199711,122389,2337245
199710,66541,3802015
199705,89705,3392789
199703,368300,3521978
199704,398675,4079418
199712,470301,3206168
199711,450731,2754640
199712,384003,2077237
199712,259182,2348527
199707,82940,4038174
199703,545736,4053390
199707,96378,2126150
199708,263471,3640659
199711,219940,4063947
199705,156162,2771314
199703,402854,4696006
199701,542390,3388987
199704,492328,2534976
199708,247003,2513673
199707,32775,2858806
199707,422212,2778765
199701,443076,1878109
