"lo_orderdate","lo_partkey","lo_revenue","lo_suppkey"
19970409,418248,2575013,17167
19970409,488884,4431186,13021
19970409,377024,1721979,6712
19970508,114217,2862563,19909
19970508,170087,2392841,9063
19971010,477709,4216700,5824
19971010,556821,4882280,1812
19970126,544726,3681285,5270
19970903,219005,1650246,17012
19970903,451053,1807254,11276
19970612,535627,3790728,18768
19970612,561852,3961628,13762
19971009,265914,3459016,13928
19970809,76497,2949926,17137
19970218,541014,2377947,7687
19970218,436781,2937369,12840
19970421,470673,3589731,8287
19970421,188600,3799350,14698
19970826,439521,2883027,7580
19970826,422646,2682340,12178
19970501,135090,2976988,109
19971027,91964,3677204,174
19971027,30586,3943108,15465
19971027,539484,3363799,9199
19971030,193410,3181215,358
19971030,105882,4761233,15714
19970617,334339,2930664,10725
19970617,225159,2094558,12996
19970617,110218,2711887,2904
19971230,349913,3321226,6948
19971126,571359,3329808,9986
19971126,172868,3429499,5833
19970116,166561,3544825,16926
19970607,408228,3037062,8965
19970607,83579,3712666,1308
19971031,30072,2308769,14931
19971031,216496,2415340,11046
19971031,36582,2542102,13342
19971128,279079,2141513,6063
19971128,279552,3216234,16674
19970815,492926,4513252,16778
19970815,399067,1972956,19418
19970816,431684,3567377,9528
19971220,581870,4668825,16469
19970506,512450,3158848,10303
19970506,331689,3838814,7205
19971010,446337,2291991,19996
19971010,375837,3787383,218
19970708,206480,3156992,14082
19971018,396074,2859626,4102
19971018,252497,3267127,11566
19970824,484502,3059175,14467
19970824,414717,4141229,3139
19970824,417663,3129667,3727
19971116,425460,2493792,10739
19971127,217177,1711266,19438
19971110,164105,2635151,17728
19971110,280983,4517131,11835
19971110,478942,3319349,16685
19970512,571900,4217851,17343
19970512,151528,3440194,1501
19970929,262172,2021073,15472
19970929,261615,2610849,6526
19970507,274105,2007107,3021
19970507,435033,2070573,2172
19971222,106232,2790970,18778
19970829,187704,4434457,14524
19971019,403255,2262023,7296
19971019,557479,3755083,10575
19970222,162541,3808407,9104
19970222,444276,2342880,16644
19970406,304251,2048551,2355
19970710,496082,2181993,1478
19971105,340561,3923797,5571
19971105,163866,3512345,3627
19970725,316915,3910165,14391
19970825,552542,3826848,3258
19970725,138543,3637542,13010
19970725,476557,2580930,7183
19970131,150499,3408878,11721
19970821,586731,3526357,5688
19970821,267905,2961039,14930
19970821,267732,2629466,19249
19970611,479086,2760635,12094
19970528,164248,2991907,16744
19970528,509830,2980492,15184
19971101,135818,3522239,19911
19971101,284004,1837661,19298
19971101,252413,2089062,12262
19971101,137282,2374704,17423
19971101,285047,2468615,16396
19970316,123425,2240705,5251
19970824,326894,4658134,19374
19970824,496119,2428666,5768
19970125,472858,4086412,14934
19970215,490989,3611447,19894
19970215,158154,2732186,13516
19970727,402823,3013246,9556
19970727,434754,3276136,13909
19970727,234513,3595590,12946
19971230,413619,2824563,360
19970912,572982,3709202,2713
19971003,77273,2818108,17645
19971214,247683,2759093,7956
19971214,540525,3068380,9794
19970126,97736,4493828,2892
19970126,435689,4298850,4337
19970317,562755,4089892,13
19970317,414760,2676234,3451
19970401,537598,3526288,2564
19970226,173022,2115578,6791
19971215,485785,3828383,1055
19970226,485339,3082993,4185
19970729,32065,1633184,157
19970729,111552,3217785,5420
19970104,406994,3421746,18804
19971020,556849,3142697,14659
19971206,2253,2550792,988
19971206,455943,3531991,7397
19971206,127110,1944458,11459
19971229,316758,3194532,13242
19970427,400735,3650904,226
19970612,81380,3063105,16788
19970612,94590,3978905,7699
19970612,172977,4956827,15227
19970916,312282,2156253,16460
19970517,192741,4217602,17690
19970517,581335,2719315,1851
19970713,595364,3155093,19743
19971205,581179,3087367,12041
19971011,219835,3300816,15256
19970917,571252,2830388,4234
19970106,93146,2515221,7056
19970816,245320,2186455,7529
19970816,46940,3685193,6630
19970121,17217,2970495,16676
19970121,241087,2103431,12142
19971121,205533,2274300,19655
19971121,476541,3271773,2302
19971121,410296,2482503,15918
19970126,534027,2293882,97
19970311,489164,2359324,11047
19970311,46176,2309425,4647
19971031,599730,4215651,5573
19971111,304316,2352774,9133
19970327,273215,2095984,18352
19970327,372037,2606197,15946
19971015,394824,3492234,15010
19970805,155586,2836650,3594
19970402,469863,3733495,9306
19970304,357895,5009137,11933
19970630,437959,2966798,17034
19970630,312348,3466120,12888
19970219,347130,2307155,10288
19970414,73407,3174920,2454
19970414,126291,2817683,18593
19970122,41578,3075609,8809
19970122,576364,3168748,6557
19970122,535507,2517327,1418
19970224,443585,3304746,10797
19970805,361731,4302528,6252
19970228,39536,3836378,2177
19970228,273087,2389397,17524
19971212,541361,3427318,12144
19971212,238418,3625657,523
19971126,160723,3282044,6664
19970809,419342,3090234,1628
19970122,421832,3065659,9464
19970122,118129,2092346,14803
19970817,324590,2852962,9391
19971017,31421,3340477,13563
19970220,521876,3626791,14471
19971114,389139,2626948,8797
19970817,213613,2610486,5691
19971118,421068,2299518,12210
19971118,479410,3359545,8321
19970213,485181,2038447,4564
19971123,595615,3580264,13039
19970618,3585,2969717,6757
19970318,382436,4058736,10647
19970318,392160,2942552,15363
19971210,12192,2597054,263
19971019,364356,3604822,11456
19970228,269160,2276366,7865
19970630,113051,2394112,17664
19970630,39574,2906054,6571
19970630,392008,2688375,12834
19971205,256924,4561206,16330
19970521,347905,4491647,19178
19970221,302273,3374337,14818
19970808,552964,4739809,15187
19971216,310332,3124920,7658
19970904,54047,2118200,5769
19970601,434828,2786986,3474
19970601,149913,3321243,14138
19971108,46288,2888215,2915
19971108,356185,2949019,3676
19970630,100478,3400481,8805
19970904,79643,2774714,17369
19970904,397455,3570612,3351
19970508,133442,3222360,12952
19970805,406366,3308084,17127
19970805,435164,2067482,15671
19970808,101875,3885120,16571
19970930,434228,2432484,11557
19970630,26799,3244485,19241
19970630,408069,1617978,8800
19970303,396617,4349116,10819
19970303,147379,2886972,10128
19970719,197875,3894445,9030
19970719,478673,2824321,17854
19970602,159762,4641844,11476
19970416,91347,2275178,13691
19970311,107148,2633719,15498
19971115,457422,2383603,10964
19970918,282315,2095139,11324
19970501,78515,3042279,6135
19970501,196412,3157102,1111
19970501,173233,2643809,4668
19970418,371941,3114002,17976
19971122,319818,4013755,10730
19971013,122537,3443442,18665
19970606,138149,2932235,8328
19971219,14881,4342437,17188
19971003,138926,4863177,1170
19970718,125104,2276265,2492
19970718,222652,3552387,14022
19970518,87868,3377665,9032
19970517,143068,2402111,15899
19970517,60518,3025031,18280
19970627,196326,3648250,17001
19970108,182518,2679253,17841
19970108,365962,3285279,13369
19970103,556278,2668500,12914
19970429,437930,4565172,17922
19970102,55386,2548622,7096
19970102,272219,2401459,10524
19970102,169878,4785916,16172
19970812,590205,2529486,12174
19970805,296858,4052825,4602
19970804,417840,3375014,12086
19971005,384259,2498426,10248
19970315,567437,4061907,16736
19970731,471488,3021082,17178
19971108,351999,4676234,13000
19971108,45232,2166103,18947
19970616,248342,2090334,1412
19970417,55615,3298281,5543
19970417,305526,4135077,19091
19970417,51147,1998614,12949
19971104,159418,2925271,15870
19971104,351402,3008517,17501
19970315,259956,3793561,19858
19970122,40487,2576601,15563
19970730,376271,2198728,7809
19970730,310143,2440023,15559
19971204,465062,2101323,19344
19970419,349811,4421260,903
19970620,177799,4234038,16681
19970512,134450,2484969,7878
19971026,333897,5161242,2970
19971026,455619,2752383,6983
19970719,487944,4570922,17626
19970410,576458,2976794,6813
19970410,286640,2810816,15265
19970717,41392,2974793,15526
19971117,101824,3322992,2018
19971206,139188,2871601,484
19971206,527258,2657855,2529
19970126,479213,2478563,8207
19971122,385924,4622793,772
19970814,6249,3056765,5637
19970305,564179,2149406,3848
19970206,88334,3213261,11598
19970123,23782,2609843,8908
19970904,219130,2517888,460
19970904,109264,3265911,1498
19970616,30409,2799346,19710
19970406,143431,2771928,10820
19970406,439873,4441482,9887
19970809,211315,2236771,17603
19970809,392013,2516085,2920
19971117,118317,3238126,7666
19971117,144856,3231445,17821
19970825,536210,2808912,5120
19970302,59525,2618693,2044
19970302,233798,3186475,11878
19970302,28044,1827435,7209
19970302,320432,2621618,8445
19970906,178318,2726993,11885
19970327,131716,4225962,6696
19970327,350739,3221496,8070
19970628,138292,3147466,14749
19970509,348940,4677963,19859
19970319,498584,3348696,14259
19970321,144126,2045369,5011
19971229,278163,1842957,10578
19970608,364002,1940101,1085
19970119,189776,3332265,14471
19970303,8975,4730648,11708
19970413,138503,3622525,625
19971001,103819,4287249,6325
19971001,77159,2024619,8214
19970912,562138,2376217,8249
19971205,573737,3585205,6765
19971205,181316,2758289,17800
19971204,541717,3957052,5675
19970702,108802,3790004,10192
19970702,421267,2020008,8838
19971230,544784,3456356,1668
19970206,411490,2606734,9582
19970206,394750,3903469,18453
19970705,239860,3666294,7072
19970113,409510,3202369,19769
19970205,17020,1534838,17231
19970205,455099,2630958,10817
19970404,459164,1859919,5758
19970420,32263,2366614,16335
19970625,298123,2236614,1807
19970625,548576,2808846,8031
19970720,314067,1945890,3191
19970603,76273,2988253,6277
19970603,290762,4374864,17421
19971017,48841,3264668,5843
19971226,523793,3210232,3632
19971014,45975,3200336,11972
19971107,463667,3668940,7165
19971107,394810,4754380,11025
19971003,553545,3782098,3536
19970321,547089,2698142,14392
19970321,513983,5140175,16605
19970321,558078,2499310,9593
19971126,416296,2342105,5090
19971203,342916,3163623,8516
19970716,535780,3758623,14490
19971221,582604,4417153,1039
19970203,433291,2558724,13210
19970203,120284,3097665,16323
19970119,455209,2484360,9614
19970412,306981,4920225,9314
19970412,387789,4316571,14123
19970412,257602,3119180,15629
19970913,267212,2150860,8511
19971114,48179,2272374,15905
19970228,227699,4084593,10425
19970705,519835,3153177,1385
19970217,553142,2810922,5669
19971210,349151,3110762,11244
19971130,8630,4000438,16865
19971105,258672,3450476,7225
19971105,254449,3320515,16922
19971105,343688,2767208,908
19971116,590537,3212704,4753
19971116,46832,4466642,6357
19970623,566866,3235574,9609
19970623,500870,5000782,11055
19970124,120606,3028729,8724
19970504,92436,2185497,17006
19971123,562273,2511605,1527
19971123,120607,4028310,12021
19971123,338910,3517764,4627
19970208,133601,2612090,5120
