"d_yearmonthnum","lo_partkey","lo_revenue","lo_suppkey"
199701,31199,2441210,4791
199710,428101,2009793,13618
199710,81481,2778712,6315
199707,139387,3182253,6740
199711,371674,3763642,7049
199711,122182,2410768,2931
199704,385361,3127008,9401
199703,466267,2441815,8575
199706,24262,1996475,17507
199706,143807,4797273,4259
199706,160341,2522412,17071
199706,239798,4066405,10885
199705,221258,2253527,16570
199709,327616,3362805,7812
199709,40739,4061587,9806
199709,92088,2592192,14213
199709,310595,3692834,17248
199703,274650,2734269,10364
199703,416061,1934539,18629
199703,325428,2651019,4852
199710,163122,2026555,3132
199710,378832,4161765,2019
199704,65376,3549265,15973
199704,344168,2676427,5173
199708,435283,2481595,8380
199707,20782,3841471,16645
199708,111729,3376996,11568
199708,422775,4446407,18594
199701,341955,3157162,14269
199701,428752,3788365,11787
199704,258093,2732808,9423
199704,102153,1865567,8213
199710,341997,3376550,15930
199711,293680,2801723,3541
199708,337971,4250959,12213
199705,93930,5142664,17996
199707,478414,2924019,7450
199707,95475,3387962,8827
199704,127562,2648206,7845
199704,118415,2290589,5984
199703,285716,2971168,9914
199709,587767,3524006,362
199709,311328,2643797,16353
199705,134444,2554744,19775
199705,160749,4213074,15226
199712,3465,3308936,17770
199712,20505,3421200,7427
199712,170541,3368118,18803
199709,115215,2657253,13686
199701,160643,3918372,10840
199712,474316,2451551,10087
199709,577303,3373404,14086
199710,76863,4735799,7408
199706,410457,3359775,3928
199702,117171,1979491,17604
199702,522154,1819473,11123
199702,345281,3282518,1736
199702,418910,3226161,9794
199702,208800,3045063,13398
199702,497759,3467785,18080
199701,474966,4658256,15196
199706,598825,4472835,11001
199707,82672,3501281,3518
199707,470544,3966527,15112
199707,472843,3546296,1072
199710,215760,3354851,3346
199710,474876,4764087,13906
199712,470625,3596482,4105
199703,260448,2647848,12272
199705,243154,1865138,3649
199708,582384,2771420,9748
199708,316266,2027237,7732
199708,90109,2004758,17857
199708,293082,2152290,1248
199704,258078,2331135,7767
199704,314413,2363774,5372
199704,6561,3206618,1216
199712,78596,3117688,614
199707,437223,2314599,17032
199709,64091,1824250,19139
199710,408516,2752114,19882
199710,121698,2777299,9359
199712,94908,3008484,19637
199712,311355,3516959,6986
199711,589945,3217208,7632
199711,306667,2759848,1170
199710,97053,1855438,2161
199710,201057,1743632,12502
199708,244112,1759462,10094
199702,177595,3693078,12194
199706,37126,2031622,17371
199708,400920,3314038,8631
199708,248983,4132483,17455
199712,544000,2762371,11557
199712,196735,3747719,4213
199701,595128,2989256,15734
199701,200065,2059416,8421
199701,71753,3585755,15802
199703,188164,2028499,1372
199705,332350,2641651,213
199703,509579,3544055,859
199710,36589,4119066,8061
199706,476017,2097194,303
199705,527938,5111366,5169
199705,239284,3071630,10937
199705,18314,2390681,8859
199705,404950,3038375,7619
199711,48835,4671850,942
199701,159813,5056587,7080
199712,439397,2619285,16177
199712,319193,2788014,16202
199712,202149,2472257,9779
199712,307758,3776917,15208
199706,554499,3767164,14505
199706,253763,4449816,3005
199706,566769,3634765,16977
199704,448934,3765820,6538
199704,221710,3069227,2204
199704,23439,2452374,4677
199710,580497,2839446,18670
199702,293242,2360524,14047
199703,460699,3435516,7962
199707,437067,2066314,1898
199707,573390,2961860,3783
199705,414855,3058266,1040
199711,508684,2863980,8302
199708,182482,3529466,10312
199711,394222,2250719,5900
199710,548824,4048993,17668
199706,558977,3481474,5222
199708,321798,3883410,1521
199708,168972,4775869,8658
199708,423267,1992461,521
199712,248085,2632262,14628
199704,474310,3038630,14822
199704,90147,2251537,2602
199706,429193,2555181,19078
199708,81539,3144456,774
199705,525405,3026684,18824
199710,581659,4605706,1074
199710,122363,3225118,18379
199712,379241,3136866,11521
199704,119625,3401074,1663
199710,404309,2305232,13388
199701,269771,4299677,2756
199707,282103,1660187,10001
199705,4540,3627239,15463
199705,88698,2980381,19167
199705,336441,3022821,14916
199703,214044,2044436,13655
199703,148177,3062925,13586
199703,395223,3037155,19221
199703,227702,4033482,3375
199703,174205,2381870,16487
199706,222203,2092853,11754
199706,248256,1994221,6491
199712,295855,4897322,13931
199712,232757,3017875,2499
199701,287619,2594659,16097
199701,471829,4424565,9090
199705,245195,2438845,19695
199705,570684,4042736,14962
199709,458560,3416715,2713
199709,294666,3985560,1171
199705,430947,3842224,19920
199712,567285,3245424,4621
199710,287554,3368264,6666
199710,594828,4291689,4478
199705,211609,2949944,11693
199704,333610,3398964,16308
199704,578194,2518896,12365
199704,510742,4206528,17763
199702,500161,3018964,7034
199712,222485,2540483,14310
199701,449038,1661137,11878
199703,482692,3647431,18851
199708,512991,3318574,6092
199701,222234,1926262,9197
199705,258556,3416802,1170
199706,423391,3220206,3646
199710,588219,3092811,9586
199706,457047,2434748,13183
199706,386973,5088101,12268
199706,443887,4844455,19895
199706,532356,3198712,8932
199706,46421,3052081,3252
199706,66525,3691512,1181
199706,273399,3061779,1938
199706,207358,3143104,2471
199703,569631,3249865,13367
199703,412642,3078147,15981
199702,486969,3344657,8548
199708,455859,3275768,3619
199704,274165,2695228,16407
199704,374573,3871766,13009
199704,33726,3380849,17166
199712,488057,1805811,12407
199708,270020,1982000,7555
199712,40051,1732355,1134
199712,15123,2013952,14817
199707,322673,2996231,17086
199707,363861,4523397,19035
199707,197099,2023784,6244
199705,85658,3780395,15689
199705,253585,2406323,8257
199705,197542,3698802,13711
199705,275229,2745598,13915
199710,574649,3754044,10675
199710,89034,1923296,2029
199708,226493,3449336,739
199712,396887,3729675,18436
199703,299238,3088101,17188
199703,83185,2525605,3054
199711,447279,2759062,17690
199711,15595,3398827,292
199703,279488,3375181,13670
199703,108283,2115116,7711
199703,19950,3956814,7920
199712,82836,2813730,2966
199703,467168,2312280,789
199703,202324,2820513,1414
199708,57613,2600930,5378
199710,344099,2445048,4417
199710,460861,3357651,6763
199710,283533,2820727,18669
199709,405595,2941117,2672
199702,511901,4124169,5824
199706,173560,3757188,6434
199707,218965,4898270,1747
199701,314768,4064670,11307
199701,93819,2804417,11951
199705,335870,3682121,14590
199712,373390,3231143,14000
199712,523848,4132978,18811
199705,174804,4591787,19088
199705,592245,2735952,16035
199712,444039,2479151,5406
199705,249551,3056599,7528
199705,111659,4104787,15812
199705,441959,4372139,10505
199705,385918,4761266,19596
199712,343970,3665407,2708
199708,206192,2556563,15813
199710,571869,3953491,11453
199710,251017,2420000,16835
199704,328838,3369610,14446
199707,363020,2463847,13223
199710,481694,2677720,9753
199710,247214,2699790,3566
199708,570364,3617405,3370
199708,498627,3311347,17566
199704,204606,2809697,4975
199710,393098,2575114,6792
199710,188740,4206102,11247
199706,231815,3411500,10651
199708,330693,3971358,18195
199708,59813,4210423,10029
199711,421640,2818724,5075
199705,320208,2398655,2580
199705,332557,3392078,11700
199701,138970,3740702,17949
199707,452092,1757169,6781
199707,494166,2552308,19156
199712,522629,4129000,17399
199708,463395,2999280,783
199711,473869,3753865,13371
199706,344893,3604456,9675
199710,409727,2954243,10884
199707,282143,1945349,7189
199707,283660,3903668,1508
199709,325188,2305023,12499
199704,455706,3157192,10270
199704,433357,3135501,10168
199708,222206,2599349,8360
199705,325321,2724931,393
199708,479771,3501500,5358
199708,426196,2295959,18452
199708,259555,2647415,8213
199705,181709,2770212,5625
199706,582787,4674400,18390
199706,499638,3930264,6108
199706,376719,3507002,11833
199706,167137,2958547,8534
199709,73994,4026507,6765
199707,552205,2544532,8666
199707,104294,2008454,3716
199711,357439,3579436,13467
199711,276747,4235204,17967
199701,311861,3814995,16326
199711,576765,3116224,5886
199707,117367,2954224,6554
199707,268230,2588155,8299
199707,17240,2129321,1052
199709,44731,4095484,2902
199711,323648,2708040,25
199709,37747,4127613,15915
199709,508688,3349206,11476
199709,203924,4836649,5594
199709,150310,3034851,1963
199709,245860,4507401,13753
199711,28516,2525003,16747
199711,459052,2444670,14921
199706,584150,2869352,1344
199709,377654,4069354,7917
199709,537080,2817225,17842
199709,414852,4341101,1589
199709,402753,3233640,16313
199712,347100,2638307,11111
199711,302869,4089992,9363
199711,518835,2993903,12639
199711,254470,3079682,11242
199711,281836,3028488,13360
199705,358191,2273507,10234
199705,381671,3470266,11610
199710,32882,3430123,10274
199710,573443,3135956,15840
199703,335906,3394423,3345
199709,567442,2608277,10678
199706,454328,2949290,7701
199706,3859,2982742,5060
199709,63008,1767220,10463
199702,154466,2744430,17826
199701,453430,3150024,18683
199703,339951,3583692,3209
199703,67305,2320675,12306
199703,179921,3241490,10226
199703,516417,3465937,5266
199712,242807,2885403,10325
199712,47615,3594003,2998
199702,140743,3633478,4096
199708,85688,2922245,3430
199712,342554,2524129,433
199710,359347,3721149,2942
199709,227033,1987241,1192
199709,517258,2754496,16821
199707,312013,1947500,19583
199707,593417,3371190,13830
199711,363763,4201525,505
199707,592703,3070612,12306
199710,372962,3785007,12492
199702,92164,2659168,5423
199702,394935,5013902,3024
199702,65374,3616299,5491
199702,139312,3539080,2978
199702,201975,3310957,15495
199712,302221,2254376,8014
199712,166044,2121286,6130
199707,523310,2879906,4036
199709,22376,2672045,4577
199709,443259,1990892,7652
199709,253791,3419768,16505
199709,409100,2615535,2193
199709,329076,1810088,16113
199706,46559,3577186,1915
199708,399202,2693463,14900
199705,192660,4080192,5745
199706,135661,4114400,11534
199706,115410,3733148,18464
199703,420152,2605275,8402
199703,329074,2353930,3596
199707,54643,3220842,18763
199707,70239,2500687,14241
199705,223879,3151399,8649
199708,575086,2183953,19347
199708,60068,2570150,8915
199704,530197,2645778,1770
199704,418248,2575013,17167
199704,488884,4431186,13021
199704,377024,1721979,6712
199705,114217,2862563,19909
199705,170087,2392841,9063
199710,477709,4216700,5824
199710,556821,4882280,1812
199701,544726,3681285,5270
199709,219005,1650246,17012
199709,451053,1807254,11276
199706,535627,3790728,18768
199706,561852,3961628,13762
199710,265914,3459016,13928
199708,76497,2949926,17137
199702,541014,2377947,7687
199702,436781,2937369,12840
199704,470673,3589731,8287
199704,188600,3799350,14698
199708,439521,2883027,7580
199708,422646,2682340,12178
199705,135090,2976988,109
199710,91964,3677204,174
199710,30586,3943108,15465
199710,539484,3363799,9199
199710,193410,3181215,358
199710,105882,4761233,15714
199706,334339,2930664,10725
199706,225159,2094558,12996
199706,110218,2711887,2904
199712,349913,3321226,6948
199711,571359,3329808,9986
199711,172868,3429499,5833
199701,166561,3544825,16926
199706,408228,3037062,8965
199706,83579,3712666,1308
199710,30072,2308769,14931
199710,216496,2415340,11046
199710,36582,2542102,13342
199711,279079,2141513,6063
199711,279552,3216234,16674
199708,492926,4513252,16778
199708,399067,1972956,19418
199708,431684,3567377,9528
199712,581870,4668825,16469
199705,512450,3158848,10303
199705,331689,3838814,7205
199710,446337,2291991,19996
199710,375837,3787383,218
199707,206480,3156992,14082
199710,396074,2859626,4102
199710,252497,3267127,11566
199708,484502,3059175,14467
199708,414717,4141229,3139
199708,417663,3129667,3727
199711,425460,2493792,10739
199711,217177,1711266,19438
199711,164105,2635151,17728
199711,280983,4517131,11835
199711,478942,3319349,16685
199705,571900,4217851,17343
199705,151528,3440194,1501
199709,262172,2021073,15472
199709,261615,2610849,6526
199705,274105,2007107,3021
199705,435033,2070573,2172
199712,106232,2790970,18778
199708,187704,4434457,14524
199710,403255,2262023,7296
199710,557479,3755083,10575
199702,162541,3808407,9104
199702,444276,2342880,16644
199704,304251,2048551,2355
199707,496082,2181993,1478
199711,340561,3923797,5571
199711,163866,3512345,3627
199707,316915,3910165,14391
199708,552542,3826848,3258
199707,138543,3637542,13010
199707,476557,2580930,7183
199701,150499,3408878,11721
199708,586731,3526357,5688
199708,267905,2961039,14930
199708,267732,2629466,19249
199706,479086,2760635,12094
199705,164248,2991907,16744
199705,509830,2980492,15184
199711,135818,3522239,19911
199711,284004,1837661,19298
199711,252413,2089062,12262
199711,137282,2374704,17423
199711,285047,2468615,16396
199703,123425,2240705,5251
199708,326894,4658134,19374
199708,496119,2428666,5768
199701,472858,4086412,14934
199702,490989,3611447,19894
199702,158154,2732186,13516
199707,402823,3013246,9556
199707,434754,3276136,13909
199707,234513,3595590,12946
199712,413619,2824563,360
199709,572982,3709202,2713
199710,77273,2818108,17645
199712,247683,2759093,7956
199712,540525,3068380,9794
199701,97736,4493828,2892
199701,435689,4298850,4337
199703,562755,4089892,13
199703,414760,2676234,3451
199704,537598,3526288,2564
199702,173022,2115578,6791
199712,485785,3828383,1055
199702,485339,3082993,4185
199707,32065,1633184,157
199707,111552,3217785,5420
199701,406994,3421746,18804
199710,556849,3142697,14659
199712,2253,2550792,988
199712,455943,3531991,7397
199712,127110,1944458,11459
199712,316758,3194532,13242
199704,400735,3650904,226
199706,81380,3063105,16788
199706,94590,3978905,7699
199706,172977,4956827,15227
199709,312282,2156253,16460
199705,192741,4217602,17690
199705,581335,2719315,1851
199707,595364,3155093,19743
199712,581179,3087367,12041
199710,219835,3300816,15256
199709,571252,2830388,4234
199701,93146,2515221,7056
199708,245320,2186455,7529
199708,46940,3685193,6630
199701,17217,2970495,16676
199701,241087,2103431,12142
199711,205533,2274300,19655
199711,476541,3271773,2302
199711,410296,2482503,15918
199701,534027,2293882,97
199703,489164,2359324,11047
199703,46176,2309425,4647
199710,599730,4215651,5573
199711,304316,2352774,9133
199703,273215,2095984,18352
199703,372037,2606197,15946
199710,394824,3492234,15010
199708,155586,2836650,3594
199704,469863,3733495,9306
199703,357895,5009137,11933
199706,437959,2966798,17034
199706,312348,3466120,12888
199702,347130,2307155,10288
199704,73407,3174920,2454
199704,126291,2817683,18593
199701,41578,3075609,8809
199701,576364,3168748,6557
199701,535507,2517327,1418
199702,443585,3304746,10797
199708,361731,4302528,6252
199702,39536,3836378,2177
199702,273087,2389397,17524
199712,541361,3427318,12144
199712,238418,3625657,523
199711,160723,3282044,6664
199708,419342,3090234,1628
199701,421832,3065659,9464
199701,118129,2092346,14803
199708,324590,2852962,9391
199710,31421,3340477,13563
199702,521876,3626791,14471
199711,389139,2626948,8797
199708,213613,2610486,5691
199711,421068,2299518,12210
199711,479410,3359545,8321
199702,485181,2038447,4564
199711,595615,3580264,13039
199706,3585,2969717,6757
199703,382436,4058736,10647
199703,392160,2942552,15363
199712,12192,2597054,263
199710,364356,3604822,11456
199702,269160,2276366,7865
199706,113051,2394112,17664
199706,39574,2906054,6571
199706,392008,2688375,12834
199712,256924,4561206,16330
199705,347905,4491647,19178
199702,302273,3374337,14818
199708,552964,4739809,15187
199712,310332,3124920,7658
199709,54047,2118200,5769
199706,434828,2786986,3474
199706,149913,3321243,14138
199711,46288,2888215,2915
199711,356185,2949019,3676
199706,100478,3400481,8805
199709,79643,2774714,17369
199709,397455,3570612,3351
199705,133442,3222360,12952
199708,406366,3308084,17127
199708,435164,2067482,15671
199708,101875,3885120,16571
199709,434228,2432484,11557
199706,26799,3244485,19241
199706,408069,1617978,8800
199703,396617,4349116,10819
199703,147379,2886972,10128
199707,197875,3894445,9030
199707,478673,2824321,17854
199706,159762,4641844,11476
199704,91347,2275178,13691
199703,107148,2633719,15498
199711,457422,2383603,10964
199709,282315,2095139,11324
199705,78515,3042279,6135
199705,196412,3157102,1111
199705,173233,2643809,4668
199704,371941,3114002,17976
199711,319818,4013755,10730
199710,122537,3443442,18665
199706,138149,2932235,8328
199712,14881,4342437,17188
199710,138926,4863177,1170
199707,125104,2276265,2492
199707,222652,3552387,14022
199705,87868,3377665,9032
199705,143068,2402111,15899
199705,60518,3025031,18280
199706,196326,3648250,17001
199701,182518,2679253,17841
199701,365962,3285279,13369
199701,556278,2668500,12914
199704,437930,4565172,17922
199701,55386,2548622,7096
199701,272219,2401459,10524
199701,169878,4785916,16172
199708,590205,2529486,12174
199708,296858,4052825,4602
199708,417840,3375014,12086
199710,384259,2498426,10248
199703,567437,4061907,16736
199707,471488,3021082,17178
199711,351999,4676234,13000
199711,45232,2166103,18947
199706,248342,2090334,1412
199704,55615,3298281,5543
199704,305526,4135077,19091
199704,51147,1998614,12949
199711,159418,2925271,15870
199711,351402,3008517,17501
199703,259956,3793561,19858
199701,40487,2576601,15563
199707,376271,2198728,7809
199707,310143,2440023,15559
199712,465062,2101323,19344
199704,349811,4421260,903
199706,177799,4234038,16681
199705,134450,2484969,7878
199710,333897,5161242,2970
199710,455619,2752383,6983
199707,487944,4570922,17626
199704,576458,2976794,6813
199704,286640,2810816,15265
199707,41392,2974793,15526
199711,101824,3322992,2018
199712,139188,2871601,484
199712,527258,2657855,2529
199701,479213,2478563,8207
199711,385924,4622793,772
199708,6249,3056765,5637
199703,564179,2149406,3848
199702,88334,3213261,11598
199701,23782,2609843,8908
199709,219130,2517888,460
199709,109264,3265911,1498
199706,30409,2799346,19710
199704,143431,2771928,10820
199704,439873,4441482,9887
199708,211315,2236771,17603
199708,392013,2516085,2920
199711,118317,3238126,7666
199711,144856,3231445,17821
199708,536210,2808912,5120
199703,59525,2618693,2044
199703,233798,3186475,11878
199703,28044,1827435,7209
199703,320432,2621618,8445
199709,178318,2726993,11885
199703,131716,4225962,6696
199703,350739,3221496,8070
199706,138292,3147466,14749
199705,348940,4677963,19859
199703,498584,3348696,14259
199703,144126,2045369,5011
199712,278163,1842957,10578
199706,364002,1940101,1085
199701,189776,3332265,14471
199703,8975,4730648,11708
199704,138503,3622525,625
199710,103819,4287249,6325
199710,77159,2024619,8214
199709,562138,2376217,8249
199712,573737,3585205,6765
199712,181316,2758289,17800
199712,541717,3957052,5675
199707,108802,3790004,10192
199707,421267,2020008,8838
199712,544784,3456356,1668
199702,411490,2606734,9582
199702,394750,3903469,18453
199707,239860,3666294,7072
199701,409510,3202369,19769
199702,17020,1534838,17231
199702,455099,2630958,10817
199704,459164,1859919,5758
199704,32263,2366614,16335
199706,298123,2236614,1807
199706,548576,2808846,8031
199707,314067,1945890,3191
199706,76273,2988253,6277
199706,290762,4374864,17421
199710,48841,3264668,5843
199712,523793,3210232,3632
199710,45975,3200336,11972
199711,463667,3668940,7165
199711,394810,4754380,11025
199710,553545,3782098,3536
199703,547089,2698142,14392
199703,513983,5140175,16605
199703,558078,2499310,9593
199711,416296,2342105,5090
199712,342916,3163623,8516
199707,535780,3758623,14490
199712,582604,4417153,1039
199702,433291,2558724,13210
199702,120284,3097665,16323
199701,455209,2484360,9614
199704,306981,4920225,9314
199704,387789,4316571,14123
199704,257602,3119180,15629
199709,267212,2150860,8511
199711,48179,2272374,15905
199702,227699,4084593,10425
199707,519835,3153177,1385
199702,553142,2810922,5669
199712,349151,3110762,11244
199711,8630,4000438,16865
199711,258672,3450476,7225
199711,254449,3320515,16922
199711,343688,2767208,908
199711,590537,3212704,4753
199711,46832,4466642,6357
199706,566866,3235574,9609
199706,500870,5000782,11055
199701,120606,3028729,8724
199705,92436,2185497,17006
199711,562273,2511605,1527
199711,120607,4028310,12021
199711,338910,3517764,4627
199702,133601,2612090,5120
199703,144447,2459384,15171
199703,111166,2846372,8635
199705,396266,2536509,3078
199711,466861,3403438,3567
199711,329818,3584732,19060
199711,444207,2735203,441
199709,528326,3351892,18832
199704,484923,3365535,17289
199704,135748,4452215,18713
199705,372085,2405548,12277
199703,491918,4583736,19194
199703,258120,2048409,6521
199705,149715,4764717,16827
199710,3104,2492572,9467
199710,415593,2513277,337
199707,95319,2602333,3219
199704,126755,4365287,15988
199704,370247,2963767,180
199704,552813,3731580,6224
199704,476529,3468672,19126
199701,164095,2723861,11365
199704,323594,2796795,5823
199704,180730,4258836,7062
199704,314380,2898895,4461
199706,70129,1879495,13219
199706,539406,2636373,11754
199709,388108,2260610,16806
199709,320968,3665634,4599
199709,493809,3322523,6514
199709,516274,3032087,1556
199709,410823,3328896,2118
199710,136147,2366280,11615
199704,244171,2308381,12706
199703,135617,3534932,8844
199703,406296,2885448,8923
199703,133873,4338129,14541
199703,589323,3813210,4421
199706,167865,3187286,7360
199706,104941,4524310,12731
199707,403743,4357221,12790
199707,296024,1949239,9516
199707,419523,3323520,477
199707,319707,2935373,10326
199704,452765,4251406,19012
199711,76806,3112768,2094
199711,267451,2668085,6101
199711,141160,2162088,9047
199701,143455,2535377,3848
199704,310847,3550313,5653
199706,488726,3160192,10374
199707,527193,2630686,10895
199707,323375,2991092,10947
199710,322362,2685639,12488
199710,560919,4508209,10664
199710,156788,4565830,18067
199706,315458,3014658,11409
199701,186345,2719546,3910
199711,78146,2864308,17573
199711,382546,3633250,2907
199707,266575,3120117,347
199707,112597,3479933,10753
199702,462225,2051481,12024
199702,4675,4066070,12069
199701,413119,1919687,85
199701,514083,1875972,2878
199707,278245,2047687,8429
199707,198905,5210140,15072
199712,39779,3867232,5747
199712,414950,4460912,17710
199712,256782,3578388,2580
199712,521088,2062851,9281
199705,516956,4636385,17602
199703,64637,2477721,3706
199709,305924,3688058,13131
199709,255450,2803852,19617
199709,395215,3270259,19946
199710,156543,2474488,12523
