"d_year","lo_custkey","lo_revenue","lo_suppkey"
1992,242936,649581,9369
1992,242936,5861378,12463
1992,242936,4009825,19945
1992,242936,3826005,13433
1992,288163,2229964,1890
1992,288163,3381489,4808
1992,84385,3595929,15033
1992,84385,1985271,15371
1992,84385,4398333,18865
1992,84385,782369,12277
1992,84385,5626951,15820
1992,84385,1873836,5977
1992,157096,4446608,1375
1992,82070,3519399,13454
1992,82070,4919886,14990
1992,56996,899759,10909
1992,56996,1988050,7513
1992,276742,210505,16485
1992,276742,453367,18514
1992,276742,1405666,9019
1992,276742,4495770,1317
1992,276742,5662063,4987
1992,276742,7094568,1080
1992,177307,3047334,11922
1992,177307,3006216,1926
1992,177307,1049520,5059
1992,177307,1750425,15451
1992,177307,8355577,16268
1992,177307,4138252,1974
1992,177307,2854787,6819
1992,98704,1484276,6851
1992,98704,3789995,10092
1992,98704,3263737,6764
1992,98704,5198713,7305
1992,98704,2380298,12255
1992,98704,8805239,5233
1992,98704,3438250,4386
1992,258865,3749844,13106
1992,258865,354666,18732
1992,258865,3767643,2132
1992,258865,5488376,17414
1992,258865,153448,8835
1992,258865,4824052,16802
1992,258865,356259,15982
1992,240931,2601828,6304
1992,240931,4426644,16124
1992,240931,5638913,4568
1992,240931,2194492,7433
1992,240931,1288552,17173
1992,124343,2026119,8479
1992,124343,7444268,12699
1992,124343,3614349,7696
1992,170884,3692620,1699
1992,170884,4240927,10758
1992,232562,4512460,7717
1992,232562,5193223,15387
1992,232562,5989181,8277
1992,210352,2573724,10904
1992,210352,1597810,16092
1992,210352,3640540,9615
1992,273280,7256520,10214
1992,273280,5022843,12350
1992,136186,3914348,4970
1992,217367,8097697,4973
1992,217367,1532406,5221
1992,217367,1046619,18356
1992,217367,1889088,17968
1992,217367,4722742,8049
1992,217367,5926864,11375
1992,295111,1113013,464
1992,295111,3417832,10105
1992,295111,6085433,4126
1992,87532,3555262,428
1992,87532,3664102,4035
1992,87532,720742,950
1992,106415,4317219,9758
1992,106415,4522893,19686
1992,106415,288491,13072
1992,106415,1742135,8405
1992,106415,5611608,19927
1992,106415,6300237,18797
1992,106415,1148768,5442
1992,50668,3302233,1037
1992,50668,4854749,4942
1992,50668,2587552,10403
1992,50668,2194633,18436
1992,50668,2207536,10547
1992,163270,922670,16141
1992,163270,1173030,5448
1992,163270,4892743,1850
1992,163270,5172876,6357
1992,163270,5127360,17042
1992,5962,2111362,16903
1992,5962,3279830,7932
1992,5962,3434488,8888
1992,5962,374142,4719
1992,222755,211250,4535
1992,222755,3280287,17579
1992,222755,2168006,14145
1992,57293,3953310,18337
1992,57293,1604254,16583
1992,57293,1417175,7702
1992,63353,1266505,19589
1992,63353,5097168,16634
1992,63353,3926724,16084
1992,63353,2993735,2078
1992,63353,1866937,10973
1992,161767,599007,12618
1992,126607,750958,13140
1992,126607,3520723,8707
1992,126607,1630019,18290
1992,126607,570851,9352
1992,126607,1263147,18836
1992,126607,547671,14750
1992,126607,1597227,19262
1992,223406,2564552,15302
1992,223406,4837714,5096
1992,223406,2394273,19917
1992,223406,3809788,11122
1992,223406,794980,408
1992,145577,2145226,9646
1992,145577,3895201,11895
1992,145577,184795,17362
1992,145577,1556596,19356
1992,199936,5675344,9622
1992,211567,7055068,3176
1992,211567,6817002,18303
1992,211567,1437058,11125
1992,211567,2712231,7262
1992,211567,1452864,10299
1992,211567,6342552,6244
1992,211567,2296848,12247
1992,244,3583521,15631
1992,244,5622261,18022
1992,125920,5486625,13580
1992,125920,1912475,4475
1992,125920,1537787,9406
1992,125920,3914583,15644
1992,125920,2271960,1557
1992,125920,4170260,11697
1992,217090,4734725,5505
1992,217090,1258326,8379
1992,44261,4657813,7305
1992,44261,2556363,9481
1992,44261,1198915,12456
1992,44261,3605995,7187
1992,44261,3435382,8012
1992,44261,1260899,7300
1992,44261,3057914,14898
1992,222815,2521520,13183
1992,222815,6740213,2055
1992,222815,805804,13161
1992,222815,4522266,150
1992,222815,3874344,6882
1992,222815,3289504,15673
1992,76544,7140477,16232
1992,76544,1555191,3537
1992,76544,148351,5602
1992,93527,4085445,1253
1992,93527,1656738,7066
1992,93527,2290171,8334
1992,93527,2557747,14059
1992,93527,1183217,17352
1992,93527,1303421,1075
1992,93527,3636835,4384
1992,294283,6353187,12182
1992,294283,4459227,1502
1992,294283,498790,1094
1992,111454,6884844,13007
1992,111454,8560574,16261
1992,111454,5784586,7774
1992,111454,2428332,4245
1992,111454,877831,5559
1992,61958,6147022,900
1992,61958,4151190,9985
1992,61958,1016330,12233
1992,8459,7624085,14924
1992,8459,6845853,7060
1992,8459,4294272,14561
1992,8459,1243884,13004
1992,8459,1491448,11287
1992,286054,3303229,408
1992,286054,3551395,5064
1992,293884,2399709,16685
1992,293884,2009180,9106
1992,293884,3784897,11790
1992,293884,5943229,3201
1992,293884,5699468,3962
1992,293884,6917244,2483
1992,168982,5598473,1485
1992,168982,6813000,5108
1992,168982,2685795,17831
1992,168982,1165986,19755
1992,109351,8756730,10899
1992,109351,141356,10663
1992,109351,6297696,8888
1992,109351,4096827,19828
1992,109351,1585208,7976
1992,109351,4629490,3497
1992,109351,4569840,8742
1992,162757,2915637,7780
1992,162757,3315831,10595
1992,162757,221949,17316
1992,162757,7047271,19158
1992,271837,3123367,19216
1992,271837,1090629,8194
1992,206926,3421692,19837
1992,206926,1383879,7862
1992,206926,4944461,13092
1992,35612,8011761,6748
1992,35612,5148823,5415
1992,35612,7365187,3758
1992,35612,2788325,11915
1992,35612,3667936,6001
1992,44851,7623109,10732
1992,44851,6008325,17506
1992,44851,6280391,2353
1992,290771,1043317,2940
1992,202891,2485392,180
1992,202891,2210688,19088
1992,202891,3932008,4063
1992,202891,6996429,5010
1992,62798,5226814,16237
1992,62798,2808471,2819
1992,62798,580425,3396
1992,237691,824381,14523
1992,237691,1815307,4019
1992,237691,1263472,18621
1992,237691,1504734,853
1992,237691,3802539,700
1992,237691,5895274,2590
1992,237691,153800,5279
1992,156091,5571571,1912
1992,156091,6217573,3265
1992,156091,4558105,19163
1992,237518,3417271,19141
1992,237518,1965960,6003
1992,237518,6404677,16326
1992,237518,3147331,5322
1992,237518,1395983,5872
1992,237518,5656552,697
1992,180955,3997891,7644
1992,180955,2356731,6258
1992,6068,3495278,7828
1992,6068,2942236,2294
1992,6068,6577697,13814
1992,35843,6382974,15817
1992,35843,2076523,11476
1992,35843,347644,14614
1992,35843,3541247,17481
1992,65530,4725360,11613
1992,65530,3682219,7923
1992,65530,6268512,19499
1992,65530,7180805,9834
1992,65530,8459413,9886
1992,65530,2815442,7243
1992,65530,1684369,3184
1992,179812,2601561,5157
1992,275423,6640849,2077
1992,275423,2314224,15388
1992,207841,2100315,1759
1992,207841,1184842,8975
1992,207841,982261,13783
1992,207841,2318155,19460
1992,207841,6721420,9851
1992,207841,5355883,765
1992,207841,8368668,1184
1992,113584,4685524,4084
1992,113584,923549,15745
1992,113584,8293710,2608
1992,113584,3596951,1582
1992,113584,1129138,14034
1992,92176,7223721,4404
1992,92176,6560753,8259
1992,92176,3307788,15162
1992,92176,5515969,3208
1992,92176,2476185,7063
1992,214156,518964,951
1992,214156,2588493,2338
1992,214156,552093,5543
1992,52417,1878534,2658
1992,52417,2374092,9157
1992,41677,2546260,4055
1992,41677,2470207,3181
1992,41677,4451544,9343
1992,279344,3758244,700
1992,279344,6187335,11583
1992,86015,91715,5540
1992,31198,1639680,6343
1992,31198,7159927,15195
1992,229822,490552,4993
1992,229822,8101378,14570
1992,229822,2589795,16374
1992,229822,1552414,10538
1992,229822,5642020,3313
1992,229822,5215733,8935
1992,7330,2020149,2281
1992,7330,402688,7184
1992,7330,2652264,17736
1992,7330,6561348,13810
1992,7330,3041262,16532
1992,7330,4765136,7139
1992,7330,1633580,549
1992,157273,2131073,4419
1992,1631,652215,3275
1992,1631,8392278,8680
1992,1631,4792358,139
1992,1631,102432,3527
1992,143965,490065,17726
1992,143965,5202071,13979
1992,143965,3003501,10777
1992,226547,6809532,5036
1992,226547,4705440,13842
1992,225655,2818768,14456
1992,225655,4972857,9928
1992,225655,1412745,11278
1992,298270,2020272,15468
1992,298270,494821,665
1992,298270,3494425,9473
1992,298270,3151951,5035
1992,234316,6503409,8092
1992,26591,3537646,19263
1992,26591,3268632,19857
1992,26591,3198458,3963
1992,26591,4563272,10789
1992,26591,6756034,15021
1992,26591,8109018,13582
1992,135503,3541682,11423
1992,135503,2431052,12984
1992,135503,303253,14459
1992,135503,4425311,3055
1992,135503,6961847,3983
1992,135503,1628305,19177
1992,231332,3155936,9675
1992,231332,1465394,14364
1992,231332,2019050,14773
1992,231332,3473760,18411
1992,231332,5779273,10651
1992,231332,1687145,5661
1992,217825,799313,10661
1992,217825,1465408,9090
1992,217825,224230,6499
1992,217825,6053764,18904
1992,217825,3574071,5019
1992,39743,3170476,14954
1992,39743,3726236,7246
1992,39743,5597429,19324
1992,44824,155010,3703
1992,44824,3579195,4975
1992,44824,3089720,10818
1992,44824,897651,5402
1992,44824,2571714,19912
1992,166931,4735124,14516
1992,166931,6303897,17103
1992,82435,5891339,4177
1992,82435,2348126,11000
1992,82435,360060,13452
1992,78265,2999328,15835
1992,78265,1273846,3356
1992,78265,2534935,131
1992,23806,2733084,6377
1992,23806,7732500,5173
1992,23806,2432871,941
1992,23806,3030287,14764
1992,23806,1610900,12084
1992,23806,398037,13349
1992,23806,1872188,9858
1992,193693,547654,2502
1992,193693,4981112,10772
1992,193693,905536,13644
1992,193693,3002520,18623
1992,193693,3741000,10415
1992,193693,543740,15757
1992,256607,5301224,1629
1992,256607,1683166,9513
1992,256607,6634580,11462
1992,256607,2443462,7272
1992,256607,5835346,8794
1992,212500,2274722,1056
1992,212500,1213273,691
1992,212500,3607978,17236
1992,212500,2137779,10676
1992,29815,2210577,8496
1992,37330,582693,9247
1992,296131,1939510,2952
1992,296131,1924912,2088
1992,296131,4837705,17253
1992,296131,629997,19796
1992,296131,4397335,11123
1992,296131,6069490,16304
1992,296131,4752050,19424
1992,103865,4234277,6961
1992,103865,8972730,3069
1992,103865,3427741,16084
1992,103865,5079577,12760
1992,103865,3735425,15237
1992,103865,1223743,11921
1992,162982,5847904,18847
1992,162982,4734760,15143
1992,162982,4215647,18463
1992,162982,5411952,5436
1992,98236,4719368,7776
1992,258362,1392903,16092
1992,258362,1632655,6057
1992,258362,5014775,12644
1992,258362,4293075,5311
1992,258362,3389219,1927
1992,94303,701391,1925
1992,94303,4385819,472
1992,94303,3409208,18967
1992,94303,3387311,1700
1992,94303,741879,15892
1992,247946,2316706,9806
1992,234860,2501818,3063
1992,76177,6085682,19139
1992,189211,913801,3613
1992,189211,9452697,16803
1992,189211,5738274,12891
1992,189211,7456870,17394
1992,98840,8288496,1111
1992,129251,1998970,15983
1992,129251,943777,19006
1992,129251,4415598,3293
1992,129251,6478621,3383
1992,155248,2860755,6856
1992,155248,2236541,4187
1992,155248,575064,9806
1992,103192,7157858,544
1992,103192,4185457,6676
1992,103192,3205499,16617
1992,264394,2186334,12745
1992,264394,1231032,16444
1992,264394,142697,11342
1992,69313,5695589,16565
1992,69313,4763097,993
1992,69313,975066,14125
1992,69313,3235622,17928
1992,69313,3261066,6336
1992,69313,5853363,17061
1992,69313,6874429,18702
1992,66013,5670146,11038
1992,66013,3093656,455
1992,66013,2953196,2198
1992,66013,5253094,14606
1992,66013,173313,6633
1992,66013,5680190,5290
1992,66013,1385194,12228
1992,221873,3285652,10965
1992,221873,2703544,17673
1992,221873,928338,3916
1992,221873,4606640,11128
1992,221873,350766,7920
1992,221873,4222674,3403
1992,83339,2979926,14258
1992,83339,3495317,6340
1992,225901,1797164,9120
1992,225901,6295414,15351
1992,225901,6945052,3352
1992,225901,2030112,5176
1992,134698,4558675,14267
1992,134698,452149,5062
1992,134698,3003797,2819
1992,134698,441270,15577
1992,134698,1756626,7626
1992,236452,2758947,4369
1992,236452,494334,6190
1992,236452,7481088,6814
1992,234421,1573848,19347
1992,234421,3271780,9112
1992,12902,6443698,8813
1992,12902,5102369,19928
1992,12902,3251296,5426
1992,12902,6492922,10659
1992,12902,4807314,10049
1992,12902,1080548,6027
1992,297554,488940,2245
1992,212113,2617093,8826
1992,212113,7727917,10553
1992,212113,7383574,14058
1992,212113,4346701,17098
1992,212113,7369535,4956
1992,212113,4578750,13819
1992,212113,3195240,1462
1992,89278,2046100,10992
1992,276682,2064975,2430
1992,276682,6443150,16471
1992,276682,4431530,12340
1992,276682,2919316,4185
1992,276682,4123457,14158
1992,276682,1216838,11104
1992,276682,7404905,16632
1992,64601,2027086,8522
1992,64601,4583509,7052
1992,64601,4163935,19911
1992,64601,7885190,10082
1992,64601,536601,18624
1992,64601,3365041,11557
1992,45824,2139610,2197
1992,45824,2942967,3174
1992,45824,5607739,5170
1992,45824,4236324,3268
1992,45824,5509146,17019
1992,196045,910604,18396
1992,196045,1861749,11476
1992,196045,3514821,12884
1992,196045,4270212,9215
1992,196045,6123045,42
1992,196045,799568,10448
1992,196045,509429,15747
1992,257008,4873122,217
1992,290569,3836779,5413
1992,290569,3985015,3402
1992,290569,853486,15726
1992,290569,6346966,12941
1992,290569,3281295,18470
1992,139009,2578214,5996
1992,139009,3272108,14013
1992,139009,2329286,19710
1992,139009,1773270,2831
1992,51710,1210089,6459
1992,51710,3155058,14450
1992,195418,3172505,9051
1992,195418,7127241,12427
1992,195418,2077419,15012
1992,195418,7121088,17436
1992,195418,2520124,6524
1992,195418,3028579,15781
1992,195418,3703700,10535
1992,166756,7362575,9513
1992,166756,3788134,3858
1992,166756,3066693,12605
1992,166756,3788850,7176
1992,166756,749104,10462
1992,166756,4129188,8328
1992,200284,5722655,14974
1992,200284,1249018,14795
1992,200284,1840734,5679
1992,200284,1812484,4435
1992,299041,3054980,8286
1992,299041,2232362,10330
1992,160537,6253836,15952
1992,160537,437057,11562
1992,160537,2173220,16091
1992,160537,2339890,13008
1992,107990,1493875,13712
1992,107990,3747091,3828
1992,107990,4179995,9310
1992,17893,6046377,8164
1992,17893,1196438,5569
1992,17893,1234167,10318
1992,17893,6570817,4870
1992,17893,3976626,5525
1992,17893,5555082,3368
1992,17893,2249695,14693
1992,123470,1822154,1654
1992,123470,2479287,10323
1992,123470,5618023,14716
1992,123470,1417601,917
1992,123470,3536145,6682
1992,123470,3982976,13997
1992,123470,3933218,10863
1992,189010,1766198,4046
1992,57235,4198230,1672
1992,57235,2310089,7839
1992,57235,2675867,15332
1992,99811,3770115,16953
1992,99811,3340194,12788
1992,99811,6096339,408
1992,99811,6660682,4512
1992,99811,310495,12301
1992,12053,1108277,17494
1992,12053,4244288,13294
1992,12053,4915429,8860
1992,12053,5461278,6076
1992,12053,9759920,4200
1992,12053,2380588,2089
1992,156776,161749,19341
1992,289591,4605280,16069
1992,289591,2285146,3222
1992,289591,6015840,19677
1992,289591,4600119,14923
1992,289591,4821297,15382
1992,187195,3713581,18632
1992,159763,5641760,10265
1992,159763,934694,3260
1992,159763,1832048,16165
1992,159763,652486,10235
1992,159763,3861468,9375
1992,159763,6660581,3442
1992,268982,580875,3693
1992,268982,3417820,7358
1992,268982,4430141,11841
1992,62032,1916681,16399
1992,62032,7181524,9328
1992,285418,1830909,15123
1992,285418,3823955,9690
1992,39251,2088617,6236
1992,39251,2264819,13658
1992,39251,4206440,1268
1992,39251,1825176,2230
1992,39251,1079035,5363
1992,39251,431770,14827
1992,39251,5846048,4295
1992,65309,6914955,15971
1992,65309,1753038,16685
1992,65309,6972570,16255
1992,65309,4520575,14190
1992,65309,2975932,3775
1992,65309,5391586,10031
1992,203410,2102889,5936
1992,121213,239430,15375
1992,121213,8131731,12447
1992,3629,2482844,3354
1992,3629,6493297,15876
1992,3629,6731837,6144
1992,3629,2563731,19401
1992,3629,3560506,18417
1992,3629,4974283,2131
1992,158177,472047,3808
1992,158177,6931503,10273
1992,158177,5358988,3882
1992,158177,8079271,18648
1992,158177,6651485,1254
1992,60032,6542002,870
1992,60032,1924431,18994
1992,60032,5138705,18063
1992,60032,5366883,15857
1992,60032,6332206,17864
1992,60032,7033098,16893
1992,125189,3441267,5733
1992,125189,745592,8444
1992,125189,4497394,13971
1992,62300,4479926,16749
1992,43768,2255136,896
1992,43768,1276431,14458
1992,43768,1652313,19518
1992,114154,384266,15758
1992,164311,4952956,5595
1992,164311,6227443,10086
1992,164311,5261959,14739
1992,164311,5200600,17054
1992,164311,935341,18644
1992,48322,1143972,15136
1992,48322,165091,16120
1992,48322,4156559,5685
1992,48322,6673146,4469
1992,48322,8049021,14747
1992,180469,5483313,8817
1992,48820,3547728,1771
1992,48820,4225632,3654
1992,48820,6141630,4250
1992,48820,2719172,19681
1992,144766,1286343,8568
1992,144766,1435531,6385
1992,144766,871211,1284
1992,144766,8523709,11446
1992,144766,774607,18492
1992,207695,438024,14753
1992,207695,5421362,5048
1992,207695,8433055,19611
1992,207695,1686927,17859
1992,73912,4966092,3963
1992,73912,6032141,11589
1992,201821,2570324,773
1992,201821,5759542,10057
1992,201821,275446,4712
1992,218653,3575785,128
1992,218653,3881191,590
1992,218653,2870118,19389
1992,218653,1246177,10777
1992,218653,7034914,4199
1992,127546,4761712,8372
1992,23909,3649449,18523
1992,23909,187758,2324
1992,23909,4473148,9819
1992,23909,3880356,13159
1992,73072,8173556,13522
1992,73072,1140483,1247
1992,73072,5910297,5068
1992,73072,5802464,16848
1992,73072,789037,17473
1992,73072,1545403,1161
1992,125210,6243716,2734
1992,125210,5848076,5666
1992,125210,7346475,16012
1992,125210,4001867,4746
1992,125210,5942065,3499
1992,178172,706121,4027
1992,144082,1284850,5816
1992,210049,4436783,9192
1992,210049,9291618,19798
1992,2804,4280074,17327
1992,2804,2621906,10788
1992,2804,4265325,6839
1992,2804,1083687,18717
1992,95917,6646724,6644
1992,95917,903378,13749
1992,95917,2548952,7428
1992,189070,4601188,16629
1992,43049,4550617,13018
1992,156847,3900717,17528
1992,156847,5452779,3084
1992,156847,5714058,10204
1992,246841,4893427,13198
1992,246841,2560920,3422
1992,268390,8509781,11384
1992,268390,3794871,7380
1992,268390,2284850,11823
1992,260851,3192579,16710
1992,268537,392271,732
1992,268537,6475084,6671
1992,268537,3947771,13325
1992,24127,2927760,19344
1992,24127,5129096,293
1992,24127,1431852,9370
1992,24127,7894064,8251
1992,24127,2121033,3233
1992,24127,914700,10713
1992,24127,1166220,8147
1992,239024,3303393,16016
1992,239024,1995022,19468
1992,239024,8197338,15270
1992,239024,500709,17052
1992,77563,5900286,19433
1992,77563,1687649,9267
1992,123211,1963850,17019
1992,123211,6069282,4678
1992,123211,3190195,2400
1992,123211,3912559,11291
1992,123211,5812449,6468
1992,123211,5182659,14942
1992,123211,4726034,9502
1992,6008,4796190,11509
1992,6008,3887262,16822
1992,227335,1362634,11040
1992,227335,1376411,2317
1992,227335,2298240,8889
1992,12847,645776,9101
1992,12847,1265848,9883
1992,12847,3232195,17110
1992,12847,1474196,11575
1992,12847,762203,8700
1992,12847,5811332,14360
1992,12847,6017160,6893
1992,87619,5189143,2277
1992,87619,163420,5189
1992,87619,3215899,10085
1992,87619,6787339,12483
1992,189763,2551998,19964
1992,189763,6256837,4564
1992,189763,623312,5554
1992,189763,4555434,13651
1992,189763,1548925,7324
1992,189763,818641,18311
1992,267394,206222,14909
1992,267394,4359189,13557
1992,267394,5284116,1957
1992,289876,3674240,5921
1992,289876,4479100,8293
1992,40837,5896666,15878
1992,40837,1702728,18149
1992,40837,6851794,4770
1992,40837,3235176,597
1992,40837,576787,7634
1992,40837,8454832,3174
1992,40837,748405,9466
1992,36947,4534447,10005
1992,36947,4531192,13119
1992,36947,747961,7349
1992,36947,4483346,2984
1992,36947,7549277,4929
1992,36947,8033656,14530
1992,153484,1931343,19168
1992,153484,379658,4686
1992,153484,5190576,9352
1992,161792,5628065,13574
1992,161792,2297782,11878
1992,161792,1843972,2696
1992,161792,6646849,6387
1992,161792,3031469,11694
1992,22562,6223061,14075
1992,22562,3450876,16047
1992,22562,3886574,7511
1992,22562,4709117,13450
1992,22562,3007126,17395
1992,22562,4805218,5571
1992,66376,1599876,10829
1992,66376,7244647,13453
1992,66376,4162098,8839
1992,66376,673681,15021
1992,66376,8480906,17252
1992,94252,3528880,2666
1992,94252,2523698,1109
1992,94252,1475112,5815
1992,94252,3973340,1801
1992,180623,4285322,15602
1992,180623,824384,8714
1992,180623,2325978,11093
1992,180623,3464190,9801
1992,180623,2186975,9466
1992,180623,3216320,10832
1992,180623,8514800,8
1992,298109,3290855,3648
1992,22088,5662146,7588
1992,50803,4856719,19236
1992,50803,418002,18967
1992,50803,2810142,4728
1992,50803,2394288,1016
1992,50803,4591756,15181
1992,50803,2044876,6651
1992,201589,5927886,17840
1992,201589,125300,13678
1992,201589,1119056,1833
1992,35242,4975917,3409
1992,35242,5292926,18432
1992,35242,2832242,19120
1992,128899,328746,1925
1992,128899,444022,12956
1992,128899,1697116,154
1992,128899,8489722,17973
1992,128899,4931482,7064
1992,128899,2711304,14253
1992,128899,5363608,19607
1992,190318,2197290,10095
1992,190318,4494134,645
1992,273700,4749013,14256
1992,273700,4107063,17286
1992,273700,1603667,13499
1992,273700,3584181,8651
1992,273700,1293795,3433
1992,273700,1460369,5726
1992,273700,5600081,829
1992,269149,5541358,6424
1992,269149,827862,12696
1992,269149,1789999,18797
1992,269149,5612713,11386
1992,269149,2712044,554
1992,298858,6964206,14311
1992,172543,6181432,11459
1992,172543,5751867,14740
1992,156688,3053815,12782
1992,156688,6263469,2823
1992,233242,2924294,6665
1992,233242,7301619,7685
1992,233242,4169230,11852
1992,233242,6131218,8859
1992,233242,3955287,9007
1992,233242,6008152,13438
1992,233242,3009120,2442
1992,42097,2264155,14031
1992,42097,1958352,6181
1992,42097,2612303,8985
1992,42097,1593969,2059
1992,140575,6854954,9291
1992,140575,873911,18891
1992,30265,520284,15671
1992,30265,1369931,13107
1992,288010,4447007,411
1992,288010,2818849,18632
1992,288010,504686,3999
1992,288010,1318682,17527
1992,288010,3163073,3632
1992,288010,2792678,10401
1992,124697,3898252,8244
1992,124697,288792,1476
1992,124697,2485818,12620
1992,124697,1812144,19244
1992,124697,6781608,1666
1992,124697,3427344,12079
1992,124697,5735193,19464
1992,33358,1128597,9026
1992,33358,4978452,17518
1992,33358,4109669,13881
1992,33358,229353,5316
1992,33358,1738054,8
1992,33358,5764154,4282
1992,253214,3566661,9159
1992,253214,1449729,1651
1992,253214,6529343,4958
1992,253214,6386893,6450
1992,253214,2227001,15116
1992,253214,2793916,17884
1992,152065,2617938,18900
1992,152065,2605438,19049
1992,152065,4764760,13118
1992,152065,6291605,7834
1992,152065,1142694,13509
1992,152065,3795802,3058
1992,152065,6996047,10426
1992,241525,1605457,18292
1992,241525,2177838,2840
1992,241525,6232344,17463
1992,241525,7446700,8579
1992,114350,8014984,19794
1992,85607,4223890,9179
1992,85607,6356591,6010
1992,85607,3641946,3960
1992,85607,5083526,4618
1992,263788,2427915,14977
1992,134381,4179732,679
1992,134381,733740,8504
1992,134381,4851554,12699
1992,134381,881488,11527
1992,134381,5177781,12495
1992,243811,100687,4541
1992,123940,7463453,17769
1992,123940,7689726,14966
1992,123940,6879694,17495
1992,6058,2200807,10107
1992,6058,4265066,4304
1992,6058,930445,14992
1992,270055,327481,18218
1992,270055,2312794,2093
1992,270055,8806704,9973
1992,127066,6803526,6887
1992,127066,4414996,6123
1992,127066,4845298,8605
1992,127066,3861201,108
1992,259534,4864500,14105
1992,259534,8196181,354
1992,259534,9124240,74
1992,166222,5577990,6311
1992,166222,2575860,8099
1992,166222,3763837,7874
1992,166222,4783870,14196
1992,166222,3843553,10137
1992,166222,3021872,141
1992,85105,2620320,8190
1992,85105,5578539,18583
1992,85105,4429605,12553
1992,166172,512035,213
1992,166172,3128074,3875
1992,166172,761230,11112
1992,166172,4921874,11443
1992,166172,3120889,14776
1992,166172,4149296,14327
1992,158620,2637444,19259
1992,158620,4698912,9721
1992,158620,6053880,18597
1992,158620,5786109,14142
1992,158620,3695670,18556
1992,158620,1305388,2605
1992,158620,3623895,642
1992,295033,5126754,10537
1992,295033,5838987,12629
1992,295033,6001096,14592
1992,59125,2576648,10424
1992,59125,2671985,7889
1992,59125,4615717,10126
1992,59125,4057268,14193
1992,269680,3913010,14391
