"lo_discount","lo_extendedprice","lo_orderdate"
2,2993820,19980218
3,1662038,19960826
2,3296634,19920919
2,1100256,19930908
3,1372968,19930312
2,4067328,19930312
1,2231205,19930808
3,1483417,19960319
3,1128611,19960319
2,529520,19920524
3,1399032,19920524
2,328720,19951121
3,1015608,19970813
3,1383708,19940713
2,1973312,19940306
3,3610692,19920510
1,2521984,19930305
1,314902,19960720
2,1167512,19970426
3,3274002,19970426
3,984960,19970525
2,3697457,19970525
3,1053104,19940410
1,3468476,19971011
1,2677464,19940420
3,2770108,19940420
3,3207060,19960428
3,500020,19941114
3,241028,19921215
2,2288819,19941129
1,1520470,19960310
1,1652916,19950611
2,2996528,19950611
1,919863,19970420
1,2803800,19920301
3,3246100,19980627
2,3395612,19980627
1,1304480,19980620
2,766396,19980620
2,2724174,19960507
1,1362802,19931212
1,1404228,19980513
1,3706748,19931203
2,1996284,19940930
2,1327320,19940930
3,445624,19920521
2,3414294,19920521
3,860872,19921023
1,1879374,19950325
1,3199287,19970201
3,280072,19940204
1,4963128,19950822
3,789976,19941103
3,874865,19941103
3,1958860,19951103
2,868091,19951103
3,1637103,19970302
3,898390,19971005
2,1600068,19940824
3,1795094,19921220
1,2161393,19960321
2,1607112,19921009
2,2741618,19961120
3,198791,19970619
3,2694780,19931123
2,3212496,19931123
2,1303939,19950726
3,2403422,19950726
1,1744610,19930504
1,4201617,19970630
3,1663382,19951112
1,681715,19951112
1,2786920,19930105
2,107298,19980413
3,1243676,19941024
2,2357880,19941024
2,280666,19951010
3,2072160,19951011
1,1005960,19931021
1,296506,19930614
3,1629683,19930614
2,3453380,19940306
1,3674524,19930329
1,3600630,19930329
2,1399800,19920629
2,3763600,19930406
1,3468474,19930406
1,1739683,19980615
3,185087,19960613
2,3778944,19920207
3,330333,19950428
2,293400,19930915
2,811580,19940624
2,1846482,19970810
2,1197952,19960106
2,2029257,19980515
3,2805984,19980515
1,3742992,19951105
2,1916928,19951105
3,2745136,19920315
2,1205611,19961129
3,3875848,19921106
3,2647344,19960816
1,1108360,19960223
2,1988635,19950604
3,3604766,19970901
3,4005979,19921009
1,1297356,19921009
2,647048,19920128
1,1418958,19920128
3,1992762,19950817
2,668280,19940907
1,2438565,19940907
2,2457061,19980303
3,2028726,19950512
1,732690,19970216
1,1491795,19970216
3,1338410,19980526
2,943494,19950716
2,714684,19950716
2,2603776,19970511
2,2438429,19950305
2,2446902,19950731
1,2805426,19920529
2,3337360,19920820
1,1817082,19980401
1,1048272,19980401
3,884961,19931204
1,245834,19980107
2,1524450,19921120
1,1254904,19921120
1,427629,19980611
3,1894560,19960823
1,3171048,19970420
2,4254516,19951015
2,1867935,19980105
2,1523284,19980105
3,1005444,19970318
1,674660,19921215
1,2398194,19940806
2,3328002,19920929
3,2086524,19960507
2,1342509,19920627
3,595408,19940831
1,2169761,19961206
3,3349400,19920413
1,1350909,19961109
3,780728,19980115
1,891345,19980115
2,243446,19940402
2,2223437,19921021
3,592080,19980418
1,2095758,19980418
2,615090,19980418
3,1129200,19970925
2,1096264,19960112
3,1085481,19960112
2,1438490,19931206
3,3084570,19971218
3,2156652,19971218
3,3809674,19970814
3,1586484,19940523
1,1360023,19980103
1,2361394,19921022
1,985880,19920319
3,835345,19920202
1,1299033,19930123
3,944410,19970802
2,1226918,19960427
3,2759196,19931119
1,2317092,19920519
1,296994,19920519
2,4514854,19920519
3,4325090,19961121
3,4085840,19951206
2,1226872,19951016
2,3243216,19951016
3,164162,19950705
3,2626512,19960502
2,1119789,19930714
3,1893345,19930714
3,2263778,19930714
1,2668560,19950330
1,2912760,19971107
1,1864152,19971107
2,2924061,19940330
1,2836380,19951216
3,2223456,19951216
1,281492,19951216
2,3455276,19920619
3,1001856,19920918
2,548564,19960615
2,295508,19960130
3,473260,19920927
1,1558843,19930927
1,1031090,19930927
3,2789226,19980711
3,132933,19980325
1,1469304,19941018
2,2334160,19950818
2,110801,19950728
3,4077348,19950728
1,1890405,19920106
1,3207764,19920106
3,397584,19950920
3,911547,19940310
2,561050,19921112
2,2428692,19921112
2,2382795,19970822
3,1864770,19970822
2,451672,19920110
1,759798,19980402
2,2824768,19980402
2,2084506,19921118
1,1768750,19961010
1,115317,19930808
1,4250356,19970202
2,1180734,19931126
3,2022736,19960315
2,1163340,19940529
3,735168,19940924
1,1441352,19950910
3,2115135,19960930
3,1065834,19961105
2,4494768,19961105
1,2926000,19960514
2,448032,19940513
3,2425605,19970918
2,3767780,19921202
2,237428,19960928
3,3404913,19960928
1,2927940,19960928
1,1389472,19951221
3,1382472,19950826
2,942900,19950826
2,1771364,19971206
2,1066436,19970620
3,1567888,19940919
1,116512,19931122
3,971810,19930206
3,2353158,19980116
2,2488640,19980116
3,1333284,19971230
3,2256342,19940915
1,1271160,19921201
1,427308,19921201
2,2572830,19920425
1,1026584,19920425
3,1654956,19930216
1,1295220,19950521
2,2030089,19950521
1,2212742,19950521
1,1675650,19931203
2,3085346,19931027
3,616610,19920906
1,1853150,19930730
3,2653712,19960111
1,3264702,19940320
2,2194598,19940827
1,4290912,19970111
3,800842,19970111
1,2855985,19940409
2,1615596,19921029
2,695645,19960413
3,153345,19940606
3,2532024,19920924
1,3487849,19980802
1,2322768,19960524
3,3064175,19920324
3,2480580,19920324
2,2208180,19950827
2,444732,19941226
1,1208025,19980307
3,359938,19920212
2,398394,19971213
3,130526,19941026
3,772260,19941026
2,2275872,19950730
2,1705690,19930610
3,582148,19930610
1,758368,19930610
2,2702016,19941124
1,2746688,19940705
1,164965,19940101
3,2248506,19930718
1,2257612,19940719
1,789150,19940719
2,1893804,19920322
1,1549196,19941120
2,354138,19941120
1,407788,19931204
3,2100200,19931204
2,1063998,19920709
3,1281208,19930526
3,1128162,19950218
2,1253106,19920403
1,1885900,19920403
2,1699650,19980414
1,1431423,19970813
3,880872,19950717
1,1007000,19940601
3,230220,19980215
2,1829152,19951102
3,2554199,19960520
3,1547210,19961106
3,3449460,19961106
3,1735956,19931125
2,3714072,19931231
1,2956840,19960527
3,3830229,19921120
3,1213152,19961029
1,1001336,19971222
1,1967647,19950707
1,3151422,19940625
3,227436,19941025
1,3246932,19941025
1,1673584,19941025
2,2871926,19980314
2,1006344,19980314
3,1187451,19980314
2,1293606,19921020
1,3519560,19921020
1,781560,19920610
3,552532,19920610
3,1978724,19920610
3,460868,19970217
1,374162,19950823
3,1483722,19950823
2,731156,19920113
1,3711720,19960719
2,740466,19930906
2,892380,19941228
1,892410,19920830
2,2439870,19920830
1,3539096,19960224
2,3678822,19930328
3,3344166,19931205
1,154358,19940509
1,108707,19950506
3,654652,19950506
2,768260,19950506
2,729548,19920205
1,564261,19940314
3,2886048,19970612
3,2811221,19970612
3,4341894,19940612
1,1479504,19921020
3,2413728,19941217
2,428844,19941217
3,204808,19941208
2,122918,19941208
3,2850855,19930220
3,2264340,19930220
2,3722757,19930220
2,941475,19971018
3,3695265,19961006
1,3255313,19960225
2,299714,19961026
1,3162683,19961026
1,421308,19921119
2,1792308,19930410
3,1872300,19980323
3,2420278,19930527
3,2204266,19951224
1,1109269,19950203
1,341328,19950203
2,1335808,19960322
2,353768,19960322
3,1623144,19971029
1,2576320,19940619
1,2644112,19930711
2,192686,19930711
2,2181296,19950530
3,2516888,19920812
1,2785392,19980107
3,1423395,19930303
3,1466631,19930303
2,388578,19930303
3,2515562,19931014
3,2816636,19931014
1,3036820,19941016
1,281680,19920228
1,2133579,19951107
3,366152,19970123
1,4563154,19970123
1,4502136,19931018
1,879890,19950113
3,2210064,19920226
1,1575621,19940412
2,330946,19960824
3,877410,19960824
2,1739920,19950219
3,2347510,19970911
1,3671520,19950721
3,2501708,19941122
2,2432250,19960816
3,916182,19960816
1,4192416,19960521
3,862380,19960728
2,2730624,19960728
3,1927836,19960728
3,535490,19931114
3,3082914,19930721
1,1994272,19970812
1,1530438,19980723
3,279056,19980723
2,1897311,19971002
3,1300290,19921217
3,3421460,19931229
3,2432892,19931229
2,3162500,19931229
1,2772638,19940405
1,959304,19930413
3,1454922,19961128
2,2683632,19980401
2,3831720,19980401
1,1134150,19921122
1,590550,19930521
3,140140,19960411
1,1023424,19930623
1,2425626,19920114
1,2028125,19930713
1,3238816,19940211
3,2664048,19930330
3,1798634,19970121
2,545340,19941110
3,1282809,19941226
3,977470,19950317
3,2283444,19971111
1,490888,19930626
1,2108442,19940730
2,3197616,19940730
3,2462310,19951010
1,4112664,19950228
1,2554284,19950228
2,2231784,19920730
2,1609540,19951116
2,2408575,19980718
1,175273,19950926
2,1546256,19960721
2,3246625,19950301
2,2495569,19950301
2,3020636,19950301
2,1362180,19931031
1,2138542,19951116
3,1796864,19961003
3,882909,19920613
3,3510254,19920705
2,438450,19950325
3,694680,19930315
3,3117292,19940705
1,1133000,19970711
2,3607500,19961123
1,1933272,19930214
3,2179414,19930214
2,1083320,19930312
2,2212200,19970329
3,878355,19920406
2,3913368,19950718
1,908094,19970829
1,3221330,19970829
2,2403362,19940705
1,1514296,19940705
2,537552,19921214
1,673440,19960602
1,2011960,19920124
2,3345281,19951019
3,624192,19920712
1,442820,19951213
3,2244879,19970808
3,1694280,19970829
3,2852850,19930523
3,1770483,19950203
2,3679680,19971212
2,1472139,19920904
1,2777216,19920904
3,1436616,19920904
3,810168,19970718
3,2576750,19920203
3,495500,19920203
3,505380,19971017
3,2231026,19941018
2,1821810,19951015
1,531849,19950815
2,1142934,19961105
2,2450380,19961105
1,465750,19921109
3,1963875,19921109
2,2610640,19951028
1,1137104,19920529
1,4225826,19920529
3,2547886,19970319
1,850392,19921229
2,3365292,19921229
3,3331140,19961117
3,2331776,19950712
2,934530,19950712
3,3894912,19930516
3,1981892,19930516
2,1117824,19920311
2,1276872,19920311
3,3229240,19920311
1,2356795,19920402
1,1921360,19920402
3,3672984,19930718
1,2913290,19971003
3,690108,19971003
3,117026,19920820
2,2280660,19970317
1,4451640,19931017
2,443226,19970107
2,960405,19971015
1,1802710,19960923
3,110498,19970126
3,538530,19970203
3,379570,19980624
3,1246840,19980506
1,3531672,19960429
1,2507176,19930407
2,981020,19940825
1,1047592,19921006
3,246854,19940614
2,2249331,19940614
2,2420483,19931116
1,3009067,19940711
2,3768895,19950629
2,3603528,19921022
2,1307586,19950210
1,2437680,19950402
1,3605839,19950402
3,3297300,19921223
2,1225926,19941117
2,3005005,19940613
2,1156820,19970122
2,2297091,19940722
2,1432476,19961204
1,133633,19970905
3,4312128,19950403
3,1457613,19950403
1,1572560,19941114
3,2598264,19941114
1,1325259,19961012
2,1610999,19931127
1,1324251,19931127
2,1962833,19940907
2,1602500,19940907
1,3346518,19940907
3,1123568,19970320
1,2904456,19940211
2,512092,19970117
1,558528,19940703
2,1930920,19960617
3,2251998,19950510
2,1415295,19971006
2,4021248,19980628
1,1975808,19980628
3,1381776,19920121
1,1213224,19941023
2,1034640,19941023
3,1875156,19970911
1,900064,19970911
1,1572630,19980424
2,1812315,19980424
1,1054026,19920129
3,2661190,19931124
1,442844,19921107
1,428199,19950705
2,2405869,19950705
3,2011872,19960802
2,3209351,19960802
3,2121984,19960525
2,2469915,19970114
1,1076262,19920403
1,972531,19920403
3,2283057,19920403
2,110914,19980318
1,2127370,19950327
3,3716210,19970117
2,2348530,19970627
1,1313312,19970804
3,2924985,19970418
2,2794600,19970129
1,2162482,19970602
1,1005445,19960618
2,2336175,19960618
2,1734616,19930614
1,402836,19930614
2,1487016,19930516
3,2169300,19931011
1,3160036,19961116
3,4766232,19930918
3,4140290,19980421
2,2938395,19920927
1,1099336,19980502
3,145148,19940515
2,568806,19950610
3,2000063,19930525
2,1667512,19980510
1,4280116,19941120
1,3239658,19961011
1,986568,19930804
3,4820754,19970718
1,2053968,19931016
2,2320861,19940110
1,916080,19940110
3,2539084,19970706
3,1446460,19920119
1,1917980,19960725
3,3657367,19960725
3,4166514,19960725
3,1541439,19930825
3,1213158,19980506
3,4188404,19961004
1,2906904,19980417
3,216000,19950715
3,2215627,19960424
3,655600,19980101
2,1182083,19971126
1,3210468,19980614
2,894840,19940807
1,2170428,19921105
3,3237858,19940607
2,876915,19971208
3,1646047,19961025
3,2931854,19951012
1,2007450,19970521
1,2812905,19941001
2,2054832,19970502
2,1532736,19960909
3,3455480,19960311
3,2337101,19950324
2,184389,19950324
3,2183796,19920503
3,1289290,19960720
3,974512,19960720
1,507480,19971113
3,2392740,19971224
1,927282,19971224
3,440044,19951214
1,1089468,19951214
3,763902,19950320
3,2452776,19960228
3,1468400,19920617
1,1516119,19980510
2,2795679,19950904
2,4100233,19920826
1,1648128,19970314
1,790349,19930825
3,327306,19930825
3,394863,19950201
3,4005900,19970403
2,1661124,19931019
3,382180,19931019
1,2920005,19920511
1,1806660,19980315
3,2175750,19980303
2,1117698,19970422
2,4040808,19960816
2,1202220,19950811
3,3386944,19950811
2,1714410,19970723
1,2747805,19950616
3,2393001,19950616
2,313218,19950619
2,2745930,19950619
1,131023,19950117
3,1302816,19980101
1,167970,19920814
2,2083980,19980219
3,257258,19970709
3,122019,19980726
2,1836250,19921227
1,1729805,19940704
3,2719424,19940803
1,1800018,19970223
1,2094848,19941122
3,352130,19980626
1,2329068,19980626
1,2535975,19980626
3,1687196,19951109
3,163253,19960318
3,1104030,19970908
1,2142888,19960304
1,2862141,19960401
1,942464,19920722
2,198397,19920222
3,1237896,19970812
2,491500,19950529
1,189802,19951127
1,1824303,19920726
1,2367105,19970806
1,2257134,19950109
2,3006064,19950109
2,3627024,19970827
3,3159140,19970827
2,2170452,19920503
2,3353004,19941013
2,431260,19930524
2,2982304,19950930
3,1550688,19950930
1,2286388,19920202
1,2711610,19960627
3,2970814,19950313
3,1864181,19950313
1,4320712,19920807
1,1866660,19930312
1,2262420,19980203
3,1971664,19980203
3,2267468,19980203
3,2298735,19980203
2,2569820,19961005
3,1339659,19960109
1,255646,19921204
1,4133250,19921204
3,2052918,19940831
2,2672761,19920721
2,1295388,19930812
3,1122010,19980613
3,1335675,19980613
1,2882760,19941029
3,3173594,19970403
1,2324325,19970403
3,2072784,19940728
3,2959360,19920201
1,2958606,19920503
2,1576056,19930727
3,494500,19971212
2,915124,19930321
2,1935980,19970407
1,3097224,19940630
3,3815680,19940413
3,100301,19930624
3,2407140,19921127
3,1061080,19941231
3,1212260,19961016
3,762245,19950905
3,4146408,19930524
1,2576046,19960713
2,2945344,19940625
3,2678588,19921025
3,763693,19960527
3,575352,19960527
1,1283931,19941117
2,3580720,19941123
3,2884245,19930513
2,2488808,19931205
3,3086920,19970108
3,670866,19980518
2,2895999,19921103
1,4165024,19940506
2,2599492,19960409
1,105708,19980122
2,566964,19920430
3,398584,19970929
1,2938255,19980223
2,1622475,19980223
1,1219240,19980223
3,447462,19950526
3,1718784,19930723
1,784348,19971224
3,494298,19950620
1,169469,19980415
2,1688610,19960528
2,2572640,19970706
2,1238765,19970706
1,3819648,19961003
3,2229149,19940629
2,3052940,19940511
2,2774214,19961004
3,1055887,19960424
1,281490,19960424
1,593040,19921127
3,467844,19921127
1,2583286,19921231
3,1053072,19921231
3,576873,19931230
2,3582766,19930117
1,2187522,19960211
2,3665949,19960211
1,3692592,19970718
3,767921,19970718
3,635090,19970405
1,2214585,19960131
1,635105,19960531
1,3793128,19960531
2,1962157,19960122
1,3985026,19960122
3,399186,19960122
1,158559,19940322
1,844845,19961028
2,384790,19970308
2,2724393,19970422
1,3200811,19920208
2,2976351,19960519
2,1548547,19951015
2,339039,19951018
3,766408,19930620
3,2215729,19940901
2,2224215,19961025
3,1910820,19940309
3,1495273,19940309
1,2937660,19971110
3,1902385,19920707
2,1074438,19920707
3,431514,19920707
1,2831820,19930106
2,509577,19920710
3,2774736,19940619
1,2979724,19920206
2,2668372,19940911
1,259850,19920711
2,1076964,19920711
3,3186282,19960918
1,2572544,19960918
3,241052,19970331
3,1628680,19960420
1,165154,19941127
1,2954800,19980412
2,1057287,19960209
1,799168,19930426
2,1329732,19970221
1,2107446,19970716
2,871825,19970716
2,1079262,19920327
3,1128057,19920327
3,1892338,19951215
3,2605776,19920310
3,2996608,19930621
3,130834,19930621
2,3183811,19950716
2,215398,19970418
1,2952820,19970418
3,2808144,19971028
1,1735283,19921118
2,2860872,19921118
1,1436540,19941225
1,3038970,19951205
2,2758488,19941230
1,2931000,19951026
1,1958502,19951026
2,2902394,19970512
2,1199151,19960426
3,1846164,19921021
2,346928,19960728
1,944559,19951123
3,3303739,19951123
1,374760,19970113
2,3354858,19970113
1,729096,19940508
2,453417,19980705
2,3780829,19980705
3,802325,19971008
2,2864316,19980308
1,1356048,19940209
3,517707,19930409
3,3901359,19930409
2,4236048,19920704
1,3039316,19971117
3,1999960,19970202
3,392594,19940108
2,2382735,19980707
1,1129569,19930911
2,1997502,19940904
3,1469088,19920807
1,1502700,19950529
1,2019930,19950529
3,1065717,19950529
2,3084990,19941106
3,1088361,19940422
3,690700,19980702
1,2040306,19930801
1,103207,19960217
2,2172390,19951210
1,1344672,19920731
2,3187415,19920527
3,1209552,19961203
3,145337,19961202
1,1194588,19970815
2,3327500,19970224
3,2821405,19940717
2,2659888,19950928
2,168670,19950928
1,2247910,19950615
1,2420316,19941103
1,2352280,19961229
3,1527000,19961229
1,1093120,19961229
3,2685720,19970311
3,358833,19970311
1,2652888,19980324
1,526528,19961213
1,175473,19971209
3,1289337,19971209
1,3119078,19940424
1,4420248,19940624
3,1472430,19940928
2,3718824,19940928
2,766340,19970209
3,709326,19970421
1,3888380,19950402
3,363351,19941213
1,1932672,19941213
3,3137877,19961224
2,2209584,19940828
1,2610734,19940712
2,1105500,19950619
1,1815330,19980107
2,2663169,19960610
1,3753880,19960410
3,1919291,19960410
3,3250566,19941030
2,4507678,19950430
1,1557900,19970514
2,125822,19930224
1,2612823,19941201
2,2576480,19971213
3,420052,19920203
2,790235,19970701
3,2361900,19970701
1,1833888,19920716
3,2019700,19961121
2,1820896,19970810
1,2636212,19950208
2,3825927,19971121
2,1964976,19920507
1,3541320,19970802
3,4102670,19931104
3,507724,19950612
3,619266,19950612
3,1106376,19930317
3,1127424,19940901
1,1482370,19940901
1,1377420,19930610
1,395178,19930610
2,4201512,19920808
3,2011559,19940923
2,3573805,19940923
1,1902453,19920405
1,412605,19950208
1,593400,19980724
3,2023960,19980724
3,1529520,19950225
2,823984,19941028
1,1101070,19930205
1,3060477,19941216
2,333939,19970825
1,477644,19930607
2,3557249,19940424
3,1367072,19920316
2,437247,19970701
2,2969262,19970930
2,3563856,19960122
2,2068902,19960122
3,861777,19941220
1,3347640,19941220
2,1932950,19960306
1,4590960,19960306
1,641424,19980716
1,197386,19980716
2,1117040,19980716
1,533604,19920703
3,3891069,19920703
1,150546,19930108
1,3067776,19930108
2,751107,19960120
3,2468664,19971021
2,2021688,19971021
3,1274340,19970607
2,3030794,19951108
1,2459400,19970107
1,4130595,19920806
2,793374,19960415
2,3002904,19940524
1,2157280,19920911
3,2652304,19971026
1,1757238,19940908
1,2320570,19951229
3,488860,19970710
1,159660,19941031
2,2593140,19930711
2,902724,19960821
1,1093074,19980115
1,1093698,19980115
1,886410,19940122
3,3027120,19950326
1,687618,19950326
1,2168512,19961223
1,3623274,19961223
3,1320930,19920418
1,3143645,19920418
1,2142832,19940930
3,1902930,19970818
1,3126528,19950116
3,1709660,19960322
3,1604712,19960322
2,3504816,19960322
2,371360,19960208
3,901920,19920208
1,174279,19920208
2,2862882,19940608
2,336948,19940608
3,1498952,19970727
2,2304672,19940826
2,2010257,19940529
1,3220624,19940202
1,2391296,19980110
1,170865,19930501
2,3379919,19960205
2,2243584,19950810
3,2653760,19970321
2,1540664,19950819
2,1324967,19950819
2,4184928,19950819
3,2830662,19950217
1,2680960,19950217
1,1787770,19950105
2,3167712,19970519
1,1938976,19960418
2,2650720,19960418
1,1261755,19960418
3,2061615,19970907
1,538110,19980409
2,4178410,19980223
2,2287866,19980223
3,1609476,19970906
1,2039616,19970906
2,832377,19940804
1,2274573,19931202
3,3574728,19931219
1,748352,19931219
3,860676,19931219
2,3453289,19931019
2,1188368,19971220
3,437520,19930426
2,2312226,19970830
3,498084,19970830
2,1367680,19950122
3,203197,19950122
2,508104,19950122
3,284490,19950129
3,722508,19940623
3,1051424,19930612
1,2681024,19920913
1,2757565,19980201
3,1717703,19950629
3,621412,19940915
1,1341639,19940718
3,354964,19950409
3,972354,19950409
2,574940,19960728
3,3453427,19940323
1,2071589,19930911
2,1263600,19950724
1,1798188,19950724
1,877303,19950724
3,351948,19970813
3,500571,19950108
1,1217946,19941210
3,2419830,19961123
1,2886158,19920315
1,1109922,19951024
1,367960,19961106
3,2556648,19930109
3,2940456,19921207
3,916538,19921207
1,3504004,19931026
2,1686690,19920511
1,1969952,19920720
1,1492731,19970819
1,732740,19980703
3,2810661,19960406
3,2803548,19960710
3,965763,19930518
1,2228833,19930518
1,2660500,19960203
3,347142,19960624
1,1478428,19960624
1,1442532,19931005
3,2647632,19980417
3,1990380,19980511
3,2410272,19960517
3,163363,19980513
3,2474800,19920621
1,2493915,19951212
1,365568,19951212
1,1499440,19961121
1,971700,19920719
1,1320891,19980519
3,2019568,19950617
1,2622589,19950617
2,1471129,19960224
2,783342,19960224
1,2144519,19940515
1,1612996,19940224
3,2411297,19940224
2,1037029,19940224
1,911682,19970604
1,3269736,19920115
3,1280874,19931129
1,1618722,19931129
2,3399420,19941208
2,1991508,19960711
1,2043120,19960711
1,2466368,19970616
1,3906540,19951108
3,446836,19940422
1,1251230,19950702
1,758372,19970317
3,2046780,19980405
1,4218504,19950917
1,3237058,19980114
1,114916,19930705
1,3048714,19960808
3,608376,19960808
3,113604,19931231
1,2313794,19931231
3,626204,19970328
1,1010136,19970328
2,445923,19960409
1,541722,19970119
1,2172128,19980703
1,2432520,19920818
1,1967658,19970526
1,3183583,19971212
1,442926,19971212
3,452850,19960712
3,1382912,19960712
3,161261,19930329
2,3205260,19970101
3,3195152,19970101
1,1505457,19980221
3,1810850,19960613
3,2551344,19980406
2,3411786,19980406
3,2792267,19950518
3,368469,19920521
1,2735160,19920521
3,2054756,19920504
3,1967548,19950822
2,2365766,19930401
2,3237080,19950223
3,4289063,19950223
2,4425192,19930223
1,2926035,19971107
2,2174778,19930527
1,2640992,19930527
1,2513992,19920810
1,4262811,19920810
3,178874,19960708
1,2303488,19940130
2,2103101,19920706
1,1779048,19920505
1,1639152,19950130
1,3218459,19950130
3,741156,19950429
2,4410912,19960306
1,158463,19960306
1,1653966,19940215
1,887082,19940215
1,344132,19921127
1,3236768,19920707
1,2664420,19950929
2,555243,19940531
2,1466676,19950708
2,1813890,19980404
1,900395,19961023
2,1795872,19961003
1,1561167,19960201
1,1315244,19971004
2,645844,19971004
3,370557,19930910
2,3675480,19960311
3,1068050,19960313
3,1939995,19970418
3,341106,19920628
3,4369678,19960219
1,315909,19960219
3,2246928,19960219
3,704230,19940802
1,187087,19940802
1,373275,19941114
1,2805528,19941114
1,1172408,19950808
1,1105577,19970217
2,945930,19930619
1,2065806,19931016
1,137237,19931016
2,1044070,19970426
3,1849820,19951201
3,2509300,19930913
1,852075,19960312
3,2280176,19940211
1,877825,19980110
3,1835472,19941218
2,3634624,19970313
1,1648712,19970313
3,1842672,19970313
2,1832992,19970512
2,2399265,19970512
1,2255100,19970612
3,3369388,19940402
3,1053064,19950725
1,3389260,19950725
3,634264,19971119
2,1942290,19921002
2,1475088,19970102
2,3357398,19980321
1,1207664,19930706
1,947312,19970419
3,1070199,19970205
2,2464924,19950327
3,3227606,19950327
3,136143,19920129
1,1235366,19951210
3,308728,19920910
1,2532978,19971016
1,1319712,19940611
2,3119840,19980704
2,1651704,19941018
2,293412,19941121
2,871272,19960521
3,1209915,19951013
1,3214564,19951013
1,888056,19970116
3,1182200,19920828
2,3858618,19960924
2,2067300,19960924
1,4158456,19941207
2,1092140,19971115
3,2008830,19980416
1,595782,19980416
1,672018,19940909
3,876870,19960908
3,364754,19960908
1,1896768,19920221
3,892840,19920705
2,4185111,19930221
1,2647440,19970221
3,2532031,19970726
1,2771685,19960407
2,204192,19960407
3,1896345,19940222
2,505428,19950822
2,771976,19980729
1,441640,19980729
2,1246504,19920502
3,2212668,19930517
2,566595,19930517
2,488874,19960327
2,1097217,19970311
