"s_city","d_year","lo_custkey","lo_revenue"
"UNITED ST9",1994,107473,350743
"UNITED ST0",1993,17780,382452
"UNITED ST9",1993,13168,1617720
"UNITED ST0",1997,215435,2549710
"UNITED ST0",1995,92764,6930592
"UNITED ST0",1995,206167,3789999
"UNITED ST0",1996,142529,6899990
"UNITED ST9",1993,214099,4745565
"UNITED ST0",1994,144163,8030350
"UNITED ST9",1995,282457,7058447
"UNITED ST0",1996,5276,4600665
"UNITED ST9",1994,49033,5450011
"UNITED ST9",1996,83113,1712564
"UNITED ST0",1992,55867,4525006
"UNITED ST9",1994,76886,7258623
"UNITED ST0",1995,253907,2344336
"UNITED ST0",1993,69316,3542135
"UNITED ST9",1992,217367,4722742
"UNITED ST9",1993,181838,8250422
"UNITED ST0",1995,159209,933335
"UNITED ST9",1993,83993,9058650
"UNITED ST0",1994,296221,4057632
"UNITED ST9",1994,146071,5538078
"UNITED ST0",1992,268715,4412958
"UNITED ST0",1997,299899,3741534
"UNITED ST0",1992,76696,461258
"UNITED ST9",1992,76696,4054465
"UNITED ST0",1997,235276,100704
"UNITED ST9",1993,62005,4346448
"UNITED ST9",1994,112000,8431434
"UNITED ST9",1993,277771,2676050
"UNITED ST9",1997,152500,791609
"UNITED ST9",1994,267887,3367681
"UNITED ST9",1994,35117,3591355
"UNITED ST9",1992,143699,7433369
"UNITED ST0",1995,237430,1546094
"UNITED ST0",1996,253406,3857899
"UNITED ST9",1994,210031,801011
"UNITED ST9",1993,145933,2856239
"UNITED ST0",1994,105088,1475400
"UNITED ST0",1996,35345,2491587
"UNITED ST9",1993,201133,6850097
"UNITED ST0",1992,296006,1521104
"UNITED ST0",1996,154222,4444500
"UNITED ST9",1993,269275,7124430
"UNITED ST9",1996,89981,346076
"UNITED ST9",1996,132389,4671668
"UNITED ST0",1995,192364,9299450
"UNITED ST9",1992,161920,7632026
"UNITED ST9",1992,56875,189029
"UNITED ST9",1992,56875,2094869
"UNITED ST9",1992,63353,1266505
"UNITED ST9",1993,58331,1212681
"UNITED ST0",1995,203407,2026959
"UNITED ST0",1995,146792,5361128
"UNITED ST9",1997,217148,3058235
"UNITED ST9",1992,119452,3813955
"UNITED ST9",1996,81337,5264746
"UNITED ST9",1995,294142,8506049
"UNITED ST0",1993,289468,3959129
"UNITED ST0",1996,176248,2887113
"UNITED ST0",1994,281701,5714920
"UNITED ST9",1996,29065,843810
"UNITED ST0",1996,197045,1641103
"UNITED ST0",1994,137701,3499404
"UNITED ST0",1993,178609,2275203
"UNITED ST0",1996,96277,2668761
"UNITED ST9",1992,286156,4530573
"UNITED ST0",1997,64691,4613185
"UNITED ST9",1996,72853,307584
"UNITED ST0",1996,130765,1355381
"UNITED ST9",1993,88576,5109912
"UNITED ST9",1997,163837,883020
"UNITED ST9",1997,51496,2997415
"UNITED ST0",1994,272912,158812
"UNITED ST9",1995,226354,2563273
"UNITED ST0",1993,172957,4483145
"UNITED ST0",1995,178223,6037728
"UNITED ST0",1995,92917,5385339
"UNITED ST0",1996,162485,7090845
"UNITED ST9",1992,246268,5161572
"UNITED ST0",1992,66493,1240704
"UNITED ST9",1997,208582,4535679
"UNITED ST9",1996,221350,4708556
"UNITED ST0",1992,90598,4773296
"UNITED ST0",1997,50513,7716243
"UNITED ST9",1993,29282,3586150
"UNITED ST0",1993,1441,7177144
"UNITED ST9",1993,1441,1949051
"UNITED ST0",1993,141130,6829046
"UNITED ST0",1995,222922,131336
"UNITED ST0",1997,196204,3918015
"UNITED ST0",1992,105013,5027101
"UNITED ST9",1997,148528,4167673
"UNITED ST9",1996,247406,3198049
"UNITED ST0",1993,259084,6281752
"UNITED ST0",1996,54628,464908
"UNITED ST0",1997,57103,825666
"UNITED ST0",1994,224249,5250601
"UNITED ST0",1992,239953,1166917
"UNITED ST0",1994,166711,7983471
"UNITED ST9",1995,259840,6220109
"UNITED ST9",1995,24308,720720
"UNITED ST0",1994,163397,3473144
"UNITED ST0",1995,144488,3524839
"UNITED ST0",1992,235525,4166550
"UNITED ST9",1997,112453,554410
"UNITED ST9",1995,16996,3563570
"UNITED ST0",1996,209371,4081944
"UNITED ST0",1993,130918,1359767
"UNITED ST0",1995,203851,6859393
"UNITED ST0",1996,293503,4049749
"UNITED ST0",1995,77069,1951322
"UNITED ST0",1992,83980,5662557
"UNITED ST0",1994,85663,1089698
"UNITED ST0",1993,126428,251339
"UNITED ST9",1997,241123,1370344
"UNITED ST0",1992,223510,5898131
"UNITED ST0",1992,243727,2846764
"UNITED ST0",1995,164941,972395
"UNITED ST0",1994,142372,1780081
"UNITED ST9",1996,14284,216222
"UNITED ST9",1994,210724,2057284
"UNITED ST9",1996,211517,6348901
"UNITED ST0",1996,120968,3995239
"UNITED ST0",1995,21827,4492337
"UNITED ST0",1994,263729,1821911
"UNITED ST0",1994,183361,4373509
"UNITED ST9",1996,251837,2291316
"UNITED ST0",1996,297407,813962
"UNITED ST9",1996,293309,712067
"UNITED ST9",1994,67643,722373
"UNITED ST9",1994,83894,844865
"UNITED ST9",1993,6629,2188221
"UNITED ST9",1992,183973,305915
"UNITED ST9",1997,154358,4642331
"UNITED ST0",1994,209810,221534
"UNITED ST0",1992,137905,1219709
"UNITED ST0",1994,273790,625230
"UNITED ST0",1996,215288,7124832
"UNITED ST9",1992,29443,1277181
"UNITED ST9",1995,86551,3507839
"UNITED ST9",1994,257704,5934519
"UNITED ST0",1994,154871,1158444
"UNITED ST9",1992,19546,4254046
"UNITED ST9",1992,150523,3877867
"UNITED ST9",1995,91993,3327894
"UNITED ST0",1997,281284,4861550
"UNITED ST9",1996,21581,2421092
"UNITED ST0",1993,145334,4587978
"UNITED ST0",1997,32899,6795555
"UNITED ST0",1995,90443,3956583
"UNITED ST9",1992,200443,3099950
"UNITED ST0",1996,18916,3218495
"UNITED ST9",1994,186016,192696
"UNITED ST0",1996,10643,951298
"UNITED ST0",1993,155704,4919208
"UNITED ST0",1992,67732,1304580
"UNITED ST0",1993,197224,7835795
"UNITED ST0",1993,197224,4065696
"UNITED ST0",1994,97813,7283421
"UNITED ST0",1993,277499,2701804
"UNITED ST0",1994,226618,3161644
"UNITED ST9",1994,167513,2536461
"UNITED ST0",1995,296677,843528
"UNITED ST0",1995,124237,4179888
"UNITED ST0",1992,287506,5107266
"UNITED ST0",1994,257654,2341716
"UNITED ST0",1997,56831,4997156
"UNITED ST9",1997,262117,2421214
"UNITED ST0",1992,41504,4234438
"UNITED ST0",1992,41893,2527344
"UNITED ST0",1996,174827,860670
"UNITED ST0",1996,170471,3067225
"UNITED ST9",1995,175438,1969202
"UNITED ST0",1996,16952,4068738
"UNITED ST9",1995,271034,389367
"UNITED ST0",1993,267521,2948621
"UNITED ST0",1996,187514,4306655
"UNITED ST0",1996,226796,533977
"UNITED ST9",1993,128039,226037
"UNITED ST0",1993,250087,4348017
"UNITED ST9",1996,30046,3246606
"UNITED ST9",1993,145969,3357067
"UNITED ST9",1992,174965,1981814
"UNITED ST0",1996,63344,5057652
"UNITED ST9",1993,165931,7482796
"UNITED ST0",1992,68333,2421741
"UNITED ST0",1992,92605,4742121
"UNITED ST0",1996,39274,3038089
"UNITED ST9",1993,222058,322272
"UNITED ST9",1996,190426,2993464
"UNITED ST0",1995,169979,3906729
"UNITED ST0",1997,60086,1842552
"UNITED ST0",1996,260044,2190976
"UNITED ST0",1992,137083,6643468
"UNITED ST9",1995,281210,3437065
"UNITED ST0",1995,114373,6632917
"UNITED ST9",1992,101897,1431525
"UNITED ST9",1997,273436,2036737
"UNITED ST0",1996,124822,4234375
"UNITED ST0",1996,159266,154785
"UNITED ST0",1995,288220,8164152
"UNITED ST0",1992,280120,912379
"UNITED ST0",1996,155215,770438
"UNITED ST0",1995,207569,730314
"UNITED ST0",1996,16994,4509017
"UNITED ST0",1994,284263,7165091
"UNITED ST9",1997,57989,5738472
"UNITED ST0",1995,62045,6956504
"UNITED ST0",1993,56207,122515
"UNITED ST9",1992,122257,3392676
"UNITED ST9",1993,120178,4293622
"UNITED ST0",1997,159122,2273604
"UNITED ST9",1996,283264,4148024
"UNITED ST9",1996,102988,4505881
"UNITED ST9",1992,147547,4627454
"UNITED ST0",1996,285484,1668455
"UNITED ST9",1995,204697,7101297
"UNITED ST9",1994,27505,5128019
"UNITED ST9",1996,266414,588646
"UNITED ST0",1994,172027,98035
"UNITED ST0",1995,188470,1252130
"UNITED ST0",1996,98195,6431449
"UNITED ST9",1993,232273,4047769
"UNITED ST0",1993,189190,850968
"UNITED ST9",1996,257029,1694763
"UNITED ST0",1992,68092,5293301
"UNITED ST0",1993,193000,2277720
"UNITED ST9",1994,163790,4939152
"UNITED ST0",1993,179476,2658700
"UNITED ST0",1996,56822,4389096
"UNITED ST9",1993,64,6721239
"UNITED ST9",1995,213917,2126838
"UNITED ST9",1994,71957,4636027
"UNITED ST0",1996,202066,555236
"UNITED ST9",1996,79643,2998486
"UNITED ST0",1992,140218,5170169
"UNITED ST9",1992,140218,1625397
"UNITED ST9",1995,180677,4592192
"UNITED ST9",1997,42679,4493513
"UNITED ST9",1992,178096,6164666
"UNITED ST0",1992,66013,1385194
"UNITED ST9",1995,128335,7348106
"UNITED ST9",1995,125470,5238276
"UNITED ST9",1997,36989,2316295
"UNITED ST9",1995,225409,8285728
"UNITED ST9",1996,127627,6715012
"UNITED ST9",1994,166160,5161564
"UNITED ST0",1996,205342,6659200
"UNITED ST9",1993,255820,2296297
"UNITED ST0",1995,289774,185753
"UNITED ST0",1992,30884,1409819
"UNITED ST0",1997,263798,1714437
"UNITED ST0",1997,150725,9460630
"UNITED ST9",1992,260389,3901906
"UNITED ST0",1992,219427,4216048
"UNITED ST0",1994,185371,1226093
"UNITED ST9",1997,119038,1186101
"UNITED ST9",1994,289466,2897158
"UNITED ST9",1996,160061,8820640
"UNITED ST0",1996,124687,1750473
"UNITED ST9",1992,235811,3514711
"UNITED ST9",1995,4762,2658278
"UNITED ST0",1994,227152,3800276
"UNITED ST0",1993,228064,6477648
"UNITED ST9",1992,298838,8684152
"UNITED ST0",1993,265507,1790154
"UNITED ST9",1997,103444,151097
"UNITED ST9",1997,169360,93018
"UNITED ST9",1992,276682,6443150
"UNITED ST9",1996,16391,4690168
"UNITED ST0",1993,6899,5040407
"UNITED ST0",1994,16723,592103
"UNITED ST9",1997,247415,1421564
"UNITED ST0",1992,295837,1063191
"UNITED ST9",1994,19598,5662650
"UNITED ST0",1993,161336,4179479
"UNITED ST0",1992,284519,3303473
"UNITED ST0",1993,260395,7061490
"UNITED ST9",1992,34399,1716101
"UNITED ST0",1996,292327,872041
"UNITED ST0",1994,95083,764231
"UNITED ST9",1996,134200,5894498
"UNITED ST9",1993,270059,6437222
"UNITED ST9",1995,85108,2898898
"UNITED ST9",1997,32401,8425296
"UNITED ST0",1997,71495,3722971
"UNITED ST0",1995,59699,2638615
"UNITED ST9",1995,271195,2717470
"UNITED ST0",1996,243874,190529
"UNITED ST0",1995,249754,7059690
"UNITED ST9",1993,287953,2759093
"UNITED ST0",1997,63220,6291568
"UNITED ST0",1997,63220,2723835
"UNITED ST0",1992,208723,3512372
"UNITED ST9",1992,231616,8218554
"UNITED ST0",1997,50254,5070438
"UNITED ST0",1997,226568,954282
"UNITED ST9",1992,17479,2893160
"UNITED ST0",1993,296236,5258358
"UNITED ST9",1993,16555,6297018
"UNITED ST9",1996,209926,2443240
"UNITED ST0",1997,171007,1048608
"UNITED ST9",1993,147548,5230026
"UNITED ST9",1993,143351,3262434
"UNITED ST0",1993,34072,7082002
"UNITED ST0",1994,147752,4682789
"UNITED ST0",1993,41197,4297980
"UNITED ST0",1997,197005,7246082
"UNITED ST9",1992,179674,5134566
"UNITED ST0",1996,50398,1775098
"UNITED ST9",1992,9409,5170160
"UNITED ST0",1993,97868,4386464
"UNITED ST9",1997,279304,5962957
"UNITED ST0",1997,225215,3237087
"UNITED ST0",1993,293725,1686542
"UNITED ST0",1995,158356,3616760
"UNITED ST0",1995,158356,5828471
"UNITED ST0",1996,72832,1870095
"UNITED ST0",1997,87124,1446332
"UNITED ST0",1992,255931,3479079
"UNITED ST0",1996,15199,2332381
"UNITED ST9",1994,122554,293865
"UNITED ST0",1993,236360,2196972
"UNITED ST0",1996,266311,3955933
"UNITED ST0",1997,110644,2370835
"UNITED ST0",1994,94879,4101775
"UNITED ST0",1996,39247,3057982
"UNITED ST0",1996,133211,4007982
"UNITED ST9",1993,139327,2907723
"UNITED ST0",1996,296551,1962494
"UNITED ST0",1992,50767,3075026
"UNITED ST0",1994,75565,7703217
"UNITED ST9",1992,295765,3257560
"UNITED ST9",1996,105637,505811
"UNITED ST0",1993,191407,3169998
"UNITED ST9",1996,72518,2864255
"UNITED ST0",1992,152131,6018755
"UNITED ST0",1996,15871,6319394
"UNITED ST0",1994,112522,3234055
"UNITED ST9",1993,248899,5172948
"UNITED ST0",1996,263995,2507076
"UNITED ST0",1992,106946,2609967
"UNITED ST0",1995,105817,1952359
"UNITED ST9",1994,65680,8946322
"UNITED ST9",1996,157922,4260312
"UNITED ST9",1995,20441,3469225
"UNITED ST0",1996,32575,3871627
"UNITED ST0",1995,282032,4643948
"UNITED ST9",1993,295978,4762433
"UNITED ST0",1992,288022,4503952
"UNITED ST0",1993,23309,1442926
"UNITED ST9",1993,12670,3671470
"UNITED ST9",1994,105409,8107983
"UNITED ST9",1993,9881,2379797
"UNITED ST9",1994,87109,1644384
"UNITED ST9",1995,127411,3997859
"UNITED ST0",1992,19139,6055089
"UNITED ST9",1995,5305,5362156
"UNITED ST9",1992,97195,1807106
"UNITED ST0",1995,35785,4521617
"UNITED ST0",1994,68764,7828057
"UNITED ST9",1995,22202,3762112
"UNITED ST0",1992,266768,1098231
"UNITED ST0",1994,109118,1415819
"UNITED ST0",1996,185110,5053898
"UNITED ST9",1996,116284,5119359
"UNITED ST0",1994,62786,6237784
"UNITED ST0",1994,126877,4658504
"UNITED ST0",1997,288538,2375892
"UNITED ST0",1996,48718,4496074
"UNITED ST9",1993,57298,4027517
"UNITED ST0",1993,20350,3194283
"UNITED ST9",1993,107215,975010
"UNITED ST9",1993,53074,1612167
"UNITED ST0",1995,247508,3983896
"UNITED ST0",1997,115469,3959444
"UNITED ST0",1992,92206,6167658
"UNITED ST0",1995,6221,2710979
"UNITED ST9",1994,201940,1679705
"UNITED ST9",1994,201940,3511488
"UNITED ST9",1993,151487,6829163
"UNITED ST0",1992,296026,6841493
"UNITED ST9",1997,67106,1080783
"UNITED ST9",1996,69982,6046230
"UNITED ST0",1996,218512,228105
"UNITED ST9",1996,86299,2714208
"UNITED ST9",1994,163246,6158770
"UNITED ST0",1995,26591,6418621
"UNITED ST0",1993,113803,4057345
"UNITED ST0",1992,42013,1618348
"UNITED ST0",1992,15367,5527653
"UNITED ST9",1997,83587,3831944
"UNITED ST0",1997,142211,7932912
"UNITED ST0",1994,23468,144414
"UNITED ST0",1997,88918,4797333
"UNITED ST9",1993,227833,2937138
"UNITED ST9",1994,206297,4020091
"UNITED ST9",1995,105040,4900828
"UNITED ST0",1997,95654,2716339
"UNITED ST9",1994,23890,6580674
"UNITED ST9",1992,121291,3052823
"UNITED ST0",1993,199376,4920207
"UNITED ST9",1997,162662,3794029
"UNITED ST0",1996,131656,4379265
"UNITED ST0",1993,177971,592330
"UNITED ST0",1995,75340,1437825
"UNITED ST9",1992,234533,3274231
"UNITED ST0",1995,183362,2097034
"UNITED ST9",1995,150982,683621
"UNITED ST0",1994,57158,3701366
"UNITED ST0",1995,120376,3630112
"UNITED ST9",1995,37757,6440428
"UNITED ST9",1994,65713,3984978
"UNITED ST9",1996,246008,5570937
"UNITED ST9",1995,181399,921058
"UNITED ST9",1996,124825,3891923
"UNITED ST9",1996,210581,2085276
"UNITED ST0",1994,78266,7712394
"UNITED ST9",1995,104149,7171510
"UNITED ST0",1992,222133,1730712
"UNITED ST0",1997,236761,8762609
"UNITED ST0",1996,131197,490279
"UNITED ST0",1996,248437,2241331
"UNITED ST0",1995,118901,1426795
"UNITED ST9",1997,130768,187725
"UNITED ST0",1996,160675,2214492
"UNITED ST0",1993,186826,856936
"UNITED ST0",1995,82339,8246855
"UNITED ST0",1995,28759,2365404
"UNITED ST0",1997,25772,2872914
"UNITED ST0",1997,39022,674287
"UNITED ST0",1992,157573,4171993
"UNITED ST0",1997,124784,1362160
"UNITED ST9",1997,112306,1887536
"UNITED ST0",1994,168589,4856656
"UNITED ST9",1995,148960,2816367
"UNITED ST9",1995,148960,7579817
"UNITED ST0",1996,200941,6372334
"UNITED ST9",1995,182389,968905
"UNITED ST0",1992,260851,3192579
"UNITED ST9",1992,116069,2553302
"UNITED ST0",1993,167371,4843346
"UNITED ST0",1995,20399,2143306
"UNITED ST0",1993,267283,7243956
"UNITED ST9",1993,48568,3131220
"UNITED ST0",1993,48568,6017410
"UNITED ST9",1996,271409,7512300
"UNITED ST0",1992,8053,6771129
"UNITED ST9",1996,49139,3955208
"UNITED ST0",1993,159364,2021581
"UNITED ST9",1997,136444,5080848
"UNITED ST0",1992,91672,4456153
"UNITED ST9",1993,74050,421601
"UNITED ST0",1994,221212,5396430
"UNITED ST0",1992,67952,592471
"UNITED ST9",1996,20497,1402076
"UNITED ST0",1993,105755,402846
"UNITED ST9",1997,137083,2537835
"UNITED ST9",1994,189113,4328189
"UNITED ST9",1993,125984,1204793
"UNITED ST9",1993,72826,1940140
"UNITED ST9",1994,56350,4503111
"UNITED ST0",1994,118441,2776170
"UNITED ST9",1992,12847,762203
"UNITED ST0",1994,290699,2897039
"UNITED ST0",1995,147367,2379664
"UNITED ST0",1994,196453,2990027
"UNITED ST9",1996,40471,5138347
"UNITED ST0",1997,44704,4895800
"UNITED ST9",1992,178975,8509459
"UNITED ST9",1996,61738,5786869
"UNITED ST9",1995,244724,2442367
"UNITED ST9",1993,117097,5369377
"UNITED ST0",1997,166232,558524
"UNITED ST9",1994,210292,3114586
"UNITED ST9",1996,172414,4405921
"UNITED ST9",1992,114848,2101385
"UNITED ST9",1995,222463,2021126
"UNITED ST0",1994,55753,3722657
"UNITED ST0",1997,58654,1520243
"UNITED ST9",1995,106574,3494327
"UNITED ST0",1996,48358,707310
"UNITED ST0",1992,294688,4082722
"UNITED ST0",1997,111653,6295590
"UNITED ST0",1997,32353,7376102
"UNITED ST0",1995,275569,7190278
"UNITED ST0",1995,73097,553009
"UNITED ST9",1994,103688,5963986
"UNITED ST9",1994,279238,2682067
"UNITED ST0",1995,113519,3585391
"UNITED ST0",1996,240082,1467105
"UNITED ST9",1995,5734,520285
"UNITED ST9",1992,25913,1746605
"UNITED ST0",1996,42835,385114
"UNITED ST9",1996,58537,5243274
"UNITED ST0",1995,164204,1924772
"UNITED ST9",1994,229801,5685473
"UNITED ST0",1994,150719,2634871
"UNITED ST0",1996,269848,4040764
"UNITED ST9",1993,206044,3781566
"UNITED ST0",1994,84586,3203000
"UNITED ST0",1994,120142,8131871
"UNITED ST0",1992,194818,4821627
"UNITED ST0",1992,227752,259597
"UNITED ST0",1994,269818,2815268
"UNITED ST0",1996,95971,2248833
"UNITED ST0",1994,238250,1440012
"UNITED ST0",1994,34780,1091503
"UNITED ST9",1997,290912,3849714
"UNITED ST9",1993,139210,1489776
"UNITED ST0",1993,171787,3156001
"UNITED ST9",1997,112762,4605510
"UNITED ST0",1997,152249,2330559
"UNITED ST0",1993,170782,7062831
"UNITED ST9",1994,23702,1144830
"UNITED ST0",1994,208930,3416217
"UNITED ST9",1995,149914,3125861
"UNITED ST0",1996,215281,7299992
"UNITED ST0",1997,10816,168703
"UNITED ST9",1992,185713,1992752
"UNITED ST9",1992,76739,7580318
"UNITED ST0",1992,177712,360054
"UNITED ST9",1993,276868,5973273
"UNITED ST0",1992,290864,3685860
"UNITED ST9",1993,155756,905911
"UNITED ST0",1993,16963,3648665
"UNITED ST0",1992,25753,3902008
"UNITED ST9",1993,32645,7073434
"UNITED ST0",1993,32645,5904239
"UNITED ST9",1993,249023,9868257
"UNITED ST9",1997,276337,8562040
"UNITED ST0",1992,11932,4909096
"UNITED ST9",1994,27274,453273
"UNITED ST9",1994,209891,4083685
"UNITED ST0",1994,152251,8369766
"UNITED ST9",1997,73024,3487969
"UNITED ST0",1992,101503,5081782
"UNITED ST9",1992,273518,1865531
"UNITED ST9",1992,61162,314478
"UNITED ST0",1997,196285,2304837
"UNITED ST9",1996,1471,3102661
"UNITED ST0",1993,157513,3608805
"UNITED ST0",1993,251347,8532967
"UNITED ST9",1994,105449,3858088
"UNITED ST9",1997,70834,378796
"UNITED ST9",1997,43156,4291382
"UNITED ST0",1993,250642,2875272
"UNITED ST9",1996,201914,2588267
"UNITED ST0",1995,7672,880780
"UNITED ST0",1994,175291,3973006
"UNITED ST9",1993,262015,4137134
"UNITED ST0",1995,188461,4368034
"UNITED ST0",1995,280093,6131505
"UNITED ST9",1993,127432,5938374
"UNITED ST9",1993,110614,3116871
"UNITED ST9",1997,153956,6992637
"UNITED ST9",1993,131005,2062421
"UNITED ST9",1996,179962,7318243
"UNITED ST9",1997,72925,5595904
"UNITED ST0",1994,35338,1956200
"UNITED ST0",1995,66511,3853824
"UNITED ST9",1994,292079,8341833
"UNITED ST0",1995,187057,6700494
"UNITED ST0",1997,42988,1609774
"UNITED ST0",1995,202453,5734846
"UNITED ST0",1996,227566,1181289
"UNITED ST9",1992,32327,3220538
"UNITED ST0",1997,79610,1792909
"UNITED ST9",1993,203108,810819
"UNITED ST0",1993,132389,8415918
"UNITED ST9",1992,113732,5769538
"UNITED ST9",1996,260350,2579933
"UNITED ST0",1997,179845,1917993
"UNITED ST9",1996,49696,5934300
"UNITED ST9",1994,35015,1679117
"UNITED ST9",1992,235204,5174997
"UNITED ST0",1997,187042,4485685
"UNITED ST0",1996,88232,1103460
"UNITED ST9",1992,125747,2589222
"UNITED ST9",1996,212281,1252570
"UNITED ST0",1996,212281,1972945
"UNITED ST0",1992,226159,7625513
"UNITED ST0",1993,16852,1419090
"UNITED ST0",1995,148184,2372402
"UNITED ST9",1992,253213,1278155
"UNITED ST9",1992,286912,3060764
"UNITED ST0",1992,36916,1155543
"UNITED ST9",1992,36916,7516017
"UNITED ST0",1996,216730,4780800
"UNITED ST9",1992,188902,5788398
"UNITED ST9",1993,162416,1791157
"UNITED ST0",1992,261803,1343952
"UNITED ST0",1992,127066,3861201
"UNITED ST9",1997,168490,9853655
"UNITED ST9",1997,257983,5809279
"UNITED ST9",1996,183560,8482341
"UNITED ST0",1992,144122,5733089
"UNITED ST9",1996,227081,2554519
"UNITED ST9",1993,203474,6031723
"UNITED ST9",1997,145097,2540421
"UNITED ST0",1996,145849,5033577
"UNITED ST0",1997,289037,598486
"UNITED ST9",1994,199135,7430148
"UNITED ST0",1993,238930,3225868
"UNITED ST0",1996,255830,2288812
"UNITED ST9",1995,239185,6849928
"UNITED ST0",1993,70528,3567331
"UNITED ST0",1993,36575,382593
"UNITED ST9",1993,76195,7553639
"UNITED ST0",1992,59125,4057268
"UNITED ST0",1993,209956,398225
"UNITED ST9",1992,60448,1673337
"UNITED ST0",1997,171571,4999102
"UNITED ST9",1996,34457,440098
"UNITED ST0",1993,149179,3336494
"UNITED ST9",1995,26783,406388
"UNITED ST9",1997,33829,133996
"UNITED ST0",1992,7774,6477503
"UNITED ST9",1996,22153,5652453
"UNITED ST0",1994,211420,2376946
"UNITED ST9",1995,287666,4622306
"UNITED ST0",1994,249979,8002640
"UNITED ST0",1995,44201,5678078
"UNITED ST0",1995,219838,3546051
"UNITED ST0",1994,299167,2155276
"UNITED ST0",1995,56951,4596671
"UNITED ST9",1993,84091,171178
"UNITED ST9",1993,90656,3746002
"UNITED ST0",1997,210281,2945950
"UNITED ST9",1992,134047,6943046
"UNITED ST9",1992,278213,6681702
"UNITED ST0",1997,57430,3251811
"UNITED ST0",1996,152728,3828297
"UNITED ST0",1993,61970,109281
"UNITED ST9",1997,210448,3639383
"UNITED ST0",1997,257224,6037000
"UNITED ST0",1992,114256,3775506
"UNITED ST0",1994,270065,354118
"UNITED ST0",1992,52132,937875
"UNITED ST0",1997,245771,5609621
"UNITED ST9",1994,63766,8181345
"UNITED ST9",1997,274987,4362430
"UNITED ST0",1993,271346,1784280
"UNITED ST0",1996,115403,4378471
"UNITED ST9",1997,27317,2086286
"UNITED ST9",1993,111919,1792188
"UNITED ST9",1996,295469,4804540
"UNITED ST9",1992,143431,8287366
"UNITED ST0",1993,58939,6809998
"UNITED ST9",1992,282614,1171022
"UNITED ST0",1993,173912,328295
"UNITED ST0",1996,127466,7392385
"UNITED ST0",1995,34936,9258765
"UNITED ST0",1993,210479,110201
"UNITED ST9",1997,208207,5512060
"UNITED ST0",1992,168248,3841461
"UNITED ST0",1994,231193,5900207
"UNITED ST9",1995,86321,9113112
"UNITED ST9",1993,153395,286172
"UNITED ST0",1994,147841,2250740
"UNITED ST9",1994,147841,7827303
"UNITED ST0",1993,261592,840574
"UNITED ST9",1993,203311,4966351
"UNITED ST9",1994,110002,3511347
"UNITED ST0",1993,202841,1133570
"UNITED ST9",1992,47371,1487926
"UNITED ST0",1993,284512,1038834
"UNITED ST9",1997,88666,5274888
"UNITED ST9",1996,82969,6114706
"UNITED ST0",1995,273118,4994803
"UNITED ST0",1992,224464,2549263
