"d_year","lo_partkey","lo_revenue"
1994,222441,4409332
1994,562850,3481350
1998,487315,2969221
1994,341032,2467946
1994,244218,780998
1994,197190,2873008
1994,358926,3771329
1995,330397,2353749
1996,38531,802363
1998,383671,666770
1996,497454,862149
1998,124068,3423608
1996,465979,1447042
1993,83550,6693945
1993,394272,4235406
1992,105075,3742442
1992,179045,3619408
1995,60346,760289
1993,188907,790376
1993,413055,810241
1993,492201,4660561
1994,273821,2641960
1997,403450,3941188
1993,443324,4179555
1996,141408,1333448
1997,442243,220450
1995,259116,4470265
1995,158843,7226992
1995,558480,5169225
1997,110972,3969905
1993,23304,4290640
1997,66255,5625077
1997,177729,1463443
1996,448457,801095
1993,200799,6459164
1995,240873,8013633
1995,140685,6752585
1992,450391,1593547
1996,566599,4243872
1996,466570,6422779
1992,142294,1309564
1992,461155,5190004
1992,121440,4302479
1994,101102,1204585
1996,593999,5705436
1996,498986,5597587
1994,41757,4173828
1994,61963,179021
1997,107930,1410813
1998,17278,1123553
1993,54250,116812
1993,78278,4673324
1996,211198,2595481
1996,132651,6660519
1997,595267,2561011
1997,233515,1112448
1997,72491,1100544
1997,351147,682934
1998,495526,4381920
1998,226368,2676715
1997,539457,6733935
1994,340749,841173
1996,23387,2205369
1994,549831,7325754
1996,271378,5759068
1998,239692,1820954
1996,467108,4099280
1996,574031,2297315
1998,500140,1128718
1997,299714,8225760
1996,401266,4937425
1992,120353,2175386
1997,512683,4212019
1994,497280,4088509
1993,390465,4876335
1997,484252,341199
1993,436970,7398966
1993,174360,2292107
1995,84088,1575957
1995,319397,3022554
1996,532698,7403806
1998,288132,3474612
1998,28401,249927
1995,501164,335560
1995,243678,648664
1996,268544,2722554
1996,129087,4367221
1996,361196,4461731
1997,485209,810848
1997,304161,3074830
1998,498863,2345918
1996,146413,1751292
1996,230678,3074149
1996,393354,5499892
1996,297856,6970438
1992,81575,2809608
1992,409450,1835230
1992,351894,4195317
1995,277262,1840286
1995,371921,9466322
1995,432199,4944344
1992,246238,1237509
1992,509090,404457
1998,579212,3470718
1998,269348,1211943
1998,482011,3717754
1992,467643,1758797
1992,569875,2771411
1992,74929,4455172
1992,522993,7660686
1993,145035,2741116
1993,355869,5668683
1995,565143,2899488
1995,262731,4149614
1995,456130,1754067
1995,565148,1200988
1993,222262,3487616
1998,159963,4094471
1998,496081,2688341
1998,133042,4351761
1997,210173,97484
1992,317024,4544008
1994,93277,508108
1994,342433,268526
1993,168725,4941698
1995,26003,819378
1995,215845,7923735
1995,266921,5384319
1995,182704,8754830
1997,45164,2173953
1997,191637,6997494
1998,66867,4386593
1993,190842,2336803
1993,422592,1690260
1993,555279,6137550
1992,270735,5611818
1992,565573,4158639
1998,139513,5933693
1993,318078,2722613
1993,525523,743280
1998,566959,2406804
1996,110803,7422069
1996,449388,1604832
1996,150572,1573892
1996,215409,5909428
1994,96232,601832
1997,554911,4431116
1996,489428,1065884
1994,119639,6408946
1998,479631,6302316
1993,296627,5676140
1997,385865,4869321
1997,310284,4566184
1998,206020,2333545
1998,455237,1108755
1997,58283,5958144
1997,319483,6496680
1997,196436,4793441
1998,530733,5762040
1995,40335,4625621
1995,506353,6198544
1994,30078,3187517
1994,63777,3561615
1998,158679,639462
1997,595267,1830850
1993,573979,1609512
1993,456324,3104727
1993,457380,2639948
1992,69835,4364078
1992,495376,1064167
1992,569706,5220499
1992,233065,1313433
1994,199866,1144130
1996,329254,1219078
1996,298067,1246108
1992,231012,2718669
1996,459878,3719808
1996,72771,7941128
1993,181002,758100
1997,577216,5956433
1993,167275,4381169
1996,476626,5751731
1995,543836,6184574
1995,439203,3540758
1995,196504,5684976
1994,387271,2999038
1992,396989,5162775
1992,222677,6427433
1995,310282,3454237
1992,486590,1434678
1992,133036,4714422
1992,180980,1356124
1995,554030,1411381
1995,515803,1880618
1995,296007,2545588
1995,431722,4651858
1992,288851,2732162
1996,206343,1749062
1993,509743,7287809
1994,389598,6757070
1998,12332,1463332
1997,302362,3143462
1997,62966,1145802
1993,329126,679204
1993,214489,544546
1997,104563,2478312
1992,172114,1200343
1993,533129,3807039
1997,467055,3041561
1993,360483,1852164
1998,432294,3862750
1998,161296,3371508
1995,147494,5751299
1996,349513,1650000
1996,249260,1958985
1996,97800,1799597
1992,421035,3217929
1992,580075,3921394
1995,59243,1598979
1995,437642,1050447
1995,364738,4218364
1992,49042,2787795
1993,340979,3308694
1993,557879,7127608
1998,119614,3293357
1998,22790,3254301
1998,328377,5152049
1996,377477,858061
1996,311503,2497394
1996,417336,4211121
1996,153927,7654274
1992,172439,550160
1994,261561,1044469
1994,228574,2794761
1994,434968,6234031
1998,176731,4707328
1994,356685,348334
1998,241520,5129900
1998,221401,4271319
1998,49011,960970
1998,237029,556421
1993,360459,5392492
1994,271549,4896106
1994,316666,4038360
1994,194767,4155448
1997,144381,5416444
1997,434962,5258317
1995,222340,3287107
1995,40385,3862157
1996,345280,3574253
1996,139643,6584170
1994,237645,4144907
1994,488586,2720839
1995,559838,1518248
1995,586480,3991340
1998,21487,507052
1998,521324,5009897
1992,545914,8149222
1995,35662,5828263
1994,353470,6727599
1998,69505,1001185
1998,494598,6368687
1992,90623,3004560
1993,305024,698697
1993,311971,7424202
1992,128998,1885100
1992,4264,3184676
1992,138396,1721268
1997,560007,480141
1997,422207,4403802
1993,61011,2830493
1992,247729,8215879
1992,319302,1981935
1992,104519,3400474
1998,35815,3186474
1998,125402,5709600
1996,203178,2270436
1995,88813,1081086
1995,420767,7139140
1995,123251,2395590
1994,412629,6937200
1995,10043,1400968
1995,408284,3186910
1995,71585,6506504
1994,482110,4219835
1993,140169,1236970
1993,364323,4644713
1992,74091,4801425
1995,331451,1267486
1995,226347,5623025
1994,33890,7961279
1997,333048,2156654
1994,345041,4344120
1996,117982,1455985
1995,381354,2557775
1992,359107,4780969
1992,389494,4761524
1992,363278,2591314
1992,481409,129305
1994,34890,729956
1994,239713,4963058
1994,435539,3686275
1995,25054,2423148
1994,209597,7080926
1994,71185,693708
1998,295567,4062630
1998,85065,2493892
1995,406121,1756341
1995,61151,940878
1992,521307,1195452
1992,473560,3987204
1992,285107,2653778
1997,211529,1505332
1994,324029,4504776
1994,348931,3563856
1994,546350,4198764
1997,203977,1625149
1996,282396,2592732
1996,217545,4965289
1995,570607,4556307
1995,388956,5582686
1995,68223,3931026
1997,130089,2705935
1995,69936,1132122
1995,195791,5673577
1993,561096,578535
1993,127182,4926199
1993,335813,1972669
1997,396187,3069342
1997,504414,825502
1997,276288,4083592
1997,183774,6372151
1995,174787,169421
1995,32237,4938827
1992,153759,5113767
1992,52454,1406450
1992,289634,3019933
1992,76646,7009804
1997,149378,822165
1998,24044,464659
1996,321109,219237
1996,67266,5505272
1995,140546,4140869
1998,233092,1305951
1993,118415,791242
1997,585145,5904576
1994,393769,8047080
1994,62942,4952844
1994,64232,5392604
1998,523422,920719
1997,82009,4414905
1994,251737,2918108
1992,580445,3255246
1995,291925,4364804
1995,100398,5968328
1995,173067,1241525
1995,543969,3784327
1998,271264,2954718
1996,326291,5749927
1996,569697,7716814
1996,572576,6976663
1994,82028,3099751
1992,98140,3863985
1998,31820,1529338
1992,595233,1976376
1996,326081,4058518
1996,364265,5395425
1997,230366,3629780
1998,177296,6392664
1992,470708,1678680
1992,154967,6276163
1992,126300,1830294
1992,512438,5312851
1994,152298,2637116
1992,253924,7913512
1992,307972,6260633
1996,258731,4967776
1996,56436,392665
1996,511405,3059380
1996,393424,3748002
1996,260842,7625970
1993,97832,1952428
1993,250699,1860839
1993,221246,1316635
1993,272764,1632545
1994,90623,2100933
1997,57545,6082281
1998,347968,6249445
1993,491149,4866032
1997,356368,1256276
1994,265554,1935893
1996,72201,3789436
1993,299855,7196779
1996,321216,3088051
1996,499290,2965321
1992,420277,3965292
1993,144806,5045280
1993,519783,4744864
1993,504078,4177795
1993,581306,6242760
1998,462480,3046475
1996,40875,7190845
1996,580742,6251929
1996,321829,5393260
1993,127515,1985210
1992,460624,2329362
1996,311216,3976128
1995,460523,2113987
1993,552010,2060260
1993,426019,3061767
1993,298042,946427
1993,33256,2968368
1995,561754,2876116
1997,178035,2406370
1997,208037,3969084
1997,274005,264327
1995,233413,1898424
1994,435920,2910051
1995,116015,1880562
1995,163502,1722050
1995,563651,2777700
1992,468981,3630825
1992,212299,3074228
1994,287779,6275531
1994,234070,3798358
1994,408400,5513513
1992,334783,3108386
1994,370649,4900945
1995,98935,9190035
1995,548552,3889287
1994,442730,1947034
1994,358552,5839818
1994,377387,4100236
1992,141597,3580319
1992,219233,4839324
1992,45488,5865800
1996,453434,3884748
1993,510327,6222456
1993,503548,3993612
1993,119795,7241012
1993,391049,2650569
1997,101098,4025966
1997,552550,6628064
1996,288635,5586876
1993,187936,5464611
1994,215182,5107326
1995,96167,2952100
1992,235024,172621
1992,507208,699943
1992,440974,2464540
1992,583751,5871136
1992,500199,2255638
1992,551851,1061779
1993,323949,3338197
1994,268796,7962687
1994,384662,2357977
1992,307757,8047214
1997,186141,5301244
1997,67856,3007528
1995,447202,1923727
1995,435489,917352
1995,463458,255857
1993,52451,1187318
1996,217658,7260549
1996,152766,7664254
1995,394108,3389893
1997,504228,1434280
1997,143658,1279640
1995,541685,5525312
1992,486266,4473001
1994,454632,4264807
1997,158258,3588097
1997,73706,5878950
1997,361141,3842007
1993,348030,4110490
1993,319161,915796
1993,287636,616975
1993,404395,4493221
1992,279896,1286853
1997,324101,2362689
1997,190818,2720054
1993,79554,291374
1993,479195,3336991
1996,32367,1587817
1996,382142,3635666
1994,201417,646016
1995,388886,8902713
1993,232572,2121429
1993,428653,4657900
1993,164072,1590498
1993,554106,5336368
1993,146640,3794940
1993,507250,2011568
1993,537698,3033951
1993,484321,5952168
1993,210985,360234
1995,344401,5850938
1992,597183,5776081
1995,494155,206843
1994,474623,7508720
1994,532849,7849071
1994,567166,1220808
1992,523210,3947441
1994,421666,4577166
1994,523473,6539486
1993,249555,1489494
1993,267125,3354961
1993,356726,6797473
1997,17063,3645823
1995,550266,4671335
1997,329325,3380357
1997,518020,3121266
1992,471389,2558837
1998,375351,2075324
1993,303827,6459097
1993,264070,3173530
1996,472105,4239386
1996,164770,3583305
1994,127724,6695073
1994,454375,4596892
1993,454189,3331168
1994,333443,3038492
1996,275289,1901462
1996,175605,781479
1997,31741,451639
1997,227389,1250551
1992,342431,4022436
1994,397458,286200
1996,528642,7608003
1998,203127,2011804
1994,539661,4744785
1992,277702,6631416
1992,521239,4669078
1997,392765,3923568
1997,9279,3060983
1997,550127,1294810
1994,573492,4164150
1992,383914,7392230
1992,412887,7257035
1996,43124,211289
1995,257731,5238409
1997,459343,4849839
1993,279874,6114030
1993,435168,2095966
1993,463010,4378455
1993,150920,5321484
1993,309994,182362
1996,491218,1932285
1992,362346,4781280
1992,232819,686705
1998,302146,3993196
1997,328080,4017861
1993,451782,157772
1996,234013,178036
1995,310829,7285647
1993,315020,1977904
1993,125351,2254461
1996,179501,3944928
1994,241796,1119130
1996,470226,1952198
1996,476512,6064108
1994,419913,4490580
1994,347942,2563029
1997,204763,1365887
1997,449486,4734147
1998,284393,4676205
1995,44996,5590051
1995,233868,2594664
1998,510442,6689846
1992,360384,2443874
1996,46103,4240462
1997,217720,4716604
1993,9221,4939061
1992,90698,621437
1992,552194,3783372
1995,12237,919384
1994,585637,5271186
1997,589468,5952535
1997,47706,3565377
1997,408010,1878207
1997,23219,4625950
1997,231539,3529248
1994,439350,4556492
1996,236909,5168492
1993,374759,5860633
1994,568320,4306506
1993,358257,3351231
1993,408171,2302906
1997,576278,663582
1992,461687,2057527
1994,402169,1364632
1994,551370,405084
1998,36021,3222286
1996,54324,1518644
1995,441547,1938053
1995,63413,258765
1996,168807,2588604
1996,536354,6142477
1992,453400,121804
1994,482142,2725991
1994,511915,1595464
1994,409323,4980956
1997,124111,1307646
1997,565568,4253738
1993,421069,2716669
1992,135674,4356239
1993,206588,1389950
1997,512553,281795
1993,283967,5267565
1993,216646,3334652
1994,518067,394954
1994,34356,367749
1998,85560,4033911
1998,416864,8286248
1998,315492,554752
1995,270385,243966
1993,38119,4101586
1996,447163,3896591
1998,409533,137038
1998,413098,4185829
1998,330035,1011769
1997,519374,6286795
1995,173531,802265
1995,528247,4555085
1995,500045,3207166
1997,399797,2243890
1992,75969,3465918
1992,370336,4351154
1994,567794,1016526
1996,550611,2367765
1996,313271,739733
1992,263753,333047
1996,76300,5513616
1997,28436,372489
1997,26323,5746872
1997,326835,2027521
1994,148171,2956487
1994,296254,4418348
1994,521034,3882436
1996,109898,2833216
1992,559082,1697897
1995,367618,3681350
1994,559930,7561658
1992,266481,5210892
1992,96630,6441454
1997,356670,4351183
1992,31945,7320066
1996,141168,3637153
1996,202967,6782308
1998,376334,1650074
1998,435922,836055
1996,218745,2119592
1996,431203,3368514
1996,418990,2806185
1994,55510,4633942
1994,531028,2541600
1997,283463,532293
1995,196367,1251172
1998,261168,1142699
1992,225341,2381966
1994,346372,933280
1994,273245,1871201
1998,100273,236828
1992,479164,105168
1993,429173,3729675
1993,214840,7505407
1992,94891,7762323
1996,324047,1656883
1997,39294,4273349
1997,432042,3019462
1993,204164,4511865
1993,570684,7334478
1994,157734,3192862
1994,221937,4517175
1994,467230,2133428
1992,398631,6842376
1992,534666,2938705
1992,520551,6361553
1992,460463,3921577
1997,250376,2339699
1995,477333,2712341
1997,106694,1989807
1997,233299,1158343
1992,18818,7489124
1994,494470,4085815
1994,547017,1010790
1994,88957,5530389
1992,486224,2113009
1993,226618,1989444
1994,393333,4112080
1994,142179,1914794
1994,390092,2695142
1994,337293,6052774
1995,593626,4429689
1995,525778,8311680
1998,435642,765145
1998,27029,3059264
1994,41590,6432678
1994,485119,3607062
1994,153805,1672920
1997,177960,2995801
1997,571313,3779111
1997,411839,4671161
1996,174661,5935957
1998,134795,5736391
1998,312575,6032728
1995,7790,6451602
1993,10488,3690588
1992,303528,5586948
1998,281979,7302615
1994,241044,3137320
1997,306917,9050025
1997,530856,7290711
1995,569029,2044476
1995,266631,6983197
1995,466116,4303471
1992,465308,3907696
1997,472982,1258994
1996,531941,5137483
1997,272322,4672459
1997,114784,2849267
1998,562013,1397487
1996,469947,7284296
1996,245514,1300414
1996,148433,740715
1996,47852,5188967
1992,505194,5241572
1995,363420,6823686
1995,477577,7084084
1998,163673,5329840
1995,212344,5540415
1997,246263,2902200
1997,6718,3587359
1997,239037,4591198
1995,171893,6533259
1992,578076,2017279
1996,114587,3107065
1996,344976,9209514
1992,179733,179460
1994,375042,1233201
1994,463459,1587431
1998,213125,4204345
1993,35261,5502796
1994,90817,701430
1998,566616,2909198
1994,90642,6377091
1994,11762,2226100
1993,183909,8878369
1993,353370,811315
1993,82458,6564130
1998,282762,6029856
1998,379308,252486
1995,494228,2540953
1995,88044,1634751
1995,154032,3725082
1995,107605,3115543
1995,115985,2717330
1997,257567,2744190
1992,123684,3415360
1995,18647,4415104
1998,409472,5144519
1998,226946,348364
1993,501331,2546044
1993,54507,6525597
1992,59560,4098253
1996,193395,410795
1997,187629,3316509
1992,178457,6043531
1997,80037,1372990
1997,577041,4012573
1997,522325,2091009
1996,551909,6706209
1996,326986,6703190
1996,246895,4357888
1996,33399,4781947
1996,33820,673466
1993,511941,7083240
1993,176372,1561342
1993,471192,2256549
1995,18616,5714887
1996,466375,2862440
1997,502288,3959807
1997,546582,4045343
1997,417305,474244
1997,558982,7880146
1997,310701,5093989
1997,78280,1358942
1997,447546,5304983
1997,487180,2913231
1997,429590,1519570
1997,313243,835392
1994,203673,2752848
1997,358528,5693984
1997,572827,2978886
1998,176735,2637878
1995,556335,6277590
1996,451994,4475731
1993,15264,3990615
1992,95014,3856436
1992,393552,3330572
1992,423323,4082878
1996,240030,2070022
1996,374922,3993820
1996,109817,5085839
1996,77796,8003340
1995,271908,4652727
1995,352511,6688653
1997,494479,6998887
1992,180618,5659768
1993,349206,843487
1996,269988,8552412
1996,275804,5351828
1996,279292,1144152
1995,449009,2615285
1993,307533,4778693
1996,18112,1545165
1996,207441,392393
1996,585246,4472899
1998,202667,1695222
1996,292665,820536
1996,84832,7914111
1996,147136,4450935
1997,516792,347283
1997,149842,7548441
1997,181488,1553785
1992,467716,6419909
1992,260457,532957
1995,217048,1346216
1996,292284,3377010
1996,213264,758149
1994,160088,4959705
1994,187704,5443184
1994,351883,2941002
1992,31137,1907680
1992,117907,1697761
1995,317071,761642
1996,86447,5143182
1996,302949,7536401
1997,46165,4355747
1993,407502,140948
1995,366476,4733809
1995,348106,2972935
1993,70078,4821122
1996,23664,4978901
1998,160362,1941521
1998,148960,3435321
1998,363725,1928229
1995,395012,1992600
1995,303075,97025
1998,586338,3576442
1998,174378,7045446
1998,364029,1178264
1994,264816,3878582
1992,573721,5061054
1992,475979,7663404
1995,112383,5162906
1993,5849,2983228
1993,592445,1606603
1995,465584,153406
1993,264545,1171395
1993,197402,6024589
1993,356657,7163015
1996,332129,4584062
1993,441807,650546
1993,436800,2695482
1992,89123,4297231
1995,525463,3750868
1994,268300,5707305
1997,419383,5631404
1997,355248,5082597
1998,477604,1227306
1998,286866,5391793
1997,84591,5628007
1993,436378,4545022
1997,491299,3003748
1997,48329,2725800
1995,4975,1964568
1997,186552,3568761
1992,46214,5452987
1997,380358,956496
1992,18041,4464331
1998,92644,2643173
1995,95517,278301
1993,295533,7031192
1993,210656,3684737
1994,569536,2803220
1997,421753,3898771
1998,5462,2078539
1996,137828,537356
1992,329122,5014235
1993,372838,8529900
1998,171367,3745489
1998,148652,959166
1993,584342,4012238
1993,222170,207510
1993,213960,742084
1992,361146,3177166
1992,178278,2098149
1992,307482,3244065
1994,11407,5814144
1993,69612,582032
1993,371974,8005841
1996,178622,1700620
1993,489781,6215367
1992,465227,5126460
1992,459929,1994678
1997,398560,4833014
1998,211325,1819848
1996,270597,3009753
1995,136998,555552
1993,246564,5836765
1993,399581,157973
1993,502715,7265828
1998,283909,5515881
1992,126902,2673455
1995,520813,7292982
1995,326314,5093140
1994,498252,1840338
1994,519382,6376188
1993,205986,1651689
1992,515403,2740310
1992,165694,5828093
1992,445938,7492310
1994,310821,2901587
1994,360085,4046677
1994,280052,4272645
1993,65345,4107915
1995,501296,4278396
1995,73239,1875319
1992,74272,4636124
1995,458348,3401657
1992,461937,6247413
1994,471618,5493623
1994,381061,420274
1998,535118,2970359
1998,10409,1595154
1994,575863,3867985
1995,21384,1644778
1998,352721,7492151
1997,46877,7076615
1997,61241,1256340
1997,265731,6785183
1997,324534,4363856
1997,445373,1982798
1997,382386,3524088
1997,150462,5767009
1994,20413,5760331
1997,196945,7618478
1997,448772,782941
1993,484081,4217637
1993,67127,3702502
1997,586139,668910
1995,374048,1508008
1994,189066,429682
1993,114318,1818603
1992,506538,695029
1992,23560,145388
1995,498742,8355456
1995,351463,2589709
1995,23737,6576490
1995,535362,6234931
1993,303903,3604022
1996,300151,1202941
1992,343648,334942
1992,84425,655380
1996,574988,9211116
1996,209218,811584
1993,289272,247206
1993,50062,396727
1993,234114,711659
1992,356585,935694
1992,575725,6952502
1994,72893,554169
1994,281550,3997319
1996,325975,1782855
1992,134798,1796134
1998,304314,895125
1998,205253,2189073
1996,77459,7110427
1994,165891,3457824
1996,273416,2934412
1996,326253,1393092
1998,481540,885524
1998,34731,5976639
1997,159633,7701466
1994,432531,3231430
1994,52129,3317957
1994,161105,4302909
1993,18418,5653014
1995,457343,2246952
1994,33482,1711315
1996,22528,2391907
1994,68882,6024614
1994,399756,3837670
1996,191003,4181268
1997,93068,2170928
1994,561466,6586321
1994,13160,2270806
1995,494769,4691548
1996,203284,4392899
1993,352698,2976156
1993,568492,1816387
1995,81323,5810745
1995,439485,3589639
1994,485755,6754032
1995,528904,1778249
1995,283962,6585094
1995,143096,4353601
1996,274914,355113
1997,595154,5001516
1995,104157,971882
1996,353256,3682892
1993,491988,7900040
1993,183429,6468620
1993,521563,1326259
1995,348614,149634
1995,510665,7717997
1995,32998,7472931
1995,512852,5706379
1995,501453,2447805
1996,506086,1362890
1995,93756,6649050
1995,50606,3436972
1995,191296,2556775
1995,310248,123306
1995,414120,2708307
1995,68673,4033583
1995,397961,7084846
1992,203894,323618
1994,137504,3551616
1992,202218,3042463
1995,87802,3364824
1996,375685,3524861
1994,68723,1245105
1996,414438,2190904
1996,457055,4463052
1996,518259,2702618
1997,596210,5344929
1997,403558,403382
1992,113827,7613631
1992,412883,2666852
1993,148435,6484072
1992,319123,986783
1992,92328,5122841
1996,6251,5216883
1996,47055,3617400
1996,42327,1777048
1996,377540,3882072
1997,90587,5679288
1993,550870,8396035
1992,426173,1582776
1992,487529,4458510
1992,499395,2649303
1992,517277,4142894
1992,188792,3165369
1992,222708,5273651
1996,17988,6312605
1993,586874,2258899
1993,175136,4301933
1993,347702,1697199
1992,468571,6620065
1992,418466,1074325
1992,29431,6266140
1998,310616,6883771
1993,507786,2023361
1993,136752,7485918
1993,385564,2533708
1993,357613,6548752
1993,393095,3421670
1993,141396,6149154
1993,392876,4071602
1998,576708,5421857
1994,287770,8700912
1994,552332,4814630
1992,35784,5262526
1992,214984,6048219
1997,399620,938907
1997,10276,1423524
1997,493323,4774220
1995,109944,6178358
1994,105113,657448
1995,66629,1723269
1995,227523,2590610
1997,581599,764659
1997,329201,1372892
1997,279463,7212250
1996,13070,1027308
1995,213300,4426081
1995,149710,3843206
1997,514024,1729308
1997,538820,1249113
1995,315739,4079724
1996,244765,5035213
1996,405899,4158420
1996,535505,762537
1995,498236,5510747
1995,240925,2104746
1995,412615,3551646
1997,151037,2176060
1992,210290,4353415
1997,389784,2181068
1997,410159,2163919
1995,33848,4231870
1996,179558,4974876
1996,484387,3724613
1995,118166,4206136
1992,238826,524148
1993,285220,4102534
1997,452207,1265824
1997,33001,3561342
1997,153332,2715246
1997,566474,896541
1997,518164,1936345
1996,534766,3144092
1997,295386,621616
1992,272304,2297322
1995,521330,754030
1995,588858,8410305
1995,528796,5200594
1995,158327,3463300
1995,546159,119307
1998,282428,3770025
1997,219362,2502476
1997,9697,779244
1996,544332,5505240
1996,373883,1655512
1992,246594,147895
1994,32172,1927880
1994,62091,3003412
1996,454823,7093422
1995,343079,754024
1995,113679,1980423
1992,147039,2554342
1997,415970,377190
1997,225891,7358364
1997,597048,3686964
1997,288558,2505394
1997,375568,3140824
1994,163612,3853903
1992,71811,5803046
1995,477027,4618400
1995,346094,3498905
1994,286300,3385515
1993,171290,2105915
1994,400636,456373
1995,189034,1161213
1995,83467,4619715
1995,13090,1751395
1994,33043,3123328
1993,87471,2887770
1993,316099,307762
1998,107075,1991008
1992,24029,1698281
1996,386775,4840576
1996,570362,6445530
1998,287923,5560748
1993,522978,558265
1994,580535,3567046
1993,415488,2917793
1993,296092,206735
1995,273507,2960980
1995,282474,3180908
1995,587031,2761484
1996,133833,5794640
1996,519662,4389080
1996,343297,3345338
1996,345346,5046353
1993,472868,8482590
1993,506806,1055037
1996,102122,333863
1996,314597,3787213
1997,74775,2547665
1998,392642,8159699
1998,328563,7642623
1994,83625,3625829
1994,268756,3513295
1994,166560,5032576
1993,583637,4294642
1993,140571,6497850
1993,245358,247634
1996,160037,645053
1995,378865,7697646
1996,255959,8014023
1992,215736,7680498
1997,53571,5488452
1994,371434,6006625
1997,230052,2405998
1994,144225,350304
1994,160594,4378045
1997,289822,2333611
1997,229317,4763358
1995,332829,3973102
1995,273981,4316573
1997,61424,2418943
1997,23589,3081125
1997,205772,1434484
1994,278011,2468544
1996,55015,3666637
1998,16384,4851717
1996,544866,8352281
1996,321371,4385934
1993,412898,6845088
1998,240880,6373045
1993,576979,5425652
1995,24914,7723422
1994,28472,2520846
1994,391981,3383087
1995,482060,1300465
1996,126283,3393653
1996,237178,5297010
1993,21086,4123992
1994,555900,3238937
1992,164514,5205925
