"d_year","lo_partkey","lo_revenue"
1993,271328,2829897
1992,424584,6939376
1992,779131,1643315
1992,433824,7119090
1992,580589,1586082
1995,607085,2857104
1998,754649,7596396
1998,744143,2760030
1992,401515,1841437
1992,509522,2136442
1992,315103,1471406
1993,635167,1817412
1996,12998,7567520
1996,266425,5824442
1997,325268,4422915
1992,556869,8412069
1992,83723,2785367
1995,283939,5711072
1994,522239,4820344
1993,671730,680680
1995,143605,1142479
1993,511890,7360236
1993,131210,2826235
1992,373370,2940124
1994,441660,7146517
1993,58984,8568541
1992,629997,362268
1994,701680,3867795
1994,200852,4778241
1998,408534,3078316
1998,621845,5427640
1998,148643,7470282
1998,258295,3248501
1992,619576,2751793
1992,47005,437920
1995,458056,276830
1995,782104,2727961
1995,763221,381404
1995,426962,7472646
1992,501032,4855147
1996,793339,3294290
1996,150798,171937
1994,692201,1109648
1995,227250,2626422
1993,157284,5988815
1996,259288,4265663
1996,644603,148566
1996,141102,3104659
1996,102309,5287161
1992,116338,3809730
1993,289354,5871739
1993,619317,5459412
1998,164311,2503064
1997,84704,2507719
1995,661891,1915857
1995,391236,2601351
1996,381301,2073435
1996,524232,3979673
1994,356281,2984786
1994,5767,5299303
1994,751365,2287372
1993,190090,5377670
1993,437248,1251592
1996,16297,5296010
1997,591941,2561479
1994,473845,5243658
1996,478367,5004664
1996,708433,6571342
1995,236076,1565656
1996,521268,4899112
1997,396488,6274501
1998,318750,7648031
1998,318961,2177945
1998,159074,4219552
1993,730607,3335730
1993,103459,731225
1993,426621,750586
1996,249424,4263064
1992,158314,1344863
1995,676403,3448425
1995,302200,2921321
1993,387030,1769359
1994,88338,6499017
1997,671476,842410
1997,32253,2865934
1995,754695,1751409
1993,277480,4337430
1995,784756,5411716
1994,350740,2900982
1995,285517,5529200
1995,280409,3026091
1995,30811,3548066
1994,777024,2050043
1995,208896,8753668
1994,374950,9624539
1997,218392,2825179
1992,68788,3615453
1992,619817,7641832
1992,461931,3373165
1992,447882,7410933
1996,323856,1127904
1996,641325,2795968
1997,143421,984090
1997,671742,2577419
1998,396423,5668918
1996,42486,5712491
1993,319288,1024899
1993,666396,1634832
1994,505230,113639
1995,583038,1650126
1995,310061,3568738
1997,156679,1020573
1994,31850,4839504
1994,93436,2122703
1994,762670,623750
1994,105029,397063
1994,329803,4354709
1996,609527,4591022
1996,489076,2803211
1998,142412,2850643
1998,210536,4079186
1995,685822,169932
1995,560861,922483
1994,109883,3872832
1998,134885,4371566
1998,44846,5551604
1997,755100,1097316
1997,321364,671894
1998,238114,2840670
1995,242722,2773406
1992,754,6195384
1995,488802,7392339
1997,22117,4938889
1996,32977,1890870
1996,143463,5543772
1993,350819,3651719
1993,333197,4253962
1993,27523,5487317
1993,173730,4675268
1994,584270,3691685
1994,715787,8303466
1994,521270,2969875
1994,173208,2190852
1994,482037,4687446
1994,521262,2012120
1994,38714,8098279
1994,252916,2405274
1994,796106,4180799
1994,151437,5203551
1996,382821,8955522
1993,55315,6097488
1997,426738,6871922
1997,175857,7197933
1994,560155,3248042
1995,290140,2776729
1995,434389,3176064
1995,763793,1708219
1995,451716,1500921
1995,504153,2527171
1994,82833,4957215
1992,678646,5702381
1994,738533,1301202
1994,508677,6311073
1994,171873,5904625
1997,725098,2627960
1997,522395,4443454
1996,483470,5677175
1996,78115,102752
1995,304172,1587816
1995,460764,163850
1995,379464,4840259
1995,40490,4348689
1992,219405,908531
1994,578829,5437230
1994,372443,4950909
1994,434062,4154482
1994,73501,4342402
1994,300955,539839
1994,547378,829553
1995,48074,708294
1995,148075,444735
1993,795817,4399394
1994,37508,3590622
1992,668917,565764
1994,8403,1168457
1995,21912,2336401
1997,548202,4608163
1996,334938,9470016
1994,683062,694944
1994,210590,2474456
1993,174398,2813737
1993,343950,8793275
1996,620788,1172202
1996,779654,5703609
1994,671901,2753118
1994,631233,2032693
1997,212375,5445532
1997,585427,4816994
1993,767540,7253085
1996,704577,4099351
1996,221147,1153580
1998,10807,5998557
1998,31335,4451149
1998,245335,2154778
1997,520397,1695174
1997,292968,8196771
1997,701266,3649622
1994,302560,593769
1995,625596,979884
1995,260119,4970334
1992,489566,6058828
1992,122840,3984614
1994,701300,3372891
1993,115430,6589715
1993,21356,858379
1993,259302,116038
1993,419746,6804466
1996,541069,3333450
1998,661784,6263751
1996,319564,5016686
1995,476349,3599569
1997,516175,1270957
1997,753041,5093710
1995,765827,4266348
1996,738762,1026416
1993,340915,8547283
1992,676087,4796481
1992,310201,3677172
1993,798608,5512221
1993,589082,2585700
1993,698012,1055429
1997,88303,5947727
1993,776207,1828517
1998,578239,1877024
1998,750078,3553326
1998,151863,3659297
1998,519451,264677
1995,480488,1850259
1997,46724,6616051
1997,479340,5640093
1996,469773,5510575
1996,795543,3178709
1996,290796,2206673
1997,327616,5152686
1997,468199,4884606
1996,207147,4908029
1996,707365,3224975
1996,520762,1312096
1996,707365,6455440
1992,704500,1654917
1995,750661,1677397
1995,99833,8445680
1995,691778,3539480
1998,112013,2460024
1998,191815,5197964
1998,400912,1957921
1994,25849,7906912
1997,60207,3849425
1992,2389,6012665
1998,255377,4683245
1996,632837,1139751
1995,508827,1351148
1993,258727,2169508
1992,719585,3773901
1993,318831,2153190
1993,674078,1148827
1996,591994,8879974
1997,90455,1983157
1996,580346,6071844
1996,273483,2075469
1996,428213,3389334
1997,102678,6803352
1995,353134,1917198
1996,349170,5914145
1997,505836,4796073
1992,194917,2341863
1997,609403,1433108
1996,142207,2810700
1997,645008,814789
1997,592395,6544428
1994,396205,2843100
1994,218620,1754015
1994,738823,3388457
1993,482591,6292706
1997,225310,5225319
1994,682528,3436364
1998,55143,217431
1998,616708,3928452
1995,655704,7329102
1992,404089,92354
1992,534728,7678321
1998,473883,2646025
1992,632328,586034
1997,567433,6211697
1997,171392,1065347
1997,578767,867497
1996,427008,841482
1993,742267,4831058
1993,76221,1379197
1993,371564,6028637
1993,234743,5259683
1992,136050,5213040
1992,187243,121051
1995,542999,3124214
1998,451192,102885
1992,94826,1638738
1995,74308,5770350
1993,310154,4814883
1993,484048,4117759
1998,309268,1997619
1997,405864,2654760
1992,464039,4718159
1992,98460,4387047
1993,731243,2227319
1993,761944,6810064
1995,378196,5224138
1994,193526,6154176
1994,582552,7067707
1998,629346,2933213
1995,538759,6543737
1993,246253,3443018
1993,365142,4287725
1996,730417,143290
1997,796719,3413478
1997,748086,2636666
1998,247469,1345627
1992,17023,3763840
1992,499127,2797232
1993,585978,7843010
1995,410668,5342117
1992,529807,7604269
1996,692384,4585998
1996,5659,5441852
1994,34191,4901327
1996,653657,5153984
1993,242102,2192589
1993,395949,3885367
1996,701600,760745
1996,764894,8830540
1996,512171,1377186
1996,52759,467307
1994,603064,2046235
1994,495361,3119582
1994,193770,5964064
1994,678028,4830763
1996,272487,3082400
1996,254150,2097866
1998,230373,5324225
1995,428589,3951726
1992,346402,3031480
1994,303092,4708844
1995,232017,1127412
1995,306291,835448
1995,617109,1736110
1995,394618,6370872
1997,78893,2066566
1997,343073,3867147
1992,432739,1003026
1997,346102,218137
1998,609972,2540619
1998,588886,183661
1995,474303,3755203
1995,396545,7406583
1996,196725,327909
1996,655781,1361612
1996,295718,3084660
1996,388270,5745439
1996,52015,375199
1996,385042,3448711
1995,436017,2001279
1995,192351,2309360
1996,300676,1752109
1995,528251,729161
1995,323040,2221732
1993,570263,3885061
1994,325849,1743591
1994,543902,8116265
1995,562682,3892336
1995,764106,1490669
1996,491562,2000959
1996,95835,4998165
1997,744121,2324354
1996,101386,3999816
1996,334632,1778283
1995,214170,4390848
1998,72180,4147848
1993,741796,7902368
1994,764112,3227163
1993,47528,841046
1996,382720,1804512
1994,260674,3329802
1994,248038,4541608
1993,347296,2041785
1994,668387,390340
1994,142901,5365164
1995,524600,6498320
1992,171175,5329869
1992,127509,4173134
1992,636141,3864670
1992,89013,4418864
1995,697839,6592275
1997,683681,3286019
1997,212824,2579162
1997,66950,6525297
1992,286188,2557342
1992,24008,2080224
1992,207386,2915255
1992,735485,5672798
1998,321130,2647576
1998,292150,3597741
1994,712895,1419447
1996,657289,702885
1993,509311,3929183
1996,572452,1207348
1995,583447,284658
1995,576057,3335640
1996,665765,4110483
1996,197781,5072706
1996,90093,2287486
1996,23286,689289
1995,679877,4779506
1997,782624,2174195
1992,683442,6565438
1997,187206,3569232
1997,757459,4367289
1997,197274,6239278
1995,256607,5144211
1995,641620,153035
1996,313445,1919293
1996,69717,3044511
1994,277473,4931564
1995,538798,5179691
1993,691898,7738976
1993,247866,8358220
1993,328278,6016633
1994,554999,4157235
1994,657489,5633922
1994,746945,733022
1994,304072,581072
1995,52117,688506
1995,717856,183634
1995,203638,3329899
1997,310173,4952707
1994,240132,315203
1995,172742,711378
1995,264128,2132890
1995,796555,7063551
1995,181605,5064859
1992,565983,6423489
1992,85870,7020756
1998,190084,2733258
1992,550184,1572319
1992,541634,1067363
1992,26491,2063865
1994,781625,2611082
1998,230772,667481
1998,443035,3969742
1998,479403,6107354
1995,338692,7646144
1993,639421,130597
1993,236360,3014013
1993,489939,7221839
1996,270684,7297094
1995,179193,2750474
1995,297065,4791969
1993,460902,7824096
1994,304957,3690409
1996,203846,1886316
1993,553539,5389053
1993,113456,4464189
1997,780949,4871784
1995,662004,898352
1995,686457,714492
1996,124050,977385
1998,518690,5413066
1998,290143,2556341
1993,677659,2978648
1997,188682,5779499
1993,241408,2914682
1993,543785,329176
1996,534374,4098298
1995,599995,402234
1995,104367,1481068
1997,343017,4726540
1997,714470,4506759
1994,778773,5223758
1996,230551,2392687
1996,459726,2427408
1996,26650,2837970
1995,89293,1533618
1995,357160,3247356
1993,634113,1847049
1994,257388,6054165
1998,195774,2015612
1995,647485,1824941
1995,677062,3223071
1995,166589,1430421
1994,522419,4773883
1998,444585,4175698
1994,60577,1691327
1994,162431,4345881
1993,233314,4767180
1993,78058,2741388
1993,720630,2376864
1993,783872,3274076
1994,570224,2663463
1994,565253,3669952
1994,768343,3872634
1997,427801,3618336
1997,448492,1875491
1997,203537,5698697
1995,333560,6380574
1995,319918,5046291
1995,443042,1882373
1995,591114,3205539
1994,74534,1493444
1994,691181,4737830
1995,104837,8212719
1995,379933,6481602
1994,399605,5454688
1993,183801,2216524
1992,311987,179907
1992,95769,7544349
1992,428830,1206543
1992,735966,7258998
1995,328990,7672124
1995,163738,8197871
1993,380533,3218972
1993,407911,4350784
1993,559906,5229240
1993,168030,1383517
1996,304524,5890877
1996,778928,1143927
1992,82007,2713816
1994,312119,2443176
1998,351526,6601879
1995,7398,5557045
1994,333554,3651342
1994,287693,7825246
1994,594809,380756
1998,284860,5896140
1993,265895,167479
1995,247328,734578
1994,479808,2735303
1996,291681,6356146
1993,213317,3044992
1997,702933,8459883
1992,173267,4550182
1993,467090,1887927
1993,781337,387195
1993,725739,3352930
1994,363051,4277913
1993,592948,3157303
1993,68409,3305760
1998,684069,2021817
1998,344192,3184399
1996,173060,1042415
1997,690989,4787519
1997,428593,2971626
1994,273690,4791398
1994,692477,5056343
1997,743232,2907456
1994,35371,3566390
1997,172987,2966371
1996,53028,2622266
1996,248327,4458483
1993,140078,4519238
1995,668257,3339949
1992,424368,2507139
1997,296389,4737965
1996,325761,3251885
1996,648664,6821424
1992,481478,1144208
1992,194935,7125054
1992,342737,4954740
1994,223056,1233590
1994,371296,4244037
1994,264697,1465601
1993,153051,209769
1993,497028,1104950
1995,598555,7373090
1995,658275,4817035
1996,478,3032634
1996,767368,3238104
1996,788184,5739940
1997,274543,3566195
1994,326668,3487589
1995,173161,4591075
1995,790444,153441
1995,76591,3423616
1993,399701,3111592
1993,533868,4244906
1993,718659,2595278
1993,644405,3238488
1998,190188,3278531
1996,19296,5414116
1996,193515,3625581
1996,591479,5276712
1993,316228,4528924
1993,163683,4359713
1992,527344,2214681
1994,624211,5228639
1997,784441,1943372
1997,531024,970600
1996,574219,3295048
1993,430851,3242930
1993,482066,209608
1993,287405,3971096
1997,579280,1957334
1993,647631,7261560
1993,129688,4328553
1992,735221,3102789
1995,10642,3614545
1992,472338,1257897
1993,169848,4886656
1993,228493,6079669
1996,353941,3750468
1996,232049,451273
1996,31948,2908267
1993,365147,1103038
1995,792496,1810844
1994,392285,2294531
1994,332586,3499348
1993,798208,5760209
1993,730909,4015530
1992,198686,5359394
1992,181987,401382
1994,93411,2363622
1998,536468,2121260
1998,415282,3298451
1994,79187,4827985
1997,78707,4323820
1997,83565,4506309
1994,164856,864382
1993,498705,5070151
1993,118924,7188804
1993,355546,1902617
1993,666938,7263383
1993,507075,704414
1993,661,6043624
1993,693491,1911984
1998,733777,5214931
1998,210072,4330884
1993,667529,2178889
1994,471191,3381914
1994,745877,7331788
1995,410751,159526
1992,650382,6006233
1992,238221,5225718
1994,456160,415204
1994,41371,5361031
1992,411946,1765024
1996,1790,2984317
1996,479517,5522048
1996,169509,5938317
1997,573714,3158848
1997,517350,5703133
1996,465836,7610845
1996,502176,1500963
1996,66198,3536809
1993,45249,4311206
1996,713891,5137407
1992,603184,2556976
1998,322139,4063920
1998,577963,1551114
1994,576103,2494933
1994,50998,1890520
1997,341420,5300534
1993,632946,8838392
1993,313664,5259432
1993,590605,3052044
1993,695861,2042513
1995,407795,1920724
1995,194936,771753
1997,681915,4635974
1997,406947,1232856
1997,353774,6333188
1994,634608,6872149
1996,710553,1138242
1992,243205,5126668
1993,493259,4032180
1992,607449,1879984
1992,451149,2745899
1998,520982,3352955
1998,776723,5345079
1992,444948,8347777
1994,185866,4918687
1996,320400,4940116
1992,708996,7831373
1992,316109,992329
1996,616496,2055129
1996,634942,3823265
1993,278325,5004710
1993,678625,6274847
1993,45859,1400563
1993,95508,5394558
1993,737103,518731
1995,90812,6874114
1995,144517,6324115
1997,174709,1962070
1995,302390,1485669
1995,651000,1264790
1994,508614,3731957
1998,28747,7390013
1998,310396,511922
1994,346147,878143
1997,202333,5217991
1997,497052,2035118
1995,322406,5485017
1996,625581,2356244
1996,100983,1095156
1993,382823,171522
1992,670944,5698772
1992,544375,3264505
1996,356253,1476822
1995,539137,1267846
1994,790146,469721
1995,182661,5572737
1996,321967,6543645
1995,789221,4530637
1996,18092,551509
1994,531875,6632024
1993,555002,3382336
1995,146355,2997487
1995,683229,227891
1993,430924,3487212
1995,754819,3672608
1995,786215,4079199
1992,297107,1987362
1998,513585,6681980
1998,618662,6616517
1997,257497,2274806
1997,477870,1829371
1992,654188,868034
1996,637879,3451996
1993,611838,7895097
1993,221539,3896667
1996,540410,3869640
1995,537672,5684586
1995,304422,2695914
1992,741641,333156
1992,550907,4048895
1992,692886,1093490
1992,576528,1444050
1997,181883,6326913
1994,302149,3390077
1993,727504,1061308
1998,503507,6742782
1995,66119,4404461
1995,57250,2933617
1995,585370,2514844
1997,42356,3038139
1995,789198,3153542
1995,573963,4634038
1996,458927,1418196
1996,506593,1202876
1996,144775,181977
1993,760466,5421879
1995,177191,3457085
1995,289645,3073104
1993,745441,294309
1997,72153,641335
1992,731030,630234
1992,167171,1025204
1995,570582,892382
1995,428118,3765924
1993,391581,2224518
1997,54533,3458507
1994,1295,3671414
1993,421348,4188756
1995,19319,3310002
1994,421002,447645
1992,488001,1681266
1992,624805,2656926
1992,713340,1285644
1992,383163,5109215
1992,677028,3183808
1994,304084,2393754
1993,126836,5839972
1993,62457,5645152
1998,623820,6493873
1993,85599,7529971
1997,169729,3212513
1994,675317,6016855
1998,693897,1650720
1998,385671,337278
1998,363187,363799
1996,550331,4102490
1996,776643,825412
1996,481895,2792782
1998,531321,1990585
1995,264516,5116608
1992,729339,3021206
1992,385162,586160
1997,352908,2472682
1997,651511,4870058
1996,666442,2408381
1996,635491,1095521
1994,321302,2358102
1994,117346,3203849
1994,255912,2106991
1998,545608,6911964
1994,557249,5504411
1992,538036,1353252
1996,115441,4107160
1996,201870,8416335
1996,351183,5041584
1998,33304,1998239
1992,171573,5367876
1998,87594,4608753
1996,734219,5361104
1995,723845,2840591
1995,70727,611179
1993,531629,1964489
1994,649658,3289190
1994,414998,7552405
1996,575690,1017025
1996,413911,6861586
1995,311220,861847
1995,264030,3479070
1995,126499,1403450
1997,386056,339185
1993,487923,7184984
1992,46171,2055592
1992,789860,7799320
1997,155804,2421459
1997,378464,299235
1995,570419,1878120
1996,148051,4698438
1998,516077,4007121
1998,96055,3193089
1992,53294,4807055
1998,665836,1942340
1998,382368,5807201
1998,47381,3335562
1996,315419,3614688
1996,432348,5592437
1998,59519,816137
1994,457148,4575196
1997,364756,4187702
1995,122833,5177765
1995,50199,982557
1995,195394,428944
1995,405701,2217218
1998,472688,7333474
1998,646986,9664750
1994,169938,8867018
1994,529486,5792088
1994,660209,2766256
1997,626866,3334663
1997,376958,946247
1993,200900,5532334
1997,405784,8448800
1993,610212,105484
1998,717847,8861577
1993,44410,629800
1993,790086,1979292
1992,574908,5107898
1996,468653,2408120
1996,644729,2646103
1995,89576,5618830
1995,15485,3823310
1997,616145,3293685
1997,332990,6475558
1997,589335,1036897
1997,137600,6989276
1993,727054,1292899
1997,320443,6322017
1997,1277,2149164
1993,469048,2963596
1996,623541,5509486
1996,265858,1017702
1996,450429,5837620
1996,12147,3469742
1996,147430,1595624
1997,509163,4709658
1997,173016,3567596
1997,369021,3243869
1996,78719,2444702
1996,247739,6274598
1992,516582,2877408
1992,441036,3126432
1998,269932,1072682
1998,214296,919812
1998,478033,4600095
1994,537418,3594813
1994,516027,1163988
1998,659324,4754589
1998,628339,5394896
1995,363210,1247736
1994,735651,6292779
1993,147512,3551004
1996,406175,4824091
1993,567104,1370163
1995,327638,1549026
1992,125882,2220772
1993,180955,6484500
1993,590052,443107
1993,595476,4626348
1993,152222,6307389
1998,115599,871878
1993,615089,4294321
1994,150829,8393396
1996,623713,6628554
1996,330230,5986045
1993,686777,7086707
1996,695976,2200685
1998,367731,2618936
1997,444158,4337983
1997,442219,3678649
1995,219343,3717561
1993,305185,5653307
1995,77534,574381
1997,698118,4559186
1996,277572,4078441
1992,441415,4638853
1998,334926,5823902
1998,296750,1991283
1994,397051,5453190
1995,237438,5570451
1996,254682,4271708
1996,425550,280350
1997,550416,1906307
1997,649790,1635374
1994,159032,3177079
1996,684865,2719250
1992,369325,5504735
1992,420697,5823612
1993,113857,6417015
1993,763794,1504785
1996,499345,2056809
1996,482430,132766
1996,191896,6874123
1995,62716,7638130
1998,282852,7258627
1998,222820,6661019
1995,771559,4681222
1994,361309,920834
1996,539812,9258950
1994,646745,812020
1997,745120,212046
1997,487096,106140
1998,271287,810325
1998,312751,2178218
1992,176255,5798925
1996,4305,3486411
1996,550035,1210871
1996,89427,407928
1998,445394,1384908
1995,689533,4415250
1995,161662,1504755
1996,581969,2639559
1994,606915,2120668
1997,598153,3175367
1997,770423,2667194
1998,159237,5008632
1998,625279,4118500
1997,227662,4563885
1994,329006,1999600
1998,108729,6255792
1997,743965,803572
1997,618547,6964103
1997,714225,2478380
1994,709490,409352
1992,286235,4146041
1993,258337,1296615
1997,374070,3539721
1997,97591,4927806
1997,201327,5424216
1997,428696,4021058
1992,63678,5588244
1994,425730,2235208
1994,33696,5052039
1998,541657,2812931
1998,248937,1848201
1995,576096,3164589
1995,265356,5290645
1995,681415,3386221
1995,753831,5258592
1997,305308,4712084
1997,380678,1758660
1997,387956,1011750
1997,786420,3759949
1996,698553,2792736
1998,564014,2876077
1997,692252,1007818
1997,373676,2687477
1992,567267,4576443
1993,98210,1087389
1995,452274,4193775
1995,332531,6036750
1993,588221,4477464
1994,603343,5503704
1993,445393,1354430
1996,763919,8078253
1996,770905,5635181
1996,151444,710334
1995,534335,1897863
1995,480623,6481751
1993,681405,3460379
1994,279438,5804334
1994,512274,2272803
1995,262352,3627578
1995,542124,5205470
1995,731653,5670430
1995,323096,1611475
1994,170440,7105109
1997,729855,169633
1992,764678,4269468
1996,481842,3932155
1996,706089,1511169
1998,696570,6773718
1997,799457,3472373
1993,580933,5582558
1992,651893,2014587
1992,95979,1688599
1992,26580,1753659
1997,558438,2178772
1997,422384,5889070
1997,468647,5089203
1996,795771,905368
1994,39844,6748266
1994,188296,789045
1994,618977,4948403
1994,69004,1239602
1992,740861,7668178
1992,353327,1071120
1992,405760,1858965
1992,729615,1772857
1994,235019,975942
1997,105817,7378734
1997,742269,3306922
1995,740941,1458685
1995,219493,3220454
1995,207462,6173480
1994,255727,2756278
1994,389989,7426080
1993,741200,5082591
1993,190536,6506120
1995,347047,1409110
1995,93434,4286572
1992,457317,4572152
1996,477752,3985297
1996,694372,5656647
1992,136330,2113712
1996,614956,1283451
1995,2583,4421086
1995,598544,149469
1994,475536,137547
1996,144530,3117569
1996,767383,725175
1995,657144,5505550
1994,694628,486777
1993,792300,696135
1993,180429,6101075
1993,454885,8654701
1997,732940,574116
1995,107686,7885774
1995,707258,4327052
1996,355539,4305204
1996,341078,2289596
1993,645708,3810055
1997,420549,3438676
1992,122130,3981761
1997,251533,2280222
1993,69696,6556155
1992,644407,2274355
1998,487086,2764202
1997,752335,5615790
1993,172626,1263773
1993,522070,3216087
1994,517095,4331512
1995,514012,3939801
1995,590897,6039149
1997,104262,4761137
1993,488261,1510331
1993,325058,4074396
1993,431436,984535
1992,456440,5714150
1992,171035,735509
1992,436770,5406984
1997,195963,6846042
1997,629384,382184
1995,794115,3893237
1995,433063,2460218
1994,127820,3780639
1992,549867,2254203
1997,209945,4051167
1997,588227,5429145
1993,389329,5815071
1993,735755,8686782
1993,464075,4058529
1995,325881,2602877
1998,791314,1644177
1995,757503,5079329
1998,235414,3740536
1998,601245,2399017
1995,100125,2094973
1995,349963,7298956
1998,218233,112819
1998,628123,1597656
1997,99268,1414262
1998,345453,545432
1998,734136,453998
1997,71909,1316630
1997,57336,4590028
1994,482590,452900
1994,474268,2478268
1994,613368,124289
1992,708663,6084733
1997,91271,3061004
1997,388956,6134820
1997,489982,2902725
1992,48850,2849378
1992,672842,4776579
1995,361930,740994
1995,555629,3200740
1992,612201,4290157
1998,394495,2989811
1992,508566,453467
1998,554245,818508
1995,444300,5494740
1996,174458,281970
1993,530050,1506641
1995,272024,1359553
1995,232456,3332256
1996,132545,4060587
1996,265832,8090190
1998,356446,5913564
1998,586919,2752081
1992,626466,6349480
1997,426465,3493905
1996,155856,7226793
1996,116959,3942020
1994,334525,5807615
1994,767339,2587592
1995,155481,729828
1993,494838,7620823
1993,185505,1046549
1993,699945,762404
1992,754815,6572276
1992,561247,3812153
1997,610065,4258931
1992,741830,3022957
1992,566217,871286
1994,381941,198247
1994,745508,4189708
1994,219834,6634701
1997,23424,4179696
1997,43752,5921559
1995,196821,3348513
1996,9704,5218705
1994,535046,2513371
1993,207293,3528823
1996,316586,4352580
1996,60788,3539530
1996,126697,951476
1994,615862,2787637
1993,260072,2687484
1995,745902,6381222
1995,360814,2440989
1996,178115,3512515
1997,32290,1185621
1997,449829,7396250
1992,140838,6496994
1997,743853,1961311
1996,747294,2534981
1995,476932,5440393
1992,757700,1423712
1997,540907,4071069
1997,610668,1929085
1997,66596,1990739
1997,68027,90546
1993,119493,6329770
1993,305445,2863148
1993,453,4607143
1994,297258,1129716
1997,258143,2510576
1997,497265,5995640
1997,724674,5313345
1997,22579,5000228
1997,793608,2848428
1998,262154,4559431
1997,120635,622516
1997,550974,7144023
1992,625354,2109598
1992,352151,1061169
1996,459915,3071069
1994,522588,1610560
1994,428595,5128336
1997,784244,1561974
1997,774385,4859635
1996,225579,3940442
1992,356666,3762267
1992,550325,3468506
1995,76783,1055868
1993,574799,8094686
1992,588460,5328182
1995,60625,875262
1996,33445,6153356
1995,386518,3931025
1994,544452,6584292
1994,606384,4881394
1994,284808,8605392
1995,357496,4144684
1992,209219,4643671
1998,441202,2019999
1994,536470,2910461
1993,540273,520047
1993,258178,1873527
1993,542303,5755107
1993,721346,4307026
1996,762544,5142438
1996,6475,2160619
1997,309199,4784392
1997,698545,6532134
1997,435671,877230
1997,714264,5767373
1995,772165,4615732
1995,161742,1493496
1994,705642,3830693
1994,551812,1200280
1994,501224,3969648
1998,265388,5119798
1994,476888,8406788
1997,160046,2335956
1997,284415,3291388
1993,492192,5280214
1994,534781,3715044
1994,605382,5424892
1997,523029,293508
1997,258795,2041399
1994,410149,886483
1992,517918,8279801
1997,486849,8903727
1997,65042,3223535
1995,215544,5773900
1995,248982,5020522
1998,195483,2784438
1998,446434,2412956
1997,626244,1790421
1997,703581,5623567
1993,152133,215693
1993,540001,3872445
1993,467318,1553915
1995,516289,3444581
1996,131971,9013365
1993,731636,7844390
1993,605458,4908312
1993,210415,4067652
1993,471297,602428
1993,288257,2039703
1992,11827,7433455
1993,607398,5208386
1998,432676,916930
1992,180464,1807018
1992,618930,3533247
1992,760127,4398168
1997,228297,3920896
1996,565500,5502662
1993,467074,612137
1997,609627,3042448
1993,535818,6903513
1995,499205,3251286
1996,247351,6043772
1994,235214,764218
1994,172151,1264737
1994,139808,886944
1994,343953,8896367
1996,363536,4809756
1997,528986,7253856
1992,309040,1605015
1992,427036,4766899
1992,479038,4735198
1992,782312,3881675
1996,390639,2822739
1996,611914,2556232
1993,574264,4817664
1993,445930,2997704
1993,62419,3315384
1998,152053,1016646
1997,360513,5414413
1998,663347,2987506
1995,736422,4856438
1995,70424,2370514
1995,401239,207518
1993,653195,4964643
1993,170746,1816740
1992,718317,2804088
1996,432494,3412116
1993,525220,5043060
1993,323419,3796396
1992,577869,905280
1998,334980,4495398
1998,99365,1058743
1994,704564,310568
1996,628163,5079210
1994,232391,2952460
1995,183678,4351324
1992,133442,146068
1992,121984,1604784
1995,236747,6889823
1995,228827,6882775
1997,48103,4940170
1997,457139,312391
1997,719172,589614
1992,474808,4064738
1994,51400,3762297
1995,105667,7868192
1998,410837,1929582
1994,679881,5422516
1994,150546,7423911
1994,619902,1442921
1992,113126,2029911
1992,671820,3913269
