"d_yearmonthnum","lo_partkey","lo_revenue","lo_suppkey"
199310,290863,8631525,11608
199310,527961,5016106,21449
199309,126927,5361556,12660
199303,712795,8769443,21045
199305,246667,782620,12975
199309,775717,5564478,6562
199309,483445,1555549,46119
199309,755619,6334936,35926
199309,484618,4508085,21770
199310,419391,5136650,51729
199310,72870,5362751,57966
199310,181721,1589999,27845
199304,324649,3936377,48039
199304,572945,9887808,31482
199308,156500,6780114,54627
199308,611629,3170534,23534
199308,682042,2979869,10292
199302,39571,6217506,50769
199311,397094,3301673,1722
199311,347707,8597981,19892
199312,639898,2674086,15136
199310,175031,2059427,56452
199308,246688,4281200,55722
199308,71999,9176929,56045
199302,665824,1052396,53747
199301,218214,219646,13534
199301,326256,4353204,39192
199301,175464,2389241,17879
199308,621875,3873987,35925
199312,238160,5219506,45968
199310,604258,2029236,53475
199308,698459,3607114,15112
199308,566933,4751786,14927
199308,430954,5302308,1601
199303,832,6555295,52227
199303,375072,111264,23290
199305,769435,5545218,41269
199305,680866,6807415,4110
199305,113961,3639851,8189
199304,149535,7686555,32866
199304,184145,1338533,36886
199304,510589,5643247,17119
199309,236210,3517687,5143
199312,736018,4854631,31594
199312,184379,5650071,59372
199308,689466,3247064,18500
199306,552117,2083318,32886
199306,227133,1246701,45407
199306,222716,5722340,28244
199307,764868,7197858,3686
199307,471412,547822,31492
199310,248246,4054410,47338
199304,344471,297030,2928
199304,723658,6524685,55856
199305,652662,5854648,43413
199312,430902,8083000,48304
199312,392519,6475007,15360
199306,787324,4702418,9750
199306,448560,4779054,52595
199307,56683,4382864,45546
199305,763152,4932172,50088
199308,305023,4586980,47258
199308,110376,403433,40841
199308,264360,2336153,20995
199308,34473,5155562,57423
199306,421307,5715186,57134
199312,463541,3794399,35690
199312,115847,922105,47256
199311,263050,1103200,36063
199310,456660,6586191,24101
199310,684240,5158820,50180
199302,38679,3012101,41915
199312,661137,4519779,1613
199304,714969,1178454,14541
199304,475215,1731726,58879
199312,360693,4687586,14847
199307,728270,127227,35175
199307,300012,5009400,48044
199311,401588,1327197,46463
199306,264385,5366444,7247
199309,241985,9538501,38402
199309,627339,2606045,47848
199302,88845,5158591,34612
199303,658647,1589553,58790
199311,656344,5535419,57238
199311,759324,3286697,9933
199311,346022,4440785,14114
199310,216299,4597404,13972
199309,46562,6584864,58436
199309,702866,6105467,2157
199305,499608,1403417,35657
199305,108893,9414355,4352
199303,667676,7812220,31958
199303,213426,6106370,18506
199305,218987,4437098,8824
199306,56419,5203176,31533
199308,42990,5437500,47026
199311,569311,1217415,45768
199311,408136,607672,13687
199311,533020,3199014,15791
199311,56616,462347,3902
199307,619094,595679,23966
199305,552910,1748934,20355
199305,751890,6920789,33624
199312,67138,4931090,44984
199306,227078,4874541,31526
199305,334589,7637273,26297
199301,778536,6577473,25747
199301,95856,8249991,46999
199301,320727,7628754,59714
199307,494242,3717313,3126
199310,270979,386092,30455
199310,28725,2430968,29731
199310,367002,3704050,54733
199312,652254,238831,7053
199308,267481,573594,54062
199308,348135,4131455,37510
199308,795814,9077184,49459
199308,516004,2374513,19769
199308,474503,2340328,22932
199308,775834,187160,33909
199306,608691,5226089,28213
199306,198919,2397277,1480
199301,208362,377293,50401
199301,334696,1007255,2040
199307,517331,4577512,7175
199304,146215,5809133,16700
199311,349230,4094783,31290
199311,698244,1807415,37776
199311,185171,1949575,39995
199307,774453,1663360,12601
199304,296068,3406024,12792
199303,531578,473207,5686
199304,268163,4367370,30707
199310,171046,5309291,49121
199305,630312,3895790,37139
199305,38635,6563610,4513
199305,581612,1314225,11543
199307,694373,2652639,16673
199307,713074,1399020,11873
199302,147271,3915261,11811
199306,302449,1436915,15245
199306,402154,1331779,5659
199303,85945,2996818,48089
199302,369670,3616753,39615
199302,276265,491535,23517
199302,772925,7635935,28674
199302,146347,1502020,53796
199307,112577,2989981,33928
199304,593716,7703850,50606
199308,129807,1818432,58439
199308,60463,1831993,33536
199305,245283,2310375,12685
199302,241563,2383207,53486
199302,587286,3942629,41381
199302,366967,4783850,52518
199308,555629,5555810,4914
199308,304745,8573677,36746
199308,242003,4630451,59013
199310,71534,3688548,1254
199310,656154,861453,9150
199307,7606,6892934,16954
199304,32635,5684226,3599
199304,535588,5250593,41625
199310,525115,2370247,20053
199311,460500,3258330,52510
199310,540245,4612654,36348
199310,696265,1248617,40186
199311,769886,6708565,12510
199305,563566,2742515,38336
199305,642153,1168493,22359
199305,654095,2364581,55141
199305,571453,5027570,44397
199312,671390,2001199,3839
199312,24342,5088154,36138
199309,171885,3835484,11942
199305,715609,1432870,18811
199310,112402,1371968,13224
199307,399772,1650892,35550
199305,147368,2774105,19133
199305,628683,3474717,8472
199309,639097,4410507,58833
199309,337181,2506993,50282
199311,282694,2464719,32610
199311,250170,2607732,11660
199311,56180,5061681,51931
199311,463746,5077868,29462
199311,740128,115640,11249
199312,529082,1524374,19256
199312,383790,6243434,16606
199308,720808,8423314,32176
199311,261450,6501092,3490
199304,725784,1418844,38021
199304,167435,3092000,39570
199303,249840,8068553,19139
199303,648903,5133383,56127
199301,431925,4683101,6736
199303,90842,6286641,12424
199311,61376,5163585,54738
199311,339355,683226,56723
199311,330599,948415,49778
199311,787714,3032227,8687
199301,42850,1242445,19756
199301,270444,3018393,59806
199309,652740,3815368,37860
199307,507994,4904826,23072
199303,19831,8407485,56331
199303,632176,752427,55687
199307,662808,1374117,54293
199307,604900,3183790,12467
199310,9022,3686839,24373
199308,257858,2696522,45797
199304,448496,1557138,12934
199303,248512,2146935,52586
199302,616484,4346996,26260
199302,736677,2160900,57791
199312,168561,3951683,41030
199305,224079,4170723,18688
199305,479492,2476484,39696
199312,344435,5419115,45069
199303,618220,2453937,2765
199303,18004,894340,15309
199303,778330,1951903,51265
199303,199303,1360231,36677
199306,14836,519996,49213
199303,176268,4391697,55602
199312,694768,1396082,17880
199312,156202,2807044,27964
199310,491225,1191876,53723
199305,167447,593660,16888
199311,775343,833966,51081
199302,712170,1853595,8379
199301,399744,5722937,34404
199303,335920,3225295,28597
199304,758032,4440660,46813
199301,777493,4042364,26205
199307,165808,5141707,53556
199307,578892,5352882,46685
199309,515704,2527929,19630
199303,315282,889927,17455
199312,721271,5245202,24951
199311,706623,1613294,4595
199311,196092,1397193,54846
199311,361518,3250611,3256
199311,32342,4415588,48917
199308,366579,3225297,57909
199303,231609,3507923,53900
199310,311333,5190419,40879
199310,564529,618278,39087
199310,282583,2454813,1797
199308,177406,1615422,10498
199304,106570,7647941,4393
199304,719991,7412398,23858
199309,160645,6247759,30646
199304,424894,1800681,40281
199304,377218,3333844,22494
199310,678239,3817139,34173
199310,657457,3292769,19216
199303,145472,7286890,16301
199312,566016,535585,53610
199306,446995,7158101,40589
199306,673341,4636885,52177
199305,498222,236718,5166
199301,414118,613061,59150
199301,150552,1256399,45333
199301,597123,4227646,25658
199307,59954,189481,12124
199307,431080,3726767,56589
199307,670283,4175829,29195
199311,204648,7078440,45948
199303,12820,5210589,21404
199307,429872,5173111,27109
199307,46358,2024351,25278
199306,363512,155974,424
199306,737448,2941111,30237
199309,59176,5619091,56220
199305,190711,3178216,58650
199305,474892,7786714,47454
199307,178393,3139946,3031
199311,295934,5484832,47809
199302,431964,7883318,5536
199302,62345,647133,2442
199310,95220,4243548,39363
199310,233857,4212055,21566
199301,237852,3721077,15316
199309,798221,904964,12658
199309,296040,2538273,22566
199309,336532,6609743,51528
199308,180613,8383369,47152
199312,678797,4002563,50087
199305,77766,1184013,49047
199302,723196,2483428,3731
199301,681135,1436420,55038
199309,560172,5796033,47835
199309,367101,228945,55808
199311,495332,1158741,56141
199304,36905,2858628,6742
199304,377514,7018515,12931
199312,299502,4514980,2462
199303,358766,177000,50937
199303,636247,1171377,55002
199303,242094,4975256,28406
199303,67920,8971395,57629
199310,607287,4633690,49421
199310,505880,1108885,24586
199307,365603,3468998,34506
199307,676644,7940989,29924
199309,396983,1008785,23362
199309,436156,3351746,59758
199304,585681,5771678,37266
199303,198472,5540618,4143
199303,506589,473881,25740
199302,36052,191681,42237
199302,319193,600029,6934
199309,471633,6354255,48261
199311,251322,2840754,17805
199312,999,9030652,21145
199310,12633,4497783,26361
199301,738870,4535403,3281
199301,584034,2435025,57905
199307,306065,1679406,10287
199308,468480,5479524,6724
199307,268908,4645302,17296
199304,617748,5386906,19677
199304,348495,7336160,49949
199308,195981,9252945,28888
199308,132124,5211788,5872
199305,472464,5573387,7364
199303,83337,3364200,46292
199308,668495,4636241,53861
199308,186363,2152299,12491
199308,444027,576774,28855
199304,473129,3709668,54463
199304,671415,1647019,51227
199304,458575,3718858,26518
199304,578149,971879,38715
199311,674991,4281860,59888
199303,404140,1721753,33021
199303,380847,2267128,42912
199301,317717,4465117,54918
199301,161616,7141585,45031
199304,706011,1096304,41145
199301,240702,8049181,46230
199310,289697,6281196,49838
199304,718186,715265,50733
199305,606647,4719867,16069
199305,707783,3300352,229
199305,256500,2595465,56784
199305,313871,4387954,38722
199310,437570,443219,19150
199310,627475,2473904,12460
199301,656466,140820,21178
199311,139151,3232447,10701
199310,314898,4453184,33239
199312,575115,1632803,7368
199304,721714,4762705,54474
199304,238414,6296774,47853
199311,9873,3843867,49751
199302,409270,686323,36195
199302,197545,2113948,47297
199305,315844,6379216,45407
199305,394201,4774070,49390
199305,519193,120004,2171
199308,456856,4571957,37509
199308,22303,4278747,23426
199308,441727,3304026,49613
199311,612243,571828,39544
199312,334634,3106970,54095
199312,192071,1595732,38388
199312,122875,1656840,7038
199303,78624,5025816,37326
199307,111849,2026454,53680
199307,644196,1990719,25796
199307,594419,449476,44634
199303,252244,351691,10474
199306,3884,2774789,42342
199306,469153,1777453,28516
199306,405065,2186470,36742
199306,721555,7179472,57541
199303,567282,4140878,20290
199304,287487,6293037,59007
199304,249983,6251224,8372
199311,698723,167003,30343
199307,275658,1940764,2865
199307,722911,6753108,27783
199307,325762,2627992,14354
199303,515754,3328862,48208
199303,777041,3763221,17833
199309,17478,6017266,29212
199309,524704,2395950,1395
199310,458615,4934778,40944
199310,623782,4632817,11072
199308,530090,554434,33313
199308,432677,7256302,45161
199308,791048,4640326,11453
199303,722290,4546980,34010
199311,752549,4280836,45708
199311,378802,6266792,48231
199311,115055,3919593,11522
199306,618362,4436343,17369
199301,364060,1199361,36839
199301,69906,1637660,9389
199303,609706,959707,39174
199301,168716,3981688,5893
199310,351743,3908921,20152
199306,11619,2121425,1912
199305,626150,5272988,34114
199312,566103,3855625,14858
199303,663551,440725,17190
199303,670405,3676364,4401
199306,183946,6166957,8402
199303,734902,1503011,3140
199304,642717,8215416,39004
199307,656030,2995468,5709
199307,286686,1784738,9129
199307,201387,5934232,12159
199305,558329,672840,55591
199301,349138,3839146,38187
199301,135294,394799,29721
199312,420863,3979747,41288
199303,500050,2263864,6843
199311,149917,6553744,56146
199307,454736,5799135,45641
199307,346878,1333927,37409
199307,368838,1664653,48302
199312,56742,494333,16213
199303,641745,6512387,51348
199303,199035,2970024,13119
199310,797736,359405,11592
199310,331598,474207,16740
199301,72198,3555037,32240
199309,269779,2035556,27808
199302,30966,7436083,47555
199302,312906,5453485,3071
199302,361434,1318960,51587
199302,590759,3588476,59476
199307,342098,5197624,25839
199307,191045,4898604,44365
199301,52231,1971261,8154
199301,242793,170106,58793
199306,255845,1782821,9189
199306,566925,966071,52544
199303,172262,2200194,9721
199303,134,1216136,56115
199310,715104,1302597,40206
199310,757620,3288076,38055
199302,393310,550093,59998
199302,547985,1195380,29822
199304,608467,272335,3749
199305,573461,2406001,38023
199305,495957,8803808,22930
199305,500346,3998570,57593
199301,106789,177782,34815
199311,78174,3500292,43215
199309,199901,2941323,59611
199309,394245,1039242,46295
199305,614930,3042240,12416
199302,512160,5169137,9226
199302,671012,2043615,13969
199309,123187,5811284,55226
199309,657250,709845,18861
199310,707306,1273871,29158
199310,479824,5074089,29007
199310,511358,268388,865
199308,465334,514526,40673
199308,593242,3794695,23196
199308,641107,4416566,16999
199309,498349,5941681,56262
199305,109189,5753660,2180
199305,723658,7325136,29942
199305,118565,3840133,7293
199305,708856,4061577,37316
199309,336156,233659,52227
199305,4979,3472156,43346
199311,724619,5154266,11544
199311,268691,4668679,23691
199303,729407,1706407,10085
199305,489693,7329710,10496
199305,666307,1372585,57875
199301,575724,890851,53868
199304,580564,2392805,39003
199304,642143,3473437,44687
199304,488586,3429391,18727
199303,387195,2638726,43462
199311,327627,3891642,1466
199311,569505,6567156,35863
199311,454094,4778151,47996
199312,682490,2713743,19743
199308,126823,2930114,27115
199310,692245,3960309,40730
199310,773120,5729218,32685
199310,225390,5285196,24292
199303,32294,5233805,46885
199306,51985,5125249,59109
199306,96670,6105012,12862
199301,17727,7414397,4122
199312,713939,3480067,46128
199310,779649,7872089,16404
199312,250735,4295214,55865
199312,354397,4693762,39501
199308,359515,7252147,59646
199310,594780,1818517,54917
199306,518650,4855713,5601
199306,440756,822914,48518
199306,584415,3859429,32106
199306,657443,135839,13005
199301,618253,1159507,35264
199312,691123,764265,28793
199312,531041,831887,33037
199312,774607,3460671,46229
199312,40431,2308116,52313
199312,317098,3496890,39814
199309,662938,372576,29547
199312,651374,3542633,56510
199304,747367,6580877,42527
199305,770790,9024686,53852
199308,70982,1160070,37842
199308,145962,4919502,2685
199310,384150,1814185,49067
199307,707321,2104011,50271
199307,212478,2292868,23974
199308,710173,2087058,42154
199308,786327,3701406,14545
199308,239244,4986131,15506
199312,307695,7927678,14751
199308,141925,9541528,24241
199308,518601,160338,16630
199309,50704,2432409,42529
199304,416460,4005440,13342
199311,175046,5328303,49725
199312,408075,2530370,31762
199312,250119,1152489,53639
199310,629235,1728837,37735
199310,450876,2835271,11311
199310,263059,1487068,8082
199311,697802,8642495,38653
199311,910,2283557,23829
199311,23167,1602535,21554
199309,460997,3038769,23158
199309,613306,2365383,32927
199309,2909,7354502,13177
199309,81919,2765824,51506
199309,640524,2899690,51149
199307,247801,7963989,18499
199307,97397,3246139,11297
199311,587334,6617619,42960
199311,110483,3992072,41256
199311,84947,9466506,19571
199311,56808,1556553,52665
199306,749755,2275751,11244
199305,225508,2412563,58865
199306,301307,1942810,37703
199307,681907,4257512,47844
199307,640556,4106450,6211
199307,183247,3028956,3049
199301,798778,2574887,55490
199301,248449,3697599,34592
199307,325149,5114510,38815
199307,249535,2792382,19733
199301,668473,1695133,48615
199301,242005,2112734,26062
199301,169796,3656948,14143
199306,356651,4472309,17682
199306,640979,752616,40511
199306,633058,882998,21644
199312,3863,8046280,55011
199312,121242,1000486,15692
199301,477239,2889714,2197
199308,699658,2625670,13924
199308,779032,979902,8854
199303,321430,3378905,9379
199303,512414,6087832,27438
199303,132307,2728154,35100
199303,578184,3428026,59282
199301,395061,1030040,22181
199310,553853,3586747,45699
199311,661711,7617384,22840
199306,55502,4040190,27334
199306,292933,3431989,28956
199307,73005,2845980,3914
199310,393579,7539900,46071
199303,504742,7189499,50360
199310,613398,1653624,14245
199305,530156,5401636,55141
199305,101617,2724120,22276
199307,457815,687842,10873
199307,95326,6474468,42338
199303,764685,7467506,20871
199309,448480,3219748,9440
199301,507627,3684388,49362
199301,481939,3764983,1241
199301,233042,4539739,55078
199301,27375,4770581,16563
199303,174887,1712721,8947
199309,391476,3840277,42744
199309,335528,1061623,15062
199305,422953,6732712,43268
199304,235211,4891981,9642
199302,692514,3507085,45467
199302,668467,1847398,54385
199301,61347,5385127,49765
199308,491470,3544016,27193
199308,125277,4512365,7443
199310,754004,3142170,21345
199310,499462,5063889,36854
199310,49560,5124956,23026
199310,660796,5217577,38827
199310,701972,3446499,41092
199304,648783,8398987,43279
199306,242418,5732725,50069
199307,780109,1980990,44376
199307,77973,1513952,26516
199307,226056,680553,1466
199301,647882,4082395,55708
199308,255398,4069613,4141
199312,32945,4647901,18030
199312,101908,2058872,23718
199304,151994,3373837,47381
199302,52804,7327612,3722
199302,722706,1540244,16812
199305,430916,5195301,48318
199309,654724,5699152,21920
199309,737609,815052,4276
199305,491628,4285461,8803
199312,414720,7135465,12331
199305,29008,1090668,34802
199302,183256,1574958,25974
199306,411042,3549046,53749
199303,742415,4328418,34184
199302,691003,192830,55422
199305,618046,1309125,52109
199305,292069,3046274,19726
199305,789267,5773471,23231
199302,546893,3456848,46066
199302,421675,4694151,36053
199302,740828,6105336,8175
199302,679654,4962937,52850
199302,542679,1363546,53296
199312,614933,4390610,13362
199303,129680,8462916,23612
199307,657489,2268033,50876
199307,352487,746642,38383
199303,150321,3059414,45172
199311,201270,1159547,46449
199306,390564,5999398,51118
199306,274768,1521420,48274
199306,493400,4138338,39458
199309,532341,2960877,4476
199309,134695,684957,15024
199309,602923,4294493,26661
199304,649303,121470,4393
199304,571160,487531,58945
199304,766647,2035768,23979
199306,183430,5993182,59648
199306,83882,4433330,50078
199309,124099,222371,17605
199309,174910,3144097,2565
199309,742964,1180074,41837
199302,346099,3554328,34648
199304,22389,4024625,58746
199304,518495,1348501,18008
199312,372361,1390349,26887
199312,19485,3578615,53444
199312,272464,5261716,17287
199308,653865,5882096,43525
199307,524711,4467666,25653
199307,416971,2803605,46489
199304,542878,4706082,10901
199304,306650,5463598,56940
199305,616951,2536635,56148
199312,344073,1437656,882
199312,427792,5224661,54917
199312,292641,4120014,852
199304,438384,2851008,53242
199303,489321,5837386,13844
199303,514776,6948110,33940
199305,651584,3344427,45705
199301,704019,1102772,57053
199301,118145,2072715,37790
199309,572369,5085047,43025
199309,598430,1361813,53482
199310,10090,1980178,30773
199310,768784,1258017,57830
199305,426793,2835900,34859
199312,597237,130752,13432
199312,156715,171855,16055
199310,751541,2780522,14846
199308,443458,6798336,9726
199308,389265,6703537,13080
199311,82602,922237,50336
199302,347490,2410768,3212
199302,466520,2018667,57165
199305,733524,2719377,35906
199309,454145,2132292,20599
199309,4609,4045852,57886
199301,712295,5306168,36984
199311,526952,4701937,42145
199311,358010,3767904,21961
199306,421368,5252771,4281
199312,380344,3039520,2587
199312,430631,3555785,38556
199302,338990,994200,1484
199304,671901,1998352,57518
199306,178409,294505,23297
199306,105929,8070551,38332
199307,584086,5674791,8692
199307,719942,7802516,31546
199307,620993,9190835,41553
199306,175210,3562602,29408
199303,349336,940632,10243
199301,130796,4521305,23691
199301,326697,6484484,55442
199301,379685,4669316,2757
199312,519226,3416828,5127
199301,165772,6843855,35047
199301,37492,280180,46294
199301,254161,4002273,39422
199301,468056,4616327,12403
199308,718517,4319305,48125
199309,745483,2372154,23950
199309,528683,3984744,39421
199307,463218,2199375,27276
199307,501170,1739157,26351
199307,418979,5021975,58105
199312,660750,7790618,8148
199307,347250,5284955,53590
199312,526455,6466441,12196
199307,261715,6307745,52140
199307,517350,5359933,9253
199305,446048,1279303,29219
199302,190176,3350285,48476
199304,480749,4068301,52388
199304,737620,8040969,29513
199302,165691,1874388,51414
199302,192616,7200082,13956
199306,5102,4591368,27638
199306,133906,2496651,36393
199306,367875,4522978,4561
199309,35971,2643060,36706
199302,231762,8048700,21307
199302,660758,3743372,6377
199306,373768,8204996,23288
199306,793707,3030527,50519
199306,623402,262423,3896
199306,470121,4445141,38771
199311,547490,6561921,2688
199311,193061,4589696,1962
199312,198530,4675509,1177
199304,261716,657658,32126
199304,397541,160575,12194
199304,450113,1368196,21063
199309,406579,3170163,41385
199305,457184,5309817,52530
199305,56191,337273,49444
199303,496699,6211239,17271
199305,191306,4703311,7850
199301,466218,3597569,17064
199307,537714,1387338,25131
199301,665159,2093111,57390
199301,367038,3429982,8082
199306,505130,444963,43775
199303,733759,6676089,55355
199302,60081,2164405,20880
199306,208275,5738811,34099
199301,278560,1507779,4357
199301,785656,7264297,27505
199305,87607,7261808,23505
199305,468411,4683029,54023
199305,634879,7821278,18573
199304,539431,4849412,33009
199306,583806,6173911,10968
199306,15455,4884283,10867
199306,318564,6736915,12611
199302,139178,1669957,47143
199303,237175,653950,17777
199303,596641,1204170,25727
199309,429840,4509501,51399
199309,319637,1285537,41320
199309,168187,369022,54303
199301,461980,4948114,20580
199301,370685,4129335,12598
199309,278684,7077986,52129
199309,395191,4366581,15136
199304,373933,6034808,41838
199304,12820,1512751,12335
199304,251187,5183226,5413
199311,700633,6403712,49787
199309,59364,3337513,36137
199303,115883,2977443,24948
199312,274898,6721766,58857
199312,394662,3304258,10088
199308,792655,173014,16004
199308,278400,2701644,27612
199305,647050,879371,16295
199305,75565,452924,45467
199302,596518,5221260,22484
199311,429838,4458416,34299
199311,285677,7658211,39239
199311,569706,2636884,17242
199311,645573,4359728,43435
199304,13647,5562120,56654
199304,407280,2703391,21293
199303,374592,2101557,3666
199310,221502,3804988,16498
199310,724599,944911,45765
199305,627216,5377518,6264
199306,463222,3484488,17820
199306,556249,4221081,37159
199312,754057,3017530,5551
199304,529986,4741537,53174
199312,687778,2768680,14615
199312,72,762102,5319
199312,561384,4766797,56240
199311,697257,4136417,566
199311,343537,6040747,31089
199311,213136,1424704,28166
199301,654780,4420143,11088
199301,75815,8509929,43715
199307,752200,1487577,16463
199305,572142,1766544,14744
199305,774347,4549613,53834
199306,49605,1357165,4616
199306,628643,1400304,9649
199306,791244,1942730,34276
199306,366041,5098980,27961
199306,36255,117933,4104
199303,406490,1935507,37469
199303,673269,2828557,30071
199304,574959,8680813,5892
199304,126198,5211376,23500
199311,342152,2127957,34009
199310,623175,4892213,20802
199304,280790,5152969,24184
199306,340276,1934902,14961
199302,403483,4303571,25299
199312,494395,2475857,4791
199312,328440,6541855,38751
199303,212648,5752482,46300
199311,731939,1365833,15369
199306,36256,5319819,35704
199306,548914,1332802,12681
199307,511156,4918285,30563
199307,583040,2668295,59612
199312,127369,2302597,7587
199312,676309,5360861,8593
199312,505203,2841639,50896
199304,160214,1135321,25011
199312,470865,5520370,53430
199309,374340,3500466,18017
199309,328902,5109134,47022
199301,204284,582252,45969
199309,568791,4556436,3472
199309,304213,3012570,32406
199302,418277,1419957,26246
199310,583151,1588325,7911
199306,136822,5282766,32838
199309,682102,849910,8832
199303,713967,3882622,42592
199310,134504,6483239,16855
199304,744841,8587978,39011
199304,636933,3298503,10594
199308,30817,4282134,46984
199306,117679,1645769,45394
199306,771975,1418529,28941
199309,228573,4120280,19402
199303,322277,2394536,507
199303,726210,5088116,58018
199308,465105,3495951,50379
199304,577466,3208811,55175
199304,235328,2751489,28415
199305,357790,3584693,46189
199305,573954,590127,16317
199303,231620,7602889,2333
199304,1621,6180314,22414
199308,197450,1685173,37778
199312,126109,786624,53727
199311,491659,2561777,37665
199305,209055,3054078,45584
199305,524960,3733672,42763
199302,135337,3061668,31539
199304,663082,2838355,3317
199304,405510,2334143,53328
199303,569341,3830429,30768
199302,671896,7609661,50870
199302,552055,3221457,25492
199302,785769,2937892,28849
199302,617468,5159341,25690
199302,170002,3743424,59537
199311,252222,4833048,51938
199311,682654,4860761,35042
199310,535162,5865986,15744
199310,50934,738892,2893
199304,325799,5780903,85
199304,226357,4481423,54215
199306,517721,3578244,28454
199306,433980,3563793,2781
199306,58298,5483705,51552
199308,500482,4745354,15350
199308,391331,6133043,41785
199309,51577,3445396,27958
199309,447351,1526836,18448
199305,398000,3408160,19009
199305,500797,1743836,56781
199305,338515,3013790,23837
199311,242733,5747719,12852
199305,225866,3193076,35194
199305,220898,5645803,46925
199308,282936,8928734,27930
199308,101117,1972346,34356
199303,418450,6773728,14083
199311,124852,2415505,54161
199302,250301,2184752,32636
199302,402231,2638112,37442
199307,561216,5436997,17397
199310,679464,6300571,52664
199307,460092,312464,39126
199304,268036,196787,25991
199304,520673,2347398,48922
199304,542370,1937744,39375
199306,43880,2527897,21103
199306,683390,2039439,9486
199305,743848,2410165,34168
199304,661711,2815120,28559
199304,68111,1797797,5401
199311,323057,4400082,23784
199311,619920,540927,52344
199311,595208,5874735,25446
199311,460217,466167,45751
199310,5483,6123196,46836
199308,255354,1026522,38483
199309,174363,996090,7839
199309,112856,7215629,46258
199303,637455,4912457,55565
199311,697209,4137163,26720
199305,251965,7138721,37142
199308,761084,3254232,40096
199308,216322,364063,16511
199311,461577,5940341,17408
199311,117250,4916930,6462
199311,218728,6847020,59395
199310,690410,4210942,2310
199310,511029,706160,970
199306,146208,122911,2835
199306,506559,4859405,51208
199309,670898,732593,29413
199305,147103,3757376,48638
199311,473761,1360036,22032
199311,88392,2435007,18999
199307,172423,7181006,56013
199308,311260,739867,16995
199304,571294,4682876,5783
199304,308797,1576445,11459
199304,349723,2807972,34749
199304,99211,1526074,33517
199304,733823,1470577,56347
199305,112133,5050023,28328
199311,452704,6981249,58882
199311,594687,1234690,46170
199309,349742,4740917,13843
199309,504127,1679683,25092
199309,455280,3510608,34532
199301,310562,308219,51612
199311,317335,5902876,59774
199310,793624,5101242,42520
199310,33777,8131289,20156
199312,311301,5976168,15917
