"d_year","lo_partkey","lo_revenue"
1997,543199,5142583
1996,87348,1281926
1994,535131,4669104
1993,580152,239033
1996,568723,6672290
1993,445117,4533000
1995,91405,381217
1996,213618,306320
1996,175066,342318
1995,574715,2550308
1992,325785,3226792
1992,436191,4873883
1993,184269,1706460
1994,411478,4172518
1994,311845,6491477
1994,169332,3329560
1997,503053,1434088
1994,403586,6357442
1993,450318,722925
1996,567955,4450446
1997,245702,5486807
1997,115890,5671928
1998,154828,9037536
1998,580955,195449
1997,14302,4203532
1997,295937,5740772
1994,336784,1442049
1994,317781,5234420
1996,448768,499571
1998,461782,4228618
1998,94936,3301890
1998,40958,892506
1997,290190,1518891
1997,418692,956737
1993,240814,4079910
1997,280057,2716007
1994,485373,3803380
1994,331289,6205269
1994,316625,1045705
1996,328940,1630274
1996,81089,2089866
1993,552329,5453372
1993,592799,1284511
1995,258488,5634000
1997,517342,2930693
1992,534857,5448470
1992,288235,1761436
1996,202356,2929415
1996,194509,6757149
1996,302293,2486937
1996,548515,6041325
1994,241420,123888
1994,515530,6296407
1995,139308,1348647
1996,348262,4061775
1996,251829,5700372
1997,502847,5956420
1997,347042,4375722
1992,315415,3123993
1992,397665,6909588
1992,21304,1058659
1993,128589,6405616
1997,108881,183318
1997,552880,2876095
1998,555332,2855083
1996,328462,6653368
1996,445148,98380
1996,200991,4540752
1992,532597,2190142
1993,70694,4241630
1993,397495,5876251
1993,415741,2803170
1995,224507,4026781
1995,477514,1097736
1996,277836,3411795
1993,341764,7800840
1993,299272,5672362
1996,473065,2703056
1998,451476,4385126
1998,463718,632315
1998,293411,556142
1996,544811,7979897
1995,338532,3144181
1998,31745,1115032
1995,93118,303333
1995,284541,3432442
1993,131399,2038305
1998,380075,4158216
1994,515610,7029051
1994,281854,6039913
1994,116442,3427334
1993,191011,4765091
1993,449598,5975167
1993,571939,2815274
1992,417688,1982990
1997,414780,915170
1996,399886,9035708
1993,432665,4249722
1992,449718,4963045
1997,260446,4098337
1997,346809,2934003
1995,163894,3571191
1995,576036,5284271
1995,414150,2033552
1997,359728,1213855
1997,199781,5883079
1994,104599,4286396
1994,442308,2019202
1998,413818,3600391
1994,452478,140184
1994,530133,3238098
1995,195099,709289
1993,364657,1267127
1993,389700,7087172
1994,557513,7161434
1993,85142,3061312
1997,437387,5353063
1992,142394,4007528
1992,401573,135658
1992,435585,4196745
1994,230877,6488409
1994,147594,3545834
1993,236740,5674054
1993,286850,7604517
1992,231882,2002512
1996,36847,7877437
1992,70964,6129953
1992,482683,333132
1992,599806,3430404
1994,245715,154445
1993,378411,1540039
1994,386574,3487176
1996,461265,5763328
1996,42564,3880898
1996,78590,4548911
1996,252075,2567650
1995,484596,3120045
1992,16374,4678881
1992,179388,5414632
1994,475543,6771080
1992,463860,2476774
1992,206981,1972928
1992,525312,5843957
1992,419488,1774807
1995,437641,445170
1998,439833,4786587
1996,435326,6056762
1996,112181,238636
1996,419266,5575368
1996,186868,1067353
1997,10492,5301412
1997,533082,2787650
1995,457390,4715795
1995,151916,7598100
1995,236322,2536752
1993,272219,5603404
1993,426047,3146746
1996,445923,2433307
1996,14667,7117470
1994,211362,2521233
1998,91857,1891373
1998,584039,533429
1998,597859,534214
1998,80132,400366
1997,387579,7757836
1998,4580,6319857
1993,91118,322751
1993,141787,6034974
1993,403597,682759
1997,588110,5175748
1992,40044,1771272
1992,361251,2519500
1993,490513,3142294
1997,584979,6806907
1993,5377,3518823
1998,359761,5280175
1993,94620,150159
1992,415574,5923940
1995,153012,2191790
1995,59514,1458774
1995,196095,214396
1995,554545,5801459
1995,33197,4263076
1992,439160,2964380
1994,96778,4820275
1998,343639,3715224
1996,452973,5373400
1994,15472,3651821
1996,334922,2739674
1994,67933,7904066
1994,334112,5042840
1993,530835,4343605
1995,65761,334991
1995,221455,1335146
1996,367947,7848152
1994,265293,4515966
1994,178466,6533065
1994,63988,1616239
1995,504485,3780249
1992,406828,2654244
1994,210057,3191232
1995,456425,3617886
1992,122729,164661
1992,215191,508842
1995,115878,7999706
1995,554504,2267588
1994,206072,1760508
1994,245545,4069146
1992,227025,1130987
1992,198648,3301149
1992,264831,3104972
1992,212638,5644256
1992,374066,923440
1992,119279,3341746
1997,441633,6518885
1997,569098,1410987
1994,304216,3045619
1994,443453,132660
1997,48194,849789
1993,401967,7729935
1993,456243,2232947
1995,346237,2515111
1993,44307,858391
1993,167132,3928349
1992,163493,1643653
1992,425298,4664328
1998,242907,1054437
1996,406730,461552
1996,438036,1992824
1994,441315,5668380
1995,477844,5891765
1995,200692,2572178
1995,227974,6923134
1993,422563,1601412
1993,406409,828689
1997,369299,1543419
1994,10882,4044737
1996,42751,6544650
1993,209639,1502161
1992,113244,4443086
1995,89483,5066803
1995,288955,6220608
1995,212628,573106
1992,579297,6204225
1993,7135,2830425
1993,510697,4098408
1994,152713,5244158
1994,101775,835081
1994,469938,1699947
1995,157270,3089884
1995,230977,1717164
1994,93909,8859902
1997,594398,5645635
1995,458787,3610231
1997,122640,3001065
1992,98012,643376
1998,267724,2177230
1998,235081,199149
1997,440443,1207725
1997,312584,4751392
1992,172053,101254
1997,166614,3211645
1992,581279,2584475
1992,441432,5669436
1992,136450,5351220
1996,532831,5766628
1996,251198,4104870
1992,215577,5119480
1995,202710,5399319
1995,141302,3387802
1995,54158,1739402
1997,50839,8682465
1992,324598,7301610
1996,464959,5244633
1995,555586,443221
1993,262754,4403438
1993,590235,2170693
1998,593370,134628
1998,166887,4445077
1998,463296,2432909
1997,164580,2368195
1992,272853,2103367
1998,269821,3663997
1998,65440,269844
1994,491872,2035324
1992,273300,741054
1992,343295,5912521
1992,144704,3451933
1992,51556,4527172
1992,262335,6356868
1996,131244,2326037
1994,65919,6344607
1994,446283,1829138
1992,595950,3682674
1992,507334,2414358
1993,586833,3248318
1993,140498,3467756
1995,404684,7943300
1992,481925,4153228
1992,479521,5401800
1996,290776,7888583
1992,252031,3538872
1992,424174,2222655
1995,100333,2975992
1995,285111,3472444
1992,382271,1493999
1992,135841,7803900
1996,277266,2454175
1996,393104,1741765
1996,529585,939673
1998,216413,2991150
1997,52147,1357437
1993,466835,8564002
1997,269544,3341874
1993,563714,1244383
1994,337948,5719478
1996,561493,6715310
1996,421457,1281939
1993,239545,2204527
1993,24562,2378496
1992,232664,3252376
1992,255841,5514471
1992,318672,1692350
1992,314732,324889
1993,186775,8750319
1993,436532,1973677
1996,130094,4286155
1996,75007,714896
1996,574792,4121828
1997,193727,4424349
1996,405138,5111239
1996,340439,3231053
1995,518255,1991331
1993,349673,6973327
1995,142744,503860
1997,73533,143120
1995,454785,6412755
1992,346627,6396537
1992,477599,3976109
1997,172114,3309246
1992,219308,5137435
1992,93402,6767690
1992,65173,5244687
1992,356916,3673539
1994,386357,1273025
1994,89525,5755176
1994,444436,993895
1992,284761,3299467
1998,517809,6623904
1994,293377,6446173
1995,423727,465497
1995,18252,1958998
1997,227476,3825831
1997,372152,4947973
1994,392825,4986306
1995,92904,5762782
1995,230823,7913190
1993,173131,1868809
1997,496694,1927363
1992,573659,4672903
1992,75582,1679071
1995,551914,2140854
1996,199899,7515826
1997,199604,2698502
1997,139187,3028664
1994,403263,3673656
1994,361418,2692508
1994,480028,90720
1995,96216,1854681
1992,148477,2928902
1992,155722,6214909
1993,384120,596034
1993,493985,7789186
1993,551469,3801100
1994,143758,3048561
1994,246689,2708669
1992,471754,3106314
1997,87296,862370
1997,252869,4795109
1997,367677,6795450
1992,245503,6596423
1997,393293,3726320
1997,472147,2314340
1997,159259,6394830
1994,321668,6919116
1995,447596,1680947
1994,123842,8045502
1993,589017,4051241
1998,180761,1768089
1997,5220,2565501
1995,506708,162894
1997,267108,2373798
1997,511022,2935786
1992,482677,4107633
1992,342991,6313473
1993,171089,1618311
1993,575071,3919491
1993,420164,1381194
1997,371914,1680071
1997,349793,1050384
1997,343690,7333466
1997,50335,1480700
1996,351385,4692620
1998,127075,2049850
1997,193132,911496
1996,575618,4647210
1996,4674,1082967
1996,547703,637247
1996,29919,5093747
1994,409608,3569348
1995,157428,6559614
1992,716,5742553
1997,246972,2552216
1997,45802,2397981
1997,102729,8062888
1997,354458,4310454
1997,562521,6983235
1997,287398,4344551
1996,31164,1626312
1996,571627,2598858
1996,124797,2942190
1996,460610,753883
1993,516997,4398510
1995,456740,2095449
1995,435777,4196237
1995,495148,1156837
1992,244153,4127440
1995,438378,3027605
1995,416412,3829748
1995,383656,4368236
1994,86921,2056737
1994,574106,4625913
1994,389770,2577627
1994,58448,3622989
1994,120631,4646035
1994,504318,3604562
1994,514135,2068398
1994,110875,5853740
1996,58900,3762413
1995,307722,2546133
1993,378380,3465087
1995,499705,4343524
1995,333475,137269
1995,218155,4993320
1997,550518,6237884
1992,97268,1151386
1997,55951,5072487
1997,153768,7755232
1998,153397,6271486
1995,335636,3405089
1995,477456,5108744
1997,565249,4110880
1993,599522,2480895
1993,357274,3099173
1993,116743,7126947
1993,39440,6069536
1996,109556,422698
1996,507329,6157670
1996,131445,4650786
1996,587212,498888
1998,174632,168956
1998,438542,6332184
1998,4070,3900176
1998,334788,328098
1997,234333,6209868
1997,30535,2637954
1994,287804,1596484
1993,528418,5496282
1993,96140,1462212
1998,587841,5612866
1998,242697,6722688
1998,105828,7760726
1997,572378,6271313
1992,311045,3474338
1992,275155,1156133
1994,33561,4059224
1992,377059,2852596
1996,576992,2979316
1996,583762,526035
1995,166178,3981344
1997,572360,1088578
1997,213805,1531441
1993,394307,4842858
1992,468532,4159413
1992,2595,3952140
1992,386859,180963
1997,524132,2467138
1997,33413,3826497
1992,27916,2146311
1992,441827,2092490
1996,548034,905642
1993,250673,7325953
1994,55775,2866155
1995,516186,1666193
1995,127037,3760282
1993,165395,4753569
1996,236606,2221329
1996,422464,255104
1996,308480,6506102
1997,28715,739669
1995,498333,2066193
1995,342325,2215042
1998,196311,6130242
1995,198238,3642562
1995,456428,2141666
1995,172185,818424
1996,32589,3797863
1996,164352,4430342
1997,451078,2009734
1997,415116,2326139
1993,165282,4045881
1993,54117,207795
1997,573974,8650540
1997,464106,513638
1992,345389,2226142
1995,368085,3646007
1995,442530,4570671
1996,492581,2070804
1997,243352,5222810
1993,360565,1375215
1993,2807,7312814
1993,123467,2772255
1993,306851,7945981
1994,201743,3823997
1993,134082,2756717
1997,272643,4362201
1994,249030,1233565
1998,554423,6660119
1996,581717,1521691
1995,399475,5923118
1995,566457,6398406
1995,165844,6669161
1997,487517,5037032
1996,87990,8099869
1996,297838,726984
1994,354836,9265018
1997,520161,3477276
1997,334726,6222349
1997,456940,1456834
1997,379288,1443837
1997,287424,129849
1993,86453,4845188
1994,37504,2191080
1994,324659,4478482
1994,334426,4917200
1997,525861,5043523
1997,67240,5505014
1993,26926,3168493
1993,135263,1246329
1997,84734,3440897
1995,4002,583464
1993,2325,1580788
1993,70532,3570011
1993,148777,2159885
1997,344378,392571
1993,426557,569675
1993,593235,5668800
1996,293349,3533012
1994,247495,2378649
1998,134291,385659
1998,31785,6628487
1996,381620,2909753
1996,490036,4777102
1996,428578,3118558
1998,141270,3780391
1997,525377,6170340
1996,113888,4612059
1996,421317,1480994
1992,431695,1776323
1992,285223,1739822
1992,140710,5490226
1992,161196,1931043
1995,568691,1583703
1995,259308,230646
1994,213487,2218344
1992,6227,4177048
1993,445498,1073941
1998,346821,1563356
1998,7526,5642334
1994,507043,2493797
1992,124686,1693573
1994,259534,1630923
1997,215055,4097448
1997,538988,6161958
1993,115324,5917115
1993,238285,4764636
1996,495989,182616
1996,408873,4231893
1996,143834,1765160
1995,400892,2753848
1994,476097,1168573
1994,150843,3522542
1994,523920,7542332
1995,184556,1432200
1995,545544,906026
1995,345982,6424608
1997,543595,3727746
1997,594401,710305
1997,358394,6974328
1997,120444,4217587
1992,32900,3002290
1992,335628,3673250
1992,343160,1072006
1992,213591,7005324
1992,19889,4254485
1995,338980,197859
1994,255582,4243693
1994,134692,2222250
1992,525000,4624709
1992,485399,2984701
1996,445552,6469329
1998,458728,4705893
1998,97868,7541806
1998,261466,2468061
1998,111090,4657610
1994,556229,2867281
1997,114180,1827095
1997,208750,6989930
1997,69239,3363712
1995,332799,3553653
1998,208515,5637060
1998,506166,5686051
1997,578394,3392340
1995,73140,3105660
1997,58046,1867514
1992,104416,4452985
1992,518089,4633046
1993,13893,2856693
1993,552069,3727458
1996,399386,698123
1996,328000,4583807
1997,53012,4446766
1994,518873,2213464
1992,397672,168117
1998,397662,6334740
1998,523453,6444616
1997,579345,4230230
1997,206286,3457583
1997,317285,1750250
1995,493297,6257809
1995,40762,1982012
1995,84650,4456055
1992,415640,4529965
1992,567872,7852512
1992,351087,1375926
1992,332974,8284730
1994,452390,1147726
1994,401181,398234
1994,532056,2997522
1995,263709,1522147
1998,69068,3526004
1997,74801,1894778
1997,151681,157673
1997,258370,3350123
1997,216435,2705542
1997,163300,2137654
1997,169445,2562432
1998,269503,4429249
1998,399640,7603922
1993,397228,3148698
1996,210089,3296931
1994,18322,5894000
1994,130448,6357292
1994,347489,3032991
1994,444411,5367344
1997,139069,4406754
1997,432447,4895561
1992,19051,1024372
1997,279142,3056200
1992,141549,1447391
1997,112015,1540515
1994,318942,5188620
1995,113941,4105374
1995,400688,2646707
1994,185463,5328250
1992,220638,3394674
1996,426016,4380253
1996,512575,5080160
1995,135193,5364733
1992,514076,981045
1995,21576,145264
1992,181889,1702840
1992,4336,4018669
1996,598421,2285177
1997,444206,5635882
1997,562116,4181041
1998,587740,7818986
1993,300846,1447914
1997,296518,1817400
1992,312905,3534671
1995,261402,2306855
1992,395038,4532080
1992,519437,1071917
1996,449571,3535278
1995,339852,7230612
1995,483918,1844833
1992,4328,5668672
1992,137530,5502030
1997,70562,6308016
1994,14576,4173596
1994,243794,2528469
1994,543958,184177
1998,521388,2008338
1998,214794,8202144
1994,101856,5462079
1997,575445,6014781
1993,329108,206950
1995,101691,7447836
1995,249604,5056935
1994,258161,2779968
1994,487021,4939200
1995,412763,1260156
1992,343953,6382220
1992,408562,4470441
1992,296072,5024154
1992,270455,4540026
1997,280502,3802586
1997,195263,6247996
1997,290762,5668393
1992,520920,6148771
1992,241085,2737554
1995,460071,1469246
1995,209666,6378231
1996,532241,2223042
1996,346024,4766894
1993,278742,7116939
1995,174376,3202416
1998,308539,4605419
1995,413378,1611604
1995,477414,834834
1995,95145,2845789
1995,87828,7808026
1997,233606,5376248
1997,400481,1591441
1996,407057,3210219
1994,65339,1878235
1997,140363,2218712
1997,469652,3246503
1993,491189,4885862
1997,46638,7143512
1997,502278,869289
1998,574486,568007
1995,259594,5282172
1995,382053,4855701
1995,510134,3656575
1992,288225,2562299
1992,12007,2233170
1996,423472,5902753
1998,460404,5955518
1992,576325,133123
1997,275910,8769435
1995,236829,7716589
1995,430701,1599046
1996,381157,2328941
1997,464241,5315020
1992,140115,4145689
1992,455877,4090921
1993,516080,3551234
1998,116520,1000274
1996,135718,673424
1996,410043,1647771
1996,478951,1123219
1996,251828,3107548
1995,290389,3111858
1993,32428,3922090
1993,494195,4756680
1993,180870,756937
1993,266865,337060
1993,324065,1814357
1998,208405,1329150
1996,6808,6749452
1996,412298,5010517
1995,61089,4347331
1995,122206,5253011
1998,158998,2406678
1997,466720,4500115
1997,348022,1118160
1992,300962,7832170
1993,543704,3657894
1993,20855,1981848
1993,343713,7251657
1995,207210,2627654
1995,291291,1533606
1995,490773,3083035
1995,511856,1120698
1996,131120,1878627
1997,18552,936740
1994,497291,999697
1994,262258,2132979
1994,261777,7120222
1992,545082,820499
1997,133305,786920
1997,83097,2673222
1993,484121,719420
1995,51894,4319382
1993,94884,5416811
1993,292382,272125
1996,3420,5717174
1998,70883,862054
1995,558893,6353336
1996,402070,4068029
1996,377562,895194
1993,411921,5155947
1993,322849,5628592
1993,314635,1939953
1995,165334,1399330
1995,361026,1755521
1992,29137,5066249
1996,167788,8547722
1996,5133,4297858
1993,151801,3309100
1996,447138,1488770
1998,162247,1539666
1997,357535,5462343
1997,457227,1263541
1997,198538,6087891
1995,214189,202983
1996,592663,1776707
1992,490863,2899405
1997,300387,5868575
1997,195273,5787782
1998,584824,2244748
1998,138456,3691291
1994,390248,889922
1993,432699,2672675
1992,551529,2452936
1997,42176,1645946
1997,375713,1788700
1995,53253,687562
1995,82120,396763
1995,184414,5590567
1998,280876,2703588
1998,471083,1001357
1993,195539,1954897
1996,321415,6143482
1992,141241,4308326
1994,93374,5283517
1994,327293,4488952
1994,303084,4953777
1994,519666,4460203
1994,226361,5381123
1997,143211,595749
1993,102466,4409785
1993,340706,2682915
1992,44225,2447177
1992,489503,1611878
1992,214844,7738852
1997,573865,8918664
1996,60099,1592871
1995,592940,4828185
1997,464847,1319004
1995,397243,4909262
1995,257423,2650387
1995,137391,3839512
1995,318977,8215371
1993,199620,7050442
1992,269617,590215
1996,259217,4201386
1994,341588,3096183
1994,260696,2286218
1994,344961,5111160
1994,546071,2764698
1994,345849,9095184
1996,211482,3310884
1993,261697,4528196
1994,427316,5046514
1994,204050,3105400
1995,385548,4547747
1995,70601,942960
1992,570603,1522957
1992,366250,3549899
1994,197946,5892679
1996,286591,4694878
1998,315742,6718044
1994,398190,4748231
1995,504646,6909495
1995,574477,6927224
1998,420453,3499499
1998,12952,3224498
1997,301769,2061153
1997,170979,1229982
1994,462829,7489724
1993,526822,1331136
1993,502689,1507269
1992,282136,885551
1993,352338,1849125
1996,567601,8176042
1997,429117,1346317
1995,348600,6218481
1995,517970,1558552
1994,28050,3677468
1994,433310,1810230
1993,34618,2560253
1993,410803,8145596
1998,207718,4213814
1992,320997,3523393
1992,559690,5151028
1993,299465,5389176
1993,487195,1158526
1992,545291,4179852
1996,29429,3958435
1997,590553,6952131
1997,219256,2404541
1997,547991,3796562
1993,423241,3320355
1992,227356,4620024
1994,504950,1149498
1994,394521,5757677
1997,376372,3331228
1996,438757,462934
1996,595178,3315282
1996,48397,4964489
1996,396184,588878
1998,431204,5448864
1994,492608,5867726
1997,241767,4309467
1996,369250,6464276
1994,416123,798028
1994,114983,179818
1996,490610,5281947
1998,436468,5230134
1998,108188,947374
1993,35875,999600
1993,513883,6145826
1997,250956,4210523
1997,410340,5693957
1997,173485,1122105
1998,332295,3381909
1998,504314,3469739
1993,304410,531814
1994,17531,5214708
1996,470757,1641343
1994,461465,6561624
1996,368053,4896702
1996,451074,3075150
1997,9221,2899014
1997,233971,7781761
1994,242542,4453590
1995,588212,2392349
1997,309572,5219148
1998,260934,3638246
1996,303183,112686
1995,411477,1516187
1993,85785,5992319
1994,62218,3186567
1995,594356,6744034
1996,472098,4179693
1996,146799,3331650
1998,378356,3654698
1996,85648,6954405
1996,163661,496702
1995,172584,6316539
1993,396417,5137993
1997,57657,1776115
1997,276472,2607228
1992,120192,4906945
1995,194985,8272080
1995,320297,5690649
1996,64391,6051816
1993,1762,6388838
1993,202544,3710349
1993,350481,6836482
1992,77286,4598339
1992,97046,2327022
1995,281844,5189008
1995,369644,6055968
1997,80215,5507527
1997,308121,2459201
1995,277543,957933
1996,432057,2759393
1997,477474,6053997
1997,502131,4487115
1994,263579,6733274
1994,356652,1860708
1996,185534,6597965
1996,429884,4897422
1992,149194,1929430
1995,221939,1302644
1997,209062,92249
1997,507215,919086
1997,112881,6613428
1992,554418,5168088
1992,100686,5768445
1994,544936,8914095
1992,155016,1156690
1992,142206,244647
1996,590269,2453428
1993,143630,2624251
1993,481311,1116538
1993,227194,3060821
1998,282489,4613058
1992,409090,1798326
1994,485922,8513049
1994,427529,3425688
1997,269901,168380
1994,334938,6934813
1997,436664,2949979
1994,75261,4984600
1994,228608,5872846
1994,410448,3993754
1994,492126,1366318
1995,352915,8879164
1995,515479,283945
1997,455005,1367971
1995,589317,3645103
1995,471264,1263650
1995,369024,205485
1997,255798,4947413
1997,388108,1172168
1997,252142,2274696
1995,81631,5429725
1995,366281,4122646
1996,231429,2127681
1992,214923,1940832
1994,13983,5998250
1994,51700,8175915
1994,385564,4783695
1998,115103,4880506
1995,287149,627143
1994,116610,7319745
1992,546432,4447057
1992,31836,3984688
1997,37376,394011
1997,370867,6487921
1993,331824,918625
1993,554421,1208352
1992,558077,2995396
1992,396601,3547963
1994,405578,2278732
1994,13316,4087455
1995,190024,100261
1995,446850,7747930
1995,490341,4305488
1995,352350,3912528
1995,539183,5342061
1996,41619,5196831
1996,475407,3732426
1992,476037,3889958
1994,110779,2280166
1994,485411,1536029
1994,98414,2214658
1992,346324,5525089
1993,598994,3578978
1992,36244,531108
1997,174436,5075044
1993,22243,4910321
1993,350778,493765
1993,515513,6120073
1992,586993,1564137
1994,17390,721679
1994,457513,3993850
1994,304500,1131376
1994,329825,2759957
1992,475207,1182180
1992,462003,2292792
1997,229482,3211094
1994,442309,3003072
1993,276990,188830
1993,554760,2359162
1993,248685,2450505
1994,283530,4068341
1994,348303,1816133
1998,150011,2317245
1992,43988,6537820
1992,103286,4916024
1992,409312,3470906
1992,291143,907304
1996,470081,4544783
1998,328024,1958842
1993,505961,3328062
1993,475484,2167298
1997,442856,1964322
1995,219837,1581138
1995,167472,1981297
1995,392425,5927003
1995,331713,3731913
1996,74975,9554853
1996,95362,3335033
1996,186586,3693056
1996,419130,2937508
1998,424750,1823780
1994,516612,5511148
1993,319635,157188
1994,21799,1022149
1993,373353,530598
1992,198275,2609213
1992,54790,5030229
1992,227864,483799
1998,33446,4817004
1993,549429,3089856
1993,517825,2764200
1993,73379,6030217
1992,122644,3999936
1996,512939,1325346
1992,63433,1798601
1994,360877,4360185
1997,359402,4122581
1993,267265,702382
1993,372249,2524870
1992,257912,1531448
1995,50907,4540707
1997,342419,701472
1997,306099,5249130
1994,463403,2120621
1996,389448,2287695
1996,378568,968171
1996,33336,5965851
1996,470858,6583788
1996,95301,3892788
1992,128810,7951014
1993,564337,5483326
1997,10888,7555296
1998,403317,4153867
1998,494815,4281963
1998,77740,4582930
1993,83463,138860
1993,253228,1488324
1995,147583,6033146
1995,428192,325969
1994,9196,4830785
1996,435424,3450157
1995,258317,247408
1996,439732,7542755
1996,361018,2535650
1994,181584,2100296
1994,391255,3769472
1995,50828,3379758
1995,469196,321586
1993,403532,143551
1993,249210,4272811
1993,39589,6750209
1992,150709,5574729
1992,359408,6163038
1992,405419,3495065
1994,461139,3619361
1994,531037,4768664
1993,469177,3080851
1993,409609,7365113
1996,164768,2177318
1996,39803,819116
1996,398405,4666522
1995,429975,358130
1992,320561,6289824
1992,313036,2859628
1992,389055,4643658
1992,33435,373581
1992,335747,2647354
1997,164097,4323899
1997,204209,102413
1997,496419,420370
1996,261856,3930170
1998,34695,6937590
1998,523071,5142035
1993,301916,3260430
1997,61746,4334244
1997,576852,6558022
1992,84917,7227258
1992,392664,4567290
1993,561374,4176868
1993,579686,4864393
1996,556207,3524272
1993,382079,4528134
1994,334552,3490388
1992,461965,2697716
1994,74498,4741417
1994,463598,4990777
1994,77325,6055788
1996,17513,4863734
1996,331320,502687
1993,300850,4175495
1993,373308,6699256
1993,151610,4190580
1992,407320,1350030
1994,315779,6138079
1994,154300,5123316
1994,106594,2407287
1997,470155,2510165
1992,232065,1593285
1996,240975,6504684
1996,50636,7311191
1993,229394,5965797
1993,315720,7984266
1997,346479,4118742
1993,341589,1061501
1994,359991,2813944
1992,275223,647033
1997,119696,7008593
1997,473780,499821
1997,215176,1176270
1997,344058,2534692
1997,371970,8913155
1997,246612,1795507
1995,459161,1847110
1995,508496,4477302
1996,314157,2238048
1996,427630,3009302
1998,63093,2561018
1992,578513,1375047
1992,502377,507600
1994,383705,5323141
1994,446847,7103527
1996,169483,1142625
1997,429641,4570504
1993,523005,4070800
