"lo_discount","lo_extendedprice","lo_orderdate"
5,4789727,19940805
7,4955040,19930320
6,3321051,19930320
5,6339036,19960901
7,2979090,19940309
6,4328250,19940709
6,3209052,19960809
7,6527115,19970110
7,6061350,19970112
6,5577264,19970112
7,6169344,19920503
7,5503040,19980318
6,3936576,19970504
6,3553102,19931206
7,5396100,19950822
5,6591840,19930203
7,3851640,19930212
7,3979960,19930212
5,3268876,19960124
7,3920676,19980406
7,4921614,19950909
7,5060594,19930524
6,4991922,19951212
7,5153728,19921225
7,4479090,19920915
7,2775708,19950201
6,4059926,19980320
7,3361477,19920321
6,3194424,19940204
6,4929015,19930929
7,3203480,19950808
5,2994570,19970727
5,5865020,19970602
7,6521408,19970106
7,4728595,19970415
7,6137184,19970415
6,4046428,19920223
6,3978238,19970518
5,4920192,19921016
6,6200403,19920115
7,4666802,19980702
5,4897408,19940108
5,3966990,19940111
6,6728328,19980721
7,5179052,19921006
5,4778124,19980305
7,6816864,19980130
7,4510512,19970530
6,4621617,19970530
6,5649848,19970102
6,5034540,19970102
5,4674796,19930422
7,4269816,19920123
6,4260993,19920319
5,4691726,19960624
7,4964883,19950204
6,5771610,19951122
7,6435622,19920725
5,5574946,19930315
7,4032780,19940719
6,4499685,19930805
5,5016795,19960314
6,5128770,19940827
6,3663352,19940827
7,3692483,19920601
6,4683112,19970730
7,4220863,19970730
7,6029940,19920511
7,4480650,19961123
5,4753782,19950709
6,4673655,19980610
6,4783968,19970826
7,6116950,19970826
6,3470013,19930413
6,5605352,19930413
7,4012005,19940126
5,5657785,19951123
5,4165816,19951123
7,4364928,19970122
6,5264730,19950810
6,4778394,19920928
7,5010498,19941124
7,3713276,19970621
6,4819188,19940125
7,4654221,19970807
6,4919049,19930611
6,3899934,19930829
7,3633927,19930829
6,5030436,19921001
5,3297966,19961014
7,4497228,19921016
6,4243131,19980223
6,6942664,19960905
6,6061539,19950225
6,5054032,19950102
5,3771660,19950102
6,4013262,19970707
6,6215376,19930525
7,4366516,19931206
6,3454190,19940803
5,5227712,19920321
6,4182123,19940404
6,4465350,19980118
7,5361520,19930508
6,5241918,19920318
7,4548712,19941205
6,4810260,19920221
5,4452968,19920705
6,5139882,19951105
7,5647635,19970810
6,4408820,19920328
6,4182892,19920328
6,4645318,19930810
5,5179580,19930226
5,3323574,19970228
7,6548150,19931208
6,5309262,19921123
5,3313233,19951028
5,4545968,19971012
6,3540600,19920421
5,4494825,19970909
7,3635328,19930316
5,4432350,19980721
7,6092695,19920516
7,3224124,19921112
7,3953585,19940528
5,4405104,19970906
6,4708648,19970308
6,3789088,19970708
5,6050816,19950801
7,5956038,19940902
5,3294574,19931205
7,3964707,19971031
5,3913175,19960326
5,5445248,19960326
7,4316340,19950822
5,4134256,19921115
7,4848480,19980330
5,4891256,19980330
7,3916168,19930528
5,4125664,19971126
5,2610608,19930824
6,5526180,19960524
5,4280052,19970320
7,3540420,19950401
7,4815990,19960212
6,6054207,19931118
7,4674306,19980618
6,3715616,19930209
7,4935476,19930725
5,3680651,19960617
7,5332203,19920208
7,2999916,19950108
6,5253756,19950227
7,4003110,19941009
7,5307776,19940730
7,4012340,19931119
5,5322598,19970305
5,6483072,19970421
7,6806426,19970621
7,5767740,19940615
6,3241824,19960913
5,3387330,19970523
6,5288612,19960309
7,5714688,19961022
7,6156992,19960210
7,5642606,19970813
7,4366066,19950202
6,4743725,19980530
6,5210730,19940422
7,2769182,19980227
6,3968070,19980217
7,3990492,19980217
6,5475465,19970317
7,4873120,19970317
6,4241160,19950117
6,4021704,19950117
6,3776873,19950117
7,5501508,19951027
5,5216176,19951027
7,4162689,19951027
7,6393765,19951027
6,3873246,19920308
6,4187428,19930421
6,4407130,19940506
7,4750956,19940728
5,3386064,19920316
7,6338045,19950914
5,4425190,19951126
6,5102487,19920326
7,6367894,19960704
5,5181400,19940616
5,3806068,19940616
7,2867904,19940616
7,5834684,19950514
6,4235902,19960921
5,4192170,19940215
5,6982115,19930717
5,5629380,19930520
7,4084070,19930520
7,2738086,19951215
5,6102880,19960412
6,4996704,19951212
7,3537864,19930802
7,4630890,19940601
7,4936874,19921231
5,4616924,19930301
7,5404113,19951122
6,3727430,19921005
7,2649400,19980308
6,3845156,19980605
6,4258389,19970812
6,5257122,19920531
6,4366133,19951129
5,3692675,19970225
5,2769234,19940812
7,3448432,19920224
6,4140261,19921209
6,5135553,19930624
6,5095104,19950921
5,4635708,19970210
7,3393270,19930228
5,5798910,19950826
6,5333308,19930111
7,3585241,19951209
5,3222076,19970307
5,2874000,19961027
7,4798590,19961027
5,5272776,19930720
7,5727360,19930103
5,3427928,19921129
6,4886487,19930211
5,4489470,19941014
7,4719087,19970122
5,3918834,19931024
5,5596128,19920728
5,4330170,19941206
7,6182144,19931005
6,6140672,19931005
7,3279042,19940822
5,4283793,19970307
6,5420939,19920503
6,2913907,19950921
7,3224945,19940803
7,6348545,19960414
5,6044504,19930209
7,3360555,19930505
6,3897861,19980329
5,5383584,19940210
7,3202686,19951202
5,3888570,19951202
7,2882970,19920703
7,6978860,19980125
6,5160198,19970130
6,3537765,19931012
5,4356558,19931012
6,4949756,19921107
7,5393070,19970105
5,4543140,19970105
7,3155986,19960509
7,3124008,19931029
7,7171290,19920613
6,3440288,19920305
6,3037372,19940529
6,5864896,19930510
7,4347354,19960612
5,4948360,19920502
7,5315849,19971216
5,4273140,19961106
5,3381420,19970110
5,3888020,19921224
6,5142987,19980114
5,3562144,19930206
6,4852854,19960407
6,3012090,19921105
7,4909222,19970918
5,5337146,19941216
5,7034685,19920423
7,3757572,19980319
7,6203439,19930711
6,5110965,19940222
5,5400544,19980711
7,3436216,19980711
5,4400140,19941029
5,4158770,19970930
6,3663599,19961114
6,6003720,19940917
5,4355015,19950605
6,6041440,19950802
7,5714772,19921006
5,5999520,19930826
6,3703967,19950820
7,4374944,19920625
6,4519505,19931114
7,5014529,19930906
7,3447804,19930906
7,4650958,19940217
7,3349528,19960329
6,5711072,19940326
7,4819160,19941026
5,3664780,19940818
7,3276476,19931227
7,4039982,19931227
5,4862368,19930527
7,4501665,19940713
6,3631268,19961018
6,4172850,19960613
6,4887376,19930517
5,6070112,19930321
5,5338311,19940702
7,4699296,19930516
6,3791951,19951205
5,3889973,19960301
5,4188644,19980707
5,4982100,19980707
7,3254368,19961210
7,6124384,19950127
6,3479762,19930528
5,3586102,19960329
5,4785970,19950411
5,3121821,19950130
6,3537348,19970918
6,6095554,19950401
5,2732626,19970703
7,5741739,19920317
6,5781664,19971130
5,4255692,19920318
7,5501508,19931013
7,4543352,19960509
5,3866483,19930208
6,5701146,19930208
5,4207910,19930727
7,4594563,19970421
5,3638232,19951016
7,3556737,19950717
7,2640372,19950722
5,4062812,19940416
5,3328546,19971004
6,3057880,19941111
5,4401152,19980519
6,4656474,19940317
5,2769616,19950214
6,3318210,19950214
6,5045088,19950214
7,2633956,19940906
5,5283630,19940225
5,3959661,19950801
5,4673436,19980409
5,5477723,19971006
5,5580890,19940214
5,2810943,19940214
6,4410912,19940214
5,5076529,19961201
7,3481696,19940130
6,4750865,19970513
6,5355840,19930924
5,3962007,19920118
7,4733155,19931221
6,4374944,19960617
7,5202112,19950122
5,3600360,19940530
5,4560024,19970821
5,5846383,19930106
5,6265248,19920407
7,5218892,19920320
7,4096832,19970125
7,3143524,19951219
5,3985650,19960918
7,4159818,19960918
7,4572828,19970310
6,5230900,19931230
7,3171296,19970522
7,2859400,19941028
5,5964276,19950829
6,3603810,19950829
6,4181031,19920801
7,5802848,19920213
7,3765892,19980606
5,4784571,19980606
6,5688097,19941005
7,4982190,19960514
7,5007575,19960824
5,2519100,19930412
7,2898030,19930412
5,5417220,19930428
7,6190754,19930428
7,5234180,19920703
7,3461406,19960521
6,4479253,19970406
6,3863072,19980206
5,5272890,19960727
6,5605352,19921129
7,4962198,19941104
5,3829058,19920309
6,5352675,19950104
5,4555388,19950104
5,3006201,19931014
6,5276425,19920102
6,4200820,19970408
5,5858304,19931124
6,3734692,19921020
6,4353280,19940607
6,4978225,19930829
6,5283630,19920416
6,4131840,19940903
7,4903650,19970118
6,4529655,19950926
5,4583040,19960729
7,3297764,19961210
6,4086840,19970330
7,4564512,19930111
7,5852211,19971227
7,5125432,19920515
6,2690856,19920801
6,4355372,19920801
7,3675753,19960901
6,6276006,19931004
5,5420844,19920319
7,6712475,19970615
7,4360832,19921022
6,3855630,19930927
5,3507420,19970515
7,3245994,19930219
6,2965480,19980328
7,5343474,19950929
7,3211572,19920814
6,3347035,19950619
7,5141220,19940711
7,3672238,19980312
6,3411850,19970412
7,3938130,19930208
6,6704528,19951016
5,3391080,19970927
5,5559147,19940908
7,4747828,19921230
5,5056938,19960320
7,5567104,19970318
6,4308336,19970705
7,2675835,19980614
5,4996784,19941001
5,3706465,19980609
5,5128725,19920123
5,3239532,19921026
7,3726820,19961103
6,5925350,19921117
5,4275968,19920821
5,3584784,19980731
6,5554394,19921017
7,2906512,19980321
6,5675573,19980321
5,3696780,19920724
6,4319664,19941125
6,5163488,19941125
7,5140492,19960703
6,3553136,19960205
6,4940070,19920129
5,5525568,19980607
6,2823860,19920513
5,3829182,19980622
6,4475828,19980610
7,4119072,19920419
5,3953730,19920419
7,3968692,19950322
7,5331579,19941018
6,3602196,19930125
7,5747670,19940113
7,6293026,19951107
6,5807490,19951107
7,4199488,19951107
6,3766816,19930128
6,4123050,19970819
5,4689688,19960809
6,5260640,19940817
6,5326134,19970604
5,6530337,19930718
6,4736524,19920512
7,4194288,19920414
7,3894251,19920529
5,4559247,19980419
6,3729672,19980218
6,4764555,19930109
6,4145288,19940806
6,3738960,19940323
5,4778704,19940426
5,4892100,19980425
6,4932549,19970806
5,3402366,19950928
5,3385355,19970110
6,5691279,19980623
7,3996860,19960624
6,4056914,19950130
5,4045788,19960524
7,4399920,19920710
6,3997431,19950727
7,4207170,19970804
7,5185152,19921014
5,3807660,19951125
6,3971289,19930221
6,3393638,19940609
5,6137760,19940609
7,3508180,19920907
5,3281590,19960614
6,5390187,19931007
6,4567260,19930411
6,5907055,19971027
6,3756690,19950702
6,4006530,19930711
7,4687340,19950103
7,5684904,19970417
6,3472496,19970417
6,3217508,19930807
6,5003392,19980423
7,5711310,19950516
5,3994704,19950516
6,3937725,19941128
7,3289468,19971224
5,3313467,19940328
7,5762184,19980126
6,5349024,19920504
6,4243266,19920504
7,5341220,19941212
7,3776480,19941204
5,5833245,19960501
7,3872675,19920426
6,4452805,19920424
7,5160295,19950516
5,5615790,19940710
5,5535432,19960105
5,5427263,19960619
7,5516478,19920909
5,3659448,19970819
6,6085490,19971213
6,4151328,19931218
6,4975662,19960825
5,4200534,19920511
7,3253302,19931012
5,6031839,19921123
5,2876016,19980503
7,4609228,19951225
5,3300129,19960119
6,5878016,19970709
5,5788168,19970709
6,3227532,19951218
5,5378978,19960524
5,3979786,19930823
7,3867291,19980626
7,5910590,19971011
7,4263875,19950921
7,4205520,19930422
5,4239690,19950217
6,6165856,19930628
7,3838358,19951007
5,4070430,19970825
6,3869412,19921022
5,4257957,19980606
6,3851809,19930318
5,4657056,19960531
7,5171114,19960709
7,5097438,19970821
5,4891725,19930428
6,3957800,19960327
7,4915710,19960327
6,3366384,19930505
5,2822596,19961125
7,3792320,19960701
5,4281382,19980308
6,3220252,19930315
6,6129418,19950504
7,3843712,19940117
6,6194090,19960128
5,3501270,19980501
7,4788576,19941224
6,5791136,19980604
7,5159133,19971209
5,6697524,19960309
5,5976645,19921105
6,5057920,19940819
7,5180340,19970326
7,5536278,19931210
6,6381018,19950725
5,6252352,19970504
5,4658628,19930423
6,4099025,19961107
6,3257504,19971019
5,3486264,19980414
7,4596358,19941017
5,5679345,19950926
7,4583844,19960725
5,6659235,19950907
7,6129248,19950907
7,5762624,19960312
7,4189050,19920522
6,3635212,19940911
5,6342144,19950404
5,2511600,19941001
7,6005640,19940419
6,3817548,19971226
6,4616950,19980423
6,4964365,19980106
7,5306490,19930815
7,4016223,19940514
6,4798612,19921126
7,4865792,19921126
7,3797523,19931010
5,3573840,19961219
5,4525587,19950623
5,3115748,19950914
5,3786664,19960208
7,4900014,19940806
7,3649767,19940202
7,3264136,19940202
5,4049473,19920604
7,4248639,19940309
6,5413981,19921112
6,5002690,19940516
5,6726370,19970718
7,6044078,19930110
6,4324170,19930929
5,4546192,19951201
5,5674779,19970922
7,3138720,19961115
6,4871333,19950512
5,5106349,19930929
6,3397086,19980422
7,4351293,19971211
5,4399260,19980627
5,6286467,19920718
6,4910892,19940607
7,4135264,19921220
7,6505472,19921220
5,4363996,19930408
6,3321304,19920826
7,4503912,19970407
6,3850272,19960519
7,3718583,19970401
6,3347392,19940213
7,4285600,19940903
6,3014368,19980109
7,5608647,19980605
5,4936750,19921118
6,5924520,19970430
7,4859264,19970601
6,5637310,19920513
5,4432560,19971228
6,5113185,19930911
7,3840480,19950614
7,5631770,19960918
7,4099200,19950905
5,4766272,19940512
7,5222320,19940805
6,4339618,19920722
7,5861511,19951104
5,4656771,19970108
5,5048256,19930531
6,5701568,19950905
6,4966830,19970813
5,3862323,19970813
7,5849088,19930329
6,5744343,19980312
6,5401410,19980312
6,4911334,19921204
6,4598298,19920524
6,5557748,19940924
7,6566703,19940924
5,2894751,19920218
5,4337445,19960918
5,3578020,19940618
6,3056786,19941113
6,3338567,19920111
5,2800168,19930408
7,5998190,19930408
6,6593367,19930414
6,3597426,19940728
6,5298546,19971002
5,6386912,19950723
5,4852620,19950723
6,2827224,19930321
5,3485068,19950611
5,4168257,19941214
6,4288410,19960305
5,2945910,19950101
5,6618150,19950608
5,4983940,19950307
6,5493632,19960301
5,6595008,19950928
7,4782295,19960407
5,5592708,19950615
5,4348492,19940210
5,4234412,19941012
7,4656260,19980410
5,5660539,19941019
5,5812744,19950501
5,4869618,19980218
7,3419780,19980218
5,4350385,19920806
6,4998846,19931218
7,3291935,19940903
6,4203082,19980521
7,4327026,19940227
6,3898830,19930903
7,4835005,19930903
5,5123613,19921223
7,5137412,19930728
6,4671550,19980227
6,5120130,19940205
6,3866483,19960602
7,3475791,19930501
7,5167422,19971004
7,5612640,19950818
7,4361838,19950818
5,4289058,19961204
7,4315440,19950404
5,4074592,19950604
7,4070378,19961230
7,4512019,19930905
7,4399440,19930905
7,6477669,19970404
5,4086600,19950204
6,5269236,19980402
5,4841725,19960726
6,4891821,19970208
7,4467344,19971103
5,6556770,19950831
5,3048030,19920831
5,4921650,19930102
6,2904668,19930102
5,4038692,19960308
7,5534892,19960308
5,5959173,19980715
5,4397009,19950105
7,4206344,19970101
5,6263985,19950613
6,5067132,19921210
7,4546786,19950303
5,6098976,19930430
7,5917345,19930430
6,3301655,19970515
5,3692605,19920312
6,4439520,19920531
7,5482670,19930425
5,4427514,19970912
7,3524565,19970310
6,4053750,19950927
7,5657750,19950130
6,5833482,19960719
6,5267190,19971020
7,6796226,19961111
6,4987740,19970127
6,4487700,19970127
5,3993924,19980318
7,5303139,19970325
7,6274688,19921012
6,5491746,19970414
7,2967624,19971218
7,3210060,19941015
5,3287800,19941015
7,3727556,19940328
5,4696556,19920925
6,3096964,19940516
5,3689713,19940121
5,6547992,19931108
5,3078486,19940310
7,3632188,19940310
7,3611208,19940310
7,5994485,19960217
5,3635488,19960217
6,3021060,19970825
6,4995795,19920622
7,3451319,19940630
6,3581032,19970122
7,4297656,19971101
6,3936800,19950510
7,3010084,19980626
5,3819975,19940130
6,4652480,19971204
6,4105188,19940928
5,4928682,19930925
7,2951200,19960622
7,4042260,19971031
6,5090488,19970216
5,4884484,19940104
5,4684420,19920101
6,4177230,19940705
5,4316679,19940705
6,3354479,19980222
7,3146686,19920924
6,5836950,19930315
6,6141835,19960302
6,3014432,19940629
7,3885504,19950529
5,5440413,19950529
7,4794119,19931008
7,5515568,19940207
6,3391192,19970518
5,5595612,19960808
7,3806264,19950204
6,4091186,19950204
7,4609254,19960105
5,4332528,19960910
6,4510200,19950611
6,3227406,19950611
7,3845632,19960917
6,5569965,19971222
7,4744376,19951023
6,4096247,19971019
6,6775510,19960428
7,3085740,19960609
7,4609202,19921230
6,5033360,19930605
6,3085401,19931111
6,3911700,19930710
6,4269754,19971211
7,4830202,19921016
6,5557608,19980505
5,4012884,19931010
6,5456220,19940529
6,5554797,19940529
7,3004456,19940719
6,4190340,19930901
5,3324159,19980216
7,3624520,19970915
5,5648823,19970413
7,5496315,19960319
7,4354209,19931126
7,4946788,19931126
6,3375621,19941006
6,3360510,19950128
7,3344106,19960227
7,4837426,19950723
6,4334282,19960421
6,5047300,19920527
6,3471619,19941227
5,3486321,19941227
5,4594680,19961215
6,5932150,19980404
5,4151030,19970412
6,4809062,19970815
5,4040058,19950208
7,4059690,19961005
6,4175920,19961021
5,4993696,19941026
6,5930910,19950825
5,3347110,19950825
5,4818930,19930816
6,4007848,19960103
7,4025560,19961108
7,3581344,19950916
5,5210436,19970930
5,3713535,19940901
5,4988760,19940901
6,5337882,19961128
5,4848585,19960513
5,5465495,19931107
5,5605908,19920229
5,6243072,19970827
6,5104645,19970827
7,4383582,19930510
6,6438240,19931105
7,4377884,19931105
6,4088961,19980610
5,3872872,19970722
7,5746563,19961223
5,6144810,19980417
7,5394176,19950211
6,3326503,19980604
6,4277980,19980609
7,3087968,19960427
6,5462632,19960427
5,4663584,19980326
6,3716284,19920815
7,4143870,19960422
6,5150130,19970809
6,5801910,19950121
6,6365139,19930917
6,4809480,19970114
6,4869922,19950718
5,3191859,19960109
7,4823712,19941127
7,3607072,19971206
5,5601204,19970123
5,5808904,19980110
6,5117108,19920919
5,3054000,19970919
7,6326924,19950411
6,3428693,19950616
5,4724416,19960330
7,3797352,19950730
6,5116705,19980422
6,5007444,19941029
7,5444425,19971113
6,3862350,19971113
5,5132310,19970729
5,5837760,19950113
7,3782262,19970405
6,2755974,19970405
5,2786535,19920712
6,3841292,19931116
5,6060345,19930214
7,4997850,19950524
6,5060352,19930914
6,5548163,19951010
6,4684530,19941102
5,5952705,19931012
5,5259722,19960810
7,4346925,19951216
6,3056542,19951216
6,5434380,19940417
7,6107574,19970307
6,5816928,19961004
5,3710745,19950314
7,5945170,19940717
7,4484592,19961201
5,4910656,19950328
7,3643920,19950514
5,3610332,19960301
7,5585208,19980313
7,5669370,19980313
7,4086978,19980313
5,3329536,19950521
5,3927231,19921219
5,2654808,19980518
6,6271744,19940316
5,4643136,19930908
7,3866831,19961017
7,5576311,19921226
7,3243900,19920707
5,4147872,19930918
7,6029765,19940612
7,4037526,19970226
6,3651702,19970226
7,3263966,19940821
5,5594092,19960628
6,4845819,19940329
6,5601820,19950910
7,4721728,19940526
6,3051243,19971201
7,3692425,19920312
7,3082884,19940913
5,4830656,19970708
7,4250038,19950207
6,3643328,19960509
5,4929568,19961121
5,5314680,19941008
6,5090080,19980118
6,4387864,19980205
5,3635918,19961204
7,3436930,19970307
7,5507832,19921120
6,5303387,19940721
7,5461610,19930924
5,6015310,19980719
7,4641440,19961127
5,4028674,19930805
5,4359393,19961109
5,5873439,19930825
5,6274590,19930331
6,4467484,19940528
6,4746006,19960311
6,6140128,19950105
7,4565055,19971006
5,3313233,19920419
5,4707872,19940913
7,2992756,19950715
7,5207936,19920613
5,5062070,19980614
6,3963726,19930528
7,3686110,19960224
5,5689285,19960723
7,3468480,19980510
5,5483430,19940711
7,3895605,19950414
6,5038215,19960315
6,4379008,19920413
5,4776156,19940307
5,5095244,19960319
6,3503341,19940327
7,4483650,19920518
6,3367440,19920905
6,4623526,19970311
5,4759479,19970311
5,4923264,19980723
6,4538950,19980723
5,2873151,19940121
5,4299334,19920921
5,4591554,19970831
7,4273594,19950423
7,3750512,19971227
7,4789669,19921111
7,4772889,19960901
7,4373624,19960325
5,3807630,19920601
7,5367152,19940327
5,4990688,19930404
6,4171856,19920203
5,4943988,19970303
5,4702984,19920529
7,5592477,19930313
7,6252421,19930731
5,5840384,19940614
7,5819065,19950620
7,4226516,19980717
7,3649128,19930604
6,5659744,19940830
7,2784548,19980113
7,2970856,19960912
6,2745782,19930515
5,4378656,19951225
6,4546108,19931026
7,5966850,19980203
6,3654720,19971015
5,5909664,19971108
6,4415931,19971108
5,3392367,19971108
6,3961714,19960604
6,3804320,19980222
5,4177212,19930429
6,6558396,19960908
5,5809020,19970306
5,4637802,19980327
5,5024743,19930503
6,4967967,19930503
5,4148004,19941002
6,3471677,19950605
5,3725440,19960324
6,6603036,19930531
7,5678850,19930531
5,4621710,19970130
6,4134840,19970522
5,4617481,19920304
5,4557524,19940907
5,4445856,19980513
6,6183818,19930607
7,3642016,19930607
7,4981800,19930802
7,6367962,19971130
7,3186513,19951201
5,4977696,19950321
7,3528096,19940620
5,4237604,19930606
7,3668210,19930606
5,4627560,19971116
7,6351939,19971116
5,4650880,19970906
6,3366132,19970408
5,3141180,19920604
7,4601578,19920604
5,4913130,19940330
6,3480450,19970629
5,5235483,19940313
7,4208490,19950831
6,3521340,19940823
5,5053244,19950412
5,3186986,19950907
5,3489690,19980514
5,5081356,19950124
6,3645594,19950719
6,5860206,19970129
7,5255646,19970129
7,4780920,19960530
7,5761923,19970406
6,6267520,19951106
7,5278449,19941223
7,4576350,19980706
5,3525510,19980706
7,4224042,19961110
7,3544266,19961202
5,4509012,19920303
5,5646880,19931109
7,4731871,19931109
7,4039256,19930823
5,4275892,19950121
7,3549360,19970318
5,5928864,19940614
6,5159534,19961215
6,3941350,19961215
5,5483275,19931019
7,3355044,19980203
5,4466945,19930201
7,4654836,19940116
7,4026186,19950528
6,3084438,19940221
5,4601526,19940221
7,2506322,19931003
5,5264160,19931003
6,3963729,19940505
6,3654175,19940610
5,4088656,19950821
6,4158350,19960515
6,4812687,19950617
7,4740800,19951117
5,3520552,19930809
6,4927960,19970127
5,5152691,19971005
6,4591890,19921226
7,4873848,19920919
7,5507404,19940627
5,6971790,19920811
5,3764925,19980115
5,3382698,19980409
5,6580167,19970902
6,4094604,19961027
5,3158336,19960427
5,6308221,19960427
6,3531450,19951017
7,3686451,19950226
5,5785474,19980707
7,3526686,19980707
7,5930880,19970104
7,3270872,19960412
7,6306116,19940405
7,3047460,19931111
7,4659053,19970721
5,4294200,19970913
7,3338965,19950317
7,3695666,19950307
5,4554171,19961203
6,3367480,19951006
7,5529546,19951006
7,4285504,19940207
7,6526940,19970504
7,3186390,19970504
7,3940230,19980526
7,4091892,19961127
6,4598240,19920923
7,4526235,19970414
6,7153860,19960224
6,2999024,19960224
6,4440719,19941109
5,3745698,19950221
7,3992248,19970202
5,5819030,19940707
6,3432270,19941127
5,6265384,19970808
6,5008304,19971208
6,3474867,19971208
6,5448636,19951022
5,5640065,19951022
7,5285520,19960925
7,4276416,19921116
5,6415680,19930319
6,3659865,19921015
5,5633320,19970811
5,4317856,19950214
5,3255954,19950214
5,2654262,19950214
7,2922530,19930421
7,5019552,19970422
5,4847005,19940718
