"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_suppkey","lo_supplycost"
535573,19920709,597521,5447871,38451,97110
535573,19920709,130524,3385744,38327,93271
535573,19920709,563751,3379027,33576,108883
535573,19920709,562958,4001441,4928,121255
450184,19920120,522826,1281218,32102,110928
192151,19920609,518365,3971569,7097,83000
269857,19920108,322030,2812049,34452,63121
269857,19920108,756925,5101384,23575,118913
803383,19920512,377419,3851733,23228,89784
803383,19920512,747577,643317,18276,97472
640696,19920401,739739,6339286,56660,106722
270028,19920408,738368,421899,58557,84379
660394,19920627,568740,2713080,53360,108523
414016,19920816,77471,3331481,41937,86908
687635,19920603,183026,4129990,9988,66541
468898,19920202,171746,4726124,50368,109064
511966,19921220,264464,1119904,4854,85707
511966,19921220,44921,1828601,29731,111955
579206,19920128,56590,2273487,4919,92795
579206,19920128,12357,5846626,24415,76161
803260,19920302,34646,1394124,42247,94838
803260,19920302,686169,5717893,305,69307
803260,19920302,425790,4461002,15296,102946
552607,19921124,184542,7491843,41467,97592
712538,19920324,126323,5289334,26249,80959
282818,19920531,419452,5779206,4383,82285
834830,19921206,14012,641724,21122,55560
710081,19920830,330825,8184122,14216,111348
710081,19920830,695593,3891972,59228,95313
604759,19920515,240294,3421424,28683,74056
390955,19920826,639345,5721601,1484,77058
769642,19921217,366657,1706403,26639,103418
587777,19920810,34094,2921831,38693,61685
587777,19920810,352644,1017978,47051,101797
897409,19920429,673190,3256848,2510,69789
605962,19920621,122347,2054010,2796,82160
605962,19920621,273243,3612203,59064,72973
92353,19920215,307434,3282113,36099,86485
92353,19920215,642904,8410645,47666,110812
81949,19920721,438700,4014766,31291,98320
675319,19920214,85462,4342380,41221,86847
700429,19920729,134907,4567348,55109,116514
700429,19920729,510515,5381928,3621,91529
830435,19920322,255333,892805,52509,77299
893327,19920831,159148,5138794,8315,72428
893327,19920831,430414,1464040,23563,80663
340327,19920911,163656,1011154,13231,103179
352735,19921114,613246,347763,15344,69552
352735,19921114,197465,2165569,19604,93747
59279,19921106,18645,3830918,36342,93818
59279,19921106,558315,1631468,49192,82397
59279,19921106,489102,2160338,31489,65464
513053,19920203,82705,6284994,40918,101262
694588,19921025,294499,5914180,11888,89608
864467,19921109,538630,3170359,53171,100116
864467,19921109,741982,400742,55121,121437
864467,19921109,131123,1615768,11843,69247
864467,19921109,579648,7354478,23858,103657
810368,19920216,581434,4752325,34694,90924
810368,19920216,151080,1773533,12066,67864
322967,19921210,558442,7202016,30198,90025
77119,19920709,47455,5497604,12812,84147
77119,19920709,421644,3989199,19139,93937
124379,19921005,53291,1119861,7759,74657
124379,19921005,445867,8705257,12944,108770
124379,19921005,74203,2214313,37166,70632
729128,19920814,168466,1519115,59038,92067
729128,19920814,202258,3944816,17404,69614
729128,19920814,139679,4124808,7627,103120
729128,19920814,384062,687630,21441,68763
320656,19920225,515713,7530173,7745,103721
320656,19920225,785779,8492025,20313,111884
320656,19920225,175377,6974280,54796,87142
359551,19920222,728680,5582159,41416,102519
371845,19921118,666584,2325825,31034,93033
357514,19920508,539115,3845427,12917,69245
357514,19920508,375926,5405157,20005,120114
410374,19920528,83067,3430546,25911,63003
410374,19920528,302334,4276224,10355,80179
295786,19920321,41344,3470418,43577,77120
480304,19920906,18717,6639346,42451,98142
601349,19921210,764258,4231104,26402,79333
601349,19921210,527553,4109378,42695,94831
278047,19921106,366616,2019120,53038,100956
660950,19920113,125333,5782410,55788,81499
685906,19920305,759652,1341910,2142,102697
605261,19920216,59240,2493219,16888,71954
848093,19920810,189676,4767309,53791,105940
777250,19920325,395757,7966782,20647,111164
777250,19920325,744276,1681985,58830,79214
64144,19920629,730543,6784975,29055,94410
852527,19920525,531604,1472022,10873,98134
852527,19920525,255325,3712899,42183,76818
852527,19920525,458787,1539760,51304,104745
336007,19920830,651833,3887294,30531,107088
711199,19920320,176717,703134,54132,107622
711199,19920320,470939,2268973,8237,114594
847469,19921129,553741,5025216,20588,107683
437978,19920114,722091,4297524,41472,66783
437978,19920114,734507,2114896,1209,92488
268025,19920701,25965,189096,26704,113457
268025,19920701,385509,2812680,12848,95669
863038,19921115,384555,1803494,56180,98372
863038,19921115,12822,7459726,50749,104089
863038,19921115,624125,3219657,6232,62945
163981,19920410,140999,2039990,3017,122399
197101,19921228,720269,2191691,38675,77353
755641,19921225,270167,2364134,46586,68229
154504,19920116,343164,1892811,58796,72429
154504,19920116,252233,2726006,44702,71113
154504,19920116,72109,1189210,43466,64866
154504,19920116,720875,743169,17860,113750
632995,19920716,115604,962042,52274,97176
811966,19921104,713031,3236400,3339,62640
811966,19921104,54077,4949136,26912,61864
562573,19920507,279852,3949447,23807,109910
441989,19920302,795904,979936,2213,119992
441989,19920302,750579,967946,48371,97772
441989,19920302,566394,867459,15229,87622
677290,19920107,241220,1137985,32238,69672
4606,19920507,764114,3265637,7783,70684
4606,19920507,128494,3315983,52366,91349
897856,19920916,450226,5532844,33220,70572
633331,19921102,402846,174882,49864,104929
633331,19921102,52001,3268790,8125,57180
491131,19921119,96336,3330825,26612,79939
120991,19920906,647205,112912,35785,69130
120991,19920906,423757,3458942,7059,100843
642775,19920113,749756,8044482,8520,108343
642775,19920113,267486,2877870,29291,87208
482635,19921001,421825,6812520,20453,104808
842123,19920822,577472,464835,20636,92967
156763,19920212,313617,2282840,4694,97836
99271,19920125,295436,1700526,39669,85885
480515,19921013,64154,2191574,11471,67089
302768,19921103,461301,2721475,17659,75736
302768,19921103,285104,2775001,27385,65345
302768,19921103,309862,3182145,20048,112311
297962,19920711,89014,3872621,47006,60180
662518,19921118,330586,4688053,13933,96994
807805,19920501,464527,6644632,17245,89490
5854,19921211,671400,6719713,47568,82282
319246,19921021,405896,6065094,34136,108112
319246,19921021,309618,805662,43426,97656
83333,19920103,181259,4991091,51520,80415
83333,19920103,644563,298490,31905,90451
714133,19921220,346066,5337840,16887,66723
326795,19920921,100473,6931202,26786,88408
640540,19920709,733060,2892157,17414,65581
628483,19920129,162803,1492640,57268,111948
628483,19920129,214405,1810203,31943,79163
646877,19920324,85603,4514801,12687,95316
646877,19920324,317085,5179729,40969,66124
646877,19920324,438428,4509120,56674,81984
244522,19921226,744858,8752972,30030,114169
721504,19920510,282663,6773495,52679,98739
439405,19920709,90953,1524056,10131,116637
439405,19920709,644585,6295627,50803,91773
830359,19920624,536432,2302466,48093,88104
830359,19920624,341946,9740857,32839,119275
277456,19920407,739812,1996218,19754,111106
277456,19920407,364872,7360068,41157,116211
882659,19921227,765052,3538719,26141,67021
823589,19920502,696156,4147632,7158,69127
770278,19920115,280093,5311746,53237,64384
410159,19920724,313042,3101788,15233,63301
745123,19920429,695439,4402173,33327,86064
794237,19920620,636809,8383187,19622,104746
794237,19920620,433660,2342650,10982,95618
761720,19920815,544813,1092380,59777,111467
761720,19920815,658416,538756,28032,82462
761720,19920815,297003,4115958,8495,59999
228922,19920125,414717,6138417,23614,97901
876074,19921203,523812,7269728,21253,110147
231010,19921110,497661,2955696,32457,99518
521173,19920914,306305,131129,46787,78677
12931,19920106,78166,1585805,2786,68649
12931,19920106,134902,2517970,14326,116214
529703,19920816,597489,1399257,33511,95187
804352,19920128,310465,7082160,601,88527
804352,19920128,708242,1732791,13208,75012
546112,19920508,444842,7325962,4593,107209
546112,19920508,447307,4097732,25403,75256
68071,19920814,650259,5626500,17432,72553
68071,19920814,97316,4504653,48139,78798
68071,19920814,378065,226323,21695,68583
767113,19920516,158318,4450986,15636,82578
767113,19920516,37735,4349098,48822,100363
210061,19921124,540523,1407150,9985,93810
691288,19920128,286281,2235464,46832,76036
691288,19920128,309707,4978401,20564,103001
691288,19920128,434647,316324,14057,94897
691288,19920128,301824,8051822,35512,109548
746092,19921004,684133,4269556,50571,67026
746092,19921004,606881,8760465,34835,107271
153826,19920922,200702,314127,58080,96161
140464,19921015,146451,3557941,31409,89847
140464,19921015,615974,8232578,43970,113396
682231,19920316,121289,6420372,3643,78616
620579,19920530,9016,3885042,5266,55500
349391,19920323,515777,7730338,55149,107565
405547,19920613,613021,4485019,36282,56039
405547,19920613,744319,4809651,31386,81796
705847,19921213,147322,3354834,34687,82159
571952,19920824,377823,372558,53442,114048
571952,19920824,524279,1277185,15517,78195
430352,19920519,111989,5348619,22274,120058
430352,19920519,468200,1717224,44831,70090
819565,19920528,743982,9025607,29040,121557
819565,19920528,319304,2096091,28333,79397
131060,19920929,568559,5263432,36409,97651
386977,19921127,499251,3375621,43125,75013
386977,19921127,496382,3512061,55377,82701
386977,19921127,55355,2568286,15479,78621
19753,19920728,257666,4546220,40213,97419
785375,19920818,133833,5305530,27956,112009
763432,19920704,127962,7289223,51071,119397
542680,19920421,740352,2481114,38914,83539
189457,19920604,387798,8587842,36753,113146
189457,19920604,611732,3382734,16643,98622
874319,19920415,649339,4166362,29626,77298
874319,19920415,628459,4532701,31541,83245
518224,19920216,13522,430656,50703,86131
898387,19921028,232699,6299916,29601,97900
129475,19920326,44522,3339266,26516,87991
129475,19920326,177371,7097013,29127,86902
447184,19920602,547961,6890664,59214,120536
414640,19920430,350637,8438100,31049,101257
63784,19920521,584004,4025526,9210,65278
63784,19920521,429426,1219860,6523,81324
404647,19920805,404963,9152906,413,112076
832957,19920124,706955,5383508,12545,117715
832957,19920124,185485,1554775,1256,94228
411970,19920619,685616,7687584,49179,96094
401300,19920419,227067,1656087,8289,59643
401300,19920419,766058,3894729,25451,67441
58879,19920601,560839,1117088,13422,113988
58879,19920601,406915,3968076,27223,109313
83282,19920908,608778,6746960,50439,101204
83282,19920908,522251,1638647,47668,76393
537646,19920402,465960,5473521,36223,115556
188257,19920916,55667,963860,15921,97359
188257,19920916,392507,6175630,27937,95969
188257,19920916,716687,1168703,33669,102219
188257,19920916,551437,6102481,2915,89304
532640,19921109,401623,6723486,17621,91476
856309,19920312,3679,2171423,46850,94960
830423,19921028,322359,5470106,13362,82880
507004,19920504,452007,469900,22430,57538
421889,19920213,709803,3050891,27479,108766
421889,19920213,45912,2601074,6866,111474
168893,19920309,300596,2394870,43931,95794
168893,19920309,114925,8923632,39264,116395
168893,19920309,512207,603494,15479,73150
359074,19921226,477169,1031526,52673,68768
359074,19921226,566790,7278538,24040,111406
359074,19921226,425347,4786467,44275,76339
346745,19920313,171831,7158446,51791,114169
701626,19921006,394061,2515698,43624,69303
721541,19920417,164063,331355,51789,67623
251279,19921223,454471,4798064,29760,85527
441257,19920501,423023,4120776,29725,56760
441257,19920501,111370,4512935,36409,82882
198892,19920309,693801,2487551,8802,107686
198892,19920309,308117,3118777,45191,67506
198892,19920309,109048,1778998,41988,63422
721213,19920803,381535,6401419,13745,96991
15142,19921205,345343,952394,40292,83299
132119,19921102,2584,2207571,28679,89194
132119,19921102,138909,2290730,13678,116874
132119,19921102,589745,8270917,39569,110083
132119,19921102,427853,8815108,35459,106849
189076,19920127,371689,2288871,45361,105640
819208,19920330,53889,2395744,29195,110572
254678,19921031,462114,1936962,48213,64565
254678,19921031,65659,4181849,8108,97479
361504,19920129,729873,565143,5353,114170
867542,19921112,736310,6664086,883,80776
266068,19920121,505647,8180469,42744,99157
21173,19920715,62288,5758789,58165,75016
376447,19921105,447640,1571743,27444,95257
693166,19920219,271965,4842375,56893,116217
788890,19921103,196399,2392624,32493,89723
788890,19921103,64845,5498293,47998,108590
788890,19921103,246557,1786205,54719,90212
794651,19921218,293320,520070,9624,78798
794651,19921218,799904,7614706,29332,120232
624230,19921122,788321,6353079,56250,84557
174454,19920319,42455,1660170,51450,83847
766207,19921204,535012,209398,35812,62819
766207,19921204,202574,3362127,36994,88593
604510,19921228,100869,925580,10358,112191
604510,19921228,274103,4749966,31394,64625
661457,19920216,232465,6710554,57536,83847
303527,19920107,751430,3110940,9856,88884
303527,19920107,473786,7070715,45077,105585
303527,19920107,382325,417971,18743,84438
656192,19921231,126531,5139849,33755,93451
656192,19921231,196245,398348,9136,80474
656192,19921231,682801,6599949,52780,107026
376744,19920124,32640,622765,36293,94358
376744,19920124,408193,2589951,45194,66070
851764,19920623,471383,3385900,24947,81261
274819,19920910,557519,7179335,36040,94589
365942,19921108,506196,5712711,6165,72130
365942,19921108,373901,6714626,10951,118493
171775,19920816,501410,4191828,58011,84683
171775,19920816,3532,1705409,6061,86131
171775,19920816,439532,3090171,38387,88290
306073,19920203,392952,1226964,36911,122696
285553,19920619,152502,3886250,38189,93270
424648,19921028,249475,4653710,4891,85467
200804,19920916,338095,4552715,38370,67984
361780,19920316,764810,8352144,28114,112486
312085,19921011,230987,8544556,25721,115078
29348,19920216,219008,2110756,41622,55619
222091,19920815,326475,743222,53963,90087
359071,19920801,425659,7447761,42371,95077
359071,19920801,449855,7580286,37695,108289
359071,19920801,462685,1812426,51352,98859
359071,19920801,171751,2916400,43742,109365
356605,19920327,188326,5515848,15442,84859
390877,19920524,47628,4569298,39935,94537
453872,19920101,122674,7726635,27947,101800
453872,19920101,171706,7567668,11582,106662
470299,19921016,74969,3849040,21974,116637
500326,19921125,712763,5394667,51401,106543
500326,19921125,205579,3711400,12578,89073
510935,19920128,395766,3284127,35359,111705
381313,19920212,644683,6836130,13678,97659
88645,19920805,625122,829295,52879,62825
88645,19920805,707204,3237457,1206,72670
88645,19920805,405858,3880426,47212,105829
875294,19920325,178288,1776164,47054,81976
824758,19921112,592142,1466134,48460,74047
824758,19921112,155934,6895107,7229,119395
824758,19921112,265976,7802795,23627,116517
218309,19921217,493502,1645028,17943,89728
218309,19921217,685526,4938037,57583,90689
38234,19921227,76798,3338379,43491,106487
833879,19920922,513491,3610728,21591,90268
425582,19920511,336060,2411310,17666,65763
115066,19920722,487265,490878,6714,75134
79996,19920806,776725,1235959,45150,108101
79996,19920806,145764,1085856,21042,108585
413023,19921217,717475,4925052,12769,89546
1988,19921118,309486,2243205,52019,89728
1988,19921118,276265,3847875,58122,74475
91378,19921106,676911,8117884,5398,113272
244228,19921004,554793,2378079,28234,110866
244228,19921004,386714,5646995,51579,108042
244228,19921004,295945,8540092,7969,116455
732010,19921011,68105,3433920,35513,64386
732010,19921011,58665,3054104,41029,97419
683039,19921007,109863,927065,47647,112371
86212,19921127,797453,6511764,55090,93025
366634,19920913,182110,3776604,26279,71526
89650,19920527,550423,4714880,30442,88404
309044,19920325,408762,3765847,31892,100244
309044,19920325,448408,2924355,15091,81382
309044,19920325,382475,3854713,3160,93447
71746,19920920,211125,103611,53855,62166
71746,19920920,445659,4653427,29402,96277
361879,19921114,702986,994475,25958,119337
361879,19921114,171511,7754299,30745,94950
5297,19920813,189591,4369534,30041,100835
5297,19920813,550150,3360364,12819,72007
705845,19920626,83323,2432367,47809,78379
705845,19920626,463990,1340423,9647,117238
717278,19920619,681758,4305807,40170,104383
717278,19920619,706454,2044588,10462,87625
717278,19920619,570723,5682441,26665,107622
682588,19920829,426978,2828850,37284,114297
577450,19920512,705062,4054714,20057,64021
892432,19920824,214965,8561292,29662,112797
892432,19920824,107172,700426,39909,70750
121657,19920712,548645,5758308,1854,101617
191731,19920827,492740,5660796,8734,103963
721531,19920705,520884,6720346,47029,114291
721531,19920705,249675,7310970,44114,97479
830453,19920505,121732,4166862,20567,105223
830453,19920505,270305,892703,11667,76517
830453,19920505,603757,5589983,54420,99643
330931,19920513,704669,3479476,37637,100417
330931,19920513,168123,2358417,36967,71467
855824,19921007,30500,3364536,53135,85830
855824,19921007,517615,5656924,29322,97955
473972,19920118,741220,5993174,16838,75671
473972,19920118,10764,3774909,5864,100485
545636,19920919,789533,5841000,34025,97350
545636,19920919,69287,125628,50368,75376
545636,19920919,490635,2414030,43921,97536
755264,19920223,783731,4173810,41647,108882
203821,19920515,235445,6764107,57302,82825
203821,19920515,251746,1527957,22817,101863
203302,19920614,544502,4899248,18436,92788
677228,19920829,389221,4280456,48960,78612
747295,19920125,627927,6492115,33093,111293
747295,19920125,542828,8418600,1085,112248
138359,19920708,352628,5270392,28127,100836
882454,19920328,501053,1475642,47514,63241
575722,19921101,302862,8391825,39598,111891
235655,19920519,93181,805487,16701,70450
235655,19920519,487951,1900151,5848,116335
806263,19920610,672150,1649516,6185,67327
806263,19920610,357209,126619,24989,75971
304982,19920622,466264,3897400,30395,73814
304982,19920622,621555,7234948,10024,88591
129523,19920405,795520,3392529,8369,96929
129523,19920405,416500,566592,7401,84988
188057,19921001,747613,6974436,14442,99634
188057,19921001,326002,3223776,19969,61679
188057,19921001,704690,2880922,26433,101679
870679,19920110,352499,6385891,47120,93088
870679,19920110,436383,4353888,5021,79161
870679,19920110,666982,1336979,50419,116937
387937,19920418,612135,3731864,48338,62826
656711,19920424,544224,1775480,57686,76092
574243,19920407,528993,8694471,39032,121318
758617,19920626,502154,4921645,55694,69367
110728,19920128,124174,2490995,52425,71890
110728,19920128,582201,2694678,59126,76990
513025,19920804,10389,385915,12084,77962
513025,19920804,604375,383802,43997,76760
771163,19920730,431715,4075557,17015,98801
234106,19920531,124787,2331760,20220,108706
234106,19920531,732271,4342395,36602,78194
207385,19920411,771325,5610293,18106,83777
106786,19920311,98724,2363571,7261,103363
106786,19920311,42188,1342653,53592,67810
106786,19920311,279844,7041807,26903,109429
735307,19920729,278474,1565751,42105,87147
735307,19920729,303118,3515769,17625,67266
735307,19920729,98058,4646620,51706,63363
269068,19920721,722020,618942,36186,62519
480679,19920630,635696,815830,3511,97899
345901,19920408,105490,6155436,33628,89729
747161,19920219,194,2166496,18174,65651
747161,19920219,50974,7507383,47891,115498
169879,19921217,473813,7606365,23363,107207
622486,19921022,61900,2736993,16658,111714
622486,19921022,345536,929933,1140,94891
149470,19921110,353932,4281643,37345,119155
149470,19921110,520976,9291808,47818,119817
149470,19921110,491512,6164309,34147,90209
149470,19921110,38479,4252410,59112,85048
753316,19920815,166270,935389,52882,80176
753316,19920815,89463,5693643,52926,87147
92014,19920628,281612,4462080,37290,95616
823483,19920322,221711,960027,26390,97962
144787,19920717,373266,937475,44264,80355
893917,19921106,670723,331963,43124,101621
334417,19921105,150971,6405600,17494,121318
334417,19921105,562046,434343,10956,66481
334417,19921105,699751,6127520,55892,105043
587564,19920209,136147,1639832,21440,70988
565669,19920213,507648,3278127,28242,99337
741268,19920718,796379,6426581,8614,88520
693179,19920418,478592,7695793,14640,94234
294899,19920419,667791,703504,57306,105525
448235,19920126,49811,1568881,54512,105648
217312,19921003,582173,1506180,25029,75309
651557,19920119,645254,2137010,22554,71953
168002,19920731,406207,2727291,39334,66790
772462,19921223,460070,1545075,7645,61803
772462,19921223,386242,788968,21091,79693
798346,19920902,790131,2393356,34493,73266
798346,19920902,579590,7199185,32864,100174
458803,19920423,476522,1648350,45137,89910
458803,19920423,635214,4137048,34843,68950
663148,19920222,102633,1635630,32546,98137
663148,19920222,171306,413190,25181,82638
449104,19920613,587840,8482408,32781,115669
449104,19920613,758326,3934152,14061,83057
449104,19920613,370800,6050134,31091,112247
449104,19920613,30533,3332457,3111,87811
26848,19921117,330348,1215687,54879,82699
26848,19921117,150899,8493720,28692,116993
333469,19920403,527944,6763685,15774,118315
333469,19920403,351777,716873,31502,109725
839635,19920722,237533,6052660,10087,88231
839635,19920722,204845,8315192,21164,104989
839635,19920722,747848,8258148,44828,113748
636115,19920223,603314,4138752,13467,73036
787843,19920705,185648,4927004,18975,104018
787843,19920705,171698,5431178,58738,106181
787843,19920705,480860,1804023,9104,110450
218020,19921023,44636,1084312,55972,94837
218020,19921023,581624,2363961,28337,102336
218020,19921023,454950,6857748,32918,114295
851923,19921115,699290,5414892,25262,77355
851923,19921115,388357,3613350,45754,86720
471670,19920818,546526,7005487,6834,94350
290182,19920303,84296,640145,58943,76817
879902,19920527,273794,6125357,12214,106066
432262,19920710,491978,386110,28106,118197
659065,19921203,451632,5586976,48327,95016
659065,19921203,172500,4717500,3725,94350
659065,19921203,798326,3489510,19707,85457
871504,19920611,221069,2178110,19776,59403
871504,19920611,185380,879228,58585,87922
762542,19920907,565594,6571897,31711,99574
762542,19920907,600688,3018435,52261,95319
762542,19920907,562101,5585110,56618,69784
836231,19920522,792995,7648197,8548,125277
428251,19920117,54806,3623726,53227,105648
428251,19920117,314569,3135429,39673,95013
428251,19920117,554214,1521828,52418,76091
336671,19920607,540685,507344,25886,103539
336671,19920607,79687,3103358,54055,100000
336671,19920607,373127,831676,52989,72006
405667,19920228,415657,2044419,57896,94357
405667,19920228,516168,1740685,9384,71048
698024,19920918,251349,5020574,17767,78019
698024,19920918,762493,2925820,58355,93327
728141,19920908,456151,1549982,14572,66427
875053,19920103,533014,923445,25955,62819
326096,19920808,351949,4510096,5398,120055
326096,19920808,797154,1114747,52119,75067
326096,19920808,643949,8620312,6629,113574
160861,19920108,474992,6426090,46801,118018
160861,19920108,426989,3640324,4191,114957
89683,19920519,359140,1410176,37977,71947
766178,19920403,628911,1287916,1095,110392
337561,19920308,558421,878763,20401,88764
558412,19920319,173676,2274571,27032,104980
605224,19920807,160208,1118552,9121,76092
345421,19920312,348017,1384500,55136,63900
281837,19920215,136834,1296485,1565,112249
459808,19921030,396359,2449337,32314,87320
584371,19920117,231723,7942608,31050,99282
584371,19920117,162642,2868909,31319,102278
462958,19920531,525936,8351850,38590,117714
244924,19920130,167697,4842309,18164,105881
763454,19920915,123403,1141120,46996,85584
763454,19920915,421119,305786,7177,62405
513323,19920126,512456,3779738,28038,88105
513323,19920126,364965,1623960,26672,121797
513323,19920126,602778,5929650,37625,100844
182144,19920809,18765,7071792,36590,101025
182144,19920809,260437,4519256,28309,83845
109583,19921224,233336,1492720,2814,76159
109583,19921224,69786,8517288,9248,105346
109583,19921224,48829,2264942,26147,106669
11809,19920111,691501,1023834,48915,89548
608149,19920929,450570,3725347,54459,91233
689449,19920601,771451,7161463,43370,91345
689449,19920601,476056,1736906,30744,61921
200320,19920422,792917,200988,9386,120592
325117,19921228,539355,2732886,47434,83659
325117,19921228,131847,4603158,51845,112730
325117,19921228,631202,4823904,28876,67990
804454,19920517,268794,3664819,17442,105766
804454,19920517,7076,4817043,31574,58984
804454,19920517,523804,6762786,10079,109666
851098,19920122,591980,10152604,26552,124317
684385,19920325,326710,2893342,30735,104202
684385,19920325,618676,3438043,29092,95678
684385,19920325,181739,1605883,39708,109243
349105,19920813,661682,325442,34325,98619
349105,19920813,210631,7091452,54239,92497
349105,19920813,242529,1442079,7279,88290
641053,19920311,550015,5271700,9726,63899
764456,19920709,571596,817109,12439,100054
764456,19920709,448702,1650680,20128,99040
564724,19920809,247883,897126,12056,109852
227416,19920816,562898,7959171,1673,117652
52666,19920517,687329,4821570,951,78977
446060,19921202,572923,8582370,13407,119754
446060,19921202,313688,510501,20069,102100
446060,19921202,470507,2511716,50159,88648
446060,19921202,602256,5559456,16174,69493
494765,19920206,611510,2558664,10259,85288
346967,19920830,723374,6707232,16320,83840
297770,19920616,739576,1279507,53400,96932
297770,19920616,450025,1815450,9295,58500
506782,19920914,172342,1400196,48984,84860
506782,19920914,550001,1560705,8215,63058
285550,19920908,243848,1971013,48869,107509
881570,19920316,237445,3251475,42840,82945
833599,19920303,725445,2793779,43099,88224
833599,19920303,538871,7563006,32057,114591
833599,19920303,765454,2583014,21051,91165
645949,19920605,721320,5577083,29689,80477
645949,19920605,665350,4340556,38393,78919
276184,19920313,636708,164467,48460,98680
171514,19921013,21522,3031392,11382,86611
171514,19921013,562571,6044135,15841,98013
171514,19921013,725660,6112094,14262,101137
322384,19920213,761301,953589,1936,81736
652531,19920112,567095,460179,27264,69724
224798,19920805,9307,3814316,31255,72978
224798,19920805,416232,3263212,49900,68892
224798,19920805,410582,3103032,42762,89553
145177,19920916,502860,3651166,18097,111770
13723,19920619,112140,114061,21652,69128
759043,19920610,723309,2264859,24389,79936
448811,19921016,118581,5859261,508,95974
13624,19921020,67800,7000488,21879,106068
775049,19921029,226497,2929521,33532,85408
703207,19920115,214618,6130400,12489,91956
868783,19920209,122978,6933361,34068,120058
717005,19920108,786068,5193135,51652,69241
643981,19920206,713088,4855630,17088,66063
643981,19920206,55237,3738833,24760,71533
577663,19920307,415489,5505483,12215,84267
577663,19920307,716465,879969,22084,88885
792896,19920212,483534,4461479,38925,91050
212243,19920803,16654,4711950,36384,94239
212243,19920803,700568,1383443,31481,94111
212243,19920803,32530,3185390,20588,87751
675037,19920227,128061,3702804,10950,65343
675037,19920227,742205,5133351,7372,74830
718313,19920617,381679,174305,54551,105639
727615,19920518,648606,4352796,49066,93274
529561,19921102,672785,7579418,6827,105465
529561,19921102,59281,4713064,1211,74416
201686,19921010,606150,3032120,57831,63367
707381,19920823,643284,2086325,13111,73635
707381,19920823,48117,3268822,49377,63906
842347,19920911,58335,3969229,36592,77599
315404,19920313,791685,522335,38766,106599
220888,19920302,693229,2811037,18772,73331
220888,19920302,305878,2984034,32871,113031
220888,19920302,616404,5941665,23395,79222
585575,19921023,792014,663588,51745,66358
585575,19921023,179083,2531010,35353,69724
350674,19921006,776051,4351424,58300,67621
350674,19921006,262804,6646663,52372,106007
600173,19920607,719888,2861775,3305,114471
232003,19920328,531608,811592,46794,98374
232003,19920328,520097,2680968,6513,67024
82970,19921115,737283,6337200,1788,79215
82970,19921115,309990,2547974,39083,119998
82970,19921115,426765,3552654,24421,101504
