"d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_suppkey","lo_supplycost"
199212,197101,720269,2191691,38675,77353
199212,755641,270167,2364134,46586,68229
199201,154504,343164,1892811,58796,72429
199201,154504,252233,2726006,44702,71113
199201,154504,72109,1189210,43466,64866
199201,154504,720875,743169,17860,113750
199207,632995,115604,962042,52274,97176
199211,811966,713031,3236400,3339,62640
199211,811966,54077,4949136,26912,61864
199205,562573,279852,3949447,23807,109910
199203,441989,795904,979936,2213,119992
199203,441989,750579,967946,48371,97772
199203,441989,566394,867459,15229,87622
199201,677290,241220,1137985,32238,69672
199205,4606,764114,3265637,7783,70684
199205,4606,128494,3315983,52366,91349
199209,897856,450226,5532844,33220,70572
199211,633331,402846,174882,49864,104929
199211,633331,52001,3268790,8125,57180
199211,491131,96336,3330825,26612,79939
199209,120991,647205,112912,35785,69130
199209,120991,423757,3458942,7059,100843
199201,642775,749756,8044482,8520,108343
199201,642775,267486,2877870,29291,87208
199210,482635,421825,6812520,20453,104808
199208,842123,577472,464835,20636,92967
199202,156763,313617,2282840,4694,97836
199201,99271,295436,1700526,39669,85885
199210,480515,64154,2191574,11471,67089
199211,302768,461301,2721475,17659,75736
199211,302768,285104,2775001,27385,65345
199211,302768,309862,3182145,20048,112311
199207,297962,89014,3872621,47006,60180
199211,662518,330586,4688053,13933,96994
199205,807805,464527,6644632,17245,89490
199212,5854,671400,6719713,47568,82282
199210,319246,405896,6065094,34136,108112
199210,319246,309618,805662,43426,97656
199201,83333,181259,4991091,51520,80415
199201,83333,644563,298490,31905,90451
199212,714133,346066,5337840,16887,66723
199209,326795,100473,6931202,26786,88408
199207,640540,733060,2892157,17414,65581
199201,628483,162803,1492640,57268,111948
199201,628483,214405,1810203,31943,79163
199203,646877,85603,4514801,12687,95316
199203,646877,317085,5179729,40969,66124
199203,646877,438428,4509120,56674,81984
199212,244522,744858,8752972,30030,114169
199205,721504,282663,6773495,52679,98739
199207,439405,90953,1524056,10131,116637
199207,439405,644585,6295627,50803,91773
199206,830359,536432,2302466,48093,88104
199206,830359,341946,9740857,32839,119275
199204,277456,739812,1996218,19754,111106
199204,277456,364872,7360068,41157,116211
199212,882659,765052,3538719,26141,67021
199205,823589,696156,4147632,7158,69127
199201,770278,280093,5311746,53237,64384
199207,410159,313042,3101788,15233,63301
199204,745123,695439,4402173,33327,86064
199206,794237,636809,8383187,19622,104746
199206,794237,433660,2342650,10982,95618
199208,761720,544813,1092380,59777,111467
199208,761720,658416,538756,28032,82462
199208,761720,297003,4115958,8495,59999
199201,228922,414717,6138417,23614,97901
199212,876074,523812,7269728,21253,110147
199211,231010,497661,2955696,32457,99518
199209,521173,306305,131129,46787,78677
199201,12931,78166,1585805,2786,68649
199201,12931,134902,2517970,14326,116214
199208,529703,597489,1399257,33511,95187
199201,804352,310465,7082160,601,88527
199201,804352,708242,1732791,13208,75012
199205,546112,444842,7325962,4593,107209
199205,546112,447307,4097732,25403,75256
199208,68071,650259,5626500,17432,72553
199208,68071,97316,4504653,48139,78798
199208,68071,378065,226323,21695,68583
199205,767113,158318,4450986,15636,82578
199205,767113,37735,4349098,48822,100363
199211,210061,540523,1407150,9985,93810
199201,691288,286281,2235464,46832,76036
199201,691288,309707,4978401,20564,103001
199201,691288,434647,316324,14057,94897
199201,691288,301824,8051822,35512,109548
199210,746092,684133,4269556,50571,67026
199210,746092,606881,8760465,34835,107271
199209,153826,200702,314127,58080,96161
199210,140464,146451,3557941,31409,89847
199210,140464,615974,8232578,43970,113396
199203,682231,121289,6420372,3643,78616
199205,620579,9016,3885042,5266,55500
199203,349391,515777,7730338,55149,107565
199206,405547,613021,4485019,36282,56039
199206,405547,744319,4809651,31386,81796
199212,705847,147322,3354834,34687,82159
199208,571952,377823,372558,53442,114048
199208,571952,524279,1277185,15517,78195
199205,430352,111989,5348619,22274,120058
199205,430352,468200,1717224,44831,70090
199205,819565,743982,9025607,29040,121557
199205,819565,319304,2096091,28333,79397
199209,131060,568559,5263432,36409,97651
199211,386977,499251,3375621,43125,75013
199211,386977,496382,3512061,55377,82701
199211,386977,55355,2568286,15479,78621
199207,19753,257666,4546220,40213,97419
199208,785375,133833,5305530,27956,112009
199207,763432,127962,7289223,51071,119397
199204,542680,740352,2481114,38914,83539
199206,189457,387798,8587842,36753,113146
199206,189457,611732,3382734,16643,98622
199204,874319,649339,4166362,29626,77298
199204,874319,628459,4532701,31541,83245
199202,518224,13522,430656,50703,86131
199210,898387,232699,6299916,29601,97900
199203,129475,44522,3339266,26516,87991
199203,129475,177371,7097013,29127,86902
199206,447184,547961,6890664,59214,120536
199204,414640,350637,8438100,31049,101257
199205,63784,584004,4025526,9210,65278
199205,63784,429426,1219860,6523,81324
199208,404647,404963,9152906,413,112076
199201,832957,706955,5383508,12545,117715
199201,832957,185485,1554775,1256,94228
199206,411970,685616,7687584,49179,96094
199204,401300,227067,1656087,8289,59643
199204,401300,766058,3894729,25451,67441
199206,58879,560839,1117088,13422,113988
199206,58879,406915,3968076,27223,109313
199209,83282,608778,6746960,50439,101204
199209,83282,522251,1638647,47668,76393
199204,537646,465960,5473521,36223,115556
199209,188257,55667,963860,15921,97359
199209,188257,392507,6175630,27937,95969
199209,188257,716687,1168703,33669,102219
199209,188257,551437,6102481,2915,89304
199211,532640,401623,6723486,17621,91476
199203,856309,3679,2171423,46850,94960
199210,830423,322359,5470106,13362,82880
199205,507004,452007,469900,22430,57538
199202,421889,709803,3050891,27479,108766
199202,421889,45912,2601074,6866,111474
199203,168893,300596,2394870,43931,95794
199203,168893,114925,8923632,39264,116395
199203,168893,512207,603494,15479,73150
199212,359074,477169,1031526,52673,68768
199212,359074,566790,7278538,24040,111406
199212,359074,425347,4786467,44275,76339
199203,346745,171831,7158446,51791,114169
199210,701626,394061,2515698,43624,69303
199204,721541,164063,331355,51789,67623
199212,251279,454471,4798064,29760,85527
199205,441257,423023,4120776,29725,56760
199205,441257,111370,4512935,36409,82882
199203,198892,693801,2487551,8802,107686
199203,198892,308117,3118777,45191,67506
199203,198892,109048,1778998,41988,63422
199208,721213,381535,6401419,13745,96991
199212,15142,345343,952394,40292,83299
199211,132119,2584,2207571,28679,89194
199211,132119,138909,2290730,13678,116874
199211,132119,589745,8270917,39569,110083
199211,132119,427853,8815108,35459,106849
199201,189076,371689,2288871,45361,105640
199203,819208,53889,2395744,29195,110572
199210,254678,462114,1936962,48213,64565
199210,254678,65659,4181849,8108,97479
199201,361504,729873,565143,5353,114170
199211,867542,736310,6664086,883,80776
199201,266068,505647,8180469,42744,99157
199207,21173,62288,5758789,58165,75016
199211,376447,447640,1571743,27444,95257
199202,693166,271965,4842375,56893,116217
199211,788890,196399,2392624,32493,89723
199211,788890,64845,5498293,47998,108590
199211,788890,246557,1786205,54719,90212
199212,794651,293320,520070,9624,78798
199212,794651,799904,7614706,29332,120232
199211,624230,788321,6353079,56250,84557
199203,174454,42455,1660170,51450,83847
199212,766207,535012,209398,35812,62819
199212,766207,202574,3362127,36994,88593
199212,604510,100869,925580,10358,112191
199212,604510,274103,4749966,31394,64625
199202,661457,232465,6710554,57536,83847
199201,303527,751430,3110940,9856,88884
199201,303527,473786,7070715,45077,105585
199201,303527,382325,417971,18743,84438
199212,656192,126531,5139849,33755,93451
199212,656192,196245,398348,9136,80474
199212,656192,682801,6599949,52780,107026
199201,376744,32640,622765,36293,94358
199201,376744,408193,2589951,45194,66070
199206,851764,471383,3385900,24947,81261
199209,274819,557519,7179335,36040,94589
199211,365942,506196,5712711,6165,72130
199211,365942,373901,6714626,10951,118493
199208,171775,501410,4191828,58011,84683
199208,171775,3532,1705409,6061,86131
199208,171775,439532,3090171,38387,88290
199202,306073,392952,1226964,36911,122696
199206,285553,152502,3886250,38189,93270
199210,424648,249475,4653710,4891,85467
199209,200804,338095,4552715,38370,67984
199203,361780,764810,8352144,28114,112486
199210,312085,230987,8544556,25721,115078
199202,29348,219008,2110756,41622,55619
199208,222091,326475,743222,53963,90087
199208,359071,425659,7447761,42371,95077
199208,359071,449855,7580286,37695,108289
199208,359071,462685,1812426,51352,98859
199208,359071,171751,2916400,43742,109365
199203,356605,188326,5515848,15442,84859
199205,390877,47628,4569298,39935,94537
199201,453872,122674,7726635,27947,101800
199201,453872,171706,7567668,11582,106662
199210,470299,74969,3849040,21974,116637
199211,500326,712763,5394667,51401,106543
199211,500326,205579,3711400,12578,89073
199201,510935,395766,3284127,35359,111705
199202,381313,644683,6836130,13678,97659
199208,88645,625122,829295,52879,62825
199208,88645,707204,3237457,1206,72670
199208,88645,405858,3880426,47212,105829
199203,875294,178288,1776164,47054,81976
199211,824758,592142,1466134,48460,74047
199211,824758,155934,6895107,7229,119395
199211,824758,265976,7802795,23627,116517
199212,218309,493502,1645028,17943,89728
199212,218309,685526,4938037,57583,90689
199212,38234,76798,3338379,43491,106487
199209,833879,513491,3610728,21591,90268
199205,425582,336060,2411310,17666,65763
199207,115066,487265,490878,6714,75134
199208,79996,776725,1235959,45150,108101
199208,79996,145764,1085856,21042,108585
199212,413023,717475,4925052,12769,89546
199211,1988,309486,2243205,52019,89728
199211,1988,276265,3847875,58122,74475
199211,91378,676911,8117884,5398,113272
199210,244228,554793,2378079,28234,110866
199210,244228,386714,5646995,51579,108042
199210,244228,295945,8540092,7969,116455
199210,732010,68105,3433920,35513,64386
199210,732010,58665,3054104,41029,97419
199210,683039,109863,927065,47647,112371
199211,86212,797453,6511764,55090,93025
199209,366634,182110,3776604,26279,71526
199205,89650,550423,4714880,30442,88404
199203,309044,408762,3765847,31892,100244
199203,309044,448408,2924355,15091,81382
199203,309044,382475,3854713,3160,93447
199209,71746,211125,103611,53855,62166
199209,71746,445659,4653427,29402,96277
199211,361879,702986,994475,25958,119337
199211,361879,171511,7754299,30745,94950
199208,5297,189591,4369534,30041,100835
199208,5297,550150,3360364,12819,72007
199206,705845,83323,2432367,47809,78379
199206,705845,463990,1340423,9647,117238
199206,717278,681758,4305807,40170,104383
199206,717278,706454,2044588,10462,87625
199206,717278,570723,5682441,26665,107622
199208,682588,426978,2828850,37284,114297
199205,577450,705062,4054714,20057,64021
199208,892432,214965,8561292,29662,112797
199208,892432,107172,700426,39909,70750
199207,121657,548645,5758308,1854,101617
199208,191731,492740,5660796,8734,103963
199207,721531,520884,6720346,47029,114291
199207,721531,249675,7310970,44114,97479
199205,830453,121732,4166862,20567,105223
199205,830453,270305,892703,11667,76517
199205,830453,603757,5589983,54420,99643
199205,330931,704669,3479476,37637,100417
199205,330931,168123,2358417,36967,71467
199210,855824,30500,3364536,53135,85830
199210,855824,517615,5656924,29322,97955
199201,473972,741220,5993174,16838,75671
199201,473972,10764,3774909,5864,100485
199209,545636,789533,5841000,34025,97350
199209,545636,69287,125628,50368,75376
199209,545636,490635,2414030,43921,97536
199202,755264,783731,4173810,41647,108882
199205,203821,235445,6764107,57302,82825
199205,203821,251746,1527957,22817,101863
199206,203302,544502,4899248,18436,92788
199208,677228,389221,4280456,48960,78612
199201,747295,627927,6492115,33093,111293
199201,747295,542828,8418600,1085,112248
199207,138359,352628,5270392,28127,100836
199203,882454,501053,1475642,47514,63241
199211,575722,302862,8391825,39598,111891
199205,235655,93181,805487,16701,70450
199205,235655,487951,1900151,5848,116335
199206,806263,672150,1649516,6185,67327
199206,806263,357209,126619,24989,75971
199206,304982,466264,3897400,30395,73814
199206,304982,621555,7234948,10024,88591
199204,129523,795520,3392529,8369,96929
199204,129523,416500,566592,7401,84988
199210,188057,747613,6974436,14442,99634
199210,188057,326002,3223776,19969,61679
199210,188057,704690,2880922,26433,101679
199201,870679,352499,6385891,47120,93088
199201,870679,436383,4353888,5021,79161
199201,870679,666982,1336979,50419,116937
199204,387937,612135,3731864,48338,62826
199204,656711,544224,1775480,57686,76092
199204,574243,528993,8694471,39032,121318
199206,758617,502154,4921645,55694,69367
199201,110728,124174,2490995,52425,71890
199201,110728,582201,2694678,59126,76990
199208,513025,10389,385915,12084,77962
199208,513025,604375,383802,43997,76760
199207,771163,431715,4075557,17015,98801
199205,234106,124787,2331760,20220,108706
199205,234106,732271,4342395,36602,78194
199204,207385,771325,5610293,18106,83777
199203,106786,98724,2363571,7261,103363
199203,106786,42188,1342653,53592,67810
199203,106786,279844,7041807,26903,109429
199207,735307,278474,1565751,42105,87147
199207,735307,303118,3515769,17625,67266
199207,735307,98058,4646620,51706,63363
199207,269068,722020,618942,36186,62519
199206,480679,635696,815830,3511,97899
199204,345901,105490,6155436,33628,89729
199202,747161,194,2166496,18174,65651
199202,747161,50974,7507383,47891,115498
199212,169879,473813,7606365,23363,107207
199210,622486,61900,2736993,16658,111714
199210,622486,345536,929933,1140,94891
199211,149470,353932,4281643,37345,119155
199211,149470,520976,9291808,47818,119817
199211,149470,491512,6164309,34147,90209
199211,149470,38479,4252410,59112,85048
199208,753316,166270,935389,52882,80176
199208,753316,89463,5693643,52926,87147
199206,92014,281612,4462080,37290,95616
199203,823483,221711,960027,26390,97962
199207,144787,373266,937475,44264,80355
199211,893917,670723,331963,43124,101621
199211,334417,150971,6405600,17494,121318
199211,334417,562046,434343,10956,66481
199211,334417,699751,6127520,55892,105043
199202,587564,136147,1639832,21440,70988
199202,565669,507648,3278127,28242,99337
199207,741268,796379,6426581,8614,88520
199204,693179,478592,7695793,14640,94234
199204,294899,667791,703504,57306,105525
199201,448235,49811,1568881,54512,105648
199210,217312,582173,1506180,25029,75309
199201,651557,645254,2137010,22554,71953
199207,168002,406207,2727291,39334,66790
199212,772462,460070,1545075,7645,61803
199212,772462,386242,788968,21091,79693
199209,798346,790131,2393356,34493,73266
199209,798346,579590,7199185,32864,100174
199204,458803,476522,1648350,45137,89910
199204,458803,635214,4137048,34843,68950
199202,663148,102633,1635630,32546,98137
199202,663148,171306,413190,25181,82638
199206,449104,587840,8482408,32781,115669
199206,449104,758326,3934152,14061,83057
199206,449104,370800,6050134,31091,112247
199206,449104,30533,3332457,3111,87811
199211,26848,330348,1215687,54879,82699
199211,26848,150899,8493720,28692,116993
199204,333469,527944,6763685,15774,118315
199204,333469,351777,716873,31502,109725
199207,839635,237533,6052660,10087,88231
199207,839635,204845,8315192,21164,104989
199207,839635,747848,8258148,44828,113748
199202,636115,603314,4138752,13467,73036
199207,787843,185648,4927004,18975,104018
199207,787843,171698,5431178,58738,106181
199207,787843,480860,1804023,9104,110450
199210,218020,44636,1084312,55972,94837
199210,218020,581624,2363961,28337,102336
199210,218020,454950,6857748,32918,114295
199211,851923,699290,5414892,25262,77355
199211,851923,388357,3613350,45754,86720
199208,471670,546526,7005487,6834,94350
199203,290182,84296,640145,58943,76817
199205,879902,273794,6125357,12214,106066
199207,432262,491978,386110,28106,118197
199212,659065,451632,5586976,48327,95016
199212,659065,172500,4717500,3725,94350
199212,659065,798326,3489510,19707,85457
199206,871504,221069,2178110,19776,59403
199206,871504,185380,879228,58585,87922
199209,762542,565594,6571897,31711,99574
199209,762542,600688,3018435,52261,95319
199209,762542,562101,5585110,56618,69784
199205,836231,792995,7648197,8548,125277
199201,428251,54806,3623726,53227,105648
199201,428251,314569,3135429,39673,95013
199201,428251,554214,1521828,52418,76091
199206,336671,540685,507344,25886,103539
199206,336671,79687,3103358,54055,100000
199206,336671,373127,831676,52989,72006
199202,405667,415657,2044419,57896,94357
199202,405667,516168,1740685,9384,71048
199209,698024,251349,5020574,17767,78019
199209,698024,762493,2925820,58355,93327
199209,728141,456151,1549982,14572,66427
199201,875053,533014,923445,25955,62819
199208,326096,351949,4510096,5398,120055
199208,326096,797154,1114747,52119,75067
199208,326096,643949,8620312,6629,113574
199201,160861,474992,6426090,46801,118018
199201,160861,426989,3640324,4191,114957
199205,89683,359140,1410176,37977,71947
199204,766178,628911,1287916,1095,110392
199203,337561,558421,878763,20401,88764
199203,558412,173676,2274571,27032,104980
199208,605224,160208,1118552,9121,76092
199203,345421,348017,1384500,55136,63900
199202,281837,136834,1296485,1565,112249
199210,459808,396359,2449337,32314,87320
199201,584371,231723,7942608,31050,99282
199201,584371,162642,2868909,31319,102278
199205,462958,525936,8351850,38590,117714
199201,244924,167697,4842309,18164,105881
199209,763454,123403,1141120,46996,85584
199209,763454,421119,305786,7177,62405
199201,513323,512456,3779738,28038,88105
199201,513323,364965,1623960,26672,121797
199201,513323,602778,5929650,37625,100844
199208,182144,18765,7071792,36590,101025
199208,182144,260437,4519256,28309,83845
199212,109583,233336,1492720,2814,76159
199212,109583,69786,8517288,9248,105346
199212,109583,48829,2264942,26147,106669
199201,11809,691501,1023834,48915,89548
199209,608149,450570,3725347,54459,91233
199206,689449,771451,7161463,43370,91345
199206,689449,476056,1736906,30744,61921
199204,200320,792917,200988,9386,120592
199212,325117,539355,2732886,47434,83659
199212,325117,131847,4603158,51845,112730
199212,325117,631202,4823904,28876,67990
199205,804454,268794,3664819,17442,105766
199205,804454,7076,4817043,31574,58984
199205,804454,523804,6762786,10079,109666
199201,851098,591980,10152604,26552,124317
199203,684385,326710,2893342,30735,104202
199203,684385,618676,3438043,29092,95678
199203,684385,181739,1605883,39708,109243
199208,349105,661682,325442,34325,98619
199208,349105,210631,7091452,54239,92497
199208,349105,242529,1442079,7279,88290
199203,641053,550015,5271700,9726,63899
199207,764456,571596,817109,12439,100054
199207,764456,448702,1650680,20128,99040
199208,564724,247883,897126,12056,109852
199208,227416,562898,7959171,1673,117652
199205,52666,687329,4821570,951,78977
199212,446060,572923,8582370,13407,119754
199212,446060,313688,510501,20069,102100
199212,446060,470507,2511716,50159,88648
199212,446060,602256,5559456,16174,69493
199202,494765,611510,2558664,10259,85288
199208,346967,723374,6707232,16320,83840
199206,297770,739576,1279507,53400,96932
199206,297770,450025,1815450,9295,58500
199209,506782,172342,1400196,48984,84860
199209,506782,550001,1560705,8215,63058
199209,285550,243848,1971013,48869,107509
199203,881570,237445,3251475,42840,82945
199203,833599,725445,2793779,43099,88224
199203,833599,538871,7563006,32057,114591
199203,833599,765454,2583014,21051,91165
199206,645949,721320,5577083,29689,80477
199206,645949,665350,4340556,38393,78919
199203,276184,636708,164467,48460,98680
199210,171514,21522,3031392,11382,86611
199210,171514,562571,6044135,15841,98013
199210,171514,725660,6112094,14262,101137
199202,322384,761301,953589,1936,81736
199201,652531,567095,460179,27264,69724
199208,224798,9307,3814316,31255,72978
199208,224798,416232,3263212,49900,68892
199208,224798,410582,3103032,42762,89553
199209,145177,502860,3651166,18097,111770
199206,13723,112140,114061,21652,69128
199206,759043,723309,2264859,24389,79936
199210,448811,118581,5859261,508,95974
199210,13624,67800,7000488,21879,106068
199210,775049,226497,2929521,33532,85408
199201,703207,214618,6130400,12489,91956
199202,868783,122978,6933361,34068,120058
199201,717005,786068,5193135,51652,69241
199202,643981,713088,4855630,17088,66063
199202,643981,55237,3738833,24760,71533
199203,577663,415489,5505483,12215,84267
199203,577663,716465,879969,22084,88885
199202,792896,483534,4461479,38925,91050
199208,212243,16654,4711950,36384,94239
199208,212243,700568,1383443,31481,94111
199208,212243,32530,3185390,20588,87751
199202,675037,128061,3702804,10950,65343
199202,675037,742205,5133351,7372,74830
199206,718313,381679,174305,54551,105639
199205,727615,648606,4352796,49066,93274
199211,529561,672785,7579418,6827,105465
199211,529561,59281,4713064,1211,74416
199210,201686,606150,3032120,57831,63367
199208,707381,643284,2086325,13111,73635
199208,707381,48117,3268822,49377,63906
199209,842347,58335,3969229,36592,77599
199203,315404,791685,522335,38766,106599
199203,220888,693229,2811037,18772,73331
199203,220888,305878,2984034,32871,113031
199203,220888,616404,5941665,23395,79222
199210,585575,792014,663588,51745,66358
199210,585575,179083,2531010,35353,69724
199210,350674,776051,4351424,58300,67621
199210,350674,262804,6646663,52372,106007
199206,600173,719888,2861775,3305,114471
199203,232003,531608,811592,46794,98374
199203,232003,520097,2680968,6513,67024
199211,82970,737283,6337200,1788,79215
199211,82970,309990,2547974,39083,119998
199211,82970,426765,3552654,24421,101504
199211,243500,249008,1339786,44581,57419
199211,243500,263006,193798,47041,58139
199211,243500,335280,390635,55401,78916
199207,162752,205980,2402725,25025,113158
199207,162752,139212,2105786,53416,75072
199211,168421,708092,1940505,41736,66003
199211,168421,97898,1516712,42545,113753
199209,509791,292425,6111871,25508,85044
199205,20458,184826,5617810,47690,114649
199205,20458,179867,3243468,58909,116811
199209,665048,562756,3742946,20850,109123
199206,879457,138369,4551402,8960,84441
199206,879457,656572,5093095,43006,91712
199206,879457,596123,3345210,36378,73146
199210,809201,127116,4115196,31674,68586
199210,809201,598246,3688539,41289,80653
199210,809201,402109,1189030,38667,60664
199210,339841,84948,9084818,53484,115976
199209,100414,44463,4319494,14850,84447
199209,100414,364288,4150116,33832,81136
199209,100414,53339,886538,12366,77539
199203,94150,748086,336812,9462,68043
199211,799948,786888,2128888,15612,118491
199211,799948,423379,4558225,6564,78141
199206,523804,35520,6258736,33658,87331
199203,290159,182673,7647698,36259,105340
199205,496652,134739,4519464,22858,106423
199210,147451,355272,131398,41363,79635
199210,147451,357019,5272400,48166,64560
199207,416638,39654,6090930,49025,95619
199207,416638,52096,2773246,28754,62885
199207,416638,361844,2477579,18309,114349
199212,20653,414357,5855745,55367,76279
199202,815375,493343,2672640,3210,80179
199209,326590,40424,4322482,24672,81865
199209,326590,205569,6488020,57405,88473
199209,326590,123009,2427264,19060,61920
