"lo_orderdate","lo_partkey","lo_revenue","lo_suppkey"
19930314,217655,1372914,13283
19930413,539976,9579794,5524
19930413,371237,5000016,16921
19930413,291433,5112243,14587
19930413,310613,7796527,1317
19930725,233181,2316359,1244
19930725,471556,4490938,10243
19930725,535610,6842363,9882
19930902,297763,4706484,1356
19930902,492887,3163804,17615
19930902,338017,1125685,12034
19930720,528461,3833818,14799
19930720,85475,2124983,8306
19930302,255437,3002057,855
19930626,553934,4435027,5793
19930626,292171,2279793,4588
19930626,210626,1355290,2145
19930304,538296,3830689,17503
19930305,563006,1762748,15777
19930524,774,3150242,15130
19930314,485569,609379,1049
19930919,303449,3099485,8347
19930919,50813,1901387,2472
19930503,231689,5876549,493
19930127,72169,442770,12389
19930127,340166,5910135,1421
19930828,507541,5614933,2358
19930427,513723,3094799,10771
19930602,375613,491382,9706
19930602,272205,1615104,17148
19930919,43997,1521736,9153
19930805,575955,9155432,2942
19930528,239423,4005485,18230
19930528,370043,5399308,5635
19930528,293254,5444202,12268
19930528,306835,4466413,5413
19930413,258274,1912467,10241
19931123,530825,6910999,14937
19931123,107406,4798493,1779
19930830,236230,5257319,19881
19930830,124958,8637730,8422
19930202,493544,5631935,7645
19931110,262786,1696306,19320
19930304,475429,6812744,7843
19930304,323500,2836738,7507
19930304,109489,7120776,5831
19930906,401288,233094,10717
19930906,445730,6014123,13306
19931216,394413,3363009,14107
19930522,569265,1046044,13769
19930522,128459,4123211,9194
19931118,97095,1377125,5814
19930710,265906,2178879,3189
19930710,277431,3825268,17502
19930518,307272,4638596,854
19930518,528769,7223319,2096
19931205,523775,1762775,6399
19930827,198144,5783403,3589
19931126,578073,5076130,16493
19931126,179587,7274621,17335
19930404,173212,377851,8626
19930404,573179,4129590,4751
19930328,564499,2881475,8124
19930328,332258,4598415,11128
19930328,377893,8780270,3315
19930328,53412,2943823,9645
19930712,386029,2513232,16322
19930722,206709,6425599,17749
19930722,274928,6154010,7467
19930220,538986,1984460,19224
19930320,277439,1249282,532
19930320,323707,7218707,6027
19930227,111317,4076583,10583
19931210,153887,960735,2054
19931128,49073,2478519,3541
19930314,39045,1753559,2507
19930314,370470,1056755,6862
19930918,429024,1848820,9539
19930806,45660,1748563,10041
19930806,2579,3339458,11112
19930806,142955,5232631,10373
19930806,231154,107428,16191
19931112,158282,5385245,783
19931112,122690,4485535,7797
19930427,90215,1789736,1883
19930427,38044,2213518,4506
19930621,29998,755772,4988
19930603,521817,8561406,18649
19930603,305799,7074737,5867
19930603,551298,1068621,52
19930512,123554,2601379,3913
19930512,214600,293830,849
19930811,292930,4103511,474
19930811,196510,1259503,12783
19930811,328352,6087299,9962
19930201,551003,1962510,10792
19930729,397744,4108899,16200
19930612,9415,4195730,445
19931010,376137,4471560,2137
19931104,126300,656518,2718
19930117,298562,2119226,11971
19930302,541056,1397616,14395
19930129,117748,865212,4845
19930316,386082,226605,15513
19930318,253818,3472728,12706
19930318,512908,5835633,17516
19931020,75970,7513390,6651
19931210,72201,3449208,13714
19931210,276133,4841308,9116
19930209,578514,7335008,4577
19930209,149124,348416,1767
19930418,570324,6487677,19224
19930202,259137,4571916,11793
19931126,283664,7104666,16710
19930512,561802,7123367,6728
19930514,47349,381123,8438
19930514,319348,1607980,372
19930514,273652,1576870,4278
19931202,382515,4648725,9694
19931012,481423,1390356,7942
19931012,82480,4872983,14743
19930511,516735,6763352,13366
19930511,351796,3259483,19318
19930724,582174,1846540,13612
19930724,503308,254388,14358
19930220,237715,5072136,11545
19930220,329615,3062245,8470
19930220,373622,5756595,6798
19930818,589049,3345778,2997
19931221,216070,1932677,16640
19931221,275419,2323070,2271
19931221,73377,5108449,13124
19930717,462407,2982509,4512
19930717,469787,7919474,19158
19930717,347547,7735065,1985
19930717,193991,5925541,18585
19930131,283757,3274331,13531
19930131,294357,6091840,13706
19930718,146803,7142077,10855
19930912,106083,3989300,13140
19930912,323846,1295792,17703
19930912,276549,3887050,13085
19930912,64776,6078768,18724
19930528,325818,4745941,11427
19930618,558012,1349257,6238
19930618,217656,5647793,17142
19930511,202040,2307973,3858
19930511,272880,4539531,18332
19930511,483714,3493846,13375
19930819,461418,1351802,7338
19930819,47316,371413,14226
19930608,56353,2203636,2952
19930823,169675,5642262,16643
19930922,561300,2830101,5265
19930728,416923,4507755,18730
19930728,392132,5332266,14716
19930728,157360,5911808,18736
19930627,397086,3098460,13629
19930116,283075,628487,8299
19930401,276240,5426818,7376
19930821,406856,6282726,15129
19930128,422611,6247845,13100
19930128,21340,1623344,1054
19930128,461338,6175620,8982
19931225,35105,1235638,4620
19931225,4757,1316106,19830
19931225,514122,2361951,3753
19930217,442023,4776750,276
19930516,151337,4625915,11859
19930810,323443,5892115,2064
19930909,401903,4824444,17006
19930909,581782,922561,10387
19930909,264851,3736998,3758
19931110,314607,5879885,7349
19931110,327648,2112969,4471
19930524,302094,2255732,5439
19931202,401149,4219382,14663
19930702,375472,3983162,10459
19930702,100823,7685577,18203
19930201,551033,210297,10169
19930201,265952,8354546,13110
19930201,260831,7901926,12607
19931004,130519,607407,7951
19931004,382679,1569639,1006
19930112,142639,5438391,16123
19930112,321645,1649963,7160
19930603,91200,4390763,9852
19931001,199078,4844820,3942
19930905,517317,130760,8765
19930507,517658,650144,10041
19930507,444686,3835312,12910
19930813,100355,2281054,7414
19930813,51259,3474627,2233
19930824,192726,6416444,6088
19930824,575495,1371020,14969
19931203,23888,8611865,16939
19930412,369230,1764340,3294
19930412,393584,6671695,16617
19930126,344628,1135702,9004
19930224,419396,3515984,16829
19930606,541482,1194392,16572
19930408,561849,3783423,3986
19930408,288417,5452952,5796
19931226,522532,153896,12366
19931226,456363,6269503,7783
19931226,289878,543547,910
19931226,576042,1424357,11125
19931222,420527,3009352,4840
19930601,566390,4379304,17836
19930618,237310,2177785,6283
19930616,313077,2326188,10230
19930616,483146,2213075,7203
19930819,508943,7842814,14230
19930819,195020,2595766,7530
19930819,237722,6180760,3833
19930819,154777,3590269,1440
19930804,356360,5135685,18070
19931111,58108,4749475,18494
19930825,506825,4264430,13233
19930825,6586,2047819,1274
19930828,367497,4646505,14060
19930209,467997,3658774,2199
19930209,210495,681657,2801
19930714,435902,1426194,7874
19930714,43616,2779225,10122
19930403,451164,4305555,7448
19930403,506326,3101594,13553
19930216,529506,7072420,6005
19930216,194860,1341033,11927
19930216,195751,5732312,7044
19930216,172228,5921201,18474
19930512,330790,4415391,4693
19930512,571123,347483,7765
19931010,339733,6949062,14236
19930608,380912,1546490,2571
19930608,444963,3886473,1952
19931228,302074,313133,1809
19930408,211930,8570453,12793
19930607,177807,6344236,10107
19930607,1564,6750369,5458
19930531,6190,4232389,10177
19930531,228555,1762445,15911
19930818,421624,2574969,276
19930801,154926,2113641,17161
19930801,435932,8878176,19971
19930801,205926,5863943,3467
19930801,24545,6336656,19348
19930713,423637,1059654,13601
19930325,323282,2972099,16164
19931030,441464,2044915,6611
19930828,88897,3360655,14898
19930828,87553,5737008,4769
19930424,156954,4778017,13798
19930424,316373,275093,23
19930415,350489,7241666,14741
19930304,408502,276454,12148
19930220,508925,574368,4301
19931030,364389,3524422,17971
19931030,218338,5118247,19856
19930809,553393,4535816,9930
19930809,263325,6123337,16865
19930809,513124,3308961,2152
19930809,266280,2442689,1747
19930809,566300,3615176,16392
19930809,1509,4608103,16584
19930710,410221,2438867,18766
19930704,152204,5848867,3
19930327,458851,7899907,16565
19930327,100530,5757853,3710
19930413,69663,3520014,2374
19931004,277315,1919065,13792
19930727,28651,5942643,9318
19930727,334994,9942002,14429
19930121,192049,3354657,7715
19930307,228983,5192910,1618
19930307,102302,4648525,12370
19930628,481596,937076,17637
19930106,10899,2305799,9995
19930106,388829,5316169,14541
19930106,434896,7250245,15765
19930525,453298,3762568,17838
19930509,364218,6219952,13290
19930509,210733,3826580,12683
19930305,314870,2955460,3302
19930305,17007,537768,11450
19930831,539950,4439533,14645
19930223,97998,1742499,4897
19930811,453862,4314435,12597
19930811,242943,8232084,7074
19931118,147642,8196443,5376
19931007,326230,609266,10283
19931007,54355,5833154,190
19930608,521844,4802620,16521
19930609,257676,7439687,10279
19930831,127581,6241290,9917
19930919,245782,2513905,10279
19930201,126658,1797521,11122
19930626,6106,3372317,13693
19930808,528453,574794,3144
19930927,585195,6208824,11955
19930901,241747,2507764,9007
19930901,132993,2581111,5154
19931014,320005,2008980,3286
19930214,109099,1289816,2052
19930112,294880,5939588,11461
19930112,33309,2771571,18686
19930909,595863,5567023,16043
19930909,45055,679033,12998
19930526,368901,5070496,3010
19930526,313632,3095411,12999
19931221,94560,5730108,11885
19931221,458426,3289334,17845
19930508,514400,1371948,2601
19930508,531839,8250272,17744
19930508,407604,7184539,8396
19930809,373177,2104019,18950
19930809,440101,4140375,113
19931021,315532,1819883,1599
19931021,302741,4784795,17987
19931021,166073,2368126,3565
19930412,558089,1798590,16713
19930412,92545,5070806,9895
19930125,308838,7601511,8698
19930121,223713,158759,19002
19930121,342385,553819,16514
19930121,463599,2728247,4052
19931015,357714,2630974,13468
19931110,392635,2736550,18359
19931110,199785,365647,11501
19931110,181385,1137910,6520
19930317,329180,4105132,10491
19930510,12514,6226716,16384
19930915,481526,5613930,10596
19930728,247827,6783323,433
19930204,430067,3675089,972
19930204,524544,4658504,14087
19930204,207249,2916012,13047
19930823,42542,1763633,18540
19930823,352756,8416067,11401
19930823,153905,1710119,7904
19930831,1063,3553525,5288
19930831,460483,1286122,3959
19930831,523559,7134045,17843
19930820,175798,9181571,1703
19930820,134445,1904039,14319
19930420,402427,5602091,13082
19930420,376403,4305024,19469
19930420,402446,3567919,13977
19931208,395749,7592908,18125
19930319,101992,9575139,3136
19930609,89546,1340526,17314
19931108,386421,3840880,2904
19930322,229854,7866734,427
19930609,121973,1564056,1589
19930609,519490,2958561,1774
19930123,506868,7638098,885
19930705,598755,5394354,8414
19930705,224976,1693755,5959
19930705,559427,7137692,3749
19930603,288972,4035655,13555
19930603,352235,4494972,7650
19930603,390407,6896978,16157
19930603,553914,8099835,2091
19930904,447210,4714392,15704
19930915,113382,4144278,9368
19930915,5946,5928059,17934
19930915,512308,261415,7264
19930915,352922,7854217,5958
19930206,109114,326825,11150
19930206,72912,1462690,17159
19930206,229487,5048299,15378
19930705,152471,1625542,12911
19930705,569249,2088060,19067
19930705,375127,2002715,10454
19930710,512105,3142346,9575
19930320,303833,3207087,8701
19930320,421256,913530,10872
19931215,216552,427345,123
19931215,126347,1998209,1669
19931215,98959,1726911,15339
19930713,382772,1836212,7019
19930124,120902,4378443,5437
19930124,398585,4572576,5947
19930530,371458,4088193,2133
19930703,488188,3493195,11191
19930703,559102,1724203,5793
19930703,260935,3344402,14359
19931101,594623,5049744,12028
19931101,599238,5897096,17321
19931101,458089,1625037,5744
19930315,95672,1470884,1063
19930629,534837,6485821,16154
19930831,163324,1495530,10998
19930831,63571,5924974,8898
19930227,439554,6357957,2766
19930212,113885,2762870,19965
19930212,515881,919977,14013
19930422,500375,1467498,4577
19930422,274176,5351694,7842
19930719,550695,8468245,6462
19930328,80446,559164,10343
19930328,240008,2114965,9857
19930414,541129,1737598,12060
19930414,540971,4534935,5702
19930120,584095,1502135,5837
19930120,138899,2255703,3414
19930120,190969,1615008,3274
19931124,215024,2788859,1243
19930812,460132,1513664,13558
19930812,302895,1115953,8475
19930303,256449,6335678,16050
19930303,29630,4168890,15241
19930303,278153,3547255,1099
19930601,97161,2293156,5255
19930712,540641,7491617,7156
19930131,377633,995580,460
19930131,379527,4565701,16201
19930528,473876,3625706,14166
19931012,213253,4298760,15608
19931008,286702,1170262,1553
19930201,408667,2807790,17740
19930201,2104,4338303,2106
19930201,537678,6157467,1323
19931006,73928,4286927,9138
19930107,387739,7052965,8866
19930107,125019,3949489,3992
19930107,583843,6420164,18729
19930919,47862,1791761,11447
19930506,315177,3700464,4444
19930307,591865,6005541,13111
19930915,393810,7350571,2078
19930915,160309,6371352,4376
19930721,150680,2204886,5135
19931130,344190,3232317,12721
19930525,489324,2165631,17383
19931118,573856,5295453,10631
19930611,300937,5827325,11927
19931012,283334,1150020,19745
19930518,554340,1217241,13189
19930325,180931,2732200,10213
19930726,92694,4297686,18778
19930726,297837,3088002,8152
19930726,545741,3677069,5720
19930904,304972,3293615,14472
19930213,403882,6825556,13831
19930213,239671,2072919,10514
19930814,386303,2021416,17203
19930524,384678,3419560,9984
19930524,278307,3148960,12025
19930201,313167,4464507,5619
19930201,191688,2934692,15191
19930506,285728,4366533,2166
19930506,424468,6203320,88
19931207,63941,933420,12969
19931130,204067,3364688,14510
19931130,342454,6745951,16390
19930710,566838,8773554,18993
19931109,202514,1963269,18246
19930621,417579,5516283,4573
19930331,345339,3356976,2417
19930331,304857,1986583,12510
19930331,321923,381202,8579
19930703,168645,6316477,18583
19930703,4358,4998906,1357
19930711,477205,4013501,6576
19930811,21763,6373447,1698
19930901,31425,4652520,1194
19930901,156980,4638203,657
19930703,962,7008455,17180
19930703,97938,6450518,532
19930703,496665,1809525,10167
19931117,300767,1886189,10337
19931117,364671,4762651,2827
19931117,23345,5022626,1254
19930910,293949,3236921,506
19930625,489121,3263694,14018
19930625,276295,124585,14945
19930525,353484,2435352,5383
19930525,400865,7342362,18091
19930506,309611,6738454,14011
19930506,166549,2878892,9380
19931216,261942,7351073,2912
19931023,483229,3240210,4752
19931015,48093,4534988,12181
19931015,570243,5604822,8329
19931015,78303,1395335,18108
19931015,233500,1844901,7968
19930405,549078,773156,16571
19930405,342038,2031517,15880
19930805,440788,2202440,15231
19930805,206328,241924,3704
19931209,260814,878526,14666
19930214,224096,3837540,3830
19930317,377095,1148638,17026
19930317,21548,6837769,5118
19931003,64962,2098459,4474
19930727,139581,160437,7291
19930325,288531,4020649,651
19931128,96284,3295440,11796
19931128,39708,7427831,5391
19930913,476001,3222080,18991
19930913,125976,7927801,4260
19930913,469102,2077895,8675
19930730,336016,1734748,19997
19930215,555581,7143584,16861
19930215,96863,4921189,3964
19930203,390435,6876593,3890
19930203,207672,1251090,2408
19931228,122184,2127701,18180
19931228,542490,1486495,11350
19930521,488459,1134785,7212
19930928,410025,1451120,12850
19930928,237734,7372285,19391
19930928,192338,2242757,18421
19930712,171780,4766481,8687
19930121,589176,4091495,4837
19930121,473712,327023,14729
19931113,362759,6891642,18175
19931113,359687,2075043,8135
19931113,249621,7160410,19115
19931113,167689,6197567,11235
19930403,349411,5295410,16005
19930922,124219,4142375,19548
19930131,157759,2467146,235
19931122,65982,7826983,10385
19931014,136134,4540104,12829
19931014,203835,2754290,1177
19931214,518254,4156375,19462
19930423,486710,4156890,16227
19930223,564034,434811,8740
19930223,313254,5654424,9148
19931008,189491,4068181,917
19930711,300417,2222483,14038
19930711,108019,4931702,7415
19930711,462941,753952,17723
19930329,67338,1899255,14017
19931101,291961,6890007,11746
19930912,333663,498815,19619
19930912,272273,2928851,14061
19930912,553697,8063586,10910
19930923,504273,2601758,5172
19930730,425034,4041268,11041
19930506,78679,6498066,17280
19930506,554245,1655206,11266
19930506,185271,6114065,15247
19931202,7985,4823313,14789
19931202,560223,5208508,9544
19931202,465944,6363853,4796
19931202,513600,1565172,9814
19930315,200710,1718616,5636
19930315,351111,690287,1937
19930315,121338,4087505,3816
19930225,118542,1390441,5674
19930823,460664,955288,15295
19930823,573810,7569068,9944
19930823,215829,6262123,17086
19930330,191501,4634175,11962
19930330,154051,1929417,1338
19931007,210536,2577698,13369
19930627,326889,1138026,345
19930621,566367,2224543,7998
19930115,576097,4296955,12198
19930115,476448,3592387,13710
19930701,256183,1004747,508
19930411,270156,331085,15577
19930411,308714,2673630,19950
19930410,378466,6741524,3760
19930410,262850,710633,18497
19930410,369498,2327707,9410
19930430,161453,2226241,14054
19930419,441984,2989089,9307
19930419,425353,4635224,11543
19931007,139001,3057600,4667
19931007,260229,1295049,5000
19930717,133041,1354364,13118
19930301,393773,3259362,13899
19930910,406247,904124,19727
19931215,451281,1707912,13330
19931215,67601,4150515,14049
19931215,368240,3755928,15466
19931215,553440,7244580,14976
19930221,134998,201266,19124
19930710,480969,772176,10351
19930302,459162,2885814,5286
19930308,481715,6152197,1103
19930308,204252,1246426,7839
19930708,292993,963200,15517
19930724,77557,4316689,17514
19930619,512870,8583913,1104
19931119,261997,7600842,757
19930121,216015,1354605,11921
19930714,289361,6149493,16615
19930714,222011,1448016,19624
19930605,526223,4652020,9682
19930605,317490,1193924,6707
19930510,531703,1373866,8613
19930524,397,1907163,3711
19930425,118157,3454941,15475
19931130,130061,2673097,7807
19930318,521850,6115268,10101
19930219,370592,4887985,6657
19930219,238320,3329488,1376
19930321,35392,6051571,3133
19930112,423251,3138716,10395
19930617,258180,2929649,16992
19930201,70142,4099348,12044
19930330,187544,6460898,11476
19930330,243153,637953,10951
19930330,64374,1947328,4642
19930330,128604,7839745,15751
19931011,132979,5269349,6192
19931011,5457,2378837,10855
19931201,186715,2796253,9850
19931201,516932,6945915,16817
19930807,310232,5783776,340
19930807,466696,7332374,7164
19930807,548027,5109475,10731
19930730,386490,1223348,19425
19930730,422942,4703328,12416
19930730,175948,4408141,1893
19931013,325129,4813792,19688
19930426,541580,963206,11121
19930804,189929,7833409,13009
19930621,418359,3840931,4196
19930614,515872,7507979,19838
19930108,549672,8016002,19797
19930108,197290,6592402,5281
19930108,252976,4201274,14496
19930505,475510,6916441,772
19930505,431734,2968295,18302
19930129,413363,125081,154
19930129,434686,5876513,8531
19930129,152715,7373118,5664
19930422,451240,2426515,16765
19931116,152416,872235,105
19930713,493801,7035537,9858
19930707,554980,3355649,455
19931123,103000,1945820,14268
19930804,91493,6692080,922
19930804,510811,1983929,15165
19930804,383901,8842684,13922
19930927,360750,175641,14810
19930119,537686,4222967,7261
19930710,598168,4715105,14503
19930710,334845,547030,2749
19930726,585445,5938029,19860
19930929,175134,5864280,11104
19930929,131161,1635643,10003
19931112,516617,316916,17702
19931014,260799,4267466,13301
19931014,208306,5890520,18225
19931014,193764,5701465,13961
19930208,79140,2822471,19994
19930412,176727,5423786,9990
19930703,350343,3108519,19348
19931120,34275,4621829,16611
19931120,114220,4112421,202
19930729,15518,3371615,12571
19930302,453892,2192893,8389
19931018,19155,105266,7681
19931018,330453,2180656,10727
19931105,368488,2868574,5075
19930217,503502,5606407,8180
19930721,1166,3063816,8491
19930123,487966,5803201,4013
19930401,44081,1105036,4521
19930401,455311,3226506,2070
19930505,233595,4842541,2660
19930401,3408,2056275,10796
19931005,68515,1762409,14179
19931005,433658,7720997,19079
19931005,553721,5217618,11725
19930707,146238,254277,19731
19931120,434323,5601271,18251
19931120,49979,7939640,10781
19931120,583376,6794733,11240
19931120,195199,251072,14556
19931120,507584,3275430,7210
19930605,404191,2060014,13209
19931028,476104,3069587,12396
19931028,330805,1619166,563
19931231,590241,1826433,5947
19930226,231516,3931410,8948
19931031,156760,7913806,9604
19930821,163621,2287713,3341
19930821,403066,657978,6693
19930602,134842,1114842,7536
19930602,380348,5739029,17159
19930303,404641,4241181,3380
19930914,280055,710037,10686
19931006,346306,1987866,11202
19930929,322302,6229460,8851
19930929,120752,8073103,3338
19930929,266729,1973806,5310
19931009,322898,6465682,1245
19930805,403843,4279709,4475
19930620,370746,7194250,7379
19930304,362686,2741914,18876
19931207,503314,1549133,14930
19931207,227207,3593113,5179
19931207,448735,8000989,3826
19930228,129036,1792445,16545
19930224,231999,7073179,9049
19930224,398256,4334922,1411
19930223,206924,3019170,6582
19930210,247212,4819953,12010
19930813,308232,2795455,1676
19930715,559227,2773047,16667
19930715,522720,7343737,8257
19930715,110579,5452225,2149
19930205,434054,2517500,19196
19930205,344239,6162022,11252
19930117,446590,1673324,14468
19930903,548301,4675255,2190
19930903,482423,1669615,18781
19930904,143301,1330857,11441
19930609,537236,1996393,9481
19930609,517028,102410,16600
19930918,590515,3146760,1392
19931102,47317,4336583,13047
19931102,246744,6724033,9458
19930418,450814,5707330,13074
19930418,410,2542195,11483
