"d_yearmonthnum","lo_partkey","lo_revenue"
199303,100530,5757853
199305,364218,6219952
199303,17007,537768
199302,97998,1742499
199302,126658,1797521
199309,585195,6208824
199303,101992,9575139
199306,89546,1340526
199301,506868,7638098
199306,288972,4035655
199306,390407,6896978
199302,109114,326825
199312,216552,427345
199305,371458,4088193
199311,594623,5049744
199311,599238,5897096
199306,534837,6485821
199308,163324,1495530
199302,439554,6357957
199304,500375,1467498
199307,550695,8468245
199303,240008,2114965
199301,584095,1502135
199303,29630,4168890
199303,278153,3547255
199302,2104,4338303
199302,537678,6157467
199303,591865,6005541
199309,160309,6371352
199307,150680,2204886
199302,239671,2072919
199305,278307,3148960
199302,191688,2934692
199307,566838,8773554
199307,477205,4013501
199309,293949,3236921
199310,78303,1395335
199312,260814,878526
199302,224096,3837540
199303,377095,1148638
199310,64962,2098459
199303,288531,4020649
199312,122184,2127701
199304,349411,5295410
199312,518254,4156375
199310,189491,4068181
199309,333663,498815
199312,513600,1565172
199304,441984,2989089
199303,204252,1246426
199307,292993,963200
199306,512870,8583913
199305,531703,1373866
199311,130061,2673097
199303,521850,6115268
199302,238320,3329488
199303,35392,6051571
199301,423251,3138716
199308,310232,5783776
199308,548027,5109475
199309,175134,5864280
199310,208306,5890520
199304,176727,5423786
199307,350343,3108519
199311,114220,4112421
199307,15518,3371615
199310,330453,2180656
199304,455311,3226506
199304,3408,2056275
199311,195199,251072
199310,330805,1619166
199309,280055,710037
199309,322302,6229460
199308,403843,4279709
199302,231999,7073179
199302,434054,2517500
199309,272637,2708990
199308,514841,7560610
199304,100551,912311
199309,45340,2290475
199302,387063,450819
199307,236313,1333003
199307,448406,4558843
199301,129026,3888803
199306,173572,2075063
199306,417433,4234885
199306,208486,4279628
199306,246474,1406255
199311,261427,1224577
199306,308700,3383206
199310,272028,686006
199311,215996,4921436
199305,306208,4045681
199305,493599,4729932
199309,69061,3569157
199309,208496,5176913
199301,49882,5863847
199307,72152,5234042
199307,59931,183420
199304,397031,5470897
199301,320389,1777215
199307,36384,1423369
199308,438219,4353348
199304,326846,9083225
199311,478333,3598234
199310,363117,5380075
199303,545246,4884685
199301,328647,497662
199309,571284,5578250
199306,226089,3052315
199309,307743,7472115
199303,12534,2434509
199305,222354,500325
199305,150230,4642113
199312,394640,2549906
199308,362032,1516311
199302,268385,2277721
199302,44899,912725
199301,80552,5106456
199302,576774,366448
199311,420704,787969
199311,594910,3536625
199311,409805,1527868
199307,300204,2360212
199308,198607,4390214
199303,585592,996476
199309,388433,7380408
199306,350285,5569411
199303,203100,3697389
199303,400627,5239668
199302,251551,5538362
199311,194368,5067077
199311,545550,938171
199311,566498,4491593
199311,36890,5064139
199311,183610,3778443
199312,38103,1312827
199308,118767,8309141
199308,209565,3146689
199306,202457,4796104
199308,415629,2905392
199310,86733,6338924
199309,294513,4477275
199309,304249,1488837
199302,547417,4349238
199303,407225,878587
199312,166314,2945581
199310,111234,4931110
199303,169538,4933509
199310,292971,7388417
199305,398133,5118996
199309,166601,5393018
199309,580805,5174580
199310,388935,5751980
199312,191524,5224591
199309,197488,310754
199312,273156,4247824
199306,401008,2969637
199306,529096,1336583
199304,242733,1806426
199308,419124,2684939
199306,428819,8050320
199302,175801,6805276
199308,390119,5147138
199311,446149,758918
199305,53452,5371629
199307,66380,261197
199304,220605,1644586
199301,255505,1558342
199301,70176,2779462
199311,9419,2367226
199302,297808,1050969
199304,37248,2229436
199305,501962,3110880
199305,328278,3620952
199309,326148,2557255
199310,365891,9301050
199301,586305,6408235
199301,189629,2357946
199303,540336,2967324
199304,202355,2862963
199312,157756,1055602
199312,206369,865962
199302,334584,6503414
199302,5996,4330831
199305,86779,692181
199312,87689,1659913
199312,103681,1143897
199301,17820,5562761
199308,290212,1649418
199308,72671,2550975
199303,475241,3657173
199310,49770,1685374
199306,369378,1403939
199310,445421,3578601
199306,598706,6253216
199308,174706,2094103
199309,321903,1867143
199310,106258,247793
199301,546461,5702645
199307,588908,391388
199304,562624,5677095
199311,505713,5895106
199303,261179,4245955
199307,328552,5007150
199312,483925,8979465
199312,311384,276283
199309,138650,3767378
199304,342452,2029449
199312,368474,299237
199308,156127,459050
199308,236816,5668555
199303,205862,3984733
199312,167793,3429435
199310,417066,1830420
199311,208268,5007296
199306,517277,5834479
199309,333749,1921782
199312,206798,1687732
199310,351667,2892487
199312,211014,4029300
199304,531247,5441382
199301,204040,91570
199307,580742,541347
199310,273452,6068098
199311,339573,159643
199301,517376,6069432
199301,314061,3512188
199309,113319,129234
199309,496639,6980783
199305,356761,7198290
199311,530386,3785930
199304,26228,113113
199312,581230,3375054
199305,91340,1807959
199306,148951,387990
199301,425621,4200565
199310,471890,2736948
199301,242737,3991014
199301,378315,819260
199310,374847,6338195
199308,288251,4007702
199308,182560,5955922
199307,513622,7533573
199304,119456,438208
199304,34549,3885391
199306,53703,1623566
199302,217504,1810978
199304,421444,5960058
199303,480531,4691727
199302,96413,6418453
199309,340395,1421026
199304,168604,1159111
199309,444409,3281946
199308,47460,3140043
199311,60830,1228509
199305,17164,3565665
199309,532374,2366887
199310,123671,6878665
199308,450788,5565770
199305,317554,4774338
199304,115459,1313734
199304,367824,1685602
199301,129603,5495331
199308,461798,6620254
199304,58568,1776915
199302,68755,7601737
199307,255194,1126196
199305,19418,5560950
199306,272602,7331291
199306,462584,6000652
199311,502914,9392761
199310,369902,6312019
199311,355883,6526236
199301,50450,3667778
199310,431186,331796
199309,569546,5327984
199311,590508,3323239
199311,485076,1050439
199306,25768,3689009
199310,318524,4189457
199307,347447,2050357
199307,204794,5160893
199306,321674,3021666
199312,295440,426322
199310,8241,2047945
199303,284544,4194286
199302,327318,6196451
199311,283624,1715319
199301,89799,2278918
199305,230027,3789759
199303,505393,6577932
199303,419566,1617753
199304,524659,4500342
199302,24488,3425264
199310,194858,5741379
199310,280897,1457234
199304,449375,5191452
199309,401332,6043219
199307,486814,5170068
199302,486617,7700439
199306,436954,4447467
199307,143144,3800035
199306,7105,3005937
199312,348332,5275583
199309,475992,2892915
199307,19524,4340664
199308,145084,4359377
199311,362433,5033583
199310,355655,8467668
199307,93888,5402877
199306,271834,6972271
199304,590642,7562886
199306,272390,5607556
199302,419850,7358953
199301,297503,2183212
199304,104900,6651910
199303,253462,1261165
199304,252243,828294
199308,305596,2982141
199301,237779,339918
199311,21213,2334204
199312,216697,2076806
199310,598009,767137
199303,5755,3743330
199307,426999,3241407
199301,146581,7656136
199301,104487,730825
199307,60269,4867869
199306,431457,5910546
199307,90615,1907464
199308,570926,5088101
199312,389623,7143296
199308,266491,4473006
199303,476188,3878981
199308,77189,3771426
199302,137415,5032600
199310,484232,3130524
199309,441680,5940140
199305,506534,896576
199305,415607,6416152
199302,267661,2902254
199306,67336,126423
199307,576018,4931706
199303,408450,2503586
199303,376769,1447068
199301,466725,1004869
199311,160249,761977
199311,177029,1751935
199311,349558,2027107
199303,592392,4408578
199303,529032,3293375
199307,178583,2116852
199304,14053,3790836
199302,260188,454675
199307,353416,712659
199309,301024,1292537
199309,43479,6970103
199307,54613,5121381
199301,178542,158812
199307,78628,3778770
199302,28350,5261688
199302,407967,742476
199302,115671,327213
199304,376802,8370009
199308,288653,1910868
199306,13380,3549034
199302,289932,4143659
199302,211746,5036183
199312,251210,3563722
199303,497228,3032370
199305,160655,2522005
199310,507157,2623949
199310,221769,4264071
199301,312606,5869007
199308,590279,4648603
199303,53482,5064373
199311,561377,1534719
199309,74762,6533691
199312,145790,8815463
199305,578983,1212432
199310,253454,3065404
199303,517059,3374430
199309,335807,7223736
199307,443362,1646033
199303,370491,463759
199312,197631,4573954
199301,35681,1584346
199303,18880,3702095
199311,478247,1782695
199305,435068,3637023
199303,467386,2231690
199306,251086,1745388
199306,246858,6432449
199305,376762,5643123
199309,474891,5356912
199306,23260,1492090
199305,362285,4668290
199305,119484,1326069
199307,248380,5597751
199308,239049,1725100
199309,403170,3643344
199304,141480,4066916
199304,216346,3124266
199312,546346,6822368
199312,70694,645899
199305,16586,4313907
199305,348509,1510765
199305,357507,5463199
199302,44499,4526784
199305,289750,5455824
199310,368395,2752617
199308,476050,2488122
199306,127606,3234528
199308,105769,4041128
199311,381016,5052782
199309,331915,9444411
199303,552434,437004
199311,225709,6958875
199311,14431,5274085
199310,576127,5836238
199312,44128,3782439
199306,287089,2320006
199304,257209,2488649
199303,495702,6916348
199308,241506,5015552
199302,24768,5474385
199302,463971,6944535
199309,134870,2426804
199308,46275,3435432
199301,415111,1791553
199303,114382,4926428
199302,328378,6477694
199307,270293,1470457
199312,569895,4043702
199308,278878,1801154
199304,199757,727846
199309,259933,6242850
199304,401738,3181037
199304,422350,5290348
199312,404816,500749
199312,90208,4270384
199308,464485,5255741
199306,517109,5243028
199308,433645,6342895
199307,594940,9572263
199307,147116,1025863
199307,565339,3133015
199305,237373,2075610
199307,73556,2670594
199301,290829,8827898
199310,350084,3740162
199310,468808,2110814
199310,441457,813886
199310,377705,4588644
199311,480475,4178596
199308,9062,3941532
199301,54923,7177410
199303,200020,3278915
199305,538875,5251604
199305,176732,177255
199304,171250,5755365
199311,184324,557694
199312,35319,2235180
199302,184482,3877038
199303,208179,4520411
199311,29660,5140960
199308,192705,1423778
199306,517241,369916
199309,297980,2937285
199306,460568,5599042
199304,302748,5719634
199310,52401,1856864
199304,266911,1859121
199308,313467,6462164
199306,443386,4211412
199303,144790,8173989
199312,225918,4381106
199304,127913,6086693
199312,25910,6232914
199305,418843,863291
199305,309157,2262311
199312,241237,2216231
199306,346645,2009656
199306,456347,1290286
199301,390144,1197106
199310,430584,5997657
199307,243218,1013727
199304,10645,462025
199304,495408,2314173
199303,572891,7971348
199303,262494,3814521
199307,40407,264090
199308,514646,2603852
199308,53051,2459922
199308,92307,4537155
199307,427491,2948999
199307,355291,3958063
199310,546362,975979
199312,29016,3929351
199308,370830,3763623
199303,309691,1683673
199304,321668,1147272
199302,161632,985692
199306,396195,5135022
199306,194897,9081026
199303,24896,5768579
199309,563672,4714025
199303,497663,1150823
199311,321729,8235339
199301,567856,6285152
199310,131913,8767654
199304,208978,2562491
199310,471793,3804844
199310,177854,6311353
199306,500440,3912180
199307,26276,1516062
199301,484137,988819
199312,190464,6550494
199312,366723,4860852
199304,26303,3100294
199301,592089,687376
199302,364301,4900025
199304,461083,4858011
199308,342974,5478063
199301,137799,3028866
199301,308312,4052000
199301,139423,1146537
199302,168290,4525822
199305,189723,2664698
199310,482724,7449745
199306,392597,3973892
199310,360639,7253978
199310,53502,5420282
199312,406925,7435682
199308,83742,7030664
199305,425700,7411475
199312,521099,443547
199301,102260,5264886
199312,366953,5399299
199301,551605,3695829
199310,417636,1384266
199301,287791,1584892
199302,326806,6106856
199308,369446,4950909
199308,469009,4363746
199301,447711,2134734
199310,457989,2862031
199310,366314,5891120
199310,285568,3076029
199307,78489,2033927
199312,522005,2191575
199308,17665,2946912
199301,53030,389279
199306,349802,7544192
199307,440506,4209256
199303,388616,6779194
199310,160473,2528692
199301,31351,1492655
199309,187446,3339832
199312,80844,4516479
199306,369056,5123432
199311,307625,5225984
199304,2648,6230471
199302,53590,6588042
199302,86172,112342
199305,37649,5442175
199304,538024,3679830
199304,568271,1591029
199312,575878,2842851
199306,176962,8592177
199306,255540,290132
199304,171515,7694573
199305,593400,887067
199305,47101,2033314
199312,380225,5190820
199301,38549,7070277
199306,135488,4728881
199312,161909,7073560
199302,262729,3774205
199303,144604,969376
199304,354886,4945336
199303,507482,875802
199303,425483,4140872
199302,450148,4899811
199305,295761,6542137
199308,323594,3765726
199312,385158,4263970
199304,514356,5426506
199304,475111,4470346
199302,32003,555390
199306,133186,844891
199302,579449,2075594
199312,98015,1191299
199309,452062,4721370
199303,387144,5373882
199301,544992,3024900
199301,131742,7024010
199302,286722,4521246
199304,215298,1765322
199306,563632,2326376
199307,540783,1966013
199309,149796,9044371
199305,583900,5388218
199302,438219,1134046
199302,38043,2569343
199302,466148,1404905
199312,24571,2072860
199312,35017,4241204
199308,544894,9120444
199309,269939,2267796
199308,70265,5205385
199312,528324,4417964
199304,390297,3845540
199304,386723,7803469
199304,452350,257861
199312,56954,1135104
199311,458219,699250
199303,214835,6582822
199306,42753,6211532
199305,286658,7976504
199307,320216,3237607
199307,453887,4149298
199311,379987,2205456
199305,415149,1896261
199308,167906,3868844
199308,181158,1457240
199305,347679,1538454
199301,349853,5463053
199312,242952,185704
199301,423441,2540550
199301,531416,4585331
199312,203925,2838468
199312,559099,2358988
199310,200343,3411697
199310,273445,6255276
199312,116697,1187587
199310,596381,438775
199312,479177,4078897
199312,548562,7811119
199309,348227,249941
199307,375999,2875922
199311,475301,3502112
199301,73925,9025566
199301,115540,4725730
199306,168747,533827
199301,521299,5620389
199301,253967,8198614
199304,460481,6012329
199304,496714,5758182
199305,597790,2590020
199307,316654,6450341
199301,400004,3678494
199301,452426,1620998
199305,436243,5547050
199311,497657,2246987
199310,175281,1342717
199304,474570,4944104
199307,461064,904085
199312,501106,107386
199303,347096,5433059
199308,384666,3602837
199308,295566,4241169
199311,429535,3267321
199306,331164,4919237
199309,412369,1004570
199306,511345,5920336
199311,286248,2177181
199305,165179,2051636
199304,42805,4498837
199309,150234,2034220
199302,359883,7806451
199302,234714,1131008
199306,532756,2656264
199308,6176,3568996
199308,122323,4567361
199303,431577,149346
199306,540513,2614523
199306,236255,4853111
199306,531513,5903040
199312,72612,6148286
199306,63173,2249616
199303,153077,2657924
199311,226238,3839597
199311,169468,1640469
199312,144428,7214858
199307,47784,4457601
199307,570701,3507926
199303,94651,7005532
199311,123410,5759441
199305,296247,3200074
199307,219123,4447725
199304,234228,115058
199304,37476,138520
199308,542122,5762295
199304,538093,1316565
199312,397226,5576006
199301,279750,7550315
199308,398700,8725445
199305,22727,2910106
199305,592220,4200352
199312,477754,6047201
199312,94185,4575218
199312,150740,8163983
199302,303617,1764833
199309,531561,5045166
199311,182056,3532507
199301,4840,8293224
199301,337213,990158
199308,530853,8588380
199303,230705,6251607
199305,545838,8307602
199304,37246,927660
199305,542453,6741398
199312,495725,505885
199311,22846,7206254
199304,74372,3166662
199308,410468,1910517
199307,414641,5640678
199311,247480,1119136
199312,393172,5511036
199308,105668,328037
199303,518748,346277
199308,33303,6057870
199306,387907,5134846
199301,454231,3563926
199302,99710,5077838
199304,353972,9426791
199309,478440,2889321
199302,55171,4856045
199306,500788,8501976
199311,21955,4414586
199304,37405,132897
199304,450059,3096713
199306,28603,2377043
199301,304429,5478493
199302,332365,3320103
199305,320612,1425259
199308,557810,5616444
199312,204909,5102472
199308,104348,2008224
199308,563043,214567
199302,48726,2297715
199302,39604,3056328
199308,370930,594273
199308,538169,591498
199304,455771,6154137
199305,567304,4788509
199303,337155,1040738
199305,180461,6714599
199310,326062,2800640
199307,99952,5217562
199306,286495,4598513
199306,126903,7376077
199311,504182,2935746
199306,226247,232299
199301,311017,4477968
199308,506246,1963480
199301,142294,4762537
199301,133595,2211625
199308,406629,1520244
199308,202381,5975370
199312,181270,3745720
199302,493785,4402431
199304,170032,213793
199309,528386,5350523
199308,445256,3767057
199306,23995,8549100
199311,146568,2848083
199305,571081,4676211
199306,94724,6232078
199310,289101,2350234
199310,167593,7160464
199310,260240,470490
199311,362886,2079444
199306,511822,177878
199306,545055,3521196
199307,151288,2728113
199311,36984,5647681
199301,49855,1965481
199309,324087,439983
199308,313589,3419884
199310,65898,2711959
199305,192717,3335295
199307,580931,6049813
199307,500252,991766
199302,580147,2618674
199302,560637,1176443
199305,326895,559267
199310,573832,8301708
199312,488413,4257422
199306,298715,6045933
199312,533904,7482154
199312,331784,1232907
199309,304072,105453
199305,205897,8044450
199305,297377,4714054
199307,549257,3801129
199310,71517,3754022
199310,117290,1648492
199308,47803,514735
199304,294580,2650001
199311,204758,322571
199301,576810,8779233
199309,131297,2630014
199312,403621,1045875
199305,563611,497353
199311,161315,2670041
199311,450082,1532609
199307,294476,5620098
199307,445734,1140523
199308,235282,2266556
199312,228974,5463398
199308,199505,5346194
199308,413780,7557557
199305,467109,426127
199307,196582,5650100
199307,179812,1498313
199307,185880,8476874
199301,471382,1706586
199310,52348,4077866
199303,184510,1250095
199302,82335,3485655
199301,25110,4508939
199303,386803,8148774
199311,4693,4384061
199301,229941,362960
199306,287810,6277917
199301,533594,8056471
199312,14021,4262756
199312,445065,2099873
199302,11278,4268290
199303,188421,4585617
199310,462153,220795
199302,217640,1526477
199308,369203,123402
199303,26397,1834218
199309,30264,3359453
199303,253644,2688811
199305,474859,4357180
199311,307493,3713688
199301,475242,5129365
199305,323183,716464
199310,76809,6125294
199307,225489,4390514
199309,150023,4674075
199307,225583,3219288
199302,60322,746310
199311,21910,6462978
199311,333391,6631913
199306,343062,546999
199310,103574,1377218
199306,585845,2102662
199309,553691,2200028
199308,414076,2016731
199302,258433,2181746
199312,7337,3202905
199312,299870,7073680
199301,560031,1836169
199306,168463,742758
199310,544389,1529395
199309,596276,1210324
199306,69404,4263033
199307,392314,4092333
199307,493540,6224557
199306,108077,3974611
199309,428875,5000272
199310,524649,5467716
199308,499096,5365843
199311,382803,4854023
199308,484435,2202924
199308,138875,3031570
199308,69577,6365682
199310,315144,787049
199308,197336,2919693
199302,324630,5897065
199302,158307,540658
199309,221850,1403297
199311,147840,4625208
199305,221033,4020240
199306,16218,3740624
199309,233220,904116
199305,410741,7521932
199308,195852,7179775
199312,260717,1315316
199306,429893,4950914
199308,177616,5914086
199310,398977,9464301
199306,277396,2422642
199306,486094,2673173
199301,274152,2787196
199306,88663,6312644
199303,267691,1769811
199306,110817,3619063
199310,485035,2827467
199309,339915,6130566
199309,489648,6419470
199308,277879,7384732
199303,339647,7198536
199309,450143,4927784
199309,324457,4742089
199309,169428,3485993
199304,16100,4779734
199303,189567,5784707
199303,125971,6721801
199302,535591,5679982
199301,209987,552018
199303,177386,3911614
199306,202911,2334489
199309,354922,7168275
199312,115000,1378370
199309,49118,3001780
199312,439177,4005862
199308,273197,5675373
199311,545892,7406539
199311,82768,1733252
199311,44386,2868299
199301,534484,4860590
199301,326053,3738873
199304,72339,771062
199312,118330,3039135
199304,96283,1629802
199310,383581,1483131
199302,261503,6027840
199309,420184,3641519
199305,451420,2308066
199305,361715,696466
199306,64247,1899224
199312,45138,3572162
199310,127810,8284847
199312,455306,5067823
199304,363835,9023192
199308,118536,452368
199306,354031,3402622
199306,468166,1010518
199309,97154,225625
199306,461560,1054427
199308,292869,2027554
199311,467144,970007
199311,410010,819711
199310,261584,605863
199310,360683,7780255
199310,296020,1281188
199306,420090,3723118
199303,598538,1283023
199312,306735,3584459
199308,189180,2708430
199308,139297,388860
199305,148940,3508490
199301,263955,1504448
199305,414833,4844929
199308,376426,4610896
199309,284904,6919004
199304,482592,6414798
199306,107847,2878711
199306,147424,5244140
199304,536686,6182626
199310,262460,6412404
199310,195765,2887899
199302,264095,207579
199309,522884,3209245
199306,81628,1274819
199310,237428,4817166
199306,448677,6691175
199312,424557,2786757
199305,564364,2121084
199309,291362,4594623
199305,475402,2999933
199310,235236,1704125
199309,35814,3224899
199303,102268,5544684
199304,312503,6174106
199310,131041,3256857
199306,533085,1533978
199306,381065,1588425
199303,208105,4169878
199304,169574,1115984
199302,526438,579906
199310,557439,879889
199312,54028,384951
199303,149126,5585345
199303,495524,1935843
199303,208438,1999433
199309,218886,1061263
199301,243967,4162049
199301,130464,5918061
199301,172164,2937116
199312,203809,1865228
199309,186433,6700686
199303,180132,3120022
199303,248355,2654903
199303,352396,6671238
199305,51778,7382658
199306,301515,6619522
199304,477584,4284920
199310,348577,1734472
199301,545733,1207744
199305,171223,4819675
199301,276842,5645648
199306,499390,3713786
199301,443022,2620940
199306,593446,1357768
199309,244452,6635882
199305,230443,5595353
199307,487133,977856
199304,221162,4352096
199304,358408,2758279
199304,274288,3587371
199301,28689,7531918
199301,371494,2454672
199301,91227,1910168
199303,243613,4982676
199302,457023,1824760
199307,547772,7413661
199309,424088,392679
199303,171720,6778076
199302,450341,5497149
199311,348280,2705685
199301,95975,4397234
199301,191521,7111213
199304,319225,4434364
199304,5364,5846672
199301,188864,7153326
199305,477551,6820300
199302,357699,347822
199312,211080,883043
199308,422555,5067927
199309,565677,3105402
199307,432874,525793
199307,538723,512654
199308,499052,1648015
199309,515216,2559644
199307,119024,306647
199304,198618,6056200
199308,380028,214953
199311,116277,6272359
199311,108202,2396196
199305,160063,1778927
199302,513140,342476
199312,421281,1666332
199306,17937,5757702
199310,73307,6148000
199303,91342,1716008
199302,497330,5072978
199304,42843,7621965
199311,414832,6225630
199312,66817,1048880
199312,48837,353594
199307,322796,8291818
199302,228360,1499639
199303,517210,5411907
199304,235404,131260
199306,362279,2211737
199301,329458,3789997
199304,153119,3865618
199301,409781,5021557
199306,65974,4801425
199311,459716,4976799
199305,5095,4455400
199305,427790,8331184
199306,570153,3677951
199309,277798,2637033
199304,473543,1337570
199310,108199,3395825
199311,406018,3933425
199310,189992,4080700
199306,439359,6169664
199306,286484,427906
199308,599333,7018319
199309,271107,104574
199304,161608,5890348
199312,300628,2740950
199305,546206,1227136
199307,153677,4532624
199301,153484,7158506
199301,271642,4539141
199312,135122,897925
199309,185161,122123
199305,90111,2456576
199309,382754,5580016
199312,25028,647100
199305,595132,2765905
199305,113358,678818
199305,101953,9387669
199306,159214,1622069
199305,223578,7135413
199307,330766,4269078
199303,517027,3139308
199303,280484,4305541
199307,250887,6303894
199302,243998,565116
199311,232199,4766792
199304,349035,5205464
199303,483224,946444
199308,127029,3136379
199307,527649,5529492
199312,406492,3119986
199301,416794,4314561
199306,59591,2887198
199310,539929,5209709
199312,126239,5887115
199312,339699,1022343
199301,374007,3959666
199303,68125,4869849
199305,496641,3530708
199302,16261,5252934
199302,205859,5765732
199303,538191,1073065
199311,302094,850558
199303,130846,3310745
199303,363165,1459042
199308,227594,4622560
199304,378481,308775
199306,252284,719509
199301,70068,2339787
199301,97599,4109622
199306,589826,5689926
199309,446591,6860637
199303,99292,2657474
199303,434620,7160487
199309,573779,2336317
199302,572477,613582
199303,396110,1418373
199312,431601,7586271
199307,185399,6255219
199307,196120,481583
199310,74582,3050896
199308,519391,1231253
199310,326850,8092934
199302,317258,5813819
199310,317346,4809828
199311,504258,499843
199301,431154,1578864
199308,96832,543162
199307,30659,3147507
199307,347655,2642497
199302,23773,2304213
199307,83695,2632185
199308,205528,3090647
199308,64811,1740293
199306,528895,4952041
199309,141603,322341
199303,466890,727893
199303,404384,124970
199304,20538,1155155
199304,137549,5597313
199303,327823,6046596
199302,16847,5937085
199302,134732,4847907
199303,483849,4800155
199306,579198,2106053
199312,210235,1927405
199312,368665,4247442
199310,10641,1216485
199305,533122,4917260
199311,74322,5390098
199303,364370,5287050
199303,540868,6665669
199309,156640,6253815
199304,110053,2577896
199312,325235,374285
199305,205454,2264827
199303,345934,2328385
199308,365595,7397883
199309,428800,4695366
199309,43630,3084314
199309,597615,5149758
199305,342686,4235241
199311,492726,842163
199310,132717,2251876
199312,70469,4655213
199305,180291,2527287
199305,134958,7539329
199304,489721,4358863
199308,576214,252877
199308,426074,990049
199301,294621,6557760
199309,467306,499125
199307,442455,4245392
199312,183309,6617601
199301,282438,1546837
199304,370245,781246
199310,494338,1055189
199312,581285,6492467
199306,363522,4506019
199308,160656,6327571
199303,492204,5569414
199311,362502,4181881
199309,596095,2567946
199307,472661,4642804
199303,581109,3181083
199303,130692,6139667
199302,415010,3897907
199308,482559,2266049
199302,571533,5241934
199307,378791,1269580
199306,354090,4660981
199301,477045,4607266
199308,55896,366674
199309,507101,1289805
199312,221682,7072184
199311,302860,3103508
199305,204482,537950
199301,588653,1896635
199304,166873,9408369
199308,334227,374579
199312,314007,400228
199301,543086,1881013
199305,256828,3848050
199307,552768,4591906
199307,174609,2123019
199312,437450,538322
199307,558333,2294270
199309,62730,6731987
199303,575471,3334146
199311,46039,2632985
199302,529656,1635061
199310,504531,893666
199307,382715,8898615
199307,54976,3973936
199305,418705,7001308
199305,417057,2768193
199309,430744,3774818
199310,372040,3487326
199312,435985,3765081
199311,156919,9583163
199302,311899,5107782
199309,121648,2644709
199311,58087,413851
199305,430418,1961907
199311,427149,532679
199303,26889,5338687
199303,420425,6393340
199308,401749,4323235
199308,459080,1108677
199303,142881,6033287
199310,169869,8275054
199302,315588,785749
199302,437378,3609320
199310,150854,7467012
199305,265730,6547174
199304,382415,2469212
199307,126304,1316997
199306,72878,2539393
199309,168377,6657374
199304,139945,3930181
199301,485725,2371030
199310,230271,2259570
199310,288006,385668
199305,554757,7457080
199310,556480,5514354
199304,279421,2772811
199301,199265,4997284
199309,191174,5154302
199308,515850,7314053
199306,103484,6851332
199305,593525,6729723
199311,580024,3278880
199301,542159,1412528
199303,170897,974105
199309,35026,3542319
199307,271568,4978904
199307,234805,1377913
199307,161416,2436249
199311,215479,1082100
199310,69065,4012152
199308,133977,5656858
199301,544454,4992768
199308,203904,3156575
199307,295874,5680634
199307,520126,2920262
199312,109242,1981964
199307,514027,4122360
199308,553134,4230860
199308,118493,2394200
199311,156198,860374
199308,69984,9383011
199308,211342,4255055
199308,277201,115462
199305,543246,1250543
199303,439772,1694632
199301,346106,3612954
199302,415503,5090924
199306,471835,7360943
199301,341187,2144384
199311,277264,3010031
199308,63954,7595082
199306,423689,6865093
199305,341126,905677
199307,246752,3496006
199304,350378,5514897
199309,278919,6259274
199306,584560,6512378
199312,152914,1144741
199308,275880,3819380
199312,507726,169902
199307,40860,3922273
199307,65831,7826991
199301,25974,2211565
199308,338243,6088404
199309,490732,7597151
199312,473491,3693393
199312,433800,343288
199310,512645,4923131
199306,208703,7107552
199301,43878,3066207
199309,362077,5192974
199309,258014,1791396
199310,411011,3162425
199311,400925,8315148
199304,63591,5694463
199303,37916,3815346
199305,189466,3963312
199309,537360,3117465
199311,97547,7186744
