"d_yearmonthnum","lo_partkey","lo_revenue","lo_suppkey"
199307,423637,1059654,13601
199303,323282,2972099,16164
199310,441464,2044915,6611
199308,88897,3360655,14898
199308,87553,5737008,4769
199304,156954,4778017,13798
199304,316373,275093,23
199304,350489,7241666,14741
199303,408502,276454,12148
199302,508925,574368,4301
199310,364389,3524422,17971
199310,218338,5118247,19856
199308,553393,4535816,9930
199308,263325,6123337,16865
199308,513124,3308961,2152
199308,266280,2442689,1747
199308,566300,3615176,16392
199308,1509,4608103,16584
199307,410221,2438867,18766
199307,152204,5848867,3
199303,458851,7899907,16565
199303,100530,5757853,3710
199304,69663,3520014,2374
199310,277315,1919065,13792
199307,28651,5942643,9318
199307,334994,9942002,14429
199301,192049,3354657,7715
199303,228983,5192910,1618
199303,102302,4648525,12370
199306,481596,937076,17637
199301,10899,2305799,9995
199301,388829,5316169,14541
199301,434896,7250245,15765
199305,453298,3762568,17838
199305,364218,6219952,13290
199305,210733,3826580,12683
199303,314870,2955460,3302
199303,17007,537768,11450
199308,539950,4439533,14645
199302,97998,1742499,4897
199308,453862,4314435,12597
199308,242943,8232084,7074
199311,147642,8196443,5376
199310,326230,609266,10283
199310,54355,5833154,190
199306,521844,4802620,16521
199306,257676,7439687,10279
199308,127581,6241290,9917
199309,245782,2513905,10279
199302,126658,1797521,11122
199306,6106,3372317,13693
199308,528453,574794,3144
199309,585195,6208824,11955
199309,241747,2507764,9007
199309,132993,2581111,5154
199310,320005,2008980,3286
199302,109099,1289816,2052
199301,294880,5939588,11461
199301,33309,2771571,18686
199309,595863,5567023,16043
199309,45055,679033,12998
199305,368901,5070496,3010
199305,313632,3095411,12999
199312,94560,5730108,11885
199312,458426,3289334,17845
199305,514400,1371948,2601
199305,531839,8250272,17744
199305,407604,7184539,8396
199308,373177,2104019,18950
199308,440101,4140375,113
199310,315532,1819883,1599
199310,302741,4784795,17987
199310,166073,2368126,3565
199304,558089,1798590,16713
199304,92545,5070806,9895
199301,308838,7601511,8698
199301,223713,158759,19002
199301,342385,553819,16514
199301,463599,2728247,4052
199310,357714,2630974,13468
199311,392635,2736550,18359
199311,199785,365647,11501
199311,181385,1137910,6520
199303,329180,4105132,10491
199305,12514,6226716,16384
199309,481526,5613930,10596
199307,247827,6783323,433
199302,430067,3675089,972
199302,524544,4658504,14087
199302,207249,2916012,13047
199308,42542,1763633,18540
199308,352756,8416067,11401
199308,153905,1710119,7904
199308,1063,3553525,5288
199308,460483,1286122,3959
199308,523559,7134045,17843
199308,175798,9181571,1703
199308,134445,1904039,14319
199304,402427,5602091,13082
199304,376403,4305024,19469
199304,402446,3567919,13977
199312,395749,7592908,18125
199303,101992,9575139,3136
199306,89546,1340526,17314
199311,386421,3840880,2904
199303,229854,7866734,427
199306,121973,1564056,1589
199306,519490,2958561,1774
199301,506868,7638098,885
199307,598755,5394354,8414
199307,224976,1693755,5959
199307,559427,7137692,3749
199306,288972,4035655,13555
199306,352235,4494972,7650
199306,390407,6896978,16157
199306,553914,8099835,2091
199309,447210,4714392,15704
199309,113382,4144278,9368
199309,5946,5928059,17934
199309,512308,261415,7264
199309,352922,7854217,5958
199302,109114,326825,11150
199302,72912,1462690,17159
199302,229487,5048299,15378
199307,152471,1625542,12911
199307,569249,2088060,19067
199307,375127,2002715,10454
199307,512105,3142346,9575
199303,303833,3207087,8701
199303,421256,913530,10872
199312,216552,427345,123
199312,126347,1998209,1669
199312,98959,1726911,15339
199307,382772,1836212,7019
199301,120902,4378443,5437
199301,398585,4572576,5947
199305,371458,4088193,2133
199307,488188,3493195,11191
199307,559102,1724203,5793
199307,260935,3344402,14359
199311,594623,5049744,12028
199311,599238,5897096,17321
199311,458089,1625037,5744
199303,95672,1470884,1063
199306,534837,6485821,16154
199308,163324,1495530,10998
199308,63571,5924974,8898
199302,439554,6357957,2766
199302,113885,2762870,19965
199302,515881,919977,14013
199304,500375,1467498,4577
199304,274176,5351694,7842
199307,550695,8468245,6462
199303,80446,559164,10343
199303,240008,2114965,9857
199304,541129,1737598,12060
199304,540971,4534935,5702
199301,584095,1502135,5837
199301,138899,2255703,3414
199301,190969,1615008,3274
199311,215024,2788859,1243
199308,460132,1513664,13558
199308,302895,1115953,8475
199303,256449,6335678,16050
199303,29630,4168890,15241
199303,278153,3547255,1099
199306,97161,2293156,5255
199307,540641,7491617,7156
199301,377633,995580,460
199301,379527,4565701,16201
199305,473876,3625706,14166
199310,213253,4298760,15608
199310,286702,1170262,1553
199302,408667,2807790,17740
199302,2104,4338303,2106
199302,537678,6157467,1323
199310,73928,4286927,9138
199301,387739,7052965,8866
199301,125019,3949489,3992
199301,583843,6420164,18729
199309,47862,1791761,11447
199305,315177,3700464,4444
199303,591865,6005541,13111
199309,393810,7350571,2078
199309,160309,6371352,4376
199307,150680,2204886,5135
199311,344190,3232317,12721
199305,489324,2165631,17383
199311,573856,5295453,10631
199306,300937,5827325,11927
199310,283334,1150020,19745
199305,554340,1217241,13189
199303,180931,2732200,10213
199307,92694,4297686,18778
199307,297837,3088002,8152
199307,545741,3677069,5720
199309,304972,3293615,14472
199302,403882,6825556,13831
199302,239671,2072919,10514
199308,386303,2021416,17203
199305,384678,3419560,9984
199305,278307,3148960,12025
199302,313167,4464507,5619
199302,191688,2934692,15191
199305,285728,4366533,2166
199305,424468,6203320,88
199312,63941,933420,12969
199311,204067,3364688,14510
199311,342454,6745951,16390
199307,566838,8773554,18993
199311,202514,1963269,18246
199306,417579,5516283,4573
199303,345339,3356976,2417
199303,304857,1986583,12510
199303,321923,381202,8579
199307,168645,6316477,18583
199307,4358,4998906,1357
199307,477205,4013501,6576
199308,21763,6373447,1698
199309,31425,4652520,1194
199309,156980,4638203,657
199307,962,7008455,17180
199307,97938,6450518,532
199307,496665,1809525,10167
199311,300767,1886189,10337
199311,364671,4762651,2827
199311,23345,5022626,1254
199309,293949,3236921,506
199306,489121,3263694,14018
199306,276295,124585,14945
199305,353484,2435352,5383
199305,400865,7342362,18091
199305,309611,6738454,14011
199305,166549,2878892,9380
199312,261942,7351073,2912
199310,483229,3240210,4752
199310,48093,4534988,12181
199310,570243,5604822,8329
199310,78303,1395335,18108
199310,233500,1844901,7968
199304,549078,773156,16571
199304,342038,2031517,15880
199308,440788,2202440,15231
199308,206328,241924,3704
199312,260814,878526,14666
199302,224096,3837540,3830
199303,377095,1148638,17026
199303,21548,6837769,5118
199310,64962,2098459,4474
199307,139581,160437,7291
199303,288531,4020649,651
199311,96284,3295440,11796
199311,39708,7427831,5391
199309,476001,3222080,18991
199309,125976,7927801,4260
199309,469102,2077895,8675
199307,336016,1734748,19997
199302,555581,7143584,16861
199302,96863,4921189,3964
199302,390435,6876593,3890
199302,207672,1251090,2408
199312,122184,2127701,18180
199312,542490,1486495,11350
199305,488459,1134785,7212
199309,410025,1451120,12850
199309,237734,7372285,19391
199309,192338,2242757,18421
199307,171780,4766481,8687
199301,589176,4091495,4837
199301,473712,327023,14729
199311,362759,6891642,18175
199311,359687,2075043,8135
199311,249621,7160410,19115
199311,167689,6197567,11235
199304,349411,5295410,16005
199309,124219,4142375,19548
199301,157759,2467146,235
199311,65982,7826983,10385
199310,136134,4540104,12829
199310,203835,2754290,1177
199312,518254,4156375,19462
199304,486710,4156890,16227
199302,564034,434811,8740
199302,313254,5654424,9148
199310,189491,4068181,917
199307,300417,2222483,14038
199307,108019,4931702,7415
199307,462941,753952,17723
199303,67338,1899255,14017
199311,291961,6890007,11746
199309,333663,498815,19619
199309,272273,2928851,14061
199309,553697,8063586,10910
199309,504273,2601758,5172
199307,425034,4041268,11041
199305,78679,6498066,17280
199305,554245,1655206,11266
199305,185271,6114065,15247
199312,7985,4823313,14789
199312,560223,5208508,9544
199312,465944,6363853,4796
199312,513600,1565172,9814
199303,200710,1718616,5636
199303,351111,690287,1937
199303,121338,4087505,3816
199302,118542,1390441,5674
199308,460664,955288,15295
199308,573810,7569068,9944
199308,215829,6262123,17086
199303,191501,4634175,11962
199303,154051,1929417,1338
199310,210536,2577698,13369
199306,326889,1138026,345
199306,566367,2224543,7998
199301,576097,4296955,12198
199301,476448,3592387,13710
199307,256183,1004747,508
199304,270156,331085,15577
199304,308714,2673630,19950
199304,378466,6741524,3760
199304,262850,710633,18497
199304,369498,2327707,9410
199304,161453,2226241,14054
199304,441984,2989089,9307
199304,425353,4635224,11543
199310,139001,3057600,4667
199310,260229,1295049,5000
199307,133041,1354364,13118
199303,393773,3259362,13899
199309,406247,904124,19727
199312,451281,1707912,13330
199312,67601,4150515,14049
199312,368240,3755928,15466
199312,553440,7244580,14976
199302,134998,201266,19124
199307,480969,772176,10351
199303,459162,2885814,5286
199303,481715,6152197,1103
199303,204252,1246426,7839
199307,292993,963200,15517
199307,77557,4316689,17514
199306,512870,8583913,1104
199311,261997,7600842,757
199301,216015,1354605,11921
199307,289361,6149493,16615
199307,222011,1448016,19624
199306,526223,4652020,9682
199306,317490,1193924,6707
199305,531703,1373866,8613
199305,397,1907163,3711
199304,118157,3454941,15475
199311,130061,2673097,7807
199303,521850,6115268,10101
199302,370592,4887985,6657
199302,238320,3329488,1376
199303,35392,6051571,3133
199301,423251,3138716,10395
199306,258180,2929649,16992
199302,70142,4099348,12044
199303,187544,6460898,11476
199303,243153,637953,10951
199303,64374,1947328,4642
199303,128604,7839745,15751
199310,132979,5269349,6192
199310,5457,2378837,10855
199312,186715,2796253,9850
199312,516932,6945915,16817
199308,310232,5783776,340
199308,466696,7332374,7164
199308,548027,5109475,10731
199307,386490,1223348,19425
199307,422942,4703328,12416
199307,175948,4408141,1893
199310,325129,4813792,19688
199304,541580,963206,11121
199308,189929,7833409,13009
199306,418359,3840931,4196
199306,515872,7507979,19838
199301,549672,8016002,19797
199301,197290,6592402,5281
199301,252976,4201274,14496
199305,475510,6916441,772
199305,431734,2968295,18302
199301,413363,125081,154
199301,434686,5876513,8531
199301,152715,7373118,5664
199304,451240,2426515,16765
199311,152416,872235,105
199307,493801,7035537,9858
199307,554980,3355649,455
199311,103000,1945820,14268
199308,91493,6692080,922
199308,510811,1983929,15165
199308,383901,8842684,13922
199309,360750,175641,14810
199301,537686,4222967,7261
199307,598168,4715105,14503
199307,334845,547030,2749
199307,585445,5938029,19860
199309,175134,5864280,11104
199309,131161,1635643,10003
199311,516617,316916,17702
199310,260799,4267466,13301
199310,208306,5890520,18225
199310,193764,5701465,13961
199302,79140,2822471,19994
199304,176727,5423786,9990
199307,350343,3108519,19348
199311,34275,4621829,16611
199311,114220,4112421,202
199307,15518,3371615,12571
199303,453892,2192893,8389
199310,19155,105266,7681
199310,330453,2180656,10727
199311,368488,2868574,5075
199302,503502,5606407,8180
199307,1166,3063816,8491
199301,487966,5803201,4013
199304,44081,1105036,4521
199304,455311,3226506,2070
199305,233595,4842541,2660
199304,3408,2056275,10796
199310,68515,1762409,14179
199310,433658,7720997,19079
199310,553721,5217618,11725
199307,146238,254277,19731
199311,434323,5601271,18251
199311,49979,7939640,10781
199311,583376,6794733,11240
199311,195199,251072,14556
199311,507584,3275430,7210
199306,404191,2060014,13209
199310,476104,3069587,12396
199310,330805,1619166,563
199312,590241,1826433,5947
199302,231516,3931410,8948
199310,156760,7913806,9604
199308,163621,2287713,3341
199308,403066,657978,6693
199306,134842,1114842,7536
199306,380348,5739029,17159
199303,404641,4241181,3380
199309,280055,710037,10686
199310,346306,1987866,11202
199309,322302,6229460,8851
199309,120752,8073103,3338
199309,266729,1973806,5310
199310,322898,6465682,1245
199308,403843,4279709,4475
199306,370746,7194250,7379
199303,362686,2741914,18876
199312,503314,1549133,14930
199312,227207,3593113,5179
199312,448735,8000989,3826
199302,129036,1792445,16545
199302,231999,7073179,9049
199302,398256,4334922,1411
199302,206924,3019170,6582
199302,247212,4819953,12010
199308,308232,2795455,1676
199307,559227,2773047,16667
199307,522720,7343737,8257
199307,110579,5452225,2149
199302,434054,2517500,19196
199302,344239,6162022,11252
199301,446590,1673324,14468
199309,548301,4675255,2190
199309,482423,1669615,18781
199309,143301,1330857,11441
199306,537236,1996393,9481
199306,517028,102410,16600
199309,590515,3146760,1392
199311,47317,4336583,13047
199311,246744,6724033,9458
199304,450814,5707330,13074
199304,410,2542195,11483
199311,371931,6543539,10480
199311,243432,2801730,13365
199311,32665,626282,18325
199311,584601,3838065,13037
199311,39243,458709,532
199303,324458,3815800,15950
199303,263120,2359013,7740
199309,107919,934551,7775
199309,276833,7981306,5555
199309,328363,2727046,19480
199309,272637,2708990,19787
199308,514841,7560610,9734
199308,271024,2991995,2654
199308,489977,5533030,10351
199308,36398,6208916,18410
199309,394995,6207240,9830
199303,596676,5559030,7129
199304,100551,912311,4152
199304,353717,7288201,16247
199307,417819,1684686,4915
199304,164174,4489604,8031
199308,774,7958507,11263
199308,407257,3457763,2046
199306,590692,2420865,18411
199306,557344,5081186,17669
199311,153371,5443942,3262
199303,287874,5108943,11963
199303,178577,2130718,14049
199309,314614,1773545,16719
199309,45340,2290475,2201
199309,22727,6790247,11846
199302,599595,3155289,5333
199302,387063,450819,14979
199302,161121,3861986,17147
199305,27306,1571224,5805
199304,69149,4206442,699
199302,253446,1939609,13627
199304,288305,1647651,1795
199304,528109,1238280,4965
199306,543241,6228467,8734
199306,37197,1122848,950
199307,123491,4601020,15979
199310,147561,636989,17837
199306,500797,3662057,4488
199307,105231,5516058,5988
199302,476238,4808271,15199
199310,222843,3083139,10148
199310,227462,5310477,6561
199307,424497,2895534,7376
199307,236313,1333003,8923
199304,35093,4886511,5765
199306,284644,4628566,2348
199307,448406,4558843,10273
199307,137951,1350497,11991
199310,354752,4650548,1896
199306,533256,255267,3022
199304,95940,2816792,4894
199301,365452,7212392,7946
199301,124397,5514993,14370
199301,336644,4825088,15612
199301,129026,3888803,7425
199306,482966,8489582,18715
199306,332737,3642083,17151
199306,173572,2075063,15795
199306,417433,4234885,11183
199306,208486,4279628,10965
199306,246474,1406255,3397
199304,102977,7490226,11719
199304,327118,3741041,12743
199307,161410,4567256,13300
199311,261427,1224577,4167
199308,293350,1861869,5646
199311,459704,7246990,1865
199311,184916,7725513,8335
199311,441366,6021608,17310
199302,197786,7674519,9082
199306,308700,3383206,4508
199302,220775,2182443,3982
